...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
99,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.813812749604497,0.3812705114561465,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
103,2.41212997183833,0.4890322480500375,AR,2023-12-28,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
104,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.0534196120658594,0.0443923214318762,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.292851504297217,0.0398264322514093,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
110,1.29326326226635,0.3321138819969045,AR,2024-01-04,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
111,0.0409888304274197,0.03186382200489025,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
112,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1.20272990245787,0.84466166699395,AR,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
117,0.062780583973612,0.0156470794551613,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,1.09798830179113,0.437326093775108,AR,2024-01-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
119,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.00627756670912184,0.0056345169002939,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.05697146566899,0.4490598220197775,AZ,2023-12-10,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1
128,1.66868402956062,0.3965328271628245,AZ,2023-12-11,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
129,3.46901873865455,0.467931112782925,AZ,2023-12-12,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
130,2.75267120561886,0.4127519422454775,AZ,2023-12-13,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0
131,1.87447913643496,0.3567640011703085,AZ,2023-12-14,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0
132,0.960053594968587,0.356891311611305,AZ,2023-12-15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
133,2.49616387715117,0.409117067534246,AZ,2023-12-16,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
134,1.87220238926721,0.2504768400516835,AZ,2023-12-17,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
135,4.36085804351555,0.4064599737636025,AZ,2023-12-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
136,5.62421685338831,0.4047105294423445,AZ,2023-12-19,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
137,1.29309942917307,0.3565463274185,AZ,2023-12-20,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0
138,1.39207636888841,0.3786098983807255,AZ,2023-12-21,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
139,0.981115216736787,0.383665575754116,AZ,2023-12-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
140,0.979768302054214,0.3244276250996975,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
141,2.90952735726744,0.356178620548327,AZ,2023-12-24,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0
142,2.85200027365394,0.3845832342236195,AZ,2023-12-25,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1
143,7.7118211864937,0.3452612189295355,AZ,2023-12-26,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
144,3.02728340196579,0.347804219888932,AZ,2023-12-27,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
145,1.09531893258264,0.3156354023890735,AZ,2023-12-28,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
146,0.820267404702802,0.352056369904786,AZ,2023-12-29,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
147,0.79565437550625,0.222774687154779,AZ,2023-12-30,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1
148,1.66918141290642,0.2314855796615115,AZ,2023-12-31,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
149,4.71615729101474,0.319915785195814,AZ,2024-01-01,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
150,5.30048360305802,0.3115759565696305,AZ,2024-01-02,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
151,0.887328798052599,0.315488649301254,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
152,1.04377777664417,0.2659971171586965,AZ,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
153,0.386361453281891,0.238724769705284,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
154,1.81778346678476,0.1736228079626725,AZ,2024-01-06,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
155,2.01110325145114,0.1250480804094405,AZ,2024-01-07,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
156,2.80131652919146,0.1950735985879015,AZ,2024-01-08,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1
157,3.18566993425733,0.205047783761861,AZ,2024-01-09,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
158,0.409937710107903,0.0967491867933715,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
159,1.22560272152707,0.3034036228630765,AZ,2024-01-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
160,0.699106537273994,0.2135558919969145,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,1.13709265957936,0.1813062799217125,AZ,2024-01-13,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
162,1.39565712934141,0.2380118489539195,AZ,2024-01-14,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
163,5.08583781600251,0.1876448621431085,AZ,2024-01-15,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
164,0.251461128270979,0.0546132743790075,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
165,1.67691809902739,0.1822928777159945,AZ,2024-01-17,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1
166,0.822780168988948,0.2262601330138505,AZ,2024-01-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
167,0.542269902727374,0.039985336328052803,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,0.424487151895742,0.1972336537784065,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
169,2.08751230952821,0.390543184818371,CA,2023-12-10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
170,2.94727095283135,0.343628800863952,CA,2023-12-11,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
171,2.70811657787785,0.346607242887275,CA,2023-12-12,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1
172,6.35506105006692,0.3528812887358445,CA,2023-12-13,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
173,2.98144741955621,0.3733252915063355,CA,2023-12-14,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
174,1.90536073526922,0.383930633885212,CA,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
175,2.40864630706288,0.311935095104864,CA,2023-12-16,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0
176,0.703103954284416,0.263112603477579,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
177,2.30832492190415,0.318770572706713,CA,2023-12-18,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1
178,1.84050870138308,0.320925999740409,CA,2023-12-19,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
179,2.06859800595837,0.346014889251004,CA,2023-12-20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
180,7.02522318050092,0.338793633678754,CA,2023-12-21,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
181,1.96181729301728,0.261548338926032,CA,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
182,0.572629730667304,0.2716686947814715,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
183,1.77547120070539,0.237543898661075,CA,2023-12-24,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1
184,0.859603046162319,0.409519175792446,CA,2023-12-25,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
185,1.97314618588239,0.284503739730302,CA,2023-12-26,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
