...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.206660376953219,0.050142923504369503,AK,2022-07-10,1,1,1,1,1,1,1,1,1,1
2,2.15253308384897,0.2434520154497735,AK,2022-07-11,1,0,0,1,1,1,0,1,0,1
3,0.940692715384749,0.2217209243095215,AK,2022-07-12,1,1,1,0,1,1,0,0,1,1
4,1.3219996979477,0.1139468913877765,AK,2022-07-13,1,1,1,1,1,1,0,0,0,1
5,0.531213938696628,0.171593602571652,AK,2022-07-14,1,1,1,1,1,1,1,1,1,1
6,0.616755043743566,0.1607313952787995,AK,2022-07-15,1,1,1,1,1,1,1,0,0,1
7,1.01372808980725,0.1422096887397055,AK,2022-07-16,1,1,1,1,1,1,0,0,0,1
8,0.972554479372783,0.2377682083622595,AK,2022-07-17,1,1,1,1,1,1,0,0,0,1
9,2.23954392654794,0.059880462544854,AK,2022-07-18,1,0,0,1,1,0,0,0,0,1
10,2.94430109506999,0.0275476102670084,AK,2022-07-19,1,0,0,1,1,1,0,0,0,1
11,0.611935576357804,0.145368917526893,AK,2022-07-20,1,1,1,1,1,1,0,0,1,1
12,0.643383747738317,0.1406897223066795,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
13,0.730960628732201,0.101386185181882,AK,2022-07-22,1,1,1,1,1,1,0,0,1,1
14,0.642606934160882,0.0216007656101374,AK,2022-07-23,1,1,1,1,1,1,0,0,0,1
15,0.398550464431601,0.092525213666958,AK,2022-07-24,1,1,1,1,1,1,0,0,0,1
16,1.31464038693921,0.20292206915539,AK,2022-07-25,0,1,1,1,1,0,0,0,1,1
17,2.31426267123448,0.0614066833249695,AK,2022-07-26,1,0,0,1,1,1,0,0,0,1
18,1.34765459961648,0.04944717290248415,AK,2022-07-27,1,1,0,1,1,1,0,0,1,1
19,1.53105433286728,0.1053936704291315,AK,2022-07-28,0,0,1,1,1,0,0,0,1,1
20,0.955832629670549,0.116670722737932,AK,2022-07-29,1,1,1,1,0,1,0,0,0,0
21,0.739407938549737,0.1039128988587665,AK,2022-07-30,1,1,1,1,1,1,0,0,0,1
22,1.55220510507137,0.01375095417429205,AK,2022-07-31,1,0,0,1,1,1,1,1,1,1
23,1.50044900303882,0.1019448977905865,AK,2022-08-01,1,1,1,0,1,1,1,0,0,1
24,0.359844596792645,0.072350264409583,AK,2022-08-02,1,1,1,1,1,1,1,1,1,1
25,0.44427851300694,0.0117206020092697,AK,2022-08-03,1,1,1,1,1,1,0,0,1,1
26,0.970087717753215,0.15490451552896,AK,2022-08-04,1,0,1,1,1,1,0,0,0,1
27,1.65492227895578,0.169758171671569,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
28,0.314759585015403,0.01003155223630165,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
29,0.301260511702658,0.00953226097456335,AK,2022-08-07,1,1,1,1,1,1,1,0,0,1
30,0.616777403597389,0.0943924088568975,AK,2022-08-08,1,1,1,1,1,1,1,1,1,1
31,0.771032420452059,0.0875117164752865,AK,2022-08-09,1,1,1,1,1,1,0,0,1,1
32,1.1206965878493,0.0081964271819616,AK,2022-08-10,1,1,0,1,1,1,0,0,1,1
33,0.58228409710678,0.145143423538877,AK,2022-08-11,1,1,1,1,1,1,0,0,1,1
34,0.24286144023915,0.00742373162749615,AK,2022-08-12,1,1,1,1,1,1,0,0,1,1
35,1.24753752086903,0.1584110307599585,AK,2022-08-13,1,0,0,1,1,1,0,0,1,1
36,0.701729421579343,0.1740059530557515,AK,2022-08-14,1,1,1,1,1,1,1,1,1,1
37,0.315368091634034,0.0064128775939125,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
38,0.471111773252266,0.0998901268686285,AK,2022-08-16,1,1,1,1,1,1,0,0,1,1
39,0.95237273264789,0.089041517263294,AK,2022-08-17,1,1,1,0,1,1,0,0,1,1
40,0.0373330039466704,0.00555223770243815,AK,2022-08-18,1,1,1,1,1,1,1,1,1,1
41,0.459020447287713,0.0907658415402985,AK,2022-08-19,1,1,1,1,1,1,1,1,1,1
42,1.10750281385706,0.434095742992228,AK,2022-08-20,1,0,0,1,1,1,0,0,1,1
43,0.427401358923955,0.247598505584918,AL,2022-07-10,1,1,1,1,1,1,1,0,0,1
44,1.84985670059137,0.2133190489292995,AL,2022-07-11,1,1,1,0,1,1,0,0,0,1
45,1.07182512437077,0.307489368091489,AL,2022-07-12,1,1,1,0,1,1,0,0,0,1
46,1.07937862607738,0.195029504615028,AL,2022-07-13,1,1,1,1,1,1,0,0,0,1
47,1.34732505971469,0.312671935550345,AL,2022-07-14,1,0,0,1,1,1,1,1,1,1
48,1.93545010664327,0.387978345433607,AL,2022-07-15,1,0,0,1,1,1,0,0,0,1
