...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
20,0.191113935694754,0.140885888218607,AK,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.164545416629677,0.1189366239867615,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0.158234658313511,0.1125830995527615,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.139029114879128,0.101302912607248,AK,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,1.3278779670077001,0.608101645297305,AK,2022-12-16,0,1,1,0,1,1,1,0,0,1,0,1,1,1
28,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.766388973114689,0.531801309957725,AK,2022-12-19,1,0,1,1,1,1,1,1,0,1,1,1,0,1
31,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.788074919861429,0.55302130931188,AK,2022-12-21,1,0,1,1,1,1,1,1,0,1,0,1,1,1
33,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.10055235193783,0.072733470265725,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,1.04413159308154,0.737984818027815,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,0
41,0.888472712513543,0.622560230854,AK,2022-12-30,1,0,1,1,1,1,1,1,0,1,0,1,1,1
42,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.976772231856149,0.432467457281641,AL,2022-11-21,1,1,1,1,1,1,0,1,0,1,1,1,1,0
45,0.871640453134065,0.4098500453973725,AL,2022-11-22,0,1,1,1,1,1,1,0,0,1,1,1,1,1
46,0.236657127834464,0.12636360958177,AL,2022-11-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1
47,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.863696078889104,0.4265657932404265,AL,2022-11-25,1,1,0,1,1,1,1,1,1,0,0,1,1,1
49,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.594606157885025,0.169532224289059,AL,2022-11-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
52,0.985392091535341,0.3840413822801695,AL,2022-11-29,1,0,1,1,1,1,1,0,0,1,1,1,1,1
53,0.861001190673634,0.2522519968807605,AL,2022-11-30,1,1,1,1,0,1,1,0,0,0,0,0,1,1
54,1.21945898721807,0.3183337611265125,AL,2022-12-01,1,0,1,1,1,1,1,0,0,0,1,1,1,1
55,0.836069558173954,0.3242379940921475,AL,2022-12-02,1,0,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1.16823483370292,0.2947600654429795,AL,2022-12-04,1,0,1,1,1,1,1,1,0,1,0,1,1,1
58,1.52108713036882,0.341921377348378,AL,2022-12-05,1,0,1,0,1,1,1,1,0,1,0,1,1,1
59,1.54956623947936,0.379387053518672,AL,2022-12-06,1,1,0,0,0,1,1,1,0,0,1,0,0,1
60,0.396964929098392,0.2474096591654975,AL,2022-12-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
61,1.75427452479558,0.3589445858720335,AL,2022-12-08,1,0,1,0,1,1,1,1,0,1,0,1,1,1
62,0.882890971269054,0.2269685647118725,AL,2022-12-09,1,1,1,1,1,0,1,0,1,1,1,1,0,1
63,0.443663038554505,0.124872568991768,AL,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1
64,1.97437658694971,0.59675463098103,AL,2022-12-11,0,1,0,0,1,1,1,0,1,0,0,1,1,1
65,1.76986473603059,0.4830157023586815,AL,2022-12-12,1,1,0,0,0,1,1,1,0,0,0,0,1,1
66,0.0428133922011121,0.0208812182145292,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,1.43450650408737,0.3886360097587985,AL,2022-12-14,1,0,1,0,1,1,1,1,1,1,1,1,1,1
68,2.04646664467215,0.3392778795850455,AL,2022-12-15,1,0,1,0,1,1,1,1,0,1,0,1,1,1
69,0.941791673122091,0.297075663974706,AL,2022-12-16,1,1,1,1,1,1,0,1,0,1,1,1,1,0
70,0.105349426453396,0.01556837726698105,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,0.102731598122153,0.01464666530123225,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0.546459935565981,0.2105593963425475,AL,2022-12-19,1,1,1,1,1,1,1,1,0,1,1,1,0,1
73,1.80576662806171,0.234552517078891,AL,2022-12-20,0,1,0,0,1,1,1,0,0,0,0,1,0,1
74,3.2554154458818,0.4956478065704975,AL,2022-12-21,1,1,1,0,1,0,0,0,0,1,0,1,0,0
75,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.0219823234328486,0.01182634277791105,AL,2022-12-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
78,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2.50235071763098,0.3077013436850005,AL,2022-12-26,1,0,0,0,1,1,1,1,0,0,0,0,0,1
80,1.33574934742932,0.2204736224273715,AL,2022-12-27,1,1,0,1,0,1,1,1,0,0,1,0,0,1
81,3.37298017045238,0.4240053574532415,AL,2022-12-28,1,0,1,0,0,1,1,1,0,0,0,0,0,1
82,3.57035439457654,0.323192766731526,AL,2022-12-29,1,1,1,0,0,1,0,1,0,1,0,0,0,0
83,3.02717569109853,0.476844174685581,AL,2022-12-30,1,0,1,0,1,0,1,1,0,1,0,1,0,1
84,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.75667779294381,0.3209671164735665,AR,2022-11-20,1,1,1,0,1,1,1,0,1,0,0,1,1,1
86,1.98101648657923,0.248294725338439,AR,2022-11-21,1,0,1,0,1,1,1,0,0,1,0,1,1,1
87,3.89683929897317,0.3745825586694035,AR,2022-11-22,1,0,1,0,1,1,1,0,0,0,0,1,1,1
88,2.03657184924149,0.377269449159889,AR,2022-11-23,1,0,1,0,1,1,0,1,0,0,0,1,1,0
89,0.838403593040356,0.400275190966249,AR,2022-11-24,1,1,1,1,1,1,0,1,0,1,1,1,1,0
90,2.81235284797785,0.3219644382404065,AR,2022-11-25,1,0,1,0,1,1,1,0,0,1,0,1,0,1
91,1.84641727022145,0.635622767789145,AR,2022-11-26,1,0,0,0,1,0,0,0,0,0,1,0,0,0
92,0.684756405824821,0.3734491766698585,AR,2022-11-27,0,1,1,1,1,1,1,1,0,1,0,1,1,1
93,4.31723654552444,0.280193042096511,AR,2022-11-28,0,0,1,0,1,1,1,0,0,0,1,1,1,1
94,2.59488318301415,0.2684767103361545,AR,2022-11-29,1,0,1,1,1,1,1,0,0,0,0,1,0,1
95,1.39842762553016,0.3133419610334905,AR,2022-11-30,0,1,1,1,1,1,1,0,1,0,1,1,0,1
96,1.56386064350448,0.315259361903014,AR,2022-12-01,1,0,1,1,1,1,1,1,0,0,0,0,0,1
97,2.25092998817721,0.275681987103261,AR,2022-12-02,1,0,1,0,1,1,1,0,0,0,0,0,1,0
98,0.727078515326492,0.377872226055787,AR,2022-12-03,1,1,0,1,1,1,1,1,1,1,1,1,1,1
99,0.307390760377643,0.273287882053947,AR,2022-12-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1
100,2.36127655768129,0.3235387013242685,AR,2022-12-05,1,0,0,1,1,1,1,0,0,0,0,1,0,1
101,3.13311393558423,0.3553766891724665,AR,2022-12-06,0,0,0,1,1,1,1,0,0,1,0,1,0,0
102,1.7910670450443,0.2806172731535405,AR,2022-12-07,1,0,1,1,1,1,1,0,0,0,0,1,0,1
103,3.1301130935991,0.351261482046427,AR,2022-12-08,1,0,0,0,1,1,1,0,0,0,0,1,0,1
104,1.46469766330394,0.274140490113494,AR,2022-12-09,1,1,0,1,1,1,1,0,0,0,0,1,0,1
105,0.706759816815544,0.2632990549014525,AR,2022-12-10,1,1,1,1,1,1,1,0,0,1,1,1,1,1
106,0.761934437443843,0.27083926001987,AR,2022-12-11,1,1,1,1,1,1,1,1,0,0,0,0,1,1
107,5.45623341157205,0.332496732595146,AR,2022-12-12,1,0,0,0,1,1,1,0,0,0,0,1,0,1
108,1.52040280294526,0.2899362750753065,AR,2022-12-13,1,1,1,1,1,1,1,1,0,0,0,0,0,1
109,3.98582545570368,0.3006426783230745,AR,2022-12-14,1,0,0,1,1,1,1,1,0,0,0,1,0,0
110,1.72298121602752,0.2043232127654295,AR,2022-12-15,1,1,1,0,1,1,1,1,0,0,0,1,0,1
111,3.27232550817793,0.4333709996081155,AR,2022-12-16,1,0,0,0,1,1,0,1,0,0,0,1,0,0
112,0.818949174757196,0.270286470132624,AR,2022-12-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1
113,0.823148304941627,0.274164020569903,AR,2022-12-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
114,2.74882501079791,0.2520110612506525,AR,2022-12-19,1,0,1,1,1,1,1,1,0,0,0,1,0,1
115,3.88274532647095,0.3353213238194535,AR,2022-12-20,1,0,0,1,1,0,0,1,0,1,0,1,0,0
116,2.86612829367401,0.2633935406011625,AR,2022-12-21,1,1,1,1,1,1,0,1,0,0,0,0,0,0
117,1.85778358719046,0.3206526299496175,AR,2022-12-22,1,0,1,1,1,1,1,1,0,1,0,1,0,1
118,2.1596774968446,0.402964714468808,AR,2022-12-23,1,0,1,1,1,1,1,1,0,0,1,1,0,1
119,2.0605772871733,0.143646600625683,AR,2022-12-24,1,1,1,0,1,1,1,1,0,1,0,0,0,1
120,0.932252115721525,0.2714609814134405,AR,2022-12-25,1,1,0,1,1,1,1,1,1,0,0,1,0,1
121,5.11482799358198,0.204668009332441,AR,2022-12-26,1,1,1,0,1,0,1,1,0,1,0,0,0,1
122,1.28527415219299,0.3264022539327195,AR,2022-12-27,1,0,1,1,1,1,1,1,0,1,0,1,0,1
123,1.86377799785401,0.347669663228764,AR,2022-12-28,1,0,0,1,1,0,1,1,0,0,0,1,0,1
124,6.81423377167139,0.452295555502732,AR,2022-12-29,1,0,1,1,1,0,1,1,0,0,0,1,0,1
125,2.28249161669091,0.257309264181751,AR,2022-12-30,1,1,1,0,1,1,1,1,1,1,0,1,0,1
126,1.36237759011997,0.392561764997831,AR,2022-12-31,1,0,0,1,1,1,1,1,0,0,0,1,0,1
127,2.2634950433492,0.29138464786723,AZ,2022-11-20,1,0,1,1,1,1,1,1,0,0,0,1,1,1
128,5.33526177192683,0.2737566267904835,AZ,2022-11-21,1,1,1,0,0,1,1,0,0,1,0,0,1,0
129,13.1785344540116,0.3084166808788435,AZ,2022-11-22,0,0,0,0,1,1,1,0,0,0,0,0,1,0
130,8.61216723773638,0.28390160357363,AZ,2022-11-23,1,0,1,0,0,1,1,0,0,1,0,0,0,0
131,2.75903556455095,0.347787848970686,AZ,2022-11-24,1,0,0,0,1,1,0,1,0,0,0,0,1,0
132,3.28141549785214,0.2711149362512645,AZ,2022-11-25,1,0,0,1,1,1,1,1,0,0,0,0,1,0
133,4.65736238461691,0.305066245888179,AZ,2022-11-26,0,0,0,0,1,1,0,1,0,0,0,0,1,0
134,3.0044337707095,0.2742681125301295,AZ,2022-11-27,1,0,1,1,1,1,1,0,0,0,0,0,1,1
135,2.84899859602335,0.2691149342898895,AZ,2022-11-28,1,1,1,1,1,1,1,0,1,0,1,0,1,0
136,7.27388819432316,0.309271875352538,AZ,2022-11-29,1,0,1,0,1,0,0,0,0,1,0,0,0,1
137,4.99581325215609,0.2908762517380315,AZ,2022-11-30,1,0,1,0,1,1,1,1,0,0,0,0,1,1
138,11.1844512817001,0.3450302023565925,AZ,2022-12-01,1,0,0,0,1,1,0,1,0,0,0,0,1,0
139,7.97495503085895,0.3334337068364965,AZ,2022-12-02,1,0,0,0,1,1,0,1,0,0,0,1,0,1
140,1.63380589056159,0.2734704862747015,AZ,2022-12-03,1,1,1,1,1,1,0,1,1,1,0,1,1,0
141,3.89246930492132,0.292500527210568,AZ,2022-12-04,1,0,0,0,1,1,1,1,0,0,0,0,1,1
142,14.3426584094876,0.315535988646935,AZ,2022-12-05,1,0,1,0,1,1,0,0,0,0,0,0,1,0
143,4.20564486621567,0.288349345584284,AZ,2022-12-06,1,1,0,0,1,1,1,0,1,0,0,0,1,1
144,5.42071655920177,0.2621767044781465,AZ,2022-12-07,1,0,1,0,1,0,0,0,0,0,0,0,0,0
145,2.05482179888537,0.23855072990194,AZ,2022-12-08,1,0,0,1,1,1,0,1,0,0,0,0,1,0
146,3.98582439904502,0.2719358920366035,AZ,2022-12-09,0,0,1,0,0,0,1,0,0,0,0,0,0,1
147,2.52368264198641,0.3017767489985425,AZ,2022-12-10,1,1,1,0,0,1,1,1,1,0,0,0,1,1
148,2.19185853197534,0.21137313566924049,AZ,2022-12-11,1,1,1,1,1,1,0,1,0,0,0,0,1,0
149,6.91777172991313,0.2976410361922795,AZ,2022-12-12,1,0,1,0,1,1,0,0,0,0,0,0,0,0
150,7.17420785441985,0.2842060901875835,AZ,2022-12-13,1,0,0,0,0,1,0,0,0,0,0,1,0,0
151,2.75510266651731,0.2402419590631835,AZ,2022-12-14,1,0,1,0,1,1,1,1,0,1,0,0,1,1
152,4.78471996696373,0.267916894548523,AZ,2022-12-15,1,0,1,0,1,0,1,0,0,1,0,1,0,0
153,2.41439211836857,0.238626937081374,AZ,2022-12-16,1,0,0,1,1,1,0,1,1,0,0,0,1,0
154,2.88859267134464,0.3101426696512375,AZ,2022-12-17,1,1,0,0,1,1,1,1,0,0,0,1,1,1
155,1.93892725153772,0.218864776791334,AZ,2022-12-18,1,0,1,1,0,1,0,1,0,0,0,0,0,0
156,7.63680666518362,0.2494503044298055,AZ,2022-12-19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
157,6.90619736737632,0.312121705339381,AZ,2022-12-20,1,0,1,0,1,0,1,1,0,0,0,0,1,1
158,6.01979640510823,0.301250065023434,AZ,2022-12-21,1,0,1,0,1,0,1,1,0,0,0,1,0,1
159,1.69896428032604,0.1990661347003655,AZ,2022-12-22,1,1,1,1,1,0,1,1,1,1,0,0,0,1
160,1.7596042445946,0.246289801671931,AZ,2022-12-23,1,1,1,0,1,1,0,1,0,0,0,1,1,0
161,0.849179595826585,0.2378292723351435,AZ,2022-12-24,1,1,0,1,1,1,1,1,0,0,0,1,1,1
162,0.0393562622962074,0.02551828200449665,AZ,2022-12-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1
163,3.41915186571306,0.24602744102354,AZ,2022-12-26,1,0,1,0,1,0,0,1,0,1,0,0,1,0
164,5.33768078988142,0.206364074668213,AZ,2022-12-27,1,0,1,0,0,0,1,1,0,1,0,0,1,1
165,5.16582707647271,0.3132090862140175,AZ,2022-12-28,1,0,1,0,1,0,1,0,0,1,0,0,0,1
166,4.6377109522761,0.316084005070148,AZ,2022-12-29,1,0,1,0,0,0,0,1,0,1,0,0,0,0
167,3.53522800276878,0.2795449823240035,AZ,2022-12-30,1,1,0,0,1,0,1,1,0,0,0,1,0,1
168,1.25290673829827,0.2427695694028735,AZ,2022-12-31,1,1,1,1,1,0,1,1,0,0,0,0,0,1
169,7.05219225727346,0.28533649833605,CA,2022-11-20,1,0,0,1,0,1,1,0,0,0,0,0,0,1
170,9.2306200868924,0.310696748944186,CA,2022-11-21,1,1,1,0,0,1,0,0,0,0,0,0,0,0
171,5.1865524573556,0.291404239709675,CA,2022-11-22,0,1,1,1,0,1,1,0,0,0,0,0,0,1
172,5.66899633655133,0.2956826921873835,CA,2022-11-23,1,1,1,1,0,1,1,1,0,0,0,0,0,0
173,1.03438602948791,0.267133891522301,CA,2022-11-24,1,1,1,1,1,1,1,1,0,0,1,0,1,1
174,15.3623468373413,0.274564702825927,CA,2022-11-25,1,0,0,0,1,1,0,0,0,0,0,0,1,0
175,10.8537064943679,0.2712713309364275,CA,2022-11-26,0,1,0,1,0,1,0,0,0,0,0,0,1,0
176,24.0713818069364,0.300424646896761,CA,2022-11-27,1,0,1,0,0,1,0,0,0,0,0,0,0,0
177,8.2920799799425,0.272784521512477,CA,2022-11-28,0,1,0,1,1,1,0,0,0,0,0,0,1,0
178,6.5890001026354,0.2684508566466945,CA,2022-11-29,0,1,1,1,1,1,0,0,0,0,0,1,0,0
179,7.06880420892589,0.260730823394258,CA,2022-11-30,0,0,1,1,1,1,1,0,0,0,0,0,1,1
180,9.99343388690759,0.2681755701870015,CA,2022-12-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0
181,36.274771443598,0.291337602088343,CA,2022-12-02,0,0,0,0,1,1,0,0,0,0,0,0,0,0
182,39.8377761347968,0.290408361789058,CA,2022-12-03,1,0,0,0,0,1,0,0,0,0,0,0,0,0
183,15.8161087254986,0.2754640586069655,CA,2022-12-04,1,0,1,0,1,1,0,0,0,0,0,1,1,0
184,34.5533806721334,0.261292417075644,CA,2022-12-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0
185,8.52376841942845,0.245231095015685,CA,2022-12-06,1,0,1,0,0,0,0,0,0,0,0,1,0,0
186,37.2839352139054,0.2656898855160015,CA,2022-12-07,1,0,0,0,0,0,0,1,0,0,0,0,0,0
187,20.5080733359038,0.23683080007193,CA,2022-12-08,0,0,0,0,0,0,1,0,0,0,0,0,1,0
188,9.71432900037104,0.219573477322459,CA,2022-12-09,1,0,1,1,0,1,0,0,0,0,1,0,0,0
189,55.1282483917579,0.281659657806335,CA,2022-12-10,1,0,0,0,0,1,0,1,0,0,0,0,1,0
190,31.0321290728443,0.24803084185359,CA,2022-12-11,0,0,0,0,0,1,0,1,0,1,0,0,0,0
191,15.0510971615524,0.229753612024562,CA,2022-12-12,1,0,0,0,0,1,0,1,0,0,0,0,0,0
192,30.6986909422408,0.249107856352757,CA,2022-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,42.8016455873361,0.2902457633686415,CA,2022-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,23.5655316618234,0.227274093931076,CA,2022-12-15,1,0,0,0,0,0,0,1,0,0,0,0,0,0
195,17.282585425512,0.2380795263318825,CA,2022-12-16,1,0,1,0,0,0,0,1,0,1,0,0,0,0
196,25.6229692923574,0.2631677663789755,CA,2022-12-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0
197,15.8628927215428,0.2000548832111925,CA,2022-12-18,0,0,1,0,0,1,0,1,0,0,0,0,1,0
198,25.5937820769858,0.2252724643203955,CA,2022-12-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199,8.06149167704891,0.175498347425713,CA,2022-12-20,1,0,1,1,0,1,0,0,0,0,0,0,1,0
200,27.3880049639126,0.226620024103199,CA,2022-12-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0
201,56.8288864265719,0.2545643523098355,CA,2022-12-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,58.2252488897567,0.2228650656049595,CA,2022-12-23,1,0,0,0,0,1,0,0,0,0,0,0,0,0
203,20.8851596902419,0.2469114740223675,CA,2022-12-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.233564798749985,0.0247663629915982,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1
205,43.5920435480217,0.236434253978433,CA,2022-12-26,1,0,0,0,0,1,0,0,0,0,0,0,0,0
206,47.6581432209074,0.2325201080213985,CA,2022-12-27,1,0,0,0,0,1,0,1,0,0,0,0,0,0
207,40.1703597771429,0.2214299039223305,CA,2022-12-28,1,0,0,0,0,1,0,1,0,0,0,0,0,0
208,35.7501957467779,0.2377420403552245,CA,2022-12-29,1,0,0,0,0,1,0,0,0,0,0,0,0,0
209,48.3458016306114,0.2661680522796825,CA,2022-12-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
210,17.512495442728,0.2853877723415455,CA,2022-12-31,1,0,0,0,0,1,0,1,0,0,0,0,0,0
211,1.48543725902381,0.139771653612544,CO,2022-11-20,1,0,1,0,1,1,1,0,1,0,0,1,1,1
212,2.10904065392889,0.3048289137524415,CO,2022-11-21,1,0,1,0,1,1,1,0,0,0,0,1,1,1
213,1.16276917754243,0.2918658561906875,CO,2022-11-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1
214,6.32635486730557,0.165466047190215,CO,2022-11-23,1,0,1,0,1,1,1,0,0,0,0,1,1,1
215,0.16415960503549001,0.10009759398223,CO,2022-11-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
216,3.32703268341383,0.160888862925429,CO,2022-11-25,1,0,1,0,1,1,1,0,0,1,0,1,1,1
217,2.22841448910725,0.4101075854920915,CO,2022-11-26,1,1,1,0,0,1,1,1,0,1,0,0,1,1
218,0.836861391475061,0.2345302381993355,CO,2022-11-27,1,1,0,1,1,1,1,1,0,0,1,1,1,1
219,3.93006051154657,0.308091843912322,CO,2022-11-28,1,0,1,0,1,1,1,1,0,0,0,1,1,1
220,1.86266119673418,0.3504785912722605,CO,2022-11-29,1,1,0,0,1,1,1,1,1,0,0,1,1,1
221,5.11205242903172,0.387250097801028,CO,2022-11-30,1,0,1,0,0,1,1,1,0,1,0,1,1,1
222,2.98954785841669,0.2030252197197455,CO,2022-12-01,1,0,0,1,1,1,1,0,0,0,0,1,1,1
223,4.49920504022318,0.3851186443240905,CO,2022-12-02,1,0,1,0,1,1,1,0,0,0,1,0,1,1
224,1.61103037833765,0.340133752281823,CO,2022-12-03,1,0,1,0,1,1,1,0,0,1,0,1,1,1
225,2.2945981050788,0.342548694061072,CO,2022-12-04,1,0,1,0,0,1,1,1,0,0,0,0,1,1
226,2.23266511915786,0.3234498303403625,CO,2022-12-05,1,1,1,0,1,1,0,1,0,0,0,0,1,0
227,1.79780383759189,0.209919199952327,CO,2022-12-06,1,0,1,1,1,1,1,1,0,1,0,1,1,1
228,2.15797410156314,0.2519391524943165,CO,2022-12-07,1,0,1,0,1,1,1,1,0,1,0,1,1,1
229,1.69668728095313,0.3886075478090575,CO,2022-12-08,1,0,1,0,1,1,0,1,0,1,0,1,1,0
230,2.67144299868386,0.547835018084715,CO,2022-12-09,1,0,1,0,1,1,1,1,0,1,0,1,1,1
231,0.901626815455109,0.225786450830387,CO,2022-12-10,1,1,1,1,1,0,1,1,0,1,0,1,0,1
232,4.41201997510311,0.474116268670595,CO,2022-12-11,1,0,1,0,1,1,1,1,0,1,0,1,1,1
233,1.32673458329591,0.2367878041893885,CO,2022-12-12,1,1,1,1,1,0,0,1,0,1,1,1,1,0
234,1.34219585746495,0.1871957090704525,CO,2022-12-13,1,1,0,1,1,1,1,1,1,0,0,1,1,0
235,1.01803800004552,0.2795577747144845,CO,2022-12-14,1,1,0,1,1,1,1,0,1,0,0,1,0,1
236,1.90353272300934,0.2722096271988945,CO,2022-12-15,1,0,1,0,1,1,1,1,0,0,1,1,1,1
237,9.91890393199009,0.717408060168695,CO,2022-12-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
238,1.53718453268809,0.329187513476047,CO,2022-12-17,1,0,1,0,1,1,1,1,0,0,1,1,1,1
239,1.73194469497338,0.4116241219626475,CO,2022-12-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
