...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.135191332258985,0.00495408111535819,AK,2022-08-21,1,1,1,1,1,1
2,1.95340240326981,0.292008164850984,AK,2022-08-22,0,0,1,0,0,1
3,0.0043491451103243204,0.004630127658045425,AK,2022-08-23,1,1,1,1,1,1
4,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
5,0.0171630986594037,0.00432957867139487,AK,2022-08-25,1,1,1,1,1,1
6,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
7,0.0150355013771315,0.00405025423207676,AK,2022-08-27,1,1,1,1,1,1
8,0.0133185793983636,0.00391795201221144,AK,2022-08-28,1,1,1,1,1,1
9,0.0276269947661237,0.003790268764368365,AK,2022-08-29,1,1,1,0,0,1
10,0.0127845427383577,0.003667006080010775,AK,2022-08-30,1,1,1,1,1,1
11,0.862656230937126,0.179724836131779,AK,2022-08-31,0,0,1,0,0,1
12,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
13,0.00293447900428531,0.00332193668423505,AK,2022-09-02,1,1,1,1,1,1
14,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
15,0.00285212934849895,0.003110865809170375,AK,2022-09-04,1,1,1,1,1,1
16,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
17,0.020956281033241,0.00291362528879902,AK,2022-09-06,1,1,1,1,1,1
18,0.00271929226838212,0.00281986783271357,AK,2022-09-07,1,1,1,1,1,1
19,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
25,0.00187902313719376,0.00224394200365259,AK,2022-09-14,1,1,1,1,1,1
26,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
27,0.00710999102293966,0.00210232656084147,AK,2022-09-16,1,1,1,1,1,1
28,0.00147543487018376,0.00203491413877327,AK,2022-09-17,1,1,1,1,1,1
29,0.00565373296763652,0.001969664140221,AK,2022-09-18,1,1,1,0,0,1
30,0.020255625345625,0.001906504484579605,AK,2022-09-19,1,1,1,1,1,1
31,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
32,0.00130695960824097,0.001786181726037295,AK,2022-09-21,1,1,1,1,1,1
33,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
34,0.00138549088748155,0.00167342255691148,AK,2022-09-23,1,1,1,1,1,1
35,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA
37,0.0233892073407417,0.00151741370956401,AK,2022-09-26,1,1,1,1,1,1
38,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA
39,9.7077275962122e-4,0.00142151528824838,AK,2022-09-28,1,1,1,0,0,1
40,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA
43,1.40066403554509,0.0327491165123038,AL,2022-08-21,0,0,1,1,1,1
44,0.697257786749456,0.123814970360681,AL,2022-08-22,1,1,1,0,0,1
45,3.82309409490405,0.246302210032427,AL,2022-08-23,0,0,1,0,0,1
46,1.09507847112643,0.074385305014429,AL,2022-08-24,1,1,1,0,0,1
47,0.920938205861176,0.077186567952016,AL,2022-08-25,1,1,1,0,0,1
48,0.998107274286435,0.1630742408701345,AL,2022-08-26,1,1,0,0,0,0
49,0.569710178519452,0.119120507552324,AL,2022-08-27,1,1,1,0,0,1
50,0.418103399969568,0.123291154011558,AL,2022-08-28,1,1,1,0,0,1
51,3.8694111302615,0.062871045802979,AL,2022-08-29,0,0,1,0,0,1
52,1.11313985240474,0.169212719094038,AL,2022-08-30,1,1,0,1,0,0
53,1.62390728398973,0.205288391233471,AL,2022-08-31,0,0,1,1,1,1
54,0.695667195396568,0.079091368888665,AL,2022-09-01,1,1,1,0,0,1
55,0.484153884432283,0.088229364303175,AL,2022-09-02,1,1,1,0,0,1
56,1.12409469735459,0.194825572636647,AL,2022-09-03,1,1,1,1,1,1
57,1.21968986946736,0.02665164619087075,AL,2022-09-04,0,0,1,0,0,1
58,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
59,0.550320493983631,0.161529295688112,AL,2022-09-06,1,1,1,0,0,1
60,0.379353667076059,0.0935733548538515,AL,2022-09-07,1,1,1,1,1,1
61,1.42092694539958,0.185810221055157,AL,2022-09-08,0,0,1,0,0,1
62,0.288217051495354,0.1389740833786795,AL,2022-09-09,1,1,1,0,0,1
63,0.758536068153557,0.368081524894266,AL,2022-09-10,1,1,1,0,0,1
64,0.353108283152542,0.162002582650073,AL,2022-09-11,1,1,1,0,0,1
65,0.709399657207867,0.177473455509618,AL,2022-09-12,1,1,1,0,0,1
66,0.40263212431232,0.086507658789565,AL,2022-09-13,1,1,1,0,0,1
