...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
95,0.661036044835271,0.447921410843553,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.643963814270289,0.4287914127544815,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
98,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.185983861849875,0.1509439822416685,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
101,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.215113861085473,0.1707040740369745,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.222595192251337,0.177628057771183,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.94122998807277,0.19936465151041,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
108,0.521572525830923,0.3329681963230235,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
109,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.94395979685811,0.56319559631628,AR,2023-07-10,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
122,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.418460305794445,0.3432628800779945,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.858798508287906,0.1947636843829345,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,0.683721508583725,0.2315475615392895,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
129,1.21452213016215,0.3868039578680975,AZ,2023-06-06,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
130,1.03288035157093,0.278882467665243,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
131,1.51012491022693,0.363241737353609,AZ,2023-06-08,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
132,1.14445563524495,0.3931588005060405,AZ,2023-06-09,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
133,0.994047067919972,0.438820690135796,AZ,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
134,1.13954109098638,0.225018666140071,AZ,2023-06-11,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
135,1.25567652082846,0.35369791255451,AZ,2023-06-12,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
136,2.3286314078315,0.4546968597086435,AZ,2023-06-13,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
137,2.42256433795259,0.296208535927144,AZ,2023-06-14,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
138,1.35602671454013,0.64155043969477,AZ,2023-06-15,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
139,1.07397780290415,0.2500017622139395,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
140,0.544230508874642,0.3325496986507085,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
141,6.84274870432737,0.456967275188424,AZ,2023-06-18,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
142,4.133637557693,0.413261728404205,AZ,2023-06-19,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
143,3.47950004185536,0.466361551125277,AZ,2023-06-20,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
144,1.8912936687225,0.364158543229069,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
145,1.81516579937166,0.407722032850631,AZ,2023-06-22,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1
146,0.309312491047227,0.201589836988396,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.31672888009533,0.423198962768583,AZ,2023-06-24,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
148,1.42017025889442,0.3765456258177535,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
149,2.38007451886469,0.3670630460300265,AZ,2023-06-26,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1
150,4.46636895442325,0.352858477285438,AZ,2023-06-27,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
151,2.05001018915891,0.348272118259561,AZ,2023-06-28,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
152,2.39852528067498,0.375297573094774,AZ,2023-06-29,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
153,1.240967034987,0.3823188604052125,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
154,1.30752941959073,0.3031056413150525,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
155,2.92451187530291,0.374114876555263,AZ,2023-07-02,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
156,4.62706552118374,0.3443898472925215,AZ,2023-07-03,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1
157,3.67701049289068,0.3713418910602135,AZ,2023-07-04,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0
158,1.21917312196514,0.381957053252842,AZ,2023-07-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1
159,1.06604292222516,0.422871335139,AZ,2023-07-06,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1
160,0.463251235501142,0.3220941094443025,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
161,2.20914206203098,0.417077403883117,AZ,2023-07-08,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
162,4.49860585610805,0.412954211858479,AZ,2023-07-09,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
163,3.28549230662185,0.397448291301374,AZ,2023-07-10,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
164,2.78485229858792,0.390410487028019,AZ,2023-07-11,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
165,4.22274815084911,0.4083490197741325,AZ,2023-07-12,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
166,3.8609367762177502,0.402945844068911,AZ,2023-07-13,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0
167,1.76947503487547,0.4519174604485655,AZ,2023-07-14,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
168,1.43392362515344,0.3802859015019775,AZ,2023-07-15,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
169,2.2547625956311,0.433087731740478,CA,2023-06-04,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
170,1.43596814983341,0.292880800469004,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
171,2.00325250126156,0.4041614812878345,CA,2023-06-06,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1
172,2.25662829159059,0.4061358373086245,CA,2023-06-07,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
173,0.89498068998969,0.3537943812840565,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
174,3.54311774869859,0.4717408055805905,CA,2023-06-09,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
175,1.24884453382912,0.594057317549175,CA,2023-06-10,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1
176,0.752609554492557,0.338767856121668,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
177,1.72894633519344,0.3755058087825035,CA,2023-06-12,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0
178,1.62297338925916,0.325367271571012,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
179,2.53901060388167,0.3891691786301345,CA,2023-06-14,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
180,1.36685671911287,0.3540155619729545,CA,2023-06-15,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
181,1.78736076674623,0.39754833523185,CA,2023-06-16,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
182,1.35433201335325,0.485023891648382,CA,2023-06-17,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1
183,0.549866385541702,0.3804428466268935,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
184,2.39244098758717,0.377091032974841,CA,2023-06-19,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
185,2.81342765366901,0.398530962379758,CA,2023-06-20,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
