...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
89,1.70921161810078,0.1448679075530245,AR,2022-11-03,0,0,0,1,1,1,0,0,0,0,1,1
90,1.2404274304748,0.354189271138894,AR,2022-11-04,1,1,1,0,1,1,0,1,1,0,1,1
91,1.22603063796888,0.295159949107341,AR,2022-11-05,0,1,1,1,1,1,0,1,1,0,1,1
92,1.34424074528072,0.63867864557081,AR,2022-11-06,0,0,1,1,1,1,0,0,1,0,1,1
93,0.546599026570376,0.0638797165065375,AR,2022-11-07,1,1,1,1,1,1,1,0,1,0,0,1
94,1.16934863277859,0.281122154485418,AR,2022-11-08,1,1,0,1,1,1,0,0,0,0,1,1
95,0.54600512520109,0.1750833469616565,AR,2022-11-09,1,1,1,1,1,1,1,0,0,0,1,1
96,1.92878618343108,0.0784821712786065,AR,2022-11-10,1,0,1,0,1,1,1,0,1,0,1,1
97,0.385555232264223,0.0842415039659485,AR,2022-11-11,1,1,1,1,1,1,0,0,0,1,1,1
98,0.139850490118616,0.0904939254798535,AR,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
99,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.82937953612981,0.4037069872852725,AR,2022-11-14,0,0,1,0,1,1,0,0,1,0,0,1
101,0.75689254508219,0.40177195529226,AR,2022-11-15,1,1,1,1,1,1,0,1,1,0,1,1
102,0.190036036255493,0.12095377103971,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
103,1.36953926160301,0.2509609769853445,AR,2022-11-17,1,1,1,1,1,1,0,0,1,0,1,1
104,1.06668914672654,0.2557369955663025,AR,2022-11-18,1,1,1,0,1,1,0,0,1,0,1,1
105,0.933598008750523,0.4237685283474705,AR,2022-11-19,1,1,1,1,1,0,1,1,1,0,1,0
106,0.70248559773625,0.313624830049477,AR,2022-11-20,1,1,1,1,1,1,1,0,1,0,1,1
107,2.08407577749286,0.2476334487631545,AR,2022-11-21,1,0,1,0,1,1,0,0,1,0,1,1
108,3.66667567620086,0.369669507553713,AR,2022-11-22,1,0,0,0,1,1,0,0,0,0,0,1
109,1.91006355000277,0.373336506720212,AR,2022-11-23,1,0,1,1,1,0,1,0,1,0,1,0
110,0.866085871505332,0.404258846380245,AR,2022-11-24,1,1,1,1,1,0,1,0,1,1,1,0
111,2.60609167016237,0.3024592226205835,AR,2022-11-25,1,0,1,0,1,1,1,0,1,0,1,1
112,2.28835578925296,0.67139668836943,AR,2022-11-26,1,0,0,0,1,0,1,1,1,0,1,0
113,0.704002040775227,0.375476125849515,AR,2022-11-27,0,1,1,1,1,1,0,0,1,0,1,1
114,4.71609793173253,0.28097111655497,AR,2022-11-28,1,0,1,0,1,1,0,0,0,0,0,1
115,2.88886109794905,0.271142813045333,AR,2022-11-29,1,0,1,1,1,1,1,1,1,1,1,1
116,1.39066429132549,0.308583036670289,AR,2022-11-30,0,1,1,1,1,1,0,1,1,0,1,1
117,1.90317653010521,0.3179579596027785,AR,2022-12-01,1,0,1,1,1,1,1,0,0,0,0,1
118,2.08027727555877,0.2657114199675775,AR,2022-12-02,1,0,0,0,1,1,1,0,0,1,1,1
119,0.874563301337198,0.4009862376617805,AR,2022-12-03,1,1,0,1,1,1,0,0,0,0,1,1
120,0.340998260987348,0.2733865289828085,AR,2022-12-04,1,1,1,1,1,1,1,0,1,0,1,1
121,3.20616606806377,0.336258872115599,AR,2022-12-05,1,0,0,0,1,1,1,0,0,0,1,1
122,4.0737870986599,0.3638462041946075,AR,2022-12-06,0,1,0,1,0,0,0,0,0,0,1,0
123,2.41737116632274,0.282627539362884,AR,2022-12-07,1,0,1,1,0,1,0,0,0,0,1,1
124,4.24135720514287,0.371286706411603,AR,2022-12-08,1,0,0,0,0,1,1,0,0,0,1,1
125,1.7430926656702,0.2752989124186215,AR,2022-12-09,1,1,0,1,1,1,1,1,0,0,1,1
126,0.800331541236423,0.2618638957064,AR,2022-12-10,1,1,1,1,1,1,1,0,1,0,1,1
127,2.56670014261742,0.3322414639674135,AZ,2022-10-30,0,1,1,0,1,0,0,0,0,1,1,0
128,2.32852488389058,0.292837015419273,AZ,2022-10-31,1,1,1,1,1,1,0,0,0,0,1,1
129,1.84707958127381,0.2583305482192465,AZ,2022-11-01,1,1,1,1,1,1,0,0,0,0,1,1
130,3.07663882435631,0.276582408172871,AZ,2022-11-02,1,1,0,0,1,1,0,0,0,0,0,1
131,6.66433937284639,0.3688213730204015,AZ,2022-11-03,0,0,1,1,0,1,0,0,1,0,0,1
132,2.28753363436222,0.256092979367087,AZ,2022-11-04,1,1,0,1,1,1,0,0,0,0,0,1
133,4.53795026567647,0.3252441220908115,AZ,2022-11-05,1,1,0,0,0,1,1,0,0,0,0,1
134,5.75473183245411,0.282681274173992,AZ,2022-11-06,1,0,1,0,1,1,0,0,0,0,0,0
135,5.49164603030443,0.28154687078538,AZ,2022-11-07,0,0,1,0,1,0,0,0,0,0,1,0
136,2.77146775935461,0.299036177768294,AZ,2022-11-08,0,1,1,1,1,1,0,1,0,1,1,1
137,3.03516261349935,0.3077414629205105,AZ,2022-11-09,1,1,1,1,1,0,0,0,1,0,0,0
138,2.27807652621499,0.3103240440157945,AZ,2022-11-10,1,1,0,1,1,1,0,0,0,0,0,1
139,13.5805395461906,0.3823555278776935,AZ,2022-11-11,0,0,0,0,0,1,0,0,0,0,0,1
140,8.11033766793717,0.296867020722859,AZ,2022-11-12,1,0,1,0,1,1,0,0,0,0,1,1
141,1.66937532732592,0.30729116488914,AZ,2022-11-13,1,1,1,1,1,0,0,0,0,0,1,0
142,5.51939069602112,0.286000439244066,AZ,2022-11-14,0,0,0,0,0,1,0,0,0,0,0,1
143,7.13228782661403,0.2961435303196285,AZ,2022-11-15,1,0,1,0,1,1,1,0,0,1,0,1
144,5.82806250568235,0.313241202642413,AZ,2022-11-16,0,0,1,0,1,1,0,0,1,0,0,1
145,14.8486825990697,0.310057069381102,AZ,2022-11-17,1,0,0,0,1,1,0,0,0,0,0,1
146,8.75278535416032,0.307466442279243,AZ,2022-11-18,1,0,0,0,1,1,1,0,0,0,0,1
147,1.63751944432026,0.23555025833729001,AZ,2022-11-19,1,1,1,1,1,1,1,0,0,0,1,1
148,9.20498898199166,0.3502137452050455,AZ,2022-11-20,1,0,1,0,1,1,1,0,1,0,0,1
149,13.2929576299319,0.2905811568799195,AZ,2022-11-21,1,0,1,0,1,0,0,0,0,0,1,0
150,38.850984595082,0.3914441392323875,AZ,2022-11-22,1,0,0,0,1,0,0,0,0,0,0,0
151,17.3315686588221,0.3380686852155915,AZ,2022-11-23,1,0,1,0,0,1,1,0,0,0,0,1
152,2.01605468981713,0.347134674067036,AZ,2022-11-24,1,1,1,0,1,0,1,0,0,0,1,0
153,12.9753069865058,0.2933637117010945,AZ,2022-11-25,1,0,1,0,1,1,1,0,0,0,1,1
154,14.9612412384723,0.357169043430432,AZ,2022-11-26,0,0,1,0,1,0,0,0,0,0,0,0
155,14.6548382792155,0.30950775960524,AZ,2022-11-27,1,0,1,0,1,1,0,0,0,0,0,1
156,20.503615676364,0.2883012002238975,AZ,2022-11-28,1,0,1,0,1,0,1,0,0,0,0,0
157,22.5777716919081,0.3632362857513335,AZ,2022-11-29,1,0,1,0,1,0,0,0,0,0,0,0
158,15.0131339050654,0.3444608968856975,AZ,2022-11-30,1,0,1,0,1,1,0,0,0,0,0,1
159,23.2017627067979,0.4200041684588525,AZ,2022-12-01,1,0,0,0,1,0,1,0,0,0,0,0
160,19.3581215721361,0.3936392000008385,AZ,2022-12-02,1,0,0,0,1,0,1,0,0,0,0,0
161,5.13055632373376,0.296154516035292,AZ,2022-12-03,1,0,0,0,1,0,0,0,0,0,0,0
162,12.5783861378291,0.3431068312974095,AZ,2022-12-04,1,0,0,0,1,1,1,0,0,0,0,1
163,35.6047488283651,0.3741748923755205,AZ,2022-12-05,1,0,0,0,1,0,0,0,0,0,0,0
164,13.7729352036676,0.322953525967588,AZ,2022-12-06,1,0,0,0,1,1,1,0,0,0,0,1
165,18.4970700629443,0.298980304637062,AZ,2022-12-07,1,0,1,0,1,0,1,0,1,0,0,0
166,3.23887211928364,0.247541110333838,AZ,2022-12-08,1,1,0,0,1,0,1,0,0,0,0,0
167,10.4783015438955,0.310167277398154,AZ,2022-12-09,0,0,1,0,0,0,0,0,0,0,0,0
168,6.54768905476972,0.342502579052109,AZ,2022-12-10,1,0,0,0,0,1,1,0,0,0,0,1
169,10.2548838129947,0.2919200844960445,CA,2022-10-30,0,1,1,0,1,0,0,0,0,0,0,0
170,8.53701423954985,0.2898618088231515,CA,2022-10-31,1,0,1,1,1,0,0,0,1,0,0,0
171,7.52684856352069,0.2956775764326,CA,2022-11-01,0,0,1,1,1,0,0,0,0,0,0,0
172,3.22842030216035,0.292575000424049,CA,2022-11-02,1,1,1,1,1,0,1,0,0,0,1,0
173,8.19867317426789,0.3020027142141555,CA,2022-11-03,1,0,1,1,1,0,0,0,0,0,0,0
174,7.72267284112703,0.279107430294488,CA,2022-11-04,1,0,0,0,1,0,0,0,0,0,0,0
175,6.24421132883051,0.3065583988117655,CA,2022-11-05,1,1,0,0,0,0,0,0,0,0,0,0
176,5.43759642189311,0.3112536151031495,CA,2022-11-06,0,0,1,1,1,0,0,0,0,0,0,0
177,9.71328371499297,0.3074109329185525,CA,2022-11-07,0,1,1,0,1,0,0,0,0,0,0,0
178,11.5240205797527,0.311014701550446,CA,2022-11-08,1,1,1,0,1,0,0,1,0,0,0,0
179,9.04754097492026,0.29573534547516,CA,2022-11-09,0,0,1,0,1,0,0,0,0,0,1,0
180,6.855956923694,0.3126046053156645,CA,2022-11-10,0,0,1,1,1,0,0,0,0,0,0,0
181,6.52604395896145,0.3155269719980735,CA,2022-11-11,0,1,1,1,0,0,1,0,0,0,0,0
182,10.0827166725606,0.320181512106143,CA,2022-11-12,1,1,1,0,0,0,1,0,0,0,1,0
183,29.0413776322269,0.3192887527655635,CA,2022-11-13,0,0,0,0,0,0,0,0,1,0,0,0
184,19.8463824457428,0.3147574725794535,CA,2022-11-14,1,0,0,0,0,0,0,0,0,0,0,0
185,28.0511543539223,0.3188699672256015,CA,2022-11-15,0,0,0,0,0,0,1,0,0,0,0,0
186,50.2118860973245,0.323221033129826,CA,2022-11-16,0,0,1,0,1,0,0,0,1,0,0,0
187,43.3875226249182,0.321401727285494,CA,2022-11-17,0,0,1,0,0,0,0,0,0,0,0,0
188,36.4145807150989,0.327638681765346,CA,2022-11-18,1,0,1,0,1,0,0,0,0,0,0,0
189,31.2353635036113,0.340051688591456,CA,2022-11-19,1,0,0,0,0,0,0,0,0,0,0,0
190,29.2676533266596,0.3022914613223915,CA,2022-11-20,1,0,1,0,0,0,1,0,0,0,0,0
191,46.6046473471956,0.3267297381420205,CA,2022-11-21,1,0,1,0,1,0,0,0,0,0,0,0
192,39.6641120416623,0.3042599192532735,CA,2022-11-22,1,0,1,0,1,0,0,0,0,0,0,0
193,36.5274353326984,0.3114291791109585,CA,2022-11-23,1,0,1,0,1,0,0,0,0,0,0,0
194,2.03982073891667,0.2764080669076775,CA,2022-11-24,1,0,1,0,1,1,1,0,0,0,0,0
195,36.6550814485693,0.27968281982882,CA,2022-11-25,1,0,1,0,1,0,0,0,0,0,0,0
196,59.0566368637446,0.282029800717393,CA,2022-11-26,0,0,1,0,0,0,0,0,1,0,0,0
197,85.444612903433,0.3228341905307315,CA,2022-11-27,0,0,0,0,1,0,0,0,0,0,0,0
198,65.3665363568454,0.2869255662186195,CA,2022-11-28,1,0,1,0,0,0,0,0,0,0,0,0
199,47.9713276523693,0.2812407013691835,CA,2022-11-29,1,0,0,0,0,0,0,0,0,0,0,0
200,36.6389478800373,0.2765898361804045,CA,2022-11-30,1,0,1,0,0,0,0,0,0,0,0,0
201,50.9035249563437,0.285060933120641,CA,2022-12-01,1,0,0,0,0,0,0,0,0,0,0,0
202,97.4328021635725,0.3143325835215985,CA,2022-12-02,1,0,0,0,0,0,0,0,0,0,0,0
203,92.6015173219526,0.316138811807957,CA,2022-12-03,1,0,0,0,0,0,0,0,0,0,0,0
204,47.9672384354913,0.2955207828409235,CA,2022-12-04,1,0,0,0,1,0,1,0,0,0,0,0
205,97.5013167551488,0.2798866289153995,CA,2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0
206,40.9476424111485,0.258133375808246,CA,2022-12-06,0,0,0,0,0,0,0,0,0,0,0,0
207,89.4299526419819,0.2851718156732035,CA,2022-12-07,0,0,0,0,0,0,0,0,0,0,0,0
208,68.4071592893624,0.2506566613213235,CA,2022-12-08,0,0,0,0,0,0,0,0,0,0,0,0
209,44.5041226735095,0.2294393218421965,CA,2022-12-09,0,0,0,0,0,0,0,0,0,0,0,0
210,97.7982536392374,0.3057193246509575,CA,2022-12-10,0,0,0,0,0,0,0,0,0,0,0,0
211,0.785505024886408,0.2014935241005985,CO,2022-10-30,1,1,1,1,1,1,0,0,1,0,1,1
212,2.08295486712655,0.316943685820201,CO,2022-10-31,1,0,1,0,1,1,1,0,0,0,1,1
213,1.34312715918875,0.300877420161085,CO,2022-11-01,1,1,1,1,1,1,0,0,0,0,1,1
214,2.24998264682579,0.345933540197206,CO,2022-11-02,0,0,0,1,1,1,0,0,0,0,1,1
215,1.69169036933668,0.251126845753355,CO,2022-11-03,1,0,1,1,1,1,1,0,1,0,1,1
216,1.27852795933713,0.2959833633677205,CO,2022-11-04,1,1,1,1,1,1,0,0,0,0,1,1
217,2.64869158813674,0.40702604161955,CO,2022-11-05,0,1,1,0,1,0,0,0,1,0,0,0
218,2.39758210899567,0.322066554954132,CO,2022-11-06,0,0,1,1,1,1,0,0,0,0,1,1
219,1.66527503152442,0.2660840513941695,CO,2022-11-07,1,1,1,1,1,1,0,0,1,0,1,1
220,1.67746712817747,0.300023460279465,CO,2022-11-08,0,1,1,1,1,1,0,0,0,0,1,1
221,1.59548011463652,0.25330073310504,CO,2022-11-09,1,1,1,1,1,1,0,0,0,0,1,1
222,2.77899865473797,0.314371794576517,CO,2022-11-10,1,1,1,0,0,0,0,0,1,0,0,0
223,1.87264768369216,0.3518526011529985,CO,2022-11-11,0,1,1,0,1,1,0,0,0,1,1,1
224,2.17877099976996,0.284150331357269,CO,2022-11-12,0,0,1,1,1,1,0,0,1,0,1,1
225,1.51884006482512,0.383436174943827,CO,2022-11-13,1,1,0,0,1,1,1,0,0,0,1,1
226,2.0086618243578,0.2992550443052735,CO,2022-11-14,0,1,1,1,1,1,0,0,1,0,1,1
227,2.50050351468585,0.3363547586266805,CO,2022-11-15,0,1,1,0,1,0,0,0,0,1,0,0
228,2.5897180652584,0.33304680134374,CO,2022-11-16,0,1,1,0,1,0,0,0,0,0,0,0
229,2.64151728409215,0.270028126382683,CO,2022-11-17,1,0,1,1,1,1,1,0,0,0,1,1
230,4.97767654856,0.3936546145246265,CO,2022-11-18,0,0,1,0,1,1,0,0,0,0,1,1
231,0.591879962891043,0.2246502445043215,CO,2022-11-19,1,1,1,1,1,1,1,1,1,0,0,1
232,1.00785202584868,0.087304350386207,CO,2022-11-20,1,1,1,0,1,1,1,0,1,0,1,1
233,4.38130339396553,0.330021568269407,CO,2022-11-21,1,0,1,0,1,1,0,0,0,0,0,1
234,2.64647037263478,0.304948275098612,CO,2022-11-22,1,1,1,0,0,1,0,0,1,0,1,1
235,2.89514088507255,0.1445082964427045,CO,2022-11-23,1,1,1,0,1,1,1,0,0,0,0,1
236,0.0851657366891597,0.057172069487636,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
237,1.86473293786693,0.1371286424728785,CO,2022-11-25,0,0,1,0,1,1,0,0,0,0,0,1
238,3.02250860592813,0.450866974139584,CO,2022-11-26,1,0,1,0,0,1,1,0,1,0,0,1
239,0.742979099920241,0.2335663401967055,CO,2022-11-27,1,1,0,1,1,1,1,1,0,1,0,1
240,6.73228932710793,0.3407313636843775,CO,2022-11-28,1,0,1,0,1,1,1,0,1,0,1,1
241,2.74640747236515,0.3805148382154245,CO,2022-11-29,1,0,0,0,1,1,1,0,0,0,1,1
242,7.00871440247362,0.4372498334149545,CO,2022-11-30,1,0,1,0,0,1,0,0,1,0,0,1
243,2.50089225198162,0.1960570884915975,CO,2022-12-01,1,0,0,1,1,1,1,0,0,0,1,1
244,6.32360250925742,0.432149468640373,CO,2022-12-02,1,0,1,0,1,1,1,0,0,0,1,1
245,2.31564661296418,0.380787627557888,CO,2022-12-03,1,0,1,0,1,1,1,0,0,0,1,1
246,3.72494034127542,0.3728152760830405,CO,2022-12-04,1,0,1,0,0,1,1,0,0,0,1,1
247,3.26643911281028,0.347000670843606,CO,2022-12-05,1,0,1,0,1,0,1,1,0,1,1,0
248,3.47987150325021,0.223600340507491,CO,2022-12-06,1,0,1,0,1,1,1,0,0,0,1,1
249,3.58151785790192,0.2731785269979695,CO,2022-12-07,1,0,1,0,1,1,1,0,0,0,1,1
250,2.30772878597392,0.422603696477608,CO,2022-12-08,1,0,1,0,1,0,1,0,1,0,0,0
251,3.21576446905459,0.61535446438786,CO,2022-12-09,1,0,1,0,1,1,1,0,1,0,1,1
252,1.00512555108415,0.2317070045355385,CO,2022-12-10,1,1,1,1,1,0,1,0,1,1,1,0
253,1.31913590328861,0.22219233508801,CT,2022-10-30,1,0,1,1,1,1,1,0,1,0,1,1
254,3.62501934598645,0.267150633531008,CT,2022-10-31,1,0,1,0,1,0,1,0,0,0,0,0
255,1.68675200171874,0.2795380677564085,CT,2022-11-01,1,0,1,1,1,1,0,0,0,0,1,1
256,0.947709035979055,0.2978918567107515,CT,2022-11-02,1,1,1,1,1,1,0,0,1,0,1,1
257,3.68504557040602,0.2923361928245585,CT,2022-11-03,1,0,1,0,1,1,0,0,1,1,1,1
258,1.17266364283481,0.3011687624543335,CT,2022-11-04,1,1,1,1,1,0,0,0,0,0,1,0
259,2.42564019123834,0.363750792142629,CT,2022-11-05,0,1,1,0,1,0,0,0,1,1,0,0
260,1.79574134959865,0.26938042475556,CT,2022-11-06,1,0,1,1,1,1,1,0,1,0,1,1
