...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,other_95_CI
97,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
100,0.00686880697535076,0.004853632717731025,AR,2024-02-05,1,1,1,1,1,1,1,1
101,0.00603080058925252,0.004309907724584905,AR,2024-02-06,1,1,1,1,1,1,0,0
102,0.00586266473930609,0.003825176054300625,AR,2024-02-07,1,1,1,1,1,1,1,1
103,0.0163795526809383,0.003393363536803455,AR,2024-02-08,1,1,1,1,1,1,0,0
104,0.0156995676800538,0.00300896676566444,AR,2024-02-09,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
107,0.00272028221556857,0.002092877256589495,AR,2024-02-12,1,1,1,1,1,1,1,1
108,1.23780583678622,0.465535484556988,AR,2024-02-13,1,1,0,0,1,1,0,0
109,0.00820330127099791,0.001640112819945515,AR,2024-02-14,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
114,0.00443798927329106,8.87381460043985e-4,AR,2024-02-19,1,1,1,1,1,1,1,1
115,0.00339840888139015,7.8426992997171e-4,AR,2024-02-20,1,1,1,1,1,1,1,1
116,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
121,0.00168088423423612,3.72502809822425e-4,AR,2024-02-26,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
124,1.37721854168407,0.973705831767595,AR,2024-02-29,1,1,0,0,1,0,1,0
125,2.2419527630904e-4,2.26246222171245e-4,AR,2024-03-01,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
127,3.30498327292041,0.1981082267115955,AZ,2024-01-21,1,1,0,0,0,0,1,0
128,1.20059574942681,0.0604811413590045,AZ,2024-01-22,1,0,1,1,1,0,1,0
129,1.02169406661826,0.0765887668303645,AZ,2024-01-23,1,1,1,1,1,0,1,0
130,2.77351466483555,0.335708401213844,AZ,2024-01-24,1,0,0,0,1,1,0,0
131,0.0975575038253165,0.0110022940069938,AZ,2024-01-25,1,1,1,1,1,1,1,1
132,1.07074311490825,0.432056897485682,AZ,2024-01-26,1,1,0,0,1,1,0,0
133,1.1456501743563,0.129381538467007,AZ,2024-01-27,1,1,1,0,1,1,0,0
134,0.00872636234289458,0.00742891221208455,AZ,2024-01-28,1,1,1,1,1,0,0,1
135,1.51321838881028,0.1127899932480245,AZ,2024-01-29,1,0,1,1,1,0,0,0
136,0.936978180441323,0.0962024686105375,AZ,2024-01-30,1,0,1,1,1,0,0,1
137,0.63017178480422,0.0685048747921985,AZ,2024-01-31,1,1,1,1,1,1,0,0
138,0.0398225707425219,0.004344087607070775,AZ,2024-02-01,1,1,1,1,1,1,0,0
139,0.03625650330147,0.003791367075687795,AZ,2024-02-02,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
141,0.0465028961240444,0.002882177456113565,AZ,2024-02-04,1,1,1,1,1,1,1,1
142,2.62155071438625,0.1624845477059465,AZ,2024-02-05,1,0,0,1,1,0,0,1
143,0.655563683963686,0.0408248405071027,AZ,2024-02-06,1,1,1,1,1,1,0,0
144,0.40192341509963,0.00190198575060763,AZ,2024-02-07,1,1,1,1,1,1,1,1
145,0.0021770545044969,0.00165422775874275,AZ,2024-02-08,1,1,1,1,1,1,1,1
146,1.21013159049872,0.3152106824871385,AZ,2024-02-09,1,1,0,0,1,1,0,0
147,0.00523500933160655,0.001249678674220395,AZ,2024-02-10,1,1,1,1,1,1,1,1
148,1.01933471606075,0.1197311192270845,AZ,2024-02-11,1,1,0,0,1,1,0,0
149,0.0637893982996406,9.42592833938375e-4,AZ,2024-02-12,1,1,1,1,1,1,1,1
150,0.850811316634679,0.0645511829719325,AZ,2024-02-13,1,1,1,0,1,0,1,0
151,0.160952178043135,7.1001256694124e-4,AZ,2024-02-14,1,1,1,1,1,1,1,1
152,7.8068831480876e-4,6.1594811718123e-4,AZ,2024-02-15,1,1,1,1,1,1,1,1
153,0.00578251325405203,5.3420294636138e-4,AZ,2024-02-16,1,1,1,1,1,1,1,1
154,0.0296205693745448,4.631921502683e-4,AZ,2024-02-17,1,1,1,1,1,1,1,1
155,0.898356150431535,0.0514225026628955,AZ,2024-02-18,1,1,1,0,1,1,0,0
156,0.0856535306727529,3.48001721098875e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1
157,2.00379818494763,0.067443523523908,AZ,2024-02-20,1,1,0,0,1,1,0,0
158,0.854884801327161,0.0350978593980029,AZ,2024-02-21,1,1,1,0,1,0,1,0
159,1.30763155177533,0.2445166683472525,AZ,2024-02-22,1,1,0,0,1,1,0,0
160,0.00218729080833562,1.9600174003756e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1
161,7.124757132786e-4,1.6973246239335e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1
162,2.1953381011263,0.217787679808105,AZ,2024-02-25,1,0,0,0,1,0,0,0
163,0.00658382289436825,1.27237160411225e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1
164,1.22401456853398,0.0895814420072715,AZ,2024-02-27,1,1,0,0,1,1,0,0
165,0.00257403546903877,9.534068108714e-5,AZ,2024-02-28,1,1,1,1,1,1,1,1
166,7.6445648453363e-4,8.251846497724e-5,AZ,2024-02-29,1,1,1,1,1,1,1,1
167,7.64665271744611e-5,7.1414983216325e-5,AZ,2024-03-01,1,1,1,1,1,1,1,1
168,9.3628017054318e-4,6.1801090537085e-5,AZ,2024-03-02,1,1,1,1,1,1,1,1
169,1.26164323697755,0.2509260479783195,CA,2024-01-21,1,1,0,0,1,0,0,0
170,0.591274719988305,0.0703757252233055,CA,2024-01-22,1,1,1,1,0,1,0,0
171,0.723233152796526,0.00567191280868855,CA,2024-01-23,1,1,1,1,1,1,1,1
172,0.677400064206643,0.085995306089798,CA,2024-01-24,1,1,1,1,1,0,1,0
173,3.13431648436885,0.1523376794538105,CA,2024-01-25,1,0,0,0,1,0,0,0
174,2.86726359847921,0.1111157795354555,CA,2024-01-26,1,1,0,0,1,0,0,0
175,0.777190488342319,0.003208951459451685,CA,2024-01-27,1,1,1,1,1,1,1,1
176,0.710975313791961,0.0445549992905325,CA,2024-01-28,1,1,1,1,1,0,1,0
177,3.62040616070755,0.0875127070772245,CA,2024-01-29,1,1,0,0,1,1,0,0
178,1.71822661565137,0.072818029198322,CA,2024-01-30,1,1,0,1,1,0,0,0
179,2.97433774695969,0.084770248377859,CA,2024-01-31,1,0,0,1,1,0,0,0
180,8.46055420472096,0.106277946452973,CA,2024-02-01,1,0,0,0,1,1,0,0
181,7.13109412953494,0.106986347164137,CA,2024-02-02,1,1,0,0,1,0,0,0
182,0.771634810801012,0.04185083420585225,CA,2024-02-03,1,1,1,1,1,0,0,0
183,0.677307851129544,0.03499420266727135,CA,2024-02-04,1,1,1,1,1,1,0,0
184,1.55114407961812,0.0643177423311455,CA,2024-02-05,1,1,0,0,1,0,0,0
185,7.63138541616091,0.1091148336301235,CA,2024-02-06,1,0,0,0,1,0,0,0
186,4.85618428643919,0.086585123353653,CA,2024-02-07,1,0,0,0,0,0,0,0
187,1.11460102570874,0.03370719307966345,CA,2024-02-08,1,1,1,0,1,0,0,0
188,8.92568557350033,0.1195004776464555,CA,2024-02-09,1,1,0,0,1,0,0,0
189,5.75923382705775,0.149172336038189,CA,2024-02-10,1,0,0,0,1,1,0,0
190,0.00758607351170056,3.498580601557e-4,CA,2024-02-11,1,1,1,1,1,1,1,1
191,5.61680016754704,0.110963874130573,CA,2024-02-12,1,1,0,0,1,0,0,0
192,5.47061782713772,0.0889644274866485,CA,2024-02-13,1,1,0,0,1,1,0,0
193,2.54113197401282,0.03881007406116815,CA,2024-02-14,1,1,0,0,1,0,0,0
194,7.85653115313429,0.118637253676885,CA,2024-02-15,1,0,0,0,1,0,0,0
195,1.74691511344256,0.03648837932865735,CA,2024-02-16,1,1,0,0,1,0,0,0
196,0.895850633106203,0.03288037106034795,CA,2024-02-17,1,1,1,0,1,1,1,1
197,2.07905453013049,0.0547598075778615,CA,2024-02-18,1,1,0,0,1,1,0,0
198,1.3464939581819,0.0386401729174632,CA,2024-02-19,1,1,0,0,1,1,1,1
199,0.0311237302743168,8.973372272917e-5,CA,2024-02-20,1,1,1,1,1,1,1,1
200,7.26888147982402,0.087156205811899,CA,2024-02-21,1,1,0,0,1,1,0,0
201,3.67763698547424,0.06473538398596,CA,2024-02-22,1,0,0,0,1,0,0,0
202,4.70985851725484,0.064894322559749,CA,2024-02-23,1,1,0,0,1,1,0,0
203,2.33113265246151,0.0582609555667485,CA,2024-02-24,1,1,0,0,1,1,0,0
204,0.0484499930275681,4.19540032019071e-5,CA,2024-02-25,1,1,1,1,1,1,1,1
205,5.56568538896915,0.078654372928899,CA,2024-02-26,1,1,0,0,1,0,0,0
206,9.76420424346265,0.1166737771928925,CA,2024-02-27,1,1,0,0,1,0,0,0
207,6.32325176316452,0.077555568864222,CA,2024-02-28,1,1,0,0,1,1,0,0
208,0.00214666281935556,2.280732008521915e-5,CA,2024-02-29,1,1,1,1,1,1,1,1
209,0.00246119849251386,1.95814413538052e-5,CA,2024-03-01,1,1,1,1,1,1,1,1
210,0.0196252247506723,1.68111486626371e-5,CA,2024-03-02,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
212,0.169522441979087,0.007858280482112,CO,2024-01-22,1,1,1,1,1,0,0,1
213,0.0326046354613398,0.0068991122633563,CO,2024-01-23,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
216,0.0224209550761665,0.00464526864671539,CO,2024-01-26,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
219,0.051134111177892,0.003107488281351285,CO,2024-01-29,1,1,1,1,1,1,1,1
220,0.00316595747581004,0.00271439589687335,CO,2024-01-30,1,1,1,1,1,1,1,1
221,0.00337011334465469,0.002369725465619675,CO,2024-01-31,1,1,1,1,1,1,1,1
222,0.0354373015074847,0.00206775982373977,CO,2024-02-01,1,1,1,1,1,1,1,1
223,0.0186962868578767,0.001803410241387585,CO,2024-02-02,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
226,0.00135220030089124,0.001193359331213555,CO,2024-02-05,1,1,1,1,1,1,1,1
227,0.00142829913277589,0.001039131077095925,CO,2024-02-06,1,1,1,1,1,1,1,1
228,0.00113033847677207,9.0453534899322e-4,CO,2024-02-07,1,1,1,1,1,1,1,1
229,0.00403873929194606,7.8713174563611e-4,CO,2024-02-08,1,1,1,1,1,1,1,1
230,0.00338826631481977,6.84771858375555e-4,CO,2024-02-09,1,1,1,1,1,1,1,1
231,1.31470653022586,0.48088526099763,CO,2024-02-10,1,1,0,0,1,1,0,0
232,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00202730483186524,4.50185019480455e-4,CO,2024-02-12,1,1,1,1,1,1,1,1
234,1.33190976147161,0.484476753223861,CO,2024-02-13,1,1,0,0,1,1,0,0
235,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
236,4.4387921187485e-4,2.95411372438725e-4,CO,2024-02-15,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
241,1.5733125874007e-4,1.4593783951339e-4,CO,2024-02-20,1,1,1,1,1,1,1,1
242,0.00263712647154025,1.26696891214735e-4,CO,2024-02-21,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
244,1.37780155496618,0.4923361590306935,CO,2024-02-23,1,1,0,0,1,1,0,0
245,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
247,9.4426948407603e-4,6.2407334625345e-5,CO,2024-02-26,1,1,1,1,1,1,1,1
248,8.50083770739876e-5,5.4156316670755e-5,CO,2024-02-27,1,1,1,1,1,1,1,1
249,3.84100402768522e-5,4.699402334110615e-5,CO,2024-02-28,1,1,1,1,1,1,1,1
250,2.0139269403436e-4,4.07773217334151e-5,CO,2024-02-29,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0295210098873069,0.00460549241634851,CT,2024-01-21,1,1,1,1,1,1,1,1
254,0.280253129768774,0.003992553193579415,CT,2024-01-22,1,1,1,1,1,1,1,1
255,0.352718883167452,0.003458452288334805,CT,2024-01-23,1,1,1,1,1,1,1,1
256,0.138213080273359,0.00299358839692825,CT,2024-01-24,1,1,1,1,1,1,1,1
257,0.962466294409927,0.1875644513980115,CT,2024-01-25,1,1,1,0,1,1,0,0
258,0.0324321035214846,0.002238388144853315,CT,2024-01-26,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
260,0.00284419560795184,0.001669702393490325,CT,2024-01-28,1,1,1,1,1,1,1,1
261,0.930458152589926,0.1194795230114935,CT,2024-01-29,1,1,1,0,1,0,1,0
262,0.00891588610678556,0.00124292158921341,CT,2024-01-30,1,1,1,1,1,1,1,1
263,0.00762007583200659,0.00107163859168657,CT,2024-01-31,1,1,1,1,1,1,1,1
264,0.957655920002199,0.157897635298795,CT,2024-02-01,1,0,0,1,1,1,1,1
265,0.0734392459969703,7.956692859799e-4,CT,2024-02-02,1,1,1,1,1,0,0,1
266,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
267,0.00119086681726435,5.89930178353475e-4,CT,2024-02-04,1,1,1,1,1,1,1,1
268,0.00800458882831438,5.07728950988e-4,CT,2024-02-05,1,1,1,1,1,1,1,1
269,1.10907650010976,0.192417659848336,CT,2024-02-06,1,0,0,1,1,0,0,1
270,0.0111836068502387,3.7578507137658e-4,CT,2024-02-07,1,1,1,1,1,1,1,1
271,1.3395459369587,0.4873400360823435,CT,2024-02-08,1,1,0,0,1,1,0,0
272,0.00462298804123239,2.7786457312789e-4,CT,2024-02-09,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
274,3.7203716263908e-4,2.0529385211294e-4,CT,2024-02-11,1,1,1,1,1,0,0,1
275,0.0119533115483928,1.76414024425815e-4,CT,2024-02-12,1,1,1,1,1,1,1,1
276,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
277,2.296258563591e-4,1.30211569064565e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
278,1.8499327611841e-4,1.11845837057485e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
280,1.4977935821662e-4,8.249143807599e-5,CT,2024-02-17,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
282,4.0027712261746e-4,6.0816954586925e-5,CT,2024-02-19,1,1,1,1,1,1,1,1
283,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
284,8.294790277007e-4,4.4822636496707e-5,CT,2024-02-21,1,1,1,1,1,1,1,1
285,1.37640752683641,0.494046183687276,CT,2024-02-22,1,0,0,1,1,0,0,1
286,3.2389733277852e-4,3.30257739280647e-5,CT,2024-02-23,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
288,3.4366060554027e-4,2.43284111034119e-5,CT,2024-02-25,1,1,1,1,1,1,1,1
289,4.64003468928359e-5,2.087923672062015e-5,CT,2024-02-26,1,1,1,1,1,1,1,1
290,1.3501496857679e-4,1.791837850138805e-5,CT,2024-02-27,1,1,1,1,1,1,1,1
291,4.46750063496024e-5,1.537687095667895e-5,CT,2024-02-28,1,1,1,1,1,1,1,1
292,2.0842679496014e-4,1.319545047179875e-5,CT,2024-02-29,1,1,1,1,1,1,1,1
293,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
295,1.18659777039082,0.86876444374306006,DC,2024-01-21,1,0,0,1,1,0,0,1
296,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
297,0.0267197972220423,0.00392926348600474,DC,2024-01-23,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
305,0.00248368428819484,0.0012917614675021,DC,2024-01-31,1,1,1,1,1,1,1,1
306,0.00214103448500915,0.001121623768443,DC,2024-02-01,1,1,1,1,1,1,1,1
307,0.00201475935577772,9.73527957055285e-4,DC,2024-02-02,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
