...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.704484082463358,0.17775476461952,AK,2022-08-14,1,1,1,1,1,1
2,0.327295720639131,0.004242723323078675,AK,2022-08-15,1,1,1,0,0,1
3,0.451998882530306,0.101043648693353,AK,2022-08-16,1,1,1,0,0,1
4,0.99305649882931,0.088785884713067,AK,2022-08-17,1,1,0,0,0,0
5,0.0439511709622087,0.00363605123191517,AK,2022-08-18,1,1,1,0,0,1
6,0.437902232388953,0.091704512092011,AK,2022-08-19,1,1,1,1,1,1
7,1.1000856663524,0.446011632175758,AK,2022-08-20,0,0,1,0,0,1
8,0.123508303445574,0.003119035318445945,AK,2022-08-21,1,1,1,0,0,1
9,1.97859995274239,0.3000119795136235,AK,2022-08-22,0,0,1,0,0,1
10,0.00510433515006793,0.002816952378280105,AK,2022-08-23,1,1,1,1,1,1
11,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
12,0.0143596492394142,0.002544706927736185,AK,2022-08-25,1,1,1,1,1,1
13,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
14,0.0135696960186065,0.002299172089055725,AK,2022-08-27,1,1,1,1,1,1
15,0.0127037044773088,0.00218554771136957,AK,2022-08-28,1,1,1,1,1,1
16,0.025662274456039,0.002077594513385725,AK,2022-08-29,1,1,1,1,1,1
17,0.0135374087608257,0.001975017695622335,AK,2022-08-30,1,1,1,1,1,1
18,0.885951141803554,0.1845465735516175,AK,2022-08-31,0,0,1,0,0,1
19,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
20,0.00279421730299567,0.001696846200070535,AK,2022-09-02,1,1,1,1,1,1
21,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
22,0.00223481098567042,0.00153359053821768,AK,2022-09-04,1,1,1,1,1,1
23,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
24,0.0209467459001251,0.001386054587614615,AK,2022-09-06,1,1,1,1,1,1
25,0.00244159729298508,0.001317694581914705,AK,2022-09-07,1,1,1,1,1,1
26,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
