...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.96168947407587,0.01255057650840995,AK,2022-07-31,0,0,1,1,0,0,1,1
2,1.6531646172212,0.101393477165795,AK,2022-08-01,0,1,0,1,0,0,0,1
3,0.45994473563582,0.0720833452689675,AK,2022-08-02,1,1,1,1,0,0,1,1
4,0.605306398920546,0.0107211894970429,AK,2022-08-03,1,1,1,1,0,0,1,1
5,0.767107187684065,0.1557061576346865,AK,2022-08-04,1,1,1,1,0,0,1,1
6,1.30944016337727,0.170719086735134,AK,2022-08-05,0,1,1,1,0,0,1,1
7,0.442808813186364,0.00919530990292465,AK,2022-08-06,1,1,1,1,0,0,0,1
8,0.433256033830929,0.0087433587377232,AK,2022-08-07,1,1,1,1,0,0,1,1
9,0.506924054431083,0.094521272799507,AK,2022-08-08,1,1,1,1,0,0,1,1
10,0.652063894542053,0.0875840786196565,AK,2022-08-09,1,1,1,1,0,0,1,1
11,1.53548883497895,0.00753169242579765,AK,2022-08-10,0,0,1,1,0,0,0,1
12,0.462298213660033,0.145763445396038,AK,2022-08-11,1,1,1,1,1,1,1,1
13,0.357220881457162,0.0068288721529272,AK,2022-08-12,1,1,1,1,0,0,1,1
14,0.986990441376617,0.1591240777646465,AK,2022-08-13,0,1,1,1,0,0,1,1
15,0.586012265849744,0.174832562638882,AK,2022-08-14,1,1,1,1,1,1,1,1
16,0.476188036096264,0.00590681330936265,AK,2022-08-15,1,1,1,1,0,0,1,1
17,0.349226961928131,0.100120913386702,AK,2022-08-16,1,1,1,1,1,1,1,1
18,0.959379495701911,0.0887540672107785,AK,2022-08-17,1,1,0,1,1,0,0,1
19,0.0686386706463087,0.00511901971926445,AK,2022-08-18,1,1,1,1,1,1,1,1
20,0.348166517039279,0.090940863655523,AK,2022-08-19,1,1,1,1,0,0,1,1
21,1.00819942225439,0.4365595278413815,AK,2022-08-20,0,0,1,1,0,0,1,1
22,0.198148016712334,0.00444326718672877,AK,2022-08-21,1,1,1,1,0,0,1,1
23,1.77153574206761,0.294239826319144,AK,2022-08-22,0,0,1,1,0,0,1,1
24,0.00650826737538823,0.00404604276693183,AK,2022-08-23,1,1,1,1,1,1,1,1
25,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
26,0.0258094552593563,0.003686175182843845,AK,2022-08-25,1,1,1,1,1,1,1,1
27,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
28,0.0240885832336453,0.00335978698006084,AK,2022-08-27,1,1,1,1,1,1,1,1
29,0.0235311113700778,0.00320806669547566,AK,2022-08-28,1,1,1,1,1,1,1,1
30,0.045663478829469,0.00306347166669858,AK,2022-08-29,1,1,1,1,1,1,1,1
31,0.0224600574700561,0.002925638355707795,AK,2022-08-30,1,1,1,1,1,1,1,1
32,0.737279182637915,0.181664306154951,AK,2022-08-31,1,1,1,1,0,0,1,1
33,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
34,0.00544234633258825,0.00254938638754296,AK,2022-09-02,1,1,1,1,1,1,1,1
35,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
36,0.00457242114675944,0.002326594364224115,AK,2022-09-04,1,1,1,1,1,1,1,1
37,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
38,0.0319598707498377,0.00212374391151332,AK,2022-09-06,1,1,1,1,1,1,1,1
39,0.00459630721378226,0.002029201175122315,AK,2022-09-07,1,1,1,1,1,1,1,1
40,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
43,0.862637973132088,0.2059387109686515,AL,2022-07-31,1,1,1,1,0,0,1,1
44,1.2288158854936,0.128816404745139,AL,2022-08-01,0,1,1,1,0,1,0,1
45,0.934492168420963,0.185730005347464,AL,2022-08-02,1,1,1,1,0,0,0,1
46,0.81574510657436194,0.113210562586026,AL,2022-08-03,1,1,1,1,0,0,1,1
47,1.92960868863317,0.2322744844598055,AL,2022-08-04,0,0,1,1,0,0,1,1
48,2.53355852004744,0.2193573234574745,AL,2022-08-05,0,0,1,1,0,0,0,1
49,1.72863014607598,0.2029400156032625,AL,2022-08-06,1,0,1,1,0,0,0,1
50,0.566912021202602,0.1455504934498755,AL,2022-08-07,1,1,1,1,0,0,1,1
51,0.853444461373017,0.1608161872443275,AL,2022-08-08,1,1,1,1,0,0,0,1
52,1.74637577493741,0.0302272186394531,AL,2022-08-09,0,0,1,1,0,0,1,1
53,0.997160288475559,0.17235162498603,AL,2022-08-10,1,1,1,1,0,0,1,1
54,0.282263551455951,0.1610061612476775,AL,2022-08-11,1,1,1,1,1,1,1,1
55,4.54725817569366,0.3013777347333005,AL,2022-08-12,0,0,1,1,0,0,1,1
56,0.527529250705653,0.0946136142885695,AL,2022-08-13,1,1,1,1,0,0,1,1
57,0.849709280267451,0.078981374352339,AL,2022-08-14,1,1,1,1,1,1,1,1
58,3.1542754165942,0.2313852115366125,AL,2022-08-15,0,0,1,1,0,0,1,1
59,0.525946190910696,0.145569274469663,AL,2022-08-16,1,1,1,1,0,0,1,1
60,1.01070209134522,0.172016544536445,AL,2022-08-17,1,1,1,0,1,0,1,0
61,4.59379505847438,0.2620975484843235,AL,2022-08-18,0,0,1,1,0,0,1,1
62,2.6486205777942,0.252710912194254,AL,2022-08-19,0,0,1,1,0,0,1,1
