...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI
82,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1.03910989048698,0.793689365515385,AL,2024-01-26,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
84,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.81687539000557,0.4932870390734765,AR,2023-12-18,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
87,1.22950667076961,0.3907688010842315,AR,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1
88,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2.22770999714035,0.475602092952756,AR,2023-12-21,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1
90,1.34716591503685,0.442254798489771,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
91,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.76584726614803,0.3928471015226825,AR,2023-12-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
96,2.00593816396781,0.422991494852848,AR,2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
97,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.117699351960908,0.095861070344911,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
102,0.543786415782178,0.087050882413798,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,1.1376733697399,0.330898159158667,AR,2024-01-04,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
104,0.0829967856151602,0.071207526995264,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1.11211862319166,0.78108099971529,AR,2024-01-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0
110,0.135885371592331,0.03670631618578415,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.987054703339705,0.41692514018124,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
112,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.0156004443274224,0.01350644053996165,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0108155941705499,0.00904252489458655,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.026706396989374,0.00687743421359905,AR,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.177796423041,0.2713779890077715,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0
128,4.55031351831879,0.4075944098299785,AZ,2023-12-18,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
129,3.78112855990985,0.371646780197329,AZ,2023-12-19,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
130,0.926282504755709,0.33936171850249,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
131,1.87866414054786,0.3985629959637015,AZ,2023-12-21,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
132,0.952765182419792,0.38260756314039,AZ,2023-12-22,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
133,1.29855152977556,0.3616673065519795,AZ,2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
134,2.09145772186636,0.326652749888969,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
135,1.95667198313325,0.339805659063781,AZ,2023-12-25,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1
136,3.87240241204297,0.308420167108584,AZ,2023-12-26,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1
137,1.88950043516729,0.3214685654907805,AZ,2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
138,1.01816685440969,0.312885456725845,AZ,2023-12-28,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
139,0.746034004051126,0.3422852053242175,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
140,0.52158115008454,0.125166367953221,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
141,0.983751991737133,0.17446676688974,AZ,2023-12-31,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
142,2.75191313402088,0.303750635364765,AZ,2024-01-01,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
143,2.49136834375877,0.3019972276676555,AZ,2024-01-02,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
144,0.914637802976933,0.3177325248026565,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
145,0.791392886309519,0.2286934513872545,AZ,2024-01-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
146,0.380625348784687,0.2369322634766785,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
147,0.967402490476616,0.1284154461770385,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
148,1.26003218973596,0.055810466576175,AZ,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
149,1.3057329882506,0.1668101004926785,AZ,2024-01-08,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
150,1.23196222321182,0.1852581438159125,AZ,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
151,0.20888091076516,0.03953067220956695,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1.96064213810558,0.3352560543561675,AZ,2024-01-11,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
153,0.848279374925298,0.2219139277023505,AZ,2024-01-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
154,0.847885411749386,0.1576006360078005,AZ,2024-01-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
155,2.11728046122503,0.2515262705264645,AZ,2024-01-14,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0
156,2.6296106782335,0.175671426261694,AZ,2024-01-15,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1
157,0.104281756239387,0.01878423294375275,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,1.4108118024065,0.1810742171356905,AZ,2024-01-17,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1
159,0.877088508432781,0.2249371841524445,AZ,2024-01-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
160,0.234532633783755,0.01266926178037105,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
161,0.628059189065981,0.2117249278842145,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
162,2.75316773044514,0.207820583320004,AZ,2024-01-21,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
163,1.23417463796999,0.0575356359711575,AZ,2024-01-22,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
164,0.819114183725083,0.0745171902579515,AZ,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
165,2.85785110954456,0.3564503527383115,AZ,2024-01-24,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1
166,0.0724814478966253,0.0055849948273738,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1.18187660371925,0.4610855729387155,AZ,2024-01-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
168,1.39561554677274,0.133644602983345,AZ,2024-01-27,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
169,0.69552708585747,0.262161725534483,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
170,2.06181872044551,0.316449094618594,CA,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
171,1.71828359762212,0.318650946768405,CA,2023-12-19,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
172,1.89830862955599,0.3443207709145325,CA,2023-12-20,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1
173,6.52106924961895,0.3343389805199715,CA,2023-12-21,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0
174,1.86258978058348,0.260286171618166,CA,2023-12-22,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1
175,0.598891306967666,0.2733451896744265,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
176,1.69041802523045,0.231557437287864,CA,2023-12-24,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
177,0.869401693606843,0.4079370390223855,CA,2023-12-25,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
178,1.77897901089988,0.2833589018959435,CA,2023-12-26,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
179,3.79138267104542,0.3828916901016475,CA,2023-12-27,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
180,1.52736370318934,0.235671692920555,CA,2023-12-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0
181,2.18310150561443,0.225551576893206,CA,2023-12-29,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
182,1.28469789534244,0.3404421309684615,CA,2023-12-30,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0
183,0.312971375198364,0.073383369295581,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
184,0.359656467204385,0.233241352274087,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
185,1.58948915819213,0.2758391294485235,CA,2024-01-02,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1
186,1.68582885728815,0.246378146515477,CA,2024-01-03,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0
