...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
35,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.348800764863064,0.25470552547041,AK,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,0.658009873434783,0.2280377321344765,AK,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
38,1.94293267066538,0.2994036085094955,AK,2023-01-24,1,0,1,1,1,1,1,1,0,0,1,0,1,1
39,1.97728700653495,0.3664337808955015,AK,2023-01-25,1,1,1,1,1,1,0,1,0,1,1,0,1,0
40,2.82623406985801,0.2615682335200355,AK,2023-01-26,1,1,0,1,1,1,1,1,1,0,1,0,0,1
41,1.17716115891608,0.3236491986527835,AK,2023-01-27,0,1,1,1,1,1,1,0,1,1,1,1,0,1
42,0.370279775101289,0.2901290814121575,AK,2023-01-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1
43,0.300112191809244,0.0715465176924545,AL,2022-12-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0
44,0.423994401638464,0.198740005859527,AL,2022-12-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1
45,1.63128392685376,0.2294618241865885,AL,2022-12-20,1,0,1,1,1,1,1,0,0,0,0,1,0,0
46,2.57129626559356,0.4394257094356285,AL,2022-12-21,1,1,0,1,0,0,1,0,1,0,1,0,0,1
47,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.075370879400056,0.057902966196565,AL,2022-12-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
50,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.00291736239424,0.278654183830479,AL,2022-12-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1
52,0.949701736214576,0.212817801864676,AL,2022-12-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1
53,1.88000737662412,0.366556806510719,AL,2022-12-28,1,1,0,0,1,1,1,0,1,0,0,1,1,1
54,1.87486018274502,0.294214038101478,AL,2022-12-29,1,1,1,0,1,1,0,1,0,0,0,0,1,0
55,2.01774877911001,0.408464291307118,AL,2022-12-30,0,1,0,1,0,1,1,0,1,1,0,0,1,0
56,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.15027458179027,0.226648886821899,AL,2023-01-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1
59,2.13381925758018,0.2410238995753775,AL,2023-01-03,0,1,1,1,0,0,1,0,0,0,1,0,0,1
60,1.95388642552256,0.357897606618341,AL,2023-01-04,1,1,0,0,0,1,1,0,1,0,0,0,0,0
61,1.24320060565027,0.2474826522567455,AL,2023-01-05,1,1,1,1,0,1,1,0,1,1,1,0,1,1
62,1.64155264956099,0.388595267049609,AL,2023-01-06,1,0,1,1,1,1,1,1,0,0,1,0,1,1
63,2.32131221571922,0.4526849840547195,AL,2023-01-07,0,1,0,1,1,0,0,0,1,0,1,0,0,0
64,1.52319961655955,0.69951670228854,AL,2023-01-08,0,1,0,1,1,0,1,0,1,0,1,0,0,1
65,1.0184716123114,0.2985379041842235,AL,2023-01-09,1,1,1,1,1,0,1,0,0,0,0,1,0,1
66,0.904595788817831,0.236441926465364,AL,2023-01-10,1,1,1,1,1,1,1,0,0,0,1,1,1,1
67,0.405989226824929,0.303858019166409,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,0.964971742112063,0.430574094885244,AL,2023-01-12,1,1,1,1,1,0,1,1,0,1,1,1,0,1
69,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1.64587539733921,0.2625097949347255,AL,2023-01-18,1,1,0,1,0,1,1,1,1,0,0,0,0,1
75,0.281004149856844,0.181881938957228,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,0.323512255844737,0.1976184116639055,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.393681615440542,0.2511493135833215,AL,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
80,0.435404578345429,0.270947249435152,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.282794332100141,0.218750977035752,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.975961593661206,0.450752753411182,AL,2023-01-26,0,1,1,1,1,1,1,0,1,1,1,0,1,1
83,0.438853152895087,0.243825521952893,AL,2023-01-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1
84,1.02997821445492,0.719614541877565,AL,2023-01-28,1,1,1,1,1,1,0,1,1,1,1,0,1,0
85,0.619352035647711,0.2566888762414175,AR,2022-12-18,1,1,1,1,1,1,1,0,1,0,1,1,1,0
86,1.89317993469272,0.235924490653197,AR,2022-12-19,1,0,1,1,1,1,1,0,0,0,0,0,1,1
87,2.43830020565068,0.318303380687445,AR,2022-12-20,0,0,0,1,1,0,1,0,0,1,1,0,0,0
88,1.28149133565894,0.2386022308495315,AR,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0
89,1.36341611771426,0.2884517347015345,AR,2022-12-22,0,1,1,1,1,1,1,1,0,0,1,1,1,1
90,1.89347036028964,0.380995155752744,AR,2022-12-23,0,1,0,1,1,1,1,0,1,0,1,1,1,0
91,1.63287500159573,0.065267132340121,AR,2022-12-24,1,1,0,1,1,1,1,0,0,0,1,1,1,0
92,0.718101433796086,0.219110379218158,AR,2022-12-25,1,0,1,1,1,1,1,0,0,1,1,1,1,1
93,3.19614333178048,0.1170970688442495,AR,2022-12-26,1,1,0,1,0,1,1,0,0,0,1,0,0,0
94,1.05615203766366,0.3103900647623325,AR,2022-12-27,0,1,1,1,1,1,1,0,0,0,1,1,1,1
95,1.0453595875693,0.282989464375273,AR,2022-12-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
96,6.2847601565618,0.4137560090739715,AR,2022-12-29,0,1,0,1,0,1,1,0,0,0,1,0,1,1
97,1.40902329767991,0.2069545004493165,AR,2022-12-30,1,1,1,1,0,1,1,1,0,0,1,1,0,1
98,0.846509428689721,0.306751563413519,AR,2022-12-31,1,0,1,1,1,1,1,0,1,0,1,1,1,1
99,0.0888995150321736,0.059638967043286,AR,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
100,1.16666937479685,0.1370267124079855,AR,2023-01-02,1,1,0,1,1,1,1,0,1,0,1,0,1,1
101,2.73289737120013,0.247152601530139,AR,2023-01-03,0,1,1,1,0,1,1,0,0,0,1,0,1,1
102,4.05368684328461,0.221439762349891,AR,2023-01-04,0,0,1,1,0,1,1,0,0,0,1,0,1,1
103,3.6526542141801,0.3376343442498235,AR,2023-01-05,1,1,1,1,0,0,0,1,1,0,1,0,1,0
104,1.616092502219,0.3057331818169985,AR,2023-01-06,1,0,1,1,0,1,1,0,0,0,1,0,1,1
105,0.891210159254526,0.198895270364861,AR,2023-01-07,1,1,1,1,1,1,1,0,0,1,1,1,1,1
106,1.20138327174872,0.083058413004843,AR,2023-01-08,1,1,0,1,1,1,1,0,1,0,1,1,0,1
107,2.77465417608182,0.323485935401814,AR,2023-01-09,0,1,1,1,1,1,0,0,0,0,1,0,1,0
108,3.42696786414737,0.2375543168447685,AR,2023-01-10,1,1,1,0,0,1,1,0,1,0,0,0,0,1
109,2.88088656266897,0.251194161459815,AR,2023-01-11,1,1,1,1,0,1,0,0,1,0,1,0,1,0
110,2.76510760220593,0.3047946475722175,AR,2023-01-12,1,0,1,1,0,1,0,0,0,1,1,0,1,0
111,1.84644002760079,0.288889696188944,AR,2023-01-13,1,1,1,1,1,0,1,1,0,0,1,0,0,1
112,1.39802676495757,0.51370818452026,AR,2023-01-14,0,1,1,0,1,1,1,0,1,0,0,1,1,1
113,1.20750720826147,0.55210978591729,AR,2023-01-15,1,1,0,0,1,1,1,1,1,0,0,0,1,1
114,1.96648895924078,0.401007506217007,AR,2023-01-16,0,1,0,1,1,1,1,0,1,0,1,0,1,1
115,2.65989033171431,0.2646494244888045,AR,2023-01-17,0,1,1,1,0,1,1,0,0,0,1,0,1,1
116,2.10086002296091,0.305498666902022,AR,2023-01-18,0,1,1,1,0,1,1,0,0,0,1,0,1,1
117,1.17074821785404,0.2911316357942675,AR,2023-01-19,0,1,1,1,1,1,1,1,1,0,1,0,1,1
118,2.19150468083513,0.3851721260290765,AR,2023-01-20,1,1,1,1,0,0,0,0,1,0,1,0,0,0
119,0.37543355116268,0.2631884795804485,AR,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,0.44218266445661,0.2540129788572335,AR,2023-01-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1
121,7.73180219091196,0.328200739814786,AR,2023-01-23,0,1,0,1,0,0,1,0,1,0,1,0,0,1
122,0.965906482028356,0.25320588133159,AR,2023-01-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
123,2.72421462627722,0.33973757739339,AR,2023-01-25,0,0,1,1,0,1,1,0,0,0,1,0,1,1
124,4.49695598060352,0.3336410048275815,AR,2023-01-26,1,1,0,1,0,0,1,1,1,0,1,0,0,1
125,1.95964449274601,0.3058191432879355,AR,2023-01-27,1,1,0,1,0,1,1,1,1,0,1,0,1,1
126,0.529513561292613,0.3876853560244225,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,1.3737171769106,0.215072155639702,AZ,2022-12-18,1,1,1,1,1,1,0,0,0,0,1,1,0,0
128,2.86085666245448,0.24281505262681,AZ,2022-12-19,0,1,1,1,1,1,1,0,0,0,0,1,1,1
129,4.8751567032242,0.294140964205153,AZ,2022-12-20,0,0,0,1,1,1,1,0,0,0,0,0,1,0
130,4.13961873937969,0.285077273431807,AZ,2022-12-21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
131,1.94940004334789,0.201638970455508,AZ,2022-12-22,1,1,1,1,0,1,1,1,1,0,0,0,1,1
132,1.45646706946787,0.242210782596945,AZ,2022-12-23,1,1,1,0,1,1,0,0,1,0,0,1,1,1
133,0.666631635901799,0.2305391407274605,AZ,2022-12-24,1,1,1,1,1,1,1,1,0,0,1,1,1,1
134,0.0638895441778461,0.04514029617285535,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,1.77460361690502,0.239901354170899,AZ,2022-12-26,1,1,1,1,1,1,0,0,0,1,0,0,1,0
136,2.68129989609753,0.202117782300692,AZ,2022-12-27,0,1,1,1,1,1,1,0,1,1,0,0,0,1
137,3.4122092333532,0.2958445542847295,AZ,2022-12-28,0,1,0,1,1,1,1,0,0,0,0,0,0,1
138,3.02534590638235,0.29545542762457,AZ,2022-12-29,0,1,0,1,1,1,0,0,0,0,0,1,1,0
139,2.49999215392952,0.271185879779699,AZ,2022-12-30,1,0,1,0,1,1,1,1,0,0,0,1,1,1
140,0.796926588157766,0.2360556113404955,AZ,2022-12-31,1,1,1,1,1,1,1,1,0,0,0,0,1,1
141,0.761003093408192,0.0415249202057062,AZ,2023-01-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1
142,4.71849163481088,0.2774920788991425,AZ,2023-01-02,0,1,0,0,1,1,0,0,0,0,0,0,1,0
143,2.47972827377813,0.249434478400984,AZ,2023-01-03,0,1,1,1,1,1,0,0,0,0,0,0,0,0
144,1.45400655587663,0.240227775051241,AZ,2023-01-04,1,1,1,1,1,0,1,0,0,0,1,0,0,0
145,1.61174417299347,0.239974936738824,AZ,2023-01-05,0,1,1,1,1,1,1,0,1,0,0,1,1,1
146,2.85243621032219,0.195976635138217,AZ,2023-01-06,1,1,1,0,0,1,1,0,1,0,0,0,1,1
147,0.807036526648429,0.159597543896192,AZ,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.20193215932052,0.259451795036866,AZ,2023-01-08,0,1,1,1,1,1,1,0,1,0,1,0,1,0
149,6.29982444930382,0.319599218722303,AZ,2023-01-09,0,1,0,0,1,1,1,0,0,0,0,0,1,1
150,1.69112840035659,0.2138083457378325,AZ,2023-01-10,1,1,1,1,1,1,0,1,1,0,0,0,1,0
151,2.32287656874331,0.298941600035169,AZ,2023-01-11,0,0,1,1,1,1,1,0,1,0,0,0,1,1
152,1.89641525769834,0.3426088124653115,AZ,2023-01-12,1,1,0,1,0,1,1,0,0,0,0,0,1,1
153,1.62520104723231,0.3716213445837895,AZ,2023-01-13,1,1,0,1,1,1,1,0,1,0,0,0,1,1
154,1.4887949357926,0.3597505768690505,AZ,2023-01-14,1,1,0,1,0,1,1,0,1,0,1,0,1,1
155,3.2578447672043,0.351118080006538,AZ,2023-01-15,1,1,0,1,0,1,1,1,1,0,0,0,1,1
156,4.28129272687025,0.329784300974237,AZ,2023-01-16,0,1,1,0,0,1,1,0,0,0,1,0,1,1
157,1.39599422934764,0.273888354695735,AZ,2023-01-17,1,1,1,1,1,1,1,0,0,0,1,0,0,1
158,1.50452857803318,0.3396495550215145,AZ,2023-01-18,1,1,1,1,1,1,1,0,0,0,0,0,1,1
159,4.29844085841561,0.365424422410019,AZ,2023-01-19,1,1,0,0,0,1,1,1,1,0,0,0,1,1
160,1.77824405686883,0.2754536904804185,AZ,2023-01-20,1,1,1,1,0,1,1,1,0,0,0,0,1,1
161,0.855297063770813,0.280670092106873,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1
162,0.452744335686311,0.329326563445806,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1
163,5.76149212938564,0.338562760219498,AZ,2023-01-23,0,1,0,1,0,1,0,0,1,0,0,0,0,0
164,2.79088969896301,0.3946866712326075,AZ,2023-01-24,0,1,1,0,0,1,0,0,1,0,0,0,0,0
165,1.4805638374721,0.3296327159809795,AZ,2023-01-25,1,1,1,0,1,1,1,1,0,0,0,1,1,1
166,1.89983007706724,0.337312868358933,AZ,2023-01-26,1,1,1,1,0,0,1,1,1,0,0,1,1,1
167,1.43865209398994,0.3227825671929865,AZ,2023-01-27,0,1,1,1,1,1,1,0,1,0,1,0,1,1
168,0.845760505568441,0.341731412407614,AZ,2023-01-28,1,1,1,0,1,1,1,1,1,1,0,0,1,1
169,7.02192018892376,0.1969898998495885,CA,2022-12-18,0,0,1,0,1,0,1,0,0,0,0,0,0,0
170,7.49579894373664,0.2206372820273795,CA,2022-12-19,0,0,0,1,1,0,1,0,0,0,0,0,1,0
171,8.35829626343424,0.1755777748895155,CA,2022-12-20,1,0,0,1,1,1,1,0,0,0,0,0,0,1
172,11.3076168414408,0.221915210673032,CA,2022-12-21,0,0,0,1,0,1,0,0,0,0,1,0,0,0
173,31.4008665102734,0.246776966979534,CA,2022-12-22,0,1,0,0,1,1,0,0,0,0,0,1,0,0
174,26.3025840023218,0.2167818316482735,CA,2022-12-23,0,0,0,0,1,0,1,0,0,0,0,1,0,0
175,10.3664988491282,0.241497247330081,CA,2022-12-24,1,0,0,1,1,0,0,0,0,0,0,0,0,0
176,0.296891348779519,0.03328158548897435,CA,2022-12-25,1,1,1,1,1,1,1,1,0,0,1,1,1,1
177,19.703648517932,0.232113709623724,CA,2022-12-26,0,0,0,1,1,0,0,0,0,0,1,0,0,0
178,25.0520198723992,0.2274076840595975,CA,2022-12-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,16.9339160963045,0.2175658149201315,CA,2022-12-28,0,0,0,1,1,1,0,0,0,0,0,0,1,0
180,17.5994790674789,0.2321212208109805,CA,2022-12-29,0,1,0,0,1,1,0,0,0,0,0,0,0,0
181,33.771971628816,0.259172941335441,CA,2022-12-30,0,0,0,1,0,1,0,0,0,0,1,0,0,0
182,12.8138871184449,0.277675713689754,CA,2022-12-31,0,0,0,1,1,1,1,0,0,0,0,0,0,0
183,1.00302392060657,0.1947518041039165,CA,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,0
184,23.5667494084338,0.229672385333479,CA,2023-01-02,0,1,0,1,0,0,0,0,0,0,0,0,0,0
185,34.808402860322,0.3051151048237435,CA,2023-01-03,0,0,0,0,1,1,0,0,0,0,0,0,0,0
186,13.318153307289,0.265214935530852,CA,2023-01-04,0,1,0,0,1,1,0,0,0,0,0,0,0,0
187,13.0046634443995,0.264822596286846,CA,2023-01-05,0,1,0,0,1,1,0,0,0,0,0,0,0,0
188,20.3214235688011,0.287148554535383,CA,2023-01-06,0,1,0,1,0,1,0,0,0,0,0,0,0,0
189,10.0436290493054,0.2652828301833805,CA,2023-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,11.2404996444663,0.269210889180157,CA,2023-01-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,10.009723686808,0.2497423810785455,CA,2023-01-09,0,0,1,0,1,1,1,0,0,0,0,0,0,0
192,24.953188736149,0.3084563284910875,CA,2023-01-10,0,0,0,1,0,0,1,0,0,0,0,0,0,0
193,30.6677923098369,0.3260897038352765,CA,2023-01-11,0,1,0,0,1,1,0,0,0,0,0,0,0,0
194,15.0057142573476,0.2853655881311225,CA,2023-01-12,0,1,0,0,0,1,0,0,0,0,0,0,1,0
195,14.4184864878712,0.308219119734708,CA,2023-01-13,0,1,0,1,1,0,0,0,0,0,0,0,0,0
196,8.78393417925286,0.293574052198052,CA,2023-01-14,0,1,0,1,1,1,1,0,0,0,0,0,1,1
197,15.2801287737261,0.331670000535319,CA,2023-01-15,0,1,0,0,1,0,0,0,1,0,0,1,0,0
198,15.1166969489975,0.317023471977997,CA,2023-01-16,0,0,0,1,1,1,1,0,0,0,0,0,0,0
199,14.6801165171605,0.3188718522886325,CA,2023-01-17,0,1,0,0,1,1,1,0,1,0,0,0,0,0
200,7.29188572211113,0.295761259602668,CA,2023-01-18,0,1,1,1,0,1,0,0,0,0,0,0,0,0
201,5.0143478581998,0.3455799470749505,CA,2023-01-19,0,1,0,1,1,1,0,0,1,0,1,0,0,0
202,7.58090250247472,0.315457442461355,CA,2023-01-20,0,0,1,1,0,1,1,0,0,0,0,0,0,1
203,14.6308659243119,0.2839780377836415,CA,2023-01-21,0,1,0,1,0,1,0,0,0,0,1,0,0,0
204,8.60142208858191,0.3142433340994275,CA,2023-01-22,0,0,1,1,0,1,0,0,0,0,0,0,1,0
205,12.7562942784541,0.3200396095932265,CA,2023-01-23,0,1,1,1,0,0,0,0,0,0,0,0,0,0
206,11.7938445873655,0.282700751504628,CA,2023-01-24,0,1,0,1,0,1,1,0,1,0,1,0,1,1
207,13.917039626667,0.3315075680874265,CA,2023-01-25,0,1,1,0,0,1,0,0,0,0,0,0,0,0
208,8.71508749430042,0.313056365737472,CA,2023-01-26,0,0,1,1,0,1,0,0,0,0,0,0,0,0
209,11.5937518909269,0.3432168580158195,CA,2023-01-27,0,0,1,1,0,1,0,0,0,0,0,0,0,0
210,8.02982424698806,0.316951443081185,CA,2023-01-28,0,1,1,0,0,1,0,0,0,0,0,0,1,0
211,1.36434039572091,0.359977092312274,CO,2022-12-18,0,1,0,1,1,1,1,0,1,0,0,1,1,1
212,1.83273087879711,0.3101779362580225,CO,2022-12-19,1,1,0,0,1,1,0,0,0,0,0,0,1,1
213,1.75518421607439,0.3593015458408525,CO,2022-12-20,1,1,0,1,1,1,0,1,0,0,1,0,1,0
214,1.65596511186953,0.2566903156953575,CO,2022-12-21,0,1,1,1,1,1,1,0,0,1,1,0,1,1
215,0.758034098657244,0.3736050205919785,CO,2022-12-22,0,1,1,1,1,1,1,1,1,0,1,0,1,1
216,1.26483875203125,0.02714188514718675,CO,2022-12-23,1,1,0,1,1,1,1,1,1,0,1,0,0,1
217,0.923379152738557,0.410055004605096,CO,2022-12-24,1,0,1,1,1,1,1,1,0,0,1,1,1,1
218,NA,NA,CO,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.26212192499458,0.4051786615567705,CO,2022-12-26,1,0,0,1,1,1,1,1,0,0,1,0,1,1
220,0.753488728884762,0.21825018934865,CO,2022-12-27,1,0,1,1,1,1,1,1,0,0,1,1,1,1
221,0.267330506317049,0.0256353039661204,CO,2022-12-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1
222,1.91065510516261,0.3971094151734175,CO,2022-12-29,0,0,0,1,1,1,1,0,1,0,1,1,1,0
223,7.62444299660587,0.475923535460485,CO,2022-12-30,0,1,0,1,1,1,1,0,1,0,1,1,1,1
224,0.858200354391635,0.2860600480569455,CO,2022-12-31,1,1,1,1,1,0,1,1,1,0,1,1,0,1
225,NA,NA,CO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.864190822865159,0.1751458462121565,CO,2023-01-02,1,1,1,0,1,1,1,1,0,1,0,1,1,1
227,3.34656683563416,0.315690474067231,CO,2023-01-03,0,1,0,1,0,1,0,0,1,0,1,0,1,0
228,1.74832497819433,0.406556367685728,CO,2023-01-04,0,1,0,0,1,0,1,0,1,0,0,0,0,1
229,1.18566098453918,0.2769275391462585,CO,2023-01-05,1,1,1,1,1,1,1,0,0,0,1,0,1,1
230,0.44397076053098,0.04024599921382145,CO,2023-01-06,1,1,1,1,1,1,1,1,1,0,1,0,0,1
231,0.907100427253753,0.4086463129874715,CO,2023-01-07,1,0,1,1,1,1,1,0,0,1,1,1,1,1
232,0.399239850318746,0.163683160308884,CO,2023-01-08,1,1,1,1,1,1,1,1,1,0,1,0,1,1
233,1.83413392233499,0.393765116067611,CO,2023-01-09,1,0,0,1,1,1,1,1,0,0,1,0,1,1
234,1.52926697277621,0.407262298595132,CO,2023-01-10,0,1,0,0,1,1,1,0,1,0,0,0,1,1
235,3.39701059326214,0.516870695618495,CO,2023-01-11,0,0,0,1,0,1,0,0,0,0,1,0,1,0
236,0.850320275176934,0.3567567628048845,CO,2023-01-12,0,1,1,1,1,1,1,0,1,0,1,0,1,1
237,1.02506523654567,0.743818038619985,CO,2023-01-13,1,0,1,1,1,1,1,1,0,1,1,0,1,1
238,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1.04544442036043,0.312535767916781,CO,2023-01-15,1,0,1,1,1,1,1,1,0,0,1,0,1,1
240,1.68253721002115,0.434908278556566,CO,2023-01-16,0,1,0,1,1,1,1,0,1,0,1,0,1,1
241,2.04589058100793,0.348388452839406,CO,2023-01-17,0,1,1,0,1,1,1,1,1,0,0,0,0,1
