...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI
1,0.710848505565372,0.03596162446468065,AK,2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
2,1.76061678866526,0.3137129470518495,AK,2023-02-13,1,0,1,0,1,0,1,0,0,0,1,0
3,0.689946826379566,0.2514259383404965,AK,2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
4,0.92086081819985,0.3008501050942045,AK,2023-02-15,1,0,1,1,1,1,1,0,1,0,1,0
5,1.10081210013879,0.0217779353762282,AK,2023-02-16,1,1,1,0,1,1,1,0,1,0,1,1
6,0.37767024566911,0.123092700544926,AK,2023-02-17,1,1,1,1,1,1,1,0,1,0,1,1
7,0.385216923917016,0.2030297480417085,AK,2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
8,0.694263939352978,0.395347432092602,AK,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
9,0.632043554606607,0.1164450884601475,AK,2023-02-20,1,1,1,1,1,1,1,0,1,0,1,1
10,0.357597020294257,0.1101734280357425,AK,2023-02-21,1,1,1,1,1,1,0,0,1,1,1,1
11,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.27025316945568,0.0086024980754172,AK,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
13,1.09385059909295,0.456059885791024,AK,2023-02-24,1,1,1,1,1,0,1,1,1,0,1,0
14,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.0152652474371975,0.00496698194884333,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
17,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.00764323032064897,0.0021599713115833,AK,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
23,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.0198255475430396,0.00142672797749727,AK,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
26,0.0048228359369618,0.00124364636711788,AK,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
27,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.00286135001770089,7.23215391673095e-4,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
31,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.00223335434608124,5.54742227452405e-4,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
33,0.00204031419507834,4.86748671123565e-4,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.00184288998150229,3.7634037769936e-4,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
36,NA,NA,AK,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.00117495691492043,2.9285516383934e-4,AK,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1.34381695280522,0.975490246576205,AK,2023-03-24,1,0,1,0,1,1,1,0,1,0,1,1
42,NA,NA,AK,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0784178166780166,0.0553474527461465,AL,2023-02-13,1,1,1,1,1,1,1,0,1,0,1,1
45,0.230894564192839,0.0500470698359365,AL,2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
46,0.376779686989785,0.04521093601463845,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1
47,0.0569928489162055,0.04080905201237155,AL,2023-02-16,1,1,1,1,1,1,1,0,1,0,1,1
48,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.043260651388787,0.02695605670858575,AL,2023-02-20,1,1,1,1,1,1,1,0,1,0,1,1
52,0.0386701565950584,0.0242914888405892,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
53,1.0315991578224,0.73539444859336,AL,2023-02-22,1,0,1,0,1,1,1,0,1,0,1,1
54,0.0298939573568131,0.01974112892370095,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
55,1.06985911049787,0.4377949410002975,AL,2023-02-24,1,1,1,1,1,0,1,0,1,1,1,0
56,1.18205391633373,0.838793816085665,AL,2023-02-25,1,1,1,0,0,1,1,1,1,0,0,1
57,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0193096719422198,0.01314570798394025,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.0536828909614896,0.00982095357536515,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
62,0.977822956756351,0.4206658022239985,AL,2023-03-03,1,0,1,0,1,1,1,0,1,0,1,1
63,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.0410997455536531,0.00746607492026515,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
65,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.00856200244107373,0.0062953838952713,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0329847726678391,0.00580500892220885,AL,2023-03-08,1,1,1,1,1,1,1,1,1,0,1,0
68,1.07896020344273,0.30639568719755,AL,2023-03-09,1,1,0,1,1,1,1,1,0,0,1,1
69,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.00572441122057066,0.003814694523533545,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
74,0.0195061032830983,0.00359941599696801,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
75,0.00492426333221116,0.003408149985057475,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
76,0.0053959742643658,0.003238268238231985,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
