...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
1,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.165929832711235,0.149155242573486,AK,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.127882990692516,0.128172275949968,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.131511169726318,0.122265288943906,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.120471578244434,0.1121730282513935,AK,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1.39449133237563,0.591846571421165,AK,2022-12-16,0,1,1,0,1,1,1,0,1,1,0,1,1,1
14,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.828954403374029,0.52826640850942,AK,2022-12-19,1,0,1,1,1,1,1,1,0,1,0,1,1,1
17,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.871839015443695,0.54875380017712,AK,2022-12-21,1,0,1,1,1,1,1,1,0,1,0,1,1,1
19,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.115911602177305,0.1148166129606135,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1
26,1.04226880512018,0.69822788505545,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,1,1,0,0
27,0.936289931780229,0.61836093730206,AK,2022-12-30,1,0,1,1,1,1,1,1,0,1,0,1,1,1
28,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.47214926469787,0.268388149348325,AK,2023-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.407728153608382,0.1742389076307655,AK,2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1
33,0.165390536517085,0.185519743170046,AK,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0
34,0.1808073311066,0.197284519571923,AK,2023-01-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1
35,NA,NA,AK,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.527541468752837,0.272588608513644,AK,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.480223121740645,0.2510134557112125,AK,2023-01-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1
39,0.248233031533949,0.260226004929732,AK,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.259088421699866,0.273014833262576,AK,2023-01-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1
41,NA,NA,AK,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.762396174470152,0.258320691498008,AL,2022-12-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1
44,0.99164101769589,0.2853079477357795,AL,2022-12-05,1,0,1,1,1,1,1,1,0,1,0,1,1,1
45,1.08438271028187,0.344924266972065,AL,2022-12-06,1,1,1,1,0,1,1,1,0,1,1,0,1,1
46,0.30053265392803,0.228304419229115,AL,2022-12-07,1,1,1,1,1,1,1,1,0,0,0,1,1,1
47,1.15392668674128,0.2982801361386065,AL,2022-12-08,1,0,1,1,1,1,1,1,0,1,0,1,1,1
48,0.968935012434686,0.24572107162079,AL,2022-12-09,1,1,1,1,1,0,1,1,0,1,0,1,0,1
49,0.854518580118021,0.144037464180725,AL,2022-12-10,1,1,1,1,1,1,1,1,0,0,0,1,1,1
50,1.59399597795173,0.51695038609091,AL,2022-12-11,0,1,0,0,1,1,1,0,0,0,0,1,1,1
51,1.3551650469321599,0.429809874966436,AL,2022-12-12,1,1,0,0,0,1,1,0,1,0,0,0,1,1
52,0.10170534612091,0.0640509754563165,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,1.01377284978671,0.326253345787019,AL,2022-12-14,1,0,1,1,1,1,1,1,0,1,0,1,1,1
54,1.37957299995495,0.2916354681527375,AL,2022-12-15,1,0,1,1,1,1,1,1,0,1,0,0,1,1
55,0.868571828671792,0.290947326679294,AL,2022-12-16,1,1,1,1,1,1,0,1,0,0,0,1,1,0
56,0.233308564600484,0.050317839552077,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1
57,0.227676877800845,0.04784757605255065,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.411986059917914,0.196902104921503,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1
59,1.54044629762013,0.227659612691725,AL,2022-12-20,0,1,0,1,1,1,1,0,0,0,0,0,1,1
60,2.69756947961921,0.449113525126514,AL,2022-12-21,1,1,1,0,1,0,0,1,1,1,0,1,0,0
61,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.0603353285126161,0.0410444271410142,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.35319806432822,0.2843681546266245,AL,2022-12-26,1,1,1,1,1,1,1,1,1,0,0,1,1,1
66,1.09740096933058,0.2170823906887195,AL,2022-12-27,1,1,1,1,1,1,1,0,1,1,1,0,1,1
67,2.30754150026721,0.380805027010319,AL,2022-12-28,1,0,1,0,0,1,1,1,0,0,0,0,0,1
68,2.47153361132375,0.3036253571746635,AL,2022-12-29,1,1,1,1,0,1,0,1,0,0,0,0,0,0
69,2.01316438183508,0.4062362728278925,AL,2022-12-30,1,0,1,0,1,1,1,1,0,0,0,1,0,1
70,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.61777793011659,0.2314459200165,AL,2023-01-02,1,1,1,1,1,1,1,1,0,1,0,0,0,1
73,2.5591246583605,0.2575670482748,AL,2023-01-03,1,0,1,1,1,0,0,1,0,1,0,1,0,0
74,2.07241336499412,0.3530771700086185,AL,2023-01-04,1,1,1,0,0,1,1,1,0,1,0,0,1,1
75,0.969676966120532,0.2278887165662075,AL,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1
76,1.74704228128689,0.412421440034823,AL,2023-01-06,1,1,0,1,1,1,1,1,0,0,0,1,1,1
77,2.75666752850818,0.460064665767307,AL,2023-01-07,1,0,1,0,1,1,0,1,0,1,0,1,0,0
78,1.58148488455072,0.721833961260005,AL,2023-01-08,1,0,1,0,1,1,0,1,0,1,0,1,1,0
79,1.35243645737505,0.3056471804575055,AL,2023-01-09,1,1,1,1,1,1,0,1,0,1,0,0,0,0
80,1.2261888932902,0.2508939450089295,AL,2023-01-10,1,0,1,1,1,1,1,1,0,1,0,1,0,1
81,0.308342573595682,0.2610099234890115,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1
82,0.978378584676263,0.413243287390088,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,0,1,1,0
83,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.250311882670964,0.259762546517055,AR,2022-12-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,1.82589924843043,0.316508971047075,AR,2022-12-05,1,1,0,1,1,1,1,1,0,0,0,1,1,0
87,4.04157026748037,0.367246674692657,AR,2022-12-06,0,0,0,1,1,1,1,0,0,0,1,1,0,1
88,1.20199300891129,0.2714893221907035,AR,2022-12-07,1,1,1,1,1,1,1,0,0,1,0,1,1,1
89,2.92976702900486,0.351869838372739,AR,2022-12-08,1,1,0,0,1,1,1,1,0,0,0,1,1,1
90,1.71198741048284,0.2766232447303925,AR,2022-12-09,1,0,0,1,1,1,1,0,0,0,0,1,1,1
91,0.531374479975895,0.247772797404185,AR,2022-12-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
92,0.783763017644563,0.2705867759483975,AR,2022-12-11,1,1,1,1,1,1,1,1,0,0,1,1,1,1
93,4.53832956651787,0.3285068526355505,AR,2022-12-12,1,1,0,0,1,1,1,0,0,0,0,1,1,1
94,1.25447711300315,0.2849506674018195,AR,2022-12-13,1,1,0,1,1,1,1,0,1,0,0,1,0,1
95,2.68298537857206,0.292813543569542,AR,2022-12-14,1,1,0,1,1,1,1,1,0,0,0,1,0,1
96,1.72053284859624,0.1919367288319305,AR,2022-12-15,1,0,1,0,1,1,1,1,0,1,0,0,1,1
97,3.13334013052752,0.4336570300142795,AR,2022-12-16,1,0,0,0,1,1,0,1,1,0,0,1,1,0
98,0.80418665364784,0.2669886554191925,AR,2022-12-17,1,1,1,1,0,1,1,1,0,1,0,0,1,1
99,0.705070751784523,0.2611024343669785,AR,2022-12-18,1,1,0,1,1,1,1,0,0,0,0,1,1,1
100,1.59702248421525,0.2339564589930805,AR,2022-12-19,1,1,1,1,1,1,1,0,0,1,0,1,0,1
101,3.01417759283177,0.3209069584752045,AR,2022-12-20,1,0,0,0,1,0,0,0,0,0,0,0,1,0
102,1.63505893436977,0.241252189013921,AR,2022-12-21,1,1,1,1,1,1,0,1,0,0,0,1,0,0
103,1.46426486684223,0.2883567873989015,AR,2022-12-22,1,0,1,1,1,1,1,1,0,1,0,1,1,1
104,1.95663620956718,0.378051462842778,AR,2022-12-23,1,0,1,0,1,1,1,1,0,1,0,1,0,1
105,1.70390887780782,0.0768717997773995,AR,2022-12-24,1,1,1,0,1,1,1,0,0,1,0,1,1,1
106,0.819270396876793,0.2324363786505155,AR,2022-12-25,1,1,0,1,1,1,1,1,0,0,1,1,1,1
