...1,es_score,brier_score,location,target_date,X21L_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
548,NA,NA,ID,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,0.0822628936292019,0.059973669655014,ID,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,2.30919716850531,0.5452292080225,ID,2022-12-28,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0
551,0.944938922524744,0.664448381664865,ID,2022-12-29,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
552,0.715305827036969,0.3662398480181615,ID,2022-12-30,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
553,0.840073134251569,0.59410707254216,ID,2022-12-31,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
554,0.300890299588248,0.0701545808785,ID,2023-01-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
555,NA,NA,ID,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,2.29786075058568,0.4023133229871505,ID,2023-01-03,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
557,0.920036192980554,0.201218902377,ID,2023-01-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
558,1.32734790968507,0.614583818091125,ID,2023-01-05,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
559,NA,NA,ID,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,0.139671818377406,0.0992397542315315,ID,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
561,NA,NA,ID,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.452225515453222,0.114111337199481,ID,2023-01-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
563,0.849861633410497,0.1226624031393055,ID,2023-01-10,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
564,1.17829386610244,0.550408765605405,ID,2023-01-11,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
565,NA,NA,ID,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,0.216957189480509,0.1530920241050215,ID,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,NA,NA,ID,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,0.980905131110003,0.69625898424822,ID,2023-01-15,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
569,0.985257288495383,0.695584369650605,ID,2023-01-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
570,2.06561024588029,0.2782365602867225,ID,2023-01-17,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1
571,0.315460388504756,0.220534431477884,ID,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,0.331282044156581,0.2365075464277335,ID,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
573,0.201350427914787,0.252228050703949,ID,2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
574,0.825315192897059,0.2340013541430305,ID,2023-01-21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
575,0.306918651730142,0.217353341861802,ID,2023-01-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
576,0.210088229149248,0.2545312004431635,ID,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
577,0.459899959334962,0.3271540606185405,ID,2023-01-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
578,0.533102436146643,0.2151779642949505,ID,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,NA,NA,ID,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,0.161802379737886,0.108835780084998,ID,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,0.654422800401575,0.473028195893679,ID,2023-01-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
585,NA,NA,ID,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.085004742597867,0.0587032456137965,IL,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,13.0702415474427,0.303440991390074,IL,2022-12-26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
591,2.31571319523172,0.2689435191022785,IL,2022-12-27,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
592,2.86130232111615,0.2611642396962805,IL,2022-12-28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
593,5.20064358260495,0.303242117986637,IL,2022-12-29,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
594,6.05236394884561,0.2445217112909575,IL,2022-12-30,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
595,4.37670467335367,0.35028347126914,IL,2022-12-31,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
596,0.300596707492583,0.0701545808785,IL,2023-01-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
597,8.86972839337536,0.210448156497453,IL,2023-01-02,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
598,13.1001294362985,0.2755962875631105,IL,2023-01-03,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
599,3.06714547395649,0.2957556854180665,IL,2023-01-04,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
600,6.70298258855622,0.3249978399294235,IL,2023-01-05,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
601,5.18419570404626,0.3586929278010925,IL,2023-01-06,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0
602,5.35969904059144,0.4075918615606565,IL,2023-01-07,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1
603,4.75684311325394,0.31363177641365,IL,2023-01-08,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
604,6.71836706022702,0.331453852575294,IL,2023-01-09,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
605,5.65811119710413,0.321629625993477,IL,2023-01-10,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
606,2.29952120986828,0.3051589084599385,IL,2023-01-11,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
607,7.11590785596472,0.2623962375579295,IL,2023-01-12,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
608,4.79932767287763,0.339366865417407,IL,2023-01-13,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
609,2.54192306019515,0.326917498443732,IL,2023-01-14,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
610,4.04448559520861,0.3279634066237615,IL,2023-01-15,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
611,7.75440813910017,0.382178787991958,IL,2023-01-16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
612,8.99019682241032,0.327891176542879,IL,2023-01-17,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
613,5.60101477626533,0.3537385343948815,IL,2023-01-18,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
614,1.19578198429976,0.311976531546999,IL,2023-01-19,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
615,9.9747272766738,0.323801792882766,IL,2023-01-20,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
616,8.6127008233318,0.3968216132842705,IL,2023-01-21,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
617,3.97028722134842,0.334907541593515,IL,2023-01-22,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
618,9.4340766205006,0.3310365126683385,IL,2023-01-23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
619,6.19712622760687,0.351229321382045,IL,2023-01-24,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
620,2.11950639957097,0.2937267979116055,IL,2023-01-25,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0
621,7.89035942092736,0.3250767977972715,IL,2023-01-26,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
622,7.36290362383228,0.340186662833312,IL,2023-01-27,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
623,5.89650224958461,0.388277181805734,IL,2023-01-28,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
624,5.94068598577437,0.333937468323384,IL,2023-01-29,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
625,6.4564062609242,0.290022673348512,IL,2023-01-30,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
626,3.32776859462327,0.281749429461007,IL,2023-01-31,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
627,7.11771691558866,0.310285721866179,IL,2023-02-01,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
628,2.10176195165146,0.265428309080056,IL,2023-02-02,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1
629,1.67400626587049,0.247217476712952,IL,2023-02-03,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1
630,2.07924046519882,0.2161893041056695,IL,2023-02-04,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1
631,NA,NA,IN,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,3.8394260160894,0.3241907982872175,IN,2022-12-26,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
633,3.01188582717047,0.3270642399983335,IN,2022-12-27,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0
634,5.46550634771656,0.3069964924312195,IN,2022-12-28,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
635,1.45645166122175,0.197501362077313,IN,2022-12-29,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
636,2.24139145547719,0.275014189999205,IN,2022-12-30,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
637,0.773687375168704,0.234777469998853,IN,2022-12-31,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
638,NA,NA,IN,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,3.29129777974686,0.3307755758767755,IN,2023-01-02,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0
640,3.86186291932624,0.284208744308269,IN,2023-01-03,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
641,1.73434835789391,0.200389949805611,IN,2023-01-04,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
642,1.59620253184907,0.2050344049408975,IN,2023-01-05,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
643,1.28768795594539,0.1929831121355995,IN,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
644,1.33903671475583,0.293441869122542,IN,2023-01-07,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
645,1.73473172191522,0.147060022108101,IN,2023-01-08,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0
646,2.69295837868526,0.328909055826316,IN,2023-01-09,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
647,1.85264033843467,0.216564104944437,IN,2023-01-10,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
648,1.96425926386036,0.2105981274045795,IN,2023-01-11,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0
649,2.92250463219071,0.2088933246660775,IN,2023-01-12,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
650,2.45188097267596,0.3685811327932275,IN,2023-01-13,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
651,1.69504756820627,0.2555443280570075,IN,2023-01-14,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
652,0.832857604895035,0.2248133728269795,IN,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
653,1.67723834685884,0.318918298312091,IN,2023-01-16,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
654,2.82591447522132,0.30781753613643,IN,2023-01-17,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
655,3.13784209009124,0.4227212319228345,IN,2023-01-18,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0
656,2.65386547866331,0.279077198262814,IN,2023-01-19,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
657,2.42327620176241,0.385812772051955,IN,2023-01-20,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
658,2.11847173804255,0.2996636818259655,IN,2023-01-21,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
659,1.00395018806468,0.287646877645209,IN,2023-01-22,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
660,5.18215826183246,0.3159854246361665,IN,2023-01-23,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
661,2.11561049005592,0.3142700416340655,IN,2023-01-24,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0
662,1.47046887339306,0.374990940519942,IN,2023-01-25,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1
663,2.59601049983953,0.3017826826135695,IN,2023-01-26,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
664,1.44939695710894,0.3097571615285675,IN,2023-01-27,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
665,2.85216320893171,0.249061565725008,IN,2023-01-28,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
666,1.37817527127464,0.275149356706688,IN,2023-01-29,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
667,1.79137935819414,0.2935238285479175,IN,2023-01-30,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
668,1.24241609123556,0.274123255305547,IN,2023-01-31,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
669,2.33593855154774,0.2782475495560115,IN,2023-02-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
670,2.5211144950151,0.297979205512625,IN,2023-02-02,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
671,1.30628656100877,0.305788230066741,IN,2023-02-03,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
672,0.880998797983402,0.311130091410328,IN,2023-02-04,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
673,NA,NA,KS,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,3.39388540685746,0.430517807110235,KS,2022-12-26,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0
675,0.498457166606794,0.059973669655014,KS,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,NA,NA,KS,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,0.618198343705348,0.26332407697094,KS,2022-12-29,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
678,2.80496311035611,0.534784722669375,KS,2022-12-30,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
679,1.28003156959612,0.2683282370012325,KS,2022-12-31,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
680,0.752733171738419,0.3715425710134065,KS,2023-01-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
681,1.09521051765727,0.2505059282753485,KS,2023-01-02,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
682,0.59686074104309506,0.077525731620227,KS,2023-01-03,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
683,1.98997627002325,0.4610748776412025,KS,2023-01-04,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
684,1.77215302202247,0.499613761728752,KS,2023-01-05,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
685,6.6500099141586,0.549412887466115,KS,2023-01-06,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0
686,0.395426283468498,0.2947880990432495,KS,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
687,0.989880253645141,0.700474961203025,KS,2023-01-08,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
688,1.9490655305413,0.399373220008016,KS,2023-01-09,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
689,0.167783202013006,0.1226624031393055,KS,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
690,0.67486270723242,0.1893148882345155,KS,2023-01-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
691,NA,NA,KS,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,1.36779946636749,0.418448867216887,KS,2023-01-13,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
693,NA,NA,KS,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,1.13500378184774,0.3430031469384085,KS,2023-01-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
695,0.268275421696834,0.1910317932514515,KS,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
696,0.662679188030313,0.2387191618322925,KS,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
697,1.15451177953247,0.233823489970824,KS,2023-01-18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
698,0.899016253439231,0.3586723718481075,KS,2023-01-19,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
699,1.47010006453024,0.253258058411515,KS,2023-01-20,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
700,1.52768495000492,0.69470158682013,KS,2023-01-21,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
701,1.07801233599637,0.495911149533925,KS,2023-01-22,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
702,0.587916491951194,0.248617666077218,KS,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
703,0.594359590282752,0.2212261983086995,KS,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,0.627505733938001,0.288449664999674,KS,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,0.429569505072393,0.262326897394708,KS,2023-01-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
706,1.38350649499568,0.327101096812287,KS,2023-01-27,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
707,1.04211076675661,0.7354957178691,KS,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
708,0.169135388185051,0.1197950142813875,KS,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,0.453317854076329,0.108835780084998,KS,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,1.25614267105368,0.380065375719464,KS,2023-01-31,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
711,NA,NA,KS,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,1.07608142105126,0.762183462686745,KS,2023-02-02,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
713,0.965949155466711,0.42140224823625,KS,2023-02-03,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
714,0.29031919115384,0.064936291902519,KS,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
715,NA,NA,KY,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.613556439376061,0.1777017261961325,KY,2022-12-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
717,1.01490077489042,0.059973669655014,KY,2022-12-27,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
718,0.787907957898435,0.1610964848742355,KY,2022-12-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
719,1.03729056197087,0.319305026436359,KY,2022-12-29,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
720,0.763899356787899,0.064774341960779,KY,2022-12-30,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
721,1.32856724012794,0.3085479075387835,KY,2022-12-31,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
722,NA,NA,KY,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1.75041167709254,0.3428808919741815,KY,2023-01-02,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
724,2.27020226422282,0.387893475460302,KY,2023-01-03,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0
725,0.745529909930318,0.264772092456133,KY,2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
726,0.730031217242204,0.1961781392805765,KY,2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
727,0.904672295940316,0.2180145916244085,KY,2023-01-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
728,1.69484047470283,0.486746497399748,KY,2023-01-07,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
729,0.757739889135653,0.106313811732741,KY,2023-01-08,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
730,1.32796916841326,0.426512365611698,KY,2023-01-09,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
731,0.520275939066956,0.2274713410114505,KY,2023-01-10,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
732,0.907199127383837,0.131994380179382,KY,2023-01-11,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
733,1.37619497109589,0.416934449954494,KY,2023-01-12,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0
734,1.49435956415464,0.259141782750046,KY,2023-01-13,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
735,0.984742811745028,0.69302926269079,KY,2023-01-14,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
736,0.431941826287804,0.243723736684808,KY,2023-01-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
737,0.938194604114442,0.316758127567754,KY,2023-01-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
738,1.2058445896863,0.348329892666233,KY,2023-01-17,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
739,2.04408606300269,0.504354577709305,KY,2023-01-18,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
740,2.13860689478822,0.3092106077700115,KY,2023-01-19,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
741,0.883880620852738,0.251884714801427,KY,2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
742,0.925615483844078,0.359453048496707,KY,2023-01-21,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
743,0.360272024344899,0.241212464814287,KY,2023-01-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
744,4.403147904877,0.4068977862762585,KY,2023-01-23,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
745,2.88400618350426,0.276712221423378,KY,2023-01-24,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
746,0.912835110687357,0.280849732961316,KY,2023-01-25,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
747,0.890593239913677,0.2833454814958195,KY,2023-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,0.871164187027922,0.2660660468146805,KY,2023-01-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
749,0.387633907069986,0.242563318119508,KY,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,0.507868000869555,0.208522168866815,KY,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
751,0.996530627541576,0.276398225791834,KY,2023-01-30,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
752,1.71701055644777,0.333042415254459,KY,2023-01-31,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
753,1.07564856256922,0.2917540465943205,KY,2023-02-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
754,1.53235654598863,0.0804013978703,KY,2023-02-02,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
755,3.93023597280011,0.381826470320135,KY,2023-02-03,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
756,0.449438033541088,0.311130091410328,KY,2023-02-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
757,1.90755872088441,0.118677954317297,LA,2022-12-25,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
758,1.21535417836182,0.2231450224454475,LA,2022-12-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
759,3.30647263271091,0.3284379845078295,LA,2022-12-27,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
760,3.76812328619668,0.2304640288802625,LA,2022-12-28,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
761,9.74909329173369,0.376173692666092,LA,2022-12-29,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
762,2.17966688495103,0.249335774189388,LA,2022-12-30,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
763,2.11798833994264,0.2891083174767615,LA,2022-12-31,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
764,2.32855195896299,0.109482007681246,LA,2023-01-01,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
765,1.7462769926289201,0.2776089564490945,LA,2023-01-02,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
766,2.6272147630899,0.212783619793267,LA,2023-01-03,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
767,1.42929862088515,0.2761397683208835,LA,2023-01-04,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
768,4.99821566287147,0.1563113967815725,LA,2023-01-05,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0
769,4.1044989291315,0.265188033591179,LA,2023-01-06,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
770,1.08044903669207,0.274281361122026,LA,2023-01-07,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
771,1.32696530393567,0.259870529486012,LA,2023-01-08,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
772,5.29081327925378,0.2073931615632845,LA,2023-01-09,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1
773,4.08554854453963,0.2285512188720685,LA,2023-01-10,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
774,2.44315782545278,0.3088888403971365,LA,2023-01-11,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
