"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23H_50_CI","X24A_50_CI","recombinant_50_CI","other_50_CI","X23F_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23H_95_CI","X24A_95_CI","recombinant_95_CI","other_95_CI","X23F_95_CI"
"80",NA,NA,"AL",2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",1.32544825610379,1.88410998351907,"AL",2024-01-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"84",NA,NA,"AL",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2.30679046162118,1.18539358360863,"AR",2023-12-18,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0
"87",1.61134346962913,0.993705115720631,"AR",2023-12-19,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0
"88",NA,NA,"AR",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2.46338811126294,1.03224456235825,"AR",2023-12-21,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
"90",1.4467904661767,0.965732106340988,"AR",2023-12-22,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"91",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.840310399608062,0.788107886169299,"AR",2023-12-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"96",2.31381989699419,0.932891598461678,"AR",2023-12-28,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
"97",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",0.0430435978835657,0.0612341731791085,"AR",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",0.247581404287124,0.0538211519557437,"AR",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"103",1.39495308238998,0.685909385068642,"AR",2024-01-04,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"104",0.0290460373285298,0.0413303847472732,"AR",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"105",NA,NA,"AR",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1.24650551151339,1.75951250686761,"AR",2024-01-10,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
"110",0.0450722170145034,0.0179752621662884,"AR",2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"111",1.14651194449638,0.902444553651648,"AR",2024-01-12,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"112",NA,NA,"AR",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.00405496040078958,0.0055393291841947,"AR",2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.00243773648849159,0.00351698855717335,"AR",2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"122",NA,NA,"AR",2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.00697495910759978,0.00259110451543237,"AR",2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",3.12853126654789,0.665543137448796,"AZ",2023-12-17,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
"128",10.3316794743715,0.899215158141297,"AZ",2023-12-18,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"129",2.3080862100231,0.707480888513649,"AZ",2023-12-19,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
"130",1.16336685518405,0.700090708051354,"AZ",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
"131",3.54833723059011,0.946356128327224,"AZ",2023-12-21,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
"132",1.46317498515103,0.844289293898292,"AZ",2023-12-22,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0
"133",2.20486661336834,0.916796642181818,"AZ",2023-12-23,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
"134",2.19399298640032,0.657916719245138,"AZ",2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"135",1.39652686837244,0.636327352782856,"AZ",2023-12-25,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
"136",2.20281268108945,0.59840143439853,"AZ",2023-12-26,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
"137",2.26051670297258,0.65595064838799,"AZ",2023-12-27,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
"138",1.77513378221935,0.696424439374499,"AZ",2023-12-28,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
"139",1.02864585935664,0.742510058975438,"AZ",2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"140",0.200266322769351,0.0889901571433045,"AZ",2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",0.405163462579041,0.285772470601594,"AZ",2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"142",5.43337291365194,0.643422095866918,"AZ",2024-01-01,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
"143",8.64217110469676,0.648896395992235,"AZ",2024-01-02,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"144",1.95172120497547,0.706727513120886,"AZ",2024-01-03,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0
"145",0.802205108049885,0.442918668081206,"AZ",2024-01-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"146",0.613082692590276,0.524880748375529,"AZ",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"147",0.384911357626575,0.221920655024892,"AZ",2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.461407636860696,0.0315084338067537,"AZ",2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"149",1.04852497611829,0.328001257489856,"AZ",2024-01-08,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"150",1.76264087152633,0.379018384917591,"AZ",2024-01-09,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
"151",0.0553188670545157,0.0207260717462898,"AZ",2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"152",3.25132971625781,0.759567588933402,"AZ",2024-01-11,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0
"153",1.51819263817851,0.490641073357561,"AZ",2024-01-12,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"154",0.905421475704103,0.311795369295169,"AZ",2024-01-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"155",3.96332058862024,0.552040673055256,"AZ",2024-01-14,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
"156",4.20454527413144,0.360721773715477,"AZ",2024-01-15,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1
"157",0.0212543514346807,0.00867185672507299,"AZ",2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"158",3.11531110570314,0.382126101053446,"AZ",2024-01-17,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
"159",1.10202868338314,0.470347764951866,"AZ",2024-01-18,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
"160",0.0535134761810465,0.0055393291841947,"AZ",2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"161",0.958436504636933,0.458154864028146,"AZ",2024-01-20,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"162",4.53485383327684,0.436066678760304,"AZ",2024-01-21,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0
"163",0.863833772728519,0.108820257696088,"AZ",2024-01-22,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
"164",1.11690594018478,0.151150543062072,"AZ",2024-01-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
"165",3.79815965064625,0.757060323747742,"AZ",2024-01-24,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0
"166",0.0130769427233301,0.00222255015409796,"AZ",2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"167",1.31222652212184,0.962491694096284,"AZ",2024-01-26,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
"168",2.24723100519392,0.27530491985764,"AZ",2024-01-27,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
"169",0.640197758639464,0.512075125022443,"CA",2023-12-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"170",1.82327215715757,0.627174310099601,"CA",2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
"171",1.55590766984403,0.63095042625542,"CA",2023-12-19,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
"172",1.83828838658022,0.685131095988874,"CA",2023-12-20,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0
"173",4.17815066165352,0.630531604418666,"CA",2023-12-21,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0
"174",1.86245036200885,0.51995245522917,"CA",2023-12-22,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
"175",0.843706769887769,0.600058378942696,"CA",2023-12-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
"176",1.23834733500827,0.381196893548352,"CA",2023-12-24,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
"177",0.859939774358831,0.797826191261013,"CA",2023-12-25,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
"178",1.83793672404697,0.566343402031499,"CA",2023-12-26,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"179",5.55043406774,0.808229819211807,"CA",2023-12-27,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"180",1.47932804294068,0.468786829397032,"CA",2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
