"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23H_50_CI","X24A_50_CI","recombinant_50_CI","other_50_CI","X23F_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23H_95_CI","X24A_95_CI","recombinant_95_CI","other_95_CI","X23F_95_CI"
"554",NA,NA,"ID",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",0.0372542742554604,0.0538211519557437,"ID",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"565",NA,NA,"ID",2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",0.016417633493061,0.0238661871354356,"ID",2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"571",NA,NA,"ID",2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",3.33296044174995,0.756149334406805,"IL",2023-12-17,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"590",5.23328482310782,0.699036845062033,"IL",2023-12-18,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"591",2.77671746506906,0.637973103428089,"IL",2023-12-19,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0
"592",3.38932066078194,0.633240725533385,"IL",2023-12-20,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"593",2.65670879897892,0.638027767926155,"IL",2023-12-21,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"594",2.41844497695451,0.664665194276402,"IL",2023-12-22,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
"595",2.46084601010939,0.740021169506964,"IL",2023-12-23,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0
"596",3.47111624019705,0.669016328844359,"IL",2023-12-24,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
"597",1.15496178534326,0.60001236910012,"IL",2023-12-25,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"598",6.53902451945917,0.657561174218148,"IL",2023-12-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0
"599",3.16756722243902,0.505300930918216,"IL",2023-12-27,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
"600",2.17679452610239,0.54570946342818,"IL",2023-12-28,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
"601",0.916194185926336,0.38448052559173,"IL",2023-12-29,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"602",2.7267223668679,0.482415483888281,"IL",2023-12-30,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
"603",4.5723807783471,0.674928948270409,"IL",2023-12-31,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0
"604",2.82291270488895,0.550283683841437,"IL",2024-01-01,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
"605",12.0596262353251,0.677279110974128,"IL",2024-01-02,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"606",4.24176368969521,0.485757107093923,"IL",2024-01-03,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0
"607",2.74094952940196,0.664693247285599,"IL",2024-01-04,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1
"608",3.25887710081388,0.53552202159938,"IL",2024-01-05,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0
"609",1.87016007259124,0.466652503151497,"IL",2024-01-06,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0
"610",0.946684646887929,0.120936931635805,"IL",2024-01-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
"611",2.92178379340574,0.414675899777313,"IL",2024-01-08,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
"612",2.24239143637531,0.574326802049751,"IL",2024-01-09,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1
"613",1.13020259828854,0.129400223941372,"IL",2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
"614",5.81273973514779,0.489514037599433,"IL",2024-01-11,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"615",5.19126899873927,0.609228408232687,"IL",2024-01-12,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0
"616",4.34039959923727,0.708394452002495,"IL",2024-01-13,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
"617",1.53697272995708,0.597119917497466,"IL",2024-01-14,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
"618",2.46523943861178,0.66968530366149,"IL",2024-01-15,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
"619",4.03994285598168,0.664805230928669,"IL",2024-01-16,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0
"620",0.867268722285024,0.13060662496296,"IL",2024-01-17,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"621",4.81302147935013,0.912368664406901,"IL",2024-01-18,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
"622",0.525483332482846,0.169079011842953,"IL",2024-01-19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
"623",1.05114888100332,0.609285211251047,"IL",2024-01-20,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"624",1.93735499457884,0.746390956014171,"IL",2024-01-21,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
"625",1.2841762471949,0.237002595549622,"IL",2024-01-22,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
"626",1.45134220517253,0.184305332702697,"IL",2024-01-23,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
"627",1.12877604918497,0.166572798311878,"IL",2024-01-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"628",0.15852256044363,0.00222255015409796,"IL",2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"629",0.93034087728578,0.129983806188513,"IL",2024-01-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"630",1.08909883219474,0.275882816435796,"IL",2024-01-27,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"631",1.92044869396942,0.775163146324762,"IN",2023-12-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"632",0.818269804510624,0.804393351565067,"IN",2023-12-18,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"633",2.73264640259275,0.900675821599007,"IN",2023-12-19,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0
"634",1.66209963240278,0.939412846136304,"IN",2023-12-20,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1
"635",0.457857226963674,0.236477822087325,"IN",2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"636",0.919208838029155,0.654137312352532,"IN",2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"637",NA,NA,"IN",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",0.732422009933614,1.04608526039439,"IN",2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"639",0.763099130534111,1.08645208831229,"IN",2023-12-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"640",0.302206590856506,0.141440796243093,"IN",2023-12-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"641",0.382477239332498,0.473223159889007,"IN",2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"642",0.82801665981354,0.575678257351896,"IN",2023-12-28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"643",NA,NA,"IN",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,"IN",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",0.186406110913827,0.0787473785918905,"IN",2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"646",0.0485878665861473,0.0695191040505469,"IN",2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"647",0.920300619482849,0.442060326953862,"IN",2024-01-02,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"648",0.455213250411852,0.397128396839845,"IN",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"649",0.779267153384254,0.753673992601777,"IN",2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"650",0.030359615451788,0.0413303847472732,"IN",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"651",NA,NA,"IN",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",1.09610573761859,1.55179289690063,"IN",2024-01-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"653",0.89697939001211,0.803583143981625,"IN",2024-01-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"654",1.24602943065617,1.75651305867147,"IN",2024-01-09,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
"655",0.0516185996439034,0.0207260717462898,"IN",2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"656",2.33267100356779,1.65560784772121,"IN",2024-01-11,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
"657",NA,NA,"IN",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",0.0361509605771548,0.0134715027249598,"IN",2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"659",0.0308936509823396,0.0116431416240565,"IN",2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"660",0.0258710505156483,0.0100529074488176,"IN",2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"661",NA,NA,"IN",2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,NA,"IN",2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",NA,NA,"IN",2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",NA,NA,"IN",2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,"IN",2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",0.00263407175627833,0.00351698855717335,"IN",2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"668",NA,NA,"IN",2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",1.24165452053276,0.63948307623588,"IN",2024-01-24,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"670",0.00139621062728007,0.00222255015409796,"IN",2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"671",1.35785160819917,1.92307771860525,"IN",2024-01-26,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
"672",NA,NA,"IN",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",0.851346790677152,0.817433605169985,"KS",2023-12-18,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"675",NA,NA,"KS",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",0.365973304762643,0.573332726604154,"KS",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"677",NA,NA,"KS",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",0.151317909478323,0.214713228439265,"KS",2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"679",NA,NA,"KS",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,"KS",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",0.862210340631549,0.470050497379391,"KS",2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"683",0.0914765798418727,0.126483898835404,"KS",2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"684",0.0766302790095212,0.112794349093595,"KS",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"685",NA,NA,"KS",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",NA,NA,"KS",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",0.288996403815989,0.0612341731791085,"KS",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"690",0.382582294866309,0.282692648545145,"KS",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"691",NA,NA,"KS",2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",1.1722214692545,1.65052959379158,"KS",2024-01-05,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"693",0.0242158191960546,0.03611771054739,"KS",2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"694",NA,NA,"KS",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",0.0199661498741187,0.0274431186265338,"KS",2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"696",NA,NA,"KS",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",1.09192705644003,0.881460562390029,"KS",2024-01-10,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"698",1.13256726884772,0.897057584769087,"KS",2024-01-11,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
"699",NA,NA,"KS",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",0.00807572510861633,0.0116431416240565,"KS",2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"702",NA,NA,"KS",2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",NA,NA,"KS",2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",1.10924117256953,0.890674054017224,"KS",2024-01-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
"705",NA,NA,"KS",2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,"KS",2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,"KS",2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",0.0195644912841473,0.00351698855717335,"KS",2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"710",0.00201857773280024,0.00301947032343595,"KS",2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"711",0.00180433851981038,0.00259110451543237,"KS",2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"712",0.00152248575643927,0.00222255015409796,"KS",2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"713",NA,NA,"KS",2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,"KS",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,"KY",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",1.36304727010476,1.27755912496989,"KY",2023-12-18,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1
"717",1.2474841761509,0.808589158747462,"KY",2023-12-19,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1
"718",0.187987265058205,0.259603537761201,"KY",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"719",0.17157284179736,0.236477822087325,"KY",2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"720",0.150023324242392,0.214713228439265,"KY",2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"721",NA,NA,"KY",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",NA,NA,"KY",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",NA,NA,"KY",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",0.849709144906639,0.79247046715758,"KY",2023-12-26,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"725",1.02114749819569,0.646592790415808,"KY",2023-12-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"726",NA,NA,"KY",2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",0.826119409554412,0.571961433143385,"KY",2023-12-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"728",NA,NA,"KY",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",NA,NA,"KY",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",NA,NA,"KY",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",2.22152674555252,1.61232622312637,"KY",2024-01-02,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
"732",0.888753097682001,0.580294398031607,"KY",2024-01-03,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"733",1.51162789524803,1.05507341274065,"KY",2024-01-04,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"734",1.02705835526697,0.855451797310342,"KY",2024-01-05,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"735",NA,NA,"KY",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",NA,NA,"KY",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",1.08355108019132,0.877050061503946,"KY",2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"738",NA,NA,"KY",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
