...1,es_score,brier_score,location,target_date,X21L_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI,X22B_95_CI
1116,NA,NA,MT,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,0.719880608507836,0.500140100769765,MT,2023-01-05,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1119,NA,NA,MT,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,0.653539878576804,0.442921907757394,MT,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1122,NA,NA,MT,2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,0.199387311314054,0.150017165134365,MT,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1125,NA,NA,MT,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,0.313662357386791,0.240073995229951,MT,2023-01-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1131,NA,NA,MT,2023-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,7.62231506860676,0.314471368780241,NC,2022-12-11,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0
1136,10.043294354388,0.315550487639532,NC,2022-12-12,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1137,3.45897237232633,0.256891160697598,NC,2022-12-13,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
1138,6.11080659738946,0.296882748398558,NC,2022-12-14,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
1139,11.2011366212646,0.3327722201157225,NC,2022-12-15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1140,6.24180211773473,0.271325589286854,NC,2022-12-16,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
1141,6.28956207226191,0.269702293245313,NC,2022-12-17,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0
1142,10.5327500078881,0.2654728418256155,NC,2022-12-18,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
1143,9.30815900070108,0.270793804555138,NC,2022-12-19,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
1144,19.3531737597637,0.344585380825014,NC,2022-12-20,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
1145,14.9775612909841,0.3198423016677525,NC,2022-12-21,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1146,11.0720028384647,0.256620342376094,NC,2022-12-22,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1147,10.3296133148992,0.256858567496665,NC,2022-12-23,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1148,3.04596431054631,0.299299354877054,NC,2022-12-24,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
1149,2.14875249046776,0.3745341417987035,NC,2022-12-25,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
1150,10.0241365783959,0.2553192387742445,NC,2022-12-26,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1151,23.0964989231961,0.341560678071428,NC,2022-12-27,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1152,14.6475544289833,0.3349004866134375,NC,2022-12-28,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0
1153,16.033964851687,0.3182808495826295,NC,2022-12-29,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
1154,26.370228018319,0.301446986116612,NC,2022-12-30,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1155,6.01442963275391,0.285040848446632,NC,2022-12-31,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0
1156,0.809282325062298,0.1951381261688205,NC,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1157,17.8658424257855,0.3120740820426975,NC,2023-01-02,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1158,19.942059956057,0.3058841687779495,NC,2023-01-03,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1159,14.7174254145138,0.3069083661556245,NC,2023-01-04,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1160,7.10700877353047,0.281599952498833,NC,2023-01-05,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1161,15.3403323317533,0.285730729329666,NC,2023-01-06,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1162,5.6869746882762,0.2949376317035215,NC,2023-01-07,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1163,3.65906189369207,0.295422972103475,NC,2023-01-08,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
1164,13.1965198459455,0.3165471375160925,NC,2023-01-09,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1165,5.84588725235054,0.301812323718738,NC,2023-01-10,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1166,13.7372911328884,0.2672588650920595,NC,2023-01-11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1167,7.88416709024889,0.3446475697424175,NC,2023-01-12,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0
1168,2.73022804284161,0.3114006622297,NC,2023-01-13,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0
1169,1.90272139403224,0.2678053486377,NC,2023-01-14,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
1170,2.81299411492372,0.32511587221223,NC,2023-01-15,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1171,5.14209124101798,0.3310993156246815,NC,2023-01-16,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1172,4.05696085115278,0.3035269210137065,NC,2023-01-17,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
1173,12.9572975861403,0.371398478627737,NC,2023-01-18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1174,5.35480422581223,0.3438563691771675,NC,2023-01-19,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1175,3.03000943829371,0.305865005082487,NC,2023-01-20,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1176,6.59101542046452,0.317110350170505,NC,2023-01-21,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1177,NA,NA,ND,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,2.55357217739632,0.317399701757465,ND,2022-12-12,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
1179,NA,NA,ND,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,NA,NA,ND,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,NA,NA,ND,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,NA,NA,ND,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,1.29264631649709,0.4878778652574915,ND,2022-12-19,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
1186,0.637247013470657,0.049926557062634,ND,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1187,NA,NA,ND,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,0.95533643277813,0.67128172804491,ND,2022-12-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1189,NA,NA,ND,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.0694139997479715,0.050952755818121,ND,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1192,0.0760767416741864,0.052248198435496,ND,2022-12-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1193,NA,NA,ND,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,1.93619152359689,0.695743090559885,ND,2022-12-28,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1195,0.770054165305489,0.378294995623796,ND,2022-12-29,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
1196,NA,NA,ND,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.0975803538584966,0.0694997008690535,ND,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1199,0.301874266438431,0.074246407999271,ND,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1200,1.15281856517013,0.0796249818101045,ND,2023-01-03,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1201,0.826716000530523,0.393955405535717,ND,2023-01-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1202,0.411542095690227,0.2962886190370915,ND,2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1203,NA,NA,ND,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.30569999945231,0.2752090870768145,ND,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1207,0.829205863890576,0.3147008342427365,ND,2023-01-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1208,0.194661730837883,0.150017165134365,ND,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1209,0.97492805905087,0.1627203353218475,ND,2023-01-12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1210,0.224885002016204,0.1763556188210495,ND,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1211,NA,NA,ND,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,0.663651693393109,0.237734915548108,ND,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1214,1.84543123592516,0.240073995229951,ND,2023-01-17,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1215,1.35466228586936,0.399206878054417,ND,2023-01-18,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1216,0.198551711679837,0.25195459555141547,ND,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1217,0.485980738270765,0.2676269384919815,ND,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1218,NA,NA,ND,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,3.36548222324343,0.289345335722536,NE,2022-12-11,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1220,7.27199297014412,0.3360063913650985,NE,2022-12-12,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
1221,9.7645919905007,0.393957013715221,NE,2022-12-13,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
1222,2.05891026085678,0.2181827128526615,NE,2022-12-14,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1223,1.62623077041208,0.2303354779318865,NE,2022-12-15,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
1224,4.20916132815661,0.2725021290620965,NE,2022-12-16,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
1225,1.17103272245622,0.2037425762734025,NE,2022-12-17,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
1226,4.17548656085161,0.3435241026328405,NE,2022-12-18,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0
1227,1.69348585357842,0.211108286028894,NE,2022-12-19,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
1228,5.34042605925936,0.2497955727969575,NE,2022-12-20,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0
1229,9.94911241706625,0.47689894936507,NE,2022-12-21,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0
1230,6.6577265485418,0.517662275611695,NE,2022-12-22,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0
1231,1.13081404340669,0.384460489608726,NE,2022-12-23,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
1232,1.70657132585414,0.276378341803996,NE,2022-12-24,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
1233,1.695694414526,0.4259428323949605,NE,2022-12-25,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
1234,1.67656775115439,0.3357055886159625,NE,2022-12-26,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
1235,13.2408270434893,0.52355628475417,NE,2022-12-27,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1236,3.99637027938174,0.288086559705993,NE,2022-12-28,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
1237,4.05336168301337,0.2970311356776635,NE,2022-12-29,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0
1238,7.68332981162374,0.307236717906851,NE,2022-12-30,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1239,1.93861407505974,0.56605780506749,NE,2022-12-31,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1
1240,4.54909683421976,0.55026991120933,NE,2023-01-01,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0
1241,1.22114141281249,0.1639508911933695,NE,2023-01-02,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1242,2.48594617614415,0.214596122773741,NE,2023-01-03,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1243,4.73846395000944,0.3355282255471,NE,2023-01-04,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1244,1.20690209473633,0.2743152101713605,NE,2023-01-05,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
1245,1.88334669425483,0.3139416567909465,NE,2023-01-06,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0
1246,1.56093262421104,0.502186441179225,NE,2023-01-07,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
1247,2.13639481843156,0.471897789806968,NE,2023-01-08,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
1248,2.52896727116762,0.382526064250477,NE,2023-01-09,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1249,2.78706720258217,0.3075114739531945,NE,2023-01-10,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
1250,4.22114318437203,0.404180597769124,NE,2023-01-11,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1251,1.01770810307869,0.2854327821886815,NE,2023-01-12,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
1252,0.827747472243459,0.2984698627321485,NE,2023-01-13,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1253,1.91730403546498,0.4456981192795665,NE,2023-01-14,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
1254,1.17736931772579,0.2064126435837925,NE,2023-01-15,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1255,4.39660673659131,0.3013102907244395,NE,2023-01-16,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
1256,2.49279070732678,0.3176162680427325,NE,2023-01-17,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0
1257,2.39077529724729,0.256271247561942,NE,2023-01-18,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1258,1.67142818800067,0.341038472087244,NE,2023-01-19,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
1259,4.71005213978266,0.32677429506353,NE,2023-01-20,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
1260,1.92001474865969,0.3199582457427675,NE,2023-01-21,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
1261,1.09164858220271,0.45212165874321403,NH,2022-12-11,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1262,1.00922096762719,0.71121030346425,NH,2022-12-12,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1263,NA,NA,NH,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,0.79821129020788,0.3859151833351925,NH,2022-12-14,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1265,1.94309605062836,0.311415715987228,NH,2022-12-15,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
1266,0.794706400690152,0.381651862899741,NH,2022-12-16,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1267,0.692553338046422,0.270630911899046,NH,2022-12-17,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
1268,0.075080753489491,0.051839741760985,NH,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1269,4.23288539809048,0.58526041932257,NH,2022-12-19,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0
1270,1.02804177426991,0.7325918614294,NH,2022-12-20,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1271,NA,NA,NH,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,1.5318865460078,0.2762918494962785,NH,2022-12-22,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
1273,1.67571752686274,0.4250944226110955,NH,2022-12-23,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1274,NA,NA,NH,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,NH,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,0.474502290959127,0.2006327320868865,NH,2022-12-26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1277,NA,NA,NH,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,1.04206565335547,0.73452545705254,NH,2022-12-28,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1279,6.63124367468617,0.58172994112203,NH,2022-12-29,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
1280,NA,NA,NH,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,2.43797171189123,0.55606513232325006,NH,2022-12-31,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
1282,NA,NA,NH,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,0.963603367780259,0.313198826363057,NH,2023-01-02,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
1284,NA,NA,NH,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,0.840656669038161,0.397432552968362,NH,2023-01-04,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1286,0.838561521314979,0.397182462276454,NH,2023-01-05,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
1287,11.3721798259656,0.4148162369288955,NH,2023-01-06,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
1288,NA,NA,NH,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,1.29277895431619,0.58179881993605,NH,2023-01-08,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
1290,3.21020563261515,0.4184254943676815,NH,2023-01-09,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
1291,0.909144843440161,0.4233271332696945,NH,2023-01-10,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1292,0.56364505406831,0.382660975354315,NH,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1293,2.54800551642595,0.357139345019813,NH,2023-01-12,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1
1294,3.47583646498522,0.4025898586888485,NH,2023-01-13,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
1295,0.242281875387816,0.2564291673573235,NH,2023-01-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1296,NA,NA,NH,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,1.02697872197729,0.2675926771194075,NH,2023-01-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1298,0.97889201701024,0.257582992312297,NH,2023-01-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1299,1.34951125684945,0.399206878054417,NH,2023-01-18,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
1300,1.83368105798497,0.235212705803774,NH,2023-01-19,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1301,0.323009036244458,0.209509726115266,NH,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1302,0.926819059275822,0.35546589595812,NH,2023-01-21,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
1303,4.24528444857812,0.264296183969618,NJ,2022-12-11,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
1304,10.4162728553666,0.270230600759569,NJ,2022-12-12,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1305,5.02572630570342,0.191562694185309,NJ,2022-12-13,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
1306,0.0822807692912201,0.0594667309878235,NJ,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1307,2.89563914756435,0.4557378727186635,NJ,2022-12-15,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1308,13.8553735364948,0.3174260689834925,NJ,2022-12-16,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0
1309,14.4848491555969,0.2934324912561645,NJ,2022-12-17,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1310,12.07501617074,0.333808346180543,NJ,2022-12-18,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1311,27.186235811199,0.3160338928929285,NJ,2022-12-19,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1312,2.12040034074747,0.207533281017657,NJ,2022-12-20,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
1313,1.66468095670048,0.474322902824626,NJ,2022-12-21,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
1314,1.41383326071001,0.3647671704603085,NJ,2022-12-22,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1315,41.9549814498594,0.4544091503952415,NJ,2022-12-23,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1316,2.22290992741027,0.2700662632212725,NJ,2022-12-24,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
1317,1.32590157401966,0.255061428053893,NJ,2022-12-25,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
1318,5.90626503120098,0.2604846835200725,NJ,2022-12-26,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
1319,5.10598840217194,0.1595969535053735,NJ,2022-12-27,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0
1320,6.36161810481612,0.205711895056938,NJ,2022-12-28,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
