"","es_score","brier_score","location","target_date","X22F_50_CI","X23B_50_CI","X23C_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","other_50_CI","X23A_50_CI","X22F_95_CI","X23B_95_CI","X23C_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","other_95_CI","X23A_95_CI"
"519",NA,NA,"IA",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",NA,NA,"IA",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",0.838458932431168,0.825978249749312,"IA",2023-06-13,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"522",NA,NA,"IA",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",0.812098858700233,1.15722563639366,"IA",2023-06-15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"524",NA,NA,"IA",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",NA,NA,"IA",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",0.592919458768989,0.842287531425421,"IA",2023-06-18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"527",NA,NA,"IA",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",0.468324740769342,0.691236164862425,"IA",2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"529",0.589472143514768,0.839751850260918,"IA",2023-06-21,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"530",0.49890896951734,0.646302262243168,"IA",2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"531",0.82435942832938,0.618780747842825,"IA",2023-06-23,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"532",0.590742630552806,0.841168056983232,"IA",2023-06-24,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"533",NA,NA,"IA",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",0.387181098101971,0.52942289971143,"IA",2023-06-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"535",0.905445290361182,0.521310285474405,"IA",2023-06-27,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"536",0.53609654672891,0.669611208669593,"IA",2023-06-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"537",0.90185229607682,0.506518434796243,"IA",2023-06-29,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"538",0.368976605735917,0.499837846544277,"IA",2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"539",0.608922176212733,0.871761307493307,"IA",2023-07-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"540",0.913313778567699,0.649591821053446,"IA",2023-07-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"541",0.698159645956723,1.02031724801265,"IA",2023-07-03,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"542",0.692382823976158,1.01132331096451,"IA",2023-07-04,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
"543",2.79695249562611,0.896383493134287,"IA",2023-07-05,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
"544",1.65374045028215,0.896543814310996,"IA",2023-07-06,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
"545",0.352010837174902,0.466315058755715,"IA",2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"546",0.664299371049321,0.972912371974269,"IA",2023-07-08,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
"547",NA,NA,"ID",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",0.59944159955955,0.852430997357702,"ID",2023-06-14,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"565",NA,NA,"ID",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",0.482978750995175,0.691236164862425,"ID",2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"571",NA,NA,"ID",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",0.519923659782338,0.649420995674116,"IL",2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"590",0.836803288601959,1.18391644573166,"IL",2023-05-29,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"591",1.23725603487921,0.59787495780522,"IL",2023-05-30,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"592",0.922141161711904,0.64599781632154,"IL",2023-05-31,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"593",0.816270156895955,0.76163859597554,"IL",2023-06-01,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"594",1.56494671199111,0.82352679648066,"IL",2023-06-02,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"595",0.654011553837614,0.738556267333717,"IL",2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"596",0.299498018600676,0.415422004689809,"IL",2023-06-04,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"597",1.50930190752198,0.643102797947884,"IL",2023-06-05,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"598",0.889022786881357,0.763393789264915,"IL",2023-06-06,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"599",1.86848259573082,0.464352817649996,"IL",2023-06-07,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
"600",1.208403444912,0.694916839146325,"IL",2023-06-08,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
"601",0.790509313024351,0.697578376899098,"IL",2023-06-09,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"602",1.32990236495251,0.961823578246434,"IL",2023-06-10,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
"603",0.573875005207699,0.699033939597467,"IL",2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"604",0.593463606873611,0.705332021025297,"IL",2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"605",1.10150879502482,0.924873703719125,"IL",2023-06-13,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
"606",0.485872246049679,0.663566903187069,"IL",2023-06-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"607",1.7906067406354,0.634240867114323,"IL",2023-06-15,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
"608",1.96715725359991,0.899679806744695,"IL",2023-06-16,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
"609",1.04038514938801,0.638399444082187,"IL",2023-06-17,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
"610",0.458516052485742,0.65607802272631,"IL",2023-06-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"611",2.03940636552566,0.849685744482421,"IL",2023-06-19,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"612",1.50571828715727,0.744833191923311,"IL",2023-06-20,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
"613",0.848420438745994,0.754294093708652,"IL",2023-06-21,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"614",NA,NA,"IL",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",0.52352858133308,0.743085860133484,"IL",2023-06-23,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
"616",0.927038303506915,0.547082334922991,"IL",2023-06-24,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"617",NA,NA,"IL",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",1.90330673595118,0.932439994333889,"IL",2023-06-26,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"619",1.43532852903712,1.01400744697319,"IL",2023-06-27,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"620",0.377794227297137,0.513675640937291,"IL",2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"621",3.53736748372877,0.965060072542319,"IL",2023-06-29,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"622",1.05933345114099,0.763128193642102,"IL",2023-06-30,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
"623",0.571507491398249,0.682697066906958,"IL",2023-07-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"624",0.706338580398674,1.02908531108894,"IL",2023-07-02,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
"625",1.38914671673942,0.766723273024457,"IL",2023-07-03,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
"626",0.350303810687973,0.47785837815601,"IL",2023-07-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"627",2.04376758950117,0.967836039068758,"IL",2023-07-05,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"628",NA,NA,"IL",2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",1.3287922922779,0.882102541632045,"IL",2023-07-07,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"630",1.43502155314885,0.967685429604292,"IL",2023-07-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"631",0.794524827874946,0.480682913385282,"IN",2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"632",NA,NA,"IN",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",0.89286434055844,1.26417294496338,"IN",2023-05-30,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"634",0.656187317102533,0.678631471180148,"IN",2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"635",0.25744872589097,0.3690543539787,"IN",2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"636",0.716301867655269,0.762447720499249,"IN",2023-06-02,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
"637",0.664970797048176,0.923202678308355,"IN",2023-06-03,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"638",NA,NA,"IN",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",1.27391395173235,0.431472062366794,"IN",2023-06-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"640",0.558415462023484,0.787559865795975,"IN",2023-06-06,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"641",NA,NA,"IN",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",0.335179220788402,0.481142078011293,"IN",2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"643",NA,NA,"IN",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",0.869023110079716,0.895324447950689,"IN",2023-06-10,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"645",NA,NA,"IN",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,"IN",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",0.392143347151603,0.567650406246878,"IN",2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"648",NA,NA,"IN",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,NA,"IN",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",0.78293968180827,0.824099068545551,"IN",2023-06-16,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"651",NA,NA,"IN",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",0.475233604156087,0.633762619917772,"IN",2023-06-18,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"653",NA,NA,"IN",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",0.49167423511792,0.639674526312901,"IN",2023-06-20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"655",NA,NA,"IN",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",1.15725787518279,0.725954571107553,"IN",2023-06-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"657",0.582900966458346,0.698455262692004,"IN",2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"658",NA,NA,"IN",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",NA,NA,"IN",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",0.739940931036982,1.07763004380519,"IN",2023-06-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
"661",0.573039887029265,0.809550455291,"IN",2023-06-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"662",0.373677974866138,0.513675640937291,"IN",2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"663",0.686762696847744,0.978112182120725,"IN",2023-06-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"664",0.558382194722343,0.67825270818028,"IN",2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"665",NA,NA,"IN",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",NA,NA,"IN",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",0.865531248610341,0.47785837815601,"IN",2023-07-04,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"669",0.683895661703885,0.969723891479885,"IN",2023-07-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"670",NA,NA,"IN",2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",0.795967914586781,1.12940316908243,"IN",2023-07-07,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
"672",0.847954489991663,1.2050720269466,"IN",2023-07-08,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"673",NA,NA,"KS",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,"KS",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",0.642057228083299,0.912724288961352,"KS",2023-05-30,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"676",NA,NA,"KS",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,"KS",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",NA,NA,"KS",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,"KS",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",NA,NA,"KS",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,"KS",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",NA,NA,"KS",2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",NA,NA,"KS",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",NA,NA,"KS",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",NA,NA,"KS",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",0.405214753414777,0.585288650533157,"KS",2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"691",0.737531464623076,1.03343798146385,"KS",2023-06-15,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"692",NA,NA,"KS",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,"KS",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",NA,NA,"KS",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",NA,NA,"KS",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",0.491168207177488,0.691236164862425,"KS",2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"697",NA,NA,"KS",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,"KS",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,"KS",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",NA,NA,"KS",2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",0.839660565858369,1.1938333541778,"KS",2023-06-27,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"704",NA,NA,"KS",2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",NA,NA,"KS",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,"KS",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,"KS",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",NA,NA,"KS",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",NA,NA,"KS",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",NA,NA,"KS",2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",0.675507890356923,0.969031747932835,"KS",2023-07-06,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"713",NA,NA,"KS",2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,"KS",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
