"","es_score","brier_score","location","target_date","X21L_50_CI","X22A_50_CI","X22D_50_CI","X22E_50_CI","other_50_CI","X22B_50_CI","X21L_95_CI","X22A_95_CI","X22D_95_CI","X22E_95_CI","other_95_CI","X22B_95_CI"
"253",1.25353466104107,0.327210410998023,"CT",2022-10-02,1,0,1,1,1,1,1,0,1,0,1,0
"254",2.35506975157491,0.379025935888081,"CT",2022-10-03,1,1,1,0,0,0,1,0,0,0,0,0
"255",1.43848146321222,0.180924308212826,"CT",2022-10-04,1,1,1,1,1,1,1,0,1,0,1,0
"256",0.692284998201764,0.322124092135828,"CT",2022-10-05,1,1,1,1,1,1,1,1,1,0,1,0
"257",2.05424857174312,0.448529692369821,"CT",2022-10-06,1,0,1,1,1,0,1,0,0,0,1,0
"258",0.979304941883991,0.276634184538462,"CT",2022-10-07,1,1,1,1,1,1,1,0,1,1,1,0
"259",0.638652038810117,0.233910212766549,"CT",2022-10-08,1,1,1,1,1,1,1,0,0,1,1,0
"260",1.40281478221513,0.203201122739111,"CT",2022-10-09,1,1,1,0,1,1,1,1,0,0,1,0
"261",1.54858631853892,0.361510662655456,"CT",2022-10-10,1,1,1,1,1,1,1,0,0,0,1,1
"262",2.75946528845361,0.489220274528923,"CT",2022-10-11,1,0,1,1,1,0,1,0,1,0,1,0
"263",3.6270530891315,0.653534326526766,"CT",2022-10-12,1,1,1,0,1,0,1,1,1,0,1,0
"264",4.06828947376922,0.893481122241475,"CT",2022-10-13,1,0,1,1,1,0,1,0,1,0,1,0
"265",6.53704529506118,0.779436318887444,"CT",2022-10-14,1,1,0,0,1,0,1,0,0,0,1,0
"266",0.777120902291371,0.421653180993769,"CT",2022-10-15,1,1,0,1,1,1,1,1,0,0,1,0
"267",3.70312817569807,0.606793917095501,"CT",2022-10-16,1,0,1,0,1,0,1,0,1,0,1,1
"268",0.463704738281489,0.489875369343359,"CT",2022-10-17,1,1,1,1,1,1,1,0,1,0,1,1
"269",2.77682752583114,1.04852625141558,"CT",2022-10-18,1,1,1,0,1,0,1,1,1,0,1,0
"270",2.30882757070965,1.33946349711538,"CT",2022-10-19,1,0,1,1,1,0,1,0,1,0,1,0
"271",1.32455445695411,0.613862669331766,"CT",2022-10-20,1,1,1,0,1,0,1,0,1,0,1,0
"272",0.659964454539518,0.587040251648086,"CT",2022-10-21,1,1,1,1,1,1,1,1,1,0,1,0
"273",3.41198258770147,1.07577794556123,"CT",2022-10-22,1,1,1,0,1,0,1,1,1,0,1,0
"274",1.18313630120125,0.680914802480774,"CT",2022-10-23,1,1,1,1,0,1,1,0,0,0,0,0
"275",0.926421071191798,0.490742061209401,"CT",2022-10-24,1,1,1,1,1,1,1,0,1,0,1,1
"276",0.764757077203034,0.430410602182296,"CT",2022-10-25,1,1,1,1,1,1,1,1,1,0,1,0
"277",1.26852127120511,0.42804048645569,"CT",2022-10-26,1,1,1,1,1,1,1,1,0,1,1,0
"278",2.43692722359457,0.700792859488058,"CT",2022-10-27,1,0,1,1,1,0,1,0,1,0,1,0
"279",1.63614968246734,0.459749054000671,"CT",2022-10-28,1,1,1,0,1,0,1,0,1,0,1,0
"280",2.727967436551,0.638343554749876,"CT",2022-10-29,1,0,1,0,1,1,1,0,1,0,1,0
"281",1.09258982061338,0.434838938314751,"CT",2022-10-30,1,1,1,1,1,0,1,0,1,0,1,0
"282",3.60474396656975,0.536861608576383,"CT",2022-10-31,1,1,1,0,0,0,1,1,1,1,0,0
"283",1.88300110809184,0.565257421047463,"CT",2022-11-01,1,0,1,1,1,1,1,0,1,0,1,1
"284",0.986486246685907,0.596657470273055,"CT",2022-11-02,1,1,1,1,1,1,1,0,1,0,1,0
"285",4.24131280851166,0.598683641822627,"CT",2022-11-03,1,0,1,0,1,0,1,0,1,0,1,0
"286",1.05663193545298,0.595673764098414,"CT",2022-11-04,1,1,1,1,0,1,1,1,1,0,0,0
"287",3.42632967917128,0.75257042729901,"CT",2022-11-05,1,0,1,0,0,1,1,0,0,0,0,0
"288",2.30746621964964,0.569113835567148,"CT",2022-11-06,1,1,1,0,1,0,1,1,1,0,1,0
"289",0.212339050735279,0.517128611002315,"CT",2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1
"290",1.15911554283012,0.546237522758169,"CT",2022-11-08,1,1,1,1,1,0,1,1,1,0,1,0
"291",0.817879414899661,0.691982670501834,"CT",2022-11-09,1,0,1,1,1,1,1,0,1,0,1,1
"292",0.430372315709172,0.403117405595205,"CT",2022-11-10,1,1,1,1,1,1,1,1,1,0,1,0
"293",0.376089656251136,0.394913778224342,"CT",2022-11-11,1,1,1,1,1,1,1,1,1,0,1,0
"294",1.80299021728368,0.748986746731996,"CT",2022-11-12,1,0,1,0,0,1,1,0,0,0,0,0
"295",1.23796497249957,0.0374012755250621,"DC",2022-10-02,1,1,1,1,1,0,1,1,0,1,1,0
"296",0.741591166705003,0.433110513429236,"DC",2022-10-03,1,1,1,0,1,1,1,0,1,0,1,1
"297",3.45881760633399,1.0020510117852,"DC",2022-10-04,1,0,0,0,1,0,1,1,0,0,1,0
"298",1.49325233628769,1.04645525892103,"DC",2022-10-05,1,1,1,0,1,0,1,1,1,0,1,0
"299",1.48583490559849,0.552089068838809,"DC",2022-10-06,1,1,1,0,1,1,1,1,0,0,1,0
"300",0.647042463542942,0.42209919270814,"DC",2022-10-07,1,1,1,0,1,1,1,1,1,0,1,0
"301",0.118591766673007,0.048767230947451,"DC",2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
"302",2.57142270663996,0.879015845524977,"DC",2022-10-09,1,0,1,0,1,0,1,0,1,1,1,0
"303",1.21701135447754,0.531606553322521,"DC",2022-10-10,1,0,1,1,1,1,1,0,1,1,1,0
"304",1.47245831394382,1.03766618798717,"DC",2022-10-11,1,1,0,1,1,0,1,1,0,1,1,0
"305",1.60462672892128,0.523402058515217,"DC",2022-10-12,1,1,1,0,1,0,1,1,1,0,1,0
"306",2.258463398907,0.648920421763681,"DC",2022-10-13,1,1,1,0,0,0,1,0,0,0,0,1
"307",0.563415683796586,0.5083661289901,"DC",2022-10-14,1,1,1,1,1,1,1,1,0,1,1,0
"308",0.785865123578478,0.383786734865882,"DC",2022-10-15,1,1,0,1,1,1,1,0,0,0,1,0
"309",0.474204192636234,0.292132004414788,"DC",2022-10-16,1,1,1,1,1,1,1,0,1,0,1,1
"310",1.82444916398816,0.566805772543442,"DC",2022-10-17,1,0,1,1,1,1,1,0,1,1,1,0
"311",0.608748779097869,0.37779155734172,"DC",2022-10-18,1,1,1,1,1,1,1,0,1,1,1,0
"312",0.499282531052973,0.29741220557593,"DC",2022-10-19,1,1,1,1,1,1,1,1,1,0,1,0
"313",0.524785040144284,0.644675847486734,"DC",2022-10-20,1,1,1,1,1,1,1,1,1,0,1,0
"314",0.419594202514668,0.337414963975434,"DC",2022-10-21,1,1,1,1,1,1,1,0,1,0,1,1
"315",0.947352806174593,0.60348254283856,"DC",2022-10-22,1,1,0,1,1,1,1,1,0,0,1,1
"316",1.22735702894687,0.645101726335089,"DC",2022-10-23,1,1,1,1,1,1,1,0,0,1,1,1
"317",0.308421527700132,0.456580641879162,"DC",2022-10-24,1,1,1,1,1,1,1,1,1,1,1,1
"318",0.917029932268426,0.836190550164066,"DC",2022-10-25,1,0,1,1,1,1,1,0,1,0,1,1
"319",1.99292608022264,0.66158129979906,"DC",2022-10-26,1,0,1,1,1,1,1,1,1,0,1,0
"320",2.11816510389279,0.820129544412499,"DC",2022-10-27,1,0,1,1,1,0,1,0,1,0,1,0
"321",1.10171215517869,0.592252879503195,"DC",2022-10-28,1,1,1,0,1,1,1,1,1,0,1,0
"322",0.989259271881981,0.575106204871558,"DC",2022-10-29,1,1,1,0,1,1,1,1,1,0,1,0
"323",0.250870270755208,0.523563990866072,"DC",2022-10-30,1,1,1,1,1,1,1,0,1,1,1,0
"324",2.4968853202716,0.576212686258429,"DC",2022-10-31,0,1,1,0,1,0,0,1,1,0,1,1
"325",0.965031529335937,0.479632639848723,"DC",2022-11-01,1,1,1,1,1,1,1,1,0,0,1,1
"326",0.733224022349072,0.605177648246651,"DC",2022-11-02,1,1,1,1,1,1,1,1,1,0,1,0
"327",1.84012200474978,1.02716512738259,"DC",2022-11-03,1,0,0,1,0,0,1,0,0,0,0,0
"328",1.77765201371089,0.81406900759832,"DC",2022-11-04,1,1,1,1,0,1,1,0,1,1,0,0
"329",1.8029168949503,0.988323071416245,"DC",2022-11-05,1,0,1,0,0,1,1,0,0,0,0,0
"330",0.836178785536768,0.697307096186607,"DC",2022-11-06,1,0,1,1,1,1,1,0,1,0,1,1
"331",1.05590003747635,0.686336974425167,"DC",2022-11-07,1,1,0,1,1,1,1,1,0,0,1,1
"332",1.13920503158756,0.424981617082687,"DC",2022-11-08,1,1,1,0,1,1,1,1,1,0,1,0
"333",2.37531866660196,0.29337733758659,"DC",2022-11-09,1,1,1,0,1,0,1,0,0,0,1,0
"334",1.35197190355314,0.73457177845244,"DC",2022-11-10,1,1,0,0,1,1,1,1,0,0,1,0
"335",0.286515440487122,0.554550912376561,"DC",2022-11-11,1,1,1,1,1,1,1,1,1,0,1,0
"336",2.72012184346824,0.209555465307421,"DC",2022-11-12,1,1,1,0,1,0,1,0,0,0,1,0
"337",0.488129614007196,0.185963909404579,"DE",2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
"338",0.791105813514938,0.307963729024205,"DE",2022-10-03,1,1,1,1,1,1,1,0,1,1,1,0
"339",0.786473748929446,0.278359001229066,"DE",2022-10-04,1,1,1,1,1,1,1,0,0,1,1,1
"340",1.31302690086292,0.0419062687476908,"DE",2022-10-05,1,1,1,1,1,0,1,1,1,1,1,1
"341",1.7009377968972,0.679754525571003,"DE",2022-10-06,1,0,1,1,1,0,1,0,1,1,1,0
"342",0.740728440991282,0.468966176973908,"DE",2022-10-07,1,1,1,1,1,1,1,1,1,0,1,0
"343",0.113415098092439,0.048767230947451,"DE",2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
"344",1.15318961689551,0.775607902415675,"DE",2022-10-09,1,1,1,1,1,0,1,1,1,0,1,0
"345",0.249181204034565,0.0551654183558933,"DE",2022-10-10,1,1,1,1,1,1,1,1,1,0,1,0
"346",0.66462205111206,0.531755931727938,"DE",2022-10-11,1,0,1,1,1,1,1,0,1,0,1,1
"347",0.879524969003214,0.476190969180935,"DE",2022-10-12,1,1,0,1,1,1,1,0,0,0,1,0
"348",0.152570163476335,0.068568128682077,"DE",2022-10-13,1,1,1,1,1,1,1,1,0,0,1,0
"349",0.800638702660641,0.246760533699997,"DE",2022-10-14,1,1,1,1,1,1,1,1,1,0,1,0
"350",1.87864679269056,0.779396124471982,"DE",2022-10-15,1,0,0,1,1,0,1,1,0,0,1,1
"351",0.418750044310663,0.39406920497988,"DE",2022-10-16,1,1,1,1,1,1,1,1,1,0,1,0
"352",1.75359035158739,0.806202926657659,"DE",2022-10-17,1,1,0,1,1,1,1,1,0,0,1,0
"353",1.24876553728861,0.702550082489652,"DE",2022-10-18,1,1,1,1,1,0,1,0,0,0,1,0
"354",0.705432785629936,0.43972113507739,"DE",2022-10-19,1,1,1,1,1,1,1,0,1,1,1,0
"355",0.271754681302339,0.128657918747137,"DE",2022-10-20,1,1,1,1,1,1,1,0,1,0,1,0
"356",0.289858096893885,0.142032180894645,"DE",2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
"357",0.328737001885283,0.156961695677733,"DE",2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
"358",0.320009830416637,0.459491493791167,"DE",2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
"359",2.60213177107367,0.397859172943752,"DE",2022-10-24,1,1,1,0,0,0,1,1,0,0,0,0
"360",0.150280357572401,0.212320468398918,"DE",2022-10-25,1,1,1,1,1,1,1,1,1,1,1,1
"361",1.33642405439206,0.842298392182612,"DE",2022-10-26,1,0,1,1,1,0,1,0,1,0,1,0
"362",3.20069521581337,0.810415081600107,"DE",2022-10-27,1,0,1,1,1,0,1,0,1,1,1,0
"363",1.19054668324958,0.804747020723674,"DE",2022-10-28,1,0,1,1,1,0,1,0,1,0,1,1
"364",0.689902801225288,0.584775045199672,"DE",2022-10-29,1,1,1,1,1,1,1,0,1,0,1,0
"365",0.851494292933398,0.417093927804486,"DE",2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1
"366",2.77517204988231,0.410173801996144,"DE",2022-10-31,1,1,1,0,1,0,1,1,0,0,1,0
"367",1.12252182909837,0.559697966824313,"DE",2022-11-01,1,1,1,0,1,1,1,1,1,0,1,0
"368",0.303696691394055,0.453704838651907,"DE",2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
"369",1.91998007161126,0.493988755725719,"DE",2022-11-03,1,1,1,0,1,0,1,1,1,0,1,0
"370",0.353019623840985,0.476396592550521,"DE",2022-11-04,1,1,1,1,1,1,1,1,1,1,1,1
"371",2.74453647293223,0.559855278070653,"DE",2022-11-05,1,1,1,0,1,0,1,0,1,0,1,0
"372",0.530327283414045,0.549997124436375,"DE",2022-11-06,1,1,1,1,1,1,1,1,1,1,1,1
"373",0.212893528944814,0.517128611002315,"DE",2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1
"374",0.492152641117718,0.722609749195234,"DE",2022-11-08,1,1,1,1,1,1,1,1,1,1,1,1
"375",1.22401471846372,1.1203030627996,"DE",2022-11-09,1,1,1,0,0,1,1,1,0,0,0,0
"376",NA,NA,"DE",2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",1.54104112736389,0.71418804652878,"DE",2022-11-11,1,1,1,0,1,0,1,1,0,0,1,0
"378",0.699339861775177,0.516186091360676,"DE",2022-11-12,1,1,1,1,1,1,1,1,1,0,1,0
"379",1.53841723535903,0.244520102604146,"FL",2022-10-02,1,1,1,1,0,1,1,0,0,0,0,0
"380",8.57940967015742,0.466952249788144,"FL",2022-10-03,1,0,1,0,1,0,1,0,1,0,1,0
"381",2.03359896081227,0.215482838936354,"FL",2022-10-04,1,1,1,1,1,0,1,0,0,0,1,0
"382",3.83605932825026,0.287715057641458,"FL",2022-10-05,1,0,0,1,0,1,1,0,0,0,0,0
"383",3.58962995990971,0.47245271450877,"FL",2022-10-06,1,0,1,1,0,0,1,0,0,0,0,0
"384",2.41335675750384,0.436629929687648,"FL",2022-10-07,1,1,0,0,1,0,1,0,1,0,1,1
"385",0.799707134591734,0.299074969585156,"FL",2022-10-08,1,1,1,1,1,1,1,0,0,0,1,0
"386",4.11084329738611,0.55621437346389,"FL",2022-10-09,1,0,1,1,1,0,1,0,0,0,1,0
"387",3.49185408728476,0.351120725479372,"FL",2022-10-10,1,0,1,0,0,1,1,0,0,0,0,0
"388",3.86058803722655,0.473721679360024,"FL",2022-10-11,1,0,1,0,1,0,1,0,0,0,1,0
"389",4.59579251399104,0.497451039807263,"FL",2022-10-12,0,0,0,1,1,0,0,0,0,0,1,0
"390",1.94836365913736,0.385770312737187,"FL",2022-10-13,0,1,1,0,1,1,0,0,1,0,1,0
"391",1.44634215894576,0.405217396847707,"FL",2022-10-14,1,1,1,1,1,1,1,0,0,0,1,0
"392",1.71907397443339,0.379880782960211,"FL",2022-10-15,1,0,1,1,0,1,1,0,0,0,0,0
"393",1.8779318244274,0.0882576032846025,"FL",2022-10-16,1,1,1,0,1,0,1,0,1,1,1,0
"394",1.83426479586672,0.452078556762404,"FL",2022-10-17,1,1,1,1,1,1,1,1,0,0,1,0
"395",1.61421493760867,0.247753129611137,"FL",2022-10-18,1,1,1,1,1,0,1,0,1,0,1,0
"396",1.92650001698845,0.504195619683347,"FL",2022-10-19,1,1,0,1,1,1,1,0,0,0,1,0
"397",1.82349394864855,0.452496532195909,"FL",2022-10-20,1,1,0,1,0,1,1,0,0,0,0,0
"398",2.65753412194703,0.506628210939012,"FL",2022-10-21,1,1,0,0,1,1,1,0,0,0,1,1
"399",2.12485718431808,0.567685067224457,"FL",2022-10-22,0,0,0,1,1,1,0,0,0,1,1,0
"400",1.37306841975052,0.542785305143231,"FL",2022-10-23,1,1,0,1,1,1,1,0,0,1,1,1
"401",2.31624631029932,0.528561306999659,"FL",2022-10-24,1,0,0,1,1,1,1,0,0,0,1,0
"402",0.514498615019353,0.454642839269338,"FL",2022-10-25,1,1,1,1,1,1,1,1,1,0,1,0
"403",2.88803435846681,0.556177509679404,"FL",2022-10-26,1,1,0,1,1,1,1,1,0,1,1,0
"404",1.8398415095408,0.532655280061056,"FL",2022-10-27,1,1,1,1,1,1,1,0,1,0,1,0
"405",2.0097394736471,0.573278674277922,"FL",2022-10-28,1,1,1,0,1,1,1,1,0,0,1,0
"406",2.88167624962121,0.411236637465083,"FL",2022-10-29,1,1,1,0,1,0,1,1,0,0,1,0
"407",2.59353658925164,0.611339747703157,"FL",2022-10-30,1,1,0,1,1,1,1,0,0,0,1,0
"408",12.1011908037628,0.595262223880092,"FL",2022-10-31,0,1,0,0,1,0,0,0,0,0,1,0
"409",6.94179695329167,0.602837562152454,"FL",2022-11-01,1,0,1,0,1,0,1,0,0,0,1,0
"410",4.07458090944524,0.574894818334359,"FL",2022-11-02,1,1,1,0,1,0,1,1,0,0,1,0
"411",7.66649285626048,0.606572762507028,"FL",2022-11-03,1,0,1,0,1,0,1,0,0,0,1,0
"412",12.5019207433373,0.649940568508518,"FL",2022-11-04,0,1,0,0,1,0,0,1,0,0,1,0
"413",5.01714270971427,0.510305681820636,"FL",2022-11-05,1,1,1,0,1,0,1,0,1,0,1,0
"414",3.7582560402797,0.585430971189874,"FL",2022-11-06,1,1,1,0,1,0,1,0,0,0,1,0
"415",8.30716653428133,0.599237264986212,"FL",2022-11-07,1,1,1,0,0,0,1,0,0,0,0,0
"416",8.23458471747611,0.709612105350447,"FL",2022-11-08,0,1,0,0,0,0,0,0,0,0,0,0
"417",3.64186278962219,0.642035674293914,"FL",2022-11-09,1,0,1,0,1,0,1,0,1,0,1,0
"418",5.81094239574739,0.835093437039966,"FL",2022-11-10,1,0,1,0,0,0,1,0,0,0,0,0
"419",1.08704313370283,0.550196027463601,"FL",2022-11-11,1,1,1,1,1,1,1,0,0,0,1,0
"420",0.253020217554933,0.44804595223773,"FL",2022-11-12,1,1,1,1,1,1,1,1,1,0,1,0
"421",0.704090675214725,0.249633609638657,"GA",2022-10-02,1,1,1,1,1,1,1,0,0,0,1,1
"422",1.47553727067186,0.360523227026699,"GA",2022-10-03,0,1,1,1,1,1,0,0,1,0,1,0
"423",1.52255984822595,0.277357359872789,"GA",2022-10-04,1,0,1,1,1,1,1,0,1,1,1,0
"424",1.91649276842132,0.475615844852158,"GA",2022-10-05,1,1,1,1,1,0,1,0,0,0,1,0
"425",2.11979254118852,0.568577247819328,"GA",2022-10-06,0,1,0,0,1,0,0,0,0,0,1,1
"426",1.73878446435999,0.683788536250511,"GA",2022-10-07,1,1,1,0,1,0,1,0,1,0,1,0
"427",1.97778217817608,0.450105999858682,"GA",2022-10-08,1,0,1,0,1,1,1,0,0,0,1,0
"428",1.44350017586998,0.543225375355541,"GA",2022-10-09,1,1,1,1,1,0,1,0,1,1,1,0
"429",0.980590756177713,0.444980892419498,"GA",2022-10-10,1,0,1,1,1,1,1,0,0,0,1,0
"430",2.89000129018212,0.438471456049877,"GA",2022-10-11,1,0,1,1,0,0,1,0,0,0,0,0
"431",6.65009737873129,0.584150934888433,"GA",2022-10-12,1,0,0,0,1,0,1,0,0,0,1,0
"432",1.57759423257863,0.445087471562138,"GA",2022-10-13,1,1,1,1,1,1,1,0,1,0,1,0
"433",2.52485799075626,0.557012334920233,"GA",2022-10-14,0,1,0,1,1,0,0,0,0,0,1,0
"434",0.82901419772051,0.390084701803639,"GA",2022-10-15,1,1,1,1,1,1,1,0,1,0,1,0
"435",1.4827920730199,0.384329281512994,"GA",2022-10-16,1,0,0,1,1,1,1,0,0,1,1,0
"436",4.4654939396793,0.614653796880863,"GA",2022-10-17,1,0,1,1,0,0,1,0,0,0,0,0
"437",5.35092983536712,0.776760986450734,"GA",2022-10-18,0,1,1,0,1,0,0,0,0,0,1,0
"438",5.80299429694807,0.60614310994754,"GA",2022-10-19,1,1,0,0,0,0,1,1,0,0,0,0
"439",3.5043790087968,0.695326438058284,"GA",2022-10-20,1,0,0,1,1,0,1,0,0,0,1,0
"440",3.04046033777772,0.694237086272323,"GA",2022-10-21,1,1,0,1,0,0,1,0,0,1,0,0
"441",1.98873601146873,0.279381664545446,"GA",2022-10-22,1,1,1,0,1,0,1,0,1,0,1,0
"442",2.48895890909864,0.684499521616792,"GA",2022-10-23,1,0,0,1,1,0,1,0,0,1,1,0
"443",3.88697011990773,0.61925447292028,"GA",2022-10-24,1,1,1,0,0,0,1,1,0,0,0,0
"444",1.93353300213846,0.650207123493477,"GA",2022-10-25,1,0,0,0,1,1,1,0,0,1,1,0
"445",5.23466657387668,0.636360284658914,"GA",2022-10-26,1,1,1,0,0,0,1,0,0,0,0,0
"446",2.57269142316681,0.555589831063124,"GA",2022-10-27,0,1,1,0,1,1,0,0,0,0,1,1
"447",2.61854562602929,0.813373376473396,"GA",2022-10-28,1,1,0,0,1,0,1,1,0,0,1,0
"448",2.6084363264831,0.638025779061858,"GA",2022-10-29,1,0,1,0,0,1,1,0,1,0,0,0
"449",1.16648840528596,0.595029282722349,"GA",2022-10-30,1,1,1,1,1,1,1,0,1,1,1,0
"450",2.99351241989808,0.56582423148936,"GA",2022-10-31,0,1,1,0,1,0,0,1,1,0,1,0
"451",2.43026108403258,0.57623769440949,"GA",2022-11-01,1,1,0,1,0,1,1,0,0,0,0,1
"452",1.36424947693762,0.587439803823341,"GA",2022-11-02,1,1,1,1,1,1,1,0,0,0,1,1
"453",7.37075616101573,0.765966804063753,"GA",2022-11-03,0,0,0,0,0,1,0,0,0,0,0,0
"454",4.49556624323644,0.59723056356801,"GA",2022-11-04,1,0,0,0,1,0,1,0,0,0,1,0
"455",5.3080354629949,0.76051050307859,"GA",2022-11-05,1,0,1,0,0,1,1,0,0,0,0,0
"456",5.44023810194339,0.847277369514179,"GA",2022-11-06,0,0,0,0,1,1,0,0,1,0,1,0
"457",6.11373248666941,0.680815652464842,"GA",2022-11-07,1,1,0,0,0,0,1,1,0,0,0,0
"458",7.32849726408139,0.660080971928863,"GA",2022-11-08,1,1,0,0,0,0,1,0,0,0,0,0
"459",9.32059005582163,0.781207873000132,"GA",2022-11-09,1,1,0,0,0,0,1,0,0,0,0,0
"460",10.2574702657558,0.793770417566481,"GA",2022-11-10,1,0,0,0,1,0,1,0,0,0,1,0
"461",8.5366158481839,0.702017822975139,"GA",2022-11-11,1,1,0,0,1,0,1,1,0,0,1,0
"462",3.42010211099266,0.890628407160795,"GA",2022-11-12,1,0,1,0,0,0,1,0,1,0,0,0
"463",2.47707895840085,0.863139804642554,"HI",2022-10-02,0,1,0,1,1,0,0,0,0,1,1,0
"464",0.0906473246285048,0.0386926407431396,"HI",2022-10-03,1,1,1,1,1,1,1,1,1,0,1,0
"465",NA,NA,"HI",2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",0.311736995340524,0.0419062687476908,"HI",2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
"467",0.206918647355136,0.0438862342677514,"HI",2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
"468",0.899170648810334,0.373552111957799,"HI",2022-10-07,0,1,1,1,1,1,0,1,1,0,1,1
"469",0.783107256894967,0.364097224949474,"HI",2022-10-08,1,1,0,1,1,1,1,1,0,0,1,1
"470",0.543592692024218,0.343084020094407,"HI",2022-10-09,1,1,1,1,1,1,1,1,1,0,1,0
"471",0.131799054044939,0.0551654183558933,"HI",2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1
"472",NA,NA,"HI",2022-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",2.0968856205465,0.62247220617465,"HI",2022-10-12,1,0,1,1,1,0,1,0,0,1,1,0
"474",1.11043754667055,0.347254903117128,"HI",2022-10-13,1,0,1,1,1,1,1,0,1,1,1,0
"475",0.492662329950667,0.074322666885827,"HI",2022-10-14,1,1,1,1,1,1,1,1,1,1,1,1
"476",0.0564265270887782,0.0808551658427792,"HI",2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1
"477",0.0585370994085999,0.0882576032846025,"HI",2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1
"478",0.60485702142116,0.0966294142069404,"HI",2022-10-17,1,1,1,1,1,1,1,0,1,1,1,0
"479",1.23390505052378,0.314675661805519,"HI",2022-10-18,0,1,1,1,1,1,0,0,0,0,1,0
"480",0.667614018685117,0.387761407330779,"HI",2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
"481",0.79505136569074,0.382804955311953,"HI",2022-10-20,1,1,1,1,1,1,1,1,1,0,1,0
"482",1.25979026410444,0.378267498297465,"HI",2022-10-21,0,1,1,1,1,1,0,1,0,0,1,0
"483",0.33919222485437,0.386665758148608,"HI",2022-10-22,1,1,1,1,1,1,1,1,0,0,1,0
"484",0.848477942185767,0.602451333805751,"HI",2022-10-23,1,1,1,0,1,1,1,1,1,0,1,0
"485",NA,NA,"HI",2022-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",1.05054141397711,0.864873969290517,"HI",2022-10-26,0,1,1,1,1,1,0,1,1,0,1,0
"488",1.87884948570535,0.584309754991539,"HI",2022-10-27,1,1,1,0,1,0,1,0,1,0,1,0
"489",1.37321179001799,0.358823051571237,"HI",2022-10-28,1,1,1,1,1,0,1,0,1,0,1,0
"490",0.963036769028384,1.36668530447084,"HI",2022-10-29,1,1,0,1,1,1,1,1,0,0,1,1
"491",1.5142876616721,0.346113885763429,"HI",2022-10-30,1,1,1,0,1,0,1,1,1,0,1,0
"492",0.231302730120031,0.51683343876605,"HI",2022-10-31,1,1,1,1,1,1,1,1,1,1,1,1
"493",0.222979966652914,0.511658770638959,"HI",2022-11-01,1,1,1,1,1,1,1,1,1,1,1,1
"494",1.37600423265708,0.672110935349605,"HI",2022-11-02,0,1,1,1,1,1,0,1,0,0,1,0
"495",1.4718429658007,0.513776916894571,"HI",2022-11-03,1,1,1,0,1,0,1,1,1,0,1,0
"496",0.770728198016635,0.676121824840542,"HI",2022-11-04,1,1,0,1,1,1,1,0,0,1,1,1
"497",2.77080959223934,0.580533157426266,"HI",2022-11-05,1,1,1,0,1,0,1,0,0,0,1,0
"498",1.63734219758377,0.626463968959466,"HI",2022-11-06,1,1,1,0,1,0,1,1,1,0,1,0
"499",0.447408225078881,0.673899791629265,"HI",2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1
"500",0.29721769042286,0.458051409539636,"HI",2022-11-08,1,1,1,1,1,1,1,1,1,0,1,0
"501",0.812610107782952,0.691982670501834,"HI",2022-11-09,1,0,1,1,1,1,1,0,1,0,1,1
"502",1.28680973689384,0.837380463080804,"HI",2022-11-10,1,0,0,1,1,1,1,0,0,0,1,0
"503",1.41041119054523,0.600161522134338,"HI",2022-11-11,1,1,1,1,1,0,1,1,1,0,1,0
"504",0.812416679730276,0.592796692670074,"HI",2022-11-12,1,0,1,1,1,1,1,0,1,0,1,0
"505",0.791059217794715,0.0374012755250621,"IA",2022-10-02,1,1,1,1,1,0,1,0,1,1,1,0
"506",1.18263405615019,0.239142510206627,"IA",2022-10-03,1,0,1,1,1,1,1,0,0,0,1,0
"507",1.15845736698203,0.241422892400611,"IA",2022-10-04,1,1,1,1,1,1,1,0,1,1,1,0
"508",1.46369447372088,0.0419062687476908,"IA",2022-10-05,1,1,1,1,1,0,1,1,1,1,1,1
