"","es_score","brier_score","location","target_date","X21L_50_CI","X22A_50_CI","X22D_50_CI","X22E_50_CI","other_50_CI","X22B_50_CI","X21L_95_CI","X22A_95_CI","X22D_95_CI","X22E_95_CI","other_95_CI","X22B_95_CI"
"39",NA,NA,"AK",2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.184251927953105,0.0374012755250621,"AL",2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
"44",0.0270798562164478,0.0386926407431396,"AL",2022-10-03,1,1,1,1,1,1,1,1,1,1,1,1
"45",NA,NA,"AL",2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",0.100130190458755,0.0419062687476908,"AL",2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
"47",NA,NA,"AL",2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",0.113510088217125,0.048767230947451,"AL",2022-10-08,1,1,1,1,1,1,1,1,1,0,1,0
"50",0.23596879560567,0.0517523006505608,"AL",2022-10-09,1,1,1,1,1,1,1,0,1,1,1,0
"51",0.128445319658426,0.0551654183558933,"AL",2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1
"52",0.265144591070266,0.0590627906220247,"AL",2022-10-11,1,1,1,1,1,1,1,1,1,1,1,1
"53",1.6691451852102,0.754826842374015,"AL",2022-10-12,1,1,1,0,1,0,1,0,0,0,1,0
"54",0.564438838730744,0.347254903117128,"AL",2022-10-13,1,1,1,1,1,1,1,0,1,1,1,0
"55",0.486361662689008,0.074322666885827,"AL",2022-10-14,1,1,1,1,1,1,1,1,1,0,1,0
"56",0.0560650682447804,0.0808551658427792,"AL",2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1
"57",0.832160920830654,0.376537342739484,"AL",2022-10-16,1,1,0,1,1,1,1,1,0,0,1,0
"58",0.890998251220673,0.806202926657659,"AL",2022-10-17,1,1,0,1,1,1,1,1,0,1,1,0
"59",0.0727358884190866,0.106077141638788,"AL",2022-10-18,1,1,1,1,1,1,1,1,1,0,1,0
"60",0.254255573020467,0.116713802066232,"AL",2022-10-19,1,1,1,1,1,1,1,1,1,0,1,0
"61",0.0931651366999117,0.128657918747137,"AL",2022-10-20,1,1,1,1,1,1,1,1,1,0,1,0
"62",0.0980166953186747,0.142032180894645,"AL",2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
"63",0.108678083665723,0.156961695677733,"AL",2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
"64",0.353169806091106,0.173571813762,"AL",2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
"65",0.130174808629981,0.191985527968537,"AL",2022-10-24,1,1,1,1,1,1,1,1,1,1,1,1
"66",0.418351125057098,0.212320468398918,"AL",2022-10-25,1,1,1,1,1,1,1,1,1,0,1,0
"67",0.718573725451112,0.677946692224828,"AL",2022-10-26,1,0,1,1,1,1,1,0,1,0,1,0
"68",1.95426808076832,1.38389973920038,"AL",2022-10-27,1,1,0,1,1,0,1,1,0,0,1,0
"69",NA,NA,"AL",2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",0.271485986862219,0.531728966440432,"AL",2022-10-29,1,1,1,1,1,1,1,1,1,1,1,1
"71",0.863598045271021,0.840531280628825,"AL",2022-10-30,1,0,1,1,1,1,1,0,1,1,1,0
"72",0.939150321499803,0.434553147543551,"AL",2022-10-31,1,1,1,1,1,0,1,1,1,1,1,1
"73",0.915448952907661,0.638071749930108,"AL",2022-11-01,1,0,1,1,1,1,1,0,1,0,1,0
"74",0.370683434348644,0.489995478560828,"AL",2022-11-02,1,1,1,1,1,1,1,0,0,0,1,0
"75",1.53583004871637,0.785447226022981,"AL",2022-11-03,1,0,1,1,1,1,1,0,1,0,1,1
"76",0.328894498113154,0.476396592550521,"AL",2022-11-04,1,1,1,1,1,1,1,1,1,0,1,0
"77",0.959955947205826,1.36003159048714,"AL",2022-11-05,1,1,0,1,1,1,1,1,0,1,1,0
"78",0.296587270113441,0.397063435390192,"AL",2022-11-06,1,1,1,1,1,1,1,1,1,0,1,0
"79",0.726010481322352,0.548482847127705,"AL",2022-11-07,1,1,1,1,1,1,1,1,1,0,1,0
"80",1.14880543997522,0.722609749195234,"AL",2022-11-08,1,1,1,0,1,0,1,1,1,1,1,1
"81",1.18001842318383,0.811724373383122,"AL",2022-11-09,1,0,1,0,1,1,1,0,1,0,1,1
"82",1.25877004050568,0.582998396950313,"AL",2022-11-10,1,1,1,1,1,0,1,1,0,1,1,0
"83",0.177871819741366,0.235276644072122,"AL",2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
"84",0.90813359005959,0.686536439168039,"AL",2022-11-12,1,1,1,1,1,0,1,1,1,0,1,0
"85",0.41036238277622,0.0374012755250621,"AR",2022-10-02,1,1,1,1,1,1,1,0,1,1,1,0
"86",1.32342085402031,0.356047851931538,"AR",2022-10-03,1,0,1,1,1,1,1,0,1,1,1,0
"87",0.648111339572666,0.37765252417824,"AR",2022-10-04,1,1,1,1,1,1,1,0,1,1,1,0
"88",3.26362437815715,0.0419062687476908,"AR",2022-10-05,1,0,1,1,1,0,1,0,0,0,1,0
"89",0.458848799575025,0.0438862342677514,"AR",2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
"90",1.72395694643504,0.383971646098099,"AR",2022-10-07,1,1,1,1,0,1,1,0,1,0,0,0
"91",0.489838538311211,0.290058142766749,"AR",2022-10-08,1,1,1,1,1,1,1,0,1,0,1,0
"92",0.239157030383139,0.0517523006505608,"AR",2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
"93",0.8517295887011,0.0551654183558933,"AR",2022-10-10,1,1,1,1,1,0,1,1,1,1,1,1
"94",1.56335689733854,0.216627170990663,"AR",2022-10-11,1,1,1,0,1,1,1,0,1,0,1,1
"95",0.554128015809291,0.344762465544092,"AR",2022-10-12,1,1,1,1,1,1,1,1,0,1,1,0
"96",0.592884348776704,0.300807107377953,"AR",2022-10-13,1,1,1,1,1,1,1,0,0,1,1,1
"97",0.605806773997049,0.419198400514168,"AR",2022-10-14,1,1,1,1,1,1,1,0,1,1,1,0
"98",0.669355087328817,0.535667686535513,"AR",2022-10-15,1,0,1,1,1,1,1,0,1,0,1,1
"99",0.637301782531033,0.425306207261687,"AR",2022-10-16,1,1,1,1,1,1,1,0,1,0,1,1
"100",1.04051005291517,0.480750005834017,"AR",2022-10-17,1,0,1,1,1,1,1,0,0,0,1,1
"101",1.83100150615793,0.232948801050158,"AR",2022-10-18,1,1,1,0,1,0,1,0,1,0,1,0
"102",0.776837291204827,0.762728468088548,"AR",2022-10-19,1,0,1,1,1,1,1,0,1,1,1,0
"103",0.726738761470971,0.446341714453157,"AR",2022-10-20,1,1,1,1,1,1,1,0,1,1,1,0
"104",1.35680739073803,0.817619875382183,"AR",2022-10-21,0,1,0,1,1,1,0,1,0,1,1,0
"105",1.75788481365578,0.156961695677734,"AR",2022-10-22,1,1,1,0,1,0,1,0,1,1,1,0
"106",0.630800038793424,0.173571813762,"AR",2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
"107",2.03166587862993,0.472873839088045,"AR",2022-10-24,1,0,1,0,1,1,1,0,0,0,1,0
"108",2.90834432849972,0.526108397677904,"AR",2022-10-25,0,1,1,0,1,1,0,0,1,0,1,0
"109",0.97886460075489,0.513594992267044,"AR",2022-10-26,1,0,1,1,1,1,1,0,1,0,1,1
"110",1.56477667130619,0.440089856830829,"AR",2022-10-27,1,1,1,0,1,0,1,0,1,0,1,1
"111",0.924631737592861,0.2858762303425,"AR",2022-10-28,1,1,1,1,1,0,1,1,1,0,1,0
"112",1.41604894485644,0.314842774284804,"AR",2022-10-29,1,1,1,0,1,0,1,1,1,0,1,0
"113",1.45867225125206,0.865686751144524,"AR",2022-10-30,0,0,1,0,1,1,0,1,0,1,1,1
"114",3.10398613536868,0.623502183124881,"AR",2022-10-31,1,0,1,0,1,1,1,0,0,0,1,0
"115",0.723142446433033,0.633015985443368,"AR",2022-11-01,1,0,1,1,1,1,1,0,1,1,1,0
"116",10.3184789321491,0.6461323859514,"AR",2022-11-02,1,0,1,0,1,0,1,0,0,0,1,0
"117",5.85532235846483,0.557066397839847,"AR",2022-11-03,1,1,1,0,1,0,1,0,1,0,1,0
"118",0.354532928884162,0.506355670939776,"AR",2022-11-04,1,1,1,1,1,1,1,0,1,1,1,0
"119",2.380017704848,0.891730775384296,"AR",2022-11-05,1,0,1,0,1,1,1,0,1,0,1,1
"120",0.968193964475864,0.882850490198385,"AR",2022-11-06,1,0,1,1,1,1,1,0,1,0,1,0
"121",1.73613730834971,0.673899791629265,"AR",2022-11-07,1,1,1,0,1,0,1,0,1,1,1,0
"122",4.74148588301942,0.868911266488848,"AR",2022-11-08,1,0,1,0,1,0,1,0,0,0,1,0
"123",2.05770481635931,0.67655078680671,"AR",2022-11-09,1,1,1,0,1,0,1,0,1,0,1,0
"124",5.10219613634343,0.822839718757123,"AR",2022-11-10,1,1,1,0,1,0,1,1,1,0,1,0
"125",1.32343951946201,0.873825180680999,"AR",2022-11-11,1,1,1,0,1,0,1,1,1,0,1,0
"126",0.64927622268568,0.925026926098348,"AR",2022-11-12,1,1,1,1,1,1,1,1,1,0,1,0
"127",2.67061794527082,0.55399122078768,"AZ",2022-10-02,1,1,1,0,1,0,1,0,1,0,1,0
"128",1.90281549796767,0.342490733811841,"AZ",2022-10-03,1,1,1,0,1,1,1,0,0,0,1,1
"129",1.07636594864712,0.35537949329453,"AZ",2022-10-04,1,1,1,1,1,1,1,0,1,1,1,0
"130",1.43798931450247,0.169718286459881,"AZ",2022-10-05,1,1,1,1,1,0,1,0,1,0,1,0
"131",0.937958829287025,0.226790580230851,"AZ",2022-10-06,1,1,1,1,1,1,1,0,0,0,1,0
"132",0.754886066723039,0.26693651732715,"AZ",2022-10-07,1,1,1,1,1,1,1,0,0,0,1,0
"133",1.98364068918648,0.634545096041166,"AZ",2022-10-08,1,0,1,0,1,0,1,0,1,0,1,0
"134",0.573324181195066,0.259846385967594,"AZ",2022-10-09,1,1,1,1,1,1,1,0,1,0,1,0
"135",4.34575982056441,0.315639025666405,"AZ",2022-10-10,1,0,1,0,0,1,1,0,1,1,0,0
"136",1.68507158357102,0.147692754579383,"AZ",2022-10-11,1,1,1,0,1,0,1,1,1,0,1,0
"137",1.41724316804716,0.376308718748616,"AZ",2022-10-12,1,0,1,1,1,1,1,0,0,0,1,0
"138",2.10102484660847,0.435928128200608,"AZ",2022-10-13,1,1,1,0,1,1,1,0,1,0,1,0
"139",0.695247616470898,0.339906914028427,"AZ",2022-10-14,1,1,1,1,1,1,1,0,1,0,1,0
"140",0.911456140795117,0.20725651520169,"AZ",2022-10-15,1,1,1,1,1,1,1,1,1,0,1,0
"141",0.8259421170901,0.310666040881168,"AZ",2022-10-16,1,1,1,1,1,1,1,1,1,0,1,0
"142",5.00437347921666,0.247242400716879,"AZ",2022-10-17,1,0,0,1,1,0,1,0,0,0,1,0
"143",2.03441267504863,0.436287040353043,"AZ",2022-10-18,1,1,1,0,1,1,1,1,1,0,1,0
"144",3.96363571426697,0.549990058698639,"AZ",2022-10-19,1,0,1,0,0,0,1,0,0,0,0,0
"145",2.37140254291884,0.501211326334739,"AZ",2022-10-20,1,0,1,0,1,1,1,0,0,0,1,0
"146",1.37700429596226,0.292326629418328,"AZ",2022-10-21,1,1,1,1,1,0,1,0,0,0,1,0
"147",0.445044682640567,0.616369820619483,"AZ",2022-10-22,1,1,1,1,1,1,1,1,1,0,1,0
"148",1.11641728855523,0.280791693772938,"AZ",2022-10-23,1,1,1,1,1,0,1,1,0,0,1,0
"149",1.52804405558532,0.500295212635657,"AZ",2022-10-24,1,0,1,1,1,1,1,0,1,0,1,0
"150",2.04476045164267,0.553164711421346,"AZ",2022-10-25,0,1,0,1,1,1,0,1,0,0,1,0
"151",1.86203310713172,0.479158704582439,"AZ",2022-10-26,1,0,1,1,1,1,1,0,0,0,1,0
"152",2.16111036614893,0.639062077748484,"AZ",2022-10-27,1,1,1,1,1,0,1,1,1,1,1,1
"153",2.71999131064377,0.444218483834981,"AZ",2022-10-28,1,1,1,0,1,0,1,0,0,0,1,0
"154",2.17173439328946,0.688199453140264,"AZ",2022-10-29,1,0,1,1,1,0,1,0,1,0,1,0
"155",2.8726135697866,0.686525418720324,"AZ",2022-10-30,0,0,1,0,1,1,0,0,1,0,1,0
"156",2.7401154887351,0.591377407971916,"AZ",2022-10-31,1,1,0,0,1,1,1,0,0,0,1,0
"157",4.31746879685471,0.548630210753502,"AZ",2022-11-01,1,1,1,0,1,0,1,0,0,0,1,0
"158",7.59200125188989,0.590995589920255,"AZ",2022-11-02,1,1,0,0,0,0,1,1,0,0,0,0
"159",4.67972273593371,0.715670970965037,"AZ",2022-11-03,1,0,1,1,0,0,1,0,0,0,0,0
"160",4.31495610041515,0.536171379583101,"AZ",2022-11-04,1,0,0,0,0,0,1,0,1,1,0,0
"161",8.03439477230872,0.713460490412257,"AZ",2022-11-05,1,1,0,0,0,0,1,1,0,0,0,0
"162",9.42559016215474,0.669013418358643,"AZ",2022-11-06,1,1,1,0,0,0,1,0,0,0,0,0
"163",18.9882357276089,0.609869683930541,"AZ",2022-11-07,0,0,0,0,1,0,0,0,1,0,1,0
"164",9.21209205239528,0.636902491044653,"AZ",2022-11-08,1,0,1,0,0,0,1,0,0,0,0,0
"165",8.34640414134827,0.642729553114755,"AZ",2022-11-09,0,1,1,0,0,0,0,1,0,0,0,0
"166",7.91171922517673,0.657764817123715,"AZ",2022-11-10,1,1,0,0,0,0,1,0,0,0,0,0
"167",21.968940172713,0.892564716998827,"AZ",2022-11-11,1,0,0,0,0,0,1,0,0,0,0,0
"168",14.6792018473635,0.707662064407763,"AZ",2022-11-12,1,1,1,0,0,0,1,0,1,0,0,0
"169",3.80590595805648,0.287170268434247,"CA",2022-10-02,0,0,1,1,1,1,0,0,0,0,1,0
"170",5.70705801073139,0.264743939924334,"CA",2022-10-03,0,1,1,0,0,1,0,0,0,0,0,0
"171",6.86649853770839,0.277281456633184,"CA",2022-10-04,0,0,0,1,0,1,0,0,0,0,0,0
"172",3.09544676641618,0.271087189391545,"CA",2022-10-05,0,1,1,0,1,1,0,0,0,0,1,0
"173",3.53722607945463,0.334689800597254,"CA",2022-10-06,0,0,1,0,1,1,0,0,1,0,1,0
"174",3.43411485231963,0.323956950354699,"CA",2022-10-07,0,0,1,1,0,1,0,0,1,0,1,0
"175",3.22788780167498,0.291797268483397,"CA",2022-10-08,0,0,1,1,1,1,0,0,0,0,1,0
"176",2.95951567428203,0.309420263852097,"CA",2022-10-09,0,1,0,0,1,1,0,1,0,0,1,0
"177",9.0731455327221,0.274225624399516,"CA",2022-10-10,0,0,0,0,0,0,0,0,0,0,0,0
"178",3.4251059239095,0.369466792682483,"CA",2022-10-11,0,0,1,1,0,1,0,0,1,0,0,0
"179",5.22209627929831,0.41390841654508,"CA",2022-10-12,0,1,1,0,1,0,0,0,0,0,1,0
"180",7.68191251400261,0.412291624242637,"CA",2022-10-13,0,1,0,0,1,1,0,1,0,0,1,0
"181",9.1226855569697,0.406036995787391,"CA",2022-10-14,0,0,1,0,0,1,0,0,0,0,0,0
"182",5.07037469183099,0.370269962319729,"CA",2022-10-15,0,0,0,0,0,1,0,0,0,0,0,0
"183",3.59623321616369,0.385450589884693,"CA",2022-10-16,0,0,0,1,0,1,0,0,0,0,0,1
"184",3.71076819881407,0.42006495817044,"CA",2022-10-17,0,1,0,0,0,1,0,0,0,0,0,1
"185",6.92475071857761,0.50590543021638,"CA",2022-10-18,0,1,0,0,1,0,0,1,0,0,1,0
"186",8.99463308439052,0.518539453256291,"CA",2022-10-19,0,1,0,1,0,0,0,0,0,0,0,0
"187",3.27232708740809,0.45003257903504,"CA",2022-10-20,0,1,1,1,1,1,0,1,0,0,1,0
"188",5.13208145863813,0.393261115266267,"CA",2022-10-21,0,0,1,0,0,0,0,0,0,0,0,0
"189",4.09618385334177,0.48704034926929,"CA",2022-10-22,0,0,1,1,0,1,0,0,0,0,0,0
"190",6.50193887595852,0.512606658235237,"CA",2022-10-23,0,1,1,0,0,1,0,1,0,0,0,0
"191",8.46975728879361,0.566933025612887,"CA",2022-10-24,0,0,0,1,0,0,0,0,0,0,0,0
"192",4.54758476409886,0.547569204558907,"CA",2022-10-25,1,1,1,0,0,0,1,0,0,0,0,0
"193",5.21571078393877,0.555813613749942,"CA",2022-10-26,0,1,1,1,0,1,0,0,0,0,1,0
"194",5.75622253667584,0.554206534304038,"CA",2022-10-27,0,0,0,0,0,1,0,0,0,0,0,0
"195",13.517959397889,0.47024340398298,"CA",2022-10-28,0,0,0,0,1,0,0,0,0,0,1,0
"196",18.1590792738641,0.545583764575575,"CA",2022-10-29,0,0,1,0,0,0,0,0,0,0,0,0
"197",20.2320931774415,0.603912152207267,"CA",2022-10-30,0,0,0,0,0,0,0,0,1,0,0,0
"198",15.9064352088402,0.586912079281758,"CA",2022-10-31,0,0,1,0,0,0,0,0,1,0,0,0
"199",14.9518105684985,0.600837787222093,"CA",2022-11-01,0,1,1,0,0,0,0,0,0,0,0,0
"200",12.5790501095203,0.60287719106595,"CA",2022-11-02,0,1,0,0,0,0,0,1,0,0,0,0
"201",19.6405005592549,0.619662563207597,"CA",2022-11-03,0,0,1,0,0,0,0,0,0,0,0,0
"202",32.7475360592515,0.596751392258087,"CA",2022-11-04,0,0,1,0,0,0,0,0,1,0,0,0
"203",20.9353143119943,0.648478057084632,"CA",2022-11-05,0,1,0,0,0,0,0,0,0,0,0,0
"204",19.8348796952755,0.644753153441585,"CA",2022-11-06,0,1,0,0,0,0,0,0,1,0,0,0
"205",48.6658876064532,0.650583010244658,"CA",2022-11-07,0,1,0,0,0,0,0,0,0,0,0,0
"206",45.7513540307184,0.664363044152682,"CA",2022-11-08,0,1,1,0,0,0,0,0,0,0,0,0
"207",40.5973756500148,0.640318940698823,"CA",2022-11-09,0,0,1,0,0,0,0,0,0,0,0,0
"208",28.6909775751081,0.653028576194478,"CA",2022-11-10,0,1,0,0,0,0,0,0,0,0,0,0
"209",31.7286514964744,0.667617364959743,"CA",2022-11-11,0,1,0,0,0,0,0,0,0,0,0,0
"210",42.6755710029276,0.686616352958068,"CA",2022-11-12,0,1,0,0,0,0,0,1,0,0,0,0
"211",0.27112896511133,0.0374012755250621,"CO",2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
"212",0.746691576072271,0.152615024246667,"CO",2022-10-03,1,1,1,1,1,1,1,0,1,1,1,0
"213",0.438255911805535,0.0401853071893681,"CO",2022-10-04,1,1,1,1,1,1,1,0,1,0,1,0
"214",0.511518700536123,0.205221624713267,"CO",2022-10-05,1,1,1,1,1,1,1,1,0,0,1,0
"215",0.489865363073176,0.226790580230851,"CO",2022-10-06,1,1,1,1,1,1,1,0,1,0,1,1
"216",1.17864174422746,0.551551886598974,"CO",2022-10-07,1,1,0,1,1,0,1,0,0,1,1,1
"217",0.557905138715984,0.410703598676398,"CO",2022-10-08,1,1,1,1,1,1,1,0,1,0,1,0
"218",1.40302972005958,1.01689310300405,"CO",2022-10-09,1,0,1,0,1,0,1,1,1,0,1,0
"219",1.89203705426065,0.484027180237925,"CO",2022-10-10,1,1,1,0,1,0,1,0,1,0,1,0
"220",2.14971849295409,0.51932909308312,"CO",2022-10-11,1,1,0,1,1,0,1,0,0,0,1,0
"221",0.875723283240153,0.280359427476996,"CO",2022-10-12,1,1,0,1,1,1,1,1,0,0,1,1
"222",1.02883527219796,0.520660164134102,"CO",2022-10-13,1,1,1,1,1,1,1,1,1,0,1,0
"223",1.02255842191212,0.496569890779309,"CO",2022-10-14,0,1,1,1,1,1,0,0,1,0,1,1
"224",1.13883747832822,0.586460563278423,"CO",2022-10-15,1,1,1,0,1,1,1,1,1,1,1,1
"225",1.02154532796648,0.338779579059628,"CO",2022-10-16,0,1,1,1,1,1,0,0,1,0,1,0
"226",1.74954044355112,0.0966294142069404,"CO",2022-10-17,1,1,1,0,1,0,1,1,0,0,1,0
"227",0.784631685466959,0.400592488444036,"CO",2022-10-18,1,1,1,1,1,1,1,0,0,0,1,0
"228",0.97999164263659,0.412402098718466,"CO",2022-10-19,1,1,1,1,1,1,1,0,1,1,1,0
"229",1.48315105703435,0.593781743972158,"CO",2022-10-20,1,1,0,1,1,1,1,1,0,1,1,0
"230",0.91983007598397,0.715488539577104,"CO",2022-10-21,1,1,0,1,1,1,1,1,0,0,1,0
"231",0.339109933578657,0.463233778972233,"CO",2022-10-22,1,1,1,1,1,1,1,1,0,0,1,1
"232",0.122866492352889,0.173571813762,"CO",2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
"233",1.44207061103915,0.51188844562389,"CO",2022-10-24,1,1,1,1,0,1,1,0,1,0,0,0
"234",2.19173866375195,0.561480089568139,"CO",2022-10-25,1,0,0,0,1,1,1,0,1,0,1,0
"235",1.42682567017392,0.417298545281978,"CO",2022-10-26,1,1,1,1,1,1,1,0,0,0,1,0
"236",2.21993950870531,0.647363156829412,"CO",2022-10-27,0,0,1,1,1,1,0,0,0,0,1,0
"237",1.35283982048916,0.54956091774633,"CO",2022-10-28,1,1,1,0,1,1,1,1,1,0,1,0
"238",0.738877961119269,0.531728966440432,"CO",2022-10-29,1,1,1,1,1,1,1,1,1,0,1,0
"239",1.09201704393995,0.434838938314751,"CO",2022-10-30,1,1,1,1,1,0,1,1,1,0,1,0
"240",1.38017815054547,0.596408455656753,"CO",2022-10-31,1,1,1,1,1,1,1,0,1,0,1,1
"241",1.26744876049629,0.603182378668078,"CO",2022-11-01,1,1,1,1,1,1,1,0,0,0,1,0
"242",1.79806547313062,0.681493945422549,"CO",2022-11-02,1,0,0,1,1,1,1,1,0,1,1,0
"243",3.06148718465185,0.5485458554725,"CO",2022-11-03,1,1,1,0,1,0,1,1,0,0,1,0
"244",2.49235941799026,0.618283874454849,"CO",2022-11-04,1,0,1,0,1,1,1,0,0,0,1,0
"245",3.29385341962124,0.884923855268923,"CO",2022-11-05,1,0,1,0,0,1,1,0,0,0,0,1
"246",1.46775229951693,0.623000646578889,"CO",2022-11-06,1,0,1,1,1,1,1,1,0,0,1,0
"247",2.18661071997706,0.543143126151108,"CO",2022-11-07,1,1,1,1,1,0,1,1,0,1,1,0
"248",3.17820679158363,0.620610657096997,"CO",2022-11-08,1,0,1,0,1,1,1,0,0,0,1,0
"249",2.80084598140769,0.532860743349165,"CO",2022-11-09,1,1,1,1,1,0,1,1,1,1,1,1
"250",5.80325710270722,0.698111246977048,"CO",2022-11-10,1,1,1,0,0,0,1,1,0,0,0,0
"251",3.08875120504058,0.766615692014533,"CO",2022-11-11,1,0,1,0,1,1,1,0,1,0,1,0
"252",1.4358331867338,0.544891539249742,"CO",2022-11-12,1,0,1,1,1,1,1,0,0,0,1,0
