...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
236,0.372179172739433,0.091589749679149,CO,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0.754187279674251,0.1043453229351755,CO,2023-05-13,1,1,1,1,1,1,0,1,0,1,0,1,1,0
239,0.157189865613648,0.111239333324165,CO,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,1.05370204375078,0.18149443254425,CO,2023-05-15,1,1,1,1,1,1,0,1,1,1,1,1,1,1
241,0.432550643237348,0.3041800482147755,CO,2023-05-16,1,1,1,1,1,1,1,1,0,1,1,1,1,0
242,0.187971029892273,0.1340581073420465,CO,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,1.0010428371658,0.4426457316571495,CO,2023-05-18,1,1,1,1,0,1,1,1,0,1,1,0,1,1
244,0.970083908328397,0.68883182387818,CO,2023-05-19,0,1,1,1,1,1,1,0,0,1,1,1,1,1
245,NA,NA,CO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,0.23116604768343,0.169566835950103,CO,2023-05-21,1,1,1,1,1,1,1,1,0,1,1,1,1,0
247,1.5999732579155,0.476091913369177,CO,2023-05-22,1,1,1,1,0,1,1,1,0,1,1,0,1,0
248,0.680406212679271,0.1894757621950835,CO,2023-05-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1
249,NA,NA,CO,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.69615843460714,0.503204835093815,CO,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,1,1,0
252,NA,NA,CO,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.592101984440275,0.20843500921735,CT,2023-04-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
254,0.0876150086798321,0.01718703180846735,CT,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,0.935045080778353,0.409749793630635,CT,2023-04-18,1,0,1,1,1,1,1,1,0,1,1,1,1,0
256,0.0932711483481991,0.0196974123787517,CT,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,0.030622305619782,0.0211075499653835,CT,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,0.0310406582759657,0.0226307395813001,CT,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.038066131834648,0.02604806494397165,CT,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,0.841696387220196,0.3899569509816415,CT,2023-04-24,1,0,1,1,1,1,1,1,0,1,1,1,1,0
262,0.597529777374017,0.2609566385953795,CT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,1.14181022078837,0.811490319173745,CT,2023-04-26,0,1,1,1,1,1,0,0,1,1,1,1,1,0
264,NA,NA,CT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,0.175880947040175,0.0371700975573266,CT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.943877155295826,0.41415689203839,CT,2023-05-02,0,1,1,1,1,1,1,0,1,1,1,1,1,0
270,1.46857510419883,0.52430847073548,CT,2023-05-03,1,1,1,1,0,0,0,1,1,1,1,0,0,0
271,0.258322666155083,0.056839041929718,CT,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,1,0
272,0.0862233421474157,0.0609447216571615,CT,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,0.0948434970643131,0.0653179351813895,CT,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,NA,NA,CT,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.523535138756811,0.2550505296493525,CT,2023-05-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
276,1.79395499689018,0.434826710207889,CT,2023-05-09,1,1,1,1,0,1,0,1,0,1,0,0,1,0
277,0.622028490913634,0.334191192197643,CT,2023-05-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0
278,1.38259989134454,0.1976219819963475,CT,2023-05-11,0,1,1,1,1,1,1,0,0,1,0,1,1,0
279,0.779573791430371,0.406544898204384,CT,2023-05-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0
280,NA,NA,CT,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,0.177251899204187,0.1260912789187265,CT,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,2.20744414195349,0.64724111655295,CT,2023-05-17,0,1,1,1,1,1,0,0,0,1,0,0,1,0
285,1.33704593620071,0.423687182666328,CT,2023-05-18,1,0,1,1,0,1,0,1,0,1,0,0,1,0
286,0.220760137014656,0.1510850745409285,CT,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,1.78014763761556,0.50998533881763,CT,2023-05-20,0,1,1,1,1,1,1,0,0,1,1,1,1,0
288,0.570676986495544,0.3465074818843715,CT,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,NA,NA,CT,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1.39910475934591,0.317966053394427,CT,2023-05-24,0,1,1,1,1,1,1,0,0,1,1,1,1,0
292,NA,NA,CT,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,0.0241512037776506,0.01607319352547095,DC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,0.0908268460409294,0.01718703180846735,DC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,0.911982907950587,0.2911777746604685,DC,2023-04-18,1,1,1,1,0,1,1,1,1,1,1,0,1,0
298,NA,NA,DC,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0.0298859670456235,0.0211075499653835,DC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.80686321734255,0.3875515901472495,DC,2023-04-21,1,1,1,0,1,1,1,1,1,1,0,1,1,0
301,0.0361775203345712,0.0242748227675346,DC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,0.787397046161951,0.3820133632682535,DC,2023-04-23,1,1,1,0,1,1,1,1,0,1,0,1,1,0
303,1.83569717459459,0.510622883304085,DC,2023-04-24,1,0,1,1,1,1,0,1,0,1,1,1,1,0
304,0.0408215431100077,0.0300171950629317,DC,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,NA,NA,DC,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,0.998242710610495,0.71270845981738,DC,2023-04-28,1,0,1,1,1,1,0,1,0,1,1,1,1,0
308,1.75067872133974,0.784153864266785,DC,2023-04-29,0,1,1,1,0,1,0,0,1,1,1,0,1,0
309,NA,NA,DC,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.863025528321311,0.397696419116169,DC,2023-05-04,1,1,1,1,0,1,1,0,1,1,1,0,1,1
314,0.088578672407858,0.0609447216571615,DC,2023-05-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0
315,0.0971751251055507,0.0653179351813895,DC,2023-05-06,1,1,1,1,1,1,1,1,0,1,1,1,1,0
316,NA,NA,DC,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1.40918551227761,0.65187184016393,DC,2023-05-08,1,1,1,1,0,1,0,1,0,1,1,1,1,0
318,1.37011732513204,0.4133856480719535,DC,2023-05-09,1,0,1,1,1,1,1,1,0,1,1,1,1,0
319,0.118082759407921,0.0857124192646235,DC,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,1.02988336315181,0.72778314358234,DC,2023-05-11,0,1,1,1,1,1,1,0,1,1,1,1,1,0
321,NA,NA,DC,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,0.151499650067141,0.111239333324165,DC,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
324,0.166293766423142,0.118486281611394,DC,2023-05-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
325,NA,NA,DC,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1.25165156936486,0.582694346540765,DC,2023-05-17,0,1,1,1,1,1,0,0,1,1,1,1,1,0
327,0.616576544232521,0.275091344909474,DC,2023-05-18,1,1,1,1,1,1,1,1,0,1,1,0,1,0
328,NA,NA,DC,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,0.275554336455433,0.1999488910752485,DC,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,0.287817434802708,0.2107553076392295,DC,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,0.493056691247308,0.341923549883783,DC,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,NA,NA,DC,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.0813633059168846,0.01607319352547095,DE,2023-04-16,1,1,1,1,1,1,1,1,0,1,1,1,1,0
338,0.0256524338992871,0.01718703180846735,DE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,NA,NA,DE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,0.0293852647341103,0.0196974123787517,DE,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,NA,NA,DE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,0.0326794772342587,0.0226307395813001,DE,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,NA,NA,DE,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.830398109124848,0.3899569509816415,DE,2023-04-24,1,0,1,1,1,1,1,1,0,1,1,0,1,1
346,0.0431748227600693,0.0300171950629317,DE,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,NA,NA,DE,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,0.049811232027929,0.03461257566603275,DE,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,NA,NA,DE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.809673102480455,0.28376977589018,DE,2023-05-01,1,1,1,1,0,1,1,1,0,1,1,0,1,1
353,NA,NA,DE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,0.240752459907302,0.0529892232467795,DE,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,NA,NA,DE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,0.0874144210930064,0.0609447216571615,DE,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0
357,0.0911390919188106,0.0653179351813895,DE,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,NA,NA,DE,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1.25273943844756,0.59352491994091,DE,2023-05-09,1,1,1,0,1,1,0,1,0,1,1,1,1,0
361,0.124135720730899,0.0857124192646235,DE,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,0.382084956652814,0.091589749679149,DE,2023-05-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0
363,0.813560038198772,0.582970943476,DE,2023-05-12,1,1,1,0,1,1,1,1,1,1,0,1,1,0
364,0.152533383612765,0.1043453229351755,DE,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,NA,NA,DE,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1.68910100181011,0.52057449943484,DE,2023-05-17,1,1,1,0,1,1,0,1,0,1,1,1,1,0
369,0.200121132574112,0.1423891073254795,DE,2023-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,NA,NA,DE,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,0.457049225704274,0.2484645739136795,DE,2023-05-20,1,1,1,1,1,1,1,1,0,1,0,1,1,0
372,NA,NA,DE,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.25901952119156,0.1793457487654385,DE,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
374,NA,NA,DE,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,NA,NA,DE,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,2.3261073824026,0.190653969207012,FL,2023-04-16,0,1,1,0,1,1,0,0,0,1,0,1,0,0
380,3.28891455590534,0.21845977082878,FL,2023-04-17,0,1,1,1,0,0,0,1,1,1,0,0,0,0
381,0.834930890627574,0.222981557791264,FL,2023-04-18,1,1,1,1,0,1,1,1,1,1,1,0,1,0
382,3.7462276987795,0.2378079682762825,FL,2023-04-19,0,1,1,0,1,0,0,0,0,1,0,0,0,1
383,1.52964525784884,0.1775722529928155,FL,2023-04-20,1,1,1,0,1,0,1,1,1,1,0,1,0,0
384,2.33197308036117,0.137979087711562,FL,2023-04-21,0,0,1,1,1,1,1,0,0,1,0,0,0,0
385,1.07820242575646,0.1536642937025945,FL,2023-04-22,1,1,1,1,1,0,1,1,1,1,0,0,0,0
386,1.79638330121866,0.322021422248997,FL,2023-04-23,1,1,1,0,1,0,0,1,1,1,0,1,0,0
387,3.83444936124751,0.239448995035944,FL,2023-04-24,0,1,1,1,1,0,0,0,0,1,1,1,1,0
388,4.08842832047437,0.180990813147491,FL,2023-04-25,0,0,0,1,1,1,1,0,0,0,0,0,1,1
389,2.54404795001685,0.209404180679341,FL,2023-04-26,0,0,1,1,1,1,1,0,0,1,0,0,1,0
390,2.76752030278804,0.2220576565846375,FL,2023-04-27,0,1,1,1,1,0,1,0,0,1,1,0,0,0
391,4.06838860266767,0.119030114296134,FL,2023-04-28,0,0,1,0,1,1,0,0,0,1,0,1,1,0
392,3.40735851079621,0.340607854710335,FL,2023-04-29,0,0,1,1,1,1,0,0,0,1,0,1,1,0
393,2.95401644088598,0.338761546229619,FL,2023-04-30,0,1,1,0,1,1,0,0,1,1,0,0,1,0
394,3.5929565209147,0.246441361063267,FL,2023-05-01,0,0,1,1,1,1,1,0,0,0,0,0,1,0
395,2.65639712971723,0.221875900096572,FL,2023-05-02,0,0,1,1,1,1,1,0,0,1,1,1,0,0
396,2.89153576951455,0.15756725363791,FL,2023-05-03,0,0,1,1,1,1,0,0,0,1,0,1,1,0
397,5.01047854645532,0.132524968586285,FL,2023-05-04,1,0,1,1,1,1,0,1,0,1,0,0,1,0
398,6.29194128077207,0.1026183260685325,FL,2023-05-05,1,0,1,0,1,1,0,1,0,1,0,1,1,0
399,2.65007442301558,0.3163258866369705,FL,2023-05-06,0,0,1,1,0,0,0,0,0,1,1,1,0,0
400,4.01344238825987,0.1455626767105715,FL,2023-05-07,0,0,1,0,1,1,0,0,0,1,0,0,1,0
401,3.98849494958956,0.2258521721457455,FL,2023-05-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0
402,2.20813417554076,0.2772370948337315,FL,2023-05-09,0,0,1,1,0,1,1,0,0,1,1,0,1,0
403,5.51221998530596,0.307572633645035,FL,2023-05-10,0,0,0,0,0,1,1,0,0,0,0,0,1,0
404,5.50102152596019,0.305235886562893,FL,2023-05-11,0,0,1,1,0,0,1,0,0,1,0,0,0,0
405,0.859637931872025,0.261622908625959,FL,2023-05-12,1,1,1,1,1,1,1,1,0,1,0,0,1,1
406,0.502664874605687,0.252919851166058,FL,2023-05-13,1,1,1,1,1,1,1,1,0,1,0,1,1,0
407,1.28505256476088,0.2313685338416795,FL,2023-05-14,0,1,1,1,1,1,1,0,0,1,0,1,1,0
408,1.84858194897278,0.3385778662049315,FL,2023-05-15,0,1,1,1,1,1,1,0,0,1,1,0,1,0
409,2.96015508256116,0.2312149032774765,FL,2023-05-16,0,0,1,1,1,1,0,0,0,1,0,0,1,0
410,2.3853908618443,0.2862049824895415,FL,2023-05-17,0,1,1,0,1,1,1,0,1,1,0,0,1,0
411,5.48398446263689,0.27128304482433,FL,2023-05-18,0,0,1,1,0,1,0,0,0,0,0,0,1,0
412,1.69071209902733,0.2714963622341775,FL,2023-05-19,1,1,1,1,1,1,0,1,0,1,1,0,1,0
413,1.43516198594552,0.288848733244921,FL,2023-05-20,0,1,1,1,1,1,1,0,0,1,1,1,1,0
414,1.42381843054662,0.3461003951503125,FL,2023-05-21,0,1,1,1,1,1,1,0,0,1,0,1,1,1
415,5.10088845993578,0.3251554677877485,FL,2023-05-22,0,0,1,1,1,1,0,0,0,1,0,0,1,0
416,3.34627693799832,0.329117996563215,FL,2023-05-23,0,0,1,1,1,1,0,0,0,1,0,0,1,0
417,5.47998660314309,0.265390161211702,FL,2023-05-24,1,0,1,1,1,1,0,1,0,1,0,0,1,0
418,4.63515561374813,0.3566458394259165,FL,2023-05-25,0,0,1,1,1,1,0,0,0,1,1,0,1,0
419,2.79087467102928,0.361837357237036,FL,2023-05-26,0,0,1,1,1,1,1,0,0,1,1,0,1,0
420,NA,NA,FL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,0.869536824417752,0.136259818293658,GA,2023-04-16,1,1,0,1,1,1,1,1,0,0,0,1,1,0
422,0.868817327263674,0.136474411416495,GA,2023-04-17,0,1,1,1,1,1,1,0,1,1,1,1,0,1
423,0.291922213495066,0.01839290718365165,GA,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,NA,NA,GA,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1.40083009999832,0.4104039706843025,GA,2023-04-20,0,1,1,1,1,1,0,0,1,1,0,1,1,0
426,NA,NA,GA,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,0.0337960271245887,0.0242748227675346,GA,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,1.32790210460217,0.4041016156288745,GA,2023-04-23,0,1,1,1,1,1,0,0,1,0,0,1,1,0
429,0.873663868443394,0.1866699802804235,GA,2023-04-24,0,1,1,1,1,1,1,0,1,1,0,1,1,1
430,0.63087915059702,0.2307931076785425,GA,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,1.73747089366003,0.3186717369721855,GA,2023-04-26,1,0,0,1,1,1,0,1,0,0,0,1,1,0
432,0.498700930082317,0.202738518237864,GA,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
433,0.963405188522073,0.37152923214853,GA,2023-04-28,1,1,1,1,1,1,0,1,0,1,0,1,1,0
434,0.963270932806277,0.417760118888226,GA,2023-04-29,0,1,1,1,1,1,1,0,1,1,0,1,1,1
435,0.808395412837307,0.283920352433001,GA,2023-04-30,1,1,1,1,0,1,1,1,0,1,1,0,1,1
436,1.62953195623981,0.324541598488306,GA,2023-05-01,0,1,1,1,1,1,0,0,0,1,0,0,1,0
437,2.00087273207328,0.349668624273258,GA,2023-05-02,0,1,1,1,1,1,0,0,0,1,0,0,1,0
438,1.45578959371188,0.3286003345783195,GA,2023-05-03,0,1,1,0,1,1,1,0,0,1,0,0,1,0
439,1.54927876100478,0.3926301182839255,GA,2023-05-04,0,1,1,1,1,0,0,0,0,1,0,1,0,1
440,0.508323158246889,0.2037163336518045,GA,2023-05-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0
441,0.0925651990167531,0.0653179351813895,GA,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,0.58805245112753,0.1772716282959395,GA,2023-05-07,1,1,1,1,1,1,1,1,0,1,1,0,1,1
443,0.890549660900803,0.2985229092351495,GA,2023-05-08,1,1,1,1,1,0,1,1,0,1,1,1,0,1
444,2.07635444912926,0.33738330367646,GA,2023-05-09,0,1,1,1,1,1,1,0,0,1,0,1,1,0
445,0.639759392603189,0.181861582862786,GA,2023-05-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
446,0.908067474560885,0.1983016680226495,GA,2023-05-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0
447,1.5632696785545,0.51070963366347,GA,2023-05-12,1,1,1,1,0,0,0,1,0,1,0,0,0,0
448,NA,NA,GA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,GA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0.78503184338893806,0.56055501982391,GA,2023-05-15,1,1,1,0,1,1,1,1,1,1,0,1,1,0
451,1.03858304349676,0.4368039059973845,GA,2023-05-16,0,1,1,1,1,1,1,0,0,1,0,0,1,1
452,1.0959150755366,0.32929505857321,GA,2023-05-17,0,1,1,1,1,1,1,0,0,1,0,0,1,0
453,2.84575063349531,0.242302690844479,GA,2023-05-18,1,0,1,1,1,1,0,1,0,1,1,0,1,0
454,1.84541003186314,0.205851263179755,GA,2023-05-19,1,0,1,1,1,1,0,1,0,1,0,0,1,0
455,NA,NA,GA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,1.17270741001751,0.406845408647684,GA,2023-05-21,1,1,1,0,1,1,1,1,0,1,0,0,1,0
457,0.699380249193698,0.292409197461863,GA,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
458,1.12518060119755,0.3327990643044125,GA,2023-05-23,0,1,1,1,1,1,1,0,1,1,1,0,1,0
459,0.717285754022989,0.1999488910752485,GA,2023-05-24,1,1,1,1,1,1,0,1,0,1,1,0,1,0
460,NA,NA,GA,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,1.84094308495903,0.557948985434555,GA,2023-05-26,0,1,1,0,1,1,0,0,0,1,0,1,1,0
462,1.87697475182084,0.233319618637154,GA,2023-05-27,1,0,1,1,1,1,0,1,0,1,0,1,1,0
463,0.0241073490156686,0.01607319352547095,HI,2023-04-16,1,1,1,1,1,1,1,1,0,1,1,1,1,0
464,NA,NA,HI,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,0.189183110903895,0.01839290718365165,HI,2023-04-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
466,1.42610828691251,0.412763319936807,HI,2023-04-19,1,1,0,1,1,1,0,1,1,0,0,1,1,0
467,0.325269814415814,0.0211075499653835,HI,2023-04-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
468,0.937056251907289,0.293761440249944,HI,2023-04-21,1,1,1,1,1,0,1,1,1,1,0,0,0,0
469,NA,NA,HI,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,0.523542544902912,0.2032217777122675,HI,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
473,0.906084945865808,0.292262549617106,HI,2023-04-26,1,1,0,1,1,1,1,1,0,0,1,1,1,1
474,1.44952439587937,0.03461257566603275,HI,2023-04-27,1,1,1,1,1,1,0,1,0,1,1,1,1,0
475,0.501481587028093,0.202644641583517,HI,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
