...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
46,0.0307101565664206,0.0196974123787517,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.047593377468543,0.03461257566603275,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.662882965841957,0.3552433250479,AL,2023-05-03,1,1,1,0,1,1,1,1,1,1,0,1,1,0
61,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.41037517587562,0.2952211479350625,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0
77,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.258908491285724,0.1894757621950835,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.867142096066916,0.4007968249092285,AR,2023-04-16,1,1,1,0,1,1,1,1,1,1,0,1,1,0
86,0.0847029752342968,0.01718703180846735,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.0328797298742739,0.0226307395813001,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.24577336655302,0.0242748227675346,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
92,0.0373965017130439,0.02604806494397165,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.0394060567570768,0.0279591540143054,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,0,0
94,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.367074080620485,0.0428578850015796,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1.1009239914643,0.780072959561595,AR,2023-05-02,1,1,1,1,1,0,1,1,0,1,1,1,0,1
102,0.0754825881371401,0.0529892232467795,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.834223989382771,0.593345866248635,AR,2023-05-08,1,0,1,1,1,1,1,1,0,1,1,1,1,0
108,0.344010424049911,0.0801567465549735,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0
109,1.84522468277669,0.51744403268144,AR,2023-05-10,0,1,1,1,1,1,1,0,0,1,1,1,1,1
110,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1.1471011168251,0.1894757621950835,AR,2023-05-23,1,1,1,1,1,1,0,1,1,1,0,0,1,0
123,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.309692051777182,0.2218833609730905,AR,2023-05-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
126,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.21236737993383,0.250140048048768,AZ,2023-04-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0
128,1.33961836883989,0.107926531307156,AZ,2023-04-17,0,1,1,1,1,1,1,0,0,0,0,1,1,1
129,0.792392743253994,0.171171175559459,AZ,2023-04-18,1,1,1,1,1,1,1,1,0,1,0,1,1,0
130,2.85598756621846,0.052685059166704,AZ,2023-04-19,1,1,1,0,1,0,0,1,0,1,0,1,0,0
131,2.42821117338079,0.235406214918398,AZ,2023-04-20,1,1,0,0,1,0,0,0,0,0,0,1,0,0
132,1.09430476491556,0.777976391621735,AZ,2023-04-21,1,0,1,1,1,1,0,1,0,1,1,1,1,0
133,0.234733119432192,0.0242748227675346,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,2.63649802131415,0.0825792427969955,AZ,2023-04-23,1,1,1,0,1,1,0,1,1,1,0,0,1,0
135,2.81085959578748,0.05850371533414,AZ,2023-04-24,1,0,1,1,1,1,0,1,0,1,0,1,1,0
136,1.92498738751475,0.1361598079875675,AZ,2023-04-25,1,0,1,1,1,0,1,1,0,1,1,0,1,0
137,3.22782644529554,0.1045785803162895,AZ,2023-04-26,1,0,1,1,1,1,0,0,0,1,0,1,0,0
138,1.38030801207457,0.086343634918904,AZ,2023-04-27,1,1,1,1,1,1,0,1,1,1,0,1,1,0
139,1.29531119861338,0.0371700975573266,AZ,2023-04-28,1,1,1,1,1,1,0,1,1,1,0,0,1,0
140,0.735523372658662,0.03991488903035385,AZ,2023-04-29,1,1,1,1,1,1,0,1,1,1,0,1,1,0
141,1.40780440651064,0.202808431685634,AZ,2023-04-30,1,1,1,0,1,1,1,1,0,1,0,1,1,0
142,3.3113875635697,0.108394792286895,AZ,2023-05-01,0,1,1,0,1,1,0,0,0,1,0,0,1,0
143,3.50564668761949,0.2090951556499375,AZ,2023-05-02,1,0,1,0,1,0,1,1,0,1,0,0,0,0
144,3.4740700133119,0.1533302687405335,AZ,2023-05-03,1,0,1,1,1,1,0,1,0,1,0,0,1,0
145,2.3498798825785,0.098809411398776,AZ,2023-05-04,1,1,1,0,1,1,0,1,0,1,0,1,1,0
146,1.28635477976466,0.246952770068942,AZ,2023-05-05,0,0,1,1,1,1,1,0,1,1,1,1,1,0
147,1.61674751076025,0.0653179351813895,AZ,2023-05-06,1,1,1,1,1,1,0,1,1,1,0,1,1,0
148,1.96321464564618,0.2945922070314765,AZ,2023-05-07,0,1,1,1,0,0,1,0,0,1,0,1,0,0
149,5.42535554926501,0.2964922396196325,AZ,2023-05-08,0,0,1,0,1,0,1,0,0,1,0,0,0,1
150,8.77042822225344,0.1369140113066635,AZ,2023-05-09,1,0,1,0,0,0,0,1,0,0,0,0,0,0
151,5.8280142351349,0.172818048783665,AZ,2023-05-10,0,0,1,1,1,1,0,0,0,1,0,0,1,0
152,0.382902627683244,0.091589749679149,AZ,2023-05-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0
153,1.68321605431263,0.187020667145988,AZ,2023-05-12,0,1,1,1,1,1,0,0,1,1,0,0,1,0
154,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,0.940833461216427,0.310989622963103,AZ,2023-05-14,1,0,1,1,1,1,1,1,0,1,1,1,1,0
156,6.40563257606524,0.236084069975962,AZ,2023-05-15,0,0,1,1,0,0,0,0,0,1,0,0,0,0
157,4.63634507233776,0.2347355975635325,AZ,2023-05-16,1,0,1,1,1,0,0,1,0,1,0,0,0,0
158,3.35238906762575,0.212661127510411,AZ,2023-05-17,1,0,1,1,1,1,0,1,0,1,0,1,1,0
159,0.895960675508896,0.246143964178874,AZ,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
160,0.748412282246508,0.534448395012715,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,1,1,0
161,1.54766001307279,0.528758779088435,AZ,2023-05-20,1,1,1,0,1,1,0,1,1,1,0,0,1,0
162,3.48237473764978,0.2634349265052405,AZ,2023-05-21,1,0,1,1,1,0,0,1,0,1,0,0,0,0
163,3.83148344064616,0.2510678501189145,AZ,2023-05-22,1,0,1,0,1,1,0,1,0,1,1,1,1,0
164,3.62970892932745,0.2631011272767055,AZ,2023-05-23,0,0,1,1,1,1,0,0,0,1,1,1,1,0
165,2.25929275406918,0.302113341398656,AZ,2023-05-24,0,0,1,1,1,1,0,0,0,1,0,1,1,0
166,1.2457168567929,0.2107553076392295,AZ,2023-05-25,1,1,1,1,1,1,0,1,0,1,1,1,1,0
167,1.42335676415622,0.3344119506213795,AZ,2023-05-26,1,0,1,0,1,1,1,1,0,1,0,1,1,0
168,1.34311741825638,0.233319618637154,AZ,2023-05-27,1,1,1,1,1,1,0,1,0,1,1,1,1,0
169,2.46809513041462,0.147279110617185,CA,2023-04-16,0,0,0,0,1,1,1,0,0,0,0,0,1,1
170,2.54384795976694,0.1468669116755875,CA,2023-04-17,1,1,1,1,0,1,1,1,0,0,0,0,1,0
171,1.83375376492268,0.1267378113130495,CA,2023-04-18,1,1,0,1,1,0,1,1,1,0,1,0,0,0
172,3.67970159011276,0.2141764485993885,CA,2023-04-19,1,1,1,1,0,0,0,1,0,1,0,0,0,0
173,2.82088592127302,0.2072961861370595,CA,2023-04-20,0,1,1,1,1,0,0,0,1,0,0,0,0,0
174,4.55817032751118,0.0758427722294695,CA,2023-04-21,0,0,1,0,1,1,0,0,0,1,0,0,1,0
175,5.89339882132739,0.325266721602484,CA,2023-04-22,1,1,0,1,0,0,0,1,0,0,1,0,0,0
176,1.95387631399366,0.2691019426870135,CA,2023-04-23,1,0,1,1,1,1,0,1,0,1,1,1,1,0
177,2.19692572866893,0.1570157158191195,CA,2023-04-24,1,1,0,0,1,1,1,1,0,0,0,0,1,0
178,6.70472633570577,0.243660930519145,CA,2023-04-25,0,0,1,1,1,0,0,0,0,1,0,1,0,0
179,5.27066458414482,0.14178737519962,CA,2023-04-26,0,0,1,1,0,0,0,0,0,1,1,0,0,0
180,2.34916895664765,0.1685238912295425,CA,2023-04-27,1,1,1,1,1,1,1,1,0,1,1,0,0,0
181,2.51819886665485,0.178390842687416,CA,2023-04-28,0,1,1,0,1,0,1,0,0,0,0,0,0,0
182,5.62110643709401,0.2805494720302435,CA,2023-04-29,0,1,1,1,1,0,0,0,1,1,0,0,0,1
183,3.27324254812225,0.190426481486885,CA,2023-04-30,0,0,0,1,1,1,1,0,0,0,0,1,0,0
184,4.69417089249716,0.24961446722756,CA,2023-05-01,0,1,1,0,1,1,0,0,1,1,0,0,1,0
185,5.97734145810419,0.278183140051601,CA,2023-05-02,0,1,0,1,0,0,0,0,0,1,0,0,0,0
186,3.28679552838418,0.193278045816212,CA,2023-05-03,0,0,1,0,1,1,0,0,0,1,0,0,1,0
187,1.60576465595411,0.2332399790184925,CA,2023-05-04,1,1,1,0,1,1,1,1,0,1,0,1,1,0
188,6.05753068955479,0.209537620886262,CA,2023-05-05,0,0,1,0,0,1,0,0,0,1,0,0,1,0
189,2.92450814955735,0.1973592435139655,CA,2023-05-06,1,0,0,1,1,1,0,1,0,0,0,0,1,0
190,1.00226537724185,0.2688896414055045,CA,2023-05-07,1,1,1,1,1,1,1,1,0,1,0,0,1,0
191,8.75897922566711,0.3597958607978435,CA,2023-05-08,0,1,1,0,0,0,0,0,0,1,0,0,0,0
192,8.28506163189088,0.204170047976233,CA,2023-05-09,0,0,1,1,1,0,0,0,0,1,0,0,0,0
193,3.72292705409765,0.2870442587257545,CA,2023-05-10,0,0,1,1,0,0,1,1,0,1,0,0,0,0
194,3.2503991988052,0.286831298261451,CA,2023-05-11,0,1,1,1,0,0,1,0,0,1,0,0,0,1
195,2.25333079742079,0.2337761005639405,CA,2023-05-12,0,0,0,1,1,1,0,0,0,0,0,1,1,0
196,1.47236076938193,0.407057813560243,CA,2023-05-13,1,1,1,0,0,1,1,1,0,1,0,0,1,0
197,4.51183438947529,0.533648646664195,CA,2023-05-14,1,1,0,0,0,0,0,1,1,0,0,0,0,0
198,3.12229964273601,0.330540115649429,CA,2023-05-15,1,0,1,1,1,1,0,0,0,1,0,1,1,0
199,2.17278853096132,0.2429614846421525,CA,2023-05-16,1,1,1,1,1,1,0,1,0,1,0,0,1,0
200,2.57551269048579,0.330565765782202,CA,2023-05-17,0,0,1,1,1,0,1,0,0,1,0,0,0,1
201,1.11181429837218,0.3181863859303055,CA,2023-05-18,1,1,1,1,1,1,1,1,0,1,1,0,1,1
202,3.34724932091512,0.270610668944206,CA,2023-05-19,0,0,1,1,1,1,0,0,0,1,0,0,1,0
203,1.46010460529705,0.160145168613819,CA,2023-05-20,1,1,1,1,1,1,0,1,0,1,1,1,1,0
204,0.954438444734226,0.420577336048425,CA,2023-05-21,0,1,1,1,1,1,1,0,1,1,1,0,1,1
205,1.83236386155151,0.29306570552077,CA,2023-05-22,1,1,0,1,1,1,0,1,0,0,0,1,1,0
206,2.61026667320949,0.2994279292414075,CA,2023-05-23,1,0,1,1,1,1,0,1,0,1,0,0,1,0
207,1.77583572129074,0.2899870382279835,CA,2023-05-24,1,1,0,0,1,1,0,1,1,0,0,0,1,0
208,4.34824822226538,0.3190766244137205,CA,2023-05-25,0,0,1,1,1,0,0,0,0,1,0,0,0,0
209,2.97667254370322,0.3474452089737545,CA,2023-05-26,0,0,1,1,1,0,0,0,1,1,0,0,0,0
210,1.1093970403133,0.3137823162480975,CA,2023-05-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
211,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.807182468926292,0.182065054495959,CO,2023-04-17,1,1,1,1,0,1,1,1,0,1,0,0,1,0
213,0.687720158949622,0.269886282640842,CO,2023-04-18,1,1,1,0,1,1,1,1,1,1,0,1,1,0
214,0.1851408359158,0.0196974123787517,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1.16118384352178,0.82119738854165,CO,2023-04-21,1,1,1,1,0,1,0,1,1,1,1,0,1,0
217,1.10037339572834,0.769626784120665,CO,2023-04-22,1,0,1,1,1,1,0,1,0,1,1,1,1,0
218,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.787459017415198,0.183192549831901,CO,2023-04-24,1,1,1,1,0,1,1,1,0,1,0,0,1,0
220,0.915393679438254,0.29248238078731,CO,2023-04-25,1,1,1,1,1,0,1,1,1,1,1,1,0,0
221,0.301000072626194,0.0322317005837534,CO,2023-04-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
222,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1.09300319507135,0.2578028229255805,CO,2023-04-28,1,1,1,0,1,1,1,1,0,1,0,1,1,0
224,0.0606485768217495,0.03991488903035385,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,0.200177581062484,0.0428578850015796,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
226,0.795991764008089,0.04601029188656305,CO,2023-05-01,1,1,1,1,1,1,0,1,1,1,0,1,1,0
227,0.52367675751542,0.172694023300981,CO,2023-05-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0
228,0.0726786976191948,0.0529892232467795,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.46094092857382,0.056839041929718,CO,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
230,0.0922575368560294,0.0609447216571615,CO,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.626963787885566,0.346827947651947,CO,2023-05-07,1,1,1,0,1,1,1,1,1,1,0,1,1,0
233,0.849697394945065,0.593345866248635,CO,2023-05-08,1,0,1,1,1,1,1,1,0,1,1,1,1,0
234,0.612322613572212,0.3436032438031775,CO,2023-05-09,1,1,1,0,1,1,1,1,1,1,0,1,1,0
235,2.63115105432394,0.657155786295525,CO,2023-05-10,1,1,1,0,0,0,0,1,0,1,1,0,0,0
