...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
106,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.34745149128769,0.326691311021324,AR,2022-11-14,1,0,1,1,1,1,1,1,0,0,1,0,1,1
108,0.831373828263683,0.400313831349928,AR,2022-11-15,1,0,1,1,1,1,1,1,1,1,0,1,1,0
109,0.542280600487105,0.3788279732153465,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,3.26504516789193,0.3004708993737485,AR,2022-11-17,1,1,1,0,1,1,0,1,1,0,0,1,1,0
111,2.36614721999755,0.48812367612347,AR,2022-11-18,1,0,1,0,1,1,0,1,0,1,0,1,1,0
112,1.28161022441551,0.58542376419061,AR,2022-11-19,1,1,1,0,1,0,1,1,1,1,0,1,0,0
113,0.279569338211039,0.226337251758371,AR,2022-11-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
114,5.89337612519203,0.4333959869773685,AR,2022-11-21,1,1,1,0,1,1,0,1,0,1,0,1,1,0
115,1.13118267219248,0.205367030095156,AR,2022-11-22,1,1,1,1,1,1,1,1,1,0,1,1,1,0
116,1.29030525444969,0.32675162513239,AR,2022-11-23,1,0,1,1,1,0,1,1,0,1,0,1,0,1
117,1.16254048263565,0.459301552083554,AR,2022-11-24,1,1,1,0,1,0,1,1,1,1,0,0,0,0
118,1.04591640122142,0.0678510522247075,AR,2022-11-25,1,1,1,0,1,1,1,1,1,1,0,1,1,0
119,2.64176302917671,0.76423668303209,AR,2022-11-26,1,1,0,0,1,0,1,1,1,0,0,1,0,1
120,1.21962945137258,0.472490491756119,AR,2022-11-27,1,0,1,0,1,1,1,1,0,1,1,1,1,0
121,12.0377703094107,0.442285865449621,AR,2022-11-28,1,1,1,0,1,1,0,1,0,1,0,0,1,0
122,6.65788186631803,0.4378217459086495,AR,2022-11-29,1,1,1,0,1,1,0,1,1,0,0,1,1,0
123,3.00333707343557,0.343643641809633,AR,2022-11-30,1,0,1,0,1,1,0,1,0,1,0,1,1,0
124,6.1038147987334,0.429017442102482,AR,2022-12-01,1,1,1,0,1,1,0,1,1,0,0,1,1,0
125,0.727640178348123,0.1902184220420975,AR,2022-12-02,1,1,0,1,1,1,1,1,0,0,0,1,1,0
126,1.4044004624513,0.507617876439225,AR,2022-12-03,1,1,0,0,1,1,1,1,1,0,0,1,1,0
127,0.934883758926973,0.130065316773397,AZ,2022-10-23,1,1,1,1,1,1,1,1,0,1,0,1,1,0
128,2.46703992857168,0.2592863479283075,AZ,2022-10-24,1,0,1,0,1,1,1,1,0,1,0,1,1,0
129,2.09199789221612,0.2763091952657745,AZ,2022-10-25,0,1,0,1,1,1,1,0,0,0,0,0,1,0
130,2.10579262819188,0.239805683984129,AZ,2022-10-26,1,0,1,1,1,1,1,1,0,1,0,0,1,0
131,3.45898203348539,0.3365876141573935,AZ,2022-10-27,1,1,1,0,1,1,0,1,0,0,0,1,1,0
132,1.87707465007591,0.2102011135083935,AZ,2022-10-28,1,0,1,1,1,1,0,1,0,0,0,1,1,0
133,2.71420086715701,0.354806959125706,AZ,2022-10-29,1,0,1,1,1,1,0,1,0,0,0,1,1,0
134,2.10931110089981,0.3231796417708765,AZ,2022-10-30,0,0,1,0,1,1,1,0,0,0,1,1,1,0
135,2.48948889769195,0.2940653899070275,AZ,2022-10-31,1,1,0,1,1,1,1,1,0,0,0,1,1,0
136,1.91624529342818,0.2569538662079065,AZ,2022-11-01,1,1,1,1,1,1,1,1,0,0,0,1,1,0
137,3.15641132505267,0.274972007536566,AZ,2022-11-02,1,0,0,1,1,1,1,1,0,0,0,0,1,0
138,6.26810056236752,0.370755493620951,AZ,2022-11-03,1,0,1,0,0,1,0,1,0,0,0,0,1,0
139,2.70649621256781,0.256611595110024,AZ,2022-11-04,1,0,0,1,1,1,1,1,0,0,0,1,1,0
140,4.43314833686695,0.3216399346330425,AZ,2022-11-05,1,0,0,0,0,1,1,1,0,0,0,0,1,0
141,5.43187738494178,0.2726858507966205,AZ,2022-11-06,1,1,1,0,1,1,0,1,1,1,0,1,1,0
142,6.14893848232933,0.280102929062855,AZ,2022-11-07,0,0,1,1,0,1,0,0,0,0,0,0,1,0
143,1.89414478485674,0.2968039322083115,AZ,2022-11-08,1,1,1,1,1,1,1,1,0,1,0,0,1,0
144,2.99791716086831,0.3081901188440265,AZ,2022-11-09,0,0,1,1,1,0,1,0,0,0,0,0,0,0
145,2.36903358331896,0.3100670065426275,AZ,2022-11-10,1,1,0,1,1,1,1,1,0,0,0,1,1,1
146,12.9985236248622,0.371603748977819,AZ,2022-11-11,1,0,0,0,0,1,0,1,1,0,0,0,1,0
147,7.89980251022068,0.288572028074846,AZ,2022-11-12,1,0,1,0,1,1,0,1,1,1,0,0,1,0
148,1.65460638543597,0.3077405576069725,AZ,2022-11-13,1,1,1,1,1,0,1,1,1,1,0,1,0,0
149,5.10529064812325,0.2827433039028155,AZ,2022-11-14,1,1,1,1,0,1,0,1,0,0,0,0,1,0
150,6.9961129978074,0.291760574633896,AZ,2022-11-15,1,0,1,0,1,1,0,1,0,0,0,1,1,0
151,5.396104825183,0.3088730288784115,AZ,2022-11-16,1,1,1,0,1,1,0,1,0,0,1,0,1,0
152,14.7046331419159,0.303209682278753,AZ,2022-11-17,1,0,1,0,1,1,0,1,0,1,0,1,1,0
153,8.48452833235326,0.3009869661445835,AZ,2022-11-18,1,1,1,0,1,1,0,1,0,0,0,0,1,0
154,1.70325506228082,0.234940401183697,AZ,2022-11-19,1,1,1,1,1,1,1,1,0,0,0,0,1,0
155,9.18716598681162,0.340826061265228,AZ,2022-11-20,1,1,1,0,1,1,0,1,1,0,0,1,1,0
156,13.4570002110875,0.28661448430133,AZ,2022-11-21,0,0,1,0,0,1,0,0,0,0,0,0,1,0
157,38.9026520374851,0.38072009732953,AZ,2022-11-22,0,0,0,0,1,1,0,0,0,0,0,0,1,0
158,17.5230795345126,0.3299778240718745,AZ,2022-11-23,1,0,1,0,0,1,0,1,0,0,0,1,1,0
159,2.02393269683598,0.3420907773934135,AZ,2022-11-24,0,1,1,0,1,1,1,0,1,0,0,1,1,0
160,13.1982699540533,0.288183178179721,AZ,2022-11-25,1,0,1,0,1,1,0,1,0,0,0,0,1,0
161,15.1097054174109,0.3489849879709025,AZ,2022-11-26,0,1,1,0,1,0,0,0,1,0,0,0,0,0
162,14.9572474688152,0.303896983236678,AZ,2022-11-27,1,0,1,0,1,1,0,1,0,1,0,0,1,0
163,21.6052176577249,0.284266062013439,AZ,2022-11-28,0,0,0,0,1,1,0,0,0,1,0,1,1,0
164,22.8396810947014,0.3554625330841965,AZ,2022-11-29,0,1,1,0,1,0,0,0,1,0,0,0,0,0
165,15.3298770159966,0.3378407703639435,AZ,2022-11-30,1,1,0,0,1,1,0,1,1,0,0,0,1,0
166,23.5663358269486,0.4107520636793995,AZ,2022-12-01,1,1,0,0,1,0,0,1,1,0,0,0,0,0
167,19.8640311892722,0.3860498651755755,AZ,2022-12-02,1,1,0,0,1,0,0,1,0,0,0,1,0,0
168,5.34463251494476,0.2926566574136225,AZ,2022-12-03,0,1,0,0,1,1,0,0,1,0,0,0,1,0
169,5.08578222504646,0.2529132132801945,CA,2022-10-23,0,0,1,1,1,0,1,0,0,0,0,1,0,0
170,13.897456875385,0.2873896208991915,CA,2022-10-24,0,0,0,0,0,1,0,0,0,0,0,0,1,0
171,10.2029948794722,0.2829707738835285,CA,2022-10-25,1,0,1,0,1,1,0,1,0,0,0,0,1,0
172,8.74296943083002,0.279808084360835,CA,2022-10-26,0,0,1,0,1,1,0,0,0,0,0,1,1,0
173,8.8609278560330509,0.2784418689744225,CA,2022-10-27,0,0,0,0,1,1,0,0,0,0,0,0,1,0
174,7.58372090242551,0.2253037341701825,CA,2022-10-28,0,0,0,1,1,1,0,0,0,0,0,0,1,0
175,7.51302996819487,0.2632057471148645,CA,2022-10-29,0,0,1,1,1,0,1,0,0,0,0,0,0,0
176,6.39065565700531,0.2902854927466055,CA,2022-10-30,0,1,0,0,1,0,1,0,0,0,0,0,0,1
177,9.36783589371179,0.2901485425878055,CA,2022-10-31,0,0,1,0,0,0,0,0,0,1,0,0,0,0
178,7.76424110081406,0.295700439048586,CA,2022-11-01,0,0,1,1,1,1,0,0,0,0,0,0,0,0
179,4.27581902590055,0.2929829320468025,CA,2022-11-02,0,0,0,1,1,1,1,0,0,0,0,0,1,0
180,9.66788607043447,0.302695078514522,CA,2022-11-03,0,0,1,1,1,0,0,0,0,0,0,0,0,0
181,9.13304182563824,0.2795841095367865,CA,2022-11-04,0,0,1,1,1,0,0,0,0,0,0,1,0,0
182,6.96874180200601,0.3068013467221035,CA,2022-11-05,0,0,0,1,1,1,1,0,0,0,1,0,1,0
183,5.9979714383043,0.3114480076672515,CA,2022-11-06,0,0,0,1,0,1,0,0,0,0,0,0,1,0
184,9.73865533951767,0.307387410178198,CA,2022-11-07,0,0,0,1,1,0,1,0,0,0,0,0,0,0
185,9.86548446011336,0.3108069075689925,CA,2022-11-08,0,0,1,0,0,0,1,0,0,0,0,0,0,0
186,10.3602644290967,0.295983314292711,CA,2022-11-09,0,0,1,1,0,0,0,0,0,0,0,0,0,0
187,7.55078762055981,0.3128950809688905,CA,2022-11-10,0,0,0,1,1,0,0,0,0,0,0,1,0,0
188,7.01812185760653,0.315707845431079,CA,2022-11-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,10.696572323622,0.3201522406636005,CA,2022-11-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
190,24.4753126287389,0.3160652026325305,CA,2022-11-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,17.5851725709282,0.313627279290581,CA,2022-11-14,0,0,0,0,1,1,1,0,0,0,0,0,1,0
192,23.6730870551646,0.3160706773893435,CA,2022-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,42.6848352287858,0.319838279951074,CA,2022-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,37.2274823501996,0.317124253226864,CA,2022-11-17,0,1,1,0,1,0,0,0,0,0,0,1,0,0
195,33.1851546230879,0.322055243220067,CA,2022-11-18,0,0,1,0,1,1,0,0,0,0,0,1,1,0
196,28.7674222472467,0.333029375306905,CA,2022-11-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,24.9691292970665,0.2976086482203175,CA,2022-11-20,0,0,1,0,0,0,0,0,0,0,0,1,0,0
198,41.6660595064336,0.3229311367685135,CA,2022-11-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,35.0189272028287,0.3008859927105685,CA,2022-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,33.0142786490887,0.3077554314086295,CA,2022-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1.78721001057571,0.273502530538116,CA,2022-11-24,1,1,1,1,1,1,0,1,1,1,1,0,1,0
202,31.0655602218381,0.2776641205188495,CA,2022-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,50.2646379829596,0.2786457456535235,CA,2022-11-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,80.3889696371394,0.3184854779024485,CA,2022-11-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,60.3563480931997,0.2837546674179995,CA,2022-11-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206,44.3787065104477,0.278447813596021,CA,2022-11-29,0,0,0,0,1,0,0,0,0,0,0,1,0,0
207,34.333507569688,0.2733302575186145,CA,2022-11-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
208,48.3502669950964,0.2819287092520295,CA,2022-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,96.3134687264518,0.311178562609807,CA,2022-12-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210,90.8995933794787,0.3124791754039275,CA,2022-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.092138163091766,0.0644990986833165,CO,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,1.14565984577322,0.2516961922822375,CO,2022-10-24,1,1,1,1,1,0,1,1,1,0,0,1,0,1
213,1.52909932081973,0.275257472291087,CO,2022-10-25,1,1,0,1,1,1,1,1,0,0,0,1,1,0
214,1.51330608144504,0.2081865838402725,CO,2022-10-26,1,0,1,1,1,1,1,1,0,0,0,1,1,0
215,1.89841776002364,0.318290352261536,CO,2022-10-27,0,0,1,1,1,1,1,0,0,1,0,1,1,0
216,0.877742244440621,0.260954870259799,CO,2022-10-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0
217,1.12547484861177,0.2921905241963785,CO,2022-10-29,1,1,1,0,1,1,1,1,0,0,0,1,1,0
218,0.80881521765443,0.2003431825897045,CO,2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,2.28938172205147,0.326003482266289,CO,2022-10-31,1,1,1,0,1,1,0,1,0,0,0,1,1,0
220,1.39545910057562,0.302160364511022,CO,2022-11-01,1,1,1,1,1,1,1,1,0,0,1,1,1,0
221,2.24908943951325,0.34784596590205,CO,2022-11-02,1,1,0,1,1,1,0,1,0,0,0,1,1,0
222,1.63201614785615,0.2476463488237335,CO,2022-11-03,1,1,1,1,1,1,0,1,0,1,0,1,1,0
223,1.06161528819193,0.2938786364484355,CO,2022-11-04,1,1,1,1,1,1,1,1,0,0,0,1,1,0
224,2.34765114024938,0.3919609134863685,CO,2022-11-05,1,0,1,0,1,0,1,1,0,0,0,1,0,0
225,2.54953323773811,0.327607369257332,CO,2022-11-06,1,1,1,0,1,1,0,1,1,0,0,1,1,0
226,2.3231185970813,0.2698251800213895,CO,2022-11-07,1,0,1,0,1,1,1,1,0,1,0,0,1,1
227,1.63296109148465,0.300094147297341,CO,2022-11-08,1,1,1,1,1,1,1,1,0,1,0,1,1,0
228,1.93352420260651,0.2554413445860975,CO,2022-11-09,1,1,1,1,1,1,1,1,0,1,0,1,1,0
229,2.25868253269767,0.3072047041695755,CO,2022-11-10,1,1,1,0,1,0,1,1,1,0,1,1,0,1
230,1.54501045470404,0.343620265066258,CO,2022-11-11,1,0,1,1,1,1,1,1,0,0,0,1,1,0
231,2.36999192426336,0.29092606007912297,CO,2022-11-12,1,0,1,0,1,1,0,1,0,0,0,1,1,0
232,1.39464079009683,0.364090056455334,CO,2022-11-13,1,1,0,0,1,1,1,1,1,0,0,1,1,0
233,1.78704887687855,0.297189751309112,CO,2022-11-14,1,0,1,1,1,1,1,1,0,0,1,1,1,0
234,2.1722913364358,0.331708595278097,CO,2022-11-15,0,0,1,1,1,1,1,0,0,1,0,0,1,0
235,2.15875892020195,0.3250506661115115,CO,2022-11-16,1,0,1,0,1,0,1,1,0,1,0,1,0,1
236,2.41215309722338,0.264702211428509,CO,2022-11-17,1,1,1,1,1,1,0,1,1,0,0,0,1,0
237,4.61363596538423,0.370276015959113,CO,2022-11-18,1,1,1,0,1,1,0,1,1,0,0,1,1,0
238,0.677038894785458,0.2263719391754515,CO,2022-11-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1
239,1.12972923823139,0.1088968648130895,CO,2022-11-20,1,1,1,0,1,1,1,1,0,1,0,1,1,1
