...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
1655,NA,NA,PR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,NA,NA,PR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,NA,NA,PR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,0.0392142752567431,0.02890278277044645,PR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1659,NA,NA,PR,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,PR,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,NA,NA,PR,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,NA,NA,PR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,NA,NA,PR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,NA,NA,PR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,PR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,0.0861786247161498,0.0636465460298935,PR,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1669,NA,NA,PR,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,1.06891059460282,0.75059338783236,PR,2023-05-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
1671,NA,NA,PR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,0.12389734089614,0.086242640385311,PR,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1673,NA,NA,PR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,PR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,0.157876438017033,0.107415309568243,PR,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1676,1.98329182164036,0.71399298081858,PR,2023-05-09,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
1677,NA,NA,PR,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,NA,NA,PR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,NA,NA,PR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,PR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,0.036055383240757,0.0072959648854658,RI,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1682,1.4946825862805,0.259151532819729,RI,2023-04-03,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0
1683,1.16015561129141,0.452316953658955,RI,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
1684,0.0459111061498784,0.0087716740198824,RI,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1685,0.948133639736265,0.227470977600748,RI,2023-04-06,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1686,0.0134075789262509,0.01002137539496255,RI,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1687,0.013636780518174,0.0107390398485235,RI,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1688,NA,NA,RI,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,RI,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,0.0181104329828324,0.01332692232133715,RI,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1691,NA,NA,RI,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,0.0196935743529348,0.0154771890775712,RI,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1693,0.0239483065595358,0.01670136538718275,RI,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1694,0.0236108327776198,0.0180357982048077,RI,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1695,0.0961778978745751,0.0194894148548534,RI,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1696,0.0284440631839404,0.02107177362857595,RI,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1697,2.00384574581667,0.43129286699287,RI,2023-04-18,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
1698,NA,NA,RI,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,0.0355128541043315,0.02669670428530765,RI,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700,NA,NA,RI,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,NA,NA,RI,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,NA,NA,RI,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,0.165620989411342,0.03669475020995295,RI,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1704,0.973312674789704,0.4199585823523815,RI,2023-04-25,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1705,0.97270624460711,0.4185257235248455,RI,2023-04-26,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1706,0.21611755583079,0.04655135610407115,RI,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1707,0.0718105401996609,0.0503684322370965,RI,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1708,0.678020385029108,0.3549019106538245,RI,2023-04-29,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1709,NA,NA,RI,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,0.273711567478923,0.0636465460298935,RI,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1711,0.794836411898396,0.0687380488270945,RI,2023-05-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1712,0.639681698880241,0.3465602487206075,RI,2023-05-03,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1713,0.429682248237758,0.2452627309461055,RI,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1714,0.118611477292423,0.086242640385311,RI,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1715,0.378583148945206,0.092873542930678,RI,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1716,0.412508214034583,0.099926791033791,RI,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1717,0.444155277118166,0.107415309568243,RI,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1718,1.11772273352392,0.454707105720884,RI,2023-05-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
1719,1.99120355334239,0.123742438281266,RI,2023-05-10,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0
1720,NA,NA,RI,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,NA,NA,RI,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,NA,NA,RI,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,NA,NA,SC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,0.259192021485959,0.0077398416296733,SC,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1725,0.859364393804134,0.285284490244355,SC,2023-04-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1726,0.964361860511299,0.2950038237374665,SC,2023-04-05,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
1727,NA,NA,SC,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,0.493547150380236,0.1263394559084025,SC,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1729,0.916599975047401,0.291052344865304,SC,2023-04-08,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
1730,0.0162273793437044,0.0115253451071675,SC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1731,0.827752538011204,0.1546555071431655,SC,2023-04-10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
1732,0.499047754911391,0.01332692232133715,SC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1733,0.326695058619374,0.014354951749443,SC,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1734,3.04056075187216,0.377715523689434,SC,2023-04-13,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
1735,1.91757680380084,0.833798992695375,SC,2023-04-14,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
1736,0.0240785839128424,0.0180357982048077,SC,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1737,0.0966358112510389,0.0194894148548534,SC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1738,0.19791624840936,0.02107177362857595,SC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1739,0.841412131414174,0.386855846530593,SC,2023-04-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1740,1.98709966406477,0.428889253177105,SC,2023-04-19,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
1741,0.499176449482969,0.1278551949674575,SC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1742,0.137619458302983,0.02890278277044645,SC,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1743,0.281661284654567,0.03129533999246435,SC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1744,0.999198753984887,0.4230294459328395,SC,2023-04-23,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1745,1.14887377146118,0.257986461078126,SC,2023-04-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1746,0.98453249290201,0.1664732608902835,SC,2023-04-25,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1747,0.665439303077358,0.1343924179346305,SC,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1748,0.946646652063574,0.1663315467668965,SC,2023-04-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
1749,0.521072637078235,0.172749403306324,SC,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1750,2.24650249964297,0.65311418602669,SC,2023-04-29,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
1751,0.554500318281758,0.254653395159239,SC,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1752,0.274465150992617,0.0636465460298935,SC,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1753,NA,NA,SC,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,0.319395895606858,0.0741903788776005,SC,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1755,0.558720696750073,0.256693976245118,SC,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1756,1.15080916827846,0.2166071668503655,SC,2023-05-05,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
1757,NA,NA,SC,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,1.03008159346593,0.72529953085566,SC,2023-05-07,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1759,1.42949595704094,0.64794160025344,SC,2023-05-08,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
1760,0.157428217170181,0.115350586453642,SC,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1761,0.972558986869111,0.3189138327035805,SC,2023-05-10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
1762,0.182268581402678,0.1325987789862745,SC,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1763,0.202940918856901,0.1419253966049735,SC,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1764,NA,NA,SC,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,NA,NA,SD,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,NA,NA,SD,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,NA,NA,SD,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,NA,NA,SD,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,NA,NA,SD,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,NA,SD,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,NA,NA,SD,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,SD,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,NA,NA,SD,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,1.20862474057391,0.85204354715958,SD,2023-04-13,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1777,NA,NA,SD,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,NA,NA,SD,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,SD,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,NA,SD,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,NA,NA,SD,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,NA,NA,SD,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,NA,NA,SD,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,SD,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,NA,NA,SD,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,NA,NA,SD,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,NA,NA,SD,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,NA,SD,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,0.0710623222307499,0.0503684322370965,SD,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1792,0.0750821959946893,0.054478717195352,SD,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1793,0.0814604688636016,0.058899090729925,SD,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1794,0.0857522251854526,0.0636465460298935,SD,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1795,0.29950489548219,0.0687380488270945,SD,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1796,NA,NA,SD,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,0.118043302851713,0.0800199543763315,SD,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1798,NA,NA,SD,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,SD,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,SD,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,NA,NA,SD,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,SD,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,SD,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,0.00995010961646142,0.0072959648854658,TN,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1808,0.0374550201126133,0.00773984162967325,TN,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1809,0.948159238656563,0.185865110801714,TN,2023-04-04,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
1810,1.76599397099114,0.4472113776273775,TN,2023-04-05,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
1811,0.949675772250602,0.227939848017697,TN,2023-04-06,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1812,0.166522599728214,0.01002137539496255,TN,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1813,1.11256015847265,0.4444506230414855,TN,2023-04-08,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1814,NA,NA,TN,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,0.0176091649860038,0.01238593131230775,TN,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1816,0.207966371814991,0.01332692232133715,TN,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1817,0.517991122632005,0.014354951749443,TN,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1818,0.0218274529100221,0.0154771890775712,TN,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1819,0.36036465769866,0.01670136538718275,TN,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1820,0.71770246197143,0.2698883095992745,TN,2023-04-15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1821,0.089221220223319,0.0194894148548534,TN,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1822,0.438555834408732,0.02107177362857595,TN,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1823,1.03792119355702,0.3191609167048115,TN,2023-04-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1824,NA,NA,TN,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,0.125363196504942,0.02669670428530765,TN,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1826,0.263466241213944,0.02890278277044645,TN,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1827,0.608965787835858,0.260192997013572,TN,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1828,0.0455433759180393,0.0338879308848166,TN,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1829,0.682886748969246,0.03669475020995295,TN,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1830,0.0522711858079212,0.03973060015923435,TN,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1831,0.0594677226420873,0.04301084566201195,TN,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1832,1.11948586974584,0.78781180543573,TN,2023-04-27,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1833,1.76165602197057,0.53993583432099,TN,2023-04-28,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0
1834,0.246706584025091,0.054478717195352,TN,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1835,2.49937782559082,0.72385389678512,TN,2023-04-30,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1836,4.38585830090593,0.56271210112229,TN,2023-05-01,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1837,1.38297457504633,0.166926233574215,TN,2023-05-02,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
1838,1.41984291416049,0.0741903788776005,TN,2023-05-03,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1839,1.11180194185844,0.212666400024025,TN,2023-05-04,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1840,1.04726966226676,0.738065272710585,TN,2023-05-05,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1841,0.132173304517577,0.092873542930678,TN,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1842,NA,NA,TN,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,NA,NA,TN,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,0.465229829578789,0.115350586453642,TN,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1845,0.632339117423566,0.269524057867234,TN,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1846,2.75065561869683,0.4751750435059055,TN,2023-05-11,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1847,1.21565648804144,0.2812730280315435,TN,2023-05-12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
1848,0.915149825327088,0.4230115121035955,TN,2023-05-13,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1849,1.61827454982554,0.140088905604206,TX,2023-04-02,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
1850,1.50060939168909,0.0789085136959385,TX,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
1851,4.09909449165866,0.2299256617903885,TX,2023-04-04,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0
1852,1.15771496267671,0.100528045041232,TX,2023-04-05,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
1853,1.62947860194244,0.171218883255033,TX,2023-04-06,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0
1854,1.98982727941162,0.2210728683060575,TX,2023-04-07,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0
1855,0.807288697300597,0.0107390398485235,TX,2023-04-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
