...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
558,NA,NA,ID,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.472951595005235,0.3285700376208165,ID,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
564,NA,NA,ID,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.278106383821543,0.1978874620698825,IL,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
590,1.44140352510504,0.31765720127018,IL,2023-06-05,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0
591,0.91119379886037,0.3822617895245815,IL,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
592,1.82386704240396,0.2207863085414875,IL,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
593,1.17681906329069,0.346110801434043,IL,2023-06-08,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
594,0.764301782871101,0.345765375080846,IL,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
595,1.29846253212661,0.476099086581743,IL,2023-06-10,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
596,0.571747797502586,0.344589502264899,IL,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
597,0.580220421139962,0.3472963370757285,IL,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
598,1.10934647057632,0.4689763830343295,IL,2023-06-13,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
599,0.4917031900111,0.351413663767246,IL,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,1.84886162066034,0.32529510512897,IL,2023-06-15,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
601,1.9071496342024,0.445906882435336,IL,2023-06-16,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
602,1.02363434225156,0.303157850740241,IL,2023-06-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
603,0.446155868377207,0.311634678258656,IL,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
604,2.02372550049509,0.418594254165777,IL,2023-06-19,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
605,1.54807818724973,0.376144179820359,IL,2023-06-20,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
606,0.822441635623439,0.376194138267308,IL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
607,NA,NA,IL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,0.501078223878482,0.353756087833699,IL,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,0.975379527299711,0.2952956299145945,IL,2023-06-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
610,NA,NA,IL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,1.82111849510019,0.453994046572956,IL,2023-06-26,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
612,1.37105001403979,0.491822475338396,IL,2023-06-27,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
613,0.392826553794692,0.2794192932201045,IL,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
614,3.43473576008316,0.4740821321908885,IL,2023-06-29,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
615,1.06088941131672,0.3854010610506365,IL,2023-06-30,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
616,0.571211987199238,0.343917267825435,IL,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
617,0.680319737877262,0.4888628030117,IL,2023-07-02,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,1.37451518602372,0.381102541554643,IL,2023-07-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
619,0.37229316282913,0.2632093367511465,IL,2023-07-04,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
620,1.96579854248076,0.4690067680711065,IL,2023-07-05,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
621,NA,NA,IL,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,1.33980334151431,0.43483845947379,IL,2023-07-07,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
623,1.41356070521541,0.467399770923882,IL,2023-07-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
624,0.67860902028244,0.473941819237903,IL,2023-07-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
625,2.004644856656,0.433550768975849,IL,2023-07-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
626,1.12721088790975,0.393072808451317,IL,2023-07-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
627,0.742093526000747,0.405248678056187,IL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
628,2.26333284213555,0.4646030345683395,IL,2023-07-13,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0
629,2.76757338437302,0.4341550233165165,IL,2023-07-14,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
630,1.0490482954181,0.461339696579283,IL,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
631,NA,NA,IN,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,1.24360660184973,0.2053900729844485,IN,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
633,0.57608990714875,0.410784497315615,IN,2023-06-06,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
634,NA,NA,IN,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,0.327377838947873,0.2286633652726305,IN,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
636,NA,NA,IN,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,0.886063082719169,0.4550552977538765,IN,2023-06-10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
638,NA,NA,IN,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,IN,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,0.386683676710419,0.26946113604949,IN,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641,NA,NA,IN,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,IN,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,0.760522809059382,0.4011371111250745,IN,2023-06-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
644,NA,NA,IN,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,0.472858985547581,0.3189648175112015,IN,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
646,NA,NA,IN,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,0.480028680256828,0.3218040795175775,IN,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
648,NA,NA,IN,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,1.11938020635047,0.3454045438620755,IN,2023-06-22,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
650,0.607580689940564,0.3590229495592445,IN,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,NA,NA,IN,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.734930740084733,0.520990266279905,IN,2023-06-26,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
654,0.548977990802136,0.3864816695412585,IN,2023-06-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
655,0.388185571573868,0.2794192932201045,IN,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
656,0.685333506781307,0.477121795022028,IN,2023-06-29,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
657,0.562491312221592,0.3415189478048685,IN,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
658,NA,NA,IN,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,0.893268368424723,0.2632093367511465,IN,2023-07-04,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,0.671689867296905,0.4712822292191135,IN,2023-07-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
663,NA,NA,IN,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,0.826044701528235,0.58395260046768,IN,2023-07-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
665,0.833718351601269,0.590572483427085,IN,2023-07-08,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
666,0.942121297055504,0.47203391772352,IN,2023-07-09,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
667,NA,NA,IN,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,0.692284776558229,0.486602430479533,IN,2023-07-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
669,1.10178740461512,0.4705118265377775,IN,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
670,0.644121343666442,0.451122154528978,IN,2023-07-13,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
671,0.833674824338955,0.4402966948397835,IN,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
672,0.977239060346874,0.4839143546081225,IN,2023-07-15,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
673,NA,NA,KS,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,0.403174396803379,0.277830537003399,KS,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684,0.722719656464519,0.51099753917185,KS,2023-06-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
685,NA,NA,KS,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,0.471477843058099,0.3285700376208165,KS,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
690,NA,NA,KS,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.820653761872441,0.58468380831306,KS,2023-06-27,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
697,NA,NA,KS,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,0.679981160984478,0.470787920905757,KS,2023-07-06,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
706,NA,NA,KS,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,0.59008879722534,0.4308676845594505,KS,2023-07-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
711,NA,NA,KS,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,0.453815053670156,0.311905094034105,KY,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
718,NA,NA,KY,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,NA,KY,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.907591121034417,0.2611472458804155,KY,2023-06-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
724,NA,NA,KY,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,0.612754963622269,0.428513848579625,KY,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
726,NA,NA,KY,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.59013979374821,0.4204357392035675,KY,2023-06-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
731,NA,NA,KY,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,NA,KY,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,0.400411575106079,0.283016291086538,KY,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
739,NA,NA,KY,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,0.919622687418337,0.2760743935846805,KY,2023-06-29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
741,NA,NA,KY,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
