...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI,X22B_95_CI
523,0.876945106394269,0.101323873824337,IA,2022-09-29,1,1,1,1,1,1,1,0,0,0,1,1
524,0.902568914172369,0.134944753774721,IA,2022-09-30,1,1,1,1,1,1,1,0,1,0,1,0
525,1.02408674580811,0.0168906051549127,IA,2022-10-01,1,1,1,1,1,0,1,1,1,1,1,1
526,0.785832598378633,0.01819582361190165,IA,2022-10-02,1,1,1,1,1,0,1,0,0,0,1,0
527,1.00011916539906,0.117586654829463,IA,2022-10-03,1,1,1,1,1,1,1,0,1,0,1,0
528,1.75384272768397,0.1244835775177725,IA,2022-10-04,1,0,1,0,1,1,1,0,1,1,1,0
529,1.66169121727671,0.0237858881125337,IA,2022-10-05,1,1,1,1,1,0,1,1,1,0,1,0
530,1.8717363062248,0.1497552561937605,IA,2022-10-06,1,0,1,0,1,1,1,0,0,0,1,0
531,0.98683842298653,0.102625141065335,IA,2022-10-07,1,1,1,1,1,1,1,0,1,1,1,0
532,0.979110775250134,0.113329446839066,IA,2022-10-08,1,1,1,1,1,1,1,0,0,0,1,0
533,0.949578564922815,0.12631909966636,IA,2022-10-09,1,1,1,1,1,1,1,0,0,0,1,0
534,3.56248722512836,0.0772666419808205,IA,2022-10-10,1,1,1,0,1,0,1,0,0,0,1,0
535,2.40785182519463,0.114782327794375,IA,2022-10-11,1,1,1,0,1,0,1,0,1,1,1,0
536,2.58159475967653,0.2647189266987815,IA,2022-10-12,1,0,1,0,1,1,1,0,0,0,1,0
537,1.74563515518651,0.1386330046807685,IA,2022-10-13,1,1,0,0,1,0,1,1,0,1,1,0
538,3.62532209986858,0.114379255337745,IA,2022-10-14,1,1,1,0,1,0,1,0,0,0,1,0
539,2.11683130853944,0.2124901310057295,IA,2022-10-15,0,1,1,0,1,1,0,1,1,0,1,0
540,3.37650906432504,0.188670858852941,IA,2022-10-16,1,0,1,0,1,0,1,0,0,0,1,0
541,2.20531414603667,0.141877404866752,IA,2022-10-17,1,1,1,0,1,0,1,1,1,0,1,0
542,7.88193904270111,0.264529893733745,IA,2022-10-18,1,0,1,0,1,0,1,0,0,0,1,0
543,3.700171134679,0.288438524607371,IA,2022-10-19,1,0,1,0,1,1,1,0,1,0,1,0
544,7.86420025432655,0.234291802592676,IA,2022-10-20,1,0,1,0,1,0,1,0,1,0,1,0
545,6.76318230109392,0.238967762568973,IA,2022-10-21,1,0,1,0,1,0,1,0,0,0,1,0
546,4.29129101075671,0.3952771313953485,IA,2022-10-22,1,0,0,0,1,1,1,0,0,0,1,0
547,NA,NA,ID,2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.462145348360977,0.01160831175361105,ID,2022-09-12,1,1,1,1,1,1,1,0,1,1,1,0
549,0.115839520069786,0.0115086939677991,ID,2022-09-13,1,1,1,1,1,1,1,1,1,1,1,1
550,0.059350273753099,0.0114272229475908,ID,2022-09-14,1,1,1,1,1,1,1,0,1,1,1,0
551,0.195008435947756,0.0113656198810747,ID,2022-09-15,1,1,1,1,1,1,1,1,1,1,1,1
552,0.194030438850836,0.0113259240122854,ID,2022-09-16,1,1,1,1,1,1,1,1,1,1,1,1
553,NA,NA,ID,2022-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2022-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2022-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0.120392073698805,0.01144180356995685,ID,2022-09-20,1,1,1,1,1,1,1,1,1,1,1,1
557,0.0170411461146079,0.011558257041431,ID,2022-09-21,1,1,1,1,1,1,1,1,1,1,1,1
558,NA,NA,ID,2022-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.91627886454649,0.4067952671338475,ID,2022-09-23,1,0,1,1,1,0,1,0,1,1,1,0
560,0.0177183564187674,0.0122068700563173,ID,2022-09-24,1,1,1,1,1,1,1,1,1,1,1,1
561,NA,NA,ID,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.21264718687407,0.01297432419967075,ID,2022-09-26,1,1,1,1,1,1,1,1,1,1,1,1
563,NA,NA,ID,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,0.927038978477136,0.292920831557167,ID,2022-09-29,1,1,0,1,1,1,1,1,1,1,1,1
566,0.996957580722078,0.298965464884619,ID,2022-09-30,1,1,1,1,0,1,1,1,1,1,0,0
567,0.0257924693269468,0.0168906051549127,ID,2022-10-01,1,1,1,1,1,1,1,1,1,1,1,1
568,0.0271233574245997,0.01819582361190165,ID,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
569,0.199562853020566,0.0197500216173869,ID,2022-10-03,1,1,1,1,1,1,1,0,1,1,1,0
570,0.11209088000401,0.02159659987599685,ID,2022-10-04,1,1,1,1,1,1,1,1,1,1,1,1
571,NA,NA,ID,2022-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,0.0401770152822229,0.02637584862151305,ID,2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
573,0.143584284349813,0.02943269891141695,ID,2022-10-07,1,1,1,1,1,1,1,0,1,1,1,0
574,NA,NA,ID,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,0.0599635600620764,0.03725584123427775,ID,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
576,0.92707932276326,0.2958285168459455,ID,2022-10-10,1,1,1,1,0,1,1,1,1,1,0,0
577,0.751469475685948,0.277693673917981,ID,2022-10-11,1,0,1,1,1,1,1,0,1,0,1,1
578,0.482352923423511,0.054653091704676,ID,2022-10-12,1,1,1,1,1,1,1,1,1,0,1,0
579,0.292324233625524,0.062387164162205,ID,2022-10-13,1,1,1,1,1,1,1,1,1,1,1,1
580,0.31463047808551,0.1911028148317445,ID,2022-10-14,1,1,1,1,1,1,1,0,1,1,1,0
581,0.125477540715165,0.081454456355885,ID,2022-10-15,1,1,1,1,1,1,1,1,1,0,1,0
582,NA,NA,ID,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,1.17611410064448,0.2251285541834555,ID,2022-10-17,1,1,1,1,1,1,1,0,1,1,1,0
584,0.912651387047194,0.4147435972369545,ID,2022-10-18,1,1,0,1,1,1,1,1,0,0,1,1
585,0.989143148238339,0.1370640079827085,ID,2022-10-19,1,1,1,1,1,0,1,1,1,0,1,0
586,0.641745508093056,0.1551062144743285,ID,2022-10-20,1,1,1,1,1,1,1,0,1,0,1,0
587,0.699308108266113,0.174890765196973,ID,2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
588,NA,NA,ID,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.49607795707547,0.120301871600148,IL,2022-09-11,1,1,1,1,0,1,1,0,0,0,0,1
590,2.32244904327416,0.1174467415523865,IL,2022-09-12,1,1,1,1,1,1,1,0,1,1,1,0
591,1.07509772652012,0.0720694426898295,IL,2022-09-13,1,1,1,1,1,1,1,0,1,1,1,0
592,3.60076371624634,0.137930779304685,IL,2022-09-14,1,1,0,1,0,0,1,0,0,0,0,0
593,5.79330749840266,0.1420407898846885,IL,2022-09-15,1,0,1,1,1,0,1,0,1,1,1,0
594,5.33090650976077,0.166056252229755,IL,2022-09-16,1,0,1,0,0,0,1,0,0,0,0,0
595,1.66958634481027,0.080197448423312,IL,2022-09-17,1,1,1,1,1,1,1,1,0,0,1,0
596,2.61856388789628,0.142954773811744,IL,2022-09-18,1,1,0,1,1,0,1,1,0,0,1,0
597,2.63976763234861,0.131294206728084,IL,2022-09-19,0,1,0,1,1,0,0,0,0,0,1,0
598,2.61744761296316,0.140234338090319,IL,2022-09-20,1,0,1,1,1,1,1,0,0,1,1,0
599,5.13045927023991,0.160805639208539,IL,2022-09-21,0,0,1,1,1,0,0,0,1,0,1,0
600,1.95218241200108,0.106612529326066,IL,2022-09-22,1,0,1,1,0,1,1,0,0,0,0,0
601,10.5800639340531,0.2018596997235935,IL,2022-09-23,1,0,1,1,1,0,1,0,0,0,1,0
602,1.2450171435364,0.09751191193714,IL,2022-09-24,1,1,1,1,1,1,1,0,0,1,1,0
603,1.21696054751812,0.122924454988644,IL,2022-09-25,0,1,1,1,1,1,0,1,0,1,1,0
604,3.90841871186518,0.173833719550911,IL,2022-09-26,1,0,1,1,1,0,1,0,0,0,1,0
605,1.35193371534109,0.1454253146969485,IL,2022-09-27,1,0,1,1,1,1,1,0,0,1,1,0
606,2.49125279664095,0.092316215617878,IL,2022-09-28,1,0,1,1,1,0,1,0,0,0,1,0
607,14.4422496452138,0.254554688095623,IL,2022-09-29,1,0,1,1,1,0,1,0,0,0,1,0
608,3.04364232147012,0.171434393334066,IL,2022-09-30,1,1,1,0,1,0,1,0,0,0,1,1
609,1.00510505354931,0.159382840632677,IL,2022-10-01,1,1,1,1,1,1,1,0,1,0,1,0
610,2.37576327435922,0.1165569724219775,IL,2022-10-02,1,0,1,0,1,1,1,0,0,0,1,0
611,1.05021472209087,0.165617740383037,IL,2022-10-03,1,1,1,1,1,1,1,0,1,0,1,0
612,0.972451133967216,0.1542262511127685,IL,2022-10-04,1,1,1,1,1,1,1,0,0,0,1,0
613,3.15808686287004,0.164719276271903,IL,2022-10-05,1,0,0,1,1,1,1,0,0,0,1,1
614,11.81370744645,0.2549415367148395,IL,2022-10-06,1,0,1,0,1,0,1,0,0,0,1,0
615,2.51789938983215,0.153643637416673,IL,2022-10-07,1,1,1,0,0,1,1,0,0,0,0,0
616,2.58372921817988,0.225655093432133,IL,2022-10-08,1,0,1,1,1,1,1,0,0,1,1,0
617,4.08296026950087,0.2875763539372415,IL,2022-10-09,1,1,0,0,1,0,1,0,0,0,1,0
618,6.37507382995609,0.2454889728845755,IL,2022-10-10,0,0,1,0,1,1,0,0,1,0,1,0
619,1.20034903652307,0.1952419850818985,IL,2022-10-11,1,1,1,1,1,1,1,0,0,0,1,0
620,9.00564517712175,0.233247138691136,IL,2022-10-12,1,0,0,0,1,1,1,0,0,0,1,1
621,6.97000691905082,0.233076174642196,IL,2022-10-13,1,0,1,0,1,1,1,0,1,0,1,1
622,7.12107991113331,0.223474327725954,IL,2022-10-14,0,0,0,0,1,0,0,0,0,0,1,0
623,6.85897378302784,0.2071596452430695,IL,2022-10-15,0,0,1,0,1,0,0,0,0,0,1,0
624,4.46998249643178,0.320491910270317,IL,2022-10-16,1,0,1,0,1,1,1,0,0,1,1,0
625,14.2065470144985,0.2029185337969935,IL,2022-10-17,1,0,1,0,1,0,1,0,0,0,1,0
626,6.97432598461769,0.20520377501474,IL,2022-10-18,1,1,1,0,1,0,1,0,1,0,1,0
627,6.48600722862229,0.277041980925375,IL,2022-10-19,1,0,0,0,0,1,1,0,0,0,0,0
628,12.040902724152,0.302735225296672,IL,2022-10-20,0,0,0,0,1,0,0,0,0,0,1,0
629,13.1115718923588,0.25081479703561,IL,2022-10-21,1,1,1,0,1,0,1,0,1,0,1,0
630,6.3603776010338,0.303185270028989,IL,2022-10-22,0,1,0,0,1,0,0,0,0,0,1,0
631,0.705283402698936,0.072099131366839,IN,2022-09-11,1,1,1,1,1,1,1,1,1,1,1,1
632,4.78593835253854,0.180066390994264,IN,2022-09-12,1,0,1,1,1,0,1,0,0,1,1,0
633,0.861914175951931,0.1099199106410985,IN,2022-09-13,1,1,1,1,1,1,1,0,0,1,1,0
634,1.7867337566038901,0.0114272229475908,IN,2022-09-14,1,0,1,1,1,0,1,0,1,1,1,0
635,0.594099552677305,0.0799921208114655,IN,2022-09-15,1,1,1,1,1,1,1,0,1,1,1,0
636,0.865495470754386,0.050823226091364,IN,2022-09-16,1,1,1,1,1,1,1,0,1,0,1,0
637,0.995602076607135,0.136130540230139,IN,2022-09-17,1,1,1,1,1,1,1,0,1,1,1,0
638,0.766138996731866,0.113382644135038,IN,2022-09-18,1,1,1,1,1,1,1,0,0,0,1,0
639,0.792122840053856,0.0722222522409705,IN,2022-09-19,1,1,1,1,1,1,1,0,0,1,1,0
640,1.41036500711547,0.01144180356995685,IN,2022-09-20,1,0,1,1,1,0,1,1,1,1,1,1
641,1.3651200947668,0.1631497542082235,IN,2022-09-21,1,1,1,1,1,0,1,0,1,1,1,0
642,0.499455268605276,0.0681816081776165,IN,2022-09-22,1,1,1,1,1,1,1,0,1,1,1,0
643,5.05478248646411,0.269402231136035,IN,2022-09-23,1,0,1,0,1,0,1,0,1,0,1,0
644,2.4768725175239,0.212673718476251,IN,2022-09-24,1,0,1,1,1,0,1,1,0,0,1,1
645,0.778313343856792,0.0588630645734775,IN,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
646,0.86344801045592,0.118144324695952,IN,2022-09-26,1,1,1,1,1,1,1,0,0,1,1,1
647,3.18826942335456,0.01349338060232635,IN,2022-09-27,1,0,1,1,1,0,1,0,0,0,1,0
648,1.17204296750602,0.111743232360471,IN,2022-09-28,1,1,1,1,1,1,1,0,1,1,1,0
649,6.5845249077869,0.3357167247454855,IN,2022-09-29,1,0,1,1,1,0,1,0,1,0,1,0
650,0.653144700942667,0.1030386091767865,IN,2022-09-30,1,1,1,1,1,1,1,0,1,1,1,0
651,2.27390888715024,0.1943474271092975,IN,2022-10-01,1,0,1,0,1,1,1,0,0,0,1,1
652,0.774283165436235,0.127861248029775,IN,2022-10-02,1,1,1,1,1,1,1,0,1,0,1,0
653,4.46981888270804,0.25973970582047,IN,2022-10-03,0,0,1,1,1,0,0,0,0,0,1,0
654,1.78188038509786,0.0730941115572645,IN,2022-10-04,0,1,1,0,1,0,0,1,1,0,1,1
655,4.76580005338472,0.2176564709928265,IN,2022-10-05,1,0,1,0,1,0,1,0,0,0,1,0
656,1.21570415881579,0.02637584862151305,IN,2022-10-06,1,1,1,1,1,0,1,1,1,1,1,1
657,0.604601068329869,0.02943269891141695,IN,2022-10-07,1,1,1,1,1,1,1,1,1,1,1,1
658,2.60658006989839,0.066100203379917,IN,2022-10-08,1,1,1,0,1,0,1,0,0,0,1,0
659,0.851705661507946,0.141027720044793,IN,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
660,3.39901670745505,0.2356944987127475,IN,2022-10-10,1,0,0,0,1,1,1,0,1,0,1,1
661,4.78920574046113,0.1009768270549545,IN,2022-10-11,1,1,1,0,1,0,1,0,1,0,1,0
662,3.67740149222395,0.054653091704676,IN,2022-10-12,1,1,1,0,1,0,1,1,1,0,1,0
663,4.72558971198614,0.2415769450143345,IN,2022-10-13,1,0,0,0,1,1,1,0,0,0,1,0
664,2.53560105082232,0.2224489516309305,IN,2022-10-14,1,0,1,0,1,1,1,0,1,0,1,0
665,3.72771136365454,0.2308781663043575,IN,2022-10-15,1,0,1,0,1,1,1,0,0,0,1,0
666,2.0152191232125,0.2285254319154545,IN,2022-10-16,1,0,1,0,1,1,1,0,0,0,1,0
667,4.70157841029472,0.2466387141588025,IN,2022-10-17,1,0,0,0,1,0,1,0,0,0,1,1
668,3.41064467440043,0.3167479841747345,IN,2022-10-18,1,0,0,0,1,1,1,0,0,0,1,0
669,5.34213106366334,0.2153420152498305,IN,2022-10-19,1,0,1,0,1,0,1,0,0,0,1,0
670,3.0391319589787398,0.293759423038897,IN,2022-10-20,1,0,1,0,0,1,1,0,1,0,0,0
671,3.22252226864336,0.174890765196973,IN,2022-10-21,1,1,1,0,1,0,1,1,1,0,1,0
672,3.98429414478346,0.1964092713834805,IN,2022-10-22,1,1,1,0,1,0,1,1,1,0,1,0
673,0.47671802801809,0.16869834311084,KS,2022-09-11,1,1,1,1,1,1,1,1,1,1,1,1
674,1.02079470100734,0.01160831175361105,KS,2022-09-12,1,1,1,1,1,0,1,0,0,1,1,0
675,0.675690161042068,0.0115086939677991,KS,2022-09-13,1,1,1,1,1,1,1,0,0,1,1,0
676,3.0176355976377,0.274199058609263,KS,2022-09-14,1,0,1,1,1,0,1,1,1,1,1,1
677,0.715013226823809,0.142899746664324,KS,2022-09-15,1,1,1,1,1,1,1,0,1,1,1,0
678,0.317303070575636,0.0990977064102375,KS,2022-09-16,1,1,1,1,1,1,1,0,0,1,1,0
679,0.189681660311367,0.0113105518558182,KS,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
680,0.056361226746506,0.0113223685046045,KS,2022-09-18,1,1,1,1,1,1,1,1,1,1,1,1
681,0.991577548837125,0.195322545907085,KS,2022-09-19,1,1,1,0,1,1,1,0,1,0,1,0
682,0.380359834648515,0.124463823659254,KS,2022-09-20,1,1,1,1,1,1,1,0,1,1,1,0
683,0.989649437453238,0.0992875982194155,KS,2022-09-21,1,1,1,1,0,1,1,0,1,1,0,1
684,0.670749407731326,0.01171984115278585,KS,2022-09-22,1,1,1,1,1,1,1,0,1,1,1,0
685,0.51141804346456,0.1698781163125175,KS,2022-09-23,1,1,1,1,1,1,1,1,1,1,1,1
686,0.895829816419958,0.4065495735420905,KS,2022-09-24,1,0,1,1,1,0,1,0,1,1,1,0
687,0.0679966157994413,0.0125500379238852,KS,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
688,0.501883983806281,0.01297432419967075,KS,2022-09-26,1,1,1,1,1,1,1,1,1,0,1,0
689,3.1616725087094,0.2983996939116935,KS,2022-09-27,1,0,1,1,1,0,1,0,1,0,1,0
690,0.754426688492263,0.2744428917559765,KS,2022-09-28,1,0,1,1,1,1,1,1,1,1,1,1
691,1.30257635111803,0.2371583428188865,KS,2022-09-29,1,0,1,1,1,1,1,0,1,1,1,0
692,0.525969084217493,0.093243096395099,KS,2022-09-30,1,1,1,1,1,1,1,1,1,1,1,1
693,0.576597981092295,0.09393157411858,KS,2022-10-01,1,1,1,1,1,1,1,0,1,0,1,1
694,1.95478917847235,0.52870660656028,KS,2022-10-02,1,0,1,1,1,0,1,0,0,1,1,1
695,0.887932624758244,0.399990482742944,KS,2022-10-03,1,0,1,1,1,1,1,0,1,1,1,0
696,0.750006319251448,0.02159659987599685,KS,2022-10-04,1,1,1,1,1,1,1,1,1,1,1,1
697,0.635997279780644,0.2651618199713255,KS,2022-10-05,1,1,1,1,1,1,1,1,1,0,1,0
698,0.602358991439522,0.207044568535998,KS,2022-10-06,1,1,1,1,1,1,1,0,1,0,1,0
699,1.19625623049667,0.32994036194281,KS,2022-10-07,1,1,0,1,1,1,1,1,0,0,1,1
700,0.842986933930875,0.39437265482148,KS,2022-10-08,1,0,1,1,1,1,1,1,1,1,1,1
701,0.843619514679616,0.3935088749626075,KS,2022-10-09,1,0,1,1,1,1,1,1,1,1,1,1
702,1.06771475249232,0.169024796161351,KS,2022-10-10,0,1,1,1,1,1,0,1,1,1,1,0
703,1.3607375291343,0.04796177299604685,KS,2022-10-11,1,1,1,1,1,0,1,1,1,0,1,0
704,5.02924907358511,0.50830431953918,KS,2022-10-12,1,0,0,0,1,0,1,0,1,1,1,0
705,1.62443428916834,0.062387164162205,KS,2022-10-13,1,1,1,0,1,0,1,1,1,0,1,0
706,0.840520104566922,0.3945136755694815,KS,2022-10-14,1,0,1,1,1,1,1,0,1,1,1,0
707,0.124411860085154,0.081454456355885,KS,2022-10-15,1,1,1,1,1,1,1,0,1,1,1,0
708,0.874911150210324,0.297274406137781,KS,2022-10-16,1,0,1,1,1,1,1,0,1,1,1,0
709,1.84987406354157,0.1910017070178655,KS,2022-10-17,1,1,1,0,1,0,1,1,0,0,1,0
710,1.38150028169241,0.235772024420451,KS,2022-10-18,1,0,1,0,1,1,1,0,0,0,1,0
711,1.22670459400169,0.3683366412859515,KS,2022-10-19,1,0,0,1,1,1,1,0,1,1,1,0
712,5.96942284275567,0.1551062144743285,KS,2022-10-20,1,1,1,0,1,0,1,0,0,0,1,0
713,1.49972286627976,0.3124534982899055,KS,2022-10-21,1,1,1,0,0,1,1,1,1,0,0,1
714,0.683853285926174,0.226071402950049,KS,2022-10-22,1,1,1,1,1,1,1,1,1,0,1,0
715,0.900225633330139,0.16869834311084,KY,2022-09-11,1,0,1,1,1,1,1,0,1,1,1,0
716,3.85616067785574,0.216687712568319,KY,2022-09-12,1,0,1,1,1,0,1,0,1,0,1,0
717,0.495094664706098,0.1041310155426695,KY,2022-09-13,1,1,1,1,1,1,1,0,1,1,1,0
718,1.10624593033203,0.2189269800571605,KY,2022-09-14,1,1,0,1,1,0,1,0,0,1,1,0
719,3.58612399132033,0.3621232913030725,KY,2022-09-15,1,0,1,1,1,0,1,0,1,1,1,0
720,1.27953593280488,0.15944080680883,KY,2022-09-16,1,0,1,1,1,1,1,0,1,1,1,0
721,0.276955151211282,0.0113105518558182,KY,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
722,0.420786596982654,0.143144407334024,KY,2022-09-18,1,1,1,1,1,1,1,0,1,1,1,0
723,0.950447465913186,0.0490384507881094,KY,2022-09-19,1,1,1,1,1,1,1,0,1,0,1,0
724,1.21683608056138,0.1510572401508535,KY,2022-09-20,1,0,1,1,1,1,1,0,1,1,1,0
725,0.73150968856116,0.138387052357151,KY,2022-09-21,1,1,1,0,1,1,1,1,1,0,1,0
726,1.81833410550703,0.2093360257396935,KY,2022-09-22,1,0,1,1,1,0,1,0,1,1,1,0
727,0.38296633250998,0.0909057327054075,KY,2022-09-23,1,1,1,1,1,1,1,0,1,0,1,1
728,0.380518109401028,0.0998385819420445,KY,2022-09-24,1,1,1,1,1,1,1,0,1,1,1,0
729,0.740392077153295,0.2749905222715755,KY,2022-09-25,1,0,1,1,1,1,1,0,1,1,1,0
730,1.32536914329619,0.01297432419967075,KY,2022-09-26,1,1,1,1,1,0,1,1,1,1,1,1
731,4.43045529976737,0.3295900728982885,KY,2022-09-27,1,0,1,1,1,0,1,0,1,1,1,0
732,2.5492255619955,0.3488198789082075,KY,2022-09-28,1,0,1,1,1,0,1,0,1,1,1,0
733,0.949291859517564,0.150925370291292,KY,2022-09-29,0,1,1,1,1,1,0,0,0,1,1,1
734,1.85943097556583,0.312981196862455,KY,2022-09-30,1,0,0,1,1,0,1,0,0,1,1,0
735,0.276527097260432,0.0168906051549127,KY,2022-10-01,1,1,1,1,1,1,1,1,1,1,1,1
736,0.300752656673059,0.01819582361190165,KY,2022-10-02,1,1,1,1,1,1,1,0,1,1,1,0
737,1.29824153622219,0.237030285117705,KY,2022-10-03,1,0,1,1,1,1,1,0,1,1,1,0
738,1.22320394396415,0.02159659987599685,KY,2022-10-04,1,1,1,1,1,0,1,0,0,1,1,0
739,1.30399044509273,0.0237858881125337,KY,2022-10-05,1,1,1,1,1,0,1,1,1,0,1,0
740,1.05324239363173,0.02637584862151305,KY,2022-10-06,1,1,1,1,1,0,1,0,1,1,1,0
741,0.6664592856775,0.1514201025012805,KY,2022-10-07,1,1,1,1,1,1,1,1,1,0,1,0
742,0.856678186399723,0.123366704267009,KY,2022-10-08,1,1,1,1,1,1,1,1,1,0,1,0
743,0.3997762528136,0.196387930504287,KY,2022-10-09,1,1,1,1,1,1,1,0,0,0,1,0
744,0.414505733770775,0.143792100785681,KY,2022-10-10,1,1,1,1,1,1,1,1,1,0,1,0
745,0.883986826226421,0.04796177299604685,KY,2022-10-11,1,1,1,1,1,0,1,1,0,1,1,0
746,2.55595766910784,0.054653091704676,KY,2022-10-12,1,1,1,0,1,0,1,0,0,0,1,0
747,0.717853299135784,0.165442823953143,KY,2022-10-13,1,1,1,1,1,1,1,1,1,0,1,0
748,0.327206211902577,0.07128165222517,KY,2022-10-14,1,1,1,1,1,1,1,1,0,1,1,0
749,0.350556141519327,0.081454456355885,KY,2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1
750,0.751959924251108,0.0930198835029085,KY,2022-10-16,1,1,1,1,1,1,1,0,1,0,1,0
751,3.13407357588706,0.1060841738138815,KY,2022-10-17,1,1,1,0,1,0,1,0,1,0,1,0
752,2.08213681869285,0.1207405471672745,KY,2022-10-18,1,1,1,0,1,0,1,0,1,0,1,0
753,0.461966674805825,0.203783803486297,KY,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
754,2.02650565981715,0.2441326245959145,KY,2022-10-20,1,0,1,0,1,0,1,0,1,0,1,0
755,3.19685619002076,0.174890765196973,KY,2022-10-21,1,1,1,0,1,0,1,0,1,0,1,0
756,NA,NA,KY,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.315448141122098,0.1098331984543395,LA,2022-09-11,1,1,1,1,1,1,1,0,0,1,1,1
758,1.81230932117371,0.1688358523782205,LA,2022-09-12,1,0,1,1,1,0,1,0,1,1,1,0
759,1.32921695277689,0.1689666406450785,LA,2022-09-13,1,0,1,1,1,1,1,0,1,0,1,0
760,1.40484922302064,0.0114272229475908,LA,2022-09-14,1,0,1,1,1,0,1,0,1,1,1,0
761,1.91299329851947,0.226603281890028,LA,2022-09-15,1,0,1,1,1,0,1,0,1,0,1,0
762,0.269799637996429,0.0113259240122854,LA,2022-09-16,1,1,1,1,1,1,1,0,1,1,1,0
763,0.335097818538067,0.1101263759854885,LA,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
764,0.648638047287464,0.0113223685046045,LA,2022-09-18,1,1,1,1,1,1,1,1,0,1,1,0
765,0.868679482359893,0.01136477342721005,LA,2022-09-19,1,1,1,1,1,0,1,0,1,0,1,0
766,2.55945468763788,0.281257361652965,LA,2022-09-20,1,0,0,1,1,0,1,0,0,1,1,0
767,0.461679251511688,0.011558257041431,LA,2022-09-21,1,1,1,1,1,1,1,0,1,1,1,0
768,1.31304901327808,0.2375669092521085,LA,2022-09-22,1,0,1,1,1,0,1,0,1,0,1,0
769,2.28310103645338,0.511214051701635,LA,2022-09-23,1,1,0,0,1,0,1,1,0,0,1,0
770,0.381305945732773,0.0122068700563173,LA,2022-09-24,1,1,1,1,1,1,1,1,1,0,1,0
771,0.396375240593159,0.0125500379238852,LA,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
772,1.06891180938748,0.1875524289634095,LA,2022-09-26,1,0,1,1,1,1,1,0,0,1,1,0
773,0.436207241442022,0.1254208608310065,LA,2022-09-27,1,1,1,1,1,1,1,0,1,0,1,1
774,0.750994317488051,0.2744428917559765,LA,2022-09-28,1,0,1,1,1,1,1,0,1,1,1,0
775,0.157876560242442,0.0148837571914423,LA,2022-09-29,1,1,1,1,1,1,1,1,1,0,1,0
776,0.541005311063407,0.170689031528683,LA,2022-09-30,1,1,1,1,1,1,1,1,0,1,1,0
777,0.761424390560002,0.0168906051549127,LA,2022-10-01,1,1,1,1,1,1,1,0,1,1,1,0
778,0.626889990330061,0.2096373672175435,LA,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
779,0.569884159456473,0.114810136898776,LA,2022-10-03,1,1,1,1,1,1,1,1,1,0,1,0
780,2.40982230382194,0.32209452457924,LA,2022-10-04,1,0,1,1,1,0,1,0,1,1,1,0
781,0.720856991518802,0.2730480661014815,LA,2022-10-05,1,0,1,1,1,1,1,0,1,1,1,0
782,0.89268195213923,0.1004034931648615,LA,2022-10-06,1,1,1,1,1,1,1,0,0,0,1,0
783,1.44649983239663,0.3715285035769015,LA,2022-10-07,1,1,1,0,1,0,1,1,0,0,1,1
784,0.672075812030369,0.1775678943779035,LA,2022-10-08,1,1,1,1,1,1,1,0,1,0,1,1
785,0.764755151023408,0.1560068524770545,LA,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
