"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22C_50_CI","other_50_CI","X21L_50_CI","X22A_95_CI","X22B_95_CI","X22C_95_CI","other_95_CI","X21L_95_CI"
"1",1.20149452567331,0.448724014954196,"AK",2022-07-03,1,1,1,1,0,1,0,1,1,0
"2",2.44563312439144,0.188625789596531,"AK",2022-07-04,1,0,0,1,1,0,0,0,1,1
"3",4.54870971807468,0.363699189558748,"AK",2022-07-05,0,0,1,1,1,0,0,0,1,0
"4",2.72823848573737,0.475259739019741,"AK",2022-07-06,0,1,0,1,1,0,1,0,1,0
"5",1.62833925287487,0.363735047738255,"AK",2022-07-07,0,1,1,1,0,0,0,1,1,0
"6",1.13826946777425,0.535689916284058,"AK",2022-07-08,0,1,1,1,1,0,0,0,1,1
"7",0.861220979819308,0.286743618026028,"AK",2022-07-09,1,1,1,1,1,0,0,0,1,1
"8",0.267568848354112,0.111904639973919,"AK",2022-07-10,1,1,1,1,1,1,1,1,1,1
"9",1.97923241384769,0.488069555432463,"AK",2022-07-11,0,1,1,1,1,0,0,0,1,0
"10",0.78352343091707,0.437976338806028,"AK",2022-07-12,1,1,1,1,1,1,0,0,1,1
"11",1.7152434468304,0.233265389730202,"AK",2022-07-13,1,0,0,1,1,0,0,0,1,1
"12",0.52393672739182,0.342256815445479,"AK",2022-07-14,1,1,1,1,1,0,1,0,1,1
"13",0.656972639478646,0.322048085659115,"AK",2022-07-15,1,1,1,1,1,0,1,0,1,1
"14",1.1711206325466,0.287348278421454,"AK",2022-07-16,1,1,0,1,1,0,1,0,1,1
"15",0.853680078302471,0.475305788929562,"AK",2022-07-17,1,1,1,1,1,0,0,0,1,1
"16",2.68340764522745,0.120020560868927,"AK",2022-07-18,0,0,0,1,1,0,0,0,1,1
"17",3.3228730777615,0.0539606531977669,"AK",2022-07-19,0,0,1,1,1,0,0,0,1,1
"18",0.603215832111724,0.290390737044571,"AK",2022-07-20,1,1,1,1,1,0,0,1,1,1
"19",0.645203826150895,0.282826390731484,"AK",2022-07-21,1,1,1,1,1,0,0,1,1,1
"20",0.839014006935929,0.202795771623995,"AK",2022-07-22,1,1,1,1,1,0,0,1,1,1
"21",0.718026217961202,0.0401498638758654,"AK",2022-07-23,1,1,1,1,1,0,0,0,1,1
"22",0.432431242809871,0.184547539280266,"AK",2022-07-24,1,1,1,1,1,1,1,1,1,1
"23",1.23156881730174,0.405896410996308,"AK",2022-07-25,1,1,1,1,0,0,0,0,1,0
"24",2.78495307393357,0.120104451092057,"AK",2022-07-26,0,0,1,1,1,0,0,0,1,1
"25",1.58580098906989,0.096420767657656,"AK",2022-07-27,1,0,1,1,1,0,0,1,1,1
"26",1.57897066700949,0.208208171332163,"AK",2022-07-28,0,1,1,1,0,0,0,0,1,0
"27",0.963737128420047,0.232522962574461,"AK",2022-07-29,1,1,1,0,1,0,0,1,0,1
"28",0.726244271868269,0.206549037347106,"AK",2022-07-30,1,1,1,1,1,1,0,0,1,1
"29",1.73646712831983,0.0232796205267042,"AK",2022-07-31,0,0,1,1,1,0,0,1,1,1
"30",1.52452786185737,0.202343663597583,"AK",2022-08-01,0,1,0,1,1,0,0,0,1,1
"31",0.38388053862336,0.143583407562361,"AK",2022-08-02,1,1,1,1,1,0,0,1,1,1
"32",0.519670967167393,0.0192140618365187,"AK",2022-08-03,1,1,1,1,1,0,0,1,1,1
"33",0.92644169299339,0.313298574171545,"AK",2022-08-04,0,1,1,1,1,0,0,1,1,1
"34",1.56936614066589,0.343959222456899,"AK",2022-08-05,0,0,1,1,1,0,0,1,1,1
"35",0.356252358912325,0.0159389630971911,"AK",2022-08-06,1,1,1,1,1,1,1,1,1,1
"36",0.324434706838438,0.0149906995535593,"AK",2022-08-07,1,1,1,1,1,1,1,1,1,1
"37",0.53365001175722,0.18949540840528,"AK",2022-08-08,1,1,1,1,1,1,1,1,1,1
"38",0.66443002633157,0.175463184908006,"AK",2022-08-09,1,1,1,1,1,0,0,0,1,1
"39",1.23812909684282,0.0125013838098014,"AK",2022-08-10,0,0,1,1,1,0,0,1,1,1
"40",0.554190527935738,0.294180631270408,"AK",2022-08-11,1,1,1,1,1,0,0,1,1,1
"41",0.269190972362885,0.0110952283231029,"AK",2022-08-12,1,1,1,1,1,1,1,1,1,1
"42",1.18699396680446,0.321687766902445,"AK",2022-08-13,0,0,1,1,1,0,0,1,1,1
"43",0.58645522546751,0.461349997702909,"AL",2022-07-03,1,1,1,1,1,0,0,0,1,1
"44",1.39316747216846,0.844494282545011,"AL",2022-07-04,0,1,1,1,1,0,0,1,1,1
"45",3.07926267573746,0.739692232978638,"AL",2022-07-05,0,0,1,1,1,0,0,0,1,1
"46",1.68453649040329,0.349528211701435,"AL",2022-07-06,1,0,1,1,1,0,0,0,1,0
"47",0.881118327544372,0.604138141676517,"AL",2022-07-07,1,1,1,1,1,1,1,1,1,1
"48",1.19389881605205,0.354443378943932,"AL",2022-07-08,1,1,1,1,1,0,0,0,1,1
"49",0.73227155759105,0.694520802972565,"AL",2022-07-09,1,1,1,1,1,0,0,0,1,1
"50",0.500452529603829,0.500159120616208,"AL",2022-07-10,1,1,1,1,1,1,1,1,1,1
"51",2.10649045744578,0.425551320468481,"AL",2022-07-11,0,1,0,1,1,0,0,0,1,0
