...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
249,0.0254773238704674,5.5640616286169e-4,CO,2023-03-29,1,1,1,1,1,1,1,0,1,0,1,1
250,0.0155458838564305,5.33953600264695e-4,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,7.3689012085877e-4,4.9695735158681e-4,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
253,0.381883447466732,0.0172840725651493,CT,2023-02-19,1,1,1,1,1,1,1,0,0,1,1,1
254,0.467928538348221,0.015512559046989,CT,2023-02-20,1,1,1,1,1,1,1,0,1,1,0,1
255,0.776208495035728,0.01391704961827295,CT,2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
256,0.295132383986225,0.0124817767049364,CT,2023-02-22,1,1,1,1,1,1,1,0,0,1,1,0
257,0.384183840737022,0.124335989361405,CT,2023-02-23,1,1,1,1,1,1,1,0,1,1,0,1
258,0.897445742932626,0.1562452824173575,CT,2023-02-24,0,1,1,1,1,1,0,1,1,1,1,0
259,0.0126331273011301,0.00899620396159275,CT,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
260,0.269163888320291,0.00806597720741635,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
261,0.880859727247844,0.1349477250961195,CT,2023-02-27,1,1,1,0,1,1,1,0,1,0,1,1
262,0.865126341393302,0.0813831026736485,CT,2023-02-28,1,1,1,0,1,1,0,0,1,0,1,0
263,0.913721485840034,0.135147666986426,CT,2023-03-01,0,1,1,1,1,1,0,0,1,1,1,1
264,0.05727337966226,0.0052268143772295,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
265,0.94837118504874,0.293550681698518,CT,2023-03-03,1,0,1,1,1,0,1,0,1,1,1,0
266,0.0218133358697391,0.00422088967728773,CT,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
267,0.0407644822621374,0.003797597560030035,CT,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
268,0.124738481809812,0.00342006134855437,CT,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
269,1.55178758655462,0.2313505867011365,CT,2023-03-07,1,0,1,1,0,1,1,0,1,1,0,0
270,1.00526302109588,0.1365742138974235,CT,2023-03-08,1,1,1,1,0,1,1,0,1,1,0,1
271,0.163175316253622,0.00251597089529707,CT,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
272,0.0415545918090133,0.00227770245288356,CT,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
273,0.0412579294940159,0.00206543180134299,CT,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
274,0.00949608282594955,0.001876345520538965,CT,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
275,1.1320042420529,0.191664437985723,CT,2023-03-13,1,0,1,1,0,1,1,0,1,1,0,1
276,0.155753633299552,0.001557933320592765,CT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
277,1.76774989320601,0.2355177479598895,CT,2023-03-15,1,0,1,0,1,0,1,0,1,0,1,0
278,1.05772807421045,0.1207893995601255,CT,2023-03-16,1,1,1,1,0,1,1,0,1,1,0,1
279,1.05385589892863,0.1589520486188685,CT,2023-03-17,1,0,1,0,1,1,1,0,1,0,1,1
280,0.0326261273933432,0.001105199485757395,CT,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
281,2.29021758552208,0.952340205250055,CT,2023-03-19,1,0,1,1,0,0,1,0,1,1,0,0
282,2.8704317570363,0.220964493006453,CT,2023-03-20,1,0,0,0,1,1,1,0,0,0,1,1
283,0.0170766637528536,8.8007177685563e-4,CT,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
284,2.28210817226028,0.2381105890012855,CT,2023-03-22,1,0,1,1,1,0,1,0,1,1,1,0
285,0.997369101069702,0.119961740658729,CT,2023-03-23,1,0,1,0,1,1,1,0,1,0,1,1
286,0.0313749525405757,7.2164341477396e-4,CT,2023-03-24,1,1,1,1,1,1,1,0,1,0,1,1
287,1.85156540793393,0.1752895607927175,CT,2023-03-25,1,0,0,1,1,0,1,0,0,1,1,0
288,0.01996226774871,6.43353794945145e-4,CT,2023-03-26,1,1,1,1,1,1,1,0,1,1,1,0
289,0.034220304509885,6.1074230520522e-4,CT,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
290,7.6945945929803e-4,5.81888333102965e-4,CT,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
291,0.00267199918458916,5.5640616286169e-4,CT,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
292,0.00277795139143637,5.33953600264695e-4,CT,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
293,NA,NA,CT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,0.00285353190751712,4.9695735158681e-4,CT,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
295,0.995426136570261,0.298909742939858,DC,2023-02-19,1,1,1,1,0,1,1,1,1,1,0,0
296,0.455837359601121,0.015512559046989,DC,2023-02-20,1,1,1,1,1,1,1,0,0,1,1,1
297,0.331902376655694,0.1098849523647795,DC,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
298,0.91208981589735,0.120994985323726,DC,2023-02-22,1,1,1,1,0,1,1,1,1,1,0,0
299,0.355541087186381,0.011192084141827,DC,2023-02-23,1,1,1,1,1,1,1,0,0,1,1,0
300,0.10640953014249,0.01003440067914845,DC,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
301,0.218833426072027,0.00899620396159275,DC,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
302,1.95353133616759,0.261745054692456,DC,2023-02-26,1,0,1,0,1,0,1,0,1,0,1,0
303,0.0105388750086252,0.0072331605529250996,DC,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
304,0.00873118481097936,0.00648809876849285,DC,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
305,0.320325172775504,0.00582198680274835,DC,2023-03-01,1,1,1,1,1,1,1,0,1,1,1,0
306,1.56455392873451,0.2996254615664285,DC,2023-03-02,1,0,1,0,1,1,1,0,1,0,1,0
307,0.0245596469337209,0.004695310638177415,DC,2023-03-03,1,1,1,1,1,1,0,0,1,1,1,1
308,0.113318247852568,0.00422088967728773,DC,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
309,2.3895324862554,0.4651117001195445,DC,2023-03-05,0,0,1,1,1,1,0,0,1,0,1,1
310,0.210929138938422,0.00342006134855437,DC,2023-03-06,1,1,1,1,1,1,1,0,1,1,1,0
311,0.0860917684148702,0.003083440475482245,DC,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
312,0.0539229108608425,0.002783380713820485,DC,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
313,0.0130648778060021,0.00251597089529707,DC,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
314,0.0118273605520705,0.00227770245288356,DC,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
315,1.34224184416628,0.944056523190285,DC,2023-03-11,0,0,1,1,1,1,0,0,1,1,1,1
316,1.26582980237935,0.4741643214505485,DC,2023-03-12,0,0,1,1,1,1,0,0,0,0,1,1
317,0.0497863150480437,0.001707928268235815,DC,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
318,1.23327669282142,0.318874543819714,DC,2023-03-14,1,0,1,1,0,1,1,0,1,1,0,1
319,0.0278862637967534,0.00142435561801771,DC,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
320,0.00162112715256363,0.001305407180154135,DC,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
321,0.00656154371867194,0.00119949474533046,DC,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
322,1.05618710156331,0.1889056457735305,DC,2023-03-18,1,0,1,1,1,0,1,0,1,1,1,0
323,0.0121374269371996,0.00102125864920572,DC,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
324,1.0715171339681,0.1898305152916395,DC,2023-03-20,1,0,1,1,1,0,1,0,1,1,1,0
325,NA,NA,DC,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1.32575225672423,0.4832509962387565,DC,2023-03-22,1,0,1,1,0,1,1,0,1,1,0,1
327,9.1946509227702e-4,7.68363443405805e-4,DC,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
328,0.00819668172694395,7.2164341477396e-4,DC,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
329,1.28862380348666,0.322831557918042,DC,2023-03-25,0,0,1,1,1,1,0,0,1,1,1,1
330,0.0130454559404663,6.43353794945145e-4,DC,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
331,1.29547823073569,0.478888619292491,DC,2023-03-27,1,0,1,0,1,1,1,0,1,0,1,1
332,1.19646051911125,0.239866410466087,DC,2023-03-28,1,0,1,0,1,1,1,0,1,0,1,1
333,1.24914565324486,0.319776332905488,DC,2023-03-29,1,0,1,0,1,1,1,0,1,0,1,1
334,1.27771508574126,0.2435537845348855,DC,2023-03-30,1,0,1,1,0,1,1,0,1,1,0,1
335,1.2718033730749,0.2433826358173755,DC,2023-03-31,0,0,1,1,1,1,0,0,1,1,1,1
336,0.0024936746937755,4.9695735158681e-4,DC,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
337,0.63741119885502,0.2642434646379665,DE,2023-02-19,1,1,1,1,1,1,1,0,1,1,1,0
338,0.345452697189147,0.015512559046989,DE,2023-02-20,1,1,1,1,1,1,1,0,1,0,1,0
339,0.136212478201789,0.01391704961827295,DE,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
340,0.0178616728220579,0.0124817767049364,DE,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
341,0.446856680190966,0.011192084141827,DE,2023-02-23,1,1,1,1,1,1,1,0,1,1,1,0
342,0.175725477129379,0.01003440067914845,DE,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
343,0.0931503861531069,0.00899620396159275,DE,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
344,0.012940747034623,0.00806597720741635,DE,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
345,0.0112238917729153,0.0072331605529250996,DE,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
346,0.369615525266772,0.090731526219429,DE,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
347,0.205306894149342,0.00582198680274835,DE,2023-03-01,1,1,1,1,1,1,1,0,1,1,1,0
348,0.0562422646234734,0.0052268143772295,DE,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
349,3.44362239027234,0.396606050997249,DE,2023-03-03,0,0,1,1,1,1,0,0,1,1,1,0
350,0.0464238901804681,0.00422088967728773,DE,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
351,1.11148001502119,0.444029723118863,DE,2023-03-05,1,0,1,1,1,0,1,1,1,1,1,1
352,1.22922893524225,0.1544881271099135,DE,2023-03-06,1,0,0,1,1,1,1,0,0,1,1,0
353,0.232648919985517,0.003083440475482245,DE,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
354,1.12726914902571,0.236917338785126,DE,2023-03-08,1,0,1,1,0,1,1,0,1,1,0,1
355,0.015320667259014,0.00251597089529707,DE,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
356,0.148842600730208,0.00227770245288356,DE,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
357,NA,NA,DE,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.0101946082493411,0.001707928268235815,DE,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
360,0.00231614240706576,0.001557933320592765,DE,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
361,0.00754170981825139,0.00142435561801771,DE,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
362,1.3548782241848,0.957177346219925,DE,2023-03-16,1,0,1,1,0,1,1,0,1,1,0,1
363,1.04345879328394,0.1884020535473435,DE,2023-03-17,1,0,1,1,1,0,1,0,1,1,1,0
364,0.00628293160379699,0.001105199485757395,DE,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
365,0.0201477209380694,0.00102125864920572,DE,2023-03-19,1,1,1,1,1,1,1,0,1,1,1,0
366,NA,NA,DE,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,0.00469239316201155,8.8007177685563e-4,DE,2023-03-21,1,1,1,1,1,1,1,0,1,0,1,1
368,0.00975006614881954,8.209394491617e-4,DE,2023-03-22,1,1,1,1,1,1,1,0,0,1,1,1
369,1.2118018759572,0.1939722176856865,DE,2023-03-23,1,0,1,1,0,1,1,1,1,1,0,0
370,1.18632415033877,0.239323885144411,DE,2023-03-24,1,0,1,0,1,1,1,0,1,0,1,1
371,0.00332182905427314,6.80157530130245e-4,DE,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
372,8.0472994569892e-4,6.43353794945145e-4,DE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
373,9.3681749271445e-4,6.1074230520522e-4,DE,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
374,1.14338757347529,0.19200950603949,DE,2023-03-28,1,0,1,0,1,1,1,0,1,0,1,1
375,7.9253942472028e-4,5.5640616286169e-4,DE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
376,0.00630382743883787,5.33953600264695e-4,DE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
377,1.20892654714688,0.240147768103361,DE,2023-03-31,1,0,1,0,1,1,1,0,1,0,1,1
378,0.00253604732440396,4.9695735158681e-4,DE,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
379,1.49017758669751,0.132053113061756,FL,2023-02-19,1,1,1,1,0,1,0,0,1,1,0,1
380,2.78978309423884,0.1291606936892865,FL,2023-02-20,0,1,1,1,1,1,0,0,0,1,1,0
381,5.29050557476639,0.1642352075606065,FL,2023-02-21,1,0,1,1,0,0,1,0,0,0,0,0
382,3.47644061311125,0.106273763287522,FL,2023-02-22,1,1,1,1,0,0,0,0,1,0,0,0
383,3.09268968914186,0.103548248512357,FL,2023-02-23,1,1,0,1,0,0,1,0,1,0,0,0
384,1.75143365585563,0.105374964909543,FL,2023-02-24,1,1,1,0,1,1,0,1,1,0,1,0
385,1.3177835275622,0.0797593994902905,FL,2023-02-25,1,1,1,1,1,1,1,0,1,1,1,0
386,1.39357193248959,0.0714754868629095,FL,2023-02-26,1,1,1,1,1,1,0,0,1,1,1,0
387,3.05906336921715,0.123978831679664,FL,2023-02-27,0,0,1,1,1,1,0,0,0,1,1,0
388,2.04570751086613,0.089415974741777,FL,2023-02-28,1,1,1,1,0,1,1,0,1,1,0,0
389,5.35689229425772,0.1360452879220535,FL,2023-03-01,0,0,1,0,0,1,0,0,1,0,0,0
390,1.17765294353784,0.0785353651586985,FL,2023-03-02,1,1,1,1,1,1,0,0,0,0,1,1
391,2.68623524236844,0.063191968040224,FL,2023-03-03,1,1,1,0,1,0,0,1,0,0,1,0
392,1.23251263084313,0.0899573206823855,FL,2023-03-04,1,1,1,1,1,1,1,0,0,1,1,0
393,1.76798887852076,0.098355081812481,FL,2023-03-05,1,0,1,1,1,0,1,0,0,0,1,0
394,7.14846239495181,0.1459140175026395,FL,2023-03-06,0,0,1,0,0,0,0,0,1,0,0,1
395,3.12695909175524,0.104482156307035,FL,2023-03-07,1,0,0,0,0,1,1,0,1,0,0,0
396,3.20793162572589,0.0925200208994675,FL,2023-03-08,1,0,1,0,0,1,1,0,1,0,0,1
397,5.5286550235422,0.1139187166089775,FL,2023-03-09,0,0,1,1,1,0,0,0,0,1,1,0
398,5.8298957617805804,0.1515360645080415,FL,2023-03-10,0,0,1,1,0,1,0,0,1,1,0,1
399,3.6585767663633,0.148432969328065,FL,2023-03-11,1,0,1,1,0,1,1,0,1,0,0,1
400,0.887675127485101,0.051743017646299,FL,2023-03-12,1,1,1,1,0,1,1,1,1,1,0,0
401,7.15294943917149,0.154244849432731,FL,2023-03-13,0,0,1,0,1,0,0,0,0,0,1,0
402,2.8583213132643,0.11079094789289,FL,2023-03-14,1,0,1,1,0,1,1,0,1,0,0,0
403,5.52327479284474,0.1206773459105085,FL,2023-03-15,0,0,1,0,0,1,0,0,0,0,0,0
404,1.21674658127257,0.0446233555758828,FL,2023-03-16,0,1,0,1,1,1,0,1,0,0,1,1
405,6.32258894152416,0.1852614846756785,FL,2023-03-17,1,0,1,0,0,1,1,0,1,0,0,1
406,0.64898732697744,0.03756423357398035,FL,2023-03-18,1,1,1,1,1,1,1,1,1,0,1,0
407,3.9225553676066802,0.1458947589972265,FL,2023-03-19,0,0,1,1,0,1,0,0,0,1,0,0
408,4.35178224944252,0.1335627119338735,FL,2023-03-20,1,0,1,0,0,0,1,0,1,0,0,0
409,6.84258095292401,0.1466563873385905,FL,2023-03-21,0,0,0,0,0,1,0,0,0,0,0,0
410,1.12568169337765,0.03311262579684425,FL,2023-03-22,1,1,1,0,1,1,1,0,1,0,1,0
411,6.28731782443917,0.152933324098288,FL,2023-03-23,0,0,0,0,1,1,0,0,1,0,1,1
412,5.96108623794078,0.1327144331272605,FL,2023-03-24,0,0,1,0,0,0,0,0,1,0,0,0
413,9.40984073503818,0.2680699801494775,FL,2023-03-25,0,0,1,0,0,1,0,0,1,0,0,1
414,2.49821186613675,0.103998834461724,FL,2023-03-26,1,0,1,1,0,1,1,0,1,0,0,0
415,7.38881396917239,0.1225729220478935,FL,2023-03-27,0,0,1,0,0,1,0,0,1,0,0,0
416,4.03942111641425,0.10365203524292,FL,2023-03-28,0,0,0,0,1,0,0,0,0,0,1,0
417,8.30145786272214,0.1487878763615305,FL,2023-03-29,0,0,1,0,0,0,0,0,1,0,0,0
418,10.7012872388146,0.193712234400417,FL,2023-03-30,1,0,0,0,0,0,1,0,0,0,0,0
419,3.88279230184228,0.1014125601461045,FL,2023-03-31,1,0,1,0,1,1,1,0,1,0,1,0
420,3.23375596356177,0.099582183681807,FL,2023-04-01,1,0,1,0,0,1,1,0,1,0,0,1
421,1.05122840070815,0.101771773677562,GA,2023-02-19,1,1,1,1,0,1,1,0,1,0,0,0
422,0.898928609565084,0.119601688793937,GA,2023-02-20,1,1,1,1,1,1,1,0,1,1,1,0
423,3.08243026133488,0.227179055721621,GA,2023-02-21,1,0,1,1,1,0,1,1,1,1,1,1
424,2.38579761037158,0.195237303101403,GA,2023-02-22,0,0,0,1,1,1,0,0,0,1,1,0
425,2.12665134013465,0.227711039114383,GA,2023-02-23,1,0,0,1,1,0,1,0,1,1,1,0
426,2.95721151204419,0.2705674348778615,GA,2023-02-24,0,0,1,1,0,0,1,0,1,1,0,0
427,1.21222986097906,0.00899620396159275,GA,2023-02-25,1,0,1,1,1,1,1,0,1,1,1,0
428,1.15127048541836,0.198908373681089,GA,2023-02-26,1,0,1,1,0,1,1,0,1,1,0,0
429,0.905537276234072,0.076002541460799,GA,2023-02-27,1,1,1,0,1,1,1,0,1,0,1,0
430,0.373315284337544,0.090731526219429,GA,2023-02-28,1,1,1,1,1,1,1,0,1,1,1,0
431,2.83820445784951,0.298864575229418,GA,2023-03-01,0,0,1,1,0,0,0,0,1,1,0,0
432,0.191680526389822,0.0052268143772295,GA,2023-03-02,1,1,1,1,1,1,1,0,1,1,1,0
433,0.428387995916792,0.0913519219562795,GA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
434,0.674348172363422,0.149840938010857,GA,2023-03-04,1,1,1,1,1,1,1,0,1,1,1,0
435,2.63448685644906,0.3397012914261255,GA,2023-03-05,1,0,1,1,0,0,1,0,1,1,0,0
436,3.71564044452352,0.52133787767032,GA,2023-03-06,1,0,1,0,0,0,1,0,1,0,0,0
437,7.30252797259014,0.287156420994951,GA,2023-03-07,1,0,1,1,1,0,0,0,1,1,1,0
438,2.72516017929063,0.210113715783042,GA,2023-03-08,1,0,1,1,1,0,1,0,1,1,1,0
439,0.229420185694268,0.00251597089529707,GA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
440,0.11407476159573,0.00227770245288356,GA,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
441,0.991012917206665,0.230412304467192,GA,2023-03-11,1,0,1,1,1,0,1,0,1,1,1,0
442,1.99739945572244,0.3781676983786065,GA,2023-03-12,1,0,0,0,1,1,0,0,0,0,1,1
443,1.13866116328936,0.191664437985723,GA,2023-03-13,1,0,1,1,0,1,1,0,1,1,0,1
444,0.0168724257985286,0.001557933320592765,GA,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
445,1.62727809860452,0.1473711769534125,GA,2023-03-15,1,0,1,0,0,1,1,0,1,0,0,1
446,0.0660413446141198,0.001305407180154135,GA,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
447,2.8438087562345302,0.3585229709456345,GA,2023-03-17,1,0,0,0,0,1,1,0,0,0,0,1
448,0.0969224271958143,0.001105199485757395,GA,2023-03-18,1,1,1,1,1,1,0,0,1,1,1,1
449,0.0539424655797551,0.00102125864920572,GA,2023-03-19,1,1,1,1,1,1,1,0,1,1,1,0
450,0.163831637022402,9.46548980059085e-4,GA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
451,0.89632634339115,0.106087752918287,GA,2023-03-21,1,1,1,1,1,0,1,0,1,1,1,0
452,2.03059910281915,0.1468453391735455,GA,2023-03-22,1,0,1,1,1,0,1,0,1,1,1,0
453,0.0565216137353403,7.68363443405805e-4,GA,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
454,1.18141901062786,0.1619043401424595,GA,2023-03-24,1,0,1,1,0,1,1,0,1,1,0,1
455,0.0204655605778174,6.80157530130245e-4,GA,2023-03-25,1,1,1,1,1,1,1,0,1,0,1,1
456,0.0744681928540709,6.43353794945145e-4,GA,2023-03-26,1,1,1,1,1,1,1,0,1,1,1,0
457,1.05545651941601,0.081434060192267,GA,2023-03-27,1,1,1,1,0,1,1,0,1,1,0,1
458,2.33027226190597,0.1623606884388005,GA,2023-03-28,1,0,1,1,0,1,1,0,1,1,0,1
459,1.24188875737405,0.194837364938852,GA,2023-03-29,1,0,1,1,0,1,1,0,1,1,0,1
460,0.0378483297128704,5.33953600264695e-4,GA,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
461,1.1033788128408,0.088941473294155,GA,2023-03-31,1,1,1,1,0,1,1,0,1,1,0,1
462,1.28041422183419,0.2438142238260675,GA,2023-04-01,1,0,1,1,0,1,1,0,1,1,0,1
463,NA,NA,HI,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2023-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2023-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,0.0151947488908661,0.011192084141827,HI,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
468,0.762434546447248,0.2777736146856465,HI,2023-02-24,1,1,1,1,1,0,1,0,1,1,1,0
469,NA,NA,HI,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.0330350797971279,0.00582198680274835,HI,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
474,0.35951777882778,0.0052268143772295,HI,2023-03-02,1,1,1,1,1,1,1,0,1,1,1,0
475,0.826465995793583,0.221336838933433,HI,2023-03-03,1,1,1,1,1,0,1,0,1,1,1,0
476,0.0485291064824344,0.00422088967728773,HI,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
477,NA,NA,HI,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.00465996096092001,0.002783380713820485,HI,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
481,0.0143794312185144,0.00251597089529707,HI,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
482,0.00299241932961371,0.00227770245288356,HI,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
483,NA,NA,HI,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,0.00962197916458044,0.001876345520538965,HI,2023-03-12,1,1,1,1,1,1,1,0,1,0,1,1
485,NA,NA,HI,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,0.00200761757760629,0.00142435561801771,HI,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
488,1.14068760806324,0.2375511791609055,HI,2023-03-16,1,0,1,0,1,1,1,0,1,0,1,1
489,NA,NA,HI,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,0.0304056422635917,0.00102125864920572,HI,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
492,NA,NA,HI,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,0.00477683668709114,8.8007177685563e-4,HI,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
494,0.00933016836774142,8.209394491617e-4,HI,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
495,1.03400847932593,0.1369893659752035,HI,2023-03-23,1,0,1,0,1,1,1,1,1,1,1,1
496,8.7174952654296e-4,7.2164341477396e-4,HI,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
497,2.3389893337205,0.2394789087021645,HI,2023-03-25,1,0,1,0,1,1,1,0,1,0,1,1
498,2.38625989855904,0.273760294444782,HI,2023-03-26,1,0,1,0,1,1,1,0,1,0,1,1
499,NA,NA,HI,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0.00324244301782312,5.81888333102965e-4,HI,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
501,1.18209468641596,0.139328519574283,HI,2023-03-29,1,0,1,1,0,1,1,1,0,1,0,1
502,1.10909436567783,0.1602213052075005,HI,2023-03-30,1,0,1,0,1,1,1,1,1,1,1,1
503,1.17236589608556,0.122101690622108,HI,2023-03-31,1,0,1,1,0,1,1,0,1,1,0,1
504,1.04038947683608,0.1203585632942585,HI,2023-04-01,1,0,1,0,1,1,1,0,1,0,1,1
505,0.320292999446668,0.123123812024928,IA,2023-02-19,1,1,1,1,1,1,1,0,1,1,1,0
506,1.19383157490632,0.144754162026471,IA,2023-02-20,0,1,1,0,1,1,0,0,1,0,1,0
507,2.70352573370887,0.185747278508642,IA,2023-02-21,1,1,1,0,1,0,1,0,1,0,1,0
