...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
508,0.991850265545756,0.091189685870091,IA,2023-02-22,1,1,1,0,1,1,1,0,1,0,1,1
509,1.95463175198117,0.1593625214263985,IA,2023-02-23,1,1,0,0,1,1,1,0,0,0,1,0
510,1.1337189597114,0.448667045893775,IA,2023-02-24,0,0,1,1,1,1,0,0,1,1,1,1
511,2.29650034137266,0.3683535153504,IA,2023-02-25,1,0,1,1,0,0,1,0,1,1,0,1
512,1.16400197043796,0.198908373681089,IA,2023-02-26,1,0,1,1,0,1,1,0,1,1,0,0
513,1.42495105915017,0.1617996238459695,IA,2023-02-27,0,0,1,1,0,1,0,0,1,0,1,0
514,0.585638299920507,0.00648809876849285,IA,2023-02-28,1,1,1,1,1,1,1,0,1,1,1,0
515,0.0655524078287273,0.00582198680274835,IA,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
516,0.899414654308967,0.1348569154376865,IA,2023-03-02,1,1,1,0,1,1,1,0,1,0,1,1
517,2.81637691216198,0.347593574049799,IA,2023-03-03,0,0,0,1,1,1,0,0,0,1,1,0
518,0.606381065619638,0.1290380739632045,IA,2023-03-04,1,1,1,1,1,1,1,0,1,1,1,0
519,0.0190554470866698,0.003797597560030035,IA,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
520,0.879785341172788,0.079117837297356,IA,2023-03-06,1,1,1,1,0,1,1,0,1,1,0,1
521,1.82714905026604,0.3676201405405335,IA,2023-03-07,0,0,1,1,1,0,0,0,1,1,1,0
522,1.80749142707692,0.1353285766200945,IA,2023-03-08,1,0,1,0,1,1,1,0,1,0,1,1
523,0.159139870814652,0.00251597089529707,IA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
524,2.2355227981776302,0.165500020981264,IA,2023-03-10,1,0,1,0,1,1,1,0,1,0,1,1
525,0.207547201501418,0.00206543180134299,IA,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
526,1.96794182320658,0.158141764015786,IA,2023-03-12,1,0,1,0,1,1,1,0,1,0,1,1
527,0.862926639486998,0.0956723051938985,IA,2023-03-13,1,1,1,0,1,1,1,0,1,0,1,1
528,2.60222214416877,0.2343179302884305,IA,2023-03-14,1,0,1,0,1,0,1,0,1,0,1,0
529,0.179514024673972,0.00142435561801771,IA,2023-03-15,1,1,1,1,1,1,1,0,1,0,1,1
530,0.861833815985848,0.0872129606277,IA,2023-03-16,1,1,1,0,1,1,1,0,1,0,1,1
531,2.20493408173667,0.211536233243381,IA,2023-03-17,1,0,1,0,1,1,1,0,1,0,1,1
532,2.11423643196811,0.472839478918923,IA,2023-03-18,1,0,1,0,1,0,1,0,1,0,1,0
533,NA,NA,IA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,2.64158033274658,0.1446970111790265,IA,2023-03-20,1,0,1,0,0,1,1,0,1,0,0,1
535,5.41655259317377,0.298876769646852,IA,2023-03-21,0,0,1,0,1,1,0,0,1,0,1,1
536,1.06444875649917,0.0973069508070805,IA,2023-03-22,1,1,1,1,0,1,1,0,1,1,0,1
537,2.72573295405922,0.2617559764913705,IA,2023-03-23,1,0,1,0,0,0,1,0,1,0,0,0
538,3.0085527598191,0.260913675389036,IA,2023-03-24,1,0,1,0,1,0,1,0,1,0,1,0
539,1.18760115671172,0.2394789087021645,IA,2023-03-25,1,0,1,0,1,1,1,0,1,0,1,1
540,1.29655303379756,0.4785979999321595,IA,2023-03-26,1,0,1,0,1,1,1,0,1,0,1,1
541,1.0840705553891,0.088781634545636,IA,2023-03-27,1,1,1,1,0,1,1,0,1,1,0,1
542,0.106066045661484,5.81888333102965e-4,IA,2023-03-28,1,1,1,1,1,1,1,0,1,1,1,0
543,0.0241878794676579,5.5640616286169e-4,IA,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
544,1.19465858660259,0.1621861487680225,IA,2023-03-30,1,0,0,1,1,1,1,0,0,1,1,1
545,0.0497320651151724,5.14227086281505e-4,IA,2023-03-31,1,1,1,1,1,1,1,0,0,1,1,1
546,7.5168279474858e-4,4.9695735158681e-4,IA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
547,0.0239891490522864,0.0172840725651493,ID,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
548,0.911530528668626,0.1576853674116665,ID,2023-02-20,1,1,1,1,0,1,1,1,0,1,0,1
549,0.553613420882462,0.205852855111286,ID,2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
550,1.77754268808258,0.4025766904026945,ID,2023-02-22,1,0,1,1,1,0,1,0,1,1,1,0
551,0.937046790208074,0.1862012242691245,ID,2023-02-23,1,1,1,1,0,1,1,1,1,1,0,0
552,0.0131599218522202,0.01003440067914845,ID,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
553,NA,NA,ID,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.00991681903237607,0.0072331605529250996,ID,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
556,0.00938456561825139,0.00648809876849285,ID,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
557,NA,NA,ID,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,0.0266464833232311,0.0052268143772295,ID,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
559,NA,NA,ID,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.00457063923272537,0.00342006134855437,ID,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
563,1.32326261731815,0.936419814362385,ID,2023-03-07,1,0,1,1,0,1,1,0,1,1,0,1
564,0.00402899544054351,0.002783380713820485,ID,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
565,0.0136313900087854,0.00251597089529707,ID,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
566,1.20437917158245,0.31639572518304,ID,2023-03-10,1,0,1,1,0,1,1,1,1,1,0,0
567,NA,NA,ID,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.00918191163986659,0.001707928268235815,ID,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
570,0.924358813755694,0.1558550706319105,ID,2023-03-14,1,0,1,1,1,0,1,0,1,1,1,0
571,NA,NA,ID,2023-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,0.00667103958290674,0.001305407180154135,ID,2023-03-16,1,1,1,1,1,1,1,0,1,1,1,0
573,0.00644699337466931,0.00119949474533046,ID,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
574,NA,NA,ID,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,0.00142704048296555,0.00102125864920572,ID,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
576,NA,NA,ID,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,0.00520963493643266,8.8007177685563e-4,ID,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
578,NA,NA,ID,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,8.5503352219407e-4,6.43353794945145e-4,ID,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
583,NA,NA,ID,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,8.9026158210142e-4,5.81888333102965e-4,ID,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
585,0.00265933108950944,5.5640616286169e-4,ID,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
586,8.0485722487618e-4,5.33953600264695e-4,ID,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
587,NA,NA,ID,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.66126045555547,0.146500898818683,IL,2023-02-19,1,1,1,1,0,1,0,0,0,1,0,0
590,2.17440809005253,0.131132579379186,IL,2023-02-20,1,1,0,1,0,1,0,0,0,1,0,0
591,1.62937896841096,0.118994740401345,IL,2023-02-21,1,1,1,1,0,1,1,0,0,1,1,0
592,1.35908561218578,0.11877964233292,IL,2023-02-22,1,1,1,1,1,1,0,0,1,1,0,0
593,1.41547870052784,0.092010870172706,IL,2023-02-23,1,1,1,1,0,1,0,1,0,0,0,1
594,1.98855452933553,0.1465452598214475,IL,2023-02-24,1,0,1,1,0,1,1,0,1,1,0,0
595,0.989972463987038,0.1162551667789615,IL,2023-02-25,0,1,1,1,1,1,1,0,1,1,1,0
596,2.06068207251744,0.1451961628817575,IL,2023-02-26,1,0,1,1,0,1,0,0,0,0,0,1
597,1.71491850213713,0.1060222024675115,IL,2023-02-27,1,1,1,1,0,1,1,0,0,0,0,0
598,6.17225753293749,0.158595019919204,IL,2023-02-28,1,0,1,1,0,0,1,0,1,1,0,0
599,2.72988122771301,0.1076205821031455,IL,2023-03-01,1,0,1,1,0,1,0,1,0,1,0,0
600,1.96136532777981,0.096612735994449,IL,2023-03-02,1,1,1,1,0,1,1,0,0,1,0,0
601,7.58326918045327,0.1861474237347225,IL,2023-03-03,1,0,1,1,0,0,0,0,1,1,0,0
602,0.977226816394184,0.093084579324305,IL,2023-03-04,1,1,0,1,1,1,1,1,0,1,0,1
603,2.94631445493594,0.1345053726232855,IL,2023-03-05,1,0,1,0,1,0,1,0,1,0,1,0
604,4.82885931139685,0.14701509260641701,IL,2023-03-06,1,0,1,1,0,0,1,0,0,0,0,1
605,4.49422467633352,0.140066831502363,IL,2023-03-07,1,0,1,1,0,0,1,0,0,0,0,0
606,2.16550380365755,0.082046422788788,IL,2023-03-08,0,1,1,0,0,0,0,0,1,0,0,1
607,2.87119986048048,0.1121586186113675,IL,2023-03-09,0,0,1,0,1,1,1,0,1,0,1,1
608,1.66711226415411,0.0721131001167455,IL,2023-03-10,1,1,1,1,0,1,1,1,1,0,0,0
609,0.802981102833083,0.03804207126946085,IL,2023-03-11,1,1,1,0,1,1,1,0,0,0,1,0
610,2.651615941121,0.129490697443994,IL,2023-03-12,1,0,1,1,0,0,1,0,1,1,0,0
611,1.36578140967934,0.076317249271175,IL,2023-03-13,0,0,1,1,1,1,0,1,1,0,1,1
612,1.08884421000633,0.001557933320592765,IL,2023-03-14,1,0,1,1,1,1,1,1,1,1,1,1
613,1.053318890242,0.02720751730558815,IL,2023-03-15,1,1,1,1,0,1,1,0,1,1,0,0
614,0.704334337616496,0.03178873259702525,IL,2023-03-16,1,1,1,1,1,1,1,0,1,0,1,1
615,1.85163903317339,0.106684134759081,IL,2023-03-17,1,0,0,1,0,1,1,0,0,1,0,1
616,2.20538714669677,0.151385922724842,IL,2023-03-18,0,0,1,1,0,1,0,0,1,1,0,0
617,0.323585446826841,0.00102125864920572,IL,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
618,1.76115264570358,0.056500656718759,IL,2023-03-20,1,1,1,1,1,0,1,1,1,0,1,0
619,4.054917166107,0.114001266089438,IL,2023-03-21,1,0,1,1,0,0,1,0,1,0,0,0
620,3.64288195957253,0.1414472144000965,IL,2023-03-22,1,0,0,0,0,1,1,0,0,0,0,1
621,1.95789718992894,0.074437935408959,IL,2023-03-23,1,0,1,0,0,1,1,0,1,0,0,1
622,0.419617457246471,7.2164341477396e-4,IL,2023-03-24,1,1,1,1,1,1,1,0,1,0,1,1
623,0.488823993744588,6.80157530130245e-4,IL,2023-03-25,1,1,1,1,1,1,1,0,0,1,0,1
624,3.00953070749785,0.1208254579840745,IL,2023-03-26,0,0,0,0,1,1,0,0,1,0,1,1
625,3.20660605213157,0.1291050575315735,IL,2023-03-27,1,0,1,1,0,1,0,0,1,0,0,0
626,5.11849827452717,0.1606410503713965,IL,2023-03-28,1,0,1,0,0,0,1,0,1,0,0,0
627,3.95401619879919,0.1853725659886915,IL,2023-03-29,1,0,0,1,0,1,1,0,0,1,0,1
628,1.89145543320884,0.139310403329661,IL,2023-03-30,0,0,1,1,0,1,0,0,1,1,0,1
629,2.24550320767094,0.122101690622108,IL,2023-03-31,1,0,1,1,0,1,1,1,1,0,0,0
630,0.98149969802667,0.051721645030425,IL,2023-04-01,1,1,1,1,0,1,1,0,1,1,0,1
631,2.72870292032979,0.277555881436165,IN,2023-02-19,0,0,1,1,1,0,0,0,1,1,1,0
632,2.57089536541431,0.2431062299711045,IN,2023-02-20,1,0,0,1,1,0,1,0,0,1,1,0
633,0.540550503646199,0.104239781614985,IN,2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
634,1.05124807320647,0.142513414604189,IN,2023-02-22,1,1,1,1,1,0,0,0,0,1,1,0
635,0.833207294988453,0.1223289532867295,IN,2023-02-23,1,1,1,1,0,1,1,0,1,1,0,1
636,0.456771999418373,0.1439040076823975,IN,2023-02-24,1,1,1,1,1,1,1,0,1,1,1,0
637,2.58328464247084,0.314187332515979,IN,2023-02-25,1,0,1,1,1,0,1,0,1,0,1,0
638,0.197884455026923,0.00806597720741635,IN,2023-02-26,1,1,1,1,1,1,1,0,0,1,1,1
639,2.20879536411236,0.180496755721573,IN,2023-02-27,1,0,1,1,0,1,0,1,1,1,0,0
640,0.913850502831552,0.0887085060915805,IN,2023-02-28,1,1,1,1,0,1,1,0,1,1,0,1
641,2.30999066265177,0.1878348328182635,IN,2023-03-01,1,0,0,1,1,0,1,0,0,1,1,0
642,0.939919037086405,0.156461932281096,IN,2023-03-02,1,1,1,0,1,1,1,1,0,0,1,1
643,0.519944535195337,0.004695310638177415,IN,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
644,0.307319603237995,0.00422088967728773,IN,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
645,0.333342197599426,0.003797597560030035,IN,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
646,0.405585407280834,0.0716368280587835,IN,2023-03-06,1,1,1,1,1,1,1,0,1,1,1,0
647,0.367950170381951,0.003083440475482245,IN,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
648,0.475823245505213,0.002783380713820485,IN,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
649,0.986330593765712,0.157601541642001,IN,2023-03-09,1,1,1,0,1,1,1,0,1,0,1,1
650,2.1329204630125,0.305180292510733,IN,2023-03-10,1,0,1,1,1,0,0,1,1,1,1,0
651,0.137670194265133,0.00206543180134299,IN,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
652,1.64278121402373,0.143073752463654,IN,2023-03-12,1,0,1,1,1,0,1,0,1,1,1,0
653,0.54012576053951,0.067558645794675,IN,2023-03-13,1,1,1,1,1,1,1,0,1,1,1,0
654,2.53291966691395,0.477532849069275,IN,2023-03-14,1,0,1,1,0,1,1,0,1,1,0,1
655,0.101590773632904,0.00142435561801771,IN,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
656,0.0700206951595818,0.001305407180154135,IN,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
657,0.0525065627544146,0.00119949474533046,IN,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
658,1.1627096105129,0.1925125062765415,IN,2023-03-18,0,0,1,1,1,1,0,1,1,0,1,1
659,0.0202297947735151,0.00102125864920572,IN,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
660,2.07226034648345,0.3799225730443235,IN,2023-03-20,1,0,1,0,1,0,1,0,1,0,1,0
661,1.0949921007478,0.1210847249133605,IN,2023-03-21,0,0,1,1,1,1,0,1,1,1,1,0
662,0.0245314868285812,8.209394491617e-4,IN,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
663,1.74492578907289,0.1739360427448795,IN,2023-03-23,1,0,1,0,1,0,1,0,1,0,1,0
664,3.98602279076956,0.3496444212653635,IN,2023-03-24,1,0,0,1,0,0,1,0,0,1,0,0
665,0.0206019539297655,6.80157530130245e-4,IN,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
666,0.0207070167748387,6.43353794945145e-4,IN,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
667,1.22367879420984,0.19410828689478,IN,2023-03-27,1,0,0,1,1,1,1,0,0,1,1,1
668,1.1146451532382,0.160585452262151,IN,2023-03-28,1,0,1,1,1,0,1,0,1,1,1,0
669,1.2579743619483,0.3210309485456715,IN,2023-03-29,1,0,1,1,1,0,1,0,1,1,1,0
670,NA,NA,IN,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,1.29558447254422,0.324049450531918,IN,2023-03-31,1,0,0,1,1,1,1,0,0,1,1,1
672,0.00954060272277543,4.9695735158681e-4,IN,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
673,0.27443912892267,0.0172840725651493,KS,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
674,0.53983945316116,0.2041741067133325,KS,2023-02-20,1,1,1,1,1,1,1,0,1,1,1,0
675,0.142055557012945,0.01391704961827295,KS,2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
676,NA,NA,KS,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,1.8376952135348,0.4071957524103505,KS,2023-02-23,1,0,1,1,1,0,1,0,1,1,1,0
678,0.0153713983061868,0.01003440067914845,KS,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
679,0.0129890707114089,0.00899620396159275,KS,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
680,0.0116298276333574,0.00806597720741635,KS,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
681,0.124557616700393,0.0072331605529250996,KS,2023-02-27,1,1,1,1,1,1,1,0,1,0,1,1
682,0.278988417216782,0.00648809876849285,KS,2023-02-28,1,1,1,1,1,1,1,0,1,0,1,0
683,0.771445950500754,0.218558088706532,KS,2023-03-01,1,1,1,1,1,0,1,0,1,1,1,0
684,0.00693920652673281,0.0052268143772295,KS,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
685,0.0061692520962385,0.004695310638177415,KS,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
686,0.00609414321484571,0.00422088967728773,KS,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
687,1.45194926311703,0.2286782397699135,KS,2023-03-05,1,0,1,0,1,1,1,0,1,0,1,0
688,0.0609612861000371,0.00342006134855437,KS,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
689,1.11846525905897,0.2364175339472075,KS,2023-03-07,1,0,1,1,0,1,1,0,1,1,0,1
690,0.780201786401321,0.152521956041592,KS,2023-03-08,1,1,1,1,1,0,1,0,1,1,1,0
691,0.0125227161742949,0.00251597089529707,KS,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
692,0.0105852157836794,0.00227770245288356,KS,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
693,NA,NA,KS,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,1.1059109926722,0.307804060563955,KS,2023-03-12,1,0,1,1,1,0,1,0,1,1,1,0
695,1.33725225830031,0.94796103473584,KS,2023-03-13,1,0,0,1,1,1,1,0,0,1,1,1
696,0.00808587994793361,0.001557933320592765,KS,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
697,0.0165617951222438,0.00142435561801771,KS,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
698,0.00187393196936657,0.001305407180154135,KS,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
699,0.00180473449973783,0.00119949474533046,KS,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
700,0.0130696295779068,0.001105199485757395,KS,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
701,NA,NA,KS,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.0290071846845563,9.46548980059085e-4,KS,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
703,0.00124657268995728,8.8007177685563e-4,KS,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
704,9.9806708225349e-4,8.209394491617e-4,KS,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
705,0.00449952075730201,7.68363443405805e-4,KS,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
706,9.8481590114651e-4,7.2164341477396e-4,KS,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
707,1.18851307748126,0.2394789087021645,KS,2023-03-25,1,0,1,0,1,1,1,0,1,0,1,1
708,8.6737960660678e-4,6.43353794945145e-4,KS,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
709,0.0121043773411516,6.1074230520522e-4,KS,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
710,NA,NA,KS,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,0.00331776749222816,5.5640616286169e-4,KS,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
712,0.00321488404782565,5.33953600264695e-4,KS,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
713,NA,NA,KS,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.823080645484997,0.3877231606743745,KY,2023-02-19,1,1,1,1,1,0,1,0,1,1,1,0
716,0.335752835081606,0.099362135787586,KY,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
717,2.90769309535983,0.365473077642807,KY,2023-02-21,1,0,1,1,0,0,1,0,1,0,0,0
718,0.300489385261544,0.0124817767049364,KY,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
719,1.04279819667455,0.30287398435399,KY,2023-02-23,1,1,1,1,0,1,1,0,0,1,0,0
720,0.243362100081334,0.01003440067914845,KY,2023-02-24,1,1,1,1,1,1,0,0,1,1,1,1
721,0.0135488871499622,0.00899620396159275,KY,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
722,0.0109765458215841,0.00806597720741635,KY,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
723,0.321782807258887,0.0072331605529250996,KY,2023-02-27,1,1,1,1,1,1,1,0,1,0,1,1
724,2.3689098683137,0.330149727465079,KY,2023-02-28,1,0,1,1,0,0,1,0,1,1,0,0
725,0.0660752132499865,0.00582198680274835,KY,2023-03-01,1,1,1,1,1,1,1,0,1,1,1,0
726,0.810658792116585,0.219972108305228,KY,2023-03-02,1,1,1,1,1,0,1,1,1,0,1,0
727,1.13127768585455,0.309483262825145,KY,2023-03-03,1,0,0,1,1,1,1,1,0,0,1,1
728,0.0226870427513777,0.00422088967728773,KY,2023-03-04,1,1,1,1,1,1,1,0,1,1,1,0
729,NA,NA,KY,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.0636362609316323,0.00342006134855437,KY,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
731,0.0167547332947676,0.003083440475482245,KY,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
732,3.83474965487073,0.469126006805068,KY,2023-03-08,0,0,1,0,0,1,0,0,1,0,0,1
733,0.00351987855981439,0.00251597089529707,KY,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
734,0.00342465956089753,0.00227770245288356,KY,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
735,0.011221062558729,0.00206543180134299,KY,2023-03-11,1,1,1,1,1,1,1,0,1,1,1,0
736,3.03002677169679,0.704332812365465,KY,2023-03-12,0,0,1,1,0,0,0,0,1,1,0,0
737,1.07627722265738,0.189636682119561,KY,2023-03-13,1,0,1,0,1,1,1,0,1,0,1,1
738,0.00254767745043365,0.001557933320592765,KY,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
739,0.00202330120609809,0.00142435561801771,KY,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
740,1.24736654890013,0.4677160131765165,KY,2023-03-16,1,0,1,1,1,0,1,0,1,1,1,0
741,2.14602769896163,0.477238882374721,KY,2023-03-17,1,0,1,0,0,1,1,0,1,0,0,1
742,0.0132417407308804,0.001105199485757395,KY,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
743,1.3322317577296,0.942822219093985,KY,2023-03-19,1,0,1,1,1,0,1,0,1,1,1,0
744,0.00117471649873042,9.46548980059085e-4,KY,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
745,0.00495513714339409,8.8007177685563e-4,KY,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
746,0.0167986125211713,8.209394491617e-4,KY,2023-03-22,1,1,1,1,1,1,1,0,1,1,1,0
747,NA,NA,KY,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,1.23942016355317,0.2420655105555485,KY,2023-03-24,0,0,1,1,1,1,0,0,1,1,1,1
749,1.34558778860187,0.95583788484046,KY,2023-03-25,1,0,1,1,1,0,1,0,1,1,1,0
750,9.6470578417605e-4,6.43353794945145e-4,KY,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
751,0.0359099042691773,6.1074230520522e-4,KY,2023-03-27,1,1,1,1,1,1,1,0,0,1,1,1
752,0.0030358837356765,5.81888333102965e-4,KY,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
753,8.7169295798602e-4,5.5640616286169e-4,KY,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
754,6.1030386452808e-4,5.33953600264695e-4,KY,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
755,8.0150553864702e-4,5.14227086281505e-4,KY,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
756,0.00247696857337328,4.9695735158681e-4,KY,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
757,1.63464297153765,0.3877231606743745,LA,2023-02-19,1,0,1,1,1,0,1,0,1,1,1,0
758,0.374742949018969,0.1412869241578845,LA,2023-02-20,1,1,1,1,1,1,1,0,1,1,1,0
759,0.878728399651993,0.397788660604299,LA,2023-02-21,1,0,1,1,1,0,1,0,1,1,1,0
760,0.284842750250922,0.0124817767049364,LA,2023-02-22,1,1,1,1,1,1,1,0,1,1,0,1
761,0.892194495056511,0.156485803304694,LA,2023-02-23,1,1,0,1,1,1,1,1,0,1,0,1
762,0.099691427206631,0.01003440067914845,LA,2023-02-24,1,1,1,1,1,1,1,0,1,1,1,0
763,1.26208856105783,0.89265478125823,LA,2023-02-25,1,0,1,0,1,1,1,0,1,0,1,1
764,0.0415041592945686,0.00806597720741635,LA,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
765,1.38517116095567,0.254752582222422,LA,2023-02-27,1,0,1,1,0,1,1,0,1,1,0,0
766,0.753985923935286,0.2170966673958335,LA,2023-02-28,1,1,1,1,1,0,1,0,1,1,1,0
