"","es_score","brier_score","location","target_date","X23E_50_CI","X23F_50_CI","X23H_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X23E_95_CI","X23F_95_CI","X23H_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"246",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.000106108443384469,2.2917759614564e-05,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"248",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",8.98025613017567e-06,1.29623445059481e-05,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"252",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.00258782697304548,0.0037423166317497,"CT",2024-01-28,1,1,1,1,1,1,1,1,1,1,0,0
"254",1.00304024529597,0.240230070165103,"CT",2024-01-29,1,1,1,0,1,1,1,1,1,0,1,0
"255",0.00838954680401219,0.0028382915741514,"CT",2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
"256",0.00706381650859535,0.00247028134854196,"CT",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"257",0.985876200280443,0.315117179705456,"CT",2024-02-01,1,0,1,1,1,0,1,1,1,1,1,1
"258",0.0700877649905505,0.00186918708012639,"CT",2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",0.00103869743795411,0.00141256142794515,"CT",2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"261",0.00734943433727754,0.00122745177701225,"CT",2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"262",1.14249474178743,0.383828887890572,"CT",2024-02-06,1,0,1,1,1,0,1,0,1,1,1,0
"263",0.00904652117483598,0.00092616025701766,"CT",2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
"264",1.33395023850718,0.970805060054584,"CT",2024-02-08,1,1,1,1,0,0,1,1,1,1,0,0
"265",0.00378962396145521,0.000698245789208987,"CT",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",0.000476335413402553,0.000526056371996309,"CT",2024-02-11,1,1,1,1,1,1,1,1,1,1,1,1
"268",0.0122818980298624,0.000456509184603816,"CT",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"269",NA,NA,"CT",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",0.000284016510381475,0.000343656824745035,"CT",2024-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"271",0.000241123412807877,0.000298122144429636,"CT",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"272",NA,NA,"CT",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",0.000200931463152587,0.000224295654826612,"CT",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"274",NA,NA,"CT",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",0.000494492375620319,0.000168705025056755,"CT",2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
"276",NA,NA,"CT",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",0.00065514325996361,0.000126866668925662,"CT",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"278",1.37576163301418,0.986229574892501,"CT",2024-02-22,1,0,1,1,1,0,1,0,1,1,1,0
"279",0.00024173475850239,9.5390984380796e-05,"CT",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"280",NA,NA,"CT",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",0.000378879799504434,7.17186169018905e-05,"CT",2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
"282",3.93575633549706e-05,6.21853126548287e-05,"CT",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"283",0.000125596306316964,5.3919120766146e-05,"CT",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"284",2.94156420373578e-05,4.6751886178523e-05,"CT",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"285",0.000237022193491865,4.05376884960436e-05,"CT",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"286",NA,NA,"CT",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,"CT",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,"CT",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2.21183000698481e-05,2.2917759614564e-05,"CT",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"290",2.22880057002333e-05,1.98736488747148e-05,"CT",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"291",NA,NA,"CT",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",1.35340237779344e-05,1.49462394563628e-05,"CT",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"293",1.21480944925744e-05,1.29623445059481e-05,"CT",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"294",NA,NA,"CT",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",NA,NA,"DC",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",NA,NA,"DC",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,"DC",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",0.00175844728971607,0.00247028134854196,"DC",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"299",0.00127703485014547,0.00214918722853957,"DC",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"300",0.00136160482131121,0.00186918708012639,"DC",2024-02-02,1,1,1,1,1,1,1,1,0,1,1,0
"301",NA,NA,"DC",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,"DC",2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,"DC",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,"DC",2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,"DC",2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,"DC",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,"DC",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,"DC",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",0.00141195082419878,0.000456509184603816,"DC",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"311",0.000226514586623355,0.000396106389205094,"DC",2024-02-13,1,1,1,1,1,1,1,1,1,1,1,1
"312",NA,NA,"DC",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",NA,NA,"DC",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"DC",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,"DC",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,"DC",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",NA,NA,"DC",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",NA,NA,"DC",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,"DC",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",8.55457782074215e-05,9.5390984380796e-05,"DC",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"322",NA,NA,"DC",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"DC",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"DC",2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,"DC",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,"DC",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,"DC",2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,"DC",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,"DC",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,"DC",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,"DC",2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,NA,"DC",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,"DC",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,"DC",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,NA,"DC",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,"DC",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,NA,"DE",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",0.0855119733256153,0.00325981525209597,"DE",2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
"339",0.0764674857215111,0.0028382915741514,"DE",2024-01-30,1,1,1,1,1,1,0,1,1,1,1,0
"340",0.013533192335136,0.00247028134854196,"DE",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"341",NA,NA,"DE",2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",0.00118781211631666,0.00186918708012639,"DE",2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
"343",0.00995390031736548,0.00162515024624278,"DE",2024-02-03,1,1,1,1,1,1,1,1,1,0,1,0
"344",0.00786845107230626,0.00141256142794515,"DE",2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"345",0.000970489917674462,0.00122745177701225,"DE",2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"346",0.0315262373434834,0.00106633675089776,"DE",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"347",0.0162882781175802,0.00092616025701766,"DE",2024-02-07,1,1,1,1,1,1,1,1,1,1,0,0
"348",0.0129159691916545,0.000804244605006527,"DE",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"349",0.00417534877515507,0.000698245789208987,"DE",2024-02-09,1,1,1,1,1,1,1,1,1,1,0,0
"350",1.34421989036057,0.974625547905041,"DE",2024-02-10,1,1,1,1,0,0,1,1,1,1,0,0
"351",0.000285982267204072,0.000526056371996309,"DE",2024-02-11,1,1,1,1,1,1,1,1,1,1,1,1
"352",NA,NA,"DE",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",0.00596439681128633,0.000396106389205094,"DE",2024-02-13,1,1,1,1,1,1,1,1,1,1,1,1
"354",1.31676136939925,0.490608652779296,"DE",2024-02-14,1,1,1,1,0,0,1,1,1,1,0,0
"355",2.65950499187559,0.654889522110961,"DE",2024-02-15,1,1,1,1,0,0,1,1,1,1,0,0
"356",NA,NA,"DE",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",0.00391860071449365,0.000224295654826612,"DE",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"358",0.000602568116284903,0.000194530313038048,"DE",2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
"359",9.65483597084246e-05,0.000168705025056755,"DE",2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
"360",0.000807225211928497,0.000146300867958248,"DE",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"361",0.000391228040967532,0.000126866668925662,"DE",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"362",0.000714589113152704,0.00011001028586938,"DE",2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
"363",0.000244319535472964,9.5390984380796e-05,"DE",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"364",5.68089586773513e-05,8.27127783915505e-05,"DE",2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
"365",0.00021825557943439,7.17186169018905e-05,"DE",2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
"366",0.000167260922282465,6.21853126548287e-05,"DE",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"367",0.000547644973825159,5.3919120766146e-05,"DE",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"368",0.00101014351404199,4.6751886178523e-05,"DE",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"369",1.96151420788814e-05,4.05376884960436e-05,"DE",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"370",1.20490995432062e-05,3.51499213756977e-05,"DE",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"371",2.76903014883303e-05,3.0478751304633e-05,"DE",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"372",1.89646038401764e-05,2.64289073693903e-05,"DE",2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
"373",NA,NA,"DE",2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",0.000106136727649923,1.98736488747148e-05,"DE",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"375",1.06773123934702e-05,1.72344356204927e-05,"DE",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"376",0.000151759257348245,1.49462394563628e-05,"DE",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"377",NA,NA,"DE",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,"DE",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,"FL",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",0.834626526254261,0.00325981525209597,"FL",2024-01-29,1,1,1,1,1,0,1,1,1,1,1,1
"381",0.216760071661197,0.0028382915741514,"FL",2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
"382",0.687482172031861,0.00247028134854196,"FL",2024-01-31,1,1,1,1,1,1,1,0,1,1,1,0
"383",1.78471832914028,0.149462372166392,"FL",2024-02-01,1,1,1,0,1,1,1,0,1,0,0,1
"384",1.88402733106797,0.168886921728804,"FL",2024-02-02,1,1,1,0,1,0,1,1,1,0,1,0
"385",1.15744950256782,0.322620749371202,"FL",2024-02-03,1,1,1,0,1,0,1,1,1,0,1,0
"386",NA,NA,"FL",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",0.984182491451229,0.239671713372715,"FL",2024-02-05,1,0,1,1,1,0,1,0,1,1,1,0
"388",4.2698573765391,0.292339129289733,"FL",2024-02-06,1,0,1,0,0,0,1,0,1,0,0,0
"389",1.54496448619053,0.156101333699015,"FL",2024-02-07,1,1,1,0,0,0,1,0,1,0,0,0
"390",0.589793250468277,0.0748471022043432,"FL",2024-02-08,1,1,1,1,1,1,1,0,1,1,1,0
"391",0.142852829924682,0.000698245789208987,"FL",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"392",0.00999760192424443,0.000606113636293292,"FL",2024-02-10,1,1,1,1,1,1,1,1,0,1,1,0
"393",NA,NA,"FL",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",1.20338290130183,0.244833108243348,"FL",2024-02-12,1,1,1,1,0,0,1,1,1,1,0,0
"395",1.0262344050097,0.109181903880347,"FL",2024-02-13,1,1,1,1,0,0,1,1,1,1,0,0
"396",0.0453283850154372,0.000343656824745035,"FL",2024-02-14,1,1,1,1,1,1,1,1,0,1,1,0
"397",0.0734016612984132,0.000298122144429636,"FL",2024-02-15,1,1,1,1,1,1,1,0,1,1,1,0
"398",0.015258573144412,0.000258597688361163,"FL",2024-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"399",0.000660197044920749,0.000224295654826612,"FL",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"400",NA,NA,"FL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1.01123753727498,0.0984503921004115,"FL",2024-02-19,1,0,1,1,1,0,1,0,1,0,1,1
"402",1.13502155778918,0.0943026826791453,"FL",2024-02-20,1,1,1,0,1,0,1,1,1,0,1,0
"403",0.0129721555691003,0.000126866668925662,"FL",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"404",4.73714170355344,0.395848122918896,"FL",2024-02-22,1,1,1,0,0,0,1,1,1,0,0,0
"405",0.00257813954152468,9.5390984380796e-05,"FL",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"406",0.0002494814150329,8.27127783915505e-05,"FL",2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
"407",1.40463363727529,1.98250841639179,"FL",2024-02-25,1,1,1,1,0,0,1,1,1,1,0,0
"408",1.32041536336773,0.1985677433488,"FL",2024-02-26,1,1,1,0,1,0,1,1,1,0,1,0
"409",4.76943711953209,0.794227574544607,"FL",2024-02-27,1,1,1,0,0,0,1,1,1,0,0,0
"410",0.000293347492535727,4.6751886178523e-05,"FL",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"411",0.00137302991462106,4.05376884960436e-05,"FL",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"412",0.000226942359343413,3.51499213756977e-05,"FL",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"413",NA,NA,"FL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,"FL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",0.000255993360069613,2.2917759614564e-05,"FL",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"416",1.39495082814055,0.663635573930305,"FL",2024-03-05,1,1,1,1,0,0,1,1,1,1,0,0
"417",7.51513085469422e-05,1.72344356204927e-05,"FL",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"418",4.07576347701607e-05,1.49462394563628e-05,"FL",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"419",7.04718211533978e-05,1.29623445059481e-05,"FL",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"420",NA,NA,"FL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",0.121611097515063,0.0037423166317497,"GA",2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
"422",0.919845460457453,0.175485600293852,"GA",2024-01-29,1,1,0,1,1,1,1,1,0,1,1,0
"423",0.142808567634469,0.0028382915741514,"GA",2024-01-30,1,1,1,1,1,1,1,0,1,1,1,0
"424",0.739972861930788,0.113871278563756,"GA",2024-01-31,1,1,1,1,0,1,1,1,1,1,0,0
"425",0.27115522516841,0.00214918722853957,"GA",2024-02-01,1,1,1,1,1,1,1,0,1,1,1,0
"426",0.979754229651437,0.213853816150542,"GA",2024-02-02,1,1,1,1,0,1,1,1,1,1,0,0
"427",0.923331296791685,0.161141131743837,"GA",2024-02-03,1,1,1,1,0,1,1,0,1,1,0,1
"428",0.0221726328402038,0.00141256142794515,"GA",2024-02-04,1,1,1,1,1,1,1,0,1,1,1,0
"429",1.01904316092137,0.193788271389411,"GA",2024-02-05,1,1,1,1,0,1,0,1,1,1,0,1
"430",0.31033406294578,0.00106633675089776,"GA",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"431",0.88585329347545,0.0819196045733913,"GA",2024-02-07,1,1,1,0,1,1,1,1,1,0,1,0
"432",0.0262086213050057,0.000804244605006527,"GA",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"433",0.00742023632229943,0.000698245789208987,"GA",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"434",0.000540851836385907,0.000606113636293292,"GA",2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
"435",0.00861796094233649,0.000526056371996309,"GA",2024-02-11,1,1,1,1,1,1,1,0,1,1,1,0
"436",0.0374855117714199,0.000456509184603816,"GA",2024-02-12,1,1,1,1,1,1,1,0,1,1,1,0
"437",2.02951873883659,0.262232998685315,"GA",2024-02-13,0,1,1,0,1,0,0,1,1,0,1,0
"438",2.13103039217218,0.357301640842091,"GA",2024-02-14,1,1,1,0,0,0,1,1,1,0,0,0
"439",0.0561023916938171,0.000298122144429636,"GA",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"440",1.38301062303382,1.95772871106082,"GA",2024-02-16,1,0,1,1,1,0,1,0,1,1,1,0
"441",0.000171176409673245,0.000224295654826612,"GA",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"442",0.00179657293845614,0.000194530313038048,"GA",2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
"443",2.13487446269375,0.281688397527292,"GA",2024-02-19,1,0,1,0,1,0,1,0,1,0,1,0
"444",1.25968744284387,0.219565258661833,"GA",2024-02-20,1,1,1,1,0,0,1,1,1,1,0,0
"445",0.0173832734419998,0.000126866668925662,"GA",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"446",0.0057274568488636,0.00011001028586938,"GA",2024-02-22,1,1,1,1,1,1,1,1,1,1,0,0
"447",0.000660589752351171,9.5390984380796e-05,"GA",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"448",0.000419559390922676,8.27127783915505e-05,"GA",2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
"449",0.00018264568172072,7.17186169018905e-05,"GA",2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
"450",1.35285880229141,0.330672881215702,"GA",2024-02-26,1,1,1,1,0,0,1,1,1,1,0,0
"451",0.000533234924859079,5.3919120766146e-05,"GA",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"452",3.45633793900155e-05,4.6751886178523e-05,"GA",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"453",0.000111462565579338,4.05376884960436e-05,"GA",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"454",0.000895460315262601,3.51499213756977e-05,"GA",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"455",0.00105695085708143,3.0478751304633e-05,"GA",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"456",1.39497031600355,0.663414110708297,"GA",2024-03-03,1,1,1,0,1,0,1,1,1,0,1,0
"457",1.36922774008226,0.39748759108757,"GA",2024-03-04,1,0,1,1,1,0,1,0,1,1,1,0
"458",6.02879240350664e-05,1.98736488747148e-05,"GA",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"459",1.57260547909667e-05,1.72344356204927e-05,"GA",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"460",0.000973927619077698,1.49462394563628e-05,"GA",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"461",0.000368982417313306,1.29623445059481e-05,"GA",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"462",1.3988883381095,0.664393195715137,"GA",2024-03-09,1,1,1,1,0,0,1,1,1,1,0,0
"463",NA,NA,"HI",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,"HI",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",0.00172809826667064,0.00247028134854196,"HI",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"467",NA,NA,"HI",2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,"HI",2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,"HI",2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
