...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
1084,1.28383145588513,0.615755542910845,MS,2023-11-17,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
1085,NA,NA,MS,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1.8610182505246,0.579724818511825,MS,2023-11-20,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
1088,NA,NA,MS,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,0.515846375102949,0.4019080714397185,MS,2023-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1090,NA,NA,MS,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,0.945980038221072,0.68848664540644,MS,2023-11-24,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1092,NA,NA,MS,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,0.265019449547525,0.188774501443941,MT,2023-10-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1095,NA,NA,MT,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,0.617671575962873,0.441440739110639,MT,2023-10-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1098,NA,NA,MT,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,0.232893962095697,0.1679935188759925,MT,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1105,NA,NA,MT,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,0.767998970449141,0.55009399928562,MT,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1128,NA,NA,MT,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,0.221336188616338,0.1253953988384185,MT,2023-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1134,NA,NA,MT,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,1.0716371051941,0.518961009026465,NC,2023-10-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1136,1.49333952836121,0.334969394907349,NC,2023-10-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1137,1.12697603950093,0.465917568430326,NC,2023-10-17,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
1138,0.938804672367611,0.3270485018409585,NC,2023-10-18,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
1139,0.587479183866648,0.2681875494629585,NC,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1140,1.21721228341114,0.3174907756687505,NC,2023-10-20,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
1141,NA,NA,NC,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,NA,NA,NC,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,1.23648478281913,0.3386042776246255,NC,2023-10-23,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
1144,0.561896315491368,0.325226461212706,NC,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1145,0.902830928250079,0.352265627887393,NC,2023-10-25,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
1146,0.901423225192331,0.252474068668275,NC,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
1147,0.975164594495015,0.434073151109768,NC,2023-10-27,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
1148,0.235146563895291,0.165360029310976,NC,2023-10-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1149,NA,NA,NC,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,3.45245285227568,0.388915610018888,NC,2023-10-30,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
1151,1.52300054426217,0.3675842936607285,NC,2023-10-31,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
1152,1.03546278652835,0.3627694645879325,NC,2023-11-01,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1153,1.98922775581275,0.4058490271450865,NC,2023-11-02,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0
1154,3.20292871368386,0.52186956076696,NC,2023-11-03,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
1155,0.691904262186409,0.3656010780587915,NC,2023-11-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1156,0.235750659391968,0.1664245210735795,NC,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1157,0.95069212150299,0.318827838857136,NC,2023-11-06,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
1158,0.780957979250837,0.3058724755970815,NC,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
1159,1.6722265726344,0.323406290442258,NC,2023-11-08,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
1160,2.20721313057865,0.4652126614551695,NC,2023-11-09,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
1161,2.46191192807584,0.3735975085308395,NC,2023-11-10,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0
1162,0.76827725939346,0.54162078589806,NC,2023-11-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1163,0.715845630998082,0.506326281993075,NC,2023-11-12,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1164,3.23580449452402,0.426354631028831,NC,2023-11-13,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
1165,1.31471367629148,0.3227365838103175,NC,2023-11-14,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1166,1.26369771286217,0.4794739396017595,NC,2023-11-15,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1
1167,0.931087529489324,0.4445551227852385,NC,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
1168,3.696918503857,0.4513050755099085,NC,2023-11-17,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1169,0.373221523213334,0.2996472899059015,NC,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1170,NA,NA,NC,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,2.76793311464059,0.4144922361960605,NC,2023-11-20,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0
1172,3.63063312767416,0.489494777434712,NC,2023-11-21,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
1173,1.15621642140128,0.4019080714397185,NC,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1174,0.546852371065913,0.4309880808416165,NC,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1175,2.51076677845215,0.55027753020988,NC,2023-11-24,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
1176,0.872048587717252,0.64146921424884,NC,2023-11-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1177,NA,NA,ND,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,1.71700893440638,0.610162898570295,ND,2023-10-16,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
1179,NA,NA,ND,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,0.466950960096358,0.3111668017790195,ND,2023-10-18,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
1181,0.927638289907144,0.325999687386486,ND,2023-10-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1182,0.629540023880885,0.444431237718837,ND,2023-10-20,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1183,NA,NA,ND,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,1.28119202157375,0.60906909582386,ND,2023-10-23,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
1186,0.643226627161153,0.456204878123562,ND,2023-10-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1187,NA,NA,ND,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,NA,NA,ND,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,0.574390994285851,0.3371509411087665,ND,2023-10-27,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
1190,NA,NA,ND,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,NA,NA,ND,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,0.232217812467787,0.1630580042681885,ND,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1194,0.23274300896309,0.162867934576768,ND,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1195,1.72268148958995,0.52827615964114,ND,2023-11-02,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
1196,0.854058277988108,0.60021539661146,ND,2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1197,NA,NA,ND,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.226800936123848,0.1664245210735795,ND,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1199,3.63858165281103,0.576883478079035,ND,2023-11-06,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1
1200,1.31172688723871,0.478180254448495,ND,2023-11-07,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0
1201,1.13076667930056,0.545510687955095,ND,2023-11-08,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1202,0.717124659867997,0.489808630462145,ND,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1203,NA,NA,ND,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.278670711694506,0.215358271215407,ND,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1207,2.09356614153343,0.460915924415458,ND,2023-11-14,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
1208,4.28110393304544,0.475710656913926,ND,2023-11-15,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
1209,1.08350949706097,0.377708028605343,ND,2023-11-16,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0
1210,1.51098315200772,0.57407566836779,ND,2023-11-17,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1
1211,NA,NA,ND,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,0.798433581687372,0.577113788690965,ND,2023-11-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1213,1.70482015445911,0.50035446950824,ND,2023-11-20,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0
1214,1.07879485857993,0.3739750569189615,ND,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1215,0.826070468316972,0.60534463747037,ND,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1216,NA,NA,ND,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,NA,NA,NH,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,0.617580147073899,0.43844137015689,NH,2023-10-18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1265,NA,NA,NH,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
