...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
223,3.74640247317708,0.182884692331879,CO,2022-11-25,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0
224,1.94158944269827,0.3853515946770705,CO,2022-11-26,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0
225,0.877863551141943,0.2419468356092665,CO,2022-11-27,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
226,3.58727209198712,0.2933117524127505,CO,2022-11-28,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
227,1.62381940993996,0.336488345631291,CO,2022-11-29,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
228,4.60835741696285,0.3578869386695385,CO,2022-11-30,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
229,3.04294212159887,0.2146599030676455,CO,2022-12-01,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
230,4.17431905680845,0.357766822323633,CO,2022-12-02,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
231,1.50732589389262,0.3171849855680945,CO,2022-12-03,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
232,1.84652135378741,0.323978271705544,CO,2022-12-04,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
233,2.0352928067715,0.3109163518431445,CO,2022-12-05,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
234,2.02514697169404,0.20729865972915,CO,2022-12-06,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
235,2.09510632861971,0.2425705566358145,CO,2022-12-07,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
236,1.47811914619767,0.364157626849598,CO,2022-12-08,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
237,2.44894029209773,0.492639311290153,CO,2022-12-09,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
238,0.6829780829256,0.2156289073183275,CO,2022-12-10,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
239,4.04496773401002,0.4296873797849055,CO,2022-12-11,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
240,0.972006121687693,0.229223778653338,CO,2022-12-12,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
241,1.53378240898154,0.1916584530654335,CO,2022-12-13,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
242,0.88818326573782,0.269503638509596,CO,2022-12-14,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
243,1.78644491390853,0.260526828005038,CO,2022-12-15,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
244,9.13255930433377,0.62656523396689,CO,2022-12-16,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
245,1.34012744483863,0.308482942320132,CO,2022-12-17,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
246,1.50309963331462,0.3755973382955055,CO,2022-12-18,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
247,1.58967556617784,0.3041490168303805,CO,2022-12-19,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
248,1.47370999727217,0.3453331515146465,CO,2022-12-20,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0
249,2.19705284799109,0.2784285614410335,CO,2022-12-21,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
250,0.806420616418786,0.3873012659090225,CO,2022-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
251,2.3762986725552,0.0802818976808045,CO,2022-12-23,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
252,0.880478882781889,0.407503842169975,CO,2022-12-24,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
253,1.52799525673315,0.3263635223470545,CT,2022-11-13,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
254,4.52758580888205,0.324555132005461,CT,2022-11-14,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
255,NA,NA,CT,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.399680949782301,0.2825404080864075,CT,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,0.928576126448556,0.2817456354089065,CT,2022-11-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
258,2.15719192025214,0.3477304423729315,CT,2022-11-18,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0
259,1.22301096533082,0.349272226164655,CT,2022-11-19,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
260,2.39773465087711,0.4048034387390305,CT,2022-11-20,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
261,0.959683230257909,0.67723420485757,CT,2022-11-21,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
262,2.24712643652009,0.3580260105746,CT,2022-11-22,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
263,NA,NA,CT,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,CT,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,0.316546443627957,0.2794955999133935,CT,2022-11-25,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
266,1.29476274473715,0.2772487383902685,CT,2022-11-26,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0
267,9.63847450416236,0.461693984786309,CT,2022-11-27,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
268,2.72800947974443,0.316651142343927,CT,2022-11-28,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
269,1.8381167936351,0.2193517895820415,CT,2022-11-29,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
270,1.10637468355481,0.321561842005003,CT,2022-11-30,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
271,1.18039509368387,0.080258170426639,CT,2022-12-01,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
272,2.32913354269207,0.2864940459564275,CT,2022-12-02,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
273,2.91478381537615,0.2787433902202975,CT,2022-12-03,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
274,2.33310656337391,0.2676917678269695,CT,2022-12-04,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0
275,2.98193882676685,0.2725556291038195,CT,2022-12-05,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0
276,0.656252196432364,0.1361863677382615,CT,2022-12-06,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
277,3.25993794873419,0.359888931456171,CT,2022-12-07,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
278,3.72308144148211,0.4007051171461435,CT,2022-12-08,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
279,2.65211869074589,0.3363714331864535,CT,2022-12-09,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
280,2.03344308638506,0.249027513411292,CT,2022-12-10,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
281,3.54781031722657,0.3145523593283475,CT,2022-12-11,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
282,1.50229128635828,0.3754090448970325,CT,2022-12-12,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
283,0.0613837981625767,0.046535903148614,CT,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,0.730360792011148,0.366565843463612,CT,2022-12-14,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
285,0.0650469082713274,0.04769557812474005,CT,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,3.05797185953507,0.399806080964407,CT,2022-12-16,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
287,10.9617464453736,0.5424798620332,CT,2022-12-17,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
288,10.7533088995716,0.495660345748808,CT,2022-12-18,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
289,9.57431224129186,0.402802544179103,CT,2022-12-19,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
290,1.41245590739414,0.649353777417595,CT,2022-12-20,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
291,NA,NA,CT,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,NA,NA,CT,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,3.96696956095866,0.336630857485899,CT,2022-12-23,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
294,1.82091529156362,0.636005308972275,CT,2022-12-24,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0
295,3.3756211348059,0.2761221924337465,DC,2022-11-13,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
296,1.42001377904024,0.2589455184220915,DC,2022-11-14,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
297,0.404752847073953,0.2563531959017625,DC,2022-11-15,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
298,0.727980083265487,0.33557354125011,DC,2022-11-16,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
299,0.71908433913188,0.237330836250251,DC,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.786471411711721,0.2930932170194755,DC,2022-11-18,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
301,2.52882248584212,0.3285906861654245,DC,2022-11-19,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
302,1.42648394380558,0.328491478417633,DC,2022-11-20,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
303,0.262389024035295,0.2656076516124615,DC,2022-11-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
304,0.96084124149072,0.3249661666215085,DC,2022-11-22,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
305,1.4711986741189,0.2906008075673685,DC,2022-11-23,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
306,NA,NA,DC,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,1.62848284295586,0.1633602506690905,DC,2022-11-25,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
308,1.60421181808355,0.17685160062943,DC,2022-11-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
309,4.43770886663577,0.3833076033127825,DC,2022-11-27,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
310,2.89596289288522,0.1541531571424915,DC,2022-11-28,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
311,0.933454349095114,0.2195147030477755,DC,2022-11-29,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
312,1.24095655329864,0.3825943528837605,DC,2022-11-30,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0
313,1.32479121825088,0.2616257531470035,DC,2022-12-01,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1
314,1.06975513891269,0.326647084488438,DC,2022-12-02,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
315,1.45074828720366,0.1507908726716685,DC,2022-12-03,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
316,1.28768264839435,0.0654061468454085,DC,2022-12-04,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
317,2.57452917204732,0.53699500891952,DC,2022-12-05,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
318,2.24262185660105,0.559156773333565,DC,2022-12-06,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
319,2.18285498901851,0.05494418690199,DC,2022-12-07,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
320,1.5183577220981,0.165638680151091,DC,2022-12-08,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
321,0.804593690370286,0.197734047659702,DC,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
322,1.43195672159446,0.3350064030552215,DC,2022-12-10,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
323,1.2107351170022,0.392359414238816,DC,2022-12-11,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
324,1.87453546005559,0.3265934037241335,DC,2022-12-12,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
325,1.03951999459863,0.288432270067842,DC,2022-12-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
326,0.603447610802751,0.2060122231691985,DC,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
327,1.64480272059352,0.3290469658781195,DC,2022-12-15,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
328,0.984526717789171,0.222050366938153,DC,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
329,2.1952306416053,0.3025249349678675,DC,2022-12-17,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
330,2.0712817237564,0.491919825234954,DC,2022-12-18,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1
331,0.976014118337249,0.2303805705712745,DC,2022-12-19,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
332,2.89284187254406,0.3523117759054135,DC,2022-12-20,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
333,2.83632411719725,0.3654084572001315,DC,2022-12-21,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
334,1.98466746168206,0.318799219265789,DC,2022-12-22,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
335,0.731385755966776,0.2622721361193655,DC,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
336,0.951135942560397,0.088525857525713,DC,2022-12-24,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
337,0.409587853066514,0.2568314414493875,DE,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
338,0.934149580792982,0.4523827377765095,DE,2022-11-14,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
339,0.338949188833739,0.2456299179903585,DE,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
340,1.25823912146829,0.2961457349132035,DE,2022-11-16,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
341,0.881759649012837,0.263510972034556,DE,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
342,0.982405880393272,0.69440200459237,DE,2022-11-18,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
343,1.16058140677541,0.190391697518476,DE,2022-11-19,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
344,1.25902375378244,0.3055428059400055,DE,2022-11-20,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
345,0.535547529710514,0.3651321258880095,DE,2022-11-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
346,0.21905682992872,0.154817151840067,DE,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,NA,NA,DE,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,0.634310757029283,0.1865873205179515,DE,2022-11-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,0.772235605517635,0.2943613018430385,DE,2022-11-26,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
351,1.32389642312726,0.3166133371965045,DE,2022-11-27,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
352,1.61446792789609,0.142730324165406,DE,2022-11-28,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
353,NA,NA,DE,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,DE,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,1.35469424425028,0.3550659489681725,DE,2022-12-01,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
356,1.54309468624006,0.1222817925039315,DE,2022-12-02,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
357,0.827015736944699,0.289412309116968,DE,2022-12-03,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
358,1.02250634124431,0.322116564257538,DE,2022-12-04,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
359,0.735955254266359,0.238469116460182,DE,2022-12-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
360,0.254710830525609,0.0579628465482835,DE,2022-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,0.516785462693882,0.1487573717689025,DE,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,0.0702795125931986,0.0523846516090105,DE,2022-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,2.7325685197888,0.446391705059759,DE,2022-12-09,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
364,0.871683874561762,0.230086993857931,DE,2022-12-10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
365,2.25831932123381,0.56124425778245,DE,2022-12-11,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
366,0.620674814842653,0.229283989701815,DE,2022-12-12,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
367,0.702071388262818,0.360479496136342,DE,2022-12-13,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
368,0.536768145530121,0.2053209184938265,DE,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,1.10894989763206,0.230122363736424,DE,2022-12-15,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
370,0.963650167559256,0.2325554551469765,DE,2022-12-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
371,1.44174096013712,0.2510180751661315,DE,2022-12-17,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
372,2.68054625622082,0.384073933072861,DE,2022-12-18,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0
373,1.23900891012539,0.275800779242931,DE,2022-12-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
374,0.26998029658768,0.06179330902422,DE,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,0.851749032713838,0.3534155034396695,DE,2022-12-21,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
376,1.2901776401113,0.2599637927409125,DE,2022-12-22,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
377,1.32727091557549,0.295090993872644,DE,2022-12-23,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
378,0.81179847172891,0.3474449655998575,DE,2022-12-24,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
379,1.23733727951006,0.3027249491700685,FL,2022-11-13,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
380,5.79706886795059,0.306284852960743,FL,2022-11-14,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
381,2.88133177509263,0.291857433733933,FL,2022-11-15,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
382,12.0971239835882,0.278490360256879,FL,2022-11-16,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
383,3.10069893997403,0.3161543659497555,FL,2022-11-17,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
384,1.69195289975867,0.2925797070921035,FL,2022-11-18,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
385,1.51730357739618,0.281914878767416,FL,2022-11-19,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
386,2.82370692975224,0.229723969133805,FL,2022-11-20,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0
387,8.35681383251807,0.2581398211656505,FL,2022-11-21,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
388,5.25355193523097,0.266762849244558,FL,2022-11-22,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
389,3.61690842318185,0.2970529985348575,FL,2022-11-23,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0
390,0.898128658649565,0.134098484370624,FL,2022-11-24,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
391,5.71191328640613,0.264794489952398,FL,2022-11-25,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
392,3.15729904354493,0.2669841438210615,FL,2022-11-26,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
393,3.04980999764255,0.2755320765703365,FL,2022-11-27,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
394,17.4207062456988,0.291760674875438,FL,2022-11-28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
395,3.60445315075284,0.2480397731749485,FL,2022-11-29,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
396,5.36067670956117,0.2763433116356695,FL,2022-11-30,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
397,3.97190813931562,0.258158497979836,FL,2022-12-01,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
398,3.33071699594942,0.2331925713403115,FL,2022-12-02,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
399,3.12081556944677,0.275841075660343,FL,2022-12-03,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
400,5.80385347807806,0.1558291423214725,FL,2022-12-04,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
401,3.10106121361846,0.3065118187398695,FL,2022-12-05,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
402,6.73570736868829,0.254275854438056,FL,2022-12-06,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
403,3.0882234001359,0.245727890867728,FL,2022-12-07,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
404,10.3845676109661,0.1603493934385945,FL,2022-12-08,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
405,5.37163701628581,0.223193351627188,FL,2022-12-09,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
406,2.31584605840894,0.203793900322071,FL,2022-12-10,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0
407,0.483376673678664,0.169768876813378,FL,2022-12-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
408,7.9371940602776,0.385502778243401,FL,2022-12-12,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
409,4.21798130304521,0.2105581287615955,FL,2022-12-13,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
410,8.23662930876223,0.3056329509625225,FL,2022-12-14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
411,5.21290821589512,0.2079092865929075,FL,2022-12-15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
412,2.17576134237834,0.120713677271348,FL,2022-12-16,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
413,3.39466424045198,0.2430536133069755,FL,2022-12-17,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1
414,0.919739412483263,0.145865913658279,FL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
415,4.15675889324002,0.303800106609226,FL,2022-12-19,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
416,4.69274694163344,0.2757620506436645,FL,2022-12-20,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
417,19.9635031590969,0.242524302569561,FL,2022-12-21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,17.9470175537934,0.2824597532095585,FL,2022-12-22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
419,17.1126781015475,0.241127813753582,FL,2022-12-23,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
420,0.634608322802712,0.088525857525713,FL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,4.09306749562934,0.393193913215888,GA,2022-11-13,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
422,1.96808969190559,0.321938926084857,GA,2022-11-14,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
423,1.7009036593098,0.2990298398063135,GA,2022-11-15,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
424,1.86322804509799,0.2786274463140355,GA,2022-11-16,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
425,1.395413376963,0.3193108539863645,GA,2022-11-17,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
426,6.47648686429306,0.335296938014813,GA,2022-11-18,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
427,1.17490129579108,0.304406573646698,GA,2022-11-19,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
428,3.95171169351027,0.4075415592488145,GA,2022-11-20,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
429,7.78081256353443,0.2649938716396345,GA,2022-11-21,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
430,4.21502102239145,0.3235231582225005,GA,2022-11-22,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
431,2.30479156040048,0.262836612634606,GA,2022-11-23,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1
432,0.905955333765868,0.31382235757614,GA,2022-11-24,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
433,3.76722113018147,0.2972672799743635,GA,2022-11-25,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
434,3.36731517683018,0.3040980998747815,GA,2022-11-26,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
435,2.31941842185849,0.2815911383262475,GA,2022-11-27,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
436,7.67922676834532,0.383384901464418,GA,2022-11-28,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
437,6.40641172968516,0.288947476002289,GA,2022-11-29,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
438,2.92628630203847,0.2397781881605515,GA,2022-11-30,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
439,2.48148462836405,0.2597809877445255,GA,2022-12-01,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
440,4.98935217945202,0.3002507638636275,GA,2022-12-02,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
441,0.437219919745992,0.1687851188920245,GA,2022-12-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
442,1.20028553604039,0.234246035979056,GA,2022-12-04,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
443,2.68855456007887,0.2780747464078015,GA,2022-12-05,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
444,3.2867417385459,0.252670364661947,GA,2022-12-06,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
445,5.54005088743365,0.282971757354628,GA,2022-12-07,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
446,3.31522436236585,0.25651080916832403,GA,2022-12-08,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
447,3.02236917468024,0.2391674943934565,GA,2022-12-09,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
448,1.94795972955032,0.1883369350929955,GA,2022-12-10,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
449,3.22727138598527,0.2883974859362195,GA,2022-12-11,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
