...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI,X21L_95_CI
30,0.488509295146133,0.094471738360167,AK,2022-08-08,1,1,1,1,1,0,1,0,1,1
31,0.624467194135916,0.087554212893737,AK,2022-08-09,1,1,1,1,1,0,0,1,1,1
32,1.38787065737659,0.0076110956011432,AK,2022-08-10,0,0,1,1,1,0,0,1,1,1
33,0.505074523226865,0.14570537141747,AK,2022-08-11,1,1,1,1,1,0,0,1,1,1
34,0.293656384478762,0.0068117920051666,AK,2022-08-12,1,1,1,1,1,1,1,1,1,1
35,1.09141584701772,0.159166638805802,AK,2022-08-13,0,0,1,1,1,1,1,1,1,1
36,0.649253155113363,0.174947501487715,AK,2022-08-14,1,1,1,1,1,0,0,1,1,1
37,0.395341857799087,0.005779508360378,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
38,0.390269687344827,0.100182292137896,AK,2022-08-16,1,1,1,1,1,1,1,1,1,1
39,0.956950514759812,0.0888313979425095,AK,2022-08-17,1,1,0,1,1,1,0,0,1,1
40,0.0568716024184481,0.00491358969455554,AK,2022-08-18,1,1,1,1,1,1,1,1,1,1
41,0.3800991414272,0.0910309250505215,AK,2022-08-19,1,1,1,1,1,0,0,1,1,1
42,1.07740508707568,0.4380738506181215,AK,2022-08-20,0,0,1,1,1,0,0,1,1,1
43,0.489024251828249,0.2491174412898855,AL,2022-07-10,1,1,1,1,1,1,1,1,1,1
44,2.11205879645526,0.212621389979233,AL,2022-07-11,0,1,0,1,1,0,0,0,1,1
45,1.17379207657616,0.314752071567795,AL,2022-07-12,1,1,0,1,1,1,0,0,1,1
46,0.834071982040373,0.1930016562699115,AL,2022-07-13,1,1,1,1,1,1,0,0,1,1
47,1.73656016823929,0.3233192405036345,AL,2022-07-14,0,0,1,1,1,0,0,1,1,1
48,2.36061574054711,0.407432288173711,AL,2022-07-15,0,0,1,1,1,0,0,0,1,1
49,0.759244746449371,0.235211259749223,AL,2022-07-16,1,1,1,1,1,1,0,0,1,1
50,1.18927331555739,0.2398586346075815,AL,2022-07-17,0,1,1,1,1,0,0,1,1,0
51,0.529326531418929,0.186418541227011,AL,2022-07-18,1,1,1,1,1,0,1,0,1,1
52,1.84650490375292,0.142839434214514,AL,2022-07-19,1,1,1,0,1,1,0,0,0,1
53,2.12948310151407,0.232706394995884,AL,2022-07-20,0,0,1,1,1,0,0,0,1,0
54,1.64525737423961,0.1140725066588815,AL,2022-07-21,1,1,1,0,1,0,1,1,0,1
55,3.01164881836218,0.2206953317252025,AL,2022-07-22,0,0,1,1,0,0,0,1,1,1
56,1.37006387028946,0.158636681140085,AL,2022-07-23,1,1,1,0,1,0,0,0,0,0
57,0.607372893752387,0.1472966585771245,AL,2022-07-24,1,1,1,1,1,1,0,0,1,1
58,0.647319347466463,0.1519829580213105,AL,2022-07-25,1,1,1,1,1,1,1,1,1,1
59,0.650030532007162,0.1592684959860695,AL,2022-07-26,1,1,1,1,1,0,1,0,1,1
60,0.641102023701557,0.2648938722772855,AL,2022-07-27,1,1,1,1,1,0,0,1,1,1
61,0.977179966743154,0.0913378892837105,AL,2022-07-28,1,1,1,1,1,1,0,0,1,1
62,1.09286707935281,0.109983367814985,AL,2022-07-29,1,1,1,1,1,0,1,0,1,1
63,5.03107459174083,0.25748437184813,AL,2022-07-30,0,0,1,1,1,0,0,0,1,1
64,1.7720594932639,0.2237277309914985,AL,2022-07-31,0,0,1,1,1,0,0,1,1,1
65,0.723888162005958,0.121644436682091,AL,2022-08-01,1,1,1,1,1,1,0,0,1,1
66,2.74077572642699,0.1958040852434195,AL,2022-08-02,0,0,1,1,1,0,0,1,1,1
67,0.528631664396297,0.110011148252014,AL,2022-08-03,1,1,1,1,1,0,0,1,1,1
68,3.78002909346941,0.259165968397595,AL,2022-08-04,0,0,1,1,1,0,0,1,1,1
69,5.95052017308749,0.410456615386177,AL,2022-08-05,0,0,1,1,1,0,0,1,1,1
70,1.09562208280704,0.156263152859827,AL,2022-08-06,1,1,0,1,1,0,0,1,1,1
71,0.458175597091052,0.1442551825962545,AL,2022-08-07,1,1,1,1,1,0,0,1,1,1
72,2.92179343786615,0.178637136427146,AL,2022-08-08,0,0,1,1,1,0,0,1,1,1
73,0.690287777103096,0.00804919501032105,AL,2022-08-09,1,1,1,1,1,0,0,1,1,1
74,3.2455419076146,0.1872562271201545,AL,2022-08-10,0,0,1,1,1,0,0,1,1,1
75,0.596972120221073,0.17340659611898,AL,2022-08-11,1,1,1,1,1,0,0,1,1,1
76,7.02983640676128,0.3508679697739665,AL,2022-08-12,0,0,1,1,1,0,0,1,1,1
77,0.325599906653226,0.09044281486908,AL,2022-08-13,1,1,1,1,1,1,1,1,1,1
78,0.291812004450926,0.071043444905718,AL,2022-08-14,1,1,1,1,1,1,1,1,1,1
79,6.36995714330907,0.26397534907919,AL,2022-08-15,0,0,1,1,1,0,0,1,1,1
80,1.75771941165813,0.1558930394783795,AL,2022-08-16,0,0,1,1,1,1,1,1,1,1
81,1.81216828359916,0.181046711968487,AL,2022-08-17,1,0,1,1,0,0,0,0,1,0
82,8.05175315084465,0.3040660929048945,AL,2022-08-18,0,0,1,1,1,0,0,1,1,1
83,4.89670653718608,0.292571198403679,AL,2022-08-19,0,0,1,1,1,0,0,1,1,1
84,0.438133569627769,0.004413607265471685,AL,2022-08-20,1,1,1,1,1,1,1,1,1,1
85,0.968818388060553,0.2044911596073645,AR,2022-07-10,1,1,1,1,1,0,0,0,1,1
86,6.39689542762283,0.137492128633935,AR,2022-07-11,0,0,1,1,1,0,0,1,1,1
87,6.44291251467875,0.1529822768082825,AR,2022-07-12,0,0,0,1,0,0,0,0,1,0
88,4.50445551560969,0.1590003402547565,AR,2022-07-13,0,0,1,1,0,0,0,0,1,0
89,1.49742383188967,0.1716978446998415,AR,2022-07-14,1,1,1,1,1,1,1,1,1,1
90,2.78287295953783,0.192379593101114,AR,2022-07-15,0,1,0,1,1,0,0,0,1,1
91,1.28276868486937,0.1160328169718185,AR,2022-07-16,1,0,1,1,1,0,0,0,1,1
92,0.311322202728973,0.0346807313528549,AR,2022-07-17,1,1,1,1,1,1,0,0,1,1
93,3.08025022181901,0.1514908780349515,AR,2022-07-18,0,1,0,1,1,1,0,0,1,0
94,1.66357097664231,0.1071522491101555,AR,2022-07-19,1,0,1,1,1,0,0,0,1,1
95,0.891519468635611,0.147952534784227,AR,2022-07-20,1,1,1,1,1,0,0,1,1,1
96,2.46017008018799,0.087068401117822,AR,2022-07-21,1,0,0,1,1,1,0,0,1,0
97,1.34168090826815,0.121086005982324,AR,2022-07-22,1,1,1,0,1,0,0,0,0,1
98,0.473497260536671,0.0226641655065884,AR,2022-07-23,1,1,1,1,1,0,0,1,1,1
99,1.1475795780387,0.1960203498818825,AR,2022-07-24,1,1,1,1,0,1,0,1,1,0
100,1.39246417446591,0.130449741507894,AR,2022-07-25,1,1,1,1,0,0,1,1,1,0
101,1.92897567071354,0.1378897503374595,AR,2022-07-26,1,1,0,1,0,0,0,0,1,0
102,1.65515692916097,0.1023757668903565,AR,2022-07-27,1,1,0,1,0,0,0,0,1,0
103,0.990853721437232,0.0913378892837105,AR,2022-07-28,1,1,1,1,1,0,0,0,1,1
104,1.61151957218519,0.1559659976833625,AR,2022-07-29,1,1,1,0,0,0,0,1,0,0
105,2.2473201007347,0.236812656478121,AR,2022-07-30,1,0,1,1,0,1,0,1,1,0
106,0.612896637327028,0.0869712785268295,AR,2022-07-31,1,1,1,1,1,0,0,1,1,1
107,2.33871096293814,0.0768551971689635,AR,2022-08-01,0,0,1,1,1,0,0,0,1,1
108,2.38434531012379,0.0572351180585915,AR,2022-08-02,0,0,1,1,1,0,0,0,1,1
109,3.15681628041053,0.056457122220022,AR,2022-08-03,0,0,1,1,1,0,0,1,1,1
110,3.3697417086313,0.16530577721251,AR,2022-08-04,0,0,1,1,1,0,0,1,1,1
111,1.00570638827403,0.109279179521447,AR,2022-08-05,1,1,1,0,1,1,0,1,0,1
112,2.70289373246458,0.35504082090467,AR,2022-08-06,0,0,1,1,1,0,0,1,1,1
113,0.581467551969776,0.069120367546794,AR,2022-08-07,1,1,1,1,1,0,1,0,1,1
114,3.34120650738407,0.1888022313137485,AR,2022-08-08,1,0,0,1,0,0,0,0,1,0
115,0.982300804063531,0.1047023540058465,AR,2022-08-09,1,1,1,1,1,0,0,1,1,1
116,3.15011620160221,0.1530697956016715,AR,2022-08-10,1,0,0,0,1,0,0,0,0,1
117,1.93623251692096,0.139827164961038,AR,2022-08-11,1,1,1,1,0,0,1,1,1,0
118,0.501350491242751,0.0903682923204465,AR,2022-08-12,1,1,1,1,1,1,1,1,1,1
119,3.06915743152521,0.2164364920864035,AR,2022-08-13,0,0,1,1,1,0,0,1,1,1
120,0.104294898676204,0.00610340954197015,AR,2022-08-14,1,1,1,1,1,1,1,1,1,1
121,3.83897523917228,0.1401538710834445,AR,2022-08-15,0,0,1,1,1,0,0,0,1,1
122,1.85852282759264,0.00547402165907375,AR,2022-08-16,0,0,1,1,1,0,0,1,1,1
123,0.495511133669531,0.0424150945243484,AR,2022-08-17,1,1,1,1,1,1,0,0,1,1
124,0.449321467842362,0.066346693032393,AR,2022-08-18,1,1,1,1,1,0,0,1,1,1
125,2.35484567673918,0.27036094709456,AR,2022-08-19,0,0,1,1,0,0,0,1,1,0
126,0.632895533940094,0.004413607265471685,AR,2022-08-20,1,1,1,1,1,0,0,0,1,1
127,1.79696314889558,0.244887122061576,AZ,2022-07-10,1,1,0,1,0,0,0,1,1,0
128,1.73351788108365,0.2239476571473535,AZ,2022-07-11,1,1,1,1,1,0,0,0,1,0
129,9.21734761238121,0.1500309915329735,AZ,2022-07-12,0,0,0,1,0,0,0,0,1,1
130,2.57949657553001,0.2954313912496535,AZ,2022-07-13,0,0,1,1,1,0,1,1,1,0
131,1.24428185236174,0.153036095326422,AZ,2022-07-14,1,1,1,1,1,0,0,1,1,1
132,0.90830042752302,0.1033230631322605,AZ,2022-07-15,1,1,1,1,1,0,0,1,1,1
133,1.47986772622273,0.1116631128933315,AZ,2022-07-16,1,0,1,1,1,0,0,0,1,1
134,1.39750840549638,0.17390710444939,AZ,2022-07-17,1,1,1,1,1,0,0,0,1,1
135,1.45157821825537,0.191964303954617,AZ,2022-07-18,1,1,1,1,0,0,1,0,1,0
136,1.65640262715486,0.1227614982244755,AZ,2022-07-19,1,1,0,1,1,0,0,0,1,1
137,2.54949467693335,0.0278945040607026,AZ,2022-07-20,0,0,1,1,1,0,0,0,1,0
138,0.0350071737670122,0.0260007164902436,AZ,2022-07-21,1,1,1,1,1,1,1,1,1,1
139,0.453211576680936,0.102178103410663,AZ,2022-07-22,1,1,1,1,1,0,0,1,1,1
140,1.06258522451511,0.156447844246296,AZ,2022-07-23,1,1,1,0,1,0,0,1,0,1
141,0.800084463217532,0.147709976761291,AZ,2022-07-24,1,1,1,1,1,0,0,0,1,1
142,1.93142999795109,0.127341699086929,AZ,2022-07-25,1,1,1,1,1,0,0,0,1,1
143,1.24840345354361,0.119983610300593,AZ,2022-07-26,1,1,1,1,1,0,0,0,1,1
144,1.79451852627628,0.134660712460416,AZ,2022-07-27,1,1,1,1,1,0,0,0,1,1
145,1.48707477553331,0.0770754753197355,AZ,2022-07-28,0,1,1,1,1,1,0,0,1,1
146,5.20380671948717,0.180837100313336,AZ,2022-07-29,0,0,1,1,1,0,0,0,1,1
147,1.16255380889012,0.1367880388700075,AZ,2022-07-30,1,1,1,1,1,1,0,0,1,1
148,1.81302265950731,0.057618674095388,AZ,2022-07-31,1,0,1,1,1,1,1,1,1,1
149,5.99615509713786,0.248645171200921,AZ,2022-08-01,0,0,0,0,1,0,0,0,0,1
150,1.7922479343642,0.118370230032461,AZ,2022-08-02,1,1,1,0,1,0,0,0,0,1
151,6.36029657677543,0.2408728166540425,AZ,2022-08-03,0,0,1,0,0,0,0,1,0,0
152,0.842901041598346,0.10424793657999851,AZ,2022-08-04,1,1,1,1,1,0,0,1,1,1
153,0.914117568705235,0.0935140532327165,AZ,2022-08-05,1,1,1,1,1,0,0,0,1,1
154,1.13003461925602,0.1053699095277195,AZ,2022-08-06,1,1,1,0,1,0,0,0,0,1
155,2.02146889781232,0.139157251638784,AZ,2022-08-07,1,0,0,0,1,0,0,0,0,1
156,1.53527262099209,0.054737291099321,AZ,2022-08-08,1,0,1,1,1,0,0,1,1,0
157,4.2417262155953,0.0737175095090745,AZ,2022-08-09,0,1,1,0,1,1,0,1,0,1
158,4.08323444075137,0.1273745166138175,AZ,2022-08-10,0,0,1,1,1,0,0,1,1,1
159,2.0407606892694,0.1092563915470625,AZ,2022-08-11,0,0,1,1,1,0,0,1,1,1
160,0.838474177802954,0.0826335701779145,AZ,2022-08-12,1,1,1,1,1,0,0,0,1,1
161,1.24696331906895,0.0518738234266515,AZ,2022-08-13,0,1,0,1,1,0,0,0,1,1
162,0.701200654583464,0.087802163709266,AZ,2022-08-14,1,1,1,1,1,0,0,1,1,1
163,4.07057742944224,0.124345173783151,AZ,2022-08-15,1,0,1,0,0,0,0,0,0,0
164,1.26191105676866,0.0467179458998511,AZ,2022-08-16,1,1,1,1,1,0,0,1,1,1
165,1.22575809837682,0.087271317876965,AZ,2022-08-17,1,1,1,0,1,1,0,1,0,1
166,4.0734612793361,0.161288761827233,AZ,2022-08-18,0,0,1,1,1,0,0,1,1,1
167,1.14605977461304,0.10431929472215801,AZ,2022-08-19,0,1,1,1,1,0,0,1,1,1
168,0.296166288689073,0.062234973045825,AZ,2022-08-20,1,1,1,1,1,0,0,1,1,1
169,6.79606271320919,0.2267641239655775,CA,2022-07-10,0,1,1,0,0,0,0,0,0,0
170,20.9794052986459,0.2102056676112055,CA,2022-07-11,0,0,1,0,0,0,0,0,0,0
171,20.1733575106005,0.2001405178876275,CA,2022-07-12,1,0,0,0,0,0,0,0,0,0
172,14.8944327526074,0.194079328016766,CA,2022-07-13,0,0,0,1,0,0,0,0,1,0
173,14.1541020280959,0.193369286323492,CA,2022-07-14,0,1,1,0,0,0,0,0,0,0
174,14.4503240793735,0.1801271632423865,CA,2022-07-15,0,0,1,0,0,0,0,0,0,0
175,17.2285693701575,0.157463271253535,CA,2022-07-16,0,0,0,0,1,0,0,0,0,0
176,6.91581694512477,0.1775220810141605,CA,2022-07-17,0,1,1,0,0,0,0,0,0,0
177,30.7510402083061,0.153146472578375,CA,2022-07-18,0,0,1,0,0,0,0,0,0,0
178,21.1194363072764,0.159475938978035,CA,2022-07-19,0,0,0,0,0,0,0,0,0,0
179,25.5399261130189,0.1475786260464385,CA,2022-07-20,0,0,1,0,0,0,0,0,0,0
180,15.2533473069031,0.1434926412551225,CA,2022-07-21,0,0,1,0,0,0,0,0,0,0
181,11.2207942841055,0.1408526368277385,CA,2022-07-22,0,0,1,0,0,0,0,1,0,0
182,9.13067771487126,0.1775299774866565,CA,2022-07-23,1,0,0,1,1,0,0,0,1,0
183,4.21305988506455,0.149690466361881,CA,2022-07-24,1,1,1,0,0,0,0,0,0,0
184,12.0001752692188,0.1504612458551365,CA,2022-07-25,1,0,1,0,0,0,0,0,0,0
185,20.4273599988751,0.1219917741412235,CA,2022-07-26,0,0,1,0,0,0,0,0,0,0
186,7.48707344475138,0.148218335530928,CA,2022-07-27,1,0,0,0,0,0,0,0,0,0
187,9.74199951903658,0.090902129083218,CA,2022-07-28,0,0,1,0,1,0,0,0,0,1
188,2.60906288054565,0.1227995742562465,CA,2022-07-29,1,1,1,0,0,0,0,0,0,0
189,2.48979473905461,0.108790249794227,CA,2022-07-30,1,1,1,1,0,0,0,0,1,1
190,7.73326713930815,0.1144074648357505,CA,2022-07-31,0,1,0,0,1,0,0,0,0,0
191,15.0558511921107,0.0941339304111285,CA,2022-08-01,0,0,0,0,0,0,0,1,0,0
192,8.78982650690268,0.0983192084121795,CA,2022-08-02,0,0,1,0,0,0,0,0,0,0
193,10.4821378492147,0.1362630936663185,CA,2022-08-03,0,0,1,0,0,0,0,0,0,0
194,8.80219652107785,0.120893189715583,CA,2022-08-04,0,0,1,1,0,0,0,0,1,0
195,3.53020004516096,0.121515409118965,CA,2022-08-05,1,0,0,1,0,0,0,0,1,0
196,5.45280565546803,0.1221191158516505,CA,2022-08-06,0,0,1,1,0,0,0,0,1,0
197,4.23564152428402,0.070632800544058,CA,2022-08-07,0,0,1,0,1,0,0,0,0,1
198,14.205639371781,0.140306159010329,CA,2022-08-08,0,0,1,0,1,0,0,1,0,1
199,2.52615626214316,0.0958205889928715,CA,2022-08-09,1,1,1,1,0,0,0,0,1,0
200,3.35779267855289,0.091500404782065,CA,2022-08-10,1,1,0,0,0,0,0,0,0,0
201,7.59508155837049,0.101938271492174,CA,2022-08-11,1,0,0,0,1,0,0,0,0,1
202,3.24084631459101,0.087864880527532,CA,2022-08-12,1,1,0,0,1,0,0,1,0,1
203,6.2945087238521,0.097645103686075,CA,2022-08-13,1,0,0,0,0,0,0,1,0,1
204,3.23722292789637,0.0764790658375445,CA,2022-08-14,1,1,1,0,1,0,0,0,0,1
205,6.05773357662641,0.088927351563985,CA,2022-08-15,1,0,0,0,0,0,0,0,0,0
206,3.17512610500022,0.078859648906958,CA,2022-08-16,1,1,0,0,0,0,0,0,0,0
207,7.76593804749068,0.0949409877076445,CA,2022-08-17,1,0,0,0,0,0,0,0,0,0
208,2.55561809964403,0.0626162167864155,CA,2022-08-18,0,1,1,0,0,0,0,0,0,0
209,2.53568036542088,0.07531297979449,CA,2022-08-19,1,1,1,0,1,0,0,0,0,1
210,2.67687532761601,0.0660814786732365,CA,2022-08-20,1,1,0,0,1,0,1,0,0,1
211,1.01375810805447,0.4442035524849735,CO,2022-07-10,1,0,1,1,1,0,0,0,1,1
212,1.58376920250723,0.2926931172363685,CO,2022-07-11,1,0,1,1,1,0,0,0,1,1
213,1.55481447343126,0.1798393396953455,CO,2022-07-12,0,1,1,1,0,0,0,0,1,0
214,1.96190060275176,0.211812525124689,CO,2022-07-13,0,1,0,1,1,0,0,0,1,1
215,0.58346280714769,0.1896857740584085,CO,2022-07-14,1,1,1,1,1,0,1,0,1,1
216,0.593600321441043,0.2019811059177175,CO,2022-07-15,1,1,1,1,1,0,0,1,1,1
217,1.78756347907314,0.4330443759393935,CO,2022-07-16,0,0,1,1,1,0,0,0,1,1
218,0.999490372390989,0.252050250862226,CO,2022-07-17,0,1,1,1,1,0,0,1,1,1
219,0.778965056928171,0.197875793028646,CO,2022-07-18,1,1,1,1,1,0,0,1,1,1
220,0.803771130331667,0.09112462325303,CO,2022-07-19,1,1,1,1,1,0,0,1,1,1
221,0.725837861054607,0.0278945040607026,CO,2022-07-20,1,1,1,1,1,1,0,0,1,1
222,2.45035011033085,0.092352729091521,CO,2022-07-21,0,0,1,1,1,0,0,0,1,1
223,0.968862170581694,0.14656055577525,CO,2022-07-22,1,1,1,1,1,0,0,1,1,1
224,2.06856569654183,0.0226641655065884,CO,2022-07-23,0,0,1,1,1,0,0,0,1,1
225,0.596273900334719,0.131744234328026,CO,2022-07-24,1,1,1,1,1,0,0,0,1,1
226,2.14836889433772,0.153721714019232,CO,2022-07-25,0,1,0,1,1,0,0,0,1,1
227,0.880277802059533,0.088560757546496,CO,2022-07-26,1,1,1,1,1,0,1,0,1,1
228,0.740853520052227,0.1093965021575535,CO,2022-07-27,1,1,1,1,1,0,0,0,1,1
229,1.29326943824941,0.1694788995165215,CO,2022-07-28,1,1,1,1,1,0,0,0,1,1
230,1.5456351903827,0.04827680482981095,CO,2022-07-29,1,0,1,1,1,0,0,0,1,1
231,0.718564124935711,0.0621854173273005,CO,2022-07-30,1,1,1,1,1,0,0,0,1,1
232,1.00152713360475,0.0843937006577495,CO,2022-07-31,1,1,0,1,1,0,0,0,1,1
233,2.42676314330824,0.1816961953231935,CO,2022-08-01,0,0,1,1,1,0,0,0,1,1
234,1.0712097507437,0.095282546144007,CO,2022-08-02,1,1,1,0,1,1,1,0,0,1
235,0.61643080069714,0.057783537725458,CO,2022-08-03,1,1,1,1,1,0,0,1,1,1
236,0.903636461163672,0.140314852590768,CO,2022-08-04,1,1,1,1,1,0,0,0,1,1
237,0.317726315480409,0.0828987521079595,CO,2022-08-05,1,1,1,1,1,1,1,1,1,1
238,0.313139817371834,0.0767226890433875,CO,2022-08-06,1,1,1,1,1,1,1,1,1,1
239,0.350632365175489,0.110444515823997,CO,2022-08-07,1,1,1,1,1,1,1,1,1,1
240,0.784055814145025,0.1065055995305945,CO,2022-08-08,1,1,1,1,1,0,0,1,1,1
241,0.596625698814369,0.110743176443067,CO,2022-08-09,1,1,1,1,1,0,0,1,1,1
242,6.04424981936746,0.1904363597288505,CO,2022-08-10,0,0,0,1,1,0,0,0,1,1
243,1.40920946631246,0.04819337260169355,CO,2022-08-11,0,1,0,1,1,0,0,0,1,1
244,1.85418204117794,0.1619017928130595,CO,2022-08-12,0,0,0,1,1,1,0,0,1,1
245,0.306201378259104,0.0828068344316665,CO,2022-08-13,1,1,1,1,1,0,0,1,1,1
246,0.225554187329483,0.00610340954197015,CO,2022-08-14,1,1,1,1,1,0,0,1,1,1
247,0.296622563601728,0.0663764913862215,CO,2022-08-15,1,1,1,1,1,0,0,1,1,1
248,0.643283635774843,0.00547402165907375,CO,2022-08-16,1,1,1,1,1,1,1,1,1,1
249,0.414879824591066,0.1003274080097365,CO,2022-08-17,1,1,1,1,1,1,1,1,1,1
250,0.708227312045034,0.100476194886747,CO,2022-08-18,1,1,1,1,1,0,0,1,1,1
251,2.36446887538847,0.2039820672594335,CO,2022-08-19,0,0,1,1,1,0,0,0,1,1
252,1.51743933854887,0.2292776095246425,CO,2022-08-20,1,0,1,0,1,0,0,1,0,1
253,1.96603945956605,0.195038535089526,CT,2022-07-10,1,1,1,1,1,0,0,1,1,0
254,3.48976396842987,0.2498854818395375,CT,2022-07-11,1,1,0,1,0,0,0,0,1,0
255,2.01371257014238,0.178084669623877,CT,2022-07-12,1,1,1,1,1,0,0,0,1,1
256,5.39926173486735,0.1499115854844715,CT,2022-07-13,0,0,0,1,0,0,0,0,1,0
257,2.40704036349525,0.242402424720373,CT,2022-07-14,0,0,1,1,0,1,0,0,1,0
258,1.38116447552941,0.145122172741878,CT,2022-07-15,1,1,1,1,1,0,0,0,1,1
259,1.91508641380027,0.117528357794638,CT,2022-07-16,1,0,0,1,1,0,0,0,1,1
260,4.00970267927543,0.2354818697132235,CT,2022-07-17,0,0,1,1,0,0,0,1,1,0
261,3.88973145544775,0.194755014433441,CT,2022-07-18,0,1,0,1,1,1,1,0,1,0
262,3.18138928312949,0.1227269597955295,CT,2022-07-19,0,0,0,1,0,1,0,1,1,0
263,3.6898102764378,0.237923051155083,CT,2022-07-20,0,0,1,1,0,0,0,0,1,0
264,1.95920121589662,0.179760435088062,CT,2022-07-21,1,1,1,1,0,0,1,0,1,0
265,3.11795096207899,0.231863540746571,CT,2022-07-22,1,0,1,1,0,0,0,0,1,0
266,3.24033815442823,0.2402309958149,CT,2022-07-23,0,0,1,1,0,0,0,1,1,0
267,1.34168196196819,0.1085500401559325,CT,2022-07-24,1,1,1,1,1,0,0,0,1,1
268,1.40538714579571,0.165417411554485,CT,2022-07-25,1,1,1,1,1,0,1,0,1,1
269,3.00466793381261,0.1842369756530165,CT,2022-07-26,1,0,1,1,0,0,0,0,1,0
270,1.2829135207742,0.142928711158915,CT,2022-07-27,1,1,0,1,1,0,0,0,1,1
271,1.85637400713544,0.164347221810934,CT,2022-07-28,0,0,1,1,1,0,1,0,1,1
272,1.48729675278478,0.1730936580251295,CT,2022-07-29,1,0,0,1,1,0,0,0,1,1
273,1.08474339130195,0.100330958443526,CT,2022-07-30,1,1,1,1,0,0,1,1,1,0
274,0.931171743187209,0.130947829659854,CT,2022-07-31,1,1,1,1,0,0,0,1,1,0
275,3.09147043954597,0.0127933016336255,CT,2022-08-01,0,0,1,1,1,0,0,0,1,1
276,0.835119131182692,0.0944920122832685,CT,2022-08-02,1,1,1,1,1,0,0,1,1,1
277,1.36746475264211,0.066420661946904,CT,2022-08-03,1,1,1,1,1,0,0,1,1,1
278,1.33478403516089,0.1211362754783525,CT,2022-08-04,0,1,1,1,1,0,0,0,1,1
279,1.32398590901895,0.118310413002902,CT,2022-08-05,0,1,1,1,1,0,0,0,1,1
280,3.67713320345068,0.1662963406769035,CT,2022-08-06,0,0,1,1,1,0,0,1,1,1
281,3.31373117439915,0.17130371601406,CT,2022-08-07,0,0,1,1,1,0,0,1,1,1
282,0.922086599860044,0.105186870732888,CT,2022-08-08,1,1,1,1,1,0,0,1,1,1
283,1.17347844097364,0.1140558855215425,CT,2022-08-09,1,1,1,1,1,1,1,1,1,1
