...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
541,9.64778932996328,0.386640975917914,IA,2023-09-25,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1
542,3.11638830844935,0.334898414977955,IA,2023-09-26,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
543,2.96007356587459,0.273067375921424,IA,2023-09-27,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
544,2.5896114687584,0.274250589047722,IA,2023-09-28,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
545,1.05051153190755,0.3893713388902945,IA,2023-09-29,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
546,0.899096861495686,0.423551882982379,IA,2023-09-30,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
547,NA,NA,ID,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.526469056573966,0.3611476032493705,ID,2023-09-13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,NA,NA,ID,2023-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,0.31383779064007,0.221324772566396,ID,2023-09-20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
579,NA,NA,ID,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2.03833471369001,0.4528205087256635,IL,2023-08-20,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
590,2.32714127526881,0.432641869603771,IL,2023-08-21,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
591,3.2161985573801,0.453038893592947,IL,2023-08-22,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
592,2.06322776927093,0.402809759342463,IL,2023-08-23,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
593,3.763165644647,0.423660422798061,IL,2023-08-24,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0
594,3.83880713046159,0.3730467477685375,IL,2023-08-25,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
595,2.10590897264373,0.4144069208819935,IL,2023-08-26,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
596,1.7921244116481,0.392435635466936,IL,2023-08-27,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
597,2.83363039359522,0.390793817111767,IL,2023-08-28,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
598,1.26484345497451,0.4044918588434225,IL,2023-08-29,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
599,4.57689974797724,0.4399586951929115,IL,2023-08-30,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
600,1.41434923028716,0.3873827129925475,IL,2023-08-31,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
601,1.34705760171602,0.429536183527431,IL,2023-09-01,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1
602,1.68079131103375,0.3505173019267695,IL,2023-09-02,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
603,2.11793632437181,0.449650633075188,IL,2023-09-03,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1
604,1.68570927322252,0.3753362818851305,IL,2023-09-04,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
605,4.83052590855951,0.4030828270913165,IL,2023-09-05,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
606,2.15864858296807,0.396358191920629,IL,2023-09-06,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
607,2.73003150766463,0.4028632840052395,IL,2023-09-07,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
608,2.50244084318466,0.366650729056382,IL,2023-09-08,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
609,2.4039741872659,0.3805716386561325,IL,2023-09-09,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0
610,3.08525093024152,0.439887057651758,IL,2023-09-10,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
611,3.793722546523,0.373548422900473,IL,2023-09-11,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
612,3.0332045927138,0.417566393141965,IL,2023-09-12,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
613,1.17273271710093,0.371991134316238,IL,2023-09-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
614,2.32284215871704,0.347467227799363,IL,2023-09-14,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
615,2.34787374071233,0.455661449869196,IL,2023-09-15,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
616,1.8946233314043,0.417618729598897,IL,2023-09-16,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
617,1.59770436455231,0.40455597182833,IL,2023-09-17,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
618,5.14082359308155,0.445281512464012,IL,2023-09-18,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
619,2.05548182627505,0.4189988018667405,IL,2023-09-19,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
620,2.33250646630275,0.3850285782878945,IL,2023-09-20,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
621,2.4157081800996,0.427986940163337,IL,2023-09-21,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
622,1.87152872824648,0.3326986474730015,IL,2023-09-22,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1
623,2.96567511662295,0.367000439338718,IL,2023-09-23,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
624,1.15017622097929,0.484515508853664,IL,2023-09-24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
625,2.78870960968163,0.3308872772686065,IL,2023-09-25,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
626,3.42375056775661,0.4270673753381385,IL,2023-09-26,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
627,1.75861924870601,0.397881885914623,IL,2023-09-27,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
628,4.04114552062189,0.486750115223501,IL,2023-09-28,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
629,3.00219119544901,0.422693753849877,IL,2023-09-29,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1
630,1.11530562833902,0.449065337640866,IL,2023-09-30,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
631,0.436773876712187,0.3123482305189105,IN,2023-08-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
632,1.11038639273992,0.451642412307744,IN,2023-08-21,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0
633,0.770838571858507,0.4080469279465465,IN,2023-08-22,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
634,1.95233236803468,0.4701462382842155,IN,2023-08-23,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0
635,1.01849039234186,0.3548240189731775,IN,2023-08-24,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
636,0.997921376190432,0.43349586400082,IN,2023-08-25,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
637,NA,NA,IN,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.809879536435028,0.4195786985136675,IN,2023-08-27,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
639,2.1287814653144,0.4008487692097,IN,2023-08-28,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
640,1.17348830403178,0.567606866519045,IN,2023-08-29,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
641,0.795469937344665,0.408506025041094,IN,2023-08-30,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
642,0.887454025729421,0.3237928291702595,IN,2023-08-31,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
643,0.881147053859473,0.323553154651501,IN,2023-09-01,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
644,1.07499502876673,0.3324261847067295,IN,2023-09-02,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
645,0.654948404465461,0.376528747636936,IN,2023-09-03,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
646,NA,NA,IN,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,0.991208845139589,0.364980461719292,IN,2023-09-05,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
648,2.10591543293526,0.307092022285992,IN,2023-09-06,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0
649,0.977195126280761,0.3979450394064385,IN,2023-09-07,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
650,1.16085171069955,0.4776086657196585,IN,2023-09-08,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0
651,NA,NA,IN,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,1.13220006136073,0.4115771951241895,IN,2023-09-11,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
654,NA,NA,IN,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,1.46717878501119,0.3342201861963805,IN,2023-09-13,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
656,1.61094363860201,0.4659008553643865,IN,2023-09-14,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
657,0.337458565420882,0.2441493376771145,IN,2023-09-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,NA,NA,IN,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,0.539912966651646,0.3741487765542705,IN,2023-09-17,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
660,0.788875674280501,0.3964776785292005,IN,2023-09-18,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
661,1.48587054197715,0.4988306615239055,IN,2023-09-19,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
662,1.14418665026714,0.554964622622095,IN,2023-09-20,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
663,0.425934255185471,0.3026374610371625,IN,2023-09-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
664,NA,NA,IN,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.426431553643579,0.3015906840907225,IN,2023-09-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
668,1.24792721926403,0.4109266242101565,IN,2023-09-26,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1
669,0.631111060218002,0.358711589699245,IN,2023-09-27,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
670,1.23805295103749,0.3453715962756985,IN,2023-09-28,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1
671,1.70078246837143,0.367117406748114,IN,2023-09-29,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
672,0.614568918649789,0.4248409595120785,IN,2023-09-30,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
673,0.603215103315856,0.4234954485498595,KS,2023-08-20,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
674,NA,NA,KS,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.44667581823926,0.314450096686663,KS,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
676,0.435807615284105,0.3156353790648745,KS,2023-08-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
677,NA,NA,KS,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,0.476403393408983,0.3380126611529545,KS,2023-08-26,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
680,NA,NA,KS,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.6679810447742,0.379803115587723,KS,2023-08-28,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
682,NA,NA,KS,2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.463581114992054,0.32835026778136,KS,2023-08-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,NA,NA,KS,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.41995312155582,0.295813581477045,KS,2023-09-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
689,0.732650233900521,0.3945344353449295,KS,2023-09-05,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
690,NA,NA,KS,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.49837256465266,0.3441723704300755,KS,2023-09-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
692,NA,NA,KS,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.911247218700367,0.4593209119295625,KS,2023-09-11,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
696,NA,NA,KS,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.357962625628774,0.25343793503741,KS,2023-09-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
698,0.350498717562438,0.2487843206957785,KS,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,NA,NA,KS,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,1.18401620852794,0.3741487765542705,KS,2023-09-17,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
702,0.322262925521716,0.230376566755681,KS,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,0.644284990708403,0.362333512827138,KS,2023-09-19,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
704,NA,NA,KS,2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,0.432162775263176,0.3026374610371625,KS,2023-09-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
706,0.851028099216797,0.596074640113445,KS,2023-09-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
707,NA,NA,KS,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,0.735723420787201,0.523084927665845,KS,2023-09-26,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
711,NA,NA,KS,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.763288338376701,0.534221663076675,KY,2023-08-20,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
716,1.2588303662371,0.471554630492536,KY,2023-08-21,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
717,0.767729426343884,0.4080469279465465,KY,2023-08-22,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
718,1.59669833704308,0.4102933554817285,KY,2023-08-23,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
719,1.29283650163477,0.3898342656281805,KY,2023-08-24,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
720,0.450325776155117,0.318275118524354,KY,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
721,NA,NA,KY,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1.3903530725969,0.380815475264966,KY,2023-08-28,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
724,0.837813499017814,0.41333689539542,KY,2023-08-29,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
725,0.93797221507393,0.384808333592522,KY,2023-08-30,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
726,1.44141176321196,0.445156508059739,KY,2023-08-31,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
727,0.838864275149559,0.4288827871375935,KY,2023-09-01,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
728,1.06193589834699,0.521456954215725,KY,2023-09-02,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
729,NA,NA,KY,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.478218607182526,0.336858953386262,KY,2023-09-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
731,1.5357091240338,0.426455626866815,KY,2023-09-05,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
732,0.651424672384829,0.3758439282214935,KY,2023-09-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
733,1.27809414328936,0.4042458198616145,KY,2023-09-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
734,0.457927818027752,0.3118491607468445,KY,2023-09-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,0.793006989785338,0.55756831423467,KY,2023-09-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
736,NA,NA,KY,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1.34952223049596,0.3726544823878015,KY,2023-09-11,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
738,1.90885036646593,0.4101916586961835,KY,2023-09-12,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
739,1.64309326981845,0.431542853795581,KY,2023-09-13,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
740,0.505598191816189,0.364274302283658,KY,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,0.432462072179893,0.3058166676590215,KY,2023-09-15,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
742,NA,NA,KY,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.778534216075006,0.3953175680742225,KY,2023-09-18,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
745,1.14663542997512,0.55399173837619,KY,2023-09-19,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
