...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.434740040656832,0.167418232920314,AK,2022-08-14,1,1,1,0,0,1
2,0.702148207108758,0.0126066689870619,AK,2022-08-15,1,1,1,1,1,1
3,0.283605480580743,0.098797588170062,AK,2022-08-16,1,1,1,0,0,1
4,1.09356973040477,0.092002900199872,AK,2022-08-17,1,1,0,1,0,0
5,0.113317990925552,0.0113257878149624,AK,2022-08-18,1,1,1,1,1,1
6,0.282216300753976,0.0900382145629985,AK,2022-08-19,1,1,1,0,0,1
7,0.933607814736743,0.407896037673518,AK,2022-08-20,0,0,1,1,1,1
8,0.321116876379943,0.0101899653460059,AK,2022-08-21,1,1,1,0,0,1
9,1.4915367286088,0.2770784089123045,AK,2022-08-22,0,0,1,0,0,1
10,0.0131174954513746,0.0095026678888872,AK,2022-08-23,1,1,1,1,1,1
11,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
12,0.0432456547977202,0.008865167480425,AK,2022-08-25,1,1,1,1,0,0
13,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
14,0.0417383395618538,0.0082730024987717,AK,2022-08-27,1,1,1,1,1,1
15,0.0404026534604472,0.0079926850686975,AK,2022-08-28,1,1,1,1,1,1
16,0.0843020437478326,0.00772228065901525,AK,2022-08-29,1,1,1,1,1,1
17,0.0393333175335806,0.0074613754854901,AK,2022-08-30,1,1,1,1,1,1
18,0.575561247734139,0.1732508292128165,AK,2022-08-31,1,1,1,0,0,1
19,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
20,0.00961561983516086,0.0067318708938336,AK,2022-09-02,1,1,1,1,1,1
21,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
22,0.00881732456503041,0.0062864518401118,AK,2022-09-04,1,1,1,1,1,1
23,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
24,0.0644326257102157,0.0058709001653737,AK,2022-09-06,1,1,1,1,1,1
25,0.0070693141796313,0.0056736333261844,AK,2022-09-07,1,1,1,1,1,1
26,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
32,0.00664579964515163,0.004466559320471615,AK,2022-09-14,1,1,1,1,1,1
33,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
34,0.0212180889709981,0.004171261157863805,AK,2022-09-16,1,1,1,0,0,1
35,0.00566664060355787,0.00403094560418479,AK,2022-09-17,1,1,1,1,1,1
36,0.021438269929423,0.003895298049404125,AK,2022-09-18,1,1,1,1,1,1
37,0.0741273572053224,0.0037641606963408,AK,2022-09-19,1,1,1,1,1,1
38,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
39,0.00554200596264211,0.00351481495767181,AK,2022-09-21,1,1,1,1,1,1
40,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
41,0.00482330263227247,0.003281760097095945,AK,2022-09-23,1,1,1,1,1,1
42,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
43,0.970397708071448,0.051657327447014,AL,2022-08-14,1,1,1,0,0,1
44,3.89783259343037,0.1643885082966495,AL,2022-08-15,0,0,1,0,0,1
45,2.32610060341337,0.174603678981827,AL,2022-08-16,0,0,1,0,0,1
46,1.24158989705836,0.1750756632587355,AL,2022-08-17,1,0,0,0,0,0
47,6.67656218873619,0.2851900369156585,AL,2022-08-18,0,0,1,0,0,1
48,3.95437655675753,0.2746188782750745,AL,2022-08-19,0,0,1,0,0,1
49,0.837119193933282,0.01055386801506855,AL,2022-08-20,1,1,1,0,0,1
50,0.699274776437429,0.0101899653460059,AL,2022-08-21,1,1,1,0,0,1
51,1.11182897182691,0.1243706253547,AL,2022-08-22,1,1,1,0,0,1
52,5.9227188963707,0.2778786442629445,AL,2022-08-23,0,0,1,0,0,1
53,0.373802270903433,0.0630762454284275,AL,2022-08-24,1,1,1,0,0,1
54,0.336469151666009,0.066847726237461,AL,2022-08-25,1,1,1,1,1,1
55,1.41338667120605,0.1669073054260095,AL,2022-08-26,1,0,0,0,0,0
56,0.929681291457649,0.11983692707051,AL,2022-08-27,1,1,1,0,0,1
57,0.705524862449792,0.125312220548875,AL,2022-08-28,1,1,1,0,0,1
58,1.08530994567056,0.04999311580346615,AL,2022-08-29,1,1,1,0,1,0
59,2.05358854417078,0.1770963627425725,AL,2022-08-30,0,0,0,1,0,0
60,3.06118652501086,0.228597912240286,AL,2022-08-31,0,0,1,0,0,1
61,0.284397682772829,0.0710503392435115,AL,2022-09-01,1,1,1,0,0,1
62,0.306780802768958,0.08272476873567,AL,2022-09-02,1,1,1,0,0,1
63,2.20895112956285,0.2161814019910065,AL,2022-09-03,0,0,1,0,0,1
64,0.491776928599111,0.0062864518401118,AL,2022-09-04,1,1,1,0,0,1
65,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
66,1.26279995996658,0.175224032478296,AL,2022-09-06,0,0,1,0,0,1
67,0.351593785105143,0.0906097144256105,AL,2022-09-07,1,1,1,0,0,1
68,3.08921247337195,0.205932841055873,AL,2022-09-08,0,0,1,0,0,1
69,0.581691985188739,0.1477020601863765,AL,2022-09-09,1,1,1,0,0,1
70,1.05629204974631,0.433563070360627,AL,2022-09-10,0,0,1,0,0,1
71,0.688480018176645,0.176810451008063,AL,2022-09-11,1,1,1,0,0,1
72,1.46889176070176,0.1962694649423875,AL,2022-09-12,0,0,1,0,0,1
73,0.342326692582587,0.083170432304482,AL,2022-09-13,1,1,1,1,1,1
74,1.62077040514598,0.221051020472692,AL,2022-09-14,0,0,1,0,0,1
75,0.213953000819359,0.004316408809784865,AL,2022-09-15,1,1,1,1,1,1
76,0.844426036557019,0.2218790583744865,AL,2022-09-16,0,0,1,0,0,1
77,0.833988282092267,0.222286461409238,AL,2022-09-17,0,0,1,0,0,1
78,0.00516808789770425,0.003895298049404125,AL,2022-09-18,1,1,1,1,1,1
79,0.967509394833152,0.2961960210887155,AL,2022-09-19,0,0,1,0,0,1
80,0.0672706449664944,0.003637381719110295,AL,2022-09-20,1,1,1,1,1,1
81,0.596731310382589,0.129433248827055,AL,2022-09-21,1,1,1,0,0,1
82,0.777579704477178,0.1800852724871555,AL,2022-09-22,1,1,1,0,0,1
83,3.14500990103411,0.3353169859625985,AL,2022-09-23,0,0,1,0,0,1
84,0.0349992464462452,0.003171005566672055,AL,2022-09-24,1,1,1,1,1,1
85,0.200684691534443,0.0130703589559138,AR,2022-08-14,1,1,1,0,0,1
86,1.76448575400452,0.136287487605504,AR,2022-08-15,1,0,1,0,0,1
87,3.05572534415979,0.01216205581375965,AR,2022-08-16,0,0,1,0,0,1
88,1.14063061800385,0.04580415318509885,AR,2022-08-17,1,1,1,0,0,1
89,0.772668241417613,0.067565767540998,AR,2022-08-18,1,1,1,0,0,1
90,1.8456409294164,0.257957612642051,AR,2022-08-19,1,0,0,0,0,0
91,1.158037202458,0.01055386801506855,AR,2022-08-20,0,0,1,0,0,1
92,1.44837708500082,0.188004835973178,AR,2022-08-21,1,0,0,0,0,0
93,3.59474403485059,0.1881367834444415,AR,2022-08-22,0,0,0,0,0,0
94,2.41611764177182,0.0423650323428534,AR,2022-08-23,0,0,1,1,1,1
95,1.81479038332312,0.11478942170977,AR,2022-08-24,1,1,0,0,0,0
96,1.69459703375106,0.1385085570141585,AR,2022-08-25,1,0,0,0,0,0
97,0.480819914568824,0.0712541136693915,AR,2022-08-26,1,1,1,0,0,1
98,0.771834359044411,0.04384410888396365,AR,2022-08-27,1,1,1,1,1,1
99,3.07062992679582,0.242631756029052,AR,2022-08-28,0,0,1,0,0,1
100,1.87540051559486,0.1161448986112995,AR,2022-08-29,1,0,0,0,0,0
101,1.06635285448988,0.087083457919279,AR,2022-08-30,1,1,0,0,0,0
102,2.6199530441158,0.1426309180580535,AR,2022-08-31,1,0,0,0,0,0
103,4.48396146474319,0.1518516671155925,AR,2022-09-01,0,0,1,1,1,1
104,1.92642207385539,0.222374332405931,AR,2022-09-02,1,0,0,0,0,0
105,0.355727834320601,0.00650528252063365,AR,2022-09-03,1,1,1,0,0,1
106,1.01672571589335,0.14652621140104,AR,2022-09-04,0,0,1,0,0,1
107,1.12903031095639,0.1418128280578305,AR,2022-09-05,1,1,0,0,1,0
108,4.40734895568363,0.120377978954537,AR,2022-09-06,0,0,0,0,0,0
109,7.18781003583639,0.191925699121159,AR,2022-09-07,0,0,0,0,0,0
110,5.14813705528266,0.227720863951284,AR,2022-09-08,0,0,1,0,0,1
111,2.86260646076139,0.185176589214367,AR,2022-09-09,0,0,1,0,0,1
112,0.965917063044164,0.1275329209297645,AR,2022-09-10,1,1,1,0,0,1
113,0.288378685904888,0.062236046315632,AR,2022-09-11,1,1,1,0,0,1
114,4.97271025609525,0.1635151306673545,AR,2022-09-12,0,0,1,0,0,1
115,1.06058373284106,0.1043595208914605,AR,2022-09-13,1,1,0,1,1,1
