...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
714,NA,NA,KS,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1.49578421886607,0.56795167734122,KY,2023-11-13,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0
717,0.761938519407879,0.397067892666671,KY,2023-11-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
718,0.619455006306351,0.271386556863076,KY,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
719,1.20465981061421,0.573694262847195,KY,2023-11-16,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
720,NA,NA,KY,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,0.230952883314538,0.1634323015624515,KY,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
725,NA,NA,KY,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,0.684803784665045,0.475601817463621,KY,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
728,NA,NA,KY,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.995888112277352,0.321366856540079,KY,2023-11-27,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
731,0.947166408596297,0.4759353822191335,KY,2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
732,1.56463417474095,0.5349689985126,KY,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
733,NA,NA,KY,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1.46612598506167,0.420487481232314,KY,2023-12-04,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
738,1.85646791936917,0.452359204460208,KY,2023-12-05,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
739,0.793857412846864,0.56520120741655,KY,2023-12-06,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
740,NA,NA,KY,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,0.310692918990591,0.2186663843301055,KY,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,NA,NA,KY,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,0.866561071386782,0.61102359259116,KY,2023-12-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
746,0.945634715553223,0.665408432258865,KY,2023-12-13,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
747,0.889102320359288,0.630829827691465,KY,2023-12-14,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
748,0.8752325157714,0.412424106056789,KY,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
749,0.190960507653113,0.130738763085541,KY,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,NA,NA,KY,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,1.47239027155922,0.67904397024929,KY,2023-12-18,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1
752,1.56546214561782,0.428415100314399,KY,2023-12-19,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0
753,0.122841545615362,0.0864601913467235,KY,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
754,0.107061340570925,0.0773322915879745,KY,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0.0970780393433569,0.068955670963696,KY,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,NA,NA,KY,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,1.90073185530866,0.5827287500978,LA,2023-11-12,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0
758,1.26344818901721,0.3582314963354095,LA,2023-11-13,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
759,1.66496442648351,0.2278233225159555,LA,2023-11-14,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0
760,2.70075819440758,0.57396566081722,LA,2023-11-15,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0
761,1.89759353189628,0.4879270614301015,LA,2023-11-16,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
762,0.938446124426035,0.354417202003715,LA,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
763,0.758312888621608,0.3841725361955975,LA,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
764,1.66636650997246,0.4252372300333345,LA,2023-11-19,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
765,0.233070074162513,0.1611418170404245,LA,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
766,1.50142476109246,0.451429281484085,LA,2023-11-21,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
767,1.26029322126875,0.4717999660669955,LA,2023-11-22,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1
768,2.5290410981982,0.550334406618165,LA,2023-11-23,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0
769,2.75508779412455,0.507367170856235,LA,2023-11-24,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0
770,1.21267974370825,0.462968884143332,LA,2023-11-25,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
771,1.34618819262745,0.3655035597791935,LA,2023-11-26,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
772,4.30642529503931,0.4989865162476905,LA,2023-11-27,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0
773,2.45779874551348,0.4309081333710715,LA,2023-11-28,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0
774,3.32193451441828,0.418960687486642,LA,2023-11-29,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
775,1.30341447316182,0.3542683609396705,LA,2023-11-30,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
776,1.66378411340618,0.50653160634167,LA,2023-12-01,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0
777,1.80495770129799,0.225215363195501,LA,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
778,1.75123598378492,0.2975082654360775,LA,2023-12-03,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
779,1.4441269868649,0.410156643365399,LA,2023-12-04,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
780,2.41167523381558,0.442765451499148,LA,2023-12-05,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
781,1.78257751498276,0.3854039334982365,LA,2023-12-06,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
782,1.81884339292205,0.37864078858313,LA,2023-12-07,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
783,1.9862531567655,0.37203406633332903,LA,2023-12-08,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0
784,2.80016785011417,0.54541580011829,LA,2023-12-09,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0
785,NA,NA,LA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,1.12606853442452,0.353634938965013,LA,2023-12-11,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
787,3.52540535940746,0.4915765757600295,LA,2023-12-12,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0
788,2.12938735985139,0.397088354609335,LA,2023-12-13,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
789,1.53139412090595,0.452265750535771,LA,2023-12-14,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0
790,0.806911599518366,0.320124485993109,LA,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
791,2.57143852516172,0.623284703530285,LA,2023-12-16,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1
792,0.794013875951425,0.3912870257970545,LA,2023-12-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
793,3.84760148928078,0.3859688128409885,LA,2023-12-18,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
794,1.09541751113124,0.225434912182656,LA,2023-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
795,5.67258573893605,0.50087225916467,LA,2023-12-20,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
796,6.56876657308393,0.490722270213881,LA,2023-12-21,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
797,1.0237819791641,0.725215925350255,LA,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
798,2.07311302885345,0.407759397885398,LA,2023-12-23,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1
799,0.217312864188846,0.154362995222222,MA,2023-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800,1.57172841025393,0.429843612924024,MA,2023-11-13,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1
801,2.0544390611951,0.362032951185855,MA,2023-11-14,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
802,1.88582573205286,0.57343168773249,MA,2023-11-15,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1
803,0.716291813260335,0.3748765100019565,MA,2023-11-16,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
804,0.626810015442376,0.2737850922148105,MA,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
805,0.720710568017822,0.51039943443387,MA,2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
806,0.718599048177216,0.51235977909316,MA,2023-11-19,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
807,1.44046512656161,0.3996064335654715,MA,2023-11-20,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
808,1.28999216618731,0.4079898165572215,MA,2023-11-21,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1
809,1.19029830281261,0.295889993927834,MA,2023-11-22,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
810,NA,NA,MA,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,1.78079060746602,0.541827212876825,MA,2023-11-24,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
812,NA,NA,MA,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,1.21467989733301,0.579499576509495,MA,2023-11-26,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
814,3.08211172515108,0.409793928780869,MA,2023-11-27,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0
815,2.90589901576049,0.2659048700142355,MA,2023-11-28,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
816,1.05538286533612,0.452114572192523,MA,2023-11-29,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
817,0.576176042076962,0.267993185352612,MA,2023-11-30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
818,NA,NA,MA,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,0.316823237886088,0.225215363195501,MA,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
820,NA,NA,MA,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1.36807451201237,0.323523941784671,MA,2023-12-04,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0
822,1.1663851681909,0.3719076674606765,MA,2023-12-05,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
823,1.70391347509039,0.370518683589479,MA,2023-12-06,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
824,1.90958185470932,0.4192223038030655,MA,2023-12-07,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0
825,NA,NA,MA,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,NA,NA,MA,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,MA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,6.37072586443115,0.425382464208207,MA,2023-12-11,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
829,2.38569093996987,0.38320814506819,MA,2023-12-12,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
830,2.40451381810748,0.235438444705442,MA,2023-12-13,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
831,1.5251906495534,0.3177285223100145,MA,2023-12-14,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0
832,1.70404146545277,0.331499213229564,MA,2023-12-15,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0
833,NA,NA,MA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,0.818181167947619,0.118500472538426,MA,2023-12-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
835,3.75255228207649,0.513610493983915,MA,2023-12-18,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
836,0.887138764044441,0.2178546333158635,MA,2023-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
837,2.73642133828069,0.4123030261635855,MA,2023-12-20,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1
838,1.33231815396933,0.3287512969027755,MA,2023-12-21,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
839,1.36060345671507,0.4301929135968835,MA,2023-12-22,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
840,0.916304452700057,0.4098844342778225,MA,2023-12-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
841,0.214471991973792,0.154362995222222,MD,2023-11-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
842,1.8252835115836,0.2635459973393955,MD,2023-11-13,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
843,2.43323163107339,0.329145295839025,MD,2023-11-14,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
844,2.59177069584613,0.510993953566175,MD,2023-11-15,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
845,1.40298641235818,0.2877403803111265,MD,2023-11-16,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1
846,2.48542532663306,0.41842657107017,MD,2023-11-17,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
847,1.47312076782442,0.303772651590437,MD,2023-11-18,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
848,0.796993388993934,0.561281349540185,MD,2023-11-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
849,2.17394310585501,0.3163363547337065,MD,2023-11-20,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
850,3.84483946431926,0.443058286973204,MD,2023-11-21,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
851,2.45611969245424,0.402970059020178,MD,2023-11-22,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
852,2.22391208446632,0.368525245869219,MD,2023-11-23,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
853,2.93791110185555,0.3391584883651975,MD,2023-11-24,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
854,2.14173237280685,0.30082902106681503,MD,2023-11-25,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
855,2.70699943314671,0.3042083372087095,MD,2023-11-26,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0
856,3.55692279062094,0.370032322403986,MD,2023-11-27,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
857,3.59622636929133,0.390367799032026,MD,2023-11-28,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
858,5.93189762346954,0.4091854408438585,MD,2023-11-29,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
859,4.41404603654831,0.3734529525184655,MD,2023-11-30,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0
860,2.52807361565745,0.418380424961653,MD,2023-12-01,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
861,2.51258403447389,0.432763003394937,MD,2023-12-02,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
862,3.87834316827034,0.3851073757972675,MD,2023-12-03,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0
863,2.38867490965305,0.3711002473822245,MD,2023-12-04,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
864,2.32232778596353,0.360567910011381,MD,2023-12-05,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0
865,2.19410542932641,0.4069845550636105,MD,2023-12-06,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
866,4.7210752891194,0.397611967321827,MD,2023-12-07,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
867,3.14885180666683,0.3344791301189795,MD,2023-12-08,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
868,2.45482090801123,0.428194315220055,MD,2023-12-09,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
869,4.36667165339775,0.3609089636870025,MD,2023-12-10,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0
870,3.02536468483782,0.2676658271525205,MD,2023-12-11,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0
871,1.29142222521322,0.3744719560718035,MD,2023-12-12,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
872,1.1756120754717,0.456317902299643,MD,2023-12-13,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
873,1.05167390888055,0.3007275724672915,MD,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
874,2.76561953208061,0.3841099038143575,MD,2023-12-15,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0
875,0.930461717248633,0.65992506084024,MD,2023-12-16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
876,0.868800890027715,0.407162298307013,MD,2023-12-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
877,3.98018284327276,0.4800498592306285,MD,2023-12-18,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
878,9.77390683586857,0.471708598125779,MD,2023-12-19,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
879,1.48679412137836,0.3232611228906575,MD,2023-12-20,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
880,0.394099757763731,0.1955470040259275,MD,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
881,1.36027382084676,0.378843984136226,MD,2023-12-22,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
882,0.916962531188397,0.4098844342778225,MD,2023-12-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
883,NA,NA,ME,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,0.230009885706981,0.1611418170404245,ME,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
892,NA,NA,ME,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,0.292690220846171,0.207741750875769,ME,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
902,NA,NA,ME,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,0.764227588138738,0.54825329737225,ME,2023-12-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
906,NA,NA,ME,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,0.37911923213527,0.2706909030435885,ME,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
