"","es_score","brier_score","location","target_date","X22A_50_CI","X22D_50_CI","X22E_50_CI","other_50_CI","X22B_50_CI","X22A_95_CI","X22D_95_CI","X22E_95_CI","other_95_CI","X22B_95_CI"
"25",NA,NA,"AK",2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.332710509765408,0.156094374286038,"AK",2022-10-18,1,1,1,1,1,1,1,0,1,0
"32",0.126513339010008,0.176023284098483,"AK",2022-10-19,1,1,1,1,1,1,1,1,1,1
"33",NA,NA,"AK",2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.237469437968696,0.315447457397647,"AK",2022-10-24,1,1,1,1,1,1,1,0,1,0
"38",NA,NA,"AK",2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2022-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.0177203646051576,0.0250534736112834,"AL",2022-09-18,1,1,1,1,1,1,1,1,1,1
"44",0.702938773333215,0.544825463796504,"AL",2022-09-19,1,1,1,1,1,1,1,1,1,1
"45",0.210438801868332,0.0251215914911528,"AL",2022-09-20,1,1,1,1,1,0,1,1,1,0
"46",0.363511220717198,0.248101296583217,"AL",2022-09-21,1,1,1,1,1,1,1,1,1,1
"47",0.479503382174409,0.337395350962276,"AL",2022-09-22,1,1,1,1,1,0,1,1,1,0
"48",2.33546652778422,0.610407405362671,"AL",2022-09-23,0,1,1,1,0,0,1,1,1,0
"49",0.135802096495449,0.0260404316407163,"AL",2022-09-24,1,1,1,1,1,1,0,0,1,0
"50",0.591248497267591,0.415663151731184,"AL",2022-09-25,1,1,1,1,1,0,1,1,1,0
"51",0.593839521697962,0.415714720407266,"AL",2022-09-26,1,1,1,1,1,0,1,1,1,0
"52",0.72979920000359,0.545095819298442,"AL",2022-09-27,0,1,1,1,1,0,1,1,1,0
"53",0.324233222805673,0.0285560118707858,"AL",2022-09-28,1,1,1,1,1,1,1,1,1,1
"54",0.713897556325279,0.544579567888662,"AL",2022-09-29,0,1,1,1,1,0,1,0,1,1
"55",0.0779361373345794,0.0307447096393281,"AL",2022-09-30,1,1,1,1,1,0,1,1,1,0
"56",1.56062116437042,0.646239125627184,"AL",2022-10-01,0,1,1,1,0,0,1,1,1,0
"57",0.162675010201343,0.0338330414447582,"AL",2022-10-02,1,1,1,1,1,1,0,1,1,0
"58",0.0247622430325515,0.0358058809365402,"AL",2022-10-03,1,1,1,1,1,1,1,0,1,0
"59",NA,NA,"AL",2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.102983761043588,0.0408457247656367,"AL",2022-10-05,1,1,1,1,1,1,1,1,1,1
"61",NA,NA,"AL",2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",0.123995264910486,0.0520894122275878,"AL",2022-10-08,1,1,1,1,1,1,1,1,1,1
"64",0.254233919289225,0.0571399251388696,"AL",2022-10-09,1,1,1,1,1,1,1,1,1,1
"65",0.143903281764873,0.0630074270876411,"AL",2022-10-10,1,1,1,1,1,1,1,1,1,1
"66",0.317764017870346,0.0698097211822524,"AL",2022-10-11,1,1,1,1,1,1,1,0,1,0
"67",1.47229229472194,0.732268480794515,"AL",2022-10-12,1,1,0,1,0,0,1,0,1,0
"68",0.721777245932129,0.364020326533225,"AL",2022-10-13,1,1,1,1,1,1,1,1,1,1
"69",0.626288974282631,0.0971964842942721,"AL",2022-10-14,1,1,1,1,1,1,0,1,1,0
"70",0.0808666405933666,0.109171212574936,"AL",2022-10-15,1,1,1,1,1,1,1,1,1,1
"71",0.945131541986226,0.397797161494745,"AL",2022-10-16,1,0,1,1,1,1,0,1,1,0
"72",0.884494988597092,0.810007837960672,"AL",2022-10-17,1,0,1,1,1,1,0,1,1,0
"73",0.112043855376716,0.156094374286038,"AL",2022-10-18,1,1,1,1,1,1,1,1,1,1
"74",0.370733725418098,0.176023284098483,"AL",2022-10-19,1,1,1,1,1,1,1,0,1,0
"75",0.141625045306274,0.198401697720351,"AL",2022-10-20,1,1,1,1,1,1,1,0,1,0
"76",0.163445809026569,0.223398061242638,"AL",2022-10-21,1,1,1,1,1,1,1,1,1,1
"77",0.178410253265462,0.251161611145092,"AL",2022-10-22,1,1,1,1,1,1,1,1,1,1
"78",0.566743079928361,0.28181510108237,"AL",2022-10-23,1,1,1,1,1,1,1,1,1,1
"79",0.231160093868346,0.315447457397647,"AL",2022-10-24,1,1,1,1,1,1,1,1,1,1
"80",0.662039783299994,0.352106778033155,"AL",2022-10-25,1,1,1,1,1,1,1,0,1,0
"81",0.814274558372068,0.695406638871363,"AL",2022-10-26,0,1,1,1,1,0,1,0,1,0
"82",1.93923962590649,1.3784909132273,"AL",2022-10-27,1,0,1,1,1,1,0,0,1,0
"83",NA,NA,"AL",2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",0.2006795926077,0.504192122850498,"AL",2022-10-29,1,1,1,1,1,1,1,1,1,1
"85",0.975113856778068,0.371373927884571,"AR",2022-09-18,0,1,1,1,1,0,0,0,1,1
"86",1.30760441834629,0.234841154463583,"AR",2022-09-19,1,1,1,0,1,0,0,0,0,0
"87",0.677096357228137,0.160758722099347,"AR",2022-09-20,1,1,1,1,1,1,1,1,1,1
"88",1.72455747836393,0.238588080095032,"AR",2022-09-21,1,1,1,0,1,0,0,0,0,0
"89",0.591535029840242,0.129417954165633,"AR",2022-09-22,1,1,1,1,1,1,0,1,1,0
"90",0.581956271609714,0.415502295323601,"AR",2022-09-23,1,1,1,1,1,0,1,1,1,0
"91",0.0182856823307356,0.0260404316407163,"AR",2022-09-24,1,1,1,1,1,1,1,1,1,1
"92",0.0665041891045722,0.0264860569349222,"AR",2022-09-25,1,1,1,1,1,0,1,1,1,0
"93",1.50190855491334,0.128812709260576,"AR",2022-09-26,0,1,1,0,1,0,1,1,0,0
"94",0.615666830429805,0.138591273961959,"AR",2022-09-27,1,1,1,1,1,0,1,1,1,0
"95",0.771526282112259,0.191600407655521,"AR",2022-09-28,1,1,1,1,1,0,1,1,1,0
"96",1.42658076127715,0.0295535404846512,"AR",2022-09-29,1,1,1,1,0,0,1,0,1,0
"97",1.24929804914031,0.470894159408912,"AR",2022-09-30,0,1,1,1,1,0,1,1,1,0
"98",0.0844851927233977,0.0321595466665268,"AR",2022-10-01,1,1,1,1,1,1,1,1,1,1
"99",0.371669034150125,0.0338330414447582,"AR",2022-10-02,1,1,1,1,1,0,1,1,1,0
"100",1.55726940895666,0.361947529012979,"AR",2022-10-03,0,1,1,1,1,0,1,0,1,1
"101",0.627437814573411,0.377291506234459,"AR",2022-10-04,1,1,1,1,1,0,1,1,1,0
"102",3.26186878889825,0.0408457247656367,"AR",2022-10-05,0,1,0,1,0,0,0,0,1,0
"103",0.465377401071853,0.0440301451519834,"AR",2022-10-06,1,1,1,1,1,1,0,1,1,0
"104",1.79729295644203,0.386597276999134,"AR",2022-10-07,1,1,1,0,1,0,0,0,0,0
"105",0.578771135184343,0.297229194842706,"AR",2022-10-08,1,1,1,1,1,0,1,1,1,0
"106",0.262766575318992,0.0571399251388696,"AR",2022-10-09,1,1,1,1,1,1,1,0,1,0
"107",0.981912800349813,0.0630074270876411,"AR",2022-10-10,1,1,1,1,0,0,0,1,1,0
"108",2.08271367395717,0.228112196763874,"AR",2022-10-11,1,1,0,1,0,0,0,0,1,0
"109",0.688360226782182,0.358944476378096,"AR",2022-10-12,1,1,1,1,1,1,1,0,1,0
"110",0.782738263140565,0.317809340090949,"AR",2022-10-13,1,1,1,1,1,0,0,1,1,1
"111",0.71697310898918,0.438359240002254,"AR",2022-10-14,0,1,1,1,1,0,1,0,1,1
"112",0.75162649982473,0.556255733458057,"AR",2022-10-15,0,1,1,1,1,1,1,1,1,1
"113",0.786690840801542,0.451881689612552,"AR",2022-10-16,0,1,1,1,1,0,0,0,1,0
"114",1.30631197248315,0.494051201204462,"AR",2022-10-17,0,1,1,1,1,0,1,0,1,1
"115",2.51809765443187,0.275169847528402,"AR",2022-10-18,1,1,0,1,0,1,0,0,1,0
"116",0.826532950148407,0.791043867631341,"AR",2022-10-19,0,1,1,1,1,0,1,1,1,0
"117",0.951455338574826,0.497870417867246,"AR",2022-10-20,0,1,1,1,1,0,1,0,1,1
"118",1.42149731496534,0.838743894950327,"AR",2022-10-21,1,0,1,0,1,0,0,1,0,0
"119",2.48404915743351,0.251161611145092,"AR",2022-10-22,1,1,0,1,0,1,1,0,1,0
"120",0.934122928642285,0.28181510108237,"AR",2022-10-23,1,1,1,1,0,1,1,0,1,0
"121",4.25726150548407,0.52672923142463,"AR",2022-10-24,0,1,0,1,0,0,1,0,1,0
"122",5.2136769338399,0.596466460300861,"AR",2022-10-25,0,1,0,0,0,0,0,0,0,0
"123",1.44641290255632,0.635259563358772,"AR",2022-10-26,0,1,0,1,1,0,0,0,1,0
"124",2.42331485072067,0.589905618588743,"AR",2022-10-27,0,1,0,1,0,1,1,0,1,0
"125",1.40047757527801,0.479994272131176,"AR",2022-10-28,1,1,0,1,0,1,1,0,1,0
"126",2.1156201327083,0.528238631620941,"AR",2022-10-29,1,1,0,1,0,1,0,0,1,0
"127",0.980654373633956,0.182034168486015,"AZ",2022-09-18,1,1,0,1,1,1,1,1,1,1
"128",1.02820504111804,0.254528072948901,"AZ",2022-09-19,1,1,1,1,1,0,0,0,1,0
"129",1.19635738713338,0.139632479913498,"AZ",2022-09-20,0,1,0,1,1,0,1,1,1,0
"130",2.08595068128053,0.387021337903873,"AZ",2022-09-21,0,1,1,1,0,0,0,0,1,0
"131",0.748601547633777,0.211023120349401,"AZ",2022-09-22,1,1,1,1,1,0,0,0,1,0
"132",2.17699400168254,0.0256920752454601,"AZ",2022-09-23,0,1,1,1,0,0,1,0,1,0
"133",0.405092106367099,0.0260404316407163,"AZ",2022-09-24,1,1,1,1,1,1,1,1,1,1
"134",0.664896800978025,0.190350096849138,"AZ",2022-09-25,1,1,1,1,1,0,0,1,1,0
"135",2.34122660178382,0.168544768124417,"AZ",2022-09-26,0,1,1,0,0,0,0,0,0,0
"136",2.46284981905903,0.211715636732947,"AZ",2022-09-27,0,0,1,1,1,0,0,0,1,0
"137",0.870902136124992,0.227786169146339,"AZ",2022-09-28,1,1,1,1,1,1,1,0,1,0
"138",1.17898819233904,0.3036911833387,"AZ",2022-09-29,1,1,1,0,1,0,1,0,0,0
"139",1.07179541204436,0.0307447096393281,"AZ",2022-09-30,1,1,1,1,0,0,1,0,1,0
"140",0.768379645692963,0.141816614338073,"AZ",2022-10-01,1,1,1,1,1,0,1,0,1,1
"141",2.64102537650787,0.554151336786666,"AZ",2022-10-02,1,1,0,1,0,1,1,0,1,0
"142",1.62406257760629,0.341862637095959,"AZ",2022-10-03,1,1,1,1,1,0,1,0,1,0
"143",1.25706860171708,0.358149367934879,"AZ",2022-10-04,0,1,1,1,1,0,0,0,1,0
"144",1.62513780806382,0.171709467773822,"AZ",2022-10-05,1,1,0,1,0,0,0,0,1,0
"145",1.14402809577685,0.230877288361027,"AZ",2022-10-06,1,1,1,1,1,0,0,0,1,0
"146",0.935498806728748,0.268880498914491,"AZ",2022-10-07,1,1,1,1,1,0,1,0,1,0
"147",1.89346804848491,0.630829615112299,"AZ",2022-10-08,0,1,0,1,0,0,1,1,1,0
"148",0.494635336350899,0.255295148032576,"AZ",2022-10-09,1,1,1,1,1,0,1,0,1,0
"149",3.16822804620309,0.31199805763562,"AZ",2022-10-10,0,1,1,0,1,0,0,0,0,0
"150",2.11936548640461,0.158854863696914,"AZ",2022-10-11,1,1,0,1,0,0,0,0,1,0
"151",1.06972726096535,0.37018844729321,"AZ",2022-10-12,1,1,1,1,1,0,0,0,1,0
"152",1.35866134534289,0.42512183717328,"AZ",2022-10-13,1,1,0,1,1,0,0,1,1,0
"153",0.804965517305852,0.342683818914832,"AZ",2022-10-14,1,1,1,1,1,1,1,0,1,0
"154",1.16409420556685,0.219405317020406,"AZ",2022-10-15,1,1,1,1,0,1,1,0,1,0
"155",0.857103038150373,0.312312519629603,"AZ",2022-10-16,1,1,1,1,1,1,1,0,1,0
"156",7.56761862470851,0.267146699294202,"AZ",2022-10-17,0,0,0,1,0,0,0,0,1,0
"157",1.24543520987175,0.428539980402854,"AZ",2022-10-18,1,1,1,1,1,1,0,1,1,0
"158",1.98136576806104,0.526036820097821,"AZ",2022-10-19,0,1,1,0,1,0,0,0,0,1
"159",1.21697441492397,0.484172555537635,"AZ",2022-10-20,1,1,1,1,1,0,0,1,1,0
"160",2.22591375036147,0.328442770365945,"AZ",2022-10-21,1,1,0,1,0,0,0,0,1,0
"161",0.298536546562679,0.551193474989751,"AZ",2022-10-22,1,1,1,1,1,1,1,1,1,1
"162",1.83549889821337,0.346084737009684,"AZ",2022-10-23,1,1,0,1,0,0,1,0,1,0
"163",1.41926604675049,0.499723688801621,"AZ",2022-10-24,1,1,1,1,1,0,0,1,1,0
"164",5.3505876245967,0.586198702652975,"AZ",2022-10-25,1,0,0,0,0,0,0,0,0,0
"165",4.75701314738679,0.517680501675283,"AZ",2022-10-26,1,1,0,1,0,0,1,0,1,0
"166",1.41637638408358,0.623640607655569,"AZ",2022-10-27,0,1,1,1,1,0,1,0,1,0
"167",6.20429279085842,0.52973156271749,"AZ",2022-10-28,1,1,0,1,0,1,0,0,1,0
"168",2.63719530707924,0.701073580768823,"AZ",2022-10-29,0,1,0,1,1,0,0,1,1,0
"169",11.0442516668945,0.188977101496526,"CA",2022-09-18,0,0,1,0,0,0,0,0,0,0
"170",12.1393209588334,0.175807752945483,"CA",2022-09-19,0,0,1,0,0,0,0,0,0,0
"171",5.85735485058508,0.143754792082112,"CA",2022-09-20,0,1,0,1,0,0,0,0,1,0
"172",2.21293873135133,0.228084854852691,"CA",2022-09-21,1,1,1,0,1,1,0,0,0,0
"173",4.97970962742213,0.158799378178645,"CA",2022-09-22,0,1,1,0,0,0,0,0,0,0
"174",11.1151600847209,0.145910366929567,"CA",2022-09-23,0,1,0,0,0,0,0,0,0,0
"175",5.54818055078351,0.239168372249717,"CA",2022-09-24,0,0,0,0,1,0,0,0,0,0
"176",2.10266630991514,0.231602069470924,"CA",2022-09-25,1,1,0,0,1,0,1,0,0,0
"177",16.0753174043224,0.186358463714145,"CA",2022-09-26,0,0,1,0,0,0,0,1,0,0
"178",4.04457902372013,0.25527678336263,"CA",2022-09-27,0,1,0,0,1,0,0,0,0,0
"179",2.80324153419389,0.192426960953583,"CA",2022-09-28,1,1,1,1,0,0,1,0,1,0
"180",4.25793254359785,0.245179482031223,"CA",2022-09-29,0,0,1,1,1,0,0,0,1,0
"181",4.8290930567882,0.300587375240108,"CA",2022-09-30,1,0,1,0,1,0,0,0,0,0
"182",4.18526648071583,0.242219505085078,"CA",2022-10-01,0,1,1,0,1,1,0,0,0,0
"183",2.88577527201882,0.286382191054134,"CA",2022-10-02,1,1,1,0,1,0,0,0,0,0
"184",7.70743707008855,0.265550510434579,"CA",2022-10-03,1,1,0,0,1,0,0,0,0,0
"185",6.58653551947651,0.275141661105449,"CA",2022-10-04,0,0,1,0,1,1,0,0,0,0
"186",4.27448702532455,0.272175325683562,"CA",2022-10-05,1,1,0,0,1,0,1,0,0,0
"187",4.92254778048391,0.338274312657043,"CA",2022-10-06,0,1,0,0,1,0,1,0,0,0
"188",3.53513006687903,0.32354023215127,"CA",2022-10-07,1,1,1,0,1,0,0,1,0,0
"189",3.615312967804,0.292776297054587,"CA",2022-10-08,1,1,0,0,1,0,0,1,0,0
"190",4.37749478835484,0.312569950024321,"CA",2022-10-09,1,0,0,0,1,0,0,0,0,1
"191",12.731286324612,0.276687750090225,"CA",2022-10-10,1,0,0,0,0,0,0,0,0,0
"192",3.04112273634008,0.368796918344284,"CA",2022-10-11,1,1,1,0,1,0,0,0,0,0
"193",4.97980166956567,0.413758231801217,"CA",2022-10-12,0,1,1,0,1,0,0,0,0,0
"194",11.8773087301853,0.416797775821802,"CA",2022-10-13,0,0,0,0,1,0,0,0,0,0
"195",7.29326397832175,0.404415232988402,"CA",2022-10-14,0,1,1,0,1,0,0,0,0,0
"196",8.96646949482528,0.377343907083305,"CA",2022-10-15,0,0,0,0,0,0,0,0,0,0
"197",5.69514940589797,0.39086766360101,"CA",2022-10-16,1,0,0,0,0,0,0,0,0,0
"198",13.746656734261,0.429564201581953,"CA",2022-10-17,0,0,0,0,0,0,0,0,0,0
"199",5.72614160725207,0.504735385746623,"CA",2022-10-18,1,0,0,0,1,1,0,0,0,0
"200",10.4329804530287,0.519703718434808,"CA",2022-10-19,0,0,0,0,1,0,0,0,0,0
"201",10.8456874639583,0.466487825597472,"CA",2022-10-20,1,1,0,0,0,0,0,0,0,0
"202",12.2826997208483,0.420070600587576,"CA",2022-10-21,0,1,0,0,0,0,0,0,0,0
"203",6.04776127163463,0.49318758599262,"CA",2022-10-22,0,1,0,0,0,0,0,0,0,0
"204",14.483444720594,0.548773275614753,"CA",2022-10-23,1,1,0,0,0,0,0,0,0,0
"205",18.325604080229,0.581284481746882,"CA",2022-10-24,1,0,0,0,0,0,0,0,0,0
"206",4.67376781087343,0.549238124088311,"CA",2022-10-25,1,1,0,0,0,0,0,0,0,0
"207",22.9197281583165,0.585727414826893,"CA",2022-10-26,1,1,0,0,0,0,0,0,0,0
"208",26.707627951532,0.591084241190815,"CA",2022-10-27,1,0,0,0,0,0,0,0,0,0
"209",32.396246664357,0.547760960135784,"CA",2022-10-28,1,0,0,0,0,0,0,0,0,0
"210",48.5607497757784,0.624745966404617,"CA",2022-10-29,1,0,0,0,0,0,0,0,0,0
"211",0.580722254084661,0.414663984668732,"CO",2022-09-18,1,1,1,1,1,0,1,1,1,0
"212",1.36487452956207,0.0900314311866848,"CO",2022-09-19,1,1,1,1,0,0,1,1,1,0
"213",2.00913260512642,0.43480788253233,"CO",2022-09-20,1,1,0,1,0,0,0,0,1,0
"214",0.981099448254937,0.327250004988746,"CO",2022-09-21,1,1,0,1,1,0,1,0,1,1
"215",0.865279377682744,0.337395350962276,"CO",2022-09-22,0,1,1,1,1,0,1,0,1,1
"216",1.01574152472242,0.156356474492804,"CO",2022-09-23,1,1,0,1,1,0,1,1,1,0
"217",0.710801356702914,0.545444613088405,"CO",2022-09-24,1,1,1,1,1,0,1,1,1,0
"218",0.41262077794769,0.285937453465764,"CO",2022-09-25,1,1,1,1,1,0,0,1,1,0
"219",0.642685042864132,0.228677186708238,"CO",2022-09-26,1,1,1,1,1,1,0,0,1,1
"220",0.97039360795592,0.0277263979611003,"CO",2022-09-27,1,1,1,1,0,0,1,1,1,0
"221",1.542597369933,0.0285560118707858,"CO",2022-09-28,1,1,1,1,0,0,0,1,1,0
"222",1.26690834258036,0.106807444595253,"CO",2022-09-29,1,1,1,1,0,1,1,1,1,1
"223",0.435473267729846,0.25081943452412,"CO",2022-09-30,1,1,1,1,1,0,1,1,1,0
"224",0.258711014519778,0.0321595466665268,"CO",2022-10-01,1,1,1,1,1,0,1,1,1,0
"225",0.270539316244371,0.0338330414447582,"CO",2022-10-02,1,1,1,1,1,0,1,1,1,0
"226",0.790762767065794,0.152882369989621,"CO",2022-10-03,1,1,1,1,1,0,1,1,1,0
"227",0.413951700222403,0.0381252547687865,"CO",2022-10-04,1,1,1,1,1,1,1,0,1,0
"228",0.581932334688012,0.208060507498318,"CO",2022-10-05,1,1,1,1,1,0,1,0,1,1
"229",0.576292523709735,0.230877288361027,"CO",2022-10-06,1,1,1,1,1,1,1,0,1,0
"230",1.1347283421123,0.550164723207256,"CO",2022-10-07,1,0,1,1,0,0,0,0,1,0
"231",0.620354151281512,0.419799086150265,"CO",2022-10-08,1,1,1,1,1,0,1,1,1,0
"232",1.35253651572766,1.00513645745078,"CO",2022-10-09,0,1,1,1,0,0,1,0,1,0
"233",1.75336919084689,0.481474598793829,"CO",2022-10-10,0,1,1,1,0,0,1,1,1,0
"234",2.15189127616466,0.519763844958511,"CO",2022-10-11,0,0,1,1,0,0,0,0,1,0
"235",0.96710688474436,0.28958899338499,"CO",2022-10-12,1,0,1,1,1,1,0,0,1,1
"236",0.816731350251069,0.510024533851305,"CO",2022-10-13,1,1,1,1,1,1,1,1,1,1
"237",1.05928570760681,0.498433405096585,"CO",2022-10-14,1,1,1,0,1,1,1,1,0,0
"238",0.868959250438748,0.550107630356816,"CO",2022-10-15,1,1,0,1,1,1,1,0,1,0
"239",1.21006075025369,0.361708221015017,"CO",2022-10-16,1,1,1,0,1,0,1,0,0,0
"240",2.27352218661514,0.138434171060473,"CO",2022-10-17,1,1,0,1,0,0,1,0,1,0
"241",0.951791000490928,0.405446080223085,"CO",2022-10-18,1,1,1,1,1,0,0,0,1,0
"242",0.767151615802701,0.404508630372627,"CO",2022-10-19,1,1,1,1,1,0,0,1,1,0
"243",1.56364360389834,0.603183139223375,"CO",2022-10-20,1,0,1,1,1,1,0,0,1,0
"244",0.799948480410966,0.694040664735532,"CO",2022-10-21,1,0,1,1,1,1,1,1,1,1
"245",0.263939442478054,0.451182853708198,"CO",2022-10-22,1,1,1,1,1,0,1,0,1,1
"246",0.203481374728099,0.28181510108237,"CO",2022-10-23,1,1,1,1,1,1,1,0,1,0
"247",3.09269229720344,0.554659939092281,"CO",2022-10-24,1,1,0,0,0,0,0,0,0,0
"248",4.69856552053522,0.609911233167139,"CO",2022-10-25,0,0,0,1,0,0,0,0,1,0
"249",2.93676170308088,0.458624218802729,"CO",2022-10-26,1,1,0,1,0,1,0,0,1,0
"250",3.57620875609109,0.699448694156188,"CO",2022-10-27,0,1,0,0,1,0,0,0,0,0
"251",2.99708612793527,0.637306909521238,"CO",2022-10-28,1,1,0,1,0,0,0,0,1,0
"252",0.459712277397623,0.504192122850498,"CO",2022-10-29,1,1,1,1,1,1,1,1,1,1
"253",4.786371116854,0.413384175698991,"CT",2022-09-18,0,1,1,1,0,0,0,1,1,0
"254",1.18661605985743,0.235776237003731,"CT",2022-09-19,1,1,1,1,1,1,1,1,1,1
"255",4.71096443918315,0.359370234775632,"CT",2022-09-20,0,1,1,1,0,0,0,1,1,1
"256",8.83057385235211,0.622457091036852,"CT",2022-09-21,0,1,1,1,0,0,0,1,1,0
"257",0.9625384133887,0.280840093971677,"CT",2022-09-22,1,1,1,1,1,0,1,0,1,0
"258",0.854750183633424,0.202813181666381,"CT",2022-09-23,1,1,1,1,1,1,0,0,1,1
"259",5.01277392835134,0.48750021386035,"CT",2022-09-24,0,1,1,1,0,0,1,0,1,0
"260",2.1810622304172,0.352869106184436,"CT",2022-09-25,0,1,1,1,0,0,1,0,1,0
"261",1.32851060255632,0.186497879568777,"CT",2022-09-26,1,1,1,1,1,1,0,0,1,0
"262",0.816012954240815,0.253316140640046,"CT",2022-09-27,1,1,1,1,1,1,1,0,1,0
"263",4.06551535951561,0.47110508614364,"CT",2022-09-28,0,1,1,1,0,0,1,0,1,0
"264",0.802305665735789,0.204510641589131,"CT",2022-09-29,1,1,1,1,1,0,0,1,1,0
"265",1.43645713997447,0.179147056635281,"CT",2022-09-30,1,1,0,1,1,1,1,0,1,0
"266",3.1226271686242,0.434719102027657,"CT",2022-10-01,0,1,0,1,0,0,1,0,1,0
"267",1.52494234755532,0.329925575714109,"CT",2022-10-02,0,1,1,1,1,0,0,0,1,0
"268",2.30973767979571,0.379269669403806,"CT",2022-10-03,1,1,1,0,0,1,0,1,0,0
"269",1.45669367291784,0.180833310036533,"CT",2022-10-04,1,1,0,1,1,1,0,0,1,0
"270",0.777690172762863,0.323548511289932,"CT",2022-10-05,1,1,1,1,1,1,1,1,1,1
"271",2.21557539833982,0.450883900071213,"CT",2022-10-06,0,1,1,1,0,0,1,0,1,0
"272",1.18953907975261,0.277805537524323,"CT",2022-10-07,1,1,1,1,1,1,1,0,1,0
"273",0.545027881373178,0.229947202069194,"CT",2022-10-08,1,1,1,1,1,0,1,1,1,0
"274",1.82550684085175,0.210498139526217,"CT",2022-10-09,1,1,0,1,0,0,1,0,1,0
