...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI,X22B_95_CI
569,0.206990949895962,0.0120314991148357,ID,2022-09-26,1,1,1,1,1,1,1,1,1,1
570,NA,NA,ID,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,0.945101607480902,0.293224254254314,ID,2022-09-29,1,0,1,1,1,1,1,1,1,1
573,1.00508372826642,0.2996092476524845,ID,2022-09-30,1,1,1,0,1,1,1,1,0,0
574,0.0205209175698678,0.01559269570992555,ID,2022-10-01,1,1,1,1,1,1,1,1,1,1
575,0.0232510144215745,0.0167763394973233,ID,2022-10-02,1,1,1,1,1,1,1,0,1,0
576,0.188847145098678,0.01818405412937055,ID,2022-10-03,1,1,1,1,1,1,1,1,1,1
577,0.1001428899814,0.01985461602043165,ID,2022-10-04,1,1,1,1,1,1,1,1,1,1
578,NA,NA,ID,2022-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,0.0366989691609758,0.02417136343649255,ID,2022-10-06,1,1,1,1,1,1,1,1,1,1
580,0.137661654347686,0.02692909094788325,ID,2022-10-07,1,1,1,1,1,0,1,1,1,0
581,NA,NA,ID,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,0.0527149235999774,0.0339820706705404,ID,2022-10-09,1,1,1,1,1,1,1,0,1,0
583,0.928501333848707,0.2954380591962075,ID,2022-10-10,1,1,1,0,1,1,1,1,0,0
584,0.754151629691673,0.277878180506507,ID,2022-10-11,0,1,1,1,1,0,0,1,1,1
585,0.454612211599161,0.04967594693942765,ID,2022-10-12,1,1,1,1,1,1,1,1,1,1
586,0.282506419950382,0.05666594778221,ID,2022-10-13,1,1,1,1,1,1,1,0,1,0
587,0.306888448671526,0.190908705710237,ID,2022-10-14,1,1,1,1,1,1,1,0,1,0
588,0.11980703930611,0.0739480131366215,ID,2022-10-15,1,1,1,1,1,1,1,0,1,0
589,2.19834188860811,0.101289684949502,IL,2022-09-04,1,0,1,1,1,0,0,1,1,0
590,0.989560563508121,0.1882448858367025,IL,2022-09-05,1,1,0,1,1,1,1,0,1,0
591,2.08167822996692,0.1014426886836915,IL,2022-09-06,1,1,1,0,1,0,0,1,0,0
592,1.26469098248634,0.125561141274969,IL,2022-09-07,1,1,0,1,1,0,0,0,1,0
593,1.66973938507206,0.065248925400223,IL,2022-09-08,0,1,0,1,1,0,0,1,1,0
594,0.761281450064013,0.1188536947632795,IL,2022-09-09,1,1,1,1,1,1,1,1,1,1
595,3.07435532330167,0.126098680592278,IL,2022-09-10,0,1,1,1,0,0,1,0,1,0
596,1.62861345477631,0.1204165799621865,IL,2022-09-11,1,1,1,0,1,0,0,1,0,1
597,2.68083964209088,0.117532261323047,IL,2022-09-12,1,1,1,1,0,0,0,1,1,1
598,0.985862010809497,0.0718709893536265,IL,2022-09-13,1,1,1,1,1,1,1,0,1,0
599,3.90335587255304,0.1380900221754345,IL,2022-09-14,1,0,1,0,0,0,0,0,0,0
600,6.41714895701762,0.1424183394025175,IL,2022-09-15,0,1,1,1,0,0,0,0,1,0
601,5.72548592953981,0.16645498315769,IL,2022-09-16,0,1,0,0,0,0,0,0,0,0
602,1.55129079100032,0.0800234458635555,IL,2022-09-17,1,1,1,1,1,0,1,1,1,0
603,2.68690038794168,0.1431024918084625,IL,2022-09-18,1,0,1,1,0,0,0,0,1,0
604,2.7976156366014,0.1313781095528945,IL,2022-09-19,1,0,1,0,0,0,0,0,0,1
605,2.78486864511495,0.140694948012626,IL,2022-09-20,0,1,1,1,0,1,1,1,1,1
606,5.54376984642946,0.1612995468258015,IL,2022-09-21,0,1,1,0,0,0,1,1,0,0
607,1.76238903175184,0.1064823306264825,IL,2022-09-22,1,1,1,0,1,0,0,1,0,0
608,11.014320074545,0.202887995196441,IL,2022-09-23,0,1,1,1,0,0,0,0,1,0
609,1.19931744613822,0.0974025213154095,IL,2022-09-24,1,1,1,1,1,0,0,0,1,0
610,1.26268954764596,0.1229998238339445,IL,2022-09-25,1,1,1,0,1,0,1,0,0,0
611,4.2299755890736,0.1743431519630925,IL,2022-09-26,0,1,1,1,0,0,0,0,1,0
612,1.4428606323267,0.1457939472513995,IL,2022-09-27,0,1,1,1,1,0,1,1,1,0
613,2.25593603411087,0.0919635761167605,IL,2022-09-28,0,1,1,1,0,0,0,1,1,0
614,14.8762869265585,0.256035376545128,IL,2022-09-29,0,1,1,1,0,0,1,1,1,0
615,3.2216562213703,0.171870178685625,IL,2022-09-30,1,1,0,1,0,0,1,0,1,0
616,1.06397677094392,0.159615277183116,IL,2022-10-01,1,1,1,1,1,0,1,1,1,0
617,2.2759659687132,0.116368212552779,IL,2022-10-02,0,1,0,1,1,1,1,0,1,0
618,1.09966651079315,0.166018474733559,IL,2022-10-03,1,1,1,1,1,0,0,1,1,0
619,0.9594291539408,0.1541111374692325,IL,2022-10-04,1,1,1,1,1,1,1,0,1,0
620,3.29965197616454,0.164892605169072,IL,2022-10-05,0,0,1,1,1,0,0,0,1,0
621,12.0290850737657,0.2560266756917775,IL,2022-10-06,0,1,0,1,0,0,0,0,1,0
622,2.4149363928775,0.1531681223472995,IL,2022-10-07,0,1,0,0,1,1,1,0,0,0
623,2.7042696248403,0.2262699966541815,IL,2022-10-08,0,1,1,1,1,0,0,0,1,0
624,4.37225756658954,0.289899184134578,IL,2022-10-09,1,0,0,1,0,0,0,0,1,0
625,6.43851618098022,0.245651976126222,IL,2022-10-10,0,1,0,0,0,0,1,0,0,0
626,1.13190123101884,0.194837800671947,IL,2022-10-11,1,1,1,1,1,0,0,1,1,0
627,8.6040558644984,0.2325851201418835,IL,2022-10-12,0,0,0,1,1,0,0,0,1,0
628,6.6342512539771,0.232392089942966,IL,2022-10-13,0,1,0,1,1,0,0,0,1,0
629,6.59696597898428,0.221434276397481,IL,2022-10-14,0,0,0,0,1,0,0,0,0,0
630,6.3295426644986,0.203946436650443,IL,2022-10-15,0,1,0,0,0,0,0,0,0,0
631,4.7455462497963,0.2013028617234435,IN,2022-09-04,0,1,1,1,0,0,1,1,1,0
632,NA,NA,IN,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,4.7891486090392,0.15011547066042,IN,2022-09-06,0,1,1,1,0,0,0,1,1,0
634,2.85587682351883,0.1893052092953165,IN,2022-09-07,0,0,0,1,0,1,0,0,1,0
635,4.24186682620198,0.236415932640803,IN,2022-09-08,0,1,1,1,0,0,1,1,1,0
636,2.22337926386169,0.0112371462766302,IN,2022-09-09,0,1,1,1,0,0,0,1,1,0
637,0.820060551167235,0.117954498201265,IN,2022-09-10,1,0,1,1,1,1,0,0,1,1
638,0.675971345398344,0.0718941273305895,IN,2022-09-11,1,1,1,1,1,1,1,0,1,0
639,5.03803191887026,0.180868201943828,IN,2022-09-12,0,1,1,1,0,0,1,1,1,0
640,0.898444221314368,0.1100747251314115,IN,2022-09-13,1,1,1,1,1,0,1,1,1,0
641,1.70671709914223,0.0106623849322846,IN,2022-09-14,0,1,1,1,0,0,1,1,1,0
642,0.571171616632392,0.079872317179465,IN,2022-09-15,1,1,1,1,1,0,1,1,1,0
643,0.80978340225071,0.0504277565582425,IN,2022-09-16,1,1,1,1,1,0,1,1,1,0
644,1.06761740388736,0.1365475124225585,IN,2022-09-17,0,1,1,1,1,1,0,0,1,0
645,0.774491024222097,0.113368544322285,IN,2022-09-18,1,1,1,1,1,0,0,1,1,1
646,0.744295827785222,0.0720234126091365,IN,2022-09-19,1,1,1,1,1,0,1,0,1,0
647,1.35225788164562,0.0106427895384588,IN,2022-09-20,1,1,1,1,0,1,1,1,1,1
648,1.4391545746319,0.163511070254145,IN,2022-09-21,1,1,1,1,0,0,0,0,1,0
649,0.479988782799429,0.0679173732786185,IN,2022-09-22,1,1,1,1,1,1,1,1,1,1
650,5.21960904210453,0.2709021193887445,IN,2022-09-23,0,1,0,1,0,0,0,1,1,0
651,2.60530587088611,0.2135965136002525,IN,2022-09-24,0,1,1,1,0,0,0,1,1,0
652,0.752510820895761,0.0584415523833325,IN,2022-09-25,1,1,1,1,1,0,1,0,1,0
653,0.858049541015856,0.118091256913834,IN,2022-09-26,1,1,1,1,1,0,0,1,1,0
654,3.02151400000631,0.0125042549666106,IN,2022-09-27,0,1,1,1,0,0,1,1,1,0
655,1.1956905230579,0.1117814338027315,IN,2022-09-28,1,1,1,1,1,0,1,0,1,0
656,6.70741260064454,0.33812155933812,IN,2022-09-29,0,1,1,1,0,0,1,1,1,0
657,0.639951226258249,0.102805317235888,IN,2022-09-30,1,1,1,1,1,0,1,1,1,0
658,2.3573553747247,0.1949566805903465,IN,2022-10-01,0,1,1,1,0,0,0,1,1,0
659,0.795892335124153,0.1278136832576065,IN,2022-10-02,1,1,1,1,1,1,1,0,1,0
660,4.63763437027187,0.260978943364294,IN,2022-10-03,0,1,1,0,0,0,1,0,0,0
661,1.74050784931795,0.0717730152450705,IN,2022-10-04,1,1,1,0,0,0,0,0,0,0
662,4.86342208871269,0.2184444139439215,IN,2022-10-05,0,1,0,1,0,0,1,0,1,0
663,1.15290582505533,0.02417136343649255,IN,2022-10-06,1,1,1,1,0,1,1,1,1,1
664,0.579544397714913,0.02692909094788325,IN,2022-10-07,1,1,1,1,1,1,1,0,1,0
665,2.42304775848636,0.064037660038469,IN,2022-10-08,1,1,1,1,0,0,0,0,1,0
666,0.813222238475389,0.1400373555907045,IN,2022-10-09,1,1,1,1,1,1,1,0,1,0
667,3.37088462748961,0.2356681402149815,IN,2022-10-10,0,0,0,1,1,0,0,0,1,0
668,4.52598859070022,0.0976918484139285,IN,2022-10-11,1,1,0,1,0,0,1,0,1,0
669,3.53226035861178,0.04967594693942765,IN,2022-10-12,1,1,0,1,0,0,0,0,1,0
670,4.55484350293613,0.239951360326208,IN,2022-10-13,0,0,0,1,1,0,0,0,1,1
671,2.48061461949204,0.2203692615333765,IN,2022-10-14,0,1,0,1,1,0,1,0,1,0
672,3.56368640977106,0.2269161325346485,IN,2022-10-15,0,1,0,1,1,0,1,0,1,0
673,0.571436435631348,0.01214926621856975,KS,2022-09-04,1,1,1,1,1,0,1,1,1,0
674,0.0163860823979199,0.01194356569331885,KS,2022-09-05,1,1,1,1,1,1,1,1,1,1
675,0.294641590413227,0.09015671231065,KS,2022-09-06,1,1,1,1,1,1,1,1,1,1
676,1.09377533860649,0.150248516477305,KS,2022-09-07,0,1,1,1,1,1,1,1,1,1
677,0.405039244169774,0.142657379594111,KS,2022-09-08,1,1,1,1,1,0,1,1,1,0
678,0.590766140040125,0.20853415183548701,KS,2022-09-09,1,1,1,1,1,0,1,1,1,0
679,0.412535782238607,0.1428769945900165,KS,2022-09-10,1,1,1,1,1,0,1,1,1,0
680,0.488457696551286,0.169386980061987,KS,2022-09-11,1,1,1,1,1,0,1,1,1,0
681,0.964685825352683,0.01084502235905325,KS,2022-09-12,1,1,1,1,0,0,1,0,1,0
682,0.622395763331904,0.0107450121091705,KS,2022-09-13,1,1,1,1,1,1,0,1,1,0
683,3.12022231300114,0.275898816330644,KS,2022-09-14,0,1,1,1,0,0,1,1,1,0
684,0.768158850921308,0.143373127108813,KS,2022-09-15,1,1,1,1,1,0,1,1,1,0
685,0.322011985566978,0.099160111143277,KS,2022-09-16,1,1,1,1,1,0,0,1,1,1
686,0.182771063314965,0.01053595097216955,KS,2022-09-17,1,1,1,1,1,1,1,1,1,1
687,0.052141057281663,0.0105416685922557,KS,2022-09-18,1,1,1,1,1,1,1,1,1,1
688,1.00451715361094,0.195894195112451,KS,2022-09-19,1,1,0,1,1,1,1,0,1,0
689,0.398491586479104,0.1247701939137485,KS,2022-09-20,1,1,1,1,1,1,1,1,1,1
690,0.97420753635921,0.098890126484675,KS,2022-09-21,1,1,1,0,1,0,1,1,0,1
691,0.636746083375015,0.01089139187312375,KS,2022-09-22,1,1,1,1,1,1,1,1,1,1
692,0.534284400713057,0.170628010225259,KS,2022-09-23,1,1,1,1,1,0,1,1,1,0
693,0.930179845236991,0.4097252298124875,KS,2022-09-24,0,1,1,1,0,0,1,1,1,0
694,0.0594910184866462,0.0116451218927898,KS,2022-09-25,1,1,1,1,1,1,1,1,1,1
695,0.477783782515039,0.0120314991148357,KS,2022-09-26,1,1,1,1,1,0,1,1,1,0
696,3.2541930884386,0.3005018857288475,KS,2022-09-27,0,1,1,1,0,0,1,0,1,0
697,0.749878820719702,0.276287313071261,KS,2022-09-28,0,1,1,1,1,0,1,1,1,0
698,1.3341631011813,0.23857556719146,KS,2022-09-29,0,1,1,1,1,0,1,1,1,0
699,0.531725338232883,0.0929531165523725,KS,2022-09-30,1,1,1,1,1,0,0,1,1,1
700,0.562054940873553,0.0935648214378835,KS,2022-10-01,1,1,1,1,1,0,1,0,1,1
701,1.96976980496321,0.533672862550905,KS,2022-10-02,0,1,1,1,0,0,1,1,1,0
702,0.893635432810037,0.403362610054032,KS,2022-10-03,0,1,1,1,1,0,1,1,1,0
703,0.729694611892728,0.01985461602043165,KS,2022-10-04,1,1,1,1,1,0,0,0,1,0
704,0.655237361337332,0.267323619932444,KS,2022-10-05,1,1,0,1,1,1,1,1,1,1
705,0.627893533866933,0.207890273946673,KS,2022-10-06,1,1,1,1,1,1,1,0,1,0
706,1.22487139497029,0.3311070284593355,KS,2022-10-07,1,0,1,1,1,0,0,1,1,0
707,0.878690952406097,0.3974590356861605,KS,2022-10-08,0,1,1,1,1,0,1,0,1,1
708,0.862535082474446,0.3964355877289315,KS,2022-10-09,0,1,1,1,1,1,1,1,1,1
709,1.03671894972624,0.166938194574959,KS,2022-10-10,1,1,1,0,1,1,0,1,0,0
710,1.26996232684043,0.04363594878615495,KS,2022-10-11,1,1,1,1,0,0,1,0,1,0
711,5.09563304222707,0.51228400590946,KS,2022-10-12,0,0,0,1,0,0,0,0,1,0
712,1.55033420133875,0.05666594778221,KS,2022-10-13,1,1,0,1,0,1,1,0,1,0
713,0.85110308918692,0.395660510843878,KS,2022-10-14,0,1,1,1,1,1,1,1,1,1
714,0.117328290627811,0.0739480131366215,KS,2022-10-15,1,1,1,1,1,1,1,1,1,1
715,0.292716174564023,0.09017512436433,KY,2022-09-04,1,1,1,1,1,1,1,1,1,1
716,0.384488295525812,0.01194356569331885,KY,2022-09-05,1,1,1,1,1,1,1,1,1,1
717,2.51418767420528,0.0341512786872387,KY,2022-09-06,0,1,1,1,0,1,0,1,1,0
718,0.334102499511909,0.0770550918545385,KY,2022-09-07,1,1,1,1,1,0,1,0,1,1
719,0.412223334559494,0.142657379594111,KY,2022-09-08,1,1,1,1,1,0,1,1,1,0
720,0.332593946468815,0.077002814796249,KY,2022-09-09,1,1,1,1,1,0,1,1,1,0
721,1.00313446528652,0.1095593150080805,KY,2022-09-10,1,1,1,0,1,0,0,1,0,0
722,0.931989186411105,0.169386980061987,KY,2022-09-11,0,1,1,1,1,0,1,1,1,0
723,4.00518707984243,0.217829762723127,KY,2022-09-12,0,1,1,1,0,0,0,1,1,0
724,0.502027717519496,0.1042318008359855,KY,2022-09-13,1,1,1,1,1,0,1,1,1,0
725,1.11587037127568,0.219475353439636,KY,2022-09-14,1,0,1,1,0,0,0,1,1,0
726,3.63652026659216,0.3646638283777525,KY,2022-09-15,0,1,1,1,0,0,1,1,1,0
727,1.33931110059728,0.1600755543745705,KY,2022-09-16,0,1,1,1,1,0,1,1,1,0
728,0.253665990231,0.01053595097216955,KY,2022-09-17,1,1,1,1,1,1,1,1,1,1
729,0.44314166202057,0.1436311990793905,KY,2022-09-18,1,1,1,1,1,0,1,1,1,0
730,0.901182365915733,0.04861489871118745,KY,2022-09-19,1,1,1,1,1,1,0,0,1,0
731,1.28786877409494,0.1516237008255815,KY,2022-09-20,0,1,1,1,1,0,0,1,1,0
732,0.738274576458465,0.138554798782415,KY,2022-09-21,1,1,0,1,1,1,1,0,1,0
733,1.86134774530617,0.210482326792355,KY,2022-09-22,0,1,1,1,0,0,1,1,1,0
734,0.37364586105613,0.0908562741936935,KY,2022-09-23,1,1,1,1,1,0,1,0,1,1
735,0.389604381879154,0.0998645268255505,KY,2022-09-24,1,1,1,1,1,0,1,0,1,0
736,0.75558773221824,0.276824894672532,KY,2022-09-25,0,1,1,1,1,0,1,1,1,0
737,1.25899941243265,0.0120314991148357,KY,2022-09-26,1,1,1,1,0,1,1,1,1,1
738,4.55625183383605,0.3318832051759315,KY,2022-09-27,0,1,1,1,0,0,1,1,1,0
739,2.55838620368125,0.3514900007368745,KY,2022-09-28,0,1,1,1,0,0,1,1,1,0
740,0.956163992617204,0.1509738203190465,KY,2022-09-29,1,1,1,0,1,1,1,1,0,0
741,1.91253135148834,0.3146104991123095,KY,2022-09-30,0,0,1,1,0,0,0,0,1,0
742,0.253961171410526,0.01559269570992555,KY,2022-10-01,1,1,1,1,1,1,1,1,1,1
743,0.270165284346019,0.0167763394973233,KY,2022-10-02,1,1,1,1,1,1,1,1,1,1
744,1.34400737261359,0.23828608608632,KY,2022-10-03,0,1,1,1,1,0,1,0,1,0
745,1.15603879986413,0.01985461602043165,KY,2022-10-04,1,1,1,1,0,1,1,1,1,1
746,1.26722842328111,0.02183305952729285,KY,2022-10-05,1,1,1,1,0,1,1,0,1,0
747,1.00483302849805,0.02417136343649255,KY,2022-10-06,1,1,1,1,0,1,1,0,1,0
748,0.67308122758451,0.1508184027553655,KY,2022-10-07,1,1,1,1,1,0,1,1,1,0
749,0.836575242310768,0.12199520676865,KY,2022-10-08,1,1,1,1,1,0,1,0,1,0
750,0.409912991358543,0.197434988131878,KY,2022-10-09,1,1,1,1,1,1,1,0,1,0
751,0.401331665616142,0.1431590005359765,KY,2022-10-10,1,1,1,1,1,1,1,1,1,1
752,0.832358707357921,0.04363594878615495,KY,2022-10-11,1,1,1,1,0,1,1,0,1,0
753,2.45921380112803,0.04967594693942765,KY,2022-10-12,1,1,0,1,0,0,0,0,1,0
754,0.687740793296753,0.16446305715504,KY,2022-10-13,1,1,1,1,1,1,1,0,1,0
755,0.313178535896033,0.0647183827716345,KY,2022-10-14,1,1,1,1,1,1,1,0,1,0
756,0.347372912280569,0.0739480131366215,KY,2022-10-15,1,1,1,1,1,0,1,1,1,0
757,2.43837674520302,0.220218221273931,LA,2022-09-04,0,1,1,1,0,0,1,1,1,0
758,0.299107264456124,0.0901641259070265,LA,2022-09-05,1,1,1,1,1,0,1,1,1,0
759,1.87707515621039,0.1517626892964025,LA,2022-09-06,0,1,1,1,0,0,0,1,1,0
760,1.10401604470369,0.150248516477305,LA,2022-09-07,0,1,1,1,1,0,1,1,1,0
761,2.86766262607983,0.198912511422126,LA,2022-09-08,0,1,1,1,0,0,1,1,1,0
762,0.72405121226491,0.142768483315868,LA,2022-09-09,1,1,1,1,1,0,1,1,1,0
763,0.743231469980845,0.0110921144850956,LA,2022-09-10,1,1,1,1,1,0,1,1,1,0
764,0.326889827031385,0.1099772729287915,LA,2022-09-11,1,1,1,1,1,1,1,1,1,1
765,1.8671139886683,0.169533323304843,LA,2022-09-12,0,1,1,1,0,0,1,1,1,0
766,1.42384607951275,0.169672552944756,LA,2022-09-13,0,1,1,1,0,1,1,1,1,1
767,1.37130404279673,0.0106623849322846,LA,2022-09-14,0,1,1,1,0,0,1,1,1,0
768,1.97762455008299,0.22786594032059,LA,2022-09-15,0,1,1,1,0,0,1,1,0,0
769,0.254009996015151,0.0105558300795778,LA,2022-09-16,1,1,1,1,1,0,1,1,1,0
770,0.355232385911736,0.110295103787061,LA,2022-09-17,1,1,1,1,1,0,1,1,1,0
771,0.603091549011742,0.0105416685922557,LA,2022-09-18,1,1,1,1,1,0,1,1,1,0
772,0.831164290290382,0.01057606362702025,LA,2022-09-19,1,1,1,1,1,0,1,1,1,0
773,2.60914342309482,0.2826648052368855,LA,2022-09-20,0,0,1,1,0,0,0,1,1,0
774,0.429840773092811,0.01074618234926855,LA,2022-09-21,1,1,1,1,1,0,1,1,1,0
775,1.35533117515663,0.2389953174951025,LA,2022-09-22,0,1,1,1,0,0,1,1,1,0
776,2.31258684430016,0.51372975179982,LA,2022-09-23,1,0,0,1,0,0,0,0,1,0
777,0.360164753010758,0.01133289740071115,LA,2022-09-24,1,1,1,1,1,0,1,1,1,0
778,0.377465081791131,0.0116451218927898,LA,2022-09-25,1,1,1,1,1,1,0,1,1,0
779,1.11445068801577,0.1884654180843905,LA,2022-09-26,0,1,1,1,1,1,1,1,1,1
780,0.442844228277631,0.1256461813374895,LA,2022-09-27,1,1,1,1,1,0,1,1,1,0
781,0.760467741861009,0.276287313071261,LA,2022-09-28,0,1,1,1,1,0,1,1,1,0
782,0.146293123780556,0.0137696668258975,LA,2022-09-29,1,1,1,1,1,1,1,1,1,1
783,0.555777828709447,0.17130632205923851,LA,2022-09-30,1,1,1,1,1,0,1,1,1,0
784,0.728118979392796,0.01559269570992555,LA,2022-10-01,1,1,1,1,1,1,1,1,1,1
785,0.649607280503789,0.2106125356424165,LA,2022-10-02,0,1,1,1,1,1,1,1,1,1
786,0.574688040324063,0.114478693110536,LA,2022-10-03,1,1,1,1,1,0,1,0,1,1
787,2.46916356324885,0.324550085286393,LA,2022-10-04,0,1,1,1,0,0,1,0,1,0
788,0.740744982485941,0.274619086634387,LA,2022-10-05,0,1,1,1,1,0,1,1,1,0
789,0.870454169886438,0.0992962927860555,LA,2022-10-06,1,1,1,1,1,0,1,0,1,1
790,1.46571107774843,0.376331438453076,LA,2022-10-07,1,1,0,1,0,1,1,0,1,0
791,0.681049597361985,0.177087972552152,LA,2022-10-08,1,1,1,1,1,0,1,1,1,0
792,0.750902085783437,0.154799909690004,LA,2022-10-09,1,1,1,1,1,1,0,1,1,0
793,3.68062564721156,0.1788502102741925,LA,2022-10-10,1,1,0,0,1,0,0,0,0,0
794,1.64826400244358,0.1075201938007965,LA,2022-10-11,1,1,0,1,0,1,1,0,1,0
795,2.18029211300433,0.04967594693942765,LA,2022-10-12,1,1,0,1,0,1,0,1,1,0
796,1.82231906917354,0.05666594778221,LA,2022-10-13,1,1,0,1,0,0,1,1,1,0
797,1.31365836188084,0.159273276506561,LA,2022-10-14,1,1,0,1,1,0,1,0,1,0
798,2.48705365735634,0.0739480131366215,LA,2022-10-15,1,1,0,1,0,1,0,0,1,0
799,1.3318202195688,0.1086392778559545,MA,2022-09-04,1,1,1,0,1,0,0,1,0,0
800,2.8195897807823598,0.1549668428492045,MA,2022-09-05,1,1,1,0,1,0,1,1,0,0
801,7.26741659216712,0.174123078474203,MA,2022-09-06,0,1,1,0,0,0,0,1,0,0
802,1.44126687984836,0.141510762044187,MA,2022-09-07,1,1,1,0,1,0,1,1,0,0
803,1.0063599427241,0.104050916574885,MA,2022-09-08,1,1,1,1,1,1,1,1,1,1
804,21.7693279995883,0.250820448383852,MA,2022-09-09,0,1,1,0,0,0,0,1,0,0
805,2.85652018935102,0.124612526713339,MA,2022-09-10,0,1,1,1,0,0,1,0,0,0
806,4.28147864682096,0.1789496384662385,MA,2022-09-11,0,1,1,0,0,0,1,0,0,0
807,1.56597338883729,0.0921650590097165,MA,2022-09-12,1,1,1,0,1,0,1,0,0,0
808,48.194774262339,0.2664607590376125,MA,2022-09-13,0,1,1,1,0,0,1,0,1,0
809,4.69869672028439,0.216957387131009,MA,2022-09-14,0,1,1,1,0,0,0,1,1,0
810,0.832192584386308,0.0944562352493635,MA,2022-09-15,1,1,1,1,1,1,1,0,1,0
811,3.77069991693001,0.152848557338285,MA,2022-09-16,0,0,1,1,0,1,0,0,1,0
812,4.14614698906406,0.1274950154874045,MA,2022-09-17,0,1,1,1,0,0,0,0,1,0
813,7.09022061466812,0.154556446964626,MA,2022-09-18,0,0,0,0,0,0,0,0,0,0
814,4.3770464315956,0.136854160201816,MA,2022-09-19,0,0,1,1,0,0,1,0,1,0
815,12.3817916550462,0.1522853391843485,MA,2022-09-20,0,1,1,1,0,0,1,0,1,0
816,3.69670506042025,0.1993505677917155,MA,2022-09-21,0,1,1,1,0,0,0,0,1,0
817,0.700192321458361,0.11321040747317,MA,2022-09-22,1,1,1,1,1,0,1,0,1,0
818,2.00279611242123,0.1451282358234375,MA,2022-09-23,1,0,1,0,1,0,0,0,0,1
819,1.53555965162593,0.1149727274645475,MA,2022-09-24,1,0,0,1,1,0,0,0,1,0
820,2.00060109739637,0.1271562730565015,MA,2022-09-25,0,1,1,1,1,0,1,0,1,0
821,23.4883529791381,0.192996933845121,MA,2022-09-26,0,1,0,0,0,0,1,0,0,0
822,6.8992835269304,0.1772303131123115,MA,2022-09-27,0,1,1,0,0,0,0,0,0,0
823,0.461950536281125,0.125881937740034,MA,2022-09-28,1,1,1,1,1,0,1,1,1,0
824,1.10432082555873,0.0854054327124245,MA,2022-09-29,1,1,1,0,1,0,1,0,0,0
825,1.55073152638976,0.1504031343776735,MA,2022-09-30,0,1,1,1,1,0,0,0,1,0
826,2.57534838514956,0.1436746517005195,MA,2022-10-01,0,1,1,1,1,0,0,0,1,0
827,1.66086406085891,0.172338142004098,MA,2022-10-02,0,1,1,1,1,0,1,0,1,0
828,5.64006228246951,0.179393975640215,MA,2022-10-03,0,0,1,0,0,0,0,0,0,0
829,0.781303024833514,0.0825897521221005,MA,2022-10-04,1,1,1,1,1,0,0,1,1,0
830,0.116000700415339,0.02183305952729285,MA,2022-10-05,1,1,1,1,1,1,1,1,1,1
831,1.96013902170831,0.123246359138916,MA,2022-10-06,1,1,0,1,1,0,1,0,1,0
832,3.72388408427052,0.207641975946972,MA,2022-10-07,1,0,1,0,0,0,0,0,0,1
833,6.31694151002229,0.2360376918308525,MA,2022-10-08,0,1,0,0,0,0,1,0,0,1
834,3.625086237097,0.2054082992884615,MA,2022-10-09,0,1,0,1,1,0,1,0,1,0
835,9.60251411238565,0.1667377224343695,MA,2022-10-10,0,1,0,0,0,1,0,0,0,0
836,10.1556935849264,0.2361361197522045,MA,2022-10-11,0,1,0,0,1,0,0,0,0,0
837,9.63854546812049,0.224904024386724,MA,2022-10-12,0,1,0,0,1,0,0,0,0,0
838,9.83366801002653,0.1995721726862365,MA,2022-10-13,0,1,0,1,0,0,1,0,1,0
839,11.5357567484291,0.2330599860958055,MA,2022-10-14,0,1,0,0,1,0,0,0,0,0
840,6.74685197558757,0.3062480133746485,MA,2022-10-15,0,1,0,1,1,0,1,0,1,0
841,7.22706046724344,0.163723047858527,MD,2022-09-04,0,1,0,0,0,0,0,0,0,0
842,0.276852539836032,0.01194356569331885,MD,2022-09-05,1,1,1,1,1,0,1,1,1,0
843,2.60804799131524,0.121155068595236,MD,2022-09-06,0,1,1,1,1,0,0,1,1,0
844,0.359774462747425,0.01156623824469505,MD,2022-09-07,1,1,1,1,1,0,1,1,1,0
845,0.493986331468238,0.1689097744471845,MD,2022-09-08,1,1,1,1,1,0,0,1,1,1
846,0.882476274745837,0.0112371462766302,MD,2022-09-09,1,1,1,1,1,1,1,1,1,1
847,8.05966923322555,0.1977519996212515,MD,2022-09-10,0,1,0,1,0,0,1,0,1,0
848,0.914776046168889,0.169386980061987,MD,2022-09-11,0,1,1,1,1,0,1,1,1,0
849,1.77020435029146,0.102065595697355,MD,2022-09-12,0,1,0,1,1,0,1,0,1,0
850,12.5610600199662,0.205433932410894,MD,2022-09-13,0,1,0,1,0,0,0,0,1,0
851,0.845794719362428,0.1553368020586625,MD,2022-09-14,1,1,1,1,1,0,1,1,1,0
852,2.78471045314813,0.224480951965645,MD,2022-09-15,0,1,0,1,0,0,1,0,1,0
853,4.53119272491197,0.1532511380313585,MD,2022-09-16,0,1,0,1,0,0,1,0,1,0
