...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI,X22B_95_CI
284,0.901013219003442,0.162657299768419,CT,2022-10-05,1,1,1,1,1,0,1,0,1,0
285,2.29877115695767,0.22608050685259,CT,2022-10-06,0,1,1,1,0,0,1,1,1,0
286,1.65631812436596,0.140292122277741,CT,2022-10-07,1,1,1,1,1,0,1,0,1,1
287,0.529234679056104,0.114833254401953,CT,2022-10-08,1,1,1,1,1,0,1,0,1,0
288,2.40441853496472,0.1102880742617805,CT,2022-10-09,1,1,0,1,0,1,1,0,1,0
289,1.8795886834182,0.1812678283509565,CT,2022-10-10,0,1,1,1,1,0,0,0,1,0
290,3.26666519617182,0.248640109339098,CT,2022-10-11,0,1,0,1,1,0,1,0,1,0
291,2.22623955603201,0.302888777507775,CT,2022-10-12,1,1,0,1,0,1,1,0,1,0
292,3.72406681814229,0.435076183778071,CT,2022-10-13,0,1,1,1,0,0,0,0,1,0
293,4.25638128352211,0.363791179493498,CT,2022-10-14,0,0,1,1,0,0,0,1,1,0
294,0.933913762080157,0.2152180120131445,CT,2022-10-15,1,0,1,1,1,1,0,0,1,0
295,0.293154511656113,0.01214926621856975,DC,2022-09-04,1,1,1,1,1,0,0,1,1,0
296,0.0168049583125726,0.01194356569331885,DC,2022-09-05,1,1,1,1,1,0,1,1,1,0
297,0.587631476419037,0.207768122919814,DC,2022-09-06,1,1,1,1,1,0,1,1,1,0
298,NA,NA,DC,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,0.0143357555774708,0.0110921144850956,DC,2022-09-10,1,1,1,1,1,1,1,1,1,1
302,0.256620967667242,0.0109610943734661,DC,2022-09-11,1,1,1,1,1,1,1,1,1,1
303,0.256517328266951,0.01084502235905325,DC,2022-09-12,1,1,1,1,1,1,1,1,1,1
304,0.185924626318551,0.0107450121091705,DC,2022-09-13,1,1,1,1,1,1,1,1,1,1
305,0.904558481553974,0.136158661139991,DC,2022-09-14,1,1,0,1,1,0,1,0,1,1
306,0.343405245816697,0.01059870634744935,DC,2022-09-15,1,1,1,1,1,1,1,1,1,1
307,2.28296273350765,0.2763686732706755,DC,2022-09-16,0,1,1,1,0,0,1,1,1,0
308,1.2391400230682,0.01053595097216955,DC,2022-09-17,1,1,1,1,0,0,1,1,1,0
309,2.36356026550273,0.4219842086795395,DC,2022-09-18,0,1,0,1,0,0,0,0,1,0
310,0.334087346258332,0.01057606362702025,DC,2022-09-19,1,1,1,1,1,1,1,1,1,1
311,2.75212299309959,0.626619254698105,DC,2022-09-20,0,1,0,1,0,0,1,0,1,0
312,0.565965745819683,0.0606679261535285,DC,2022-09-21,1,1,1,1,1,1,1,1,1,1
313,0.768259415597346,0.277012638432099,DC,2022-09-22,0,1,1,1,1,0,1,1,1,0
314,1.74500926593137,0.195173159773433,DC,2022-09-23,0,1,1,1,0,0,1,1,1,0
315,0.426567527307792,0.12515927808979,DC,2022-09-24,1,1,1,1,1,0,1,1,1,0
316,0.748510305575135,0.152319829072381,DC,2022-09-25,1,1,0,1,1,1,0,0,1,1
317,3.19479063991308,0.607495975637085,DC,2022-09-26,0,1,1,1,0,0,1,1,1,0
318,1.04222449857162,0.165073951812269,DC,2022-09-27,1,0,1,1,1,0,0,0,1,0
319,0.85930877146111,0.287351392157637,DC,2022-09-28,1,1,0,1,1,1,1,0,1,0
320,0.613612604843634,0.1300551722767985,DC,2022-09-29,1,1,1,1,1,1,1,0,1,0
321,0.63639152201654,0.1754329623171475,DC,2022-09-30,1,1,0,1,1,1,1,0,1,0
322,0.367987595576119,0.01559269570992555,DC,2022-10-01,1,1,1,1,1,0,1,0,1,0
323,1.17851492688723,0.0167763394973233,DC,2022-10-02,1,1,1,1,0,0,1,1,1,0
324,0.618748198519731,0.210099113463558,DC,2022-10-03,1,1,1,1,1,1,1,0,1,0
325,3.39551698001498,0.4999448193382375,DC,2022-10-04,0,0,0,1,0,0,0,1,1,0
326,1.44827818864553,0.52010964703954,DC,2022-10-05,0,1,1,1,0,0,1,0,1,0
327,1.16574832325415,0.2636720269650975,DC,2022-10-06,1,1,0,1,1,1,1,1,1,1
328,0.467170284776379,0.2016302647004795,DC,2022-10-07,1,1,1,1,1,0,1,1,1,0
329,0.156042677957682,0.0301739304628131,DC,2022-10-08,1,1,1,1,1,1,1,1,1,1
330,2.3420141360026,0.427901700374007,DC,2022-10-09,0,1,1,1,0,0,1,1,1,0
331,1.29070768435138,0.266986488965018,DC,2022-10-10,0,1,1,1,1,0,1,1,1,0
332,1.25581744330472,0.486438895747166,DC,2022-10-11,1,0,1,1,0,1,0,0,1,0
333,0.908660916679029,0.2499297016868795,DC,2022-10-12,1,1,1,1,1,1,1,1,1,1
334,1.44668357810649,0.308460296985438,DC,2022-10-13,1,1,1,0,0,0,1,0,0,0
335,0.316166889389472,0.232972146689771,DC,2022-10-14,1,1,1,1,1,1,1,0,1,0
336,1.09091250764048,0.1995213454713085,DC,2022-10-15,1,0,1,1,1,0,0,0,1,0
337,0.342103399780165,0.07717081467337,DE,2022-09-04,1,1,1,1,1,0,1,1,1,0
338,1.0021231822729,0.230936122871398,DE,2022-09-05,1,0,1,1,1,0,0,1,1,1
339,1.89465918983243,0.1768177517068765,DE,2022-09-06,0,1,1,1,0,0,1,1,1,0
340,2.72973083272479,0.305568902992908,DE,2022-09-07,0,0,1,1,0,0,0,1,1,0
341,0.489170559255236,0.1689097744471845,DE,2022-09-08,1,1,1,1,1,1,1,1,1,1
342,2.06303509815132,0.2479935529472585,DE,2022-09-09,0,1,1,1,0,0,0,1,1,0
343,0.831362404371677,0.122233817474587,DE,2022-09-10,1,0,1,1,1,1,0,1,1,0
344,0.348885970441327,0.0109610943734661,DE,2022-09-11,1,1,1,1,1,0,1,1,1,0
345,1.52975140329702,0.01084502235905325,DE,2022-09-12,0,1,1,1,0,0,0,1,1,0
346,1.27760954922577,0.1524541464848325,DE,2022-09-13,1,0,1,1,1,0,1,1,1,0
347,1.75076622509946,0.135633021198532,DE,2022-09-14,1,0,1,1,1,0,0,1,1,0
348,0.841228088851065,0.139113305034572,DE,2022-09-15,1,0,1,1,1,1,0,1,1,0
349,0.5171803354787,0.01055583007957785,DE,2022-09-16,1,1,1,1,1,1,1,1,1,1
350,1.35411605595165,0.01053595097216955,DE,2022-09-17,0,1,1,1,0,0,1,1,1,0
351,1.12541783733521,0.1647819821872995,DE,2022-09-18,1,0,1,1,1,1,1,1,1,1
352,2.99987639840102,0.256365459555485,DE,2022-09-19,0,1,1,1,0,0,1,1,1,0
353,0.687541796755739,0.055025669017738,DE,2022-09-20,1,1,1,1,1,0,1,1,1,0
354,0.999608669719551,0.170495762522901,DE,2022-09-21,0,1,1,1,1,0,1,1,1,0
355,0.900281778959672,0.1560484354507465,DE,2022-09-22,0,1,1,1,1,0,1,1,1,0
356,0.371774318900779,0.099719800419423,DE,2022-09-23,1,1,1,1,1,0,1,1,1,0
357,0.465476364268769,0.01133289740071115,DE,2022-09-24,1,1,1,1,1,1,1,1,1,1
358,0.978458195424284,0.296640570740668,DE,2022-09-25,1,0,1,1,1,0,0,1,1,1
359,0.427851648640058,0.1254533041666925,DE,2022-09-26,1,1,1,1,1,0,1,1,1,0
360,0.848350312699173,0.1545456549284555,DE,2022-09-27,1,1,1,1,1,1,1,1,1,1
361,0.879135204349944,0.1763601000942075,DE,2022-09-28,1,0,1,1,1,0,0,1,1,0
362,1.64891889735559,0.328497927337685,DE,2022-09-29,0,1,1,1,0,0,1,0,1,0
363,0.514270552394597,0.145188586890283,DE,2022-09-30,1,1,1,1,1,0,1,1,1,0
364,0.618424429765301,0.1728877603641635,DE,2022-10-01,1,1,1,1,1,0,1,0,1,0
365,0.603714779819234,0.0943108179553605,DE,2022-10-02,1,1,1,1,1,0,1,0,1,0
366,1.07515511163699,0.15824898355652,DE,2022-10-03,0,1,1,1,1,0,1,0,1,1
367,0.943663237649559,0.1406521037349855,DE,2022-10-04,1,1,1,1,1,0,0,0,1,0
368,1.40355493745026,0.02183305952729285,DE,2022-10-05,1,1,1,1,0,0,1,0,1,0
369,1.69369657854403,0.3414571602332175,DE,2022-10-06,0,1,1,1,0,0,0,1,1,0
370,0.687354495557875,0.2329491717843515,DE,2022-10-07,1,1,1,1,1,0,0,1,1,1
371,0.158731648228186,0.0301739304628131,DE,2022-10-08,1,1,1,1,1,1,1,0,1,0
372,1.02916163509824,0.378661746661074,DE,2022-10-09,0,1,1,1,0,0,1,1,1,0
373,0.357170675257075,0.0384383299537106,DE,2022-10-10,1,1,1,1,1,1,0,1,1,0
374,0.770795584308971,0.277878180506507,DE,2022-10-11,0,1,1,1,1,0,1,0,1,1
375,0.747720177573463,0.233065063194104,DE,2022-10-12,1,0,1,1,1,0,1,0,1,0
376,0.268718995545782,0.05666594778221,DE,2022-10-13,1,1,1,1,1,1,1,1,1,1
377,1.50579150150014,0.1474539147896955,DE,2022-10-14,1,1,0,1,1,1,1,0,1,0
378,2.02275276964587,0.3996580171155345,DE,2022-10-15,0,0,0,1,1,0,0,0,1,0
379,16.1661217699818,0.2043782337896245,FL,2022-09-04,0,1,1,1,0,0,0,0,1,0
380,3.28203553363146,0.278929741510693,FL,2022-09-05,0,0,1,1,0,0,0,1,1,0
381,20.1310638826239,0.1499839309886395,FL,2022-09-06,0,0,1,1,0,0,0,0,1,0
382,5.19906923005548,0.119799313671742,FL,2022-09-07,0,0,1,1,0,0,0,0,1,0
383,5.11168556816816,0.1589316991602195,FL,2022-09-08,0,1,1,0,0,0,1,1,1,0
384,2.58067873837337,0.134957055789641,FL,2022-09-09,0,1,1,1,0,0,1,0,1,0
385,3.23484963022884,0.134640439583459,FL,2022-09-10,0,1,1,1,0,0,0,1,1,0
386,1.28545075817034,0.0819210286076155,FL,2022-09-11,1,1,1,1,1,1,0,1,1,0
387,11.0164619490118,0.150166444651826,FL,2022-09-12,0,0,1,1,0,0,0,0,0,0
388,14.9086596559025,0.180520936468042,FL,2022-09-13,0,0,1,0,0,0,0,0,0,0
389,15.5449698967829,0.168910907572379,FL,2022-09-14,0,1,1,0,0,0,0,0,1,0
390,17.0322644279935,0.194298462415931,FL,2022-09-15,0,1,1,0,0,0,0,0,0,0
391,11.9518000081789,0.174351917661658,FL,2022-09-16,0,1,1,0,0,0,0,0,0,0
392,4.1108147754728,0.1274950154874045,FL,2022-09-17,0,1,1,1,0,1,0,1,1,0
393,1.24893759105869,0.1041842940290345,FL,2022-09-18,1,1,1,1,1,0,0,1,1,0
394,3.47914209144725,0.1165552160466035,FL,2022-09-19,0,0,1,1,1,0,0,1,1,0
395,3.63320928609144,0.1304323010386835,FL,2022-09-20,0,0,0,1,0,0,1,0,1,0
396,8.02585277439085,0.150962888675878,FL,2022-09-21,0,1,1,0,0,0,1,0,0,0
397,11.8605301820393,0.166545016357869,FL,2022-09-22,0,1,0,1,0,0,0,1,1,0
398,4.88789704835661,0.0627884411455505,FL,2022-09-23,1,0,0,1,0,0,0,0,1,0
399,6.45472957885978,0.188372359872946,FL,2022-09-24,0,1,1,1,0,0,0,0,1,0
400,6.76825200297366,0.1474689079507065,FL,2022-09-25,0,0,0,1,0,0,0,0,1,0
401,6.04363084166459,0.1521107189179875,FL,2022-09-26,0,1,1,0,0,0,1,1,0,0
402,6.47374051193589,0.191729187027786,FL,2022-09-27,0,0,1,0,0,0,0,0,0,0
403,6.16522454574038,0.210418577869152,FL,2022-09-28,0,0,1,1,0,0,0,0,1,0
404,6.2321619688686,0.197336218800873,FL,2022-09-29,0,0,1,1,0,0,0,0,1,0
405,3.67671793345069,0.181483675536121,FL,2022-09-30,0,1,1,1,0,0,0,0,1,0
406,3.55831671234479,0.18674331247153,FL,2022-10-01,0,0,0,1,0,0,0,0,1,1
407,1.48442361185897,0.1219400078084585,FL,2022-10-02,1,1,1,0,1,1,0,0,0,0
408,8.48700987416638,0.23413547756761,FL,2022-10-03,0,1,0,1,0,0,1,0,1,0
409,3.20973429048597,0.109587493124079,FL,2022-10-04,0,1,0,1,0,0,1,0,1,0
410,4.30030457102422,0.1440666095522705,FL,2022-10-05,1,0,0,0,1,0,0,0,0,1
411,3.86092318279315,0.2378082053898965,FL,2022-10-06,0,1,1,0,0,0,1,0,0,0
412,1.59203866153332,0.2152193540174335,FL,2022-10-07,1,0,1,1,1,1,0,1,1,0
413,1.06478259286363,0.1511928282129325,FL,2022-10-08,1,1,1,1,1,1,0,0,1,0
414,4.51420811333681,0.284144764397843,FL,2022-10-09,0,1,0,1,0,0,1,0,1,0
415,7.73410624954984,0.1824900970740655,FL,2022-10-10,0,1,0,0,1,0,0,0,0,0
416,3.70632522636796,0.2359915867893275,FL,2022-10-11,0,1,1,1,1,0,0,0,1,0
417,5.54744620546417,0.250161382182214,FL,2022-10-12,0,0,0,0,1,0,0,0,0,0
418,2.05721444418477,0.19294855413064,FL,2022-10-13,1,1,1,0,1,0,0,0,0,0
419,4.18833131449221,0.2094533604702735,FL,2022-10-14,0,1,0,1,1,0,0,0,1,0
420,1.87408300649465,0.190640800115096,FL,2022-10-15,1,1,1,0,1,0,0,0,0,0
421,10.8106083126224,0.1834371157489425,GA,2022-09-04,0,1,1,0,0,0,0,1,0,0
422,0.194822339781114,0.01194356569331885,GA,2022-09-05,1,1,1,1,1,1,1,1,1,1
423,19.4491700989767,0.23201108345076,GA,2022-09-06,0,1,0,1,0,0,0,0,1,0
424,6.15069974369995,0.1986772485585335,GA,2022-09-07,0,1,1,1,0,0,1,1,1,0
425,5.6389935815323,0.1718267072086375,GA,2022-09-08,0,1,1,1,0,0,1,1,1,0
426,4.05527057875021,0.159209900445773,GA,2022-09-09,0,1,1,1,0,0,1,1,1,0
427,4.72501392090266,0.145811808718042,GA,2022-09-10,0,1,1,0,0,0,0,1,0,0
428,2.90802648966496,0.133534561084065,GA,2022-09-11,0,1,0,1,0,0,0,0,1,0
429,10.3192000706013,0.1815855993260425,GA,2022-09-12,0,1,1,1,0,0,0,1,1,0
430,1.46462028560847,0.1255328094408065,GA,2022-09-13,1,1,1,0,1,0,1,1,0,0
431,2.74233434093059,0.159857877593862,GA,2022-09-14,0,1,1,1,0,0,0,0,1,0
432,4.71769139485048,0.1808454695935275,GA,2022-09-15,0,1,1,0,0,0,0,0,0,0
433,1.48078168579742,0.114569551328268,GA,2022-09-16,0,1,1,1,1,0,1,0,1,0
434,3.38805874043897,0.1681035384705905,GA,2022-09-17,0,1,1,1,0,0,1,0,1,0
435,2.00588524642485,0.1731708528470285,GA,2022-09-18,0,1,1,1,0,0,1,0,1,0
436,2.04684037104376,0.150752598188584,GA,2022-09-19,1,1,1,0,0,1,0,1,0,0
437,2.99986063070189,0.1713641825608775,GA,2022-09-20,0,1,0,1,0,0,0,1,1,0
438,3.67471884223203,0.172152560309694,GA,2022-09-21,1,1,0,0,0,0,1,0,0,0
439,2.75386352740047,0.137903805003544,GA,2022-09-22,0,1,1,1,1,0,1,1,1,0
440,4.26814350746057,0.196404945309131,GA,2022-09-23,0,1,1,1,0,0,0,0,1,0
441,2.64727797969376,0.2835182953774325,GA,2022-09-24,0,1,1,0,0,0,1,1,0,0
442,5.17639325084722,0.4226874956038205,GA,2022-09-25,0,0,1,0,0,0,0,0,0,0
443,7.75347348733278,0.3336658242944875,GA,2022-09-26,0,1,1,1,0,0,1,0,1,0
444,9.47647400361497,0.278919511270711,GA,2022-09-27,0,1,1,1,0,0,0,0,1,0
445,1.8138823726638,0.166814518099551,GA,2022-09-28,1,1,1,0,0,0,0,0,0,0
446,2.67231858156847,0.206503398535787,GA,2022-09-29,0,1,0,1,0,0,1,0,1,0
447,1.99309815265181,0.1443342193987185,GA,2022-09-30,1,0,0,1,1,0,1,0,1,0
448,2.87471589291653,0.301970559059813,GA,2022-10-01,1,1,0,0,0,0,1,0,0,0
449,1.02471050430103,0.127539880151662,GA,2022-10-02,0,1,1,1,1,0,1,0,1,1
450,1.88857937175165,0.1839121500995485,GA,2022-10-03,0,1,0,0,1,0,1,0,0,0
451,1.07877165097761,0.135419595366234,GA,2022-10-04,1,1,1,1,1,0,1,0,1,0
452,1.93577988082142,0.2382667017144105,GA,2022-10-05,0,1,1,1,0,0,0,0,1,0
453,1.72466340313873,0.2774237427406525,GA,2022-10-06,1,1,1,0,0,0,0,0,0,0
454,1.45670278035605,0.3327784139286925,GA,2022-10-07,1,1,0,1,0,0,1,0,1,0
455,1.23517431610711,0.2167285392682595,GA,2022-10-08,1,1,1,1,1,1,0,1,1,0
456,1.50566644258032,0.2721608906709845,GA,2022-10-09,0,1,1,1,1,0,0,0,1,0
457,1.17635712375012,0.2254322782356895,GA,2022-10-10,0,1,1,1,1,0,1,0,1,1
458,4.30710452536492,0.2252699528246105,GA,2022-10-11,0,1,0,0,1,0,1,0,0,0
459,5.55748359468948,0.288018794184936,GA,2022-10-12,0,0,1,1,0,0,0,0,1,0
460,2.46824868938902,0.2251170726533875,GA,2022-10-13,0,1,0,1,1,0,0,0,1,0
461,2.7710100707765,0.278995925657727,GA,2022-10-14,0,0,0,0,1,0,0,0,0,0
462,1.84255672417068,0.2050649525269345,GA,2022-10-15,0,1,0,1,1,0,1,0,1,0
463,NA,NA,HI,2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2022-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,0.0156151238750264,0.01156623824469505,HI,2022-09-07,1,1,1,1,1,1,1,1,1,1
467,0.190425517141089,0.0113954053287423,HI,2022-09-08,1,1,1,1,1,1,1,1,1,1
468,0.118966980543495,0.0112371462766302,HI,2022-09-09,1,1,1,1,1,1,1,1,1,1
469,0.0596578093905898,0.0110921144850956,HI,2022-09-10,1,1,1,1,1,0,1,1,1,0
470,0.625157074485431,0.0109610943734661,HI,2022-09-11,1,1,1,1,1,1,1,1,0,0
471,0.357607736990903,0.01084502235905325,HI,2022-09-12,1,1,1,1,1,1,1,0,1,0
472,NA,NA,HI,2022-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.108092116965227,0.0106623849322846,HI,2022-09-14,1,1,1,1,1,1,1,1,1,1
474,0.937148446298692,0.4089219686315405,HI,2022-09-15,0,1,1,1,0,0,1,1,1,0
475,0.317669351471713,0.090299683036907,HI,2022-09-16,1,1,1,1,1,0,1,1,1,0
476,0.390479974370165,0.1245464113320455,HI,2022-09-17,1,1,1,1,1,0,1,1,1,0
477,0.178467178784365,0.0105416685922557,HI,2022-09-18,1,1,1,1,1,1,1,1,1,1
478,1.24502190249516,0.879867087600975,HI,2022-09-19,1,0,1,1,0,1,0,1,1,0
479,NA,NA,HI,2022-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.76490840586306,0.276995482638656,HI,2022-09-21,0,1,1,1,1,0,1,1,1,0
481,0.181465063996827,0.01089139187312375,HI,2022-09-22,1,1,1,1,1,1,1,0,1,0
482,0.118388600995731,0.01108453816212845,HI,2022-09-23,1,1,1,1,1,0,1,1,1,0
483,3.85580703056595,0.348438924399947,HI,2022-09-24,0,0,1,1,0,0,0,1,1,0
484,0.123235544454627,0.0116451218927898,HI,2022-09-25,1,1,1,1,1,1,0,1,1,0
485,0.0627528159991165,0.0120314991148357,HI,2022-09-26,1,1,1,1,1,1,1,1,1,1
486,0.0169816784311561,0.0125042549666106,HI,2022-09-27,1,1,1,1,1,1,1,1,1,1
487,0.312263978746552,0.01307790624161395,HI,2022-09-28,1,1,1,1,1,1,1,1,1,1
488,2.0216804932889,0.357621343081226,HI,2022-09-29,1,1,1,0,0,1,1,1,0,0
489,1.40971751884252,0.342311924023425,HI,2022-09-30,1,1,1,0,0,1,0,1,0,1
490,0.608667079920162,0.01559269570992555,HI,2022-10-01,1,1,1,1,1,1,1,1,1,1
491,2.46437492497974,0.4310086840330445,HI,2022-10-02,1,0,1,0,0,0,0,1,0,0
492,0.0892224822206023,0.01818405412937055,HI,2022-10-03,1,1,1,1,1,1,1,1,1,1
493,NA,NA,HI,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0.338162406767876,0.02183305952729285,HI,2022-10-05,1,1,1,1,1,1,0,1,1,0
495,0.240935806856467,0.02417136343649255,HI,2022-10-06,1,1,1,1,1,1,0,1,1,0
496,0.915364809656092,0.1878985737430275,HI,2022-10-07,1,1,1,0,1,1,1,0,0,0
497,0.810141621218004,0.183473001971281,HI,2022-10-08,1,0,1,1,1,1,0,1,1,0
498,0.38305838155042,0.1647444046396105,HI,2022-10-09,1,1,1,1,1,1,1,1,1,1
499,0.188285509280455,0.0384383299537106,HI,2022-10-10,1,1,1,1,1,1,0,1,1,0
500,NA,NA,HI,2022-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,2.19608658479773,0.3138156356352775,HI,2022-10-12,0,1,1,1,1,0,1,0,1,0
502,1.85916482966103,0.1919725110937255,HI,2022-10-13,0,1,0,1,1,1,1,0,1,0
503,0.831886231388698,0.0647183827716345,HI,2022-10-14,1,1,1,1,0,1,1,0,1,0
504,0.116053758938774,0.0739480131366215,HI,2022-10-15,1,1,1,1,1,0,1,1,1,0
505,0.728061759563788,0.1236147778553705,IA,2022-09-04,1,1,1,1,1,0,1,1,1,0
506,1.686748371336,0.2074949662275875,IA,2022-09-05,0,1,1,1,0,1,1,1,1,1
507,0.86887255642987,0.1050914946102265,IA,2022-09-06,1,1,1,1,1,1,1,1,1,1
508,0.452953804112824,0.0942890006992345,IA,2022-09-07,1,1,1,1,1,0,1,1,1,0
509,7.21638032439643,0.2645434985548105,IA,2022-09-08,0,1,1,1,0,0,1,0,1,0
510,0.739606463924576,0.0696955182940695,IA,2022-09-09,1,1,1,1,1,0,1,1,1,0
511,1.05817136141167,0.1787835230187345,IA,2022-09-10,1,1,1,0,1,1,1,1,0,0
512,1.75509195701152,0.257006833819598,IA,2022-09-11,0,0,1,1,0,0,0,1,1,0
513,0.819041726051752,0.1095173327367785,IA,2022-09-12,1,1,1,1,1,0,0,0,1,0
514,0.497485737861084,0.094391086233163,IA,2022-09-13,1,1,1,1,1,1,1,1,1,1
515,1.55302732567584,0.1811715194026585,IA,2022-09-14,0,1,1,1,0,0,1,0,1,0
516,1.2359301577669,0.01059870634744935,IA,2022-09-15,0,1,1,1,0,0,1,1,1,0
517,1.48131035296572,0.0542123968057235,IA,2022-09-16,0,0,1,1,1,0,0,1,0,0
518,0.61981833944729,0.01053595097216955,IA,2022-09-17,1,1,1,1,1,1,1,1,1,1
519,0.433774207758089,0.0105416685922557,IA,2022-09-18,1,1,1,1,1,1,1,0,1,0
520,3.62655390427994,0.197182689089317,IA,2022-09-19,0,1,1,1,0,0,0,0,1,0
521,0.579263877852771,0.0905319726011615,IA,2022-09-20,1,1,1,1,1,0,0,0,1,0
522,0.677110087531175,0.0802025215551955,IA,2022-09-21,1,1,1,1,1,0,1,0,1,1
523,0.381820528900428,0.083469913661935,IA,2022-09-22,1,1,1,1,1,0,1,1,1,0
524,3.30773332424536,0.301163578276911,IA,2022-09-23,0,1,1,1,0,0,1,1,1,0
525,0.817000802835099,0.0821351437149365,IA,2022-09-24,1,1,1,1,1,0,0,0,1,0
526,0.471034853126153,0.144235008282661,IA,2022-09-25,1,1,1,1,1,1,1,1,1,1
527,0.710177057370893,0.061653538825023,IA,2022-09-26,1,1,1,1,1,1,1,1,1,1
528,1.41995654533894,0.046938754296878,IA,2022-09-27,1,1,1,1,0,0,1,1,1,0
529,0.837770454634582,0.01307790624161395,IA,2022-09-28,1,1,1,1,0,1,0,1,1,0
530,0.887139410785682,0.1011941836347275,IA,2022-09-29,1,1,1,1,1,0,0,0,1,0
531,0.914423268103799,0.1351433041329925,IA,2022-09-30,0,1,1,1,1,0,1,1,1,0
532,0.976970581993412,0.01559269570992555,IA,2022-10-01,1,1,1,1,0,1,1,0,1,0
533,0.779668168817907,0.0167763394973233,IA,2022-10-02,1,1,1,1,0,0,1,0,1,0
534,0.963047194109442,0.1170057184313345,IA,2022-10-03,1,1,1,1,1,0,1,0,1,0
535,1.75445721584513,0.124133391449504,IA,2022-10-04,0,1,0,1,1,0,0,0,1,0
536,1.56971556679037,0.02183305952729285,IA,2022-10-05,1,1,1,1,0,1,0,0,1,0
537,1.8940931805638,0.1493795790190975,IA,2022-10-06,0,1,0,1,1,0,1,0,1,0
538,0.962025451454598,0.1012626780323725,IA,2022-10-07,1,1,1,1,1,1,1,1,1,1
539,0.943698171130806,0.111792842734668,IA,2022-10-08,1,1,1,1,1,0,1,0,1,0
540,0.927536609870894,0.124595449935138,IA,2022-10-09,1,1,1,1,1,0,1,0,1,1
541,3.41934638518099,0.074153565143915,IA,2022-10-10,1,1,0,1,0,0,1,0,1,0
542,2.2151209738678,0.1122389910818005,IA,2022-10-11,1,1,0,1,0,0,0,0,1,0
543,2.55479878648173,0.263767187689719,IA,2022-10-12,0,1,0,1,1,0,0,0,1,0
544,1.66117064050201,0.134089688566871,IA,2022-10-13,1,0,0,1,0,1,1,0,1,0
545,3.39938973455623,0.1088439998479335,IA,2022-10-14,1,1,0,1,0,0,1,0,1,0
546,2.01457680349972,0.207973553508694,IA,2022-10-15,1,1,0,0,1,0,0,0,0,0
547,0.0609573831825139,0.01214926621856975,ID,2022-09-04,1,1,1,1,1,1,1,1,1,1
548,0.0600781788684819,0.01194356569331885,ID,2022-09-05,1,1,1,1,1,1,1,1,1,1
549,0.016755984096559,0.01174910523787415,ID,2022-09-06,1,1,1,1,1,0,1,1,1,0
550,0.116657513697601,0.01156623824469505,ID,2022-09-07,1,1,1,1,1,1,1,1,1,1
551,NA,NA,ID,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,0.0532600321527085,0.0112371462766302,ID,2022-09-09,1,1,1,1,1,1,1,1,1,1
553,1.2675072334573,0.89729691919196,ID,2022-09-10,1,1,1,0,0,1,1,1,0,0
554,NA,NA,ID,2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.439416725276891,0.01084502235905325,ID,2022-09-12,1,1,1,1,1,0,1,1,1,0
556,0.114532609793242,0.0107450121091705,ID,2022-09-13,1,1,1,1,1,1,1,1,1,1
557,0.0507376801414405,0.0106623849322846,ID,2022-09-14,1,1,1,1,1,1,1,1,1,1
558,0.172637452343379,0.01059870634744935,ID,2022-09-15,1,1,1,1,1,1,1,1,1,1
559,0.181346618947987,0.01055583007957785,ID,2022-09-16,1,1,1,1,1,1,1,1,1,1
560,NA,NA,ID,2022-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2022-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2022-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.112831069689415,0.0106427895384588,ID,2022-09-20,1,1,1,1,1,0,1,1,1,0
564,0.0147353698999361,0.01074618234926855,ID,2022-09-21,1,1,1,1,1,0,1,1,1,0
565,NA,NA,ID,2022-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,0.936187994824228,0.4099432183199545,ID,2022-09-23,0,1,1,1,0,0,1,1,1,0
567,0.015685905258248,0.01133289740071115,ID,2022-09-24,1,1,1,1,1,1,1,1,1,1
568,NA,NA,ID,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
