...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
1094,NA,NA,MT,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,0.679690002555755,0.4836586691205345,MT,2023-01-05,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1098,NA,NA,MT,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,0.598468606394317,0.4276808200119475,MT,2023-01-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1101,NA,NA,MT,2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,0.232199668103785,0.163267756993746,MT,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1104,NA,NA,MT,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,0.368945535311173,0.255057268563038,MT,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1110,NA,NA,MT,2023-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,0.579476609222275,0.421327222743065,MT,2023-01-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1118,NA,NA,MT,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,0.0784859393516625,0.0581216642661105,MT,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1125,NA,NA,MT,2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,1.14851428604083,0.810585226284055,MT,2023-02-03,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
1127,NA,NA,MT,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,0.915060548161597,0.198195853775322,NC,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1136,14.3304037246687,0.306029194914889,NC,2023-01-02,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1137,15.7140532471218,0.300914787903691,NC,2023-01-03,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
1138,12.8838831327263,0.30243656577114,NC,2023-01-04,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1139,6.28945005686759,0.2798419535363905,NC,2023-01-05,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
1140,14.6887364013253,0.28368052635939,NC,2023-01-06,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1141,5.63445464121453,0.29409567967954803,NC,2023-01-07,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
1142,3.15206112966193,0.2942939853210755,NC,2023-01-08,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
1143,12.4885140250727,0.3141404126107415,NC,2023-01-09,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
1144,4.30526728433495,0.2993996680066425,NC,2023-01-10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1145,15.9735588855906,0.270714280487138,NC,2023-01-11,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
1146,7.89879074403731,0.342744964306931,NC,2023-01-12,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1147,2.14006750698647,0.310239409564098,NC,2023-01-13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1148,2.4295638803707,0.2698654760665615,NC,2023-01-14,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
1149,2.72531809657821,0.324176026819367,NC,2023-01-15,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1150,3.75035615916969,0.3281666150522335,NC,2023-01-16,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
1151,5.12594673397569,0.3043171664614875,NC,2023-01-17,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0
1152,11.0931925254047,0.3674490583085995,NC,2023-01-18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1153,4.92644850868852,0.341994827427626,NC,2023-01-19,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
1154,3.93859369336956,0.3069097435747355,NC,2023-01-20,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0
1155,8.04305989978334,0.3214563226216725,NC,2023-01-21,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
1156,2.39286863941443,0.283036774621628,NC,2023-01-22,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
1157,7.83431161487154,0.329447520674031,NC,2023-01-23,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1158,6.45109868793862,0.3007282001067615,NC,2023-01-24,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1159,4.41813495851799,0.297349363691616,NC,2023-01-25,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
1160,4.73751914894481,0.290119468994874,NC,2023-01-26,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0
1161,3.72279136683455,0.283305064691816,NC,2023-01-27,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
1162,7.2693137491807,0.3408739525704885,NC,2023-01-28,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1163,1.24205666858238,0.236983658907079,NC,2023-01-29,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
1164,14.5445571184136,0.3326062001341865,NC,2023-01-30,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1165,6.17205159695285,0.2756154093762965,NC,2023-01-31,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0
1166,13.5072082756053,0.31698026665648,NC,2023-02-01,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1167,13.3868923949736,0.3199280239583425,NC,2023-02-02,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
1168,6.82623250895673,0.28027525018618,NC,2023-02-03,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1169,2.33188120706548,0.227504855585398,NC,2023-02-04,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
1170,2.96535018719079,0.2305726957051445,NC,2023-02-05,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1171,15.5105023114766,0.290791451674113,NC,2023-02-06,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1172,13.3204307024366,0.259154617966617,NC,2023-02-07,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1173,4.5756075511068,0.2122580740579535,NC,2023-02-08,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
1174,3.51725227671714,0.200657679912512,NC,2023-02-09,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1175,7.81133842869197,0.303653075774406,NC,2023-02-10,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1176,7.27562052825365,0.237943537099624,NC,2023-02-11,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
1177,0.114658976653829,0.083126169251397,ND,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1178,0.353203408442028,0.0876558305760725,ND,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1179,1.32096041066009,0.092854575767343,ND,2023-01-03,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1180,0.754328129423179,0.378251932197463,ND,2023-01-04,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
1181,0.387319213178231,0.2945408243581685,ND,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1182,NA,NA,ND,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,0.299429518555246,0.2742731289149255,ND,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1186,0.766682910693951,0.309400209756635,ND,2023-01-10,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1187,0.230259932783244,0.163267756993746,ND,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1188,1.09684072364222,0.176165031322682,ND,2023-01-12,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
1189,0.268608101291859,0.1900357455872175,ND,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,NA,NA,ND,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.798448803055911,0.2455636644266465,ND,2023-01-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1193,2.02370990750551,0.255057268563038,ND,2023-01-17,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
1194,1.23653210011992,0.3844489648960725,ND,2023-01-18,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0
1195,0.205820411542884,0.2541041041460845,ND,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1196,0.57180547069763,0.274728246367838,ND,2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1197,NA,NA,ND,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.237307015543798,0.166695495531247,ND,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1199,1.35301963820904,0.320520769075719,ND,2023-01-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
1200,1.86244868529941,0.411671168372438,ND,2023-01-24,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0
1201,0.491525160471238,0.1253350938221125,ND,2023-01-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1202,0.315681746231012,0.2786328426219245,ND,2023-01-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1203,0.153398613633305,0.1020508867333785,ND,2023-01-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1204,NA,NA,ND,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,2.03752019780748,0.4193630588435495,ND,2023-01-30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1207,0.530496568956003,0.065389582336248,ND,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1208,0.081920738824079,0.0581216642661105,ND,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1209,0.288386304662073,0.1612561343038055,ND,2023-02-02,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1210,0.0653464670081197,0.0455927449257074,ND,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1211,NA,NA,ND,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,0.143609357919997,0.0311651890543852,ND,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1214,1.15136390725508,0.295861173632776,ND,2023-02-07,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1215,0.117383270689783,0.0239522039237196,ND,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1216,0.59250254393011,0.2584036319633725,ND,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1217,0.0284218317562338,0.0182850984863216,ND,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1218,NA,NA,ND,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,4.1326039719539,0.520940952772585,NE,2023-01-01,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
1220,1.33929014053264,0.1686048390090465,NE,2023-01-02,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
1221,2.60059013374635,0.2162036535597155,NE,2023-01-03,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1
1222,4.30634381746358,0.3287485893931365,NE,2023-01-04,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
1223,1.24805784299226,0.274569338826412,NE,2023-01-05,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1224,1.6543184655869,0.310376350268163,NE,2023-01-06,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
1225,1.41384081782783,0.487931647331785,NE,2023-01-07,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0
1226,2.01412647173618,0.458859228602189,NE,2023-01-08,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0
1227,2.41472790636799,0.3764861496349965,NE,2023-01-09,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
1228,2.79563259773215,0.30737107310736,NE,2023-01-10,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0
1229,4.10163976848861,0.398593403579262,NE,2023-01-11,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
1230,1.05438647655964,0.286989486333854,NE,2023-01-12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
1231,0.832119122489876,0.2983037006767885,NE,2023-01-13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
1232,1.87922920887207,0.4390719096037545,NE,2023-01-14,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
1233,1.30395906024568,0.2206788767057295,NE,2023-01-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1234,4.81051772661789,0.307916556115275,NE,2023-01-16,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
1235,2.69791727141681,0.32640125337713,NE,2023-01-17,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
1236,2.67144542858896,0.2677612644225555,NE,2023-01-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1237,1.80745840951717,0.346486533124643,NE,2023-01-19,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
1238,5.18030844467379,0.3374462508883525,NE,2023-01-20,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
1239,2.23487173825784,0.325130137963708,NE,2023-01-21,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
1240,0.895156452170907,0.3485810982000335,NE,2023-01-22,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
1241,2.70971740298536,0.4413742471588585,NE,2023-01-23,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0
1242,2.02495032346351,0.384814658811443,NE,2023-01-24,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1
1243,3.28742686426651,0.4921566620403405,NE,2023-01-25,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
1244,2.54625293842209,0.517801851668355,NE,2023-01-26,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
1245,1.30942433022988,0.2844119675281815,NE,2023-01-27,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
1246,1.00009522477466,0.315341228481165,NE,2023-01-28,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1247,2.05828264217672,0.59647498650346,NE,2023-01-29,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
1248,2.79153974894496,0.3913765361960525,NE,2023-01-30,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0
1249,0.716454408920715,0.205818039164284,NE,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1250,1.15861556802377,0.1787413207816005,NE,2023-02-01,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1251,0.522393407377011,0.325834948537527,NE,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1252,0.866113349024849,0.2182264400637525,NE,2023-02-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1253,2.26817702184217,0.4334838476535255,NE,2023-02-04,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
1254,0.994729894257089,0.2857215781707235,NE,2023-02-05,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1255,2.53994866466482,0.3049673852781815,NE,2023-02-06,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
1256,7.08922777376924,0.4793997722215125,NE,2023-02-07,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
1257,1.96909294054208,0.26753166757154,NE,2023-02-08,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
1258,2.12158568518066,0.3262491622744735,NE,2023-02-09,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1259,0.578379910018058,0.15124586296105,NE,2023-02-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1260,0.858052803915841,0.149604305552835,NE,2023-02-11,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
1261,NA,NA,NH,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,0.935537464382369,0.3109743459558145,NH,2023-01-02,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1263,NA,NA,NH,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,0.819399591304322,0.3915324203115495,NH,2023-01-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1265,0.768221964309912,0.38228786078437,NH,2023-01-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
1266,10.5904572911621,0.4030787686343765,NH,2023-01-06,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
1267,NA,NA,NH,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,1.20400906669575,0.56110047557762,NH,2023-01-08,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
1269,2.91237232590481,0.406651025560383,NH,2023-01-09,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
1270,0.881494427869324,0.417408653952826,NH,2023-01-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1271,0.519030278977224,0.368508559154019,NH,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1272,2.26127900429528,0.3493277779047665,NH,2023-01-12,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
1273,3.23521825499997,0.3876841710115825,NH,2023-01-13,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
1274,0.227666182892486,0.2568246002411235,NH,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1275,NA,NA,NH,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,0.93768275399332,0.261857897475757,NH,2023-01-16,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
1277,0.860180595199884,0.2521897217438875,NH,2023-01-17,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1278,1.23397908332034,0.3844489648960725,NH,2023-01-18,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
1279,1.64675929325369,0.228267011565564,NH,2023-01-19,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1280,0.28377221835266,0.198381992277648,NH,2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1281,0.856791410289772,0.3502792875992305,NH,2023-01-21,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1282,1.33024238864258,0.377670817629267,NH,2023-01-22,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1
1283,1.4149139322264,0.152060367676627,NH,2023-01-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1284,0.691905207186401,0.190385161573612,NH,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1285,1.68662016477034,0.305702989462201,NH,2023-01-25,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
1286,0.307117097793012,0.2786328426219245,NH,2023-01-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1287,NA,NA,NH,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,0.382607626336166,0.091681300107320493,NH,2023-01-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1289,NA,NA,NH,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,0.548034836050973,0.073381227518344,NH,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1291,0.0931484348491095,0.065389582336248,NH,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1292,1.30001142425131,0.4051925178952835,NH,2023-02-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1293,0.654580780034576,0.2011540286634955,NH,2023-02-02,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1294,0.0643184893126859,0.0455927449257074,NH,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1295,NA,NA,NH,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,0.168784903163342,0.0354507371213476,NH,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1297,NA,NA,NH,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,0.984893665978509,0.69863383025635,NH,2023-02-07,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1299,1.14280979368303,0.2246623150147,NH,2023-02-08,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
1300,NA,NA,NH,2023-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,0.0257983948908935,0.0182850984863216,NH,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1302,NA,NA,NH,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,7.22884740823597,0.341760653193537,NJ,2023-01-01,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1
1304,44.8808752408849,0.43561953493754,NJ,2023-01-02,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1305,8.81083614888902,0.280808996377812,NJ,2023-01-03,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1306,5.93758123612038,0.1862485133898535,NJ,2023-01-04,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
1307,3.44038768913225,0.391216519114713,NJ,2023-01-05,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1308,92.185711513787,0.412323920517307,NJ,2023-01-06,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1309,41.0284120294919,0.3962271827893115,NJ,2023-01-07,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
1310,54.7047205591987,0.383069127917263,NJ,2023-01-08,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1311,97.5029687965777,0.378318275512503,NJ,2023-01-09,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1312,42.835316346683,0.371189224310817,NJ,2023-01-10,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0
