"","es_score","brier_score","location","target_date","X23E_50_CI","X23F_50_CI","other_50_CI","X24A_50_CI","X23E_95_CI","X23F_95_CI","other_95_CI","X24A_95_CI"
"293",NA,NA,"CT",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,"CT",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"295",1.24886675320924,1.76291698414288,"DC",2024-01-21,1,0,1,0,1,0,1,0
"296",NA,NA,"DC",2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
"297",0.0173546720453689,0.00680319040457568,"DC",2024-01-23,1,1,1,1,1,1,1,1
"298",NA,NA,"DC",2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,"DC",2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,"DC",2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,"DC",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,"DC",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,"DC",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
"305",0.00152023715667307,0.00218870752201129,"DC",2024-01-31,1,1,1,1,1,1,1,1
"306",0.00112712821201471,0.00189542624856035,"DC",2024-02-01,1,1,1,1,1,1,1,1
"307",0.00111633776249156,0.00164084628241088,"DC",2024-02-02,1,1,1,1,1,1,1,1
"308",NA,NA,"DC",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,"DC",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,NA,"DC",2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,"DC",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"312",NA,NA,"DC",2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA
"313",NA,NA,"DC",2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"DC",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,"DC",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"317",0.00110515853157811,0.000382073940247237,"DC",2024-02-12,1,1,1,1,1,1,1,1
"318",0.000233896781374837,0.000329895990427177,"DC",2024-02-13,1,1,1,1,1,1,1,1
"319",NA,NA,"DC",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,"DC",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,"DC",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"DC",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"DC",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"DC",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,"DC",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,"DC",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,"DC",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"328",7.42037854717208e-05,7.55091147972842e-05,"DC",2024-02-23,1,1,1,1,1,1,1,1
"329",NA,NA,"DC",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,"DC",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,"DC",2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,NA,"DC",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,"DC",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,"DC",2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,NA,"DC",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,"DC",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"337",0.00653745673871181,0.00897866674361296,"DE",2024-01-21,1,1,1,1,1,0,1,0
"338",1.37255181586486,0.454084972378859,"DE",2024-01-22,1,1,0,0,1,1,0,0
"339",0.0664251207073284,0.00680319040457568,"DE",2024-01-23,1,1,1,1,1,1,1,1
"340",0.0566306196479423,0.00591567397370476,"DE",2024-01-24,1,1,1,1,1,1,1,1
"341",0.00310005512377785,0.00514063093353085,"DE",2024-01-25,1,1,1,1,1,1,1,1
"342",0.0112807004669295,0.00446444733921375,"DE",2024-01-26,1,1,1,1,1,1,1,1
"343",0.0232986873351366,0.00387503415951453,"DE",2024-01-27,1,1,1,1,1,0,1,0
"344",NA,NA,"DE",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
"345",0.0839908875877497,0.0029149142712461,"DE",2024-01-29,1,1,1,1,1,1,1,1
"346",0.0713994789460732,0.0025263779671509,"DE",2024-01-30,1,1,1,1,1,1,1,1
"347",0.0128352658497541,0.00218870752201129,"DE",2024-01-31,1,1,1,1,1,1,1,1
"348",NA,NA,"DE",2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"349",0.00120291591695901,0.00164084628241088,"DE",2024-02-02,1,1,1,1,1,1,1,1
"350",0.00792851825475968,0.00141997953854963,"DE",2024-02-03,1,1,1,1,1,1,1,1
"351",0.00780358578607919,0.00122845732843049,"DE",2024-02-04,1,1,1,1,1,1,1,1
"352",0.000768639215301917,0.0010624580794842,"DE",2024-02-05,1,1,1,1,1,1,1,1
"353",0.0295776519657056,0.000918642570660045,"DE",2024-02-06,1,1,1,1,1,1,0,0
"354",0.0133688925946329,0.000794096089036846,"DE",2024-02-07,1,1,1,1,1,1,1,1
"355",0.0104616118062107,0.00068627691895088,"DE",2024-02-08,1,1,1,1,1,1,1,1
"356",0.00357446736149433,0.000592970592612434,"DE",2024-02-09,1,1,1,1,1,1,1,1
"357",1.33746405034819,0.975496166713299,"DE",2024-02-10,1,1,0,0,1,1,0,0
"358",0.000278416224501647,0.000442436339627913,"DE",2024-02-11,1,1,1,1,1,1,1,1
"359",NA,NA,"DE",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
"360",0.00569365978447968,0.000329895990427177,"DE",2024-02-13,1,1,1,1,1,1,1,1
"361",1.31974649684923,0.491004854415296,"DE",2024-02-14,1,1,0,0,1,1,0,0
"362",2.66298894038927,0.655431120373054,"DE",2024-02-15,1,1,0,0,1,1,0,0
"363",NA,NA,"DE",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"364",0.00268560128770888,0.000183116283211965,"DE",2024-02-17,1,1,1,1,1,1,1,1
"365",0.000479539433271618,0.000158013690510242,"DE",2024-02-18,1,1,1,1,1,0,1,0
"366",9.94050711160648e-05,0.00013633974343629,"DE",2024-02-19,1,1,1,1,1,1,1,1
"367",0.000785408887873276,0.000117628809851518,"DE",2024-02-20,1,1,1,1,1,1,1,1
"368",0.000226260028095452,0.000101477938029662,"DE",2024-02-21,1,1,1,1,1,1,1,1
"369",0.000627922554234134,8.75385329574149e-05,"DE",2024-02-22,1,1,1,1,1,1,1,1
"370",0.000290982589761197,7.55091147972842e-05,"DE",2024-02-23,1,1,1,1,1,1,1,1
"371",3.17066680055522e-05,6.51290235302856e-05,"DE",2024-02-24,1,1,1,1,1,1,1,1
"372",0.00010192237125714,5.61729499228954e-05,"DE",2024-02-25,1,1,1,1,1,1,1,1
"373",0.000148492423947245,4.84461873758158e-05,"DE",2024-02-26,1,1,1,1,1,1,1,1
"374",0.000427519510126855,4.17805120509395e-05,"DE",2024-02-27,1,1,1,1,1,1,1,1
"375",0.000758824573151157,3.60306100754897e-05,"DE",2024-02-28,1,1,1,1,1,0,1,0
"376",2.08313657425472e-05,3.10709807224824e-05,"DE",2024-02-29,1,1,1,1,1,1,1,1
"377",2.36032243132673e-05,2.67932533916213e-05,"DE",2024-03-01,1,1,1,1,1,1,1,1
"378",2.02373960463383e-05,2.31038640843149e-05,"DE",2024-03-02,1,1,1,1,1,1,1,1
"379",0.510160156459993,0.184372498483539,"FL",2024-01-21,1,1,1,1,1,0,1,0
"380",0.439313522301937,0.118457497136385,"FL",2024-01-22,1,1,1,1,1,0,0,0
"381",1.37619962659467,0.20831176216287,"FL",2024-01-23,1,1,0,1,1,1,0,0
"382",2.24009465437616,0.425346351808991,"FL",2024-01-24,1,1,0,0,1,0,0,0
"383",0.367980780996928,0.00514063093353085,"FL",2024-01-25,1,1,1,1,1,0,1,0
"384",0.625507247571225,0.113260515249705,"FL",2024-01-26,1,1,1,1,1,0,0,0
"385",0.022723438817012,0.00387503415951453,"FL",2024-01-27,1,1,1,1,1,1,1,1
"386",NA,NA,"FL",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
"387",0.789200508884135,0.0029149142712461,"FL",2024-01-29,1,1,1,1,1,1,0,0
"388",0.21064022489756,0.0025263779671509,"FL",2024-01-30,1,1,1,1,1,0,1,0
"389",0.636346878729339,0.00218870752201129,"FL",2024-01-31,1,1,1,1,1,0,0,0
"390",1.57676389787139,0.148255227240265,"FL",2024-02-01,1,1,0,0,1,0,0,0
"391",1.72227958542582,0.167689583004017,"FL",2024-02-02,1,1,0,0,1,1,0,0
"392",1.11793065282345,0.320748496136503,"FL",2024-02-03,1,1,0,0,1,1,0,0
"393",NA,NA,"FL",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
"394",1.01133323758105,0.240374683080347,"FL",2024-02-05,1,0,1,0,1,0,1,0
"395",4.50706357951974,0.292635632323257,"FL",2024-02-06,1,0,0,0,1,0,0,0
"396",1.93080498460624,0.15579191638277,"FL",2024-02-07,1,1,0,0,1,1,0,0
"397",0.636493305519858,0.0749613056087874,"FL",2024-02-08,1,1,1,1,1,1,1,1
"398",0.121605357816925,0.000592970592612434,"FL",2024-02-09,1,1,1,1,1,1,1,1
"399",0.00822063589862747,0.000512249356628178,"FL",2024-02-10,1,1,1,1,1,1,1,1
"400",NA,NA,"FL",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"401",1.19628859112062,0.244994342730576,"FL",2024-02-12,1,1,0,0,1,1,0,0
"402",1.00662298715705,0.109218751621871,"FL",2024-02-13,1,1,0,0,1,0,0,1
"403",0.0379781871833116,0.00028480328511696,"FL",2024-02-14,1,1,1,1,1,1,1,1
"404",0.0592794673474679,0.000245842105078165,"FL",2024-02-15,1,1,1,1,1,1,1,1
"405",0.0145035393054552,0.000212185393913473,"FL",2024-02-16,1,1,1,1,1,1,1,1
"406",0.000487680079711419,0.000183116283211965,"FL",2024-02-17,1,1,1,1,1,1,1,1
"407",NA,NA,"FL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"408",1.04096349012969,0.0985916844236483,"FL",2024-02-19,1,0,1,0,1,0,1,0
"409",1.12841059699046,0.0942282978647919,"FL",2024-02-20,1,1,0,0,1,0,0,1
"410",0.0112438071495561,0.000101477938029662,"FL",2024-02-21,1,1,1,1,1,1,1,1
"411",5.32582926554317,0.396012972293745,"FL",2024-02-22,1,1,0,0,1,1,0,0
"412",0.00203412560025715,7.55091147972842e-05,"FL",2024-02-23,1,1,1,1,1,1,1,1
"413",0.000174614780115129,6.51290235302856e-05,"FL",2024-02-24,1,1,1,1,1,1,1,1
"414",1.4027951596442,1.98379831769507,"FL",2024-02-25,1,1,0,0,1,1,0,0
"415",1.31267432213851,0.198540528088828,"FL",2024-02-26,1,1,0,0,1,1,0,0
"416",5.5377770223003,0.794447520173755,"FL",2024-02-27,1,1,0,0,1,1,0,0
"417",0.000215236541820651,3.60306100754897e-05,"FL",2024-02-28,1,1,1,1,1,1,1,1
"418",0.00105338341380529,3.10709807224824e-05,"FL",2024-02-29,1,1,1,1,1,1,1,1
"419",0.000165675118757223,2.67932533916213e-05,"FL",2024-03-01,1,1,1,1,1,1,1,1
"420",NA,NA,"FL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"421",0.711870875110617,0.232143077949501,"GA",2024-01-21,1,1,0,1,1,1,0,0
"422",0.473800969526886,0.155337171188033,"GA",2024-01-22,1,1,1,1,1,1,0,0
"423",2.57641503429705,0.34823719438474,"GA",2024-01-23,1,0,1,0,1,0,1,0
"424",0.088916882136897,0.00591567397370475,"GA",2024-01-24,1,1,1,1,1,1,1,1
"425",0.0523451758739492,0.00514063093353085,"GA",2024-01-25,1,1,1,1,1,1,1,1
"426",0.0607492297337692,0.00446444733921375,"GA",2024-01-26,1,1,1,1,1,1,0,0
"427",0.0391236258553523,0.00387503415951453,"GA",2024-01-27,1,1,1,1,1,1,1,1
"428",0.119198079017113,0.00336168015344793,"GA",2024-01-28,1,1,1,1,1,1,1,1
"429",0.812485807547323,0.173720674593853,"GA",2024-01-29,1,1,0,1,1,0,1,0
"430",0.130768402257252,0.0025263779671509,"GA",2024-01-30,1,1,1,1,1,1,1,1
"431",0.708677860311514,0.113676341581374,"GA",2024-01-31,1,1,0,1,1,1,0,0
"432",0.250446465913479,0.00189542624856035,"GA",2024-02-01,1,1,1,1,1,1,1,1
"433",0.980553249498018,0.213814232093352,"GA",2024-02-02,1,1,0,1,1,1,0,0
"434",0.903995802459581,0.161084237837526,"GA",2024-02-03,1,1,0,1,1,1,0,0
"435",0.0183872884253461,0.00122845732843049,"GA",2024-02-04,1,1,1,1,1,1,0,0
"436",1.02046681792875,0.193811962535688,"GA",2024-02-05,1,1,0,0,1,1,1,1
"437",0.276917244408745,0.000918642570660045,"GA",2024-02-06,1,1,1,1,1,0,1,0
"438",0.767861132034039,0.0815221274920229,"GA",2024-02-07,1,1,0,1,1,1,0,0
"439",0.0219301872048936,0.00068627691895088,"GA",2024-02-08,1,1,1,1,1,0,1,0
"440",0.00607927360285099,0.000592970592612434,"GA",2024-02-09,1,1,1,1,1,1,1,1
"441",0.000365970186514925,0.000512249356628178,"GA",2024-02-10,1,1,1,1,1,1,1,1
"442",0.00696065382438045,0.000442436339627913,"GA",2024-02-11,1,1,1,1,1,1,1,1
"443",0.0377509894281128,0.000382073940247237,"GA",2024-02-12,1,1,1,1,1,1,1,1
"444",2.04078785957575,0.262290575480998,"GA",2024-02-13,0,1,0,0,0,1,0,0
"445",2.52953440199409,0.357172113197974,"GA",2024-02-14,1,1,0,0,1,1,0,0
"446",0.0478969701489628,0.000245842105078165,"GA",2024-02-15,1,1,1,1,1,1,1,1
"447",1.38972984865313,1.96174079013577,"GA",2024-02-16,1,0,1,0,1,0,1,0
"448",0.000115682669199034,0.000183116283211965,"GA",2024-02-17,1,1,1,1,1,1,1,1
"449",0.00176227695350326,0.000158013690510242,"GA",2024-02-18,1,1,1,1,1,1,1,1
"450",2.13448377855747,0.281820993197522,"GA",2024-02-19,1,0,0,0,1,0,0,0
"451",1.26340111478039,0.219709189938046,"GA",2024-02-20,1,1,0,0,1,1,0,0
"452",0.0153639391651174,0.000101477938029662,"GA",2024-02-21,1,1,1,1,1,0,1,0
"453",0.00551316946657521,8.75385329574149e-05,"GA",2024-02-22,1,1,1,1,1,1,1,1
"454",0.000355123785486175,7.55091147972842e-05,"GA",2024-02-23,1,1,1,1,1,1,1,1
"455",0.000442373256663159,6.51290235302856e-05,"GA",2024-02-24,1,1,1,1,1,1,1,1
"456",9.54169888758849e-05,5.61729499228954e-05,"GA",2024-02-25,1,1,1,1,1,1,1,1
"457",1.35326404579968,0.330868582689796,"GA",2024-02-26,1,1,0,0,1,1,0,0
"458",0.000508391618593548,4.17805120509395e-05,"GA",2024-02-27,1,1,1,1,1,0,1,0
"459",1.90635987953386e-05,3.60306100754897e-05,"GA",2024-02-28,1,1,1,1,1,1,1,1
"460",4.90024998360677e-05,3.10709807224824e-05,"GA",2024-02-29,1,1,1,1,1,1,1,1
"461",0.000689811319302708,2.67932533916213e-05,"GA",2024-03-01,1,1,1,1,1,1,1,1
"462",0.00084353762419228,2.31038640843149e-05,"GA",2024-03-02,1,1,1,1,1,1,1,1
"463",NA,NA,"HI",2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,"HI",2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,"HI",2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,"HI",2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
"473",0.0013833695678461,0.00218870752201129,"HI",2024-01-31,1,1,1,1,1,1,1,1
"474",NA,NA,"HI",2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,"HI",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,"HI",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,"HI",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,"HI",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,"HI",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,"HI",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,"HI",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
"499",0.000106322470656518,4.84461873758158e-05,"HI",2024-02-26,1,1,1,1,1,1,1,1
"500",NA,NA,"HI",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,"HI",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,"HI",2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,"HI",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,"HI",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"505",0.0258934145931904,0.00897866674361296,"IA",2024-01-21,1,1,1,1,1,1,1,1
"506",3.23263280613722,0.766486055472491,"IA",2024-01-22,1,0,1,0,1,0,1,0
"507",2.61521343473838,0.679878411779223,"IA",2024-01-23,1,0,0,0,1,0,0,0
"508",1.24420317031214,0.33557256720927,"IA",2024-01-24,1,1,0,0,1,0,0,0
"509",0.6478474501095,0.206617899571307,"IA",2024-01-25,1,1,1,1,1,0,0,1
"510",0.0128456468569745,0.00446444733921375,"IA",2024-01-26,1,1,1,1,1,1,1,1
"511",NA,NA,"IA",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
"512",0.143351243806695,0.00336168015344793,"IA",2024-01-28,1,1,1,1,1,1,1,1
"513",0.0609038929886726,0.0029149142712461,"IA",2024-01-29,1,1,1,1,1,1,1,1
"514",1.14031742502721,0.474367293772387,"IA",2024-01-30,1,1,0,0,1,1,0,0
"515",0.00157413283560184,0.00218870752201129,"IA",2024-01-31,1,1,1,1,1,0,1,0
"516",0.0118791842193839,0.00189542624856035,"IA",2024-02-01,1,1,1,1,1,1,1,1
"517",1.14459278100396,0.277566944734257,"IA",2024-02-02,0,1,1,0,0,1,1,0
"518",0.00426928814048658,0.00141997953854963,"IA",2024-02-03,1,1,1,1,1,1,1,1
"519",0.000736282008882552,0.00122845732843049,"IA",2024-02-04,1,1,1,1,1,1,1,1
"520",1.09521908209402,0.17787424615244,"IA",2024-02-05,0,1,1,1,0,1,1,0
"521",1.10522338996533,0.320992655887126,"IA",2024-02-06,1,0,1,0,1,1,1,1
"522",0.0134564872856223,0.000794096089036846,"IA",2024-02-07,1,1,1,1,1,1,1,1
"523",0.0169126171377088,0.00068627691895088,"IA",2024-02-08,1,1,1,1,1,1,1,1
"524",0.0191986817161303,0.000592970592612434,"IA",2024-02-09,1,1,1,1,1,1,1,1
"525",0.00885678320186567,0.000512249356628178,"IA",2024-02-10,1,1,1,1,1,1,1,1
"526",1.21593000066175,0.218725413914703,"IA",2024-02-11,0,1,1,0,0,1,1,0
"527",0.0285693755465375,0.000382073940247237,"IA",2024-02-12,1,1,1,1,1,1,1,1
"528",0.0199982671427278,0.000329895990427177,"IA",2024-02-13,1,1,1,1,1,1,1,1
"529",0.0101084260070775,0.00028480328511696,"IA",2024-02-14,1,1,1,1,1,1,0,0
"530",2.25435713994926,0.492642216773305,"IA",2024-02-15,0,1,0,0,0,1,0,0
"531",0.000598424470446446,0.000212185393913473,"IA",2024-02-16,1,1,1,1,1,1,1,1
"532",1.37437139897894,0.985356978596192,"IA",2024-02-17,1,1,0,0,1,1,0,0
"533",0.000909810703016434,0.000158013690510242,"IA",2024-02-18,1,1,1,1,1,1,1,1
"534",1.27713198095616,0.246946121587557,"IA",2024-02-19,1,1,0,0,1,1,0,0
"535",0.0030949307033051,0.000117628809851518,"IA",2024-02-20,1,1,1,1,1,1,1,1
"536",0.00319605810014027,0.000101477938029662,"IA",2024-02-21,1,1,1,1,1,0,1,0
"537",1.30438248545396,0.24754093463345,"IA",2024-02-22,1,1,0,0,1,1,0,0
"538",0.00211624739678009,7.55091147972842e-05,"IA",2024-02-23,1,1,1,1,1,1,1,1
"539",5.61584204531312e-05,6.51290235302856e-05,"IA",2024-02-24,1,1,1,1,1,1,1,1
"540",1.38053452303259,0.661303554531639,"IA",2024-02-25,1,1,0,0,1,1,0,0
"541",0.000655883170982044,4.84461873758158e-05,"IA",2024-02-26,1,1,1,1,1,1,1,1
"542",2.75482916759288,0.497336131181345,"IA",2024-02-27,0,1,1,0,0,1,1,0
"543",1.38867077240088,0.662378975308687,"IA",2024-02-28,1,1,0,0,1,1,0,0
"544",1.37370289162133,0.397625059726353,"IA",2024-02-29,1,1,0,0,1,1,0,0
"545",8.65074434443398e-05,2.67932533916213e-05,"IA",2024-03-01,1,1,1,1,1,1,1,1
"546",1.54856384940493e-05,2.31038640843149e-05,"IA",2024-03-02,1,1,1,1,1,1,1,1
"547",NA,NA,"ID",2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"582",4.59477985557642e-05,5.61729499228954e-05,"ID",2024-02-25,1,1,1,1,1,1,1,1
"583",NA,NA,"ID",2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"589",1.54630882724756,0.598854267918008,"IL",2024-01-21,1,0,0,0,1,0,0,0
"590",0.746877774824872,0.217826238462578,"IL",2024-01-22,1,1,1,1,1,1,1,1
"591",1.2864050313555,0.179524823340256,"IL",2024-01-23,1,1,0,1,1,0,0,0
"592",0.528634892267984,0.126789868160079,"IL",2024-01-24,1,1,1,1,1,1,0,0
"593",0.378731088123392,0.00514063093353085,"IL",2024-01-25,1,1,1,1,1,1,0,0
