...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
728,0.239631704393435,0.053708490619292,KY,2022-12-17,1,1,1,1,1,1,1,0,1,0,1,0,1,1
729,1.7095295512637,0.430251738445995,KY,2022-12-18,1,0,0,1,1,1,0,1,0,0,1,1,1,0
730,8.68669079300918,0.447502329443745,KY,2022-12-19,1,1,0,1,1,1,0,1,0,0,0,0,1,0
731,1.23431866442695,0.300776872873818,KY,2022-12-20,1,1,1,1,1,1,0,1,1,0,1,1,1,0
732,2.48923324891225,0.502311263865575,KY,2022-12-21,0,1,0,0,1,1,1,0,1,0,1,0,1,0
733,2.64946063334066,0.334509677992523,KY,2022-12-22,1,1,0,1,1,1,0,1,1,0,0,1,1,0
734,NA,NA,KY,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,1.02457157702307,0.722697515078735,KY,2022-12-24,1,0,1,1,1,1,1,1,0,0,1,1,1,1
736,NA,NA,KY,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.935127123734272,0.2019439396379225,KY,2022-12-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0
738,1.29099732945546,0.0895830988224085,KY,2022-12-27,1,1,0,1,1,1,1,1,1,0,1,0,1,1
739,1.28666391808252,0.1959523510923955,KY,2022-12-28,1,1,1,1,0,1,1,1,1,1,1,0,1,0
740,1.34622020960874,0.3474274582285245,KY,2022-12-29,0,1,1,1,0,1,0,0,1,1,1,0,1,1
741,1.19770092053837,0.120320951392025,KY,2022-12-30,1,1,0,1,1,1,1,1,1,0,1,0,1,1
742,1.76314326729468,0.353756897964337,KY,2022-12-31,1,1,1,1,0,1,0,1,1,1,1,0,1,0
743,NA,NA,KY,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,2.2724924555495,0.3668833484155955,KY,2023-01-02,0,1,1,1,0,1,1,0,1,1,1,0,1,0
745,2.60694620654913,0.396185358792475,KY,2023-01-03,1,0,1,1,0,1,0,1,0,0,0,1,1,0
746,0.429793210337845,0.244513968409923,KY,2023-01-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1
747,1.55685998517871,0.2377482260688945,KY,2023-01-05,1,1,0,1,1,1,1,1,1,0,1,0,1,1
748,2.48819432204856,0.303160824781545,KY,2023-01-06,1,1,0,1,0,1,0,1,1,0,1,1,1,0
749,1.97959959001012,0.55707216443905,KY,2023-01-07,1,1,1,1,0,1,0,1,1,1,1,0,1,0
750,1.59412856520731,0.294260117146158,KY,2023-01-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
751,0.884291657157586,0.3535122385829765,KY,2023-01-09,1,1,1,1,1,1,0,1,0,0,1,0,0,0
752,1.3814601758613,0.2887007644011575,KY,2023-01-10,1,1,0,1,0,1,1,1,1,0,1,0,1,1
753,1.94549579224757,0.376461169284036,KY,2023-01-11,1,1,0,1,0,1,1,1,1,0,1,0,1,1
754,2.25973716555619,0.57391107490216,KY,2023-01-12,1,1,1,1,0,0,0,1,1,0,1,0,0,0
755,3.27612178335305,0.4971195835598365,KY,2023-01-13,1,1,0,1,0,1,0,1,1,0,1,0,1,0
756,1.07317672538226,0.75883769605243,KY,2023-01-14,1,0,1,1,1,1,1,1,0,0,1,1,1,1
757,0.886810146285644,0.247307275276959,LA,2022-12-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0
758,2.47335257132819,0.353566163354293,LA,2022-12-05,1,0,0,1,1,1,0,1,0,0,0,1,0,0
759,1.96448114184646,0.2511278805139005,LA,2022-12-06,1,1,1,1,1,1,0,1,0,0,1,0,0,0
760,1.85602163005934,0.2904874860019815,LA,2022-12-07,1,1,1,1,1,1,0,1,1,0,1,0,1,0
761,0.999427139586269,0.2446580682680415,LA,2022-12-08,0,1,1,1,1,1,1,1,1,0,0,0,1,1
762,1.77561025972581,0.3103744196266475,LA,2022-12-09,1,1,1,1,1,1,0,1,0,0,1,1,1,0
763,0.739603836319515,0.2985663100002635,LA,2022-12-10,1,1,1,1,0,1,1,1,1,0,1,0,1,0
764,1.87574257376301,0.356621753209126,LA,2022-12-11,1,1,0,1,1,0,0,1,0,0,0,0,0,0
765,3.69170293251426,0.308528853555824,LA,2022-12-12,1,1,0,1,1,1,0,0,1,0,1,0,1,0
766,1.79199549000873,0.276156139443821,LA,2022-12-13,0,1,1,1,1,1,1,0,1,0,0,0,1,0
767,1.13218902992407,0.2017616342128755,LA,2022-12-14,1,1,1,1,1,1,1,1,0,0,0,1,1,0
768,2.20129098316184,0.277682839800931,LA,2022-12-15,0,1,1,1,1,1,0,0,1,0,0,0,1,0
769,0.904264940205551,0.127573027545891,LA,2022-12-16,1,1,1,1,1,1,1,1,0,0,1,1,1,0
770,1.79237984910988,0.309447341332208,LA,2022-12-17,1,1,1,1,1,1,0,1,1,0,1,1,0,0
771,1.22513188902666,0.28917578523661,LA,2022-12-18,1,0,1,1,1,1,0,1,0,0,1,0,1,0
772,1.67299946405315,0.263031244057375,LA,2022-12-19,1,1,1,1,1,1,0,1,0,0,0,0,0,0
773,2.32875408312428,0.219342863213459,LA,2022-12-20,1,1,1,1,0,1,0,1,1,0,0,0,1,0
774,1.39170246396708,0.1835874369419165,LA,2022-12-21,0,1,1,1,1,1,1,0,1,0,0,0,1,0
775,4.29059227781099,0.394423980525857,LA,2022-12-22,0,1,0,1,1,0,0,0,0,0,0,1,0,0
776,2.95231938449484,0.264827993661941,LA,2022-12-23,1,1,1,1,0,0,0,1,0,1,0,0,0,0
777,1.06193462564499,0.3223373450052155,LA,2022-12-24,1,0,1,1,1,1,1,1,0,1,1,0,1,1
778,2.3255273925012,0.1331006751431785,LA,2022-12-25,1,1,0,1,0,1,1,1,1,0,1,0,1,1
779,1.96398025155524,0.2322783985165745,LA,2022-12-26,1,1,1,1,1,1,0,1,0,0,0,0,1,0
780,4.39709607323784,0.3524325938491225,LA,2022-12-27,1,1,1,1,0,1,0,1,0,0,0,0,1,0
781,7.05529484992625,0.257789390784501,LA,2022-12-28,1,1,0,1,0,1,0,1,0,0,0,0,1,0
782,11.7159564594449,0.3914112907644135,LA,2022-12-29,1,0,0,1,0,0,0,1,1,0,1,0,0,0
783,3.76945675861681,0.281164692013936,LA,2022-12-30,1,1,1,1,0,1,0,1,0,0,0,0,1,0
784,3.07240214698947,0.3025690848874615,LA,2022-12-31,1,1,1,1,0,1,0,1,1,0,1,0,1,0
785,4.19664834467077,0.1664723794350345,LA,2023-01-01,1,1,0,1,0,1,1,1,1,0,1,0,1,0
786,4.43206105990037,0.316049277065738,LA,2023-01-02,1,1,1,1,0,0,0,1,1,0,0,0,0,0
787,7.55782379995588,0.2757316055091235,LA,2023-01-03,1,1,0,1,0,1,0,1,1,0,1,0,1,0
788,4.37137644237861,0.3109011169356855,LA,2023-01-04,1,0,0,1,0,1,0,1,0,0,0,0,1,0
789,10.8831055568292,0.2651699459002275,LA,2023-01-05,1,1,0,1,0,0,1,1,1,0,1,0,0,1
790,9.37430644674737,0.3758144809672765,LA,2023-01-06,1,0,0,1,0,0,0,1,0,0,0,0,0,0
791,2.94877221749494,0.3620253075028465,LA,2023-01-07,1,0,0,1,0,1,0,1,0,1,1,0,1,1
792,3.81636260720435,0.3691145085389935,LA,2023-01-08,1,0,0,1,0,1,0,1,0,0,1,0,1,0
793,11.3304071276207,0.3844759120501145,LA,2023-01-09,1,0,0,1,0,0,1,1,0,0,0,0,0,1
794,13.2768198433142,0.3621201080685985,LA,2023-01-10,1,0,0,0,0,1,1,1,0,0,0,0,1,1
795,8.90444564037156,0.4036871230106565,LA,2023-01-11,1,0,0,1,0,0,1,1,0,0,0,0,0,0
796,2.54038149343823,0.3365581757194295,LA,2023-01-12,1,1,0,1,0,1,0,1,1,0,1,0,1,1
797,6.17382164363454,0.4750614032917475,LA,2023-01-13,1,0,0,0,0,1,0,1,0,0,0,0,1,0
798,2.94134586763989,0.451132957847557,LA,2023-01-14,1,1,0,0,0,1,1,1,1,0,0,0,1,1
799,4.93702708607283,0.3168790627652805,MA,2022-12-04,0,1,0,1,1,1,1,0,0,0,0,1,1,0
800,20.8978498178449,0.353780413720546,MA,2022-12-05,1,1,0,1,0,1,1,1,0,0,0,0,1,0
801,22.9033384633008,0.3659884739678725,MA,2022-12-06,0,1,0,1,0,1,0,0,0,0,0,0,0,0
802,20.3624527709004,0.340773120255312,MA,2022-12-07,0,0,0,1,0,1,0,0,0,0,0,0,1,0
803,10.0060759389436,0.3252167581151595,MA,2022-12-08,0,1,0,1,0,0,1,1,0,0,0,0,0,0
804,14.1555467912267,0.339026919681694,MA,2022-12-09,1,0,0,1,0,0,1,0,0,0,0,0,0,0
805,21.186647842136,0.4373554608814525,MA,2022-12-10,1,1,0,1,0,1,1,0,0,0,1,0,0,0
806,20.4894834820752,0.3924791519406705,MA,2022-12-11,0,0,0,1,0,1,1,0,0,0,0,0,0,1
807,27.3694905720929,0.3507684757001615,MA,2022-12-12,1,1,0,1,0,1,1,0,0,0,0,0,0,0
808,0.944646558058608,0.363741207753833,MA,2022-12-13,1,0,1,1,1,1,1,1,0,1,1,0,1,0
809,0.606101283367012,0.3412754987065485,MA,2022-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
810,NA,NA,MA,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,1.41026202035454,0.51310342324571,MA,2022-12-16,1,0,0,1,1,0,1,1,0,0,1,1,0,1
812,0.710429942054976,0.3644513046842595,MA,2022-12-17,1,1,1,1,0,1,1,1,1,0,1,1,1,0
813,1.8593845708132,0.65679582931938,MA,2022-12-18,1,1,0,1,1,1,0,1,1,0,1,1,1,0
814,4.08206869086666,0.54650451402402,MA,2022-12-19,1,0,0,1,0,1,1,1,0,0,1,0,1,0
815,1.27657048875956,0.3188819062871285,MA,2022-12-20,1,1,1,0,0,1,1,1,1,0,0,1,1,1
816,2.37573402617709,0.69438661295114,MA,2022-12-21,1,0,0,1,1,1,1,1,0,0,1,0,1,0
817,1.2670134477948,0.4853071832366255,MA,2022-12-22,1,1,0,0,1,1,0,1,1,0,0,1,1,0
818,0.95899192026701,0.677414804277795,MA,2022-12-23,1,1,1,1,1,1,0,1,1,0,1,1,1,0
819,NA,NA,MA,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1.16256264208795,0.2760751685528655,MA,2022-12-26,1,1,1,1,0,1,1,1,1,0,1,0,1,0
822,2.74736808357947,0.337205050244771,MA,2022-12-27,1,1,1,1,1,1,0,1,1,1,0,0,1,0
823,18.9395757800137,0.3499766434103305,MA,2022-12-28,1,1,0,1,0,1,0,1,0,0,0,0,1,0
824,25.7505353920416,0.357045280129887,MA,2022-12-29,1,1,0,1,0,1,0,1,0,0,0,0,0,0
825,14.5073047537037,0.377784062147507,MA,2022-12-30,0,1,0,1,0,0,1,1,0,0,0,0,0,1
826,0.82282081454496,0.3203867321014815,MA,2022-12-31,1,1,1,1,0,1,1,1,1,0,1,0,1,1
827,0.213210711483708,0.148035715022587,MA,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
828,19.4014314382022,0.3445883604682645,MA,2023-01-02,1,1,0,1,0,0,0,1,1,0,0,0,0,0
829,9.06501979669459,0.3716658098919605,MA,2023-01-03,1,0,0,1,0,1,0,1,0,0,0,0,1,0
830,1.82024505672894,0.2619942474534785,MA,2023-01-04,1,1,1,1,0,1,1,1,1,0,0,0,1,1
831,18.9320727173371,0.3123637663593335,MA,2023-01-05,0,1,0,1,0,0,0,0,0,0,0,0,0,0
832,10.2853399414478,0.3462372943170165,MA,2023-01-06,1,0,0,1,0,0,0,1,0,0,1,0,0,0
833,10.1203375247558,0.2616835185758275,MA,2023-01-07,1,1,0,1,0,1,1,1,1,0,1,0,1,0
834,5.43415394485561,0.3306964503594935,MA,2023-01-08,1,1,1,1,0,0,0,1,0,1,0,0,0,0
835,9.76979553625381,0.2683877779951925,MA,2023-01-09,1,1,0,1,0,0,1,1,1,0,0,0,0,1
836,22.9973319167002,0.2410726618933225,MA,2023-01-10,0,1,0,1,0,1,0,0,1,0,0,0,1,0
837,5.24067277149621,0.2321543904695295,MA,2023-01-11,1,0,0,1,0,1,1,1,1,0,0,0,1,1
838,6.11061127782317,0.2755656553241845,MA,2023-01-12,1,0,0,1,1,0,1,1,0,1,0,0,0,1
839,2.17360123196107,0.263385537944704,MA,2023-01-13,1,1,1,1,1,0,1,1,1,0,0,0,0,0
840,4.58378808615073,0.1559532154395905,MA,2023-01-14,1,1,0,1,0,1,1,1,1,0,1,0,1,1
841,3.56705354255775,0.2032035794556095,MD,2022-12-04,1,0,0,1,1,1,1,1,1,0,0,1,1,0
842,8.59145019539501,0.191689331235074,MD,2022-12-05,0,1,0,0,0,1,0,0,0,0,0,0,1,0
843,1.47783935272215,0.26817167451109297,MD,2022-12-06,1,1,1,1,1,1,1,0,0,0,0,1,0,0
844,2.69798670315404,0.256881508665728,MD,2022-12-07,1,1,1,0,0,1,1,0,1,0,0,1,1,0
845,1.07160861863209,0.2622836135776765,MD,2022-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
846,7.247320399981,0.1710653570558765,MD,2022-12-09,1,0,0,0,1,0,0,1,0,0,0,0,0,0
847,3.503509487511,0.1782360347990475,MD,2022-12-10,0,1,0,1,0,1,0,0,1,0,1,0,1,0
848,1.73204096429783,0.2112434522909255,MD,2022-12-11,1,1,1,1,1,1,1,0,0,0,0,1,1,0
849,11.0273356145748,0.156144459190731,MD,2022-12-12,1,0,0,1,0,1,1,1,0,0,0,0,0,0
850,2.12572418686742,0.248571106735716,MD,2022-12-13,1,0,1,1,1,1,1,1,0,0,1,0,1,0
851,0.953592168202534,0.2294916713387595,MD,2022-12-14,1,1,1,1,1,1,1,1,0,0,1,0,0,0
852,6.95921027154054,0.0992644586805705,MD,2022-12-15,1,0,0,0,0,1,0,1,0,0,0,0,1,1
853,4.62052576323218,0.246679317799002,MD,2022-12-16,1,1,1,0,0,1,0,0,0,0,0,0,0,0
854,4.3949154674434,0.1847730272238095,MD,2022-12-17,1,1,0,1,0,1,1,1,1,0,0,0,0,0
855,5.9586912383775,0.2037612562816005,MD,2022-12-18,1,1,0,1,0,1,0,0,0,0,1,0,1,0
856,2.03656365870581,0.2405767660778905,MD,2022-12-19,0,1,1,0,1,1,1,0,0,0,1,0,1,0
857,2.90380631260017,0.2417053786856765,MD,2022-12-20,1,1,1,0,0,1,0,1,0,1,0,0,1,0
858,2.64113096232481,0.2481268804115385,MD,2022-12-21,1,1,1,0,0,1,0,1,1,1,1,0,1,0
859,4.01187651490222,0.289375463144205,MD,2022-12-22,1,1,0,1,0,1,1,1,1,0,1,0,1,1
860,8.74991586576159,0.232427839486798,MD,2022-12-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0
861,1.39465772573325,0.229075506710972,MD,2022-12-24,0,1,1,1,1,1,1,1,1,0,0,0,1,0
862,0.476266168546762,0.3157241005653385,MD,2022-12-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1
863,13.0118685712788,0.2161507719666175,MD,2022-12-26,1,1,0,0,0,0,0,1,0,0,0,0,0,0
864,6.29804089726978,0.2464268647630325,MD,2022-12-27,1,1,0,1,0,0,0,1,0,0,1,0,0,0
865,3.43260300829795,0.2764038072849845,MD,2022-12-28,1,1,1,1,0,0,0,1,0,0,0,0,0,0
866,6.32505420066823,0.353452897604168,MD,2022-12-29,1,1,0,1,0,0,0,1,1,1,0,0,0,0
867,3.09925555136573,0.455241834032941,MD,2022-12-30,1,1,0,0,1,1,1,1,1,0,0,1,1,0
868,15.9110568881292,0.2695018935438615,MD,2022-12-31,1,0,0,1,0,0,0,1,0,0,0,0,0,0
869,1.48144026927008,0.376954729660938,MD,2023-01-01,1,1,0,0,1,0,1,1,1,0,0,0,0,0
870,2.40984240135075,0.3370223484619415,MD,2023-01-02,1,1,1,1,0,0,0,1,1,0,0,1,0,0
871,9.79783208328655,0.343833069548277,MD,2023-01-03,0,1,1,1,0,0,0,0,0,1,1,0,0,0
872,9.50588975081415,0.309088454184627,MD,2023-01-04,1,1,0,1,0,0,0,1,1,0,1,0,0,0
873,4.95614168881604,0.4071265440956945,MD,2023-01-05,1,1,0,0,1,1,0,1,1,0,0,0,1,0
874,7.23423901438391,0.3088178359253665,MD,2023-01-06,1,1,0,0,0,1,1,1,0,0,0,0,1,0
875,7.039678937824,0.385671455126097,MD,2023-01-07,1,1,0,0,0,0,0,1,1,0,0,0,0,0
876,2.43735636883251,0.29924270555272,MD,2023-01-08,1,1,1,1,1,0,1,1,0,0,0,0,0,1
877,4.79631317013141,0.299089487668193,MD,2023-01-09,1,1,0,1,1,0,0,1,1,1,0,0,1,0
878,2.44369933832313,0.279630887172135,MD,2023-01-10,1,1,0,0,1,1,0,1,1,0,0,0,1,0
879,4.46603740563607,0.36427517144444,MD,2023-01-11,1,1,1,1,0,1,0,1,0,1,0,0,1,0
880,7.02332140383832,0.3187115721160925,MD,2023-01-12,0,1,0,0,1,0,1,0,1,0,0,0,0,0
881,3.48263606007309,0.282634520498387,MD,2023-01-13,1,0,0,0,1,1,0,1,0,0,0,0,1,1
882,3.36168743058495,0.291821359983157,MD,2023-01-14,1,1,0,1,0,0,1,1,1,0,1,0,0,1
883,2.4111908841773,0.706065271822355,ME,2022-12-04,1,0,0,1,0,1,1,0,1,0,1,0,1,1
884,NA,NA,ME,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,0.840151809987103,0.253190288338213,ME,2022-12-06,0,1,1,1,1,1,1,0,0,0,0,0,1,0
886,0.920196942254227,0.302046615958692,ME,2022-12-07,1,1,1,0,1,1,1,1,0,0,0,1,1,0
887,4.38744683924556,0.340641927795389,ME,2022-12-08,1,1,0,1,1,1,0,0,0,0,1,0,0,0
888,1.72587593291298,0.3378586285847945,ME,2022-12-09,0,1,0,1,1,0,1,0,0,0,1,0,1,0
889,2.21670634169014,0.325167041173313,ME,2022-12-10,1,1,0,1,1,1,0,0,0,1,1,1,1,0
890,1.94192087673464,0.3828355664117445,ME,2022-12-11,1,1,0,1,1,1,0,1,1,1,1,1,1,1
891,2.17210614199239,0.2474699254096235,ME,2022-12-12,1,1,1,1,1,1,0,1,0,1,1,1,1,0
892,8.62751045147379,0.4800427126689905,ME,2022-12-13,0,1,0,1,1,0,0,0,1,0,1,0,0,0
893,1.92315294204006,0.2500353375082175,ME,2022-12-14,1,1,1,1,1,1,0,0,0,0,0,0,1,0
894,1.03260061896779,0.726804925282695,ME,2022-12-15,1,0,1,1,1,1,1,1,0,0,1,1,1,1
895,NA,NA,ME,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,3.91708190016802,0.309747231375659,ME,2022-12-19,0,1,0,1,1,0,0,0,0,0,1,0,0,0
899,10.6556717312208,0.4362365281242065,ME,2022-12-20,1,1,0,1,1,0,0,0,0,0,1,0,0,0
900,0.790931162454799,0.2642604728407975,ME,2022-12-21,1,0,1,1,1,1,1,1,1,0,1,0,1,1
901,0.945302431979561,0.674706009013755,ME,2022-12-22,1,1,1,1,1,1,0,1,1,0,1,1,1,0
902,NA,NA,ME,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,1.67246625767952,0.324777224982582,ME,2022-12-26,1,1,1,1,1,1,0,1,0,1,0,0,1,0
906,3.46032800587945,0.3541925365810605,ME,2022-12-27,1,1,0,0,1,0,0,1,0,0,1,0,1,0
907,1.32604104286744,0.1473276441175505,ME,2022-12-28,1,1,0,1,1,1,1,1,1,0,1,0,0,1
908,3.19990313325865,0.39118475548449,ME,2022-12-29,1,1,0,1,0,0,1,1,0,0,0,0,0,0
909,NA,NA,ME,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,2.33492359549932,0.3027039027625265,ME,2023-01-02,1,1,1,1,0,1,0,1,1,0,0,0,1,0
913,0.913990722011149,0.3137705577235015,ME,2023-01-03,1,1,1,1,1,1,0,1,1,0,0,1,1,1
914,0.727437213585535,0.2014855892257865,ME,2023-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
915,0.971397268667958,0.283523844039835,ME,2023-01-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1
916,0.987128731448515,0.69649948701694,ME,2023-01-06,1,1,1,1,1,1,0,1,1,1,1,0,1,0
917,NA,NA,ME,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,1.59057194136108,0.294260117146158,ME,2023-01-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
919,NA,NA,ME,2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,0.163497894522423,0.117029376712389,ME,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
924,NA,NA,ME,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,9.53862220777715,0.3036021520385675,MI,2022-12-04,1,1,0,1,1,1,0,1,1,0,0,0,1,0
926,3.36943790043528,0.317030031211537,MI,2022-12-05,0,1,0,1,1,0,1,0,1,0,0,0,0,0
927,9.07641732586262,0.2914606300435745,MI,2022-12-06,0,1,0,0,0,1,0,0,0,0,0,0,0,0
928,17.0227215105343,0.3384671977231805,MI,2022-12-07,1,1,0,0,1,0,0,0,0,0,0,1,0,0
929,11.7211196083699,0.3094949329009135,MI,2022-12-08,1,0,0,0,1,0,0,0,0,0,0,1,0,0
930,10.2835276448192,0.2942178848604095,MI,2022-12-09,1,1,0,0,0,0,0,0,1,0,0,0,0,0
931,10.926736245928,0.304012182719926,MI,2022-12-10,1,0,0,0,0,1,0,0,0,0,1,1,0,0
932,15.5884782472921,0.329505386174721,MI,2022-12-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
933,17.6966489920023,0.286108225175997,MI,2022-12-12,0,1,0,0,0,1,0,1,1,0,0,0,0,0
934,4.09015914864263,0.255559741592935,MI,2022-12-13,1,1,1,1,0,1,0,1,1,0,1,0,0,0
935,5.92625092515205,0.267920167075281,MI,2022-12-14,0,1,0,1,0,1,0,0,0,0,1,0,0,0
936,8.99577125739063,0.2424998094326105,MI,2022-12-15,1,1,1,0,0,1,0,0,0,0,0,0,1,0
937,2.91193971155103,0.279283197750951,MI,2022-12-16,1,1,0,1,1,0,0,1,1,0,1,0,1,0
938,9.03293186730826,0.3304781262489545,MI,2022-12-17,1,1,0,1,0,1,0,1,0,0,0,0,1,0
939,6.56660890324649,0.251649837647459,MI,2022-12-18,1,1,1,0,0,1,0,1,0,0,0,0,1,0
940,21.2414382655937,0.3223894429075615,MI,2022-12-19,1,0,0,0,0,1,0,1,0,0,0,0,0,0
941,11.0040963747973,0.415104269080511,MI,2022-12-20,0,1,0,1,0,1,0,0,1,0,0,0,1,0
942,7.01894436319717,0.322738190518972,MI,2022-12-21,0,1,0,1,0,1,0,0,0,0,1,0,1,0
943,4.07517977298656,0.25143114696304,MI,2022-12-22,0,1,1,1,0,1,0,0,1,0,0,0,1,0
944,4.02228688521523,0.3939865457169415,MI,2022-12-23,1,1,0,1,1,0,0,1,0,0,1,0,0,0
945,2.01349284010869,0.2156238761900685,MI,2022-12-24,1,1,1,1,0,0,0,1,1,1,1,0,0,0
946,3.29447232132329,0.4214605591537585,MI,2022-12-25,1,1,0,1,0,1,0,1,1,0,0,0,1,0
947,15.187677281907,0.275553071955241,MI,2022-12-26,1,0,1,1,0,0,0,0,0,1,0,0,0,0
948,12.0950319506609,0.356297691047739,MI,2022-12-27,1,0,0,1,0,1,0,1,0,0,0,0,1,0
949,4.80415623863088,0.377134394437215,MI,2022-12-28,1,1,0,1,1,1,0,1,0,0,0,1,1,0
950,4.67335599549898,0.276939171465181,MI,2022-12-29,1,1,1,1,0,0,0,1,1,0,1,0,0,0
951,9.76344582116223,0.3560220333769425,MI,2022-12-30,1,0,1,1,0,0,0,1,0,0,0,0,0,0
952,2.95071292454617,0.285481633344929,MI,2022-12-31,1,0,1,1,0,1,0,1,1,0,1,0,1,0
953,1.1883237902062,0.2822637917794255,MI,2023-01-01,1,1,1,1,0,1,0,1,1,0,1,0,1,0
954,14.8280997273399,0.29271460442109,MI,2023-01-02,0,0,0,0,0,0,0,1,0,0,1,0,0,0
955,20.4912040168013,0.3397435932809625,MI,2023-01-03,1,0,0,1,0,0,0,1,0,0,0,0,0,0
956,5.66875740682761,0.3458171274764295,MI,2023-01-04,0,0,0,1,0,1,0,1,0,0,0,0,1,0
957,16.2569635332584,0.3242514268156885,MI,2023-01-05,0,1,0,1,0,1,0,0,0,0,0,0,1,0
958,6.87808864712093,0.397890860440217,MI,2023-01-06,1,0,0,1,0,0,0,1,0,0,0,0,0,0
959,5.92865826145023,0.3245425683778195,MI,2023-01-07,1,0,0,1,0,1,0,1,1,0,1,0,1,0
960,9.95732600985568,0.4187585980833955,MI,2023-01-08,0,0,0,1,0,1,0,0,0,0,1,0,1,0
961,13.2082825702362,0.402688071593746,MI,2023-01-09,1,0,0,1,0,1,0,1,0,0,0,0,1,0
962,15.7014225753326,0.3770128983202265,MI,2023-01-10,1,0,0,1,0,1,0,1,0,0,0,0,1,0
963,14.9482610588814,0.4486972801759855,MI,2023-01-11,1,0,0,1,0,1,0,1,0,0,0,0,1,0
964,8.22637057112875,0.434061925999814,MI,2023-01-12,1,0,0,1,0,1,0,1,0,0,0,0,1,0
965,12.5451138614481,0.5046891779294,MI,2023-01-13,0,0,0,1,0,1,0,0,0,0,1,0,1,0
966,5.76235594083496,0.4934698484676025,MI,2023-01-14,1,0,1,1,0,1,0,1,0,0,0,0,1,0
967,7.0289458058676,0.333439531274097,MN,2022-12-04,1,1,0,1,1,0,0,0,0,0,1,1,0,0
968,10.1998661112783,0.307965355794969,MN,2022-12-05,1,0,0,1,1,1,0,0,0,0,0,0,1,0
969,8.41452825402,0.3245347265952905,MN,2022-12-06,1,0,0,1,1,1,0,1,0,0,0,0,0,0
970,5.5125750937265,0.3079213843175865,MN,2022-12-07,1,1,0,1,1,0,0,1,1,0,0,0,0,0
