...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
240,2.20455594209191,0.2698087545188055,CO,2022-11-07,1,1,1,1,1,1,0,1,0,0,0,0,1,0
241,2.62112680762117,0.3053509695809885,CO,2022-11-08,1,0,1,1,1,1,1,1,0,1,0,0,1,0
242,2.66285363869898,0.2627741263954745,CO,2022-11-09,1,1,1,1,1,1,0,1,1,1,0,1,1,0
243,4.67745269857265,0.3345930990967405,CO,2022-11-10,1,1,1,0,1,0,0,1,0,0,0,1,0,0
244,2.57258685155488,0.3691145615272365,CO,2022-11-11,1,0,1,0,1,1,1,1,0,0,0,1,1,0
245,1.5084774044795,0.273798473644483,CO,2022-11-12,1,0,1,1,1,1,1,1,0,1,0,1,1,0
246,1.93888100374359,0.4294793350012855,CO,2022-11-13,1,1,0,0,1,1,0,1,1,0,1,1,1,0
247,3.04967899389134,0.309149147922612,CO,2022-11-14,1,0,1,0,1,1,0,1,0,1,0,0,1,0
248,3.36612226568554,0.348292168792143,CO,2022-11-15,0,0,1,0,1,1,1,0,0,1,0,1,1,0
249,4.09157102001894,0.354143304279553,CO,2022-11-16,1,0,1,0,1,0,0,1,0,0,0,0,0,0
250,4.56586723517948,0.295935846741531,CO,2022-11-17,1,1,1,0,1,1,0,1,0,1,0,0,1,0
251,6.17228903137329,0.449166362942713,CO,2022-11-18,1,0,1,0,1,1,0,1,0,1,0,1,1,0
252,0.950034179679281,0.2357956106079,CO,2022-11-19,1,1,1,1,1,1,1,1,1,1,0,0,1,0
253,1.45351475864679,0.101612880834494,CT,2022-10-09,1,1,1,0,1,1,0,1,0,0,0,1,1,0
254,1.55308891573887,0.180786990008765,CT,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,2.57403771839332,0.243493644621007,CT,2022-10-11,1,0,1,1,1,1,0,1,0,1,1,1,1,0
256,3.6454213828409,0.3273905799334635,CT,2022-10-12,1,1,1,0,1,1,0,1,0,1,0,1,1,0
257,3.93780428221033,0.4442829328271215,CT,2022-10-13,1,0,1,1,1,1,0,1,0,1,0,1,1,0
258,6.51138668111594,0.38990456897197,CT,2022-10-14,1,1,0,0,1,1,0,1,1,0,0,1,1,0
259,0.789944484995792,0.2113737185299645,CT,2022-10-15,1,1,0,1,1,1,1,1,1,0,0,1,1,0
260,3.59220525878124,0.30025520215764,CT,2022-10-16,1,0,1,0,1,1,0,1,0,0,0,1,1,0
261,0.481440224160714,0.246925845091418,CT,2022-10-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262,2.7623742429971,0.527340149014525,CT,2022-10-18,1,1,1,0,1,1,0,1,0,1,0,1,1,0
263,2.28569097634398,0.667619028053445,CT,2022-10-19,1,0,1,1,1,1,0,1,0,1,0,1,1,0
264,1.33809831213026,0.3085126950263795,CT,2022-10-20,1,1,1,0,1,1,0,1,0,1,0,1,1,0
265,0.63261206398263,0.2928325497172525,CT,2022-10-21,1,1,1,1,1,1,1,1,0,1,0,1,1,0
266,3.44945979020225,0.55070629484977,CT,2022-10-22,1,1,1,0,1,1,0,1,0,1,0,1,1,0
267,1.16114682101885,0.3413246758821895,CT,2022-10-23,1,1,1,1,0,1,1,1,0,1,1,0,1,0
268,0.897621908549651,0.2443987620791775,CT,2022-10-24,1,1,1,1,1,1,1,1,0,0,0,1,1,0
269,0.829462938314166,0.216179721292841,CT,2022-10-25,1,1,1,1,1,1,1,1,0,1,1,1,1,0
270,1.35584802671487,0.214450897617166,CT,2022-10-26,1,1,1,1,1,1,1,1,0,1,0,1,1,0
271,2.43409746187447,0.3516855226342515,CT,2022-10-27,1,0,1,1,1,1,0,1,1,0,0,1,1,1
272,1.52260349301343,0.2236969467065115,CT,2022-10-28,1,1,1,0,1,1,0,1,0,0,0,1,1,0
273,2.50720805989459,0.3154223813219305,CT,2022-10-29,1,0,1,1,1,1,1,1,0,0,0,0,1,0
274,1.06706415286859,0.2136761434625725,CT,2022-10-30,1,1,1,1,1,1,0,1,0,0,0,1,1,0
275,3.31941273039076,0.260968957644094,CT,2022-10-31,1,1,1,0,1,0,0,1,1,0,0,1,0,0
276,1.66806297631479,0.278829599571001,CT,2022-11-01,1,1,1,1,1,1,1,1,1,1,0,0,1,0
277,1.07315739823387,0.3019222681403945,CT,2022-11-02,1,1,1,1,1,1,1,1,0,1,0,1,1,0
278,3.75156398783704,0.291924497570697,CT,2022-11-03,1,0,1,0,1,1,0,1,0,0,0,0,1,0
279,1.10619127911185,0.3004906125376415,CT,2022-11-04,1,1,1,1,1,0,1,1,1,1,0,0,0,0
280,3.09526019485312,0.370108326306968,CT,2022-11-05,1,0,1,0,1,0,1,1,0,0,0,1,0,0
281,2.11449245157931,0.2712479143054245,CT,2022-11-06,1,1,1,0,1,1,0,1,1,0,0,1,1,0
282,0.22682300760601,0.257338501931301,CT,2022-11-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
283,1.12241540305021,0.267501827193783,CT,2022-11-08,1,1,1,1,1,1,0,1,0,0,1,1,1,0
284,0.775285672651161,0.3435419956792905,CT,2022-11-09,1,0,1,1,1,1,1,1,0,1,1,1,1,0
285,0.536005404679711,0.212263124674267,CT,2022-11-10,1,1,1,1,1,1,1,1,0,1,0,1,1,0
286,0.479893318693148,0.20740563308156101,CT,2022-11-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
287,1.3334596669579,0.361596908741375,CT,2022-11-12,1,1,1,1,1,1,1,1,1,0,0,0,1,0
288,3.56243877653358,0.4045132119584195,CT,2022-11-13,1,1,1,0,1,0,0,1,1,1,0,0,0,0
289,2.11801345126553,0.3068281420273105,CT,2022-11-14,1,1,1,1,0,0,1,1,0,0,1,0,0,0
290,NA,NA,CT,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,CT,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1.94849429098197,0.3046203208887135,CT,2022-11-17,1,0,1,0,1,1,0,1,1,1,0,0,1,0
293,4.54645262232762,0.451475284987944,CT,2022-11-18,1,1,1,0,1,1,0,1,0,0,0,0,1,0
294,1.39915971456533,0.3593143256265265,CT,2022-11-19,1,1,1,0,1,0,1,1,1,1,0,0,0,0
295,2.56305345700777,0.4375684186324755,DC,2022-10-09,1,0,1,0,1,1,0,1,0,1,0,1,1,0
296,1.17871025596447,0.264635546876707,DC,2022-10-10,1,0,1,1,1,1,1,1,0,0,0,1,1,0
297,1.47600204154092,0.51896246097085,DC,2022-10-11,1,1,0,0,1,1,0,1,1,0,0,1,1,0
298,1.61159715511784,0.2620477934030915,DC,2022-10-12,1,1,1,0,1,1,1,1,1,0,1,1,1,0
299,2.2178848263613,0.324393285008804,DC,2022-10-13,1,1,1,0,0,1,0,1,1,1,0,0,1,0
300,0.565854949569511,0.255736179902155,DC,2022-10-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
301,0.803979543685519,0.1923937475318045,DC,2022-10-15,1,1,0,1,1,1,1,1,1,0,1,1,1,0
302,0.496278049245717,0.146920049730692,DC,2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,1.76880646075072,0.281590166042361,DC,2022-10-17,1,0,1,1,1,1,1,1,0,1,0,1,1,0
304,0.590566983267931,0.1882577380092125,DC,2022-10-18,1,1,1,1,1,1,1,1,0,0,1,1,1,1
305,0.534823804513313,0.1491515228990395,DC,2022-10-19,1,1,1,1,1,1,1,1,0,1,1,1,1,0
306,0.536074489526495,0.3266049212176485,DC,2022-10-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
307,0.433634505403504,0.169096238606254,DC,2022-10-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
308,0.969668025564605,0.3035272151792905,DC,2022-10-22,1,1,0,1,1,1,1,1,1,0,0,1,1,0
309,1.29005612585936,0.32489306588459,DC,2022-10-23,1,1,1,0,1,1,1,1,1,1,0,1,1,0
310,0.326392352401235,0.230246252657908,DC,2022-10-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
311,0.905563121460672,0.4188438949509425,DC,2022-10-25,1,0,1,1,1,1,1,1,0,1,0,1,1,0
312,1.95126452826789,0.3305335863363185,DC,2022-10-26,1,0,1,1,1,1,0,1,0,1,0,1,1,1
313,2.10908806841784,0.413170913875746,DC,2022-10-27,1,0,1,1,1,1,0,1,0,1,0,1,1,0
314,1.16083855673543,0.3044579500867415,DC,2022-10-28,1,1,1,0,1,1,1,1,1,1,0,1,1,0
315,1.08486193989772,0.295941319037963,DC,2022-10-29,1,1,1,0,1,1,1,1,1,0,0,1,1,0
316,0.28050464009339,0.2666761588443305,DC,2022-10-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
317,2.28358621298596,0.2803307589623385,DC,2022-10-31,0,1,1,0,1,1,0,0,1,0,0,1,1,0
318,0.95638504670439,0.237177671212651,DC,2022-11-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0
319,0.707919388422626,0.300940689764036,DC,2022-11-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0
320,1.74276827938223,0.50667579209087,DC,2022-11-03,1,0,0,1,1,0,0,1,0,0,1,1,0,0
321,1.25560836240412,0.3992089137675025,DC,2022-11-04,1,1,1,1,0,0,1,1,1,1,1,0,0,0
322,1.60715162852982,0.465769742310185,DC,2022-11-05,1,0,1,0,0,1,1,1,0,0,0,0,1,1
323,0.812234434780592,0.349541453976149,DC,2022-11-06,1,0,1,1,1,1,1,1,0,0,1,1,1,1
324,0.955397012784202,0.33438248161704,DC,2022-11-07,1,1,0,1,1,1,1,1,1,0,0,1,1,0
325,1.37803804106353,0.224528002904222,DC,2022-11-08,1,1,1,0,1,1,1,1,1,1,0,1,1,0
326,2.55527389428623,0.173152887586527,DC,2022-11-09,1,1,1,0,1,1,0,1,1,1,0,0,1,0
327,1.22701554427484,0.3535308236245645,DC,2022-11-10,1,1,0,1,1,1,1,1,1,1,0,1,1,0
328,0.280191322066222,0.270954796135579,DC,2022-11-11,1,1,1,1,1,1,1,1,1,0,0,1,1,1
329,2.98769127574363,0.13078990667062,DC,2022-11-12,1,1,1,0,1,1,0,1,1,1,0,1,1,0
330,2.00203955783357,0.1187661735974545,DC,2022-11-13,1,1,1,0,1,1,0,1,1,0,0,1,1,0
331,0.584256831033406,0.1795721358223295,DC,2022-11-14,1,1,1,1,1,1,1,1,1,0,0,1,1,0
332,0.755823231946755,0.293520136374458,DC,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,1.22993295083556,0.383374479275837,DC,2022-11-16,1,1,0,0,1,1,1,1,1,0,0,1,1,0
334,0.35213685066542,0.1936066562776095,DC,2022-11-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0
335,1.93885855509512,0.332101320882603,DC,2022-11-18,1,0,1,0,1,1,0,1,0,1,0,0,1,0
336,1.45912824863195,0.246291921357807,DC,2022-11-19,1,1,1,1,0,1,0,1,1,1,1,0,1,0
337,1.13388423441957,0.38623481060947,DE,2022-10-09,1,1,1,1,1,1,0,1,0,1,0,1,1,0
338,0.257055414303761,0.02852233720817105,DE,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,0.635335503170353,0.263625848675897,DE,2022-10-11,1,0,1,1,1,1,1,1,0,1,1,1,1,0
340,0.890368734530134,0.2386673396462505,DE,2022-10-12,1,1,0,1,1,1,1,1,0,0,0,1,1,0
341,0.163974713531625,0.03483154405959795,DE,2022-10-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,0.793208716484623,0.1226756030670745,DE,2022-10-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
343,1.81054634980075,0.3868759561735355,DE,2022-10-15,1,0,0,1,1,1,0,1,0,0,0,1,1,0
344,0.440293767156605,0.198389372880463,DE,2022-10-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
345,1.72197968598225,0.402395816531716,DE,2022-10-17,1,1,0,1,1,1,1,1,1,0,1,1,1,0
346,1.28583948603673,0.3522206276508385,DE,2022-10-18,1,1,1,0,1,1,0,1,0,1,0,1,1,1
347,0.671121064148529,0.21695128017284,DE,2022-10-19,1,1,1,1,1,1,1,1,0,0,1,1,1,1
348,0.269788517482923,0.06251662661034,DE,2022-10-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
349,0.294951932787619,0.0686095338080645,DE,2022-10-21,1,1,1,1,1,1,1,1,0,1,0,1,1,0
350,0.316122878826288,0.075393958461597,DE,2022-10-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
351,0.332068997822772,0.2318643731207955,DE,2022-10-23,1,1,1,1,1,1,1,1,0,1,1,1,1,0
352,2.47792072681002,0.1932435463592865,DE,2022-10-24,1,1,1,0,0,1,0,1,1,0,0,0,1,0
353,0.140217365405121,0.100443961380213,DE,2022-10-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
354,1.32619304125138,0.4260873655480345,DE,2022-10-26,1,0,1,1,1,1,0,1,0,1,0,1,1,0
355,3.0802979323072,0.401959717562748,DE,2022-10-27,1,0,1,1,1,1,0,1,0,0,0,1,1,1
356,1.23070819707159,0.407532207931181,DE,2022-10-28,1,0,1,1,1,1,0,1,0,1,0,1,1,0
357,0.656023546570763,0.290688042082783,DE,2022-10-29,1,1,1,1,1,1,1,1,0,0,0,1,1,0
358,0.807474628202694,0.203076140386221,DE,2022-10-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
359,2.69088208382014,0.195136911895133,DE,2022-10-31,1,1,1,0,1,1,0,1,0,1,0,0,1,0
360,1.19455679949769,0.2937750806044855,DE,2022-11-01,1,1,1,0,1,1,1,1,1,1,0,1,1,0
361,0.290980549727226,0.209036091445926,DE,2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,1.83587526721332,0.2271462577963935,DE,2022-11-03,1,1,1,0,1,1,0,1,1,1,0,1,1,0
363,0.390245415891587,0.263822557529446,DE,2022-11-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
364,2.59621492812307,0.262900212936135,DE,2022-11-05,1,1,1,0,1,1,0,1,0,1,0,1,1,0
365,0.501818261258207,0.266085394981262,DE,2022-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,0.219833357155984,0.257338501931301,DE,2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,0.462400105055674,0.3300092079785985,DE,2022-11-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
368,1.08105887913758,0.51163065912115,DE,2022-11-09,1,1,1,0,0,1,1,1,1,1,0,0,1,0
369,NA,NA,DE,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,1.41750318767341,0.334503959189597,DE,2022-11-11,1,1,1,0,1,1,0,1,1,0,1,1,1,0
371,0.694408363100071,0.255193979613142,DE,2022-11-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1
372,0.6140346960084,0.281397103612274,DE,2022-11-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
373,0.878525061988465,0.4083002422527605,DE,2022-11-14,1,0,1,1,1,1,1,1,0,1,1,1,1,0
374,0.138036945077592,0.097745595824875,DE,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,0.834142273300519,0.273787161355884,DE,2022-11-16,1,0,1,1,1,1,1,1,0,0,0,1,1,0
376,2.08553545255428,0.3390218216737085,DE,2022-11-17,1,1,1,0,1,1,0,1,1,1,0,1,1,0
377,1.07413802290596,0.758076563337365,DE,2022-11-18,0,1,1,1,1,1,1,0,1,1,1,1,1,0
378,0.540524774986513,0.066659668390959,DE,2022-11-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1
379,3.90628632938046,0.276210755847539,FL,2022-10-09,1,0,1,1,1,1,0,1,0,1,0,1,1,0
380,3.13225062948279,0.1751201816228675,FL,2022-10-10,1,0,1,0,1,0,1,1,0,0,0,1,0,0
381,3.60534272263447,0.2365047813935305,FL,2022-10-11,1,0,1,0,1,1,0,1,0,0,0,1,1,0
382,4.26177503157606,0.2481816930617875,FL,2022-10-12,0,0,0,1,1,1,0,0,0,0,0,1,1,0
383,2.05829043630182,0.1932950777381035,FL,2022-10-13,0,1,1,0,1,1,1,0,0,0,0,1,1,0
384,1.32541253717615,0.202381104796796,FL,2022-10-14,1,1,1,1,1,1,1,1,0,0,1,1,1,0
385,1.81351623660105,0.190643538723275,FL,2022-10-15,1,0,1,1,0,1,1,1,0,0,0,0,1,1
386,1.87688880786852,0.0439814034311504,FL,2022-10-16,1,1,1,1,1,1,0,1,0,0,0,1,1,0
387,1.64308017088054,0.2258104457427,FL,2022-10-17,1,1,1,1,1,1,1,1,0,0,0,1,1,0
388,1.68884812062104,0.124131853527781,FL,2022-10-18,1,1,1,1,1,1,0,1,0,1,0,1,1,0
389,1.9885339882006,0.2523351318814525,FL,2022-10-19,1,1,0,1,1,1,1,1,1,0,1,0,1,1
390,1.98500466078033,0.2265998645760575,FL,2022-10-20,1,1,0,1,1,0,1,1,0,0,0,1,0,0
391,2.40575209282266,0.2526379112465605,FL,2022-10-21,1,1,0,1,1,1,1,1,0,0,0,1,1,1
392,2.20750173191668,0.2851563465653275,FL,2022-10-22,0,0,0,1,1,1,1,0,0,0,0,1,1,0
393,1.44135403028078,0.272084935815293,FL,2022-10-23,1,1,0,1,1,1,1,1,0,0,0,1,1,0
394,2.48212963727759,0.264805143864291,FL,2022-10-24,1,0,0,1,1,1,1,1,1,0,0,0,1,0
395,0.561063879698261,0.2290392501720215,FL,2022-10-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
396,2.8864507563563,0.2779285440804165,FL,2022-10-26,1,0,0,1,1,1,1,1,1,0,0,0,1,0
397,1.66423926503771,0.264429141167884,FL,2022-10-27,1,1,1,1,1,1,1,1,0,0,0,1,1,1
398,2.31589685492116,0.2894849337743525,FL,2022-10-28,1,1,1,0,1,1,1,1,0,1,0,1,1,0
399,2.79397869162601,0.2019217091539665,FL,2022-10-29,1,1,1,1,1,1,0,1,0,0,0,0,1,0
400,2.53007996242425,0.305025699277675,FL,2022-10-30,1,0,0,1,1,1,1,1,1,0,0,0,1,0
401,10.5578085492796,0.2915830742922415,FL,2022-10-31,0,1,0,0,1,1,0,0,0,0,0,0,1,0
402,5.74303005762884,0.297093760954056,FL,2022-11-01,1,0,1,0,0,1,0,1,0,0,0,0,1,0
403,3.47380184868328,0.2839446621322015,FL,2022-11-02,1,1,1,0,1,1,0,1,1,1,0,1,1,0
404,6.24639098378775,0.297909892085942,FL,2022-11-03,1,0,1,0,0,1,0,1,0,0,0,0,1,0
405,10.9607903038056,0.315596846440735,FL,2022-11-04,0,1,0,0,0,1,0,0,0,0,0,0,1,0
406,5.59830870530302,0.266070861512106,FL,2022-11-05,1,1,1,0,1,1,0,1,1,0,0,0,1,0
407,3.34883398321292,0.287269814354874,FL,2022-11-06,1,1,1,0,1,1,0,1,0,0,0,0,1,0
408,6.7988428070615,0.294713860711116,FL,2022-11-07,1,0,1,0,0,0,0,1,0,0,0,1,0,0
409,6.32430756494115,0.345589428554072,FL,2022-11-08,0,1,0,0,1,0,0,0,0,0,0,0,0,0
410,2.95757766091379,0.314361194754397,FL,2022-11-09,1,0,1,0,1,1,0,1,0,0,1,0,1,1
411,5.10219998060837,0.392299943702393,FL,2022-11-10,1,0,1,0,1,1,0,1,0,0,0,1,1,0
412,1.07135276478034,0.27316130462492,FL,2022-11-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
413,0.291369095175458,0.2275486300703595,FL,2022-11-12,1,1,1,1,1,1,1,1,1,1,0,0,1,0
414,2.91604445380909,0.3292583260364645,FL,2022-11-13,0,1,1,0,1,1,0,0,0,1,0,0,1,0
415,22.4217443321469,0.370604160058715,FL,2022-11-14,1,1,0,0,0,0,0,1,0,0,0,1,0,0
416,17.081978783965,0.3399619205822175,FL,2022-11-15,1,0,1,0,0,1,0,1,0,0,0,0,1,0
417,4.85244875440661,0.26172588162143,FL,2022-11-16,1,1,0,1,0,1,0,1,0,0,1,0,1,0
418,14.8931370281501,0.34639758848703,FL,2022-11-17,1,0,0,0,0,1,0,1,0,0,0,1,1,0
419,10.9616409917788,0.323197184896722,FL,2022-11-18,1,1,0,0,0,1,0,1,0,1,0,0,1,0
420,3.5174916570447,0.303081333618165,FL,2022-11-19,1,1,1,0,0,0,0,1,1,1,0,1,0,0
421,1.39119544031664,0.2706907688956075,GA,2022-10-09,1,1,1,1,1,1,0,1,1,0,1,1,1,0
422,0.919545976516883,0.221705872391519,GA,2022-10-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
423,2.69254715778452,0.2183736118627615,GA,2022-10-11,1,0,1,1,1,0,1,1,0,0,1,1,0,0
424,6.46250430875559,0.2915099906302165,GA,2022-10-12,1,0,0,0,1,1,0,1,0,0,0,1,1,0
425,1.47537292122884,0.2222685802552495,GA,2022-10-13,1,1,1,1,1,1,1,1,0,0,0,1,1,0
426,2.44829829431891,0.278056782610973,GA,2022-10-14,0,1,0,1,1,1,0,0,1,0,0,1,1,1
427,0.804247473004902,0.1947678478419915,GA,2022-10-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
428,1.52110531590084,0.192580371250086,GA,2022-10-16,1,0,0,1,1,1,1,1,0,1,0,1,1,0
429,3.86785774666733,0.305903237558015,GA,2022-10-17,1,0,1,1,0,0,0,1,0,0,0,0,0,0
430,5.41447724349526,0.389888501933576,GA,2022-10-18,0,1,1,0,1,1,0,0,0,0,0,1,1,0
431,5.98563246780627,0.3041255416402595,GA,2022-10-19,1,1,0,0,1,1,0,1,0,0,0,0,1,0
432,3.39808338446399,0.347143534772932,GA,2022-10-20,1,0,0,1,1,1,0,1,0,0,0,0,1,0
433,3.01921318884429,0.34767322027109,GA,2022-10-21,1,1,0,1,1,0,0,1,0,0,1,1,0,1
434,1.93917874385333,0.136123957603637,GA,2022-10-22,1,1,1,0,1,1,0,1,1,1,0,1,1,0
435,2.3568904838709,0.3411582494876975,GA,2022-10-23,1,0,0,1,1,1,0,1,0,0,0,0,1,0
436,3.86300878766551,0.311400094634615,GA,2022-10-24,1,1,1,0,1,0,0,1,1,0,0,0,0,0
437,1.82622049278101,0.3227544974998005,GA,2022-10-25,1,0,0,1,1,1,1,1,0,0,0,1,1,1
438,5.50639566532612,0.3205395449871275,GA,2022-10-26,1,1,1,0,1,1,0,1,0,0,0,1,1,0
439,2.14000898441787,0.2761483935943135,GA,2022-10-27,0,1,1,1,1,1,1,0,0,1,0,0,1,0
440,2.62576617483684,0.413580999128628,GA,2022-10-28,1,1,0,0,1,1,0,1,0,0,0,1,1,0
441,2.27781341009828,0.313172052502055,GA,2022-10-29,1,0,1,0,0,1,1,1,0,0,0,1,1,0
442,1.10711138207101,0.296491335162514,GA,2022-10-30,1,1,1,1,1,1,1,1,0,0,0,1,1,0
443,2.63608077528094,0.2797930598372415,GA,2022-10-31,0,1,1,0,1,1,0,0,1,0,0,1,1,0
444,1.8492540926544,0.2863395843529135,GA,2022-11-01,1,1,0,1,1,0,1,1,0,0,0,0,0,0
445,1.33547511925418,0.292648922569946,GA,2022-11-02,1,1,1,1,1,1,1,1,1,0,0,1,1,1
446,6.13529474252232,0.376109856757602,GA,2022-11-03,0,0,0,0,1,0,1,0,0,0,0,1,0,0
447,3.94029527046426,0.2942311483983315,GA,2022-11-04,1,0,0,0,1,1,0,1,0,0,0,1,1,0
448,4.29193447268431,0.369660007477503,GA,2022-11-05,1,0,1,0,0,1,1,1,0,0,0,0,1,0
449,4.79694384531567,0.4101580102818645,GA,2022-11-06,0,0,0,0,1,1,1,0,0,0,0,1,1,1
450,4.74749141121009,0.3318507526968365,GA,2022-11-07,1,1,0,0,1,1,0,1,0,0,0,1,1,0
451,6.09556835472401,0.320198993301632,GA,2022-11-08,1,0,0,0,1,1,0,1,1,0,0,0,1,0
452,7.92311762116213,0.374898872922843,GA,2022-11-09,1,1,0,0,1,1,0,1,0,0,0,1,1,1
453,9.04311106691621,0.3782004708095345,GA,2022-11-10,1,0,0,0,1,1,0,1,0,0,0,1,1,0
454,7.58135772042102,0.334568448168629,GA,2022-11-11,1,1,0,0,1,1,0,1,1,0,0,1,1,0
455,2.97276485268295,0.4152054107740535,GA,2022-11-12,1,0,1,0,1,1,0,1,1,1,1,0,1,0
456,6.55371259087361,0.4323171586286875,GA,2022-11-13,1,0,1,0,1,1,1,1,0,1,0,0,1,0
457,6.83842426489381,0.385806697112581,GA,2022-11-14,1,1,0,0,1,1,0,1,0,0,0,1,1,0
458,5.92939957370407,0.3238079506720465,GA,2022-11-15,1,0,1,0,0,0,0,1,0,0,0,1,0,0
459,8.31716820309676,0.32337880225947,GA,2022-11-16,1,1,1,0,0,1,0,1,0,0,0,0,1,0
460,6.40603936356855,0.358817165178639,GA,2022-11-17,1,0,0,0,1,1,0,1,0,1,0,1,1,0
461,4.04303539051758,0.312681668379576,GA,2022-11-18,0,1,0,0,1,1,1,0,0,0,0,1,1,0
462,3.9077919318001,0.3526181766121335,GA,2022-11-19,1,1,1,0,1,1,0,1,0,1,0,1,1,0
463,0.565630488965757,0.172412439243742,HI,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464,0.140691110252211,0.02852233720817105,HI,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465,NA,NA,HI,2022-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,2.00068902860343,0.3093878477189095,HI,2022-10-12,1,0,1,1,1,1,0,1,0,1,1,0,1,0
467,1.07534993867616,0.172418784011294,HI,2022-10-13,1,0,1,1,1,1,1,1,0,0,0,0,1,0
468,0.496067781021046,0.0375174772403903,HI,2022-10-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
469,0.0584203702196324,0.040553979546525,HI,2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470,0.0596582596344856,0.0439814034311504,HI,2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471,0.619966515005844,0.0478433289715061,HI,2022-10-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
472,1.21331674356007,0.156345455395501,HI,2022-10-18,0,1,1,1,1,1,1,0,0,1,0,1,1,0
473,0.71754872644927,0.1951971800478035,HI,2022-10-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
474,0.756245746471238,0.1884035962304405,HI,2022-10-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0
475,1.24594186452172,0.188185675711419,HI,2022-10-21,0,1,1,1,1,1,1,0,0,1,1,1,1,1
476,0.361485756666302,0.1942220425586405,HI,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1
477,0.863240204297589,0.30633395945221,HI,2022-10-23,1,1,1,0,1,1,1,1,1,1,0,1,1,0
478,NA,NA,HI,2022-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,1.04883714065923,0.4350490979912575,HI,2022-10-26,0,1,1,1,1,1,1,0,1,1,0,1,1,0
481,1.98452312249888,0.2991406164923665,HI,2022-10-27,1,1,1,0,1,1,0,1,0,1,0,1,1,1
482,1.33017520926267,0.17426982873819,HI,2022-10-28,1,1,1,1,1,1,0,1,0,1,1,1,1,0
483,0.958054324940307,0.679165810382895,HI,2022-10-29,1,1,0,1,1,1,1,1,1,0,1,1,1,0
484,1.4656121727885,0.1606761280808145,HI,2022-10-30,1,1,1,0,1,1,0,1,1,1,0,1,1,0
