...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
90,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.251376927263063,0.1813857321734595,AR,2024-05-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0
103,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.867284402694779,0.2905795539184425,AZ,2024-04-21,1,0,1,1,1,1,1,0,0,1,1,1,1,1
128,0.786212135547911,0.2115287775322275,AZ,2024-04-22,1,1,1,1,0,1,1,1,0,1,1,0,1,1
129,0.705893586122874,0.0594864479130695,AZ,2024-04-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0
130,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0.310008425793733,0.0702867267221465,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.874672849673889,0.401486483275777,AZ,2024-04-27,1,0,1,1,1,1,1,0,0,1,1,1,1,0
134,0.644886484862687,0.0894679508899635,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,0.725276279517394,0.2958807069096795,AZ,2024-04-29,1,0,1,1,1,1,1,0,0,1,1,1,1,0
136,1.67874504497302,0.3402574094898015,AZ,2024-04-30,0,0,1,1,1,1,1,0,0,1,1,1,1,1
137,0.453020005530183,0.11248911191604,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,0.475622218661567,0.1210446430884405,AZ,2024-05-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0
139,0.868661557153721,0.13004211919906,AZ,2024-05-03,1,1,1,1,1,1,0,0,1,1,1,1,1,0
140,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1.86649178970379,0.159626489929063,AZ,2024-05-06,0,1,1,1,1,1,0,1,0,1,1,1,1,0
143,1.5340502272568,0.170313864934083,AZ,2024-05-07,0,1,1,1,1,1,0,0,1,1,1,1,1,0
144,2.75613312611151,0.2001827520884135,AZ,2024-05-08,0,1,1,1,1,1,0,0,0,0,1,1,1,0
145,0.37113421102617,0.2408871243263835,AZ,2024-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0
146,0.95764702250461,0.3322256636682615,AZ,2024-05-10,1,1,1,1,1,1,1,0,1,1,1,1,1,0
147,0.939777885911964,0.458242454015746,AZ,2024-05-11,1,0,1,1,1,1,1,0,0,0,1,1,1,0
148,0.309054962715267,0.229007761188674,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,1.66198771416292,0.465187345542509,AZ,2024-05-13,0,1,0,1,1,1,1,1,0,0,0,0,1,1
150,1.08210396789232,0.3645082101493975,AZ,2024-05-14,0,0,1,1,1,1,1,1,0,1,0,1,1,0
151,1.10317776753181,0.3710317218443635,AZ,2024-05-15,0,0,1,1,1,1,1,0,0,0,1,1,1,0
152,0.812875304242366,0.572436540630745,AZ,2024-05-16,1,0,1,1,1,1,1,1,1,1,1,1,1,1
153,0.354123714481743,0.248366086325544,AZ,2024-05-17,1,1,1,1,1,1,1,0,1,1,1,1,1,0
154,0.418829316543156,0.306593816214241,AZ,2024-05-18,1,1,1,1,1,1,1,1,0,1,1,1,1,0
155,0.430698103863333,0.3197084808743895,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,0.793264871459963,0.550472489383545,AZ,2024-05-20,1,0,1,1,1,1,1,0,0,1,1,1,1,1
157,1.10510967782606,0.3456958195552735,AZ,2024-05-21,1,1,1,1,1,1,0,0,1,1,1,1,1,0
158,0.887859448813466,0.449624205160432,AZ,2024-05-22,1,0,1,1,1,1,1,0,1,1,1,1,1,0
159,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.539012692317765,0.38344573580011,AZ,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.838221700479216,0.3468502233120335,AZ,2024-05-26,1,1,1,1,1,1,1,0,0,0,1,1,1,0
163,2.04675125969835,0.4930799375843065,AZ,2024-05-27,0,1,0,1,1,1,0,1,1,0,0,0,1,0
164,3.01682029248302,0.4729454705772265,AZ,2024-05-28,0,0,1,1,1,1,0,1,0,0,0,1,1,0
165,1.1202333369323,0.4466777114399255,AZ,2024-05-29,1,1,1,1,1,0,1,0,0,0,1,1,0,0
166,0.267525223815146,0.1919480491365995,AZ,2024-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,0.538755242845596,0.331453699117719,AZ,2024-06-01,1,1,1,1,1,1,1,0,1,1,0,1,1,1
169,1.15424814373161,0.2515020359550165,CA,2024-04-21,1,1,1,0,1,1,1,0,1,0,0,1,1,0
170,4.40289661858481,0.3701503931738825,CA,2024-04-22,1,1,0,1,0,0,0,0,1,0,1,0,0,0
171,1.21277712898955,0.2652743811998155,CA,2024-04-23,1,1,0,0,1,1,1,0,1,0,0,1,1,1
172,5.4201037940891,0.3808729109923705,CA,2024-04-24,1,1,1,1,0,1,0,0,0,0,1,0,1,0
173,2.9799725763292,0.2844337616544235,CA,2024-04-25,1,1,0,0,1,1,1,0,1,0,0,1,1,0
174,0.75893410895842,0.2287828123482875,CA,2024-04-26,1,1,1,1,1,1,1,0,0,0,1,1,1,0
175,5.76501041275257,0.4232638105783595,CA,2024-04-27,1,1,0,1,1,1,0,0,0,0,1,1,1,0
176,5.27408277629119,0.506291019733735,CA,2024-04-28,1,0,0,1,1,1,0,0,0,0,1,1,1,0
177,1.05179367797729,0.2238524578654025,CA,2024-04-29,1,1,1,1,0,1,1,0,0,0,1,0,1,0
178,2.05700421493561,0.3192353672515755,CA,2024-04-30,1,1,0,1,0,1,1,0,0,0,0,0,1,0
179,1.56534246137994,0.322708955187946,CA,2024-05-01,1,1,0,1,1,1,1,0,0,0,1,1,1,0
180,1.29601900685499,0.278646483681745,CA,2024-05-02,1,1,0,1,1,1,1,0,0,1,0,1,1,0
181,3.69038213987718,0.2434712334528405,CA,2024-05-03,0,1,0,1,1,1,0,0,1,0,1,0,1,1
182,1.63426565067631,0.2261877019888835,CA,2024-05-04,0,1,1,1,1,1,0,0,1,1,0,1,1,0
183,1.86387392443373,0.17987354110847,CA,2024-05-05,0,1,1,1,1,1,0,0,0,1,1,1,1,0
184,4.09869948393431,0.2588494155310975,CA,2024-05-06,0,1,0,1,1,1,0,0,0,0,0,1,1,1
185,8.29291524501803,0.4246042470705225,CA,2024-05-07,0,0,1,0,1,1,0,0,0,0,0,1,1,0
186,3.02590506530408,0.2883188511113525,CA,2024-05-08,0,1,0,1,1,1,0,0,1,0,1,1,1,1
187,3.77653124923801,0.319281174581021,CA,2024-05-09,0,0,1,1,1,1,1,0,0,0,0,1,1,0
188,1.56024776263608,0.3247286876628115,CA,2024-05-10,1,1,1,0,1,1,1,0,1,0,0,0,1,1
189,4.47651691995016,0.405495167817867,CA,2024-05-11,0,0,1,1,1,1,1,0,0,1,0,0,1,1
190,4.9659402209132,0.3788457909001705,CA,2024-05-12,1,0,1,1,1,1,0,0,0,0,0,1,1,0
191,3.46615556246766,0.4228802094394835,CA,2024-05-13,0,0,1,0,0,1,1,0,0,0,0,0,1,0
192,10.7546206092741,0.427255012505573,CA,2024-05-14,0,0,0,1,1,1,1,0,0,1,0,0,1,0
193,2.84013489549417,0.3421173861686625,CA,2024-05-15,1,0,1,0,0,1,1,0,0,0,0,0,1,0
194,5.9145680289715,0.325141577308679,CA,2024-05-16,0,0,1,0,1,1,0,0,0,0,1,0,1,0
195,5.24145103946122,0.325048220841521,CA,2024-05-17,0,1,1,1,1,1,0,0,1,0,0,1,1,0
196,4.7426401556659,0.3348622707613555,CA,2024-05-18,0,1,1,1,1,1,0,0,0,0,0,1,1,0
197,5.83262842915127,0.417180023137204,CA,2024-05-19,0,0,1,0,1,1,1,1,0,0,0,1,1,1
198,6.24742938932486,0.288411493329549,CA,2024-05-20,1,0,1,0,1,1,0,0,0,0,0,1,1,0
199,12.1136238274771,0.3769220671079455,CA,2024-05-21,0,1,1,0,0,1,0,0,0,0,0,0,1,0
200,12.4090440819115,0.369595874284664,CA,2024-05-22,0,1,0,1,1,1,0,0,0,0,1,0,1,0
201,5.17880371811659,0.33208965093023,CA,2024-05-23,1,0,1,0,1,1,0,0,0,0,0,0,1,0
202,8.20081862987316,0.4067405749640105,CA,2024-05-24,0,1,1,1,0,1,0,0,0,0,0,0,1,0
203,3.211447713209,0.3453101620991215,CA,2024-05-25,1,1,1,0,1,0,0,0,1,0,0,0,0,0
204,9.88088099855126,0.434359305597077,CA,2024-05-26,0,1,1,0,1,0,0,0,0,0,0,0,0,0
205,8.39779937987979,0.387447651918075,CA,2024-05-27,0,1,1,0,0,1,0,0,0,0,0,0,1,0
206,10.7370807387741,0.3870028321280755,CA,2024-05-28,0,0,1,0,0,1,0,0,0,0,0,0,1,0
207,6.54128001437911,0.381327127217973,CA,2024-05-29,0,0,0,1,1,1,0,0,0,0,0,1,1,0
208,7.40356075078728,0.403233725141295,CA,2024-05-30,0,0,0,1,0,0,1,1,0,0,0,0,0,0
209,24.7272543147079,0.4408313924758035,CA,2024-05-31,0,0,1,1,0,0,0,0,0,0,1,0,0,0
210,3.28924841517716,0.3718570333176795,CA,2024-06-01,1,0,1,1,1,1,1,0,0,0,1,0,1,0
211,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.074332012277444,0.0546390650657595,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.0821263371846024,0.0594864479130695,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.137543327978227,0.0967043561381185,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.542232771778637,0.3788856458045975,CO,2024-05-06,1,1,1,1,1,1,1,0,1,1,1,1,1,0
227,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.285615886131583,0.2045880827675045,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
