...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
233,0.333498484483664,0.241588930850203,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.370919551148311,0.267299310031586,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.795144248146851,0.567662111221125,CO,2024-05-20,1,1,1,0,1,1,1,0,1,1,0,1,1,1
241,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.892260943331095,0.449624205160432,CO,2024-05-22,1,0,1,1,1,1,1,0,0,0,1,1,1,0
243,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.536198265908062,0.38344573580011,CO,2024-05-24,1,1,1,1,1,1,1,0,1,1,1,1,1,0
245,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.627203290506253,0.4407516876437365,CO,2024-05-29,1,1,1,1,1,1,0,0,1,1,1,1,1,0
250,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.34776275879153,0.234845676021153,CT,2024-04-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
255,0.819857290809531,0.580184139088155,CT,2024-04-23,0,1,1,1,1,1,1,0,1,1,1,1,1,0
256,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1.08618104134774,0.760863728133665,CT,2024-04-25,1,1,0,1,1,1,1,0,1,0,1,1,1,1
258,NA,NA,CT,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.641987238695039,0.454941795667663,CT,2024-05-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0
264,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0.188338937559625,0.1394773409706045,CT,2024-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.974185650929159,0.684768242397945,CT,2024-05-06,1,1,1,1,0,1,1,1,1,1,0,0,1,1
269,1.43638386622448,0.654425159627845,CT,2024-05-07,1,0,0,1,1,1,0,0,1,0,1,1,1,1
270,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,0.261267894490295,0.1928193041274075,CT,2024-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0
272,0.855818900107758,0.4206638732849615,CT,2024-05-10,1,1,1,0,1,1,1,0,1,1,0,1,1,0
273,NA,NA,CT,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.41038019661824,0.28794592841238,CT,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,0.353187915229583,0.254366520884176,CT,2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,0.375832925042624,0.267299310031586,CT,2024-05-15,1,1,1,1,1,1,1,0,1,1,1,1,1,0
278,NA,NA,CT,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,0.444882411335618,0.3197084808743895,CT,2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
282,NA,NA,CT,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,0.485036191150138,0.358483089833194,CT,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
285,0.530008550130079,0.371078875141878,CT,2024-05-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0
286,0.538586236217372,0.38344573580011,CT,2024-05-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
287,NA,NA,CT,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0.957578568875101,0.47652457796274,CT,2024-05-29,1,0,1,1,1,1,1,0,1,1,1,1,1,0
292,0.269353985801593,0.1919480491365995,CT,2024-05-30,1,1,1,1,1,1,1,0,1,1,0,1,1,1
293,0.651472043763926,0.4611250666745935,CT,2024-05-31,1,1,1,1,1,1,0,1,1,0,1,1,1,0
294,NA,NA,CT,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1.7718138199188,0.59525889793194,DC,2024-04-22,0,1,1,1,1,1,0,0,1,1,1,1,1,0
297,1.1072168458383,0.783268304779145,DC,2024-04-23,1,1,1,1,1,0,1,1,1,1,1,1,0,0
298,NA,NA,DC,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.379224958696787,0.280344344737197,DC,2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
321,0.40263600557095103,0.293457458009381,DC,2024-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,0.438251658918988,0.306593816214241,DC,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,0.801618305704504,0.55563336265531,DC,2024-05-19,1,0,1,1,1,1,1,1,0,1,0,1,1,1
324,0.32260058304568,0.22558873186327,DC,2024-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,0.478232805683991,0.3456958195552735,DC,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,0.504413420115181,0.358483089833194,DC,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
327,0.520092692741824,0.371078875141878,DC,2024-05-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0
328,0.540962723114092,0.38344573580011,DC,2024-05-24,1,1,1,1,1,1,1,1,1,0,1,1,1,0
329,0.567897438653039,0.395549085851471,DC,2024-05-25,1,1,1,1,1,1,0,0,1,1,1,1,1,0
330,0.286251716544861,0.1979899887368565,DC,2024-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,NA,NA,DC,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,0.746482262569444,0.50546261532518,DC,2024-05-31,1,0,1,1,1,1,1,1,0,0,1,1,1,1
336,NA,NA,DC,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.0734754089800264,0.0501385824109345,DE,2024-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,0.0734566423667058,0.0546390650657595,DE,2024-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,NA,NA,DE,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1.08621690580633,0.7635207139571,DE,2024-04-24,1,1,1,0,1,1,1,1,1,1,0,1,1,0
341,NA,NA,DE,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,0.771874735828458,0.533808786639855,DE,2024-04-26,0,1,1,1,1,1,1,0,1,1,1,1,1,0
343,NA,NA,DE,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1.40664021902734,0.454941795667663,DE,2024-05-01,0,1,1,1,1,1,0,0,1,1,1,1,1,0
348,NA,NA,DE,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,DE,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.798350169336547,0.229007761188674,DE,2024-05-12,1,1,1,1,1,1,0,1,0,1,1,1,1,0
359,0.338154188666977,0.241588930850203,DE,2024-05-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0
360,0.358950156674168,0.254366520884176,DE,2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
361,NA,NA,DE,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,2.08896346958952,0.338762783915906,DE,2024-05-16,0,1,1,1,1,1,0,0,0,0,1,1,1,0
363,NA,NA,DE,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1.29265178417301,0.419243833384686,DE,2024-05-22,0,1,1,1,1,1,0,0,1,1,1,1,1,0
369,0.77377703685177,0.536201263109475,DE,2024-05-23,1,0,1,1,1,1,1,1,0,1,1,1,1,0
370,NA,NA,DE,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,1.01557323497662,0.385362066342598,DE,2024-05-26,1,1,1,1,1,1,0,1,1,0,0,1,1,0
373,NA,NA,DE,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,0.277524038968891,0.193822590531655,DE,2024-05-28,1,1,1,1,1,1,1,0,1,1,1,1,1,0
375,NA,NA,DE,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,2.08627666328532,0.4295997849113145,DE,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,0
377,NA,NA,DE,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,FL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,0.080917721991546,0.0546390650657595,FL,2024-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,0.495655802994224,0.3198352935006115,FL,2024-04-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0
382,0.457294551119075,0.1480634860790475,FL,2024-04-24,1,1,1,1,1,1,1,0,0,1,1,0,1,0
383,1.51046134878835,0.1537128852650865,FL,2024-04-25,0,0,1,1,1,1,1,0,0,1,1,1,1,0
384,0.426975972966583,0.30503930592118,FL,2024-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,NA,NA,FL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,FL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,NA,NA,FL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,0.143541969361276,0.1043764120294045,FL,2024-04-30,1,1,1,1,1,1,1,0,1,1,1,1,1,0
389,NA,NA,FL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,1.01210084382885,0.70614963506411,FL,2024-05-02,1,1,1,1,0,1,1,1,1,1,1,0,1,0
391,0.178262170956639,0.13004211919906,FL,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0
392,1.95173229884839,0.69503088496821,FL,2024-05-04,1,1,1,1,0,1,0,1,1,1,1,0,1,0
393,0.211969908781111,0.149342593706664,FL,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,0.592113782599528,0.159626489929063,FL,2024-05-06,1,1,1,1,1,1,1,1,0,1,1,1,1,0
395,2.3273293141037,0.4351357705721815,FL,2024-05-07,1,0,1,1,1,1,1,1,0,0,1,1,1,0
396,1.04758529227993,0.3432656363656855,FL,2024-05-08,1,1,0,1,1,1,1,0,1,0,1,1,1,1
397,0.817363105791403,0.4062795244551205,FL,2024-05-09,1,0,1,1,1,1,1,0,0,1,1,1,1,0
398,0.279553449574546,0.2045880827675045,FL,2024-05-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0
399,0.259361548657002,0.2640321362015225,FL,2024-05-11,1,1,1,1,1,1,1,0,1,1,1,1,1,0
400,NA,NA,FL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0.849299281100429,0.241588930850203,FL,2024-05-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1
402,3.25675515542983,0.54511912738507,FL,2024-05-14,0,0,1,0,1,1,0,0,0,0,0,1,1,0
403,0.532324470088154,0.26715924969682,FL,2024-05-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
404,0.389550513754654,0.280344344737197,FL,2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
405,1.38113623437906,0.435258169020177,FL,2024-05-17,0,1,1,1,1,1,1,0,0,0,0,1,1,1
406,NA,NA,FL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,FL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,0.318848498358807,0.279172851937449,FL,2024-05-20,1,1,1,1,1,1,1,0,1,0,1,1,1,1
409,0.755557144910764,0.303578409616456,FL,2024-05-21,1,1,1,1,1,1,0,0,1,0,1,0,1,0
410,0.5078447123406,0.358483089833194,FL,2024-05-22,1,1,1,1,1,1,1,1,1,0,1,1,1,0
411,0.301130572564744,0.2088565002327725,FL,2024-05-23,1,1,1,1,1,1,1,0,1,0,1,1,1,1
412,1.36315232657734,0.4293346573866015,FL,2024-05-24,1,1,1,0,1,1,1,1,0,1,0,1,1,0
413,0.564247834272417,0.395549085851471,FL,2024-05-25,1,1,1,1,1,1,0,0,1,1,1,1,1,0
414,1.25594578658357,0.407357515600837,FL,2024-05-26,1,1,1,1,1,1,0,1,1,0,1,1,1,0
415,0.58556312980639,0.4188430463465965,FL,2024-05-27,1,1,1,1,1,1,0,0,1,1,1,1,1,0
416,0.710113908200314,0.515702982641325,FL,2024-05-28,1,1,1,0,1,1,1,1,1,0,0,1,1,1
417,1.65660053486255,0.1926086951474755,FL,2024-05-29,0,1,1,1,1,1,1,0,1,0,0,1,1,0
418,1.01032564871345,0.50567676993987,FL,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
419,1.97987171281997,0.37095395415425,FL,2024-05-31,1,1,0,0,1,0,1,0,0,0,1,1,0,0
420,1.42364137872475,0.4892209911915955,FL,2024-06-01,1,1,1,0,1,1,1,0,1,0,0,1,1,1
421,NA,NA,GA,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,0.851857337487355,0.59525889793194,GA,2024-04-22,0,1,1,1,1,1,1,0,1,1,1,1,1,0
423,NA,NA,GA,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,0.0866892548149532,0.064697128069495,GA,2024-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,NA,NA,GA,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0.308673093445631,0.0762698252025025,GA,2024-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,NA,NA,GA,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,NA,NA,GA,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,0.671733623594364,0.0967043561381185,GA,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,0.141165878444466,0.1043764120294045,GA,2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,0.155967970964303,0.11248911191604,GA,2024-05-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0
432,0.160049603435635,0.1210446430884405,GA,2024-05-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0
433,0.936121854247721,0.424424533542608,GA,2024-05-03,1,1,1,1,1,0,1,1,1,1,1,1,0,0
434,0.895826234509757,0.4172541129694065,GA,2024-05-04,1,1,1,1,0,1,1,0,1,1,1,0,1,0
435,0.217417332144839,0.149342593706664,GA,2024-05-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0
436,NA,NA,GA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,0.253292635098797,0.170313864934083,GA,2024-05-07,1,1,1,1,1,1,1,0,1,1,1,1,1,0
438,0.664500797035912,0.1813857321734595,GA,2024-05-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
439,0.275101363860791,0.1928193041274075,GA,2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,NA,NA,GA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,0.299556736736758,0.2166620218491275,GA,2024-05-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
442,0.884241668346649,0.622158355475655,GA,2024-05-12,1,1,1,0,1,1,1,0,1,1,0,1,1,1
443,1.91317691441987,0.241588930850203,GA,2024-05-13,0,1,1,1,1,1,0,0,1,0,1,1,1,0
444,0.39086314435922,0.2771020966145105,GA,2024-05-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
445,NA,NA,GA,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,1.12410458134351,0.3777084100350455,GA,2024-05-16,0,0,1,1,1,1,1,0,0,1,1,1,1,0
447,0.806698831466439,0.35569742405466,GA,2024-05-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0
448,NA,NA,GA,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,0.451334704145547,0.3197084808743895,GA,2024-05-19,1,1,1,1,1,1,1,1,0,1,1,1,1,0
450,0.749178337426639,0.3880306106234065,GA,2024-05-20,1,0,1,1,1,1,1,1,0,1,1,1,1,0
451,NA,NA,GA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,0.493369996110915,0.358483089833194,GA,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
453,NA,NA,GA,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,0.906838250032143,0.457631800820362,GA,2024-05-24,1,0,1,1,1,1,1,0,0,1,1,1,1,1
455,0.556171062636505,0.395549085851471,GA,2024-05-25,1,1,1,1,1,1,1,0,1,1,1,1,1,0
456,NA,NA,GA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,GA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,NA,NA,GA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,NA,NA,GA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,NA,NA,GA,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,NA,NA,GA,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,GA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,HI,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
