...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22E_95_CI
260,1.50066057398433,0.265120494428093,CT,2023-02-05,1,1,1,0,0,0,1,1,0,0,0,0
261,1.0819672792978,0.0495639577532729,CT,2023-02-06,1,1,0,1,1,1,1,1,0,1,1,0
262,2.63571403382971,0.0443640489049186,CT,2023-02-07,1,1,0,1,1,0,1,1,0,1,1,0
263,1.38811566180114,0.1253343923404755,CT,2023-02-08,1,1,1,0,1,0,1,1,0,0,1,0
264,0.456673270459343,0.1607205330535155,CT,2023-02-09,1,1,1,1,1,1,1,1,0,1,1,0
265,1.13640225303472,0.0314903484274728,CT,2023-02-10,1,1,0,1,1,1,1,1,1,1,1,1
266,0.748543288153786,0.0280021876993808,CT,2023-02-11,1,1,1,1,1,1,1,1,0,1,1,0
267,0.0360488976216841,0.02486448034659015,CT,2023-02-12,1,1,1,1,1,1,1,1,0,1,1,0
268,1.37890395048175,0.02204818732063635,CT,2023-02-13,1,1,0,1,1,0,1,1,0,1,1,0
269,0.0266577983284192,0.0195256219869379,CT,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
270,0.979207228415901,0.2305778952845185,CT,2023-02-15,0,1,1,1,1,1,0,1,0,1,1,0
271,0.826526429934516,0.0596717657168765,CT,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
272,0.964843396589536,0.1095235919334665,CT,2023-02-17,1,1,1,0,1,1,1,1,0,0,1,1
273,0.278959178314847,0.0118723130509813,CT,2023-02-18,1,1,1,1,1,1,1,1,0,1,1,0
274,0.25137848323278,0.0104571799323556,CT,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
275,0.317735865635674,0.0092025310023654,CT,2023-02-20,1,1,1,1,1,1,1,0,0,1,1,1
276,0.507840995205184,0.00809168603461255,CT,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
277,0.17590501348375,0.00710942168239165,CT,2023-02-22,1,1,1,1,1,1,1,1,0,1,1,0
278,0.487974907386053,0.126744064290387,CT,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
279,0.972291684603757,0.1575123295884625,CT,2023-02-24,1,0,1,1,1,1,1,0,0,1,1,1
280,0.00709676406164604,0.00480208890678727,CT,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
281,0.157007214260357,0.004208268245845165,CT,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
282,1.02209886643239,0.13690124986856,CT,2023-02-27,1,1,1,1,0,1,1,1,1,1,0,0
283,0.959983928058028,0.0812955545510605,CT,2023-02-28,1,1,1,1,0,1,1,1,0,1,0,0
284,1.00585561651809,0.136619169603163,CT,2023-03-01,1,0,1,1,1,1,1,0,1,1,1,0
285,0.0295984628194832,0.002469901470537715,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
286,1.07195990271205,0.3048782433441245,CT,2023-03-03,1,1,0,1,1,0,1,1,1,1,1,1
287,0.0096054794974703,0.00188770296303121,CT,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
288,0.0201736597341179,0.00164951115194722,CT,2023-03-05,1,1,1,1,1,1,1,1,0,1,1,0
289,0.06209384059399,0.001440980418729095,CT,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
290,1.84027555479442,0.2375563547883415,CT,2023-03-07,1,1,0,1,0,0,1,1,0,1,0,0
291,1.13691549148453,0.138662502597797,CT,2023-03-08,0,1,0,1,1,1,0,1,0,1,1,1
292,0.073191811861067907,9.59352179790675e-4,CT,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
293,0.0165529183122292,8.37388117355995e-4,CT,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
294,0.0136353675717964,7.30826366994385e-4,CT,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
295,2.18012061307651,0.145462480802026,DC,2023-01-29,1,1,0,1,1,0,1,1,0,1,1,0
296,1.0584431851516,0.1018119225366505,DC,2023-01-30,1,1,0,1,1,1,1,1,0,1,1,0
297,1.28866236752717,0.209183007647709,DC,2023-01-31,0,1,1,1,1,0,0,1,0,1,1,1
298,2.70651932396247,0.144054714249304,DC,2023-02-01,1,0,0,1,1,0,1,1,0,1,0,1
299,0.31831470762,0.075746152090737,DC,2023-02-02,1,1,1,1,1,1,1,1,0,1,1,0
300,0.538514529557644,0.0683333258117255,DC,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1
301,0.504066915373843,0.0615178810743065,DC,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
302,0.674304673170504,0.055271467611926,DC,2023-02-05,1,1,1,1,1,1,1,1,0,1,1,0
303,0.626166152713504,0.0495639577532729,DC,2023-02-06,1,1,1,1,1,1,1,1,0,0,1,1
304,0.588891734975698,0.0443640489049186,DC,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1
305,0.522708514648527,0.1908491678450225,DC,2023-02-08,1,1,1,1,1,1,1,1,0,1,1,0
306,0.654525791532578,0.03535917371061735,DC,2023-02-09,1,1,1,1,1,1,1,1,0,1,1,0
307,1.01999386120126,0.165281797676526,DC,2023-02-10,1,1,1,1,0,1,1,1,0,1,0,0
308,0.724500867569249,0.0280021876993808,DC,2023-02-11,1,1,1,1,1,1,0,1,0,1,1,0
309,0.963064413614052,0.2965969591761875,DC,2023-02-12,1,0,1,1,1,1,1,0,0,1,1,1
310,0.3296954695497,0.02204818732063635,DC,2023-02-13,1,1,1,1,1,1,1,1,0,1,1,0
311,0.850151624533072,0.0195256219869379,DC,2023-02-14,1,1,1,1,1,1,1,1,0,1,1,0
312,2.02281250320201,0.2719604845033555,DC,2023-02-15,1,0,0,0,0,1,1,1,0,0,0,1
313,0.960622851152151,0.187682997168854,DC,2023-02-16,0,1,1,1,1,1,0,1,0,1,1,1
314,0.13909007725261,0.01346613430485655,DC,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
315,NA,NA,DC,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,1.07451895702688,0.305792463298914,DC,2023-02-19,0,1,1,1,1,1,0,1,1,1,1,0
317,0.305886345891028,0.0092025310023654,DC,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
318,0.364408529243428,0.110811158239239,DC,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
319,0.955623186131765,0.120368552891061,DC,2023-02-22,0,1,1,1,1,1,0,1,1,1,1,0
320,0.220564099560637,0.00624189518637225,DC,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
321,0.0627614082081481,0.00547656183877185,DC,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
322,0.128738731880226,0.00480208890678727,DC,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
323,2.36104058130778,0.271319978986345,DC,2023-02-26,1,1,0,1,0,0,1,1,0,1,0,0
324,0.00549175895161977,0.003685929402642815,DC,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
325,0.0049046340510895,0.00322685462353328,DC,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
326,0.18050944454485,0.00282369684714128,DC,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
327,1.8257850428496,0.3102074577877795,DC,2023-03-02,1,1,0,1,0,0,1,1,0,1,0,0
328,0.0121910971675893,0.002159632433600065,DC,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
329,0.0600599512328348,0.00188770296303121,DC,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
330,2.54015638777093,0.4772759038441975,DC,2023-03-05,1,0,0,1,1,1,1,0,0,1,1,1
331,0.0994303857337887,0.001440980418729095,DC,2023-03-06,1,1,1,1,1,1,1,1,0,1,1,0
332,0.038683921250683,0.00125850478566525,DC,2023-03-07,1,1,1,1,1,1,1,1,0,1,1,0
333,0.0204829358884233,0.00109889883963427,DC,2023-03-08,1,1,1,1,1,1,1,1,0,0,1,0
334,0.00575669935147791,9.59352179790675e-4,DC,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
335,0.00428634021131594,8.37388117355995e-4,DC,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
336,1.37024242417237,0.967995790012515,DC,2023-03-11,1,0,0,1,1,1,1,0,0,1,1,1
337,0.788727297161892,0.1118389338490105,DE,2023-01-29,1,1,1,1,1,1,1,1,0,1,1,0
338,0.969096828888704,0.313903301617566,DE,2023-01-30,0,1,1,1,1,1,0,1,0,1,1,1
339,0.399180585809337,0.0924645386522255,DE,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1
340,0.652405527637688,0.083782284297007,DE,2023-02-01,1,1,1,1,1,1,1,1,0,1,0,1
341,0.419158416024354,0.302580845686952,DE,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,1
342,1.08312434723993,0.121787668478418,DE,2023-02-03,1,1,0,1,1,1,1,1,0,1,1,0
343,0.741370099655502,0.0615178810743065,DE,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
344,0.469743532622242,0.055271467611926,DE,2023-02-05,1,1,1,1,1,1,1,1,0,1,1,0
345,NA,NA,DE,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,0.0648124316827637,0.0443640489049186,DE,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1
347,1.57019167016112,0.03963981109334265,DE,2023-02-08,1,1,0,1,1,0,1,1,0,0,1,0
348,0.923522811305918,0.2376072580764265,DE,2023-02-09,0,1,1,1,1,1,0,1,1,1,1,0
349,0.436101165738145,0.0314903484274728,DE,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
350,1.9679735861129,0.353628275991152,DE,2023-02-11,1,1,0,1,0,1,1,0,0,1,0,1
351,NA,NA,DE,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.106232486299421,0.02204818732063635,DE,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
353,0.548545770724095,0.0195256219869379,DE,2023-02-14,1,1,1,1,1,1,1,1,0,1,1,0
354,1.87623966111618,0.510163076227385,DE,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
355,1.72849679823909,0.01525842501533315,DE,2023-02-16,1,1,0,1,1,0,1,0,0,1,1,0
356,0.446280554285629,0.0726890222864695,DE,2023-02-17,1,1,1,1,1,1,1,1,0,0,1,0
357,0.0631373535388955,0.0118723130509813,DE,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
358,0.7648440549873,0.2762221086114705,DE,2023-02-19,1,1,1,1,1,0,1,1,1,1,1,1
359,0.237669538844345,0.0092025310023654,DE,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
360,0.0883702390722991,0.00809168603461255,DE,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
361,0.0110583722206967,0.00710942168239165,DE,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
362,0.276002090401351,0.00624189518637225,DE,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
363,0.0967137999720665,0.00547656183877185,DE,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
364,0.0545530074035541,0.004802088906787275,DE,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
365,0.00624832077917872,0.00420826824584517,DE,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
366,0.00470869476216636,0.003685929402642815,DE,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
367,0.487271318039045,0.09198977925495,DE,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
368,0.106779075396268,0.00282369684714128,DE,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
369,0.0296770810470498,0.002469901470537715,DE,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
370,3.67233863912752,0.4068926115149735,DE,2023-03-03,1,0,0,1,1,1,1,0,0,1,1,1
371,0.0215628282888545,0.00188770296303121,DE,2023-03-04,1,1,1,1,1,1,1,1,0,1,1,0
372,1.19069871227603,0.4615436064036945,DE,2023-03-05,1,1,0,1,1,0,1,1,0,1,1,0
373,1.54647451079931,0.1579960107232765,DE,2023-03-06,1,1,0,0,1,1,1,1,0,0,1,1
374,0.113454749533324,0.00125850478566525,DE,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
375,1.23236226035465,0.241835205416419,DE,2023-03-08,0,1,0,1,1,1,0,1,0,1,1,1
376,0.00541725407172183,9.59352179790675e-4,DE,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
377,0.0661214385055705,8.37388117355995e-4,DE,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
378,NA,NA,DE,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,4.70331253674897,0.2262348497228225,FL,2023-01-29,1,1,0,1,1,0,0,0,0,1,1,0
380,7.96790665371266,0.2918862743895895,FL,2023-01-30,0,0,0,0,0,0,0,0,0,0,1,0
381,1.00298983711221,0.231500346526929,FL,2023-01-31,1,1,1,1,0,1,1,1,0,1,0,0
382,1.29257264400337,0.2301090676477385,FL,2023-02-01,1,1,1,1,1,1,1,0,0,0,1,1
383,2.19063657877408,0.253154655956779,FL,2023-02-02,1,1,1,0,0,1,1,0,1,0,0,0
384,6.54618397713052,0.324109196068954,FL,2023-02-03,0,0,0,0,0,1,0,1,0,0,0,0
385,2.24511050596033,0.252899969972667,FL,2023-02-04,1,1,0,1,0,0,1,1,0,0,0,0
386,3.33434113285464,0.277913642439109,FL,2023-02-05,1,1,0,0,0,1,1,0,0,0,0,0
387,3.67067731018915,0.210314786344501,FL,2023-02-06,0,0,1,1,0,0,0,0,0,0,1,0
388,4.31921496295353,0.170698438878375,FL,2023-02-07,1,1,1,1,0,0,1,0,0,0,0,0
389,4.72686495069227,0.225346109441515,FL,2023-02-08,0,1,0,0,0,1,0,0,0,0,0,0
390,2.66693012789638,0.2081936112077495,FL,2023-02-09,1,1,0,0,0,1,1,0,0,0,0,0
391,1.6647714015869,0.169509474452536,FL,2023-02-10,1,1,1,1,0,1,1,0,0,0,0,0
392,2.57470497243557,0.1898882432044175,FL,2023-02-11,1,1,0,0,0,1,1,0,0,0,0,0
393,3.00201900900821,0.181030540186841,FL,2023-02-12,1,1,0,1,1,0,1,1,0,0,1,0
394,9.77479595337269,0.219255238041389,FL,2023-02-13,1,0,0,1,0,0,0,0,0,1,0,0
395,3.09828970071619,0.15846396077931801,FL,2023-02-14,0,1,0,0,0,1,0,0,0,0,0,1
396,2.18689935635105,0.152742869006628,FL,2023-02-15,0,0,1,1,0,1,0,0,1,1,0,0
397,5.24533518429953,0.1641227562087855,FL,2023-02-16,0,1,0,1,0,0,0,1,0,0,0,0
398,4.40952104245425,0.1613162883478595,FL,2023-02-17,0,0,0,1,1,1,0,0,0,1,1,0
399,1.79532282199202,0.11970250242486,FL,2023-02-18,0,1,1,1,1,1,0,1,0,1,1,1
400,1.69816070840569,0.1329889920020295,FL,2023-02-19,0,1,1,1,0,1,1,1,0,1,0,0
401,3.79670587156218,0.1297385485738785,FL,2023-02-20,0,0,0,1,0,1,0,0,0,1,0,0
402,8.23067655445158,0.1678427598435105,FL,2023-02-21,0,1,0,1,0,0,0,0,0,0,0,0
403,2.93579458176438,0.105915516944571,FL,2023-02-22,0,0,1,1,0,1,0,0,0,0,0,0
404,3.4523508097238498,0.1032773280222375,FL,2023-02-23,1,1,1,0,0,0,1,0,0,0,0,0
405,2.53203086557163,0.105889757715149,FL,2023-02-24,0,1,0,1,0,1,1,0,0,0,0,0
406,1.06561368098789,0.079538982637882,FL,2023-02-25,1,1,1,1,1,1,1,0,0,1,1,0
407,0.920785497042041,0.071015467686445,FL,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
408,5.85559328219388,0.125921298071755,FL,2023-02-27,1,0,0,1,0,1,1,0,0,0,0,0
409,2.93048328951732,0.0898044593338865,FL,2023-02-28,0,1,0,1,0,1,0,0,0,1,0,0
410,8.82465758559994,0.1388309400732005,FL,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0
411,1.98160863858694,0.079221105448272,FL,2023-03-02,1,1,0,1,1,0,1,0,0,1,1,0
412,2.87977789932149,0.063088048460694,FL,2023-03-03,1,1,1,1,0,1,0,1,0,1,0,1
413,2.13535935919727,0.0910732014634695,FL,2023-03-04,1,0,0,0,1,1,1,0,0,0,1,0
414,2.81981075492964,0.1001531905663615,FL,2023-03-05,1,1,0,0,1,0,1,1,0,1,1,0
415,10.3422222147177,0.1493998239939135,FL,2023-03-06,1,0,0,1,0,0,1,0,0,0,0,0
416,5.39020623838296,0.106370921988402,FL,2023-03-07,0,1,0,0,0,0,0,0,0,0,0,1
417,4.69706776066276,0.093831247106122,FL,2023-03-08,0,1,0,1,0,1,0,1,0,1,0,1
418,7.7832165761668,0.1163288713060945,FL,2023-03-09,1,0,0,1,1,0,1,0,0,0,1,0
419,7.45630095293654,0.1548405938820435,FL,2023-03-10,0,0,0,1,0,0,0,0,0,1,0,1
420,4.50402789374788,0.15153230060723,FL,2023-03-11,0,1,0,1,0,1,0,0,0,1,0,0
421,0.916372131396454,0.247083837221303,GA,2023-01-29,1,1,1,1,1,1,0,0,0,1,1,0
422,1.8066991494098,0.2458953539212915,GA,2023-01-30,1,0,1,1,0,1,1,0,0,0,0,1
423,12.8728605177858,0.403057540756195,GA,2023-01-31,1,0,0,0,0,0,1,0,0,0,0,0
424,3.21697485940437,0.2769330950597375,GA,2023-02-01,1,0,0,1,1,0,0,0,0,0,0,0
425,6.69254021804886,0.3026666723420595,GA,2023-02-02,1,0,0,1,1,0,0,0,0,1,1,0
426,4.5533898168323,0.312350758153436,GA,2023-02-03,0,1,0,1,0,1,0,1,0,0,0,0
427,1.78869084172507,0.2894024464906365,GA,2023-02-04,0,1,1,1,1,1,0,1,0,1,1,0
428,2.5185947184227,0.2865028929399175,GA,2023-02-05,1,1,0,0,1,0,1,1,0,0,1,0
429,7.3098181545012,0.300633929504964,GA,2023-02-06,1,0,0,1,1,0,0,0,0,1,1,0
430,7.75613732245929,0.317886161810065,GA,2023-02-07,0,1,0,0,0,0,0,0,0,0,0,0
431,3.44750832855273,0.2528390793585915,GA,2023-02-08,1,0,0,1,0,1,1,0,0,1,0,0
432,1.5278380661059,0.192140672643195,GA,2023-02-09,0,1,1,1,1,1,0,1,0,0,1,0
433,3.46736748235119,0.123563891317768,GA,2023-02-10,1,1,0,1,0,0,1,0,1,0,0,0
434,0.49193750887305,0.1615911481055935,GA,2023-02-11,1,1,1,1,1,1,1,1,0,1,1,0
435,3.33769366770298,0.305546708009766,GA,2023-02-12,0,0,0,0,1,1,0,0,0,0,1,0
436,0.623742380441399,0.1334291185497915,GA,2023-02-13,1,1,1,1,1,1,1,1,0,1,1,0
437,3.30913884610225,0.24951282264008,GA,2023-02-14,1,1,0,0,1,0,1,1,0,0,1,0
438,0.896587538555607,0.144920565213261,GA,2023-02-15,1,0,1,1,1,1,1,0,1,1,1,0
439,3.23664852550911,0.190328772147435,GA,2023-02-16,1,1,0,1,0,0,1,1,0,0,0,0
440,2.923022313807,0.236289607766612,GA,2023-02-17,1,0,0,0,1,1,0,0,0,0,1,0
441,1.79056426722866,0.403861115970721,GA,2023-02-18,1,1,0,1,1,0,1,1,1,0,1,0
442,1.00114742811278,0.099057764942323,GA,2023-02-19,0,1,1,1,1,1,0,1,0,1,1,0
443,1.22770099070432,0.1209098084289785,GA,2023-02-20,1,1,1,1,1,0,1,1,0,1,1,0
444,3.83119337077044,0.236357179822671,GA,2023-02-21,1,1,0,1,1,0,1,0,0,1,1,0
445,3.22174091384457,0.199700140873631,GA,2023-02-22,1,0,0,0,1,1,1,0,0,0,1,0
446,2.69281421858708,0.2353763364440795,GA,2023-02-23,1,1,0,0,1,0,1,1,0,1,1,0
447,3.5895343438804,0.2798760792518735,GA,2023-02-24,1,0,0,1,0,0,1,0,0,1,0,0
448,0.785555910503442,0.00480208890678727,GA,2023-02-25,1,1,1,1,1,1,1,0,0,1,1,1
449,1.42276827061703,0.2041354300697705,GA,2023-02-26,0,1,0,1,1,1,0,1,0,1,1,0
450,0.960996799880387,0.0754172558073675,GA,2023-02-27,1,1,1,1,0,1,1,1,0,1,0,0
451,0.480965059879703,0.09198977925495,GA,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
452,3.32003236630679,0.3084297409750015,GA,2023-03-01,1,0,0,1,0,0,1,0,0,1,0,0
453,0.103489950684166,0.002469901470537715,GA,2023-03-02,1,1,1,1,1,1,1,1,0,1,1,0
454,0.560455713156184,0.0929752157067575,GA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
455,0.85498960259732,0.1542479751872155,GA,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
456,2.9631150814375,0.3509357834702885,GA,2023-03-05,1,1,0,1,0,0,1,1,0,1,0,0
457,4.04201091855988,0.539351679061145,GA,2023-03-06,0,1,0,1,0,0,0,1,0,1,0,1
458,8.1079529611808,0.2971644859112955,GA,2023-03-07,1,1,0,1,1,0,1,1,0,1,1,0
459,3.19897948706636,0.216777339119683,GA,2023-03-08,1,1,0,1,1,0,1,1,0,1,1,0
460,0.102204521709767,9.59352179790675e-4,GA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
461,0.0464470266973597,8.37388117355995e-4,GA,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
462,1.13565945682847,0.237416291278144,GA,2023-03-11,1,1,0,1,1,0,1,1,0,1,1,0
463,0.642756019338207,0.4480744033791665,HI,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1
464,NA,NA,HI,2023-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2023-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,0.946545337061615,0.418909112711793,HI,2023-02-01,1,1,1,0,1,1,0,1,1,0,1,1
467,0.105661580290015,0.075746152090737,HI,2023-02-02,1,1,1,1,1,1,1,1,0,1,1,0
468,1.0878018290892,0.7699198355253,HI,2023-02-03,1,1,1,0,1,1,1,1,0,0,1,1
469,NA,NA,HI,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,0.418667218118397,0.0495639577532729,HI,2023-02-06,1,1,1,1,1,1,1,1,0,1,1,0
472,0.0649779512380582,0.0443640489049186,HI,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1
473,2.89120077304055,0.64447723810006,HI,2023-02-08,1,1,0,1,1,0,1,1,0,1,1,0
474,2.95143118106106,0.66216597042511,HI,2023-02-09,1,1,0,1,1,0,1,1,0,1,1,0
475,1.16932293955626,0.826980117015595,HI,2023-02-10,1,1,0,0,1,1,1,1,0,0,1,1
476,NA,NA,HI,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,0.0319052660309384,0.02204818732063635,HI,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
479,NA,NA,HI,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2.15844474071188,0.756609324298675,HI,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
481,0.079156940190766,0.01525842501533315,HI,2023-02-16,1,1,1,1,1,1,0,1,0,1,1,1
482,0.0193137448820049,0.01346613430485655,HI,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
483,0.0158770503675872,0.0118723130509813,HI,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
484,NA,NA,HI,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2023-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2023-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,0.00771273891891487,0.00624189518637225,HI,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
489,0.894929789031781,0.2899617790417535,HI,2023-02-24,1,1,0,1,1,0,1,1,0,1,1,0
490,NA,NA,HI,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0.0161461030610053,0.00282369684714128,HI,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
495,0.201749398513828,0.002469901470537715,HI,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
496,0.982296353033488,0.2291985906164935,HI,2023-03-03,1,1,0,1,1,0,1,1,0,1,1,0
497,0.02191731191373,0.00188770296303121,HI,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
498,NA,NA,HI,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,0.00192423554539942,0.00109889883963427,HI,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
502,0.00538409309583808,9.59352179790675e-4,HI,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
503,0.00115958441310894,8.37388117355995e-4,HI,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
504,NA,NA,HI,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,1.89021577955932,0.2986364169213195,IA,2023-01-29,1,1,0,1,1,0,1,1,1,0,1,0
506,1.79622900666833,0.280094704673947,IA,2023-01-30,1,1,1,1,0,0,1,0,0,1,0,0
507,4.73193403737978,0.3895765394359005,IA,2023-01-31,1,1,0,1,0,0,1,0,0,1,0,0
508,2.44964754657512,0.331623560727633,IA,2023-02-01,0,1,0,1,1,1,0,1,0,1,1,0
509,4.34331461306782,0.410794359612363,IA,2023-02-02,0,0,0,1,0,1,0,0,0,0,0,0
510,1.29677415199727,0.284203204219518,IA,2023-02-03,0,1,1,1,0,1,0,1,0,1,0,0
511,0.717254439259647,0.2645780803287305,IA,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
512,1.45739191520911,0.3418512534232715,IA,2023-02-05,0,1,1,1,0,1,0,1,0,1,0,0
513,1.66280767468729,0.212974284982079,IA,2023-02-06,0,1,1,1,1,1,0,1,1,1,1,0
514,6.56556583861489,0.334038363179383,IA,2023-02-07,0,1,0,1,0,0,0,1,0,0,0,0
515,1.6884527086926,0.180323253340498,IA,2023-02-08,0,1,1,0,1,0,0,1,0,0,1,0
516,3.13213879833053,0.3616916690481015,IA,2023-02-09,1,0,0,1,0,1,1,1,0,1,0,0
517,3.07577892296444,0.3008384014597425,IA,2023-02-10,0,1,0,1,1,0,0,1,0,1,1,0
518,0.893732714741058,0.17620318997543,IA,2023-02-11,1,1,1,1,0,1,1,1,1,1,0,0
519,1.76166939677192,0.204620643101588,IA,2023-02-12,1,1,1,1,0,1,1,1,0,1,0,0
520,1.85619955978668,0.2146138711744335,IA,2023-02-13,1,1,1,1,0,1,1,1,0,1,0,0
