...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
778,1.25536557357209,0.471745560711106,LA,2023-03-05,1,1,0,1,0,1,1,1,0,1,0,1
779,0.0136984269423772,0.00256555365513372,LA,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
780,0.0118734826817494,0.00228301501846476,LA,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
781,NA,NA,LA,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,1.18931581978888,0.460169446720529,LA,2023-03-09,1,1,0,1,1,0,1,1,0,1,1,0
783,0.01801493786338,0.001615025714956235,LA,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
784,1.23210684064946,0.464425875267656,LA,2023-03-11,1,1,0,1,1,0,1,1,0,1,1,0
785,0.00167828966466223,0.0012876586305554,LA,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
786,2.31410880803614,0.96009595605081,LA,2023-03-13,1,0,0,1,0,1,1,0,0,1,0,1
787,NA,NA,LA,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,2.50226188906502,0.4715677863129495,LA,2023-03-15,1,1,0,1,1,0,1,1,0,1,1,0
789,1.28031683053027,0.3227893597828425,LA,2023-03-16,1,1,0,1,0,1,1,1,0,1,0,1
790,NA,NA,LA,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,0.00691852387038554,6.72531534375345e-4,LA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
792,NA,NA,LA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,8.117020183729e-4,5.4881451781098e-4,LA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
794,0.00619308202907398,4.97284544902945e-4,LA,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
795,0.0103002062419782,4.5158533684351e-4,LA,2023-03-22,1,1,1,1,1,1,1,1,0,1,1,0
796,5.2610158874405e-4,4.1104030541349e-4,LA,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
797,5.886663969104e-4,3.7505198670789e-4,LA,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
798,0.00738101023955574,3.4309291306059e-4,LA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
799,2.60450373567904,0.0327013435053585,MA,2023-02-12,1,1,0,1,1,0,0,1,0,0,1,0
800,4.00566356874835,0.11990978836224,MA,2023-02-13,1,1,0,1,0,0,1,0,0,1,0,0
801,1.6713662313624,0.132967319969365,MA,2023-02-14,0,1,1,1,0,0,0,1,1,1,0,0
802,5.54980945429579,0.02351596219574685,MA,2023-02-15,1,1,0,1,1,0,1,0,0,0,1,0
803,7.23023507718842,0.04819056041602225,MA,2023-02-16,1,1,0,1,1,0,0,0,0,1,1,0
804,4.03227107889446,0.03846293926095665,MA,2023-02-17,1,1,0,1,1,0,1,0,0,1,1,0
805,2.28615708286989,0.05556145742536,MA,2023-02-18,0,1,0,1,1,0,0,0,1,1,1,1
806,2.23368577068607,0.01494109026797895,MA,2023-02-19,1,1,0,1,1,0,1,1,0,1,1,0
807,1.01321340046434,0.1000713733093455,MA,2023-02-20,1,1,1,1,0,1,1,1,1,1,0,0
808,1.3756037524596,0.073313179573026993,MA,2023-02-21,1,1,1,1,0,1,1,1,0,1,1,0
809,0.942519621809598,0.1627507251063525,MA,2023-02-22,1,0,1,1,1,1,1,0,0,1,1,1
810,0.980806889488111,0.187131176422386,MA,2023-02-23,1,1,1,1,0,1,1,1,1,1,0,0
811,2.37715392088469,0.0662015087005165,MA,2023-02-24,0,1,1,1,1,0,0,1,0,0,1,0
812,1.73543543448357,0.0074184387604385,MA,2023-02-25,1,1,0,1,1,0,1,1,0,1,1,0
813,1.221339371331,0.00659259959217875,MA,2023-02-26,1,1,0,1,1,0,1,1,1,1,1,1
814,2.0100981451101,0.136384910957999,MA,2023-02-27,0,1,0,1,1,1,0,1,0,0,1,0
815,3.21645964861257,0.21044645934672,MA,2023-02-28,0,0,0,0,1,1,0,0,0,0,1,1
816,6.42493403926314,0.299729908850543,MA,2023-03-01,1,0,0,0,1,0,1,0,0,0,1,0
817,2.27714389539038,0.122898006406024,MA,2023-03-02,1,0,0,0,1,1,1,0,0,0,0,0
818,1.98667644958724,0.1403724732827095,MA,2023-03-03,1,0,0,1,1,1,1,0,0,1,1,0
819,0.0369693034161221,0.00324433165918728,MA,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
820,1.57029652572821,0.1585145120566205,MA,2023-03-05,1,0,0,0,1,1,1,0,0,0,1,1
821,0.765400852361347,0.0565859581947605,MA,2023-03-06,1,1,1,0,1,1,1,1,0,0,1,1
822,0.441288380035751,0.03151610091271975,MA,2023-03-07,1,1,1,1,1,1,1,1,0,0,1,1
823,0.951971643906105,0.04509916667637965,MA,2023-03-08,1,1,1,1,0,1,1,1,0,0,0,0
824,0.763848004625443,0.00181119649451356,MA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
825,4.92119701950691,0.178000858200046,MA,2023-03-10,1,0,0,1,0,1,1,0,0,1,0,1
826,0.115876205217784,0.00144137116377394,MA,2023-03-11,1,1,1,1,1,1,1,1,0,0,1,1
827,0.939495730898413,0.156316579088728,MA,2023-03-12,1,1,0,1,1,0,1,1,0,1,1,0
828,1.1574128667342,0.076918922753774,MA,2023-03-13,1,1,1,1,0,1,1,1,1,1,0,0
829,0.971473434005986,0.0651732379426755,MA,2023-03-14,1,1,1,1,0,1,1,1,0,0,0,0
830,1.46649262410979,0.08649604584434,MA,2023-03-15,1,1,0,1,1,0,1,1,1,1,1,1
831,0.949978978546638,0.051665817927478,MA,2023-03-16,1,1,1,1,0,1,1,1,0,1,0,1
832,0.110921605312865,7.46566104294265e-4,MA,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
833,0.0366760641788895,6.72531534375345e-4,MA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
834,2.09075201434522,0.320124301874926,MA,2023-03-19,1,1,0,0,1,0,1,1,0,0,1,0
835,19.0748627284916,0.4460803500341985,MA,2023-03-20,0,1,0,0,0,0,0,1,0,0,0,0
836,0.899553497784871,0.057351033298441,MA,2023-03-21,1,1,1,0,1,1,1,1,0,0,1,1
837,1.15943130716153,0.1087344340268455,MA,2023-03-22,1,1,0,1,0,1,1,1,0,1,0,1
838,0.719853236331307,0.04852167997780325,MA,2023-03-23,1,1,1,1,1,0,1,1,1,1,1,1
839,0.0492909474816978,3.7505198670789e-4,MA,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
840,0.0269769052319461,3.4309291306059e-4,MA,2023-03-25,1,1,1,1,1,1,1,1,0,0,1,1
841,2.06290131923899,0.1313868036017125,MD,2023-02-12,1,1,1,1,0,0,1,0,0,1,0,0
842,6.1286594114949,0.063368002936518,MD,2023-02-13,1,1,0,1,1,0,0,0,0,0,0,0
843,1.23445486542606,0.1353726315812885,MD,2023-02-14,1,1,1,1,1,1,1,0,0,1,0,0
844,2.4379294193292,0.1645329339315995,MD,2023-02-15,0,1,1,1,1,1,0,0,0,0,1,0
845,2.17493141427704,0.104462103020039,MD,2023-02-16,1,1,1,1,0,0,1,0,1,1,1,0
846,2.5902165980722,0.0951760796260785,MD,2023-02-17,1,0,0,1,1,0,1,1,0,1,1,0
847,1.21691553786699,0.071826853979252,MD,2023-02-18,1,1,0,1,1,1,1,1,0,1,1,0
848,1.27060986797788,0.152421930846102,MD,2023-02-19,0,0,1,1,1,1,0,1,0,1,1,1
849,1.5644644854251,0.1592566394023165,MD,2023-02-20,1,1,0,1,0,1,1,0,1,1,0,0
850,1.22601825847877,0.1224469299725045,MD,2023-02-21,1,1,1,0,0,1,1,0,0,1,0,0
851,2.570868980789,0.0390664665530961,MD,2023-02-22,0,1,0,1,1,0,0,0,0,1,1,0
852,0.573088302521538,0.0542871677101535,MD,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
853,0.92740810149681,0.1139073173255,MD,2023-02-24,1,1,1,1,0,1,1,1,0,1,0,0
854,0.911102374302317,0.1156846448024565,MD,2023-02-25,0,1,1,1,1,1,0,1,0,1,1,1
855,2.95230179431977,0.2231034988716715,MD,2023-02-26,0,1,0,0,1,0,0,1,0,1,1,1
856,1.26126942820809,0.0919902966809965,MD,2023-02-27,0,0,1,1,1,1,0,0,0,1,1,0
857,1.28616845854972,0.1047489350352835,MD,2023-02-28,1,1,1,0,0,1,1,1,1,0,0,0
858,1.26641359676948,0.046105297111386,MD,2023-03-01,1,0,1,1,1,1,1,1,0,1,1,0
859,1.15824720397808,0.0410068208937429,MD,2023-03-02,1,0,1,1,1,0,1,0,0,0,1,0
860,1.08924584110951,0.096361058828137,MD,2023-03-03,1,0,1,1,1,1,1,0,0,0,1,0
861,2.20405283640038,0.1194863080839005,MD,2023-03-04,1,0,0,0,1,1,1,0,0,0,1,1
862,0.494140688008411,0.00288447194612486,MD,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
863,4.04977611713802,0.203236502530337,MD,2023-03-06,1,0,0,1,1,1,1,0,0,1,1,1
864,0.898644620167769,0.0431212380061413,MD,2023-03-07,1,1,1,0,1,1,1,1,1,0,1,0
865,2.03258383099173,0.11407281130752,MD,2023-03-08,1,0,0,1,1,1,1,0,0,1,1,0
866,0.915834139630578,0.076273435958453,MD,2023-03-09,1,1,1,0,1,1,1,0,1,1,1,0
867,3.61100988055162,0.1535624125636505,MD,2023-03-10,1,0,0,0,1,1,1,0,0,0,1,0
868,1.70865296064568,0.160007228280995,MD,2023-03-11,1,0,0,0,1,1,1,0,0,1,1,1
869,1.55887572181862,0.1465209584057905,MD,2023-03-12,1,1,0,1,0,1,1,1,0,1,0,1
870,1.06767671059259,0.071223519195997,MD,2023-03-13,1,0,1,1,1,1,1,0,0,1,1,1
871,0.829130101265852,0.0541409402041745,MD,2023-03-14,1,1,1,0,1,1,1,1,0,0,1,1
872,0.54687724108951,0.053218241112485,MD,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
873,1.00293673893977,0.0811569169808295,MD,2023-03-16,1,0,1,1,1,1,1,0,0,1,1,1
874,0.523136583383832,0.0458696730245247,MD,2023-03-17,1,1,1,1,1,1,1,1,0,1,1,0
875,3.65071886371612,0.2243248530025905,MD,2023-03-18,1,1,0,1,0,1,1,1,0,1,0,1
876,0.730506055945357,0.0641478998999975,MD,2023-03-19,1,1,1,1,1,0,1,1,1,1,1,1
877,4.22423691308801,0.1425203382468955,MD,2023-03-20,1,0,0,0,1,1,1,0,0,0,1,1
878,2.90497759735425,0.161693764070935,MD,2023-03-21,1,0,0,1,1,1,1,0,0,1,1,1
879,1.79480634543284,0.114611949116436,MD,2023-03-22,1,0,0,0,1,1,1,0,0,0,1,1
880,1.82849443760644,0.114787298810044,MD,2023-03-23,1,1,0,0,0,1,1,1,0,0,0,1
881,1.9283504584777,0.1620034970641335,MD,2023-03-24,1,0,0,1,1,0,1,0,0,1,1,1
882,3.37028513487551,0.2936895702764535,MD,2023-03-25,0,1,0,1,0,1,0,1,0,1,0,1
883,NA,NA,ME,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.264568728565913,0.0293312582729554,ME,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
885,0.127405353313518,0.026277562803321,ME,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
886,0.227420628592748,0.02351596219574685,ME,2023-02-15,1,1,1,1,1,1,1,1,0,1,1,0
887,1.7886836465859,0.4960628853651455,ME,2023-02-16,1,1,0,1,1,0,1,1,0,1,1,0
888,0.0868700538483641,0.0187768795369752,ME,2023-02-17,1,1,1,1,1,1,1,1,0,1,0,1
889,NA,NA,ME,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,0.132036230688428,0.01331319078777105,ME,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
892,0.0578533846318394,0.01185513838292215,ME,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
893,NA,NA,ME,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,0.0648455081173572,0.00585766779706935,ME,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
899,NA,NA,ME,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,0.0246756010957093,0.00462347240025523,ME,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
901,0.0059511662256671,0.00410783394800745,ME,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
902,0.00521065572160778,0.00365022635558375,ME,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
903,NA,NA,ME,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,0.00374251820168459,0.00256555365513372,ME,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
906,0.0138683940424885,0.00228301501846476,ME,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
907,0.0028897474269784,0.0020327768129901,ME,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
908,NA,NA,ME,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,0.00199401284281982,0.001615025714956235,ME,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
910,0.00729416955712177,0.00144137116377394,ME,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
911,0.024917053399012,0.0012876586305554,ME,2023-03-12,1,1,1,1,1,1,1,1,0,1,1,0
912,1.15589273148137,0.3125242947162515,ME,2023-03-13,1,1,0,1,1,0,1,1,0,1,1,0
913,0.0196677088671906,0.001031164092607635,ME,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
914,0.0111659571924438,9.2454796242689e-4,ME,2023-03-15,1,1,1,1,1,1,1,1,0,1,1,0
915,0.0245247827871669,8.30153829597045e-4,ME,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
916,0.00103854187420222,7.46566104294265e-4,ME,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
917,NA,NA,ME,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,0.0106932988428058,5.4881451781098e-4,ME,2023-03-20,1,1,1,1,1,1,1,1,0,1,1,0
920,1.20684296391469,0.1938000303069315,ME,2023-03-21,1,1,0,0,1,1,1,1,0,0,1,1
921,0.00946762506247653,4.5158533684351e-4,ME,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
922,0.00216565423024692,4.1104030541349e-4,ME,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
923,5.5758198272594e-4,3.7505198670789e-4,ME,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
924,4.3768495655899e-4,3.4309291306059e-4,ME,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
925,2.99631523591818,0.264724545877928,MI,2023-02-12,1,1,0,1,0,0,1,1,0,1,0,0
926,6.64882438447647,0.2758853556602355,MI,2023-02-13,0,1,0,1,1,0,0,1,0,0,1,0
927,2.26937504568047,0.1781679063160705,MI,2023-02-14,1,1,1,1,1,0,0,0,0,1,0,0
928,1.75150315705886,0.1876524142945205,MI,2023-02-15,1,1,1,1,0,1,1,1,0,1,0,0
929,4.16579265568739,0.1843180532561195,MI,2023-02-16,1,1,0,1,1,0,1,1,0,1,0,0
930,6.36232768844424,0.2696072452286455,MI,2023-02-17,0,0,0,1,0,0,0,0,0,1,0,0
931,4.78747531571126,0.2547639110850655,MI,2023-02-18,1,1,0,1,0,0,1,0,0,1,0,0
932,1.53862155234329,0.1947867599894405,MI,2023-02-19,0,1,0,1,0,1,0,0,1,1,0,0
933,4.06303438543922,0.2007527005741355,MI,2023-02-20,0,1,0,1,0,1,0,0,0,0,0,0
934,6.4750351369426,0.254950146818634,MI,2023-02-21,0,1,0,1,0,0,0,1,0,1,0,0
935,4.2273878872561,0.2017043792879015,MI,2023-02-22,0,1,0,1,1,1,0,1,0,1,1,0
936,6.70359487883695,0.2233283831685645,MI,2023-02-23,1,1,0,1,1,0,1,0,0,0,1,0
937,3.23512940531784,0.161950908754027,MI,2023-02-24,1,1,0,1,1,0,0,1,0,1,1,0
938,1.91317552474231,0.140669153889076,MI,2023-02-25,0,1,0,1,1,1,0,1,1,1,1,0
939,0.516251972472283,0.0795897353303845,MI,2023-02-26,1,1,1,1,1,1,1,0,0,1,1,1
940,5.23794717595745,0.1920574625661975,MI,2023-02-27,1,0,0,1,0,0,1,0,0,1,0,0
941,5.14274241465135,0.20056802473896,MI,2023-02-28,0,0,0,0,0,0,0,1,0,0,0,0
942,2.14206947203651,0.1079396143815075,MI,2023-03-01,0,0,0,0,0,1,0,0,0,1,0,0
943,4.74312297441565,0.212949993529568,MI,2023-03-02,1,0,0,1,0,0,1,0,0,1,0,0
944,1.49584808691562,0.109361560150206,MI,2023-03-03,1,1,0,1,1,0,1,0,0,0,0,0
945,0.931288216538911,0.0860574572019605,MI,2023-03-04,1,1,1,1,0,1,0,1,0,1,0,0
946,5.41703390555917,0.2485330492427605,MI,2023-03-05,0,1,0,0,0,0,0,1,0,0,0,0
947,8.42643726662642,0.183595323377425,MI,2023-03-06,0,0,0,1,0,0,0,0,0,1,0,0
948,7.30721661842628,0.2208594404736685,MI,2023-03-07,1,0,0,1,0,0,1,0,0,1,0,0
949,6.20272379232439,0.196495482703522,MI,2023-03-08,1,1,0,1,0,0,1,1,0,1,0,0
950,3.70267257120609,0.1460981358902115,MI,2023-03-09,1,1,0,1,0,0,1,1,0,1,0,0
951,1.73114756208106,0.101498526238989,MI,2023-03-10,0,1,0,1,1,0,0,1,0,0,1,0
952,0.396017119053771,0.00144137116377394,MI,2023-03-11,1,1,1,1,1,1,1,1,0,1,1,0
953,2.99049499777967,0.1873223631803625,MI,2023-03-12,1,1,0,1,1,0,1,1,0,1,1,0
954,5.258451162884,0.110463892981611,MI,2023-03-13,1,1,0,1,1,0,1,0,0,0,1,0
955,1.87342069208644,0.096381940538942,MI,2023-03-14,0,0,0,1,1,1,0,0,0,0,1,0
956,5.19554546045349,0.204548647167759,MI,2023-03-15,1,0,0,0,1,0,1,0,0,0,1,0
957,5.99410552265605,0.20965585684098,MI,2023-03-16,1,0,0,0,0,0,1,0,0,0,0,0
958,0.492154902397649,0.0419459245966786,MI,2023-03-17,1,1,1,1,1,1,1,1,0,1,1,0
959,1.20198681975523,0.162273366633655,MI,2023-03-18,0,1,0,1,1,1,0,1,1,0,1,1
960,0.126161853321543,6.06941225978355e-4,MI,2023-03-19,1,1,1,1,1,1,1,1,0,1,1,0
961,2.26796755229703,0.073073841688627,MI,2023-03-20,1,0,0,0,1,1,1,0,0,0,1,1
962,1.38918860715171,0.0568480805352005,MI,2023-03-21,1,1,0,1,1,0,1,1,0,1,1,0
963,0.77193095354428,0.03766899149626155,MI,2023-03-22,1,1,1,0,1,1,1,1,1,0,1,0
964,6.16720234491707,0.15662130928974,MI,2023-03-23,1,1,0,0,1,0,1,1,0,0,1,0
965,2.89075775089183,0.161373875068241,MI,2023-03-24,1,1,0,0,1,0,1,1,0,0,1,0
966,0.899418163387801,0.069338342866403,MI,2023-03-25,1,1,1,1,1,0,1,1,0,1,1,0
967,5.66535748907433,0.2957383729733795,MN,2023-02-12,0,1,0,1,1,0,0,0,0,0,0,0
968,1.87478268895076,0.1747697839931635,MN,2023-02-13,1,1,1,1,0,1,0,1,0,0,0,0
969,9.4284208749966,0.266259619627465,MN,2023-02-14,0,1,0,1,0,0,0,1,0,1,0,0
970,2.60739859299531,0.195215185586388,MN,2023-02-15,0,1,0,1,1,0,0,0,0,1,1,0
971,5.14784927121658,0.2255612028304885,MN,2023-02-16,0,1,0,1,1,0,0,1,0,1,0,0
972,1.60733162801481,0.1538091702466195,MN,2023-02-17,1,1,1,1,1,1,1,0,1,1,0,1
973,1.52572506520571,0.069668104529598,MN,2023-02-18,1,0,1,1,1,0,1,0,0,1,1,0
974,0.903815963727985,0.1338157077383045,MN,2023-02-19,0,1,1,1,1,1,0,0,0,1,1,0
975,6.00725834011772,0.223039384505574,MN,2023-02-20,0,1,0,0,1,0,0,1,0,0,0,0
976,3.35411616556965,0.175046336506542,MN,2023-02-21,1,1,0,0,1,0,1,1,0,0,1,0
977,2.85121154813747,0.200016960964484,MN,2023-02-22,1,0,0,0,0,1,1,0,0,0,0,0
978,4.10692019326629,0.2787950319908555,MN,2023-02-23,1,1,0,1,1,0,1,1,0,1,1,0
979,0.873643017975002,0.0940582465138155,MN,2023-02-24,1,1,1,1,0,1,1,1,0,1,0,0
980,0.931492371461077,0.0795269086247605,MN,2023-02-25,1,1,1,1,0,1,1,0,0,1,0,0
981,2.37531610106958,0.166491087399677,MN,2023-02-26,1,1,0,1,1,0,0,1,0,1,1,0
982,7.76256358429644,0.1914906239469615,MN,2023-02-27,0,0,0,1,0,0,0,0,0,1,0,1
983,5.10549218624278,0.165158853693535,MN,2023-02-28,0,1,0,1,0,0,0,1,0,1,0,0
984,8.61562169740801,0.2574342508762095,MN,2023-03-01,0,1,0,1,0,0,0,1,0,1,0,0
985,4.14387740334308,0.1255055810656035,MN,2023-03-02,1,1,0,1,0,0,1,1,0,1,1,0
986,3.41517795642093,0.1370492616952555,MN,2023-03-03,0,1,0,1,1,0,0,0,0,1,1,0
987,1.73832561040982,0.04559782940079835,MN,2023-03-04,1,1,1,1,0,0,1,1,0,0,0,0
988,0.872397248582629,0.0584017877270535,MN,2023-03-05,1,1,1,1,0,1,1,1,0,0,0,0
989,1.37937986826149,0.072412400725197,MN,2023-03-06,1,1,1,1,1,1,0,0,0,0,1,0
990,7.42597610409016,0.172187961300714,MN,2023-03-07,0,0,0,1,0,0,0,0,0,1,0,0
991,8.6954660442454,0.216735000991041,MN,2023-03-08,0,1,0,0,0,1,0,1,0,0,0,0
992,0.519605935238002,0.02593531492746175,MN,2023-03-09,1,1,1,1,1,1,1,1,0,0,1,1
993,5.6986964967036,0.201514700523678,MN,2023-03-10,1,1,0,0,0,1,1,1,0,0,0,0
994,2.31111427269714,0.16624546522265,MN,2023-03-11,1,1,0,0,1,0,1,1,0,0,1,0
995,0.435321228761562,0.050244159827873,MN,2023-03-12,1,1,1,1,1,1,1,1,0,1,1,0
996,7.51515275218643,0.164170982047744,MN,2023-03-13,1,1,0,1,0,0,1,1,0,1,0,0
997,4.57668451817435,0.140066111756563,MN,2023-03-14,0,1,0,1,0,0,0,1,0,0,0,0
998,3.37458308796879,0.146613988991341,MN,2023-03-15,1,1,0,1,0,0,1,1,0,1,0,0
999,4.14944669631985,0.292608535019372,MN,2023-03-16,1,1,0,0,1,0,1,1,0,0,1,0
1000,0.217985144759515,7.46566104294265e-4,MN,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
1001,3.28227919921153,0.410423659680332,MN,2023-03-18,1,0,0,1,1,0,1,0,0,1,1,0
1002,0.979569668222036,0.0809394232079285,MN,2023-03-19,1,1,1,0,1,1,1,1,0,0,1,1
1003,4.59827276876055,0.2017317057580255,MN,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
1004,4.17964398811934,0.1312076031490395,MN,2023-03-21,0,1,0,1,0,0,0,1,0,0,0,0
1005,1.99824966502114,0.0633254974794255,MN,2023-03-22,1,1,0,1,0,1,1,1,0,0,0,1
1006,2.66690310622055,0.100863191331614,MN,2023-03-23,1,1,0,0,0,1,1,1,0,0,0,0
1007,0.0783363390303677,3.7505198670789e-4,MN,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
1008,3.63193501274378,0.1944700866231675,MN,2023-03-25,1,1,0,0,1,1,1,1,0,0,1,1
1009,2.01658958696058,0.4300740625384225,MO,2023-02-12,0,1,0,1,1,1,0,1,0,1,1,1
1010,1.27436825247044,0.2656195742900505,MO,2023-02-13,0,1,0,1,1,1,0,1,0,1,1,1
1011,1.47746786974237,0.297646763714365,MO,2023-02-14,1,1,0,1,0,1,1,0,1,1,0,1
1012,1.08256742364426,0.208377677055513,MO,2023-02-15,0,1,1,1,1,1,0,1,0,1,0,0
1013,2.42856996344146,0.292437512886671,MO,2023-02-16,1,0,0,1,0,1,1,0,0,1,0,0
1014,1.4491989017205,0.0789719740164855,MO,2023-02-17,1,1,1,1,0,0,1,1,0,0,0,0
1015,0.72115923215456,0.01675613388248345,MO,2023-02-18,1,1,1,1,1,1,1,1,0,1,1,0
1016,1.05374824894574,0.217131149392896,MO,2023-02-19,1,1,1,1,0,1,1,1,0,1,0,1
1017,1.60502489997654,0.1953953257997065,MO,2023-02-20,1,1,0,0,0,1,1,1,0,0,0,0
1018,1.33453893441592,0.16872414142514,MO,2023-02-21,1,1,1,1,1,0,1,1,0,0,1,1
1019,0.425391677676485,0.01055088333474505,MO,2023-02-22,1,1,1,1,1,1,1,1,0,1,1,0
1020,1.56972217512329,0.2787950319908555,MO,2023-02-23,1,1,0,1,1,0,1,1,0,1,1,0
1021,1.30228354244115,0.213152671383923,MO,2023-02-24,1,1,0,1,1,0,1,1,0,1,1,0
1022,0.973461595651245,0.157856169653261,MO,2023-02-25,0,1,1,1,1,1,0,1,0,1,1,0
1023,2.07827319888813,0.2647821676294835,MO,2023-02-26,1,1,0,0,1,1,1,0,1,0,1,0
1024,1.61398555000844,0.248359148828103,MO,2023-02-27,1,1,0,1,1,0,1,1,0,1,1,0
1025,4.20553525256811,0.295000547389959,MO,2023-02-28,1,1,0,1,0,0,1,0,0,1,0,0
1026,2.25911680755514,0.1901499499621815,MO,2023-03-01,1,1,0,1,1,0,1,1,0,0,1,0
1027,3.94612976238077,0.295302710910288,MO,2023-03-02,1,1,0,1,1,0,1,1,0,1,1,0
1028,2.64057329567761,0.223882171761047,MO,2023-03-03,1,1,0,1,1,0,1,1,0,0,1,0
1029,1.81697542918323,0.366714188505287,MO,2023-03-04,1,1,0,0,1,0,1,1,0,0,1,0
1030,0.109230676193218,0.00288447194612486,MO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1031,1.01912571758281,0.120336040214534,MO,2023-03-06,0,1,1,1,1,1,0,1,0,1,1,1
1032,0.213615531290214,0.00228301501846476,MO,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1033,1.00986752265896,0.1073061742568315,MO,2023-03-08,1,1,1,1,0,1,1,1,1,1,0,0
1034,0.0935889088559549,0.00181119649451356,MO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
1035,0.760080625570137,0.11680112895134,MO,2023-03-10,1,1,1,1,1,0,1,1,0,1,1,0
1036,1.13300488866134,0.1606922972709175,MO,2023-03-11,1,1,0,1,0,1,1,1,1,0,0,1
1037,1.06510641591344,0.2338310393178145,MO,2023-03-12,1,1,0,1,1,0,1,1,0,1,1,0
