...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
240,1.96914119439885,0.298064807552908,CO,2022-11-14,1,0,1,1,1,1,1,1,0,0,0,1,1,0
241,2.39880986031676,0.333918805363587,CO,2022-11-15,0,0,1,0,1,1,1,0,0,0,0,0,1,0
242,2.62884843031148,0.330229190536926,CO,2022-11-16,1,0,1,0,1,0,1,1,0,0,0,0,0,0
243,2.98365052670278,0.269936032604937,CO,2022-11-17,1,1,1,1,1,1,0,1,1,1,0,1,1,0
244,5.12753120214564,0.3880495270535855,CO,2022-11-18,1,1,1,0,1,1,0,1,0,0,0,0,1,0
245,0.686089296205416,0.226313133918265,CO,2022-11-19,1,1,1,1,1,1,1,1,0,0,0,1,1,1
246,0.972992517006499,0.09379079133459,CO,2022-11-20,1,1,1,0,1,1,1,1,1,1,0,1,1,0
247,4.78620942202387,0.3273846734144945,CO,2022-11-21,1,1,1,0,1,1,0,1,0,0,0,0,1,0
248,2.67235763367952,0.3018406120057455,CO,2022-11-22,1,1,1,0,1,1,0,1,1,0,0,0,1,0
249,3.1304971441383,0.148116487254154,CO,2022-11-23,1,1,1,0,1,1,1,1,1,0,0,0,1,0
250,0.0889589827256839,0.063280652272967,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,1.84651275762896,0.140078445174226,CO,2022-11-25,1,0,1,0,1,1,0,1,0,1,1,1,1,0
252,2.84467638131609,0.43475657424695,CO,2022-11-26,1,1,1,0,0,1,0,1,1,1,0,0,1,1
253,3.49244761112837,0.2980584036032135,CT,2022-10-16,1,0,1,0,1,1,0,1,0,1,0,1,1,0
254,0.520701532071507,0.252631837484534,CT,2022-10-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1
255,2.90015918801222,0.54583061576884,CT,2022-10-18,1,1,1,0,1,1,0,1,0,1,0,1,1,0
256,2.34199219787757,0.68211362256595,CT,2022-10-19,1,0,1,1,1,1,0,1,0,1,0,1,1,0
257,1.53221023824724,0.3163213989196655,CT,2022-10-20,1,1,1,0,1,1,0,1,1,1,0,1,1,0
258,0.661131497922292,0.295195436028955,CT,2022-10-21,1,1,1,1,1,1,1,1,0,1,1,1,1,0
259,3.61671218639956,0.596141254730395,CT,2022-10-22,1,1,1,0,1,1,0,1,0,0,0,1,1,0
260,1.30246718924405,0.35241695225449,CT,2022-10-23,1,1,1,1,0,1,1,1,0,1,0,0,1,0
261,0.790824118950809,0.242737752129897,CT,2022-10-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
262,0.904620953014462,0.217980990252333,CT,2022-10-25,1,1,1,1,1,1,1,1,0,0,0,1,1,0
263,1.40481684422615,0.2146144475163965,CT,2022-10-26,1,1,1,1,1,1,1,1,1,0,0,1,1,0
264,2.81052776237082,0.3632389900781505,CT,2022-10-27,1,0,1,0,1,1,0,1,0,1,1,1,1,0
265,1.19312896133225,0.2072143557707675,CT,2022-10-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1
266,2.29803877476327,0.311936983602555,CT,2022-10-29,1,0,1,1,1,1,1,1,0,1,0,1,1,0
267,0.851613542802768,0.201752636134568,CT,2022-10-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
268,2.40008616122426,0.242300177117649,CT,2022-10-31,1,1,1,0,1,0,0,1,0,1,0,0,0,0
269,1.14441826693216,0.2720751393283085,CT,2022-11-01,1,1,1,1,1,1,1,1,0,1,0,1,1,0
270,1.47526514962038,0.317968221601096,CT,2022-11-02,1,1,1,0,1,1,1,1,0,0,0,1,1,0
271,2.3131038088194402,0.276399671569262,CT,2022-11-03,1,0,1,1,1,1,1,1,0,0,0,1,1,0
272,1.43997083925151,0.3137817555258415,CT,2022-11-04,1,1,1,1,1,0,1,1,0,0,0,1,0,0
273,2.93391280531966,0.3674739300155385,CT,2022-11-05,1,0,1,1,1,0,0,1,0,0,0,1,0,0
274,1.16599286360464,0.242848556466165,CT,2022-11-06,1,1,1,1,1,1,0,1,1,1,0,1,1,0
275,0.222082482702931,0.2556328504772805,CT,2022-11-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
276,1.09361530823534,0.2536819281995435,CT,2022-11-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
277,0.814960086478686,0.352564720073944,CT,2022-11-09,1,0,1,1,1,1,1,1,1,1,0,1,1,0
278,0.49973648990186,0.249524552950415,CT,2022-11-10,1,1,1,1,1,1,1,1,0,1,0,1,1,0
279,0.572350955850536,0.2568345500870905,CT,2022-11-11,1,1,1,1,1,1,1,1,1,0,1,0,1,0
280,1.97302960231931,0.3868880380104675,CT,2022-11-12,1,1,1,1,0,1,1,1,1,0,0,0,1,0
281,2.62680521388305,0.3626579554712605,CT,2022-11-13,1,1,1,0,1,0,0,1,0,0,0,1,0,0
282,2.27198775521868,0.307032599504691,CT,2022-11-14,1,1,1,1,0,0,1,1,0,1,0,0,0,0
283,NA,NA,CT,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,0.580418772430192,0.408485798921066,CT,2022-11-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0
285,1.20384358190315,0.286193677704434,CT,2022-11-17,1,1,1,1,1,1,1,1,0,1,0,1,1,0
286,3.67839993630653,0.4044152270370325,CT,2022-11-18,1,1,1,0,1,1,0,1,1,0,0,0,1,0
287,1.27716287300659,0.3505819701996775,CT,2022-11-19,1,1,1,1,0,0,1,1,0,1,0,0,0,0
288,3.56727313994541,0.441842493723006,CT,2022-11-20,0,1,1,0,1,0,1,0,0,0,0,0,0,1
289,1.01746898639275,0.716247771786485,CT,2022-11-21,1,1,1,1,0,1,1,1,1,1,0,0,1,1
290,2.13636379915107,0.32835710711509,CT,2022-11-22,1,1,1,1,1,0,0,1,1,1,0,0,0,0
291,NA,NA,CT,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,NA,NA,CT,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0.53768574806094,0.325460771499768,CT,2022-11-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
294,2.35073018572104,0.286776689695607,CT,2022-11-26,1,1,0,0,1,1,1,1,0,0,0,0,1,0
295,0.519663539168788,0.147194663596302,DC,2022-10-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
296,1.70738659638866,0.2812175765218385,DC,2022-10-17,1,0,1,1,1,1,1,1,0,0,0,1,1,0
297,0.539379295884528,0.186675279724887,DC,2022-10-18,1,1,1,1,1,1,1,1,0,1,1,1,1,0
298,0.508813768833818,0.147964097835486,DC,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,0.614033988680743,0.34087790917826,DC,2022-10-20,1,1,1,1,1,1,1,1,1,0,0,1,1,1
300,0.454045201509259,0.1680454443739465,DC,2022-10-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
301,1.08959852256235,0.310522199311526,DC,2022-10-22,1,1,0,1,1,1,1,1,1,0,1,1,1,0
302,1.49838760062645,0.335962211746156,DC,2022-10-23,1,1,1,0,1,1,0,1,1,1,1,1,1,1
303,0.365247808660152,0.2353313292394425,DC,2022-10-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
304,0.958531107085484,0.432406044588383,DC,2022-10-25,1,0,1,1,1,1,1,1,0,1,1,1,1,0
305,2.14924077848978,0.3365291588241145,DC,2022-10-26,1,0,1,1,1,1,0,1,0,0,0,1,1,0
306,2.33807563390209,0.43351692552124,DC,2022-10-27,1,0,1,0,1,1,0,1,0,1,0,1,1,0
307,1.42313858624911,0.330903638790013,DC,2022-10-28,1,1,1,0,1,1,1,1,0,1,0,1,1,0
308,1.32318155007928,0.322415340531725,DC,2022-10-29,1,1,1,0,1,1,1,1,1,1,0,1,1,0
309,0.33172099092261,0.281997057338886,DC,2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,1.71801460608038,0.262337302929113,DC,2022-10-31,0,1,1,0,1,1,1,0,0,0,0,1,1,0
311,0.80454652536339,0.229602874765507,DC,2022-11-01,1,1,1,1,1,1,1,1,0,0,1,1,1,0
312,0.727357901782257,0.302371133997214,DC,2022-11-02,1,1,1,1,1,1,1,1,0,1,0,1,1,0
313,1.7694891514426,0.511895718800295,DC,2022-11-03,1,1,0,1,1,0,0,1,0,0,0,1,0,0
314,1.35512249127468,0.4072418059169805,DC,2022-11-04,1,1,1,1,0,0,1,1,0,1,0,0,0,0
315,1.45067222294759,0.4341179221768385,DC,2022-11-05,1,0,1,0,0,1,1,1,0,1,0,0,1,0
316,0.907609644493094,0.3662460645070855,DC,2022-11-06,1,0,1,1,1,1,1,1,0,1,1,1,1,0
317,0.786395870326751,0.319351537577989,DC,2022-11-07,1,1,0,1,1,1,1,1,1,0,1,1,1,0
318,1.89388935368652,0.258079353002162,DC,2022-11-08,1,1,1,0,1,1,0,1,0,1,0,1,1,1
319,3.09586387732901,0.24301149322384,DC,2022-11-09,1,1,1,0,1,1,0,1,1,1,0,1,1,0
320,0.919250021968922,0.3286853822335145,DC,2022-11-10,1,1,0,1,1,1,1,1,1,0,0,1,1,1
321,0.226943065259705,0.2568345500870905,DC,2022-11-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
322,3.70252007569974,0.1925653757888965,DC,2022-11-12,1,1,1,0,1,1,0,1,0,1,0,1,1,0
323,2.52682393261782,0.177295113392938,DC,2022-11-13,1,1,1,0,1,1,0,1,1,1,0,1,1,0
324,0.830505033676457,0.2035148371209415,DC,2022-11-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
325,0.521579098488463,0.2682406064978835,DC,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,0.968260615878746,0.355402626189415,DC,2022-11-16,1,1,0,1,1,1,1,1,0,0,1,1,1,1
327,0.396043802071678,0.2008905061914815,DC,2022-11-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0
328,1.31249534959494,0.307888188784116,DC,2022-11-18,1,0,1,1,1,1,1,1,0,1,0,1,1,0
329,1.88565753893855,0.2755662071887765,DC,2022-11-19,1,1,1,1,0,1,0,1,0,0,0,0,1,0
330,1.68871649998781,0.3371921864495215,DC,2022-11-20,1,1,1,0,0,1,1,1,0,0,1,0,1,0
331,0.41812735508064,0.299728177174927,DC,2022-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,0.847798762466115,0.293938789727916,DC,2022-11-22,1,1,0,1,1,1,1,1,1,0,0,1,1,1
333,1.00997363515526,0.2706849521832285,DC,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0
334,NA,NA,DC,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,0.751170050594117,0.124337376620975,DC,2022-11-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
336,0.720321386081245,0.153749337671863,DC,2022-11-26,1,1,1,1,1,1,1,1,1,0,0,1,1,0
337,0.481261347258033,0.2012330821710475,DE,2022-10-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1
338,1.75425300910786,0.4042564846779525,DE,2022-10-17,1,1,0,1,1,1,1,1,1,0,1,1,1,0
339,1.3524388555865,0.359922254164705,DE,2022-10-18,1,1,1,0,1,1,0,1,0,1,0,1,1,0
340,0.604965045981737,0.21162189949466,DE,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,0.239714228619605,0.0524771804070255,DE,2022-10-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
342,0.251905008746705,0.0567991622811685,DE,2022-10-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
343,0.283417813985499,0.0615876535192705,DE,2022-10-22,1,1,1,1,1,1,1,1,0,1,1,1,1,0
344,0.392677768047681,0.23746680660886,DE,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,2.12053786384124,0.1798015092564515,DE,2022-10-24,1,1,1,0,0,1,0,1,1,1,0,0,1,0
346,0.115931132473533,0.079152531715472,DE,2022-10-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,1.49551592710551,0.45101122847265,DE,2022-10-26,1,1,1,0,1,1,0,1,0,1,0,1,1,0
348,3.15774119587264,0.405639088456342,DE,2022-10-27,1,0,1,1,1,1,0,1,0,1,0,1,1,0
349,1.37875583677793,0.4334881252087445,DE,2022-10-28,1,1,1,1,1,1,0,1,1,0,0,1,1,1
350,0.652119498016862,0.2905764341119515,DE,2022-10-29,1,1,1,1,1,1,1,1,0,1,1,1,1,0
351,0.650247248522337,0.185703751893704,DE,2022-10-30,1,1,1,1,1,1,1,1,0,1,0,1,1,1
352,2.2016854553943,0.1644431477479315,DE,2022-10-31,1,1,1,0,1,1,0,1,1,1,0,1,1,0
353,1.45800559404441,0.3367778958429665,DE,2022-11-01,1,1,1,0,1,1,0,1,1,1,0,1,1,0
354,0.225501217284392,0.1563014245122695,DE,2022-11-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0
355,1.54585448836353,0.1695963458075595,DE,2022-11-03,1,1,1,0,1,1,0,1,0,1,0,1,1,0
356,0.479670707353549,0.339299322463141,DE,2022-11-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
357,2.02926045131869,0.215952409926719,DE,2022-11-05,1,1,1,0,1,1,0,1,1,1,0,1,1,0
358,0.391644054598813,0.242848556466165,DE,2022-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,0.217335997008221,0.2556328504772805,DE,2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,0.351661271705774,0.2486562998536945,DE,2022-11-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0
361,1.0210971833701,0.4741569345321265,DE,2022-11-09,1,1,1,1,0,1,1,1,1,1,0,0,1,1
362,NA,NA,DE,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,1.09762282899073,0.2809349284020295,DE,2022-11-11,1,1,1,1,1,1,0,1,1,1,0,1,1,0
364,0.579248540287749,0.249318599940108,DE,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,0.452971555603406,0.261346789955583,DE,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,0.886493185067661,0.421255434240401,DE,2022-11-14,1,0,1,1,1,1,1,1,0,1,1,1,1,0
367,0.200144085275571,0.149244281811787,DE,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,0.798759552097545,0.273969639467151,DE,2022-11-16,1,0,1,1,1,1,1,1,0,0,0,1,1,0
369,1.53227686749932,0.299007833200076,DE,2022-11-17,1,1,1,1,1,1,0,1,0,1,0,0,1,0
370,1.03946115278971,0.734422113540365,DE,2022-11-18,0,1,1,1,1,1,1,0,1,1,1,1,1,0
371,0.724281951543997,0.1032490123768695,DE,2022-11-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0
372,1.88658247592844,0.393593800632386,DE,2022-11-20,1,1,1,0,1,1,0,1,1,1,0,1,1,0
373,0.736146525213758,0.51435664127702,DE,2022-11-21,1,1,1,1,1,1,0,1,1,1,0,1,1,0
374,0.108113091207233,0.0771425095642195,DE,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,NA,NA,DE,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,0.365416726777616,0.1645620555967335,DE,2022-11-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1
378,1.23036471282216,0.314647713170734,DE,2022-11-26,1,0,1,1,1,1,1,1,1,1,0,0,1,1
379,1.76199431787795,0.03911782644681115,FL,2022-10-16,1,1,1,1,1,1,0,1,0,1,0,1,1,0
380,1.81615456202862,0.226252128219929,FL,2022-10-17,1,1,1,1,1,1,1,1,0,1,0,1,1,0
381,1.58826688071554,0.121919439077345,FL,2022-10-18,1,0,1,1,1,1,0,1,0,1,0,1,1,0
382,2.51869308657208,0.254253095871272,FL,2022-10-19,1,1,0,0,1,1,0,1,0,0,0,1,1,0
383,2.50418674151661,0.228066208735226,FL,2022-10-20,1,1,0,0,1,0,1,1,1,1,0,1,0,0
384,2.26611591161737,0.252410954119369,FL,2022-10-21,1,1,0,1,1,1,1,1,0,0,0,1,1,0
385,2.73029768804212,0.2903300388505185,FL,2022-10-22,0,0,0,0,1,1,0,0,0,0,0,1,1,0
386,1.85729550250134,0.27568129255262,FL,2022-10-23,1,1,0,1,1,1,1,1,1,0,0,1,1,0
387,3.1791181829583,0.267513653861655,FL,2022-10-24,1,0,0,0,1,1,1,1,0,0,0,0,1,0
388,0.641837687630122,0.2334063745342065,FL,2022-10-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1
389,3.28638519811393,0.279482128319921,FL,2022-10-26,1,0,0,1,1,1,1,1,0,0,0,0,1,0
390,1.17973513602448,0.2616157738636145,FL,2022-10-27,1,1,1,1,1,1,1,1,0,0,0,1,1,0
391,3.48897967206668,0.300422127958592,FL,2022-10-28,1,1,1,0,1,1,0,1,0,1,0,1,1,0
392,2.14678786843326,0.189649315692989,FL,2022-10-29,1,1,1,1,1,1,0,1,0,1,0,1,1,1
393,2.72711100371757,0.3071686256334325,FL,2022-10-30,1,0,0,1,1,1,1,1,0,0,0,1,1,0
394,6.44180105036857,0.278896928633772,FL,2022-10-31,0,1,0,0,1,1,0,0,1,0,0,1,1,0
395,2.75042482694198,0.2899843992765315,FL,2022-11-01,1,1,1,1,1,1,1,1,1,0,0,1,1,1
396,1.61775740606896,0.2780615641474095,FL,2022-11-02,1,1,1,1,1,1,1,1,0,0,0,1,1,0
397,2.71081669252825,0.288251969581684,FL,2022-11-03,1,1,1,1,1,1,1,1,0,0,0,0,1,0
398,6.65401166202718,0.296114285728685,FL,2022-11-04,0,1,0,0,1,1,0,0,1,0,0,0,1,0
399,7.74250088038274,0.3000209374541165,FL,2022-11-05,1,0,1,0,1,1,0,1,0,0,0,1,1,0
400,1.93796972817325,0.2763440066054395,FL,2022-11-06,1,0,1,1,1,1,1,1,0,0,1,0,1,0
401,3.2745504262392102,0.286734542345333,FL,2022-11-07,1,0,1,1,0,0,1,1,1,1,0,0,0,0
402,3.68669080955642,0.334405730668131,FL,2022-11-08,0,1,0,0,1,0,1,0,0,0,0,0,0,0
403,1.61653952801682,0.305394134414064,FL,2022-11-09,1,0,1,1,1,1,1,1,0,1,0,0,1,0
404,3.86071971134625,0.349981480530298,FL,2022-11-10,1,0,1,0,1,1,0,1,0,1,0,1,1,0
405,1.04520723689505,0.273277132722713,FL,2022-11-11,1,1,1,1,1,1,1,1,0,1,0,1,1,0
406,0.33075187944294,0.23670677235095,FL,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,1.74661165516518,0.30917923234169,FL,2022-11-13,0,1,1,1,1,1,1,0,1,1,0,1,1,0
408,15.6193920598597,0.3347331414551485,FL,2022-11-14,1,1,0,0,1,0,0,1,0,0,0,0,0,0
409,10.786924422761,0.310839620568887,FL,2022-11-15,1,0,1,0,0,1,0,1,0,0,0,0,1,0
410,3.20255191142894,0.259112042776646,FL,2022-11-16,1,1,0,1,0,1,1,1,0,0,0,0,1,0
411,8.55421433084733,0.3258905887521175,FL,2022-11-17,1,0,0,0,1,1,0,1,0,0,1,0,1,0
412,5.93100768871034,0.302477087055088,FL,2022-11-18,1,1,1,0,1,1,0,1,0,0,0,0,1,0
413,2.05233265846454,0.285932332912478,FL,2022-11-19,1,1,1,1,1,0,0,1,0,1,0,0,0,0
414,1.47756411870607,0.2154499835134055,FL,2022-11-20,1,1,1,1,1,1,1,1,1,1,0,0,1,0
415,4.89934553076529,0.2528863073566755,FL,2022-11-21,1,1,1,1,0,0,0,1,0,0,1,0,0,0
416,1.6824754003248,0.2537669328036435,FL,2022-11-22,1,1,0,1,1,1,1,1,1,0,0,1,1,0
417,10.5236743650812,0.325675666148364,FL,2022-11-23,1,1,0,0,1,1,0,1,0,0,0,0,1,0
418,0.492998158445968,0.063280652272967,FL,2022-11-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
419,15.8773427371676,0.2894723507931535,FL,2022-11-25,1,1,1,0,0,1,0,1,0,0,0,0,1,0
420,9.0911295319158,0.28950000264395,FL,2022-11-26,1,1,0,0,0,1,0,1,1,0,0,0,1,0
421,1.54995604849703,0.1926554890208035,GA,2022-10-16,1,0,0,1,1,1,1,1,0,0,1,1,1,0
422,3.93125158308878,0.306800244504634,GA,2022-10-17,1,0,1,1,0,0,0,1,0,0,0,0,0,1
423,5.82768921161758,0.399258901328831,GA,2022-10-18,0,1,1,0,1,1,0,0,0,0,0,1,1,0
424,7.01895621066499,0.309783714509134,GA,2022-10-19,1,0,0,0,0,1,0,1,0,0,0,0,1,0
425,3.62389442462526,0.3512814943218775,GA,2022-10-20,1,0,0,1,1,1,0,1,0,0,0,1,1,0
426,3.32202276585514,0.353243247618117,GA,2022-10-21,1,1,0,1,1,0,0,1,0,0,0,1,0,0
427,1.68107720301824,0.124269033449969,GA,2022-10-22,1,1,1,0,1,1,0,1,0,1,0,1,1,0
428,2.50784506347826,0.34398067966226,GA,2022-10-23,1,0,0,1,1,1,0,1,0,0,0,0,1,0
429,4.96470322059202,0.320933460817635,GA,2022-10-24,1,1,1,0,0,0,0,1,0,0,0,0,0,0
430,1.73675895411213,0.321471807033724,GA,2022-10-25,1,1,0,1,1,1,1,1,0,0,0,1,1,1
431,7.63005647709581,0.3323768169219285,GA,2022-10-26,1,1,1,0,1,1,0,1,0,0,0,1,1,0
432,1.62646506628898,0.2744553376870285,GA,2022-10-27,0,1,1,1,1,1,1,0,0,0,0,1,1,0
433,3.04147978585062,0.4415428647924285,GA,2022-10-28,1,1,0,0,1,1,0,1,1,0,0,1,1,0
434,1.90160294064709,0.3064341241849315,GA,2022-10-29,1,0,1,1,0,1,1,1,0,1,0,0,1,0
435,1.24065429666302,0.298170251371169,GA,2022-10-30,1,1,1,1,1,1,1,1,0,0,0,1,1,0
436,1.721649247808,0.2740930093231215,GA,2022-10-31,0,1,1,1,1,1,1,0,0,1,0,1,1,0
437,2.0727603558217,0.286975651355035,GA,2022-11-01,1,1,0,1,1,0,1,1,1,0,0,1,0,0
438,1.53385338509931,0.294039766211172,GA,2022-11-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0
439,5.35792396601925,0.3710484731178915,GA,2022-11-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0
440,2.61671085116816,0.2864958172944825,GA,2022-11-04,1,0,0,1,1,1,1,1,0,0,0,1,1,0
441,3.38359245137866,0.360213959861255,GA,2022-11-05,1,0,1,0,0,1,1,1,1,0,0,0,1,0
442,3.85907053602872,0.3907731490092645,GA,2022-11-06,0,0,0,0,1,1,1,0,0,0,0,0,1,0
443,2.63210392012535,0.3205691114088615,GA,2022-11-07,1,1,0,0,1,1,1,1,1,0,0,0,1,0
444,3.45328723429954,0.304179644307256,GA,2022-11-08,1,0,0,0,1,1,0,1,0,0,0,1,1,0
445,5.43743921401044,0.350765799324717,GA,2022-11-09,1,1,0,0,1,1,1,1,0,0,0,1,1,0
446,6.32647578541776,0.3430374326781835,GA,2022-11-10,1,0,0,0,1,1,0,1,0,0,0,1,1,0
447,5.14275803378221,0.2996739716458055,GA,2022-11-11,1,1,1,0,1,1,0,1,0,1,0,0,1,0
448,2.29360993797224,0.3735951965712845,GA,2022-11-12,1,1,1,0,0,1,0,1,0,1,0,0,1,0
449,5.34081752600661,0.40945713443241,GA,2022-11-13,1,0,1,0,0,1,1,1,0,1,0,0,1,1
450,4.71748203242369,0.3507498295160375,GA,2022-11-14,1,1,0,0,1,1,0,1,1,0,0,0,1,0
451,3.07227185165873,0.3045162597702385,GA,2022-11-15,1,1,1,0,1,0,0,1,0,0,0,1,0,0
452,5.1235241345336,0.2956655549755865,GA,2022-11-16,1,1,1,0,1,1,0,1,0,0,0,0,1,0
453,3.99086528776662,0.334970261288162,GA,2022-11-17,1,0,1,0,1,1,0,1,0,1,0,0,1,0
454,4.15905747978008,0.31410004773453,GA,2022-11-18,0,1,0,1,1,1,0,0,1,0,0,1,1,0
455,2.66352595115023,0.3266881557912265,GA,2022-11-19,1,1,1,0,1,1,0,1,0,0,0,0,1,0
456,6.33113713535652,0.459015117776072,GA,2022-11-20,1,0,0,0,1,0,0,1,0,0,0,0,0,0
457,2.15573326538456,0.242623571106239,GA,2022-11-21,1,1,1,1,1,0,1,1,1,0,0,0,0,0
458,11.5821760946091,0.35543973874334,GA,2022-11-22,1,1,0,0,1,1,0,1,0,0,0,0,1,0
459,4.09702714828109,0.268836094284347,GA,2022-11-23,0,1,1,0,1,0,0,0,0,0,1,0,0,0
460,0.828545941791672,0.289789002480013,GA,2022-11-24,1,1,0,1,1,1,1,1,1,0,0,1,1,1
461,5.44813403805914,0.300709684878404,GA,2022-11-25,0,1,0,0,1,0,1,0,0,0,0,0,0,0
462,7.88522878968361,0.3351566341309645,GA,2022-11-26,1,0,1,0,0,0,0,1,0,1,0,0,0,0
463,0.0556993526171888,0.03911782644681115,HI,2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464,0.545090814131189,0.0419373547401602,HI,2022-10-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
465,1.15458762196654,0.151644713194633,HI,2022-10-18,0,1,1,1,1,1,1,0,1,1,0,1,1,1
466,0.802083532199191,0.1976543778772135,HI,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,0.687486919209067,0.1813158992042955,HI,2022-10-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
468,1.14280555279603,0.184167127103603,HI,2022-10-21,0,1,1,1,1,1,1,0,0,0,0,1,1,0
469,0.384533020945808,0.195226053822051,HI,2022-10-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
470,1.02729452415836,0.322759094476257,HI,2022-10-23,1,1,1,0,1,1,1,1,1,1,0,1,1,0
471,NA,NA,HI,2022-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,1.11268610484649,0.451452151430524,HI,2022-10-26,0,1,1,1,1,1,1,0,1,1,0,1,1,0
474,2.46475887852305,0.3213119373655435,HI,2022-10-27,1,1,1,0,1,1,0,1,1,0,0,1,1,0
475,1.0806139834545,0.15678461103594,HI,2022-10-28,1,1,1,1,1,1,0,1,1,1,0,1,1,0
476,0.978862045070889,0.69164770894734,HI,2022-10-29,1,1,0,1,1,1,1,1,1,0,1,1,1,0
477,1.22366985103522,0.1215082149302495,HI,2022-10-30,1,1,1,1,1,1,0,1,0,1,1,1,1,0
478,0.311057579235968,0.2770463064039425,HI,2022-10-31,1,1,1,1,1,1,1,1,1,1,0,1,1,0
479,0.289987014589776,0.2724728831964905,HI,2022-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480,1.82565951054176,0.3537956065984335,HI,2022-11-02,0,1,1,1,1,1,0,0,0,1,0,1,1,0
481,1.95960523514485,0.3217049384750665,HI,2022-11-03,1,1,1,0,1,1,0,1,1,1,0,1,1,0
482,0.799612382105977,0.342577301847631,HI,2022-11-04,1,1,0,1,1,1,1,1,1,0,1,1,1,0
483,2.24232646624865,0.198753269414974,HI,2022-11-05,1,1,1,0,1,1,0,1,1,1,0,1,1,0
484,1.29820752291576,0.214591603436632,HI,2022-11-06,1,1,1,0,1,1,0,1,1,1,0,1,1,0
