...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
534,NA,NA,IA,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,0.512802846214175,0.3558059787967115,IA,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
536,0.59792655257954,0.4214819407606175,IA,2023-06-21,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
537,0.481279275362592,0.3207259327761975,IA,2023-06-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
538,0.742792420438188,0.302501502087861,IA,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
539,0.597981409917427,0.4230789703296685,IA,2023-06-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
540,NA,NA,IA,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,0.346324241955781,0.248184106105254,IA,2023-06-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
542,0.833850156323262,0.243897671708776,IA,2023-06-27,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
543,0.522390826492889,0.332295941562354,IA,2023-06-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
544,0.802675316538557,0.2360418652344295,IA,2023-06-29,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
545,0.316491958389783,0.2324699649717685,IA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546,0.636067397369666,0.4482029224429215,IA,2023-07-01,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
547,NA,NA,ID,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.605013714105674,0.42590354848545,ID,2023-06-14,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
572,NA,NA,ID,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,0.50689294673636,0.3558059787967115,ID,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
578,NA,NA,ID,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.628522678842651,0.2199789597820375,IL,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
590,2.5390274819726,0.1604206176984995,IL,2023-05-22,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
591,1.97555812613316,0.2922947584528435,IL,2023-05-23,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0
592,2.34593998642388,0.342183765045464,IL,2023-05-24,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1
593,1.31551930253393,0.1379495151374365,IL,2023-05-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
594,0.774440590890568,0.234359062422673,IL,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
595,0.588239656589195,0.151275250704997,IL,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
596,0.517678813366807,0.3248745383335995,IL,2023-05-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
597,0.846909046587662,0.595685646190495,IL,2023-05-29,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
598,1.31759174889285,0.302060170765291,IL,2023-05-30,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
599,0.994131175821683,0.324689367274571,IL,2023-05-31,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
600,0.839696973517503,0.3819627380563565,IL,2023-06-01,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
601,1.60097145919228,0.41527256280174,IL,2023-06-02,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
602,0.648332919935546,0.369621190839274,IL,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
603,0.29841962416067,0.2122994207003875,IL,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,1.56760817341639,0.3234031617800755,IL,2023-06-05,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0
605,0.918787054950782,0.3820358306076515,IL,2023-06-06,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
606,1.92466845874355,0.237859520199618,IL,2023-06-07,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
607,1.2094452994469,0.348341875307836,IL,2023-06-08,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
608,0.831191116170086,0.3509193608100435,IL,2023-06-09,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
609,1.38528151207899,0.4860545164657095,IL,2023-06-10,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
610,0.593104472381919,0.3526115411758685,IL,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
611,0.61447752976952,0.3560468283677475,IL,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
612,1.07995101949189,0.4595719102833295,IL,2023-06-13,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
613,0.444214351087814,0.3183512863677945,IL,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,1.67221951308301,0.3108326605845615,IL,2023-06-15,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
615,2.08632324198051,0.4538197851700125,IL,2023-06-16,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1
616,1.07758716378558,0.3284653659305515,IL,2023-06-17,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
617,0.477369442566457,0.3376243305153875,IL,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
618,2.15341182197425,0.4296520915775635,IL,2023-06-19,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1
619,1.40347906312304,0.369966562351058,IL,2023-06-20,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
620,0.873750006594458,0.3775774806937405,IL,2023-06-21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
621,NA,NA,IL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,0.535037550248412,0.3825272969105395,IL,2023-06-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
623,0.870263993709423,0.2574789466369425,IL,2023-06-24,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
624,NA,NA,IL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,2.10374369794186,0.477441913816743,IL,2023-06-26,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
626,1.57894680580543,0.520414080529455,IL,2023-06-27,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
627,0.323620033148645,0.2398506525942165,IL,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,3.77491428187587,0.4905207634883865,IL,2023-06-29,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
629,1.02049998016279,0.378985412761331,IL,2023-06-30,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
630,0.55529354739278,0.3386681999463515,IL,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
631,0.645195769861207,0.2199789597820375,IN,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
632,0.949474729650224,0.67128719457853,IN,2023-05-22,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
633,NA,NA,IN,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,IN,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,0.691522953681336,0.4881911293267105,IN,2023-05-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,NA,NA,IN,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.82199999605359,0.241559914735678,IN,2023-05-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
639,NA,NA,IN,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,0.904710288330357,0.641311509344765,IN,2023-05-30,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
641,0.673253404026936,0.339884101151956,IN,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
642,0.268428976974831,0.1880705155785765,IN,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,0.745713543080235,0.3854192399522425,IN,2023-06-02,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
644,0.645075258814505,0.4596041739733395,IN,2023-06-03,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
645,NA,NA,IN,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,1.30200695645801,0.220685321916767,IN,2023-06-05,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
647,0.531016672301175,0.3830833741602845,IN,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,NA,NA,IN,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,0.350802914811602,0.2466246857356565,IN,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
650,NA,NA,IN,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,0.857198063570931,0.445102269693032,IN,2023-06-10,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
652,NA,NA,IN,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,IN,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,0.416239608755656,0.2917166533766745,IN,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,NA,NA,IN,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,IN,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,0.820603175124946,0.421321409696123,IN,2023-06-16,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
658,NA,NA,IN,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,0.450875643592884,0.3143899613790045,IN,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
660,NA,NA,IN,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,0.467040430999623,0.317386818314422,IN,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
662,NA,NA,IN,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,1.19189998373401,0.3737117577814035,IN,2023-06-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
664,0.555557427282482,0.342414217519278,IN,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
665,NA,NA,IN,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.794471860432313,0.55282520451647,IN,2023-06-26,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
668,0.586612066259589,0.416584151113334,IN,2023-06-27,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
669,0.342254488883553,0.2398506525942165,IN,2023-06-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
670,0.715867254348387,0.504851136383735,IN,2023-06-29,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
671,0.542098442520311,0.33651436732651,IN,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
672,NA,NA,IN,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.730770307464803,0.523869890559295,KS,2023-05-23,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
676,NA,NA,KS,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,0.205004850400832,0.1379495151374365,KS,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
678,NA,NA,KS,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.631355025529079,0.448558957605028,KS,2023-05-30,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
683,NA,NA,KS,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.415056548403736,0.3008911976887505,KS,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
698,0.750558973662424,0.52586735846214006,KS,2023-06-15,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,NA,NA,KS,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.509069605249918,0.3558059787967115,KS,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
704,NA,NA,KS,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,0.868784540485642,0.609128517240815,KS,2023-06-27,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
711,NA,NA,KS,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.492995478185826,0.1195321024047835,KY,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
717,0.735861193449653,0.51835120365026,KY,2023-05-23,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
718,0.714657960214999,0.50828273002453,KY,2023-05-24,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,NA,NA,KY,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,KY,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,KY,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,0.426467310535091,0.3061462374174525,KY,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,NA,NA,KY,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
