...1,es_score,brier_score,location,target_date,X22A_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,other_95_CI,X22B_95_CI
335,1.16162933854828,0.238251963635546,DC,2022-10-07,1,0,0,0,0,1
336,0.0179796606678015,0.003796124266887785,DC,2022-10-08,1,1,1,1,1,1
337,1.80968768429123,0.404332188653798,DE,2022-08-28,0,1,0,0,1,0
338,1.19106640210502,0.0111791199306435,DE,2022-08-29,0,1,0,0,1,0
339,0.33953552226477,0.123941938749329,DE,2022-08-30,1,1,1,0,1,0
340,1.01531414467071,0.159542327685353,DE,2022-08-31,1,0,1,0,0,0
341,0.289015181258176,0.0988613202598865,DE,2022-09-01,1,1,1,0,1,0
342,0.9532432950651,0.1699786270568455,DE,2022-09-02,1,1,1,0,1,0
343,1.59091005802356,0.1817121562038885,DE,2022-09-03,0,1,0,0,1,0
344,0.295223557249646,0.0765901229226465,DE,2022-09-04,1,1,1,1,1,1
345,1.077794400586,0.2346571579903925,DE,2022-09-05,1,0,1,0,0,1
346,2.22596586734034,0.1795856437944075,DE,2022-09-06,0,1,0,0,0,0
347,3.06419059237021,0.3126710857069205,DE,2022-09-07,0,0,0,1,0,0
348,0.548283779170565,0.171592342119018,DE,2022-09-08,1,1,1,0,1,0
349,2.30848572676543,0.2536389107068825,DE,2022-09-09,0,1,0,1,1,1
350,1.02733998019867,0.12334056065135,DE,2022-09-10,1,0,1,1,0,0
351,0.271677487314683,0.007865625511524,DE,2022-09-11,1,1,1,0,1,0
352,1.21108525327098,0.0076568998321838,DE,2022-09-12,0,1,0,1,1,1
353,1.81155470982549,0.15504337949622,DE,2022-09-13,1,0,0,0,0,0
354,2.02122744650146,0.137799153497489,DE,2022-09-14,1,0,1,1,0,0
355,1.11139094516518,0.1414432974997305,DE,2022-09-15,1,0,1,0,0,0
356,0.382947345117276,0.00687614874624785,DE,2022-09-16,1,1,1,0,1,0
357,0.984030366222869,0.00669371841368825,DE,2022-09-17,1,1,1,0,1,0
358,1.61067596220722,0.1687456370215755,DE,2022-09-18,1,0,0,1,0,0
359,3.47625916987769,0.265024364933089,DE,2022-09-19,0,1,0,0,1,0
360,0.364515297247212,0.052999332779133,DE,2022-09-20,1,1,1,0,1,0
361,1.20501118276135,0.174999338086883,DE,2022-09-21,0,1,0,0,1,0
362,1.12739801900499,0.159854013272579,DE,2022-09-22,0,1,0,0,1,0
363,0.379061535975612,0.1000358721809465,DE,2022-09-23,1,1,1,0,1,0
364,0.253135517907636,0.0055442070768473,DE,2022-09-24,1,1,1,1,1,1
365,1.17834037938189,0.314111345637074,DE,2022-09-25,1,0,0,1,0,0
366,0.508773687973678,0.1274022130704045,DE,2022-09-26,1,1,1,0,1,0
367,1.69376598674465,0.160532910338953,DE,2022-09-27,1,0,0,0,0,0
368,1.36768393674745,0.183782212881646,DE,2022-09-28,1,0,0,1,0,0
369,1.9906255026859,0.3491630038578665,DE,2022-09-29,0,1,0,0,1,0
370,0.607678843843715,0.148492741005021,DE,2022-09-30,1,1,1,0,1,0
371,1.39314301142134,0.184242398215233,DE,2022-10-01,1,0,0,0,0,0
372,0.388384367257657,0.091099941234912,DE,2022-10-02,1,1,1,0,1,0
373,1.31223428237571,0.162188988922234,DE,2022-10-03,0,1,0,0,1,0
374,1.25870354184939,0.143052311469486,DE,2022-10-04,1,0,0,1,0,0
375,0.417488555198781,0.004118204453838005,DE,2022-10-05,1,1,1,0,1,0
376,2.77204972310663,0.3873372348905485,DE,2022-10-06,0,0,0,0,0,0
377,1.65260103813928,0.2628285014053685,DE,2022-10-07,1,0,0,1,0,0
378,0.0196642678722141,0.003796124266887785,DE,2022-10-08,1,1,1,1,1,1
379,3.04091926481598,0.134998932414136,FL,2022-08-28,1,0,0,1,0,0
380,17.2223170912304,0.147389848064281,FL,2022-08-29,0,1,0,0,0,0
381,2.69274096944215,0.126515968411225,FL,2022-08-30,0,0,0,1,0,0
382,7.71081924974059,0.178820044069566,FL,2022-08-31,0,0,0,0,0,0
383,5.87863782238481,0.1359103326289595,FL,2022-09-01,0,0,0,0,0,0
384,4.8005553852781,0.128802920959692,FL,2022-09-02,0,1,0,0,1,0
385,5.32845511533813,0.131332182216625,FL,2022-09-03,0,0,0,0,0,0
386,18.2749693312179,0.2077584274516125,FL,2022-09-04,0,0,0,0,0,0
387,3.68432030655348,0.2847446668841365,FL,2022-09-05,0,0,0,0,0,0
388,25.506570639293,0.151794312539034,FL,2022-09-06,0,0,0,0,0,0
389,7.5733027158136,0.1207056667634365,FL,2022-09-07,0,1,0,0,0,0
390,6.87714264996421,0.161103780960709,FL,2022-09-08,0,0,0,0,0,0
391,4.45212848927274,0.1364109001606945,FL,2022-09-09,0,0,0,0,0,0
392,4.34268804370846,0.136240863301289,FL,2022-09-10,0,1,0,0,1,0
393,1.15799079180767,0.0815588918517915,FL,2022-09-11,1,0,1,0,0,0
394,14.3053135435203,0.1524907831882485,FL,2022-09-12,0,0,0,0,0,0
395,18.2707841528567,0.1839670499182175,FL,2022-09-13,0,0,0,0,0,0
396,20.675166584044,0.17219537346611,FL,2022-09-14,0,0,0,0,0,0
397,20.4744514656404,0.1988253250558195,FL,2022-09-15,0,0,0,0,0,0
398,16.7013356660547,0.17818177966273,FL,2022-09-16,0,0,0,0,0,0
399,6.65633129284014,0.1292821778149555,FL,2022-09-17,0,0,0,0,0,0
400,2.04800639002867,0.1048995736438335,FL,2022-09-18,1,0,0,0,0,0
401,6.72474269524927,0.117954939848578,FL,2022-09-19,0,0,0,0,0,0
402,7.31858555334738,0.1327560877801005,FL,2022-09-20,0,0,0,0,0,0
403,13.5829081495554,0.1544436583714425,FL,2022-09-21,0,0,0,0,0,0
404,17.6204490661796,0.1712314153082335,FL,2022-09-22,0,0,0,0,0,0
405,1.06285429638641,0.060727437291969,FL,2022-09-23,1,1,1,0,1,0
406,9.99119593936216,0.1951885176065455,FL,2022-09-24,0,0,0,0,0,0
407,9.46208655174146,0.1510438012430135,FL,2022-09-25,0,1,0,0,1,0
408,13.5575013872894,0.1567780087285805,FL,2022-09-26,0,0,0,0,0,0
409,14.7753031787972,0.200452248253793,FL,2022-09-27,0,0,0,0,0,0
410,10.0143222566204,0.2209529894956865,FL,2022-09-28,0,0,0,0,0,0
411,12.0920789436591,0.2075398673563595,FL,2022-09-29,0,0,0,0,0,0
412,9.35421890403558,0.1911136862906105,FL,2022-09-30,0,0,0,0,0,0
413,5.72898264010144,0.195159627802362,FL,2022-10-01,0,0,0,0,0,0
414,3.43641958494209,0.124418930678837,FL,2022-10-02,1,0,0,1,0,0
415,18.2644503473272,0.2561885206486985,FL,2022-10-03,0,0,0,0,0,0
416,2.39201306281338,0.1078447200706445,FL,2022-10-04,0,0,0,0,0,0
417,9.18141732629449,0.1484074590331995,FL,2022-10-05,1,0,0,0,0,0
418,8.48938684236371,0.2607637979493965,FL,2022-10-06,0,0,0,0,0,0
419,7.63153787453529,0.2417913254908215,FL,2022-10-07,1,0,0,0,0,0
420,2.30315855927185,0.156756865182035,FL,2022-10-08,1,0,0,0,0,0
421,9.62533736292794,0.156387911416806,GA,2022-08-28,0,1,0,0,0,0
422,9.52134928769969,0.206761166202814,GA,2022-08-29,0,0,0,0,0,0
423,5.11677672862814,0.169167390573131,GA,2022-08-30,0,1,0,0,1,0
424,0.771172459867066,0.090012077408126,GA,2022-08-31,1,1,1,0,1,0
425,6.81306305725629,0.1833865247516165,GA,2022-09-01,0,0,0,0,0,0
426,3.77813702361697,0.1484466564868105,GA,2022-09-02,0,1,0,0,1,0
427,8.60762976771092,0.154882581198191,GA,2022-09-03,0,1,0,0,1,0
428,13.0805489887061,0.1859426780624855,GA,2022-09-04,0,0,0,0,0,0
429,0.156706978733154,0.00924545336078295,GA,2022-09-05,1,1,1,1,1,1
430,21.5994398104824,0.2364566246392205,GA,2022-09-06,0,0,0,0,0,0
431,7.13662019414873,0.202289324989135,GA,2022-09-07,0,1,0,0,1,0
432,6.9081567548596,0.1746120697706335,GA,2022-09-08,0,1,0,0,1,0
433,4.99411156127695,0.161637011859514,GA,2022-09-09,0,1,0,0,1,0
434,7.16559787489996,0.1475489494102015,GA,2022-09-10,0,0,0,0,0,0
435,4.57935602084567,0.1350338783306545,GA,2022-09-11,0,0,0,0,0,0
436,12.2309521048452,0.1851881458931705,GA,2022-09-12,0,1,0,0,1,0
437,2.57452802393852,0.1266895188578975,GA,2022-09-13,1,0,0,0,0,0
438,3.51165889031189,0.1628134317380855,GA,2022-09-14,0,1,0,0,1,0
439,6.59935040543429,0.184429190721858,GA,2022-09-15,0,0,0,0,0,0
440,2.02996908818275,0.1156793474350055,GA,2022-09-16,0,1,0,0,1,0
441,4.68688859061327,0.1718645909454665,GA,2022-09-17,0,0,0,0,0,0
442,2.84463312857468,0.1774275968155445,GA,2022-09-18,0,0,0,0,0,0
443,3.55401560081513,0.1537324470251715,GA,2022-09-19,0,0,0,0,0,0
444,5.40381037298188,0.17616381919289,GA,2022-09-20,0,0,0,0,0,0
445,7.28264669685955,0.1773811752098355,GA,2022-09-21,1,0,0,0,0,0
446,3.86554720284554,0.140603651525605,GA,2022-09-22,0,1,0,0,1,0
447,6.95426483037417,0.203777987240531,GA,2022-09-23,0,0,0,0,0,0
448,3.26143685571834,0.295407316843247,GA,2022-09-24,0,0,0,0,0,0
449,6.61245169872607,0.447592020091958,GA,2022-09-25,0,0,0,0,0,0
450,9.45731134595506,0.353039893948964,GA,2022-09-26,0,0,0,0,0,0
451,12.0189392796809,0.2944253271854,GA,2022-09-27,0,0,0,0,0,0
452,4.54003412866123,0.1731678251079955,GA,2022-09-28,1,0,0,0,0,0
453,5.24521046928884,0.2197942181228255,GA,2022-09-29,0,0,0,0,0,0
454,3.32610200044986,0.1483047956835075,GA,2022-09-30,1,0,0,1,0,0
455,5.11152309067824,0.33263158097803053,GA,2022-10-01,1,0,0,0,0,0
456,1.03165733282684,0.1282283808922845,GA,2022-10-02,0,1,0,0,1,0
457,2.72219565027906,0.190571253019114,GA,2022-10-03,0,0,0,1,0,0
458,3.14211758334621,0.144446886956914,GA,2022-10-04,1,0,0,0,0,1
459,5.05684169927282,0.262305992984963,GA,2022-10-05,0,0,0,0,0,0
460,4.71222232436079,0.31618771015086,GA,2022-10-06,1,0,0,1,0,0
461,2.97163601263842,0.39674353641335,GA,2022-10-07,1,0,0,0,0,0
462,4.6025399516079,0.2539986094827505,GA,2022-10-08,1,0,0,0,0,0
463,0.111501824163911,0.0114889993662016,HI,2022-08-28,1,1,1,0,1,0
464,0.0175108347294974,0.0111791199306435,HI,2022-08-29,1,1,1,1,1,1
465,0.178474589174445,0.01087830918982415,HI,2022-08-30,1,1,1,1,1,1
466,NA,NA,HI,2022-08-31,NA,NA,NA,NA,NA,NA
467,1.13295005973404,0.807331924658025,HI,2022-09-01,0,1,0,0,1,0
468,NA,NA,HI,2022-09-02,NA,NA,NA,NA,NA,NA
469,0.168610046216452,0.0097589709401001,HI,2022-09-03,1,1,1,1,1,1
470,NA,NA,HI,2022-09-04,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2022-09-05,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2022-09-06,NA,NA,NA,NA,NA,NA
473,0.0119586888609919,0.008759908459424,HI,2022-09-07,1,1,1,1,1,1
474,0.148047070783569,0.00852704893178485,HI,2022-09-08,1,1,1,1,1,1
475,0.0883387308394901,0.00830051378056725,HI,2022-09-09,1,1,1,0,1,0
476,0.0401194941395449,0.00808010286261005,HI,2022-09-10,1,1,1,0,1,0
477,0.510996710337595,0.007865625511524,HI,2022-09-11,1,1,1,0,1,0
478,0.256608756073073,0.0076568998321838,HI,2022-09-12,1,1,1,1,1,1
479,NA,NA,HI,2022-09-13,NA,NA,NA,NA,NA,NA
480,0.0769229454029468,0.0072560159889235,HI,2022-09-14,1,1,1,1,1,1
481,1.00175704167111,0.4230204376050665,HI,2022-09-15,0,1,0,0,1,0
482,0.31658197240136,0.090291934407629,HI,2022-09-16,1,1,1,1,1,1
483,0.448428273366402,0.126175464220375,HI,2022-09-17,1,1,1,1,1,1
484,0.107202227837234,0.0065161006219934,HI,2022-09-18,1,1,1,0,1,0
485,1.31576680460112,0.926038754904105,HI,2022-09-19,1,0,0,1,0,0
486,NA,NA,HI,2022-09-20,NA,NA,NA,NA,NA,NA
487,0.868949556609981,0.287658368316855,HI,2022-09-21,0,1,0,0,1,0
488,0.107021428841806,0.00585111929678565,HI,2022-09-22,1,1,1,1,1,1
489,0.0613217009484632,0.005695628447401,HI,2022-09-23,1,1,1,1,1,1
490,4.63305355297073,0.366330813606176,HI,2022-09-24,0,0,0,0,0,0
491,0.0639642110878842,0.0053967458137829,HI,2022-09-25,1,1,1,0,1,0
492,0.0304718479013168,0.0052531388361118,HI,2022-09-26,1,1,1,1,1,1
493,0.00639596467789494,0.0051132836901635,HI,2022-09-27,1,1,1,1,1,1
494,0.134760944158529,0.004977081123941595,HI,2022-09-28,1,1,1,1,1,1
495,2.372910949494,0.376892171366961,HI,2022-09-29,1,0,0,1,0,0
496,1.79731577330214,0.3634635770948715,HI,2022-09-30,1,0,0,0,0,0
497,0.21392756700509,0.00458944125508117,HI,2022-10-01,1,1,1,0,1,0
498,3.68596619075632,0.4709419008651555,HI,2022-10-02,1,0,0,1,0,0
499,0.0226346616207905,0.00434758881959903,HI,2022-10-03,1,1,1,1,1,1
500,NA,NA,HI,2022-10-04,NA,NA,NA,NA,NA,NA
501,0.0729485645356497,0.004118204453838,HI,2022-10-05,1,1,1,1,1,1
502,0.0471488684177386,0.004007987734070245,HI,2022-10-06,1,1,1,1,1,1
503,1.12713488102221,0.1913817013827525,HI,2022-10-07,1,0,1,1,0,0
504,1.11930861406639,0.191447988178785,HI,2022-10-08,1,0,1,1,0,0
505,0.404219551160361,0.0676094549787155,IA,2022-08-28,1,1,1,1,1,1
506,4.99019255191637,0.1707455039025525,IA,2022-08-29,0,0,0,0,1,0
507,1.91787412277532,0.0565386211273165,IA,2022-08-30,0,1,0,0,1,0
508,1.04709111348267,0.112977232542779,IA,2022-08-31,1,0,1,0,0,0
509,0.570156454095431,0.102267428934878,IA,2022-09-01,1,1,1,0,1,0
510,0.509366897849179,0.0570714872610315,IA,2022-09-02,1,1,1,0,1,0
511,0.352685392165518,0.067076699361363,IA,2022-09-03,1,1,1,0,1,0
512,0.909749334286924,0.124512643692488,IA,2022-09-04,1,1,1,0,0,1
513,1.89143691079306,0.2111730398815245,IA,2022-09-05,0,1,0,0,1,0
514,1.00030622952718,0.105461817036713,IA,2022-09-06,1,1,1,0,1,0
515,0.440345229680038,0.094320282083086,IA,2022-09-07,1,1,1,0,1,0
516,7.90071574516896,0.2705962701255525,IA,2022-09-08,0,1,0,0,1,0
517,0.504954088076301,0.068877895737682,IA,2022-09-09,1,1,1,0,1,0
518,1.20955924990638,0.1809707895457205,IA,2022-09-10,1,0,0,0,0,0
519,2.06049310135302,0.2633912826589665,IA,2022-09-11,0,0,0,1,0,0
520,1.19729449025983,0.1102715758097515,IA,2022-09-12,1,0,1,0,0,0
521,0.491389760632832,0.094541596501276,IA,2022-09-13,1,1,1,0,1,0
522,1.86426332572109,0.1850359197022515,IA,2022-09-14,0,1,0,0,1,0
523,0.983084651786409,0.00706353242957975,IA,2022-09-15,1,1,1,1,1,1
524,1.41444489179196,0.05268726273961,IA,2022-09-16,0,0,1,0,0,0
525,0.437345183097655,0.00669371841368825,IA,2022-09-17,1,1,1,0,0,0
526,0.289611392875847,0.0065161006219934,IA,2022-09-18,1,1,1,0,1,0
527,5.32833041971763,0.203019579567226,IA,2022-09-19,0,0,0,0,0,0
528,0.515624256267904,0.090458986315408,IA,2022-09-20,1,1,1,0,1,0
529,0.448148799398825,0.0794840733266895,IA,2022-09-21,1,1,1,0,1,0
530,0.302331020731577,0.0828525662846825,IA,2022-09-22,1,1,1,0,1,0
531,3.84351791841094,0.314445517029913,IA,2022-09-23,0,1,0,0,1,0
532,1.05602885372941,0.0826368265544615,IA,2022-09-24,1,0,1,0,0,1
533,0.571188982647193,0.1475760142089845,IA,2022-09-25,1,1,1,0,1,0
534,0.29103345756667,0.058693358813615,IA,2022-09-26,1,1,1,0,1,0
535,0.461245983203939,0.04237354698367515,IA,2022-09-27,1,1,1,0,1,0
536,0.403024201923473,0.004977081123941595,IA,2022-09-28,1,1,1,0,1,0
537,0.712871002442395,0.100488481856672,IA,2022-09-29,1,1,1,0,1,0
538,1.09329398212704,0.1374329341445365,IA,2022-09-30,0,1,0,1,1,1
539,0.392685938435379,0.00458944125508117,IA,2022-10-01,1,1,1,1,1,1
540,0.272844016518329,0.00446691536770871,IA,2022-10-02,1,1,1,1,1,1
541,2.0409205590128,0.121080903581762,IA,2022-10-03,1,0,1,0,0,1
542,1.54751575795618,0.122854388376746,IA,2022-10-04,0,1,0,0,1,0
543,0.470932273555752,0.004118204453838005,IA,2022-10-05,1,1,1,0,1,0
544,1.96741598506762,0.1495717846378185,IA,2022-10-06,0,1,0,1,1,1
545,0.410867206984226,0.0914096221896445,IA,2022-10-07,1,1,1,0,1,0
546,0.470528176195929,0.101215535083963,IA,2022-10-08,1,1,1,0,1,0
547,0.0534105047816313,0.0114889993662016,ID,2022-08-28,1,1,1,0,1,0
548,NA,NA,ID,2022-08-29,NA,NA,NA,NA,NA,NA
549,1.10586252738858,0.308220388954629,ID,2022-08-30,1,0,1,1,0,0
550,0.0540067340836826,0.01058621174674075,ID,2022-08-31,1,1,1,0,1,0
551,0.103364343615842,0.01030249471011925,ID,2022-09-01,1,1,1,0,1,0
552,0.106936138506064,0.0100268456794421,ID,2022-09-02,1,1,1,1,1,1
553,0.0148035915690226,0.0097589709401001,ID,2022-09-03,1,1,1,1,1,1
554,0.0495336256856949,0.0094985938448684,ID,2022-09-04,1,1,1,1,1,1
555,0.0457316328583094,0.00924545336078295,ID,2022-09-05,1,1,1,1,1,1
556,0.0127916889321218,0.00899930276300075,ID,2022-09-06,1,1,1,1,1,1
557,0.089321906930576,0.008759908459424,ID,2022-09-07,1,1,1,1,1,1
558,NA,NA,ID,2022-09-08,NA,NA,NA,NA,NA,NA
559,0.039805775950013,0.00830051378056725,ID,2022-09-09,1,1,1,0,1,0
560,1.29831580521456,0.916758102886165,ID,2022-09-10,1,0,0,1,0,0
561,NA,NA,ID,2022-09-11,NA,NA,NA,NA,NA,NA
562,0.330535291856846,0.0076568998321838,ID,2022-09-12,1,1,1,1,1,1
563,0.0815299788585663,0.0074537520615472,ID,2022-09-13,1,1,1,1,1,1
564,0.0370553686708816,0.0072560159889235,ID,2022-09-14,1,1,1,1,1,1
565,0.119731196488767,0.00706353242957975,ID,2022-09-15,1,1,1,1,1,1
566,0.113981203945176,0.00687614874624785,ID,2022-09-16,1,1,1,0,1,0
567,NA,NA,ID,2022-09-17,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2022-09-18,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2022-09-19,NA,NA,NA,NA,NA,NA
570,0.0660945536541685,0.0061747658587892,ID,2022-09-20,1,1,1,1,1,1
571,0.00915308714869993,0.00601079274192505,ID,2022-09-21,1,1,1,1,1,1
572,NA,NA,ID,2022-09-22,NA,NA,NA,NA,NA,NA
573,1.04079540424353,0.430226725248355,ID,2022-09-23,0,1,0,0,1,0
574,0.0081148564061983,0.0055442070768473,ID,2022-09-24,1,1,1,1,1,1
575,NA,NA,ID,2022-09-25,NA,NA,NA,NA,NA,NA
576,0.0931293269071536,0.0052531388361118,ID,2022-09-26,1,1,1,1,1,1
577,NA,NA,ID,2022-09-27,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2022-09-28,NA,NA,NA,NA,NA,NA
579,1.1839164400533,0.314884215294657,ID,2022-09-29,1,0,0,1,0,0
580,1.18855168729582,0.3150741489063705,ID,2022-09-30,1,0,0,1,0,0
581,0.00618835812751722,0.00458944125508117,ID,2022-10-01,1,1,1,0,1,0
582,0.00625400592094326,0.00446691536770871,ID,2022-10-02,1,1,1,1,1,1
583,0.0449310332461162,0.004347588819599035,ID,2022-10-03,1,1,1,1,1,1
584,0.0215164575716926,0.004231378705576935,ID,2022-10-04,1,1,1,1,1,1
585,NA,NA,ID,2022-10-05,NA,NA,NA,NA,NA,NA
586,0.00572043728738156,0.00400798773407025,ID,2022-10-06,1,1,1,1,1,1
587,0.0218647740187947,0.003900652371578395,ID,2022-10-07,1,1,1,1,1,1
588,NA,NA,ID,2022-10-08,NA,NA,NA,NA,NA,NA
589,3.32139890238672,0.121066875764446,IL,2022-08-28,0,1,0,0,0,0
590,2.68087070405138,0.089189352094688,IL,2022-08-29,1,0,1,1,0,0
591,4.39735654328146,0.0635161408270195,IL,2022-08-30,0,0,0,0,0,0
592,2.21068890111361,0.1294027027064535,IL,2022-08-31,1,0,0,0,0,0
593,3.37831291886671,0.132767881118765,IL,2022-09-01,1,0,0,0,0,0
594,0.785341941225744,0.07667342125336,IL,2022-09-02,1,1,1,0,1,0
595,3.65362492001872,0.1068006663183215,IL,2022-09-03,1,0,1,0,0,0
596,2.73751271975884,0.101390999398688,IL,2022-09-04,1,0,1,1,0,0
597,1.04395171384261,0.189574817064471,IL,2022-09-05,1,0,1,1,0,0
598,3.9908232979465,0.101607559057446,IL,2022-09-06,1,0,0,0,0,0
599,2.13787882479581,0.126443601496525,IL,2022-09-07,1,0,0,0,0,0
600,1.49836791813177,0.064052322719472,IL,2022-09-08,0,0,1,0,0,1
601,0.921656291108278,0.1198179669288925,IL,2022-09-09,1,1,1,1,1,1
602,4.86027301229698,0.127375497383452,IL,2022-09-10,0,0,0,1,0,0
603,3.04368101968576,0.121393089873558,IL,2022-09-11,1,0,0,0,0,0
604,7.31512438530474,0.11855070535606,IL,2022-09-12,1,0,0,0,0,0
605,0.557541735430386,0.0710948691521185,IL,2022-09-13,1,1,1,1,1,1
606,8.02177883329763,0.1400637144675045,IL,2022-09-14,1,0,0,0,0,0
607,9.61759087840699,0.144758196628619,IL,2022-09-15,0,0,0,0,1,0
608,9.9950583879694,0.1699102609901965,IL,2022-09-16,0,0,0,0,0,0
609,1.16693734732055,0.0795403088781065,IL,2022-09-17,1,0,1,1,0,0
610,6.15177610928666,0.1459962928984525,IL,2022-09-18,1,0,0,0,0,1
611,8.41974775567785,0.133654927293966,IL,2022-09-19,1,0,0,0,0,0
612,3.88022161378432,0.143381636369564,IL,2022-09-20,0,1,0,1,1,1
613,9.05948831754648,0.165332486709994,IL,2022-09-21,0,0,0,0,0,0
614,5.06950975367369,0.107576025301698,IL,2022-09-22,1,0,0,0,0,0
615,14.0839922380213,0.210048556731795,IL,2022-09-23,0,0,0,0,0,0
616,1.41683381097048,0.0976599364034845,IL,2022-09-24,1,0,1,0,0,0
617,2.7148176012653,0.125046519459796,IL,2022-09-25,1,0,0,0,0,0
618,9.38080963189099,0.181413045672008,IL,2022-09-26,0,0,0,0,0,0
619,2.66630212077836,0.1503168091745285,IL,2022-09-27,0,0,0,0,0,0
620,4.00777560814111,0.0926286637199165,IL,2022-09-28,0,0,1,0,0,0
621,20.1091572170367,0.2717168372380125,IL,2022-09-29,0,0,0,0,0,0
622,10.329806030403,0.182926436753457,IL,2022-09-30,1,0,0,1,0,0
623,4.04472065751052,0.1679103112188555,IL,2022-10-01,1,0,0,0,0,0
624,5.23974581853791,0.1221494709772085,IL,2022-10-02,0,0,0,1,0,0
625,3.76609368243962,0.178880471720403,IL,2022-10-03,1,0,0,0,0,0
626,2.65622198061519,0.161159389656083,IL,2022-10-04,1,0,0,0,0,0
627,8.38636278993008,0.17421142268592749,IL,2022-10-05,0,0,0,0,0,0
628,16.0050729144323,0.273955697129988,IL,2022-10-06,0,0,0,0,0,0
629,4.56999837714306,0.1578658847591455,IL,2022-10-07,1,0,0,0,0,0
630,7.59764816919695,0.250369177751928,IL,2022-10-08,0,0,0,0,0,0
631,0.722549215712042,0.10077154238611,IN,2022-08-28,1,1,1,1,1,1
632,2.52092934869808,0.086030433406438,IN,2022-08-29,0,0,1,1,0,0
633,0.990440114889914,0.1077899916693995,IN,2022-08-30,1,1,1,0,1,0
634,5.10734366468782,0.1663232032396525,IN,2022-08-31,0,1,0,0,1,0
635,2.73381125795685,0.1378272035017845,IN,2022-09-01,0,1,0,0,1,0
636,5.07250296083302,0.175227908531944,IN,2022-09-02,0,0,0,0,1,0
637,4.90446545601928,0.195117490966417,IN,2022-09-03,0,0,0,0,0,0
638,5.41659647486614,0.204673951162041,IN,2022-09-04,0,1,0,0,1,0
639,NA,NA,IN,2022-09-05,NA,NA,NA,NA,NA,NA
640,6.00566695069539,0.151990794509915,IN,2022-09-06,0,1,0,0,1,0
641,3.82972988150163,0.1922981068975535,IN,2022-09-07,0,0,0,1,0,0
642,4.7294060913312,0.241477467770689,IN,2022-09-08,0,1,0,0,1,0
643,1.88948104205869,0.00830051378056725,IN,2022-09-09,0,1,0,0,1,0
644,1.1078181015195,0.1189120912816815,IN,2022-09-10,1,0,1,0,0,1
645,0.451677086639373,0.0711448412777095,IN,2022-09-11,1,1,1,0,1,0
646,6.11786971064812,0.1844422162878725,IN,2022-09-12,0,1,0,0,1,0
647,1.10522371779231,0.1108705673337255,IN,2022-09-13,1,1,1,1,1,1
648,1.34343145303436,0.0072560159889235,IN,2022-09-14,0,1,0,0,1,0
649,0.426807543147171,0.079403863764447,IN,2022-09-15,1,1,1,0,1,0
650,0.485791229087754,0.0485840415769383,IN,2022-09-16,1,1,1,0,1,0
651,1.34631069038647,0.138752490094763,IN,2022-09-17,0,1,0,0,1,0
652,1.17123993075056,0.1146691248883815,IN,2022-09-18,1,0,1,0,0,0
653,0.42149175057939,0.0710134611693535,IN,2022-09-19,1,1,1,0,1,0
654,0.953128456492188,0.0061747658587892,IN,2022-09-20,1,1,1,0,1,0
655,2.90925514197366,0.168183305358657,IN,2022-09-21,1,0,0,0,0,0
656,0.286554632153719,0.0663522562158475,IN,2022-09-22,1,1,1,0,1,0
657,6.67366642508952,0.283395579756775,IN,2022-09-23,0,0,0,0,0,0
658,3.59469739394149,0.2220161709944445,IN,2022-09-24,0,0,0,0,0,0
659,0.31421181858085,0.055577664070913,IN,2022-09-25,1,1,1,0,1,0
660,1.32046897615131,0.119916069254832,IN,2022-09-26,1,0,0,0,0,0
661,1.76922177823908,0.0051132836901635,IN,2022-09-27,0,1,0,0,1,0
662,1.20728453619508,0.1123400279587995,IN,2022-09-28,0,1,0,0,1,0
663,8.57072892894109,0.3632905094036775,IN,2022-09-29,0,0,0,0,0,0
664,1.06812242034375,0.104367564395429,IN,2022-09-30,1,0,1,1,0,0
665,3.5832481298458,0.2041375272499125,IN,2022-10-01,0,0,0,0,0,0
666,1.51196690300475,0.1314007481457545,IN,2022-10-02,1,0,0,0,0,0
667,7.74841814711072,0.2805670977050775,IN,2022-10-03,0,0,0,0,0,0
668,1.0935286150624,0.062654507143634,IN,2022-10-04,1,0,1,0,0,1
669,6.49295511279957,0.23010248860431,IN,2022-10-05,0,1,0,0,1,0
670,0.307483553271843,0.00400798773407025,IN,2022-10-06,1,1,1,1,1,1
671,0.107986378838784,0.003900652371578395,IN,2022-10-07,1,1,1,1,1,1
672,1.17840220049328,0.050709090244862,IN,2022-10-08,1,0,1,0,0,0
673,1.46444606082261,0.273384458891266,KS,2022-08-28,0,1,0,0,1,0
674,1.20702626006128,0.1590394498125525,KS,2022-08-29,0,1,0,0,1,0
675,0.289342118691988,0.0988166877361055,KS,2022-08-30,1,1,1,1,0,0
676,0.573422590276209,0.124051734120148,KS,2022-08-31,1,1,1,1,1,1
677,0.107366324119331,0.01030249471011925,KS,2022-09-01,1,1,1,1,1,1
678,3.38507835251978,0.3008482663656295,KS,2022-09-02,0,1,0,0,1,0
679,0.512122072752887,0.170248610519636,KS,2022-09-03,1,1,1,1,1,1
