...1,es_score,brier_score,location,target_date,X22A_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,other_95_CI,X22B_95_CI
680,0.48302730694423,0.0094985938448684,KS,2022-09-04,1,1,1,0,1,0
681,0.0116607423482695,0.00924545336078295,KS,2022-09-05,1,1,1,1,1,1
682,0.291716031554395,0.090027814752919,KS,2022-09-06,1,1,1,1,1,1
683,1.33534681773901,0.152199358357916,KS,2022-09-07,0,1,0,1,1,1
684,0.459519581705733,0.144414793254479,KS,2022-09-08,1,1,1,1,1,1
685,0.669765315666342,0.21274917788583,KS,2022-09-09,1,1,1,1,1,1
686,0.471088284441033,0.144784913997201,KS,2022-09-10,1,1,1,0,1,0
687,0.562206249589703,0.1723915865036065,KS,2022-09-11,1,1,1,0,1,0
688,0.733197198099378,0.0076568998321838,KS,2022-09-12,1,1,1,1,1,1
689,0.4885845604049,0.0074537520615472,KS,2022-09-13,1,1,1,1,1,1
690,3.51019278046726,0.283802532876323,KS,2022-09-14,0,1,0,0,1,0
691,0.946963417058156,0.145715834154742,KS,2022-09-15,1,1,1,0,1,0
692,0.332369293363137,0.099560355036671,KS,2022-09-16,1,1,1,0,1,0
693,0.123257611953699,0.00669371841368825,KS,2022-09-17,1,1,1,0,1,0
694,0.0356123374555938,0.0065161006219934,KS,2022-09-18,1,1,1,1,1,1
695,1.35284579441345,0.2019442167257585,KS,2022-09-19,1,0,0,0,0,0
696,0.464255678447054,0.1265807950825305,KS,2022-09-20,1,1,1,0,1,0
697,1.03325394409596,0.0982022757657945,KS,2022-09-21,1,0,1,0,0,0
698,0.407332913072985,0.00585111929678565,KS,2022-09-22,1,1,1,1,1,1
699,0.633808448632215,0.1755080671677825,KS,2022-09-23,1,1,1,1,1,1
700,1.02143777215899,0.431085187654419,KS,2022-09-24,0,1,0,0,1,0
701,0.0286358835022043,0.0053967458137829,KS,2022-09-25,1,1,1,1,1,1
702,0.24938127565771,0.0052531388361118,KS,2022-09-26,1,1,1,1,1,1
703,3.93844057140275,0.3167445766904425,KS,2022-09-27,0,1,0,0,1,0
704,0.932264419589005,0.2912782726835625,KS,2022-09-28,0,1,0,1,1,1
705,1.71707045140662,0.250786269879372,KS,2022-09-29,0,1,0,0,1,0
706,0.367637807878974,0.090981745330501,KS,2022-09-30,1,1,1,0,1,0
707,0.386748470344313,0.0910403853312405,KS,2022-10-01,1,1,1,0,1,0
708,2.31447517155528,0.582020421149065,KS,2022-10-02,0,1,0,0,1,0
709,1.08030994794816,0.438411439101846,KS,2022-10-03,0,1,0,0,1,0
710,0.19709770472811,0.004231378705576935,KS,2022-10-04,1,1,1,1,1,1
711,1.20259133940246,0.316005155213951,KS,2022-10-05,1,0,0,1,0,0
712,1.57790763458114,0.2302482313181775,KS,2022-10-06,1,0,0,1,0,0
713,1.83618751322433,0.3663996410188845,KS,2022-10-07,1,0,0,0,0,1
714,1.10292303958362,0.442183472943726,KS,2022-10-08,0,1,0,0,1,0
715,0.549412026119323,0.123729910591229,KY,2022-08-28,1,1,1,0,1,0
716,2.51334125551259,0.145816168278398,KY,2022-08-29,0,1,0,0,1,0
717,1.59181800139601,0.138530794176362,KY,2022-08-30,0,1,0,0,1,0
718,0.687244958170464,0.114185166957243,KY,2022-08-31,1,1,1,0,1,0
719,0.649072636226656,0.0988613202598865,KY,2022-09-01,1,1,1,0,1,0
720,4.59693637871348,0.249954517745547,KY,2022-09-02,0,1,0,0,1,0
721,1.28202904129366,0.222390209162868,KY,2022-09-03,1,0,0,0,0,0
722,0.282285185663393,0.090008428738202,KY,2022-09-04,1,1,1,0,1,0
723,0.306391752808157,0.00924545336078295,KY,2022-09-05,1,1,1,0,1,0
724,1.99754877178995,0.03215030618869165,KY,2022-09-06,0,1,0,0,1,0
725,0.282116767549178,0.076495204244823,KY,2022-09-07,1,1,1,1,1,1
726,0.456554358781202,0.144414793254479,KY,2022-09-08,1,1,1,0,1,0
727,0.286574283787002,0.0764500684823215,KY,2022-09-09,1,1,1,1,1,1
728,1.0294090260077,0.1090443250874495,KY,2022-09-10,1,0,1,1,0,0
729,1.0908423960165,0.1723915865036065,KY,2022-09-11,0,1,0,0,1,0
730,4.65705576713342,0.2228738068217175,KY,2022-09-12,0,1,0,0,0,0
731,0.573716213431735,0.1047872252588915,KY,2022-09-13,1,1,1,0,1,0
732,1.37649697318628,0.225186205141693,KY,2022-09-14,1,0,0,0,0,0
733,4.00748142358508,0.376803003696679,KY,2022-09-15,0,1,0,0,1,0
734,1.66823333249328,0.163280746861337,KY,2022-09-16,0,1,0,0,1,0
735,0.168125269623696,0.00669371841368825,KY,2022-09-17,1,1,1,1,1,1
736,0.529226717272049,0.1462756691591145,KY,2022-09-18,1,1,1,0,1,0
737,0.497965857477002,0.0463771559295138,KY,2022-09-19,1,1,1,0,1,0
738,1.63616805632821,0.1549116254881165,KY,2022-09-20,0,1,0,0,1,0
739,1.14970998434325,0.141922912508347,KY,2022-09-21,1,0,1,0,0,0
740,2.30442224733015,0.2176050985135015,KY,2022-09-22,0,1,0,0,1,0
741,0.338572580945754,0.090601847807592,KY,2022-09-23,1,1,1,0,1,0
742,0.374048885541819,0.1001088694274185,KY,2022-09-24,1,1,1,1,1,1
743,0.909218713345731,0.289755282604186,KY,2022-09-25,0,1,0,0,1,0
744,0.732974062980914,0.0052531388361118,KY,2022-09-26,1,1,1,1,1,1
745,5.62391693638841,0.3526527383756115,KY,2022-09-27,0,0,0,0,0,0
746,3.0867826126397,0.3730786131291685,KY,2022-09-28,0,1,0,0,1,0
747,1.26204353178698,0.1540874152161685,KY,2022-09-29,1,0,0,0,0,0
748,2.5743780470698,0.3367660720060405,KY,2022-09-30,0,0,0,0,0,0
749,0.0888805248763119,0.00458944125508117,KY,2022-10-01,1,1,1,0,1,0
750,0.0818345690934663,0.00446691536770871,KY,2022-10-02,1,1,1,1,1,1
751,1.76363460532477,0.2523840746951685,KY,2022-10-03,0,1,0,0,1,0
752,0.366733982580947,0.004231378705576935,KY,2022-10-04,1,1,1,0,1,0
753,0.34891740995188,0.004118204453838,KY,2022-10-05,1,1,1,0,1,0
754,0.243216827905934,0.00400798773407025,KY,2022-10-06,1,1,1,0,1,0
755,0.666758179123221,0.1497489354016885,KY,2022-10-07,1,1,1,0,1,0
756,0.51289479085145,0.1133929614360975,KY,2022-10-08,1,1,1,1,1,1
757,1.6943821181399,0.0114889993662016,LA,2022-08-28,0,1,0,0,1,0
758,0.967416206405703,0.114940754935492,LA,2022-08-29,1,1,1,0,1,0
759,4.04916639058208,0.189591788170977,LA,2022-08-30,0,1,0,0,0,0
760,1.435295122138,0.130928432445809,LA,2022-08-31,0,1,1,0,1,0
761,1.4230513946155,0.1431407330347705,LA,2022-09-01,0,1,0,0,1,0
762,1.40745137896685,0.1699786270568455,LA,2022-09-02,0,1,0,0,1,0
763,0.771851171920256,0.00975897094010005,LA,2022-09-03,1,1,1,0,1,0
764,2.74447679009723,0.224191486893758,LA,2022-09-04,0,1,0,0,1,0
765,0.280556640021646,0.0900164879690795,LA,2022-09-05,1,1,1,1,1,1
766,2.27471919152077,0.153693074173569,LA,2022-09-06,0,1,0,0,1,0
767,1.31268157309842,0.152199358357916,LA,2022-09-07,0,1,0,0,1,0
768,3.33055615355549,0.202652397964205,LA,2022-09-08,0,1,0,0,1,0
769,0.852084760099327,0.1445996231840755,LA,2022-09-09,1,1,1,0,1,0
770,0.597196313803237,0.00808010286261005,LA,2022-09-10,1,1,1,1,1,1
771,0.357396066897712,0.1106943511315755,LA,2022-09-11,1,1,1,0,1,0
772,2.31256496693921,0.17265652852416,LA,2022-09-12,0,1,0,0,1,0
773,1.71064037921551,0.1729206564970325,LA,2022-09-13,0,1,0,0,1,0
774,1.04811516502784,0.0072560159889235,LA,2022-09-14,1,1,0,1,1,1
775,2.3103629968591,0.2339491170707545,LA,2022-09-15,0,1,0,0,1,0
776,0.184320055600342,0.00687614874624785,LA,2022-09-16,1,1,1,0,1,0
777,0.393564486337162,0.111240245994539,LA,2022-09-17,1,1,1,0,1,0
778,0.433736432690534,0.0065161006219934,LA,2022-09-18,1,1,1,1,1,1
779,0.568510801306952,0.00634315991477465,LA,2022-09-19,1,1,1,0,1,0
780,3.17979255051118,0.2936198510551,LA,2022-09-20,0,0,0,0,0,0
781,0.260396016955477,0.00601079274192505,LA,2022-09-21,1,1,1,1,1,1
782,1.65078877781306,0.2478556669730325,LA,2022-09-22,0,1,0,0,1,0
783,3.05861630979383,0.545133191392365,LA,2022-09-23,1,0,0,0,0,0
784,0.196366051744314,0.0055442070768473,LA,2022-09-24,1,1,1,1,1,1
785,0.202189458101422,0.0053967458137829,LA,2022-09-25,1,1,1,1,1,1
786,1.42639099110513,0.1952628098672335,LA,2022-09-26,0,1,0,0,1,0
787,0.516755230322056,0.1275398630831305,LA,2022-09-27,1,1,1,0,1,0
788,0.91765110266555,0.2912782726835625,LA,2022-09-28,0,1,0,1,1,1
789,0.0546052105286287,0.004844434933135675,LA,2022-09-29,1,1,1,1,1,1
790,0.69912174065834,0.1772482388422815,LA,2022-09-30,1,1,1,0,1,0
791,0.281064977239751,0.00458944125508117,LA,2022-10-01,1,1,1,0,1,0
792,0.819520216328298,0.221049480035717,LA,2022-10-02,0,1,0,0,1,0
793,0.485700174115477,0.1128635513901605,LA,2022-10-03,1,1,1,1,1,1
794,3.68053929684686,0.35867900548304,LA,2022-10-04,0,0,0,0,0,0
795,0.922860022467573,0.2946694269330165,LA,2022-10-05,0,1,0,0,1,0
796,0.412627752532786,0.091346265876319,LA,2022-10-06,1,1,1,0,1,0
797,2.47003863332911,0.472603274899513,LA,2022-10-07,1,0,0,0,0,1
798,0.753147215375361,0.179151063737623,LA,2022-10-08,1,1,1,0,1,0
799,4.11184838194731,0.184744133699852,MA,2022-08-28,0,0,0,1,0,0
800,1.15715524179775,0.1098071447430575,MA,2022-08-29,1,0,1,0,0,0
801,10.8805766849021,0.190156243262411,MA,2022-08-30,0,0,0,0,0,0
802,2.21348367850811,0.134692890437676,MA,2022-08-31,1,0,0,0,0,0
803,2.95932647115904,0.055565402190992,MA,2022-09-01,0,0,0,1,0,0
804,6.71284466509943,0.1479163123841,MA,2022-09-02,0,1,0,1,1,1
805,0.552605008613711,0.0827088071126165,MA,2022-09-03,1,1,1,1,1,1
806,2.14952111585044,0.1089070602995465,MA,2022-09-04,1,0,1,0,0,1
807,2.98924272015803,0.155605903429045,MA,2022-09-05,1,0,0,0,0,0
808,8.61053792419423,0.175478341689773,MA,2022-09-06,0,0,0,0,0,0
809,1.8136421020721,0.142819472948045,MA,2022-09-07,1,0,0,0,0,0
810,1.20937150195121,0.104447809630157,MA,2022-09-08,1,1,1,1,1,1
811,24.106545810043,0.2564437894836505,MA,2022-09-09,0,0,0,0,0,0
812,5.30130302290215,0.125784174856882,MA,2022-09-10,0,0,0,0,0,0
813,5.29898089577335,0.1820757511216845,MA,2022-09-11,0,0,0,0,0,0
814,1.9383970254323,0.091923060305514,MA,2022-09-12,1,0,1,0,0,0
815,52.8440214290373,0.2736617707403995,MA,2022-09-13,0,0,0,0,0,0
816,5.56440690822942,0.2223477513457895,MA,2022-09-14,0,1,0,0,1,0
817,0.834265894483255,0.094633407203366507,MA,2022-09-15,1,1,1,0,1,0
818,6.79050788592689,0.1558402797994915,MA,2022-09-16,0,0,0,0,0,0
819,6.60901090104066,0.1292821778149555,MA,2022-09-17,0,0,0,0,0,0
820,11.4080713849655,0.157765212297702,MA,2022-09-18,0,0,0,0,0,0
821,7.3907100295983,0.1393501609773,MA,2022-09-19,0,0,0,0,0,0
822,18.2376741243279,0.155728344917531,MA,2022-09-20,0,0,0,0,0,0
823,4.95539250307442,0.205729832428173,MA,2022-09-21,0,0,0,0,0,0
824,1.22205872157942,0.1148940060198,MA,2022-09-22,1,0,1,1,0,0
825,5.56484766046895,0.1490456411196605,MA,2022-09-23,1,0,0,0,0,0
826,2.73344403423459,0.1165557102266375,MA,2022-09-24,1,0,0,0,0,0
827,5.70523675504247,0.129874268334622,MA,2022-09-25,0,0,0,0,0,0
828,34.0593196393921,0.200770448104203,MA,2022-09-26,0,0,0,0,0,0
829,11.9523552140315,0.1840706920139165,MA,2022-09-27,0,0,0,0,0,0
830,0.513662670563006,0.1276775917923505,MA,2022-09-28,1,1,1,0,1,0
831,1.04250193663165,0.082354380023516,MA,2022-09-29,1,0,1,0,0,0
832,2.89031887426767,0.1558096115336915,MA,2022-09-30,0,0,0,0,0,0
833,5.2130549454623,0.148509556582554,MA,2022-10-01,0,0,0,0,0,0
834,4.8363954466109,0.1834432281583605,MA,2022-10-02,0,0,0,0,0,0
835,19.2019613369809,0.1912335847110425,MA,2022-10-03,0,0,0,0,0,0
836,1.03649365461144,0.082128883289653,MA,2022-10-04,1,0,1,1,0,0
837,0.0201091876538199,0.004118204453838,MA,2022-10-05,1,1,1,1,1,1
838,1.95142541489299,0.122564238117998,MA,2022-10-06,1,0,0,0,0,0
839,16.5661827868088,0.2268655325033945,MA,2022-10-07,1,0,0,1,0,0
840,12.161216396186,0.255441501746498,MA,2022-10-08,0,0,0,0,0,0
841,6.70025468608657,0.163900086494999,MD,2022-08-28,0,0,0,0,0,0
842,5.6838163383914,0.1573702245897005,MD,2022-08-29,0,0,0,0,0,0
843,1.68437670826722,0.064535624912979,MD,2022-08-30,1,1,0,0,1,0
844,1.2806258215767,0.159509709861838,MD,2022-08-31,0,1,0,0,1,0
845,0.539978394450705,0.11657308536984,MD,2022-09-01,1,1,1,0,1,0
846,0.324004667470162,0.0100268456794421,MD,2022-09-02,1,1,1,0,1,0
847,1.15286491897561,0.1004461280078865,MD,2022-09-03,1,0,1,0,0,0
848,9.10416478378112,0.1656885820353905,MD,2022-09-04,0,0,0,0,0,0
849,0.224325999235448,0.00924545336078295,MD,2022-09-05,1,1,1,0,1,0
850,3.64258688578976,0.122062342748933,MD,2022-09-06,0,1,0,1,1,1
851,0.299780127462083,0.008759908459424,MD,2022-09-07,1,1,1,1,1,1
852,0.543645866019335,0.171592342119018,MD,2022-09-08,1,1,1,1,1,1
853,0.702630980906829,0.00830051378056725,MD,2022-09-09,1,1,1,1,1,1
854,9.70373253685933,0.201445955197398,MD,2022-09-10,0,0,0,0,0,0
855,1.07219923683131,0.1723915865036065,MD,2022-09-11,0,1,0,0,1,0
856,1.97095750311309,0.1022132533043295,MD,2022-09-12,1,0,1,0,0,0
857,15.2694912270243,0.210093924390159,MD,2022-09-13,0,0,0,0,0,0
858,1.03635102240303,0.1580995706547775,MD,2022-09-14,0,1,0,0,1,0
859,3.40409371766801,0.2303623943751,MD,2022-09-15,0,0,0,0,0,0
860,7.85942987399004,0.1561857480743975,MD,2022-09-16,0,0,0,0,0,0
861,14.418628103979,0.2336676193601035,MD,2022-09-17,0,0,0,0,0,0
862,5.69580100509455,0.2644287370161445,MD,2022-09-18,1,0,0,0,0,0
863,9.70217731341998,0.15768776005333,MD,2022-09-19,0,0,0,0,0,0
864,12.2453497070376,0.191080237750886,MD,2022-09-20,0,0,0,1,0,0
865,0.316767427264618,0.082823767898724,MD,2022-09-21,1,1,1,0,1,0
866,5.94929556937943,0.22933790627867,MD,2022-09-22,0,0,0,0,0,0
867,2.00032272503561,0.107017057256736,MD,2022-09-23,1,0,1,0,0,1
868,1.04846090708517,0.076591942872308,MD,2022-09-24,1,0,1,0,0,0
869,3.83093098573414,0.2092414103206935,MD,2022-09-25,1,0,0,1,0,0
870,2.5128911008977,0.1890579240608805,MD,2022-09-26,0,0,0,0,0,0
871,2.8178496667479,0.176510494840317,MD,2022-09-27,0,1,0,0,1,0
872,1.51619752876847,0.1276775917923505,MD,2022-09-28,0,1,0,1,1,1
873,0.340904947528367,0.083098655143302,MD,2022-09-29,1,1,1,0,1,0
874,9.68485466821847,0.194085220412249,MD,2022-09-30,1,0,0,1,0,0
875,6.19427515342251,0.215945861208201,MD,2022-10-01,0,0,0,0,0,0
876,1.03276105954873,0.089280549094517,MD,2022-10-02,1,0,1,1,0,0
877,6.37391138021958,0.3529092752945925,MD,2022-10-03,0,0,0,0,0,0
878,1.03131676379275,0.0977083842064685,MD,2022-10-04,1,0,1,1,0,0
879,0.455707591050439,0.1009686119468975,MD,2022-10-05,1,1,1,1,1,1
880,0.334937936196149,0.0767898861859445,MD,2022-10-06,1,1,1,0,1,0
881,11.5128111648802,0.2792202902597985,MD,2022-10-07,1,0,0,0,0,0
882,6.52859799510776,0.186836641513349,MD,2022-10-08,1,0,0,0,0,0
883,0.321837996506552,0.123729910591229,ME,2022-08-28,1,1,1,0,1,0
884,0.0560714603806014,0.0111791199306435,ME,2022-08-29,1,1,1,0,1,0
885,NA,NA,ME,2022-08-30,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2022-08-31,NA,NA,NA,NA,NA,NA
887,0.0552691576504657,0.01030249471011925,ME,2022-09-01,1,1,1,1,1,1
888,0.0158037233988538,0.0100268456794421,ME,2022-09-02,1,1,1,1,1,1
889,0.0129825794782957,0.0097589709401001,ME,2022-09-03,1,1,1,1,1,1
890,0.0499983454476,0.0094985938448684,ME,2022-09-04,1,1,1,0,1,0
891,0.0136250001302904,0.00924545336078295,ME,2022-09-05,1,1,1,1,1,1
892,0.0147291897938068,0.00899930276300075,ME,2022-09-06,1,1,1,1,1,1
893,0.0423177316870423,0.008759908459424,ME,2022-09-07,1,1,1,0,1,0
894,0.0905440922357339,0.00852704893178485,ME,2022-09-08,1,1,1,1,1,1
895,NA,NA,ME,2022-09-09,NA,NA,NA,NA,NA,NA
896,0.139838017945217,0.00808010286261005,ME,2022-09-10,1,1,1,1,1,1
897,0.0102673601541503,0.007865625511524,ME,2022-09-11,1,1,1,1,1,1
898,0.839743708757584,0.282656280985477,ME,2022-09-12,0,1,0,0,1,0
899,NA,NA,ME,2022-09-13,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2022-09-14,NA,NA,NA,NA,NA,NA
901,1.10248546566556,0.2358193163198265,ME,2022-09-15,1,0,1,1,0,0
902,NA,NA,ME,2022-09-16,NA,NA,NA,NA,NA,NA
903,0.00859314343191502,0.00669371841368825,ME,2022-09-17,1,1,1,1,1,1
904,0.122591694650181,0.0065161006219934,ME,2022-09-18,1,1,1,1,1,1
905,0.0340357379708086,0.00634315991477465,ME,2022-09-19,1,1,1,0,1,0
906,0.00762980943954093,0.0061747658587892,ME,2022-09-20,1,1,1,1,1,1
907,NA,NA,ME,2022-09-21,NA,NA,NA,NA,NA,NA
908,0.00843950327082371,0.00585111929678565,ME,2022-09-22,1,1,1,1,1,1
909,0.101330058192824,0.005695628447401,ME,2022-09-23,1,1,1,0,1,0
910,1.20585406996403,0.85662616823199,ME,2022-09-24,0,1,0,0,1,0
911,0.00816866723204773,0.0053967458137829,ME,2022-09-25,1,1,1,1,1,1
912,0.0078071942463537,0.0052531388361118,ME,2022-09-26,1,1,1,1,1,1
913,1.21934216010188,0.86209933944093,ME,2022-09-27,0,1,0,0,1,0
914,0.0240028261385688,0.004977081123941595,ME,2022-09-28,1,1,1,1,1,1
915,NA,NA,ME,2022-09-29,NA,NA,NA,NA,NA,NA
916,1.06788944811937,0.4360477193776225,ME,2022-09-30,0,1,0,0,1,0
917,NA,NA,ME,2022-10-01,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2022-10-02,NA,NA,NA,NA,NA,NA
919,1.08328392858052,0.438411439101846,ME,2022-10-03,0,1,0,0,1,0
920,NA,NA,ME,2022-10-04,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2022-10-05,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2022-10-06,NA,NA,NA,NA,NA,NA
923,0.0054099749848472,0.003900652371578395,ME,2022-10-07,1,1,1,1,1,1
924,NA,NA,ME,2022-10-08,NA,NA,NA,NA,NA,NA
925,5.67949376831804,0.0573641173554345,MI,2022-08-28,0,1,0,0,0,0
926,3.13893436378764,0.073778896160046,MI,2022-08-29,0,1,0,0,0,0
927,0.504986938249153,0.076832093099535,MI,2022-08-30,1,1,1,1,1,1
928,3.4582609675103,0.04668887795646125,MI,2022-08-31,0,1,0,0,1,0
929,2.81911316114077,0.140153146337538,MI,2022-09-01,0,0,0,0,0,0
930,2.1163182632986,0.1171624425459345,MI,2022-09-02,1,0,1,0,0,0
931,1.80524619956426,0.1089043452385585,MI,2022-09-03,1,0,1,0,0,0
932,4.2220732669457,0.0602130429341415,MI,2022-09-04,0,0,0,0,0,0
933,1.52451067683827,0.05670054907228,MI,2022-09-05,0,0,1,1,0,0
934,5.43626715751219,0.0647886816456655,MI,2022-09-06,0,0,0,0,1,0
935,1.25671941477474,0.057529321424911,MI,2022-09-07,1,1,1,1,1,1
936,1.77117231574334,0.119707930650353,MI,2022-09-08,0,1,0,0,1,0
937,1.2043063350347,0.079805104333394,MI,2022-09-09,1,0,1,0,0,0
938,4.32488734213414,0.117443951770283,MI,2022-09-10,0,1,0,0,1,0
939,4.3171979753464,0.1244218907696615,MI,2022-09-11,1,0,0,0,0,0
940,4.94033084978846,0.1168688375680175,MI,2022-09-12,0,0,0,0,0,0
941,1.30327712968741,0.1083482059856235,MI,2022-09-13,1,1,1,0,1,0
942,1.25497517731446,0.0653307845352775,MI,2022-09-14,1,1,1,0,1,0
943,5.08886826273752,0.1220625782151055,MI,2022-09-15,0,0,0,0,0,0
944,5.36120983320204,0.118534450831602,MI,2022-09-16,0,0,0,0,0,0
945,1.82269418504073,0.092917658686555,MI,2022-09-17,1,1,1,0,1,0
946,12.028627783392,0.1792802364702315,MI,2022-09-18,0,0,0,0,0,0
947,10.6868065127104,0.1441286609521715,MI,2022-09-19,0,0,0,0,0,0
948,1.63165202362367,0.1030620381510175,MI,2022-09-20,1,0,0,0,0,1
949,9.98445229623325,0.1453224226176925,MI,2022-09-21,0,0,0,0,0,0
950,5.2363784481588,0.1167333892820275,MI,2022-09-22,0,0,0,0,0,0
951,4.14714107596176,0.103369232934704,MI,2022-09-23,1,0,0,0,0,1
952,3.00123520255137,0.108661102049814,MI,2022-09-24,0,0,0,0,0,0
953,4.52814522079475,0.1370114968243975,MI,2022-09-25,1,0,0,0,0,0
954,6.32999983385859,0.1235731368661305,MI,2022-09-26,0,0,0,0,0,0
955,11.2111799771306,0.2503995814361245,MI,2022-09-27,0,0,0,0,0,0
956,6.92693544744284,0.1298279234725335,MI,2022-09-28,0,0,0,0,0,0
957,7.81104692305158,0.1482494897128725,MI,2022-09-29,0,0,0,0,0,0
958,7.11507277013555,0.146455829301206,MI,2022-09-30,0,0,0,0,0,0
959,13.0961179535879,0.2353108262346585,MI,2022-10-01,0,0,0,0,0,0
960,2.70668805229705,0.1155340190484985,MI,2022-10-02,1,0,0,0,0,0
961,4.28410556944181,0.159556877295026,MI,2022-10-03,0,0,0,0,0,0
962,6.39322870901355,0.1865887103091715,MI,2022-10-04,0,0,0,0,0,0
963,1.91813746768308,0.0898546307591695,MI,2022-10-05,0,1,0,0,1,0
964,1.80960931938662,0.0982648024774815,MI,2022-10-06,1,0,0,0,0,0
965,6.64649248836218,0.1857287973119505,MI,2022-10-07,0,0,0,0,0,0
966,10.1153925504882,0.234891512197751,MI,2022-10-08,0,0,0,0,0,0
967,1.35125157388711,0.0879475293482565,MN,2022-08-28,1,0,1,0,0,0
968,2.15971132731373,0.1194453339611885,MN,2022-08-29,1,0,1,0,0,0
969,3.9629821489335,0.055623000423304,MN,2022-08-30,0,0,0,0,0,0
970,1.78354835774008,0.0781560725620315,MN,2022-08-31,0,0,1,0,0,1
971,3.78594637884779,0.146121691265203,MN,2022-09-01,0,0,0,0,0,0
972,1.76272599754599,0.0750436321133705,MN,2022-09-02,0,0,1,0,0,0
973,4.98875259091188,0.1498689737476315,MN,2022-09-03,0,1,0,0,1,0
974,2.92151606243901,0.127915020968806,MN,2022-09-04,1,0,0,0,0,0
975,0.524959227634867,0.084968298306061,MN,2022-09-05,1,1,1,0,1,0
976,3.83090894669796,0.0512014732940695,MN,2022-09-06,0,0,0,0,0,0
977,3.09203412894377,0.127668235678165,MN,2022-09-07,1,0,0,0,0,0
978,0.536131966210898,0.078412174583456,MN,2022-09-08,1,1,1,1,1,1
979,0.79431533592997,0.09348745715776,MN,2022-09-09,1,1,1,1,1,1
980,3.02467612091007,0.1489967774836775,MN,2022-09-10,1,0,0,0,0,0
981,0.649714386406439,0.068058050264725,MN,2022-09-11,1,1,1,1,1,1
982,5.04759344450204,0.1709454873226,MN,2022-09-12,0,0,0,0,0,0
983,1.10935018629885,0.0488204781704185,MN,2022-09-13,1,1,1,0,1,0
984,4.24595979299222,0.129261832262776,MN,2022-09-14,0,1,0,0,1,0
985,1.46079080335253,0.1110527587234515,MN,2022-09-15,0,1,0,0,1,0
986,1.45683567602283,0.1086027166259805,MN,2022-09-16,0,1,0,0,1,0
987,6.27628584710585,0.1876902651008105,MN,2022-09-17,0,0,0,0,0,0
988,2.98760435868482,0.1122287680062965,MN,2022-09-18,0,0,1,0,0,0
989,6.08621827523328,0.112069698428752,MN,2022-09-19,0,0,0,0,0,0
990,1.97044656292445,0.0845688800032375,MN,2022-09-20,1,0,1,0,0,1
991,4.01815543927472,0.095636538981998,MN,2022-09-21,0,0,1,1,0,0
992,4.57995820199308,0.154256775036668,MN,2022-09-22,1,0,0,0,0,0
993,3.16358161028881,0.133418851844206,MN,2022-09-23,1,0,0,0,0,0
994,4.8485545863238,0.170115039139766,MN,2022-09-24,1,0,0,0,0,0
995,6.19619090782053,0.237754787852683,MN,2022-09-25,0,0,0,0,0,0
996,1.06815902049417,0.072874867031767,MN,2022-09-26,1,0,1,0,0,0
997,2.22300081214107,0.110524742030832,MN,2022-09-27,1,0,0,0,0,0
998,3.54095421394292,0.1358880036599135,MN,2022-09-28,0,0,0,1,0,0
999,1.74102856600235,0.1219280552004705,MN,2022-09-29,1,0,0,0,0,0
1000,1.87456576736348,0.0329296970085068,MN,2022-09-30,0,0,1,0,0,0
1001,1.05091021137793,0.0687512115979925,MN,2022-10-01,1,0,1,0,0,1
1002,5.85175603982414,0.1890084773848295,MN,2022-10-02,1,0,0,0,0,0
1003,2.586817772703,0.1090582523186695,MN,2022-10-03,1,0,0,0,0,0
1004,4.75853090921072,0.148903879431072,MN,2022-10-04,0,0,0,0,0,0
1005,13.2047927814514,0.245333232928228,MN,2022-10-05,0,0,0,0,0,0
1006,9.59041392449856,0.253661710499437,MN,2022-10-06,0,0,0,0,0,0
1007,6.81134100654152,0.174471173579953,MN,2022-10-07,1,0,0,1,0,0
1008,3.8091670827087,0.1729934336515475,MN,2022-10-08,1,0,0,1,0,0
1009,0.555942246363805,0.1021451199710315,MO,2022-08-28,1,1,1,0,1,0
1010,1.6550510971326,0.173980726740497,MO,2022-08-29,1,0,0,0,0,1
1011,2.59717000116363,0.2219304177008995,MO,2022-08-30,0,1,0,0,1,0
1012,1.77862585192964,0.2091508759002035,MO,2022-08-31,0,1,0,0,1,0
1013,0.175314517955124,0.01030249471011925,MO,2022-09-01,1,1,1,1,1,1
1014,0.511033362283761,0.0100268456794421,MO,2022-09-02,1,1,1,0,1,0
1015,4.14245714651885,0.1852945142302175,MO,2022-09-03,0,1,0,0,1,0
1016,0.531093432654019,0.08741133729003,MO,2022-09-04,1,1,1,0,1,0
1017,0.013639128123729,0.00924545336078295,MO,2022-09-05,1,1,1,1,1,1
1018,0.954838566893915,0.00899930276300075,MO,2022-09-06,1,1,1,0,1,0
1019,0.290126519214484,0.076495204244823,MO,2022-09-07,1,1,1,0,1,0
1020,1.60506792901129,0.2803025375771735,MO,2022-09-08,0,1,0,0,1,0
1021,2.36588698893273,0.82609517020162,MO,2022-09-09,0,1,0,0,1,0
1022,5.27805050746791,0.281489725131792,MO,2022-09-10,0,1,0,0,1,0
