"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","other_50_CI","X22E_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","other_95_CI","X22E_95_CI"
"44",NA,NA,"AL",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.00645444240179907,0.00934437428374304,"AL",2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"46",0.0249845428911964,0.008657309344594,"AL",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"47",1.132062883059,0.620050139557766,"AL",2023-03-09,0,0,1,1,1,1,0,0,1,1,1,1
"48",NA,NA,"AL",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.00447225239405401,0.00613892705744629,"AL",2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
"53",0.015714394131323,0.00594218099278461,"AL",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"54",0.00467868514662508,0.00580236550357956,"AL",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"55",0.00387155104326474,0.00571928974557298,"AL",2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
"56",NA,NA,"AL",2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1.23424017141634,0.937213465246203,"AL",2023-03-20,1,0,1,1,0,1,1,0,1,1,0,1
"59",NA,NA,"AL",2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.00476230759383149,0.00624187467411668,"AL",2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
"61",NA,NA,"AL",2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0.00454757340764607,0.00700975740354862,"AL",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"63",1.2247109214304,0.930845418573448,"AL",2023-03-25,1,0,1,1,0,1,1,0,1,1,0,1
"64",NA,NA,"AL",2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.0262055989120944,0.00910705767193406,"AL",2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
"66",NA,NA,"AL",2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.0171105557144086,0.0235202268956314,"AL",2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
"73",NA,NA,"AL",2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.0233510700354906,0.0326675398525772,"AL",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
"75",2.37072973627788,1.72464805489211,"AL",2023-04-06,1,0,1,1,0,1,1,0,1,1,0,1
"76",NA,NA,"AL",2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",0.132342234543118,0.0545415739160681,"AL",2023-04-08,1,1,1,1,1,1,1,0,1,0,1,1
"78",NA,NA,"AL",2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1.02594465011479,0.86153507925093,"AL",2023-04-10,0,1,1,1,1,1,0,0,1,1,1,1
"80",1.14225060689159,1.61833804451185,"AL",2023-04-11,1,0,1,1,1,0,1,0,1,1,1,0
"81",0.0841045674055808,0.108078860214875,"AL",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1
"82",NA,NA,"AL",2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",0.106651642923894,0.15009560612828,"AL",2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1
"84",0.130157696659224,0.175885226485247,"AL",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1
"85",0.028821851212057,0.0110128633112369,"AR",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.362411638846226,0.0101264396449856,"AR",2023-03-06,1,1,1,1,1,1,1,0,1,0,0,1
"87",0.228852148085309,0.00934437428374304,"AR",2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"88",1.37498410433002,0.407049617667012,"AR",2023-03-08,1,0,1,1,0,1,1,0,1,1,0,0
"89",0.0752114602196296,0.00805698799489955,"AR",2023-03-09,1,1,1,1,1,1,1,0,1,1,1,0
"90",0.0694277214787788,0.00753620162052043,"AR",2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
"91",1.18345549503976,0.916227579929001,"AR",2023-03-11,1,0,1,0,1,1,1,0,1,0,1,1
"92",1.26274157418696,1.79350353078683,"AR",2023-03-12,1,0,1,1,1,0,1,0,1,1,1,0
"93",0.0171285676371103,0.00639389399025404,"AR",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"94",1.09875809222214,0.470951680336924,"AR",2023-03-14,1,0,1,1,0,1,1,0,1,1,0,1
"95",0.0151744640033171,0.00594218099278461,"AR",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"96",0.016574354355384,0.00580236550357956,"AR",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"97",0.920847514650407,0.368632735267624,"AR",2023-03-17,1,1,1,1,1,0,1,0,1,1,1,0
"98",1.18207921926548,0.914601840918902,"AR",2023-03-18,1,0,1,1,1,0,1,0,1,1,1,0
"99",NA,NA,"AR",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.0338644635017291,0.00582753918458514,"AR",2023-03-20,1,1,1,1,1,1,1,0,1,0,1,1
"101",0.365313320572926,0.00599599548180747,"AR",2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
"102",1.12165224842964,0.00624187467411667,"AR",2023-03-22,1,0,1,1,1,1,0,0,0,0,1,0
"103",0.0176352689946516,0.00657540282850381,"AR",2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
"104",0.0198507775797973,0.00700975740354862,"AR",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",1.21739143969002,0.928599186266132,"AR",2023-03-26,1,0,1,1,0,1,1,0,1,1,0,1
"107",0.00686439462672687,0.00910705767193406,"AR",2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
"108",2.08576794454208,0.610610703798427,"AR",2023-03-28,1,0,1,1,1,0,1,0,1,1,1,0
"109",0.732955904837017,0.0114469630263526,"AR",2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
"110",0.0332377583356244,0.0130196577235649,"AR",2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
"111",0.0110641280652289,0.014935485402533,"AR",2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
"112",0.0120691955002299,0.0172650787094384,"AR",2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
"113",0.0501266377680715,0.0200930866252604,"AR",2023-04-02,1,1,1,1,1,1,1,0,1,0,1,1
"114",0.0167483049111449,0.0235202268956314,"AR",2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
"115",0.638661953679818,0.0276653709559164,"AR",2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1
"116",0.381676678642116,0.0326675398525772,"AR",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
"117",0.0286054249575669,0.0386876431820123,"AR",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
"118",1.07281301155658,0.87628990821661,"AR",2023-04-07,1,1,1,1,0,1,1,0,1,1,0,1
"119",NA,NA,"AR",2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",0.160024803449479,0.0648140168845063,"AR",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1
"121",0.347870843520225,0.07697919139798,"AR",2023-04-10,1,1,1,1,1,1,1,0,1,0,1,1
"122",0.0698576951320861,0.091306857343423,"AR",2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1
"123",0.260864612555439,0.108078860214875,"AR",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.796470540381764,0.152041915786603,"AZ",2023-03-05,0,1,1,1,1,1,0,0,1,1,0,0
"128",2.35193954212794,0.235017754959885,"AZ",2023-03-06,0,0,1,1,1,1,0,0,1,0,0,0
"129",0.965804930075668,0.111176418313344,"AZ",2023-03-07,0,1,1,1,1,1,0,1,1,1,1,0
"130",0.874941109988079,0.446305215757134,"AZ",2023-03-08,1,1,1,1,1,0,1,0,1,1,1,0
"131",0.116853895970929,0.00805698799489955,"AZ",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.0692852966443818,0.00753620162052043,"AZ",2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
"133",1.60147929461342,0.362876097342072,"AZ",2023-03-11,1,0,1,1,1,0,1,0,1,0,1,0
"134",0.611028384490234,0.14544822992447,"AZ",2023-03-12,1,1,1,1,1,1,1,1,1,0,1,0
"135",4.83304062897141,0.311347041890681,"AZ",2023-03-13,1,0,1,1,0,0,1,0,1,1,0,0
"136",0.834054564831702,0.160710126180344,"AZ",2023-03-14,0,1,1,1,1,1,1,1,1,1,1,1
"137",1.3072345087935,0.234538844381471,"AZ",2023-03-15,0,0,1,1,1,1,0,0,1,0,1,0
"138",0.314104960487611,0.00580236550357956,"AZ",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"139",2.08838330324832,1.23319991375754,"AZ",2023-03-17,0,0,1,0,1,1,0,0,1,0,1,0
"140",2.44380106738111,1.21757113254674,"AZ",2023-03-18,1,0,1,1,1,0,1,0,1,1,1,0
"141",2.63046072890301,0.356396508945745,"AZ",2023-03-19,0,0,1,1,0,0,0,0,1,1,0,0
"142",2.45531679405288,0.184355915954433,"AZ",2023-03-20,1,1,1,1,1,0,1,0,0,0,1,0
"143",1.76979903094989,0.349375132362283,"AZ",2023-03-21,0,0,1,1,1,1,0,0,0,0,1,1
"144",1.11197967262632,0.199801553834514,"AZ",2023-03-22,0,1,1,1,1,1,0,0,1,0,1,0
"145",0.799903395808847,0.234287717255486,"AZ",2023-03-23,1,1,1,1,1,0,1,0,1,1,1,0
"146",0.136694515513716,0.00700975740354862,"AZ",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"147",0.00490607654441842,0.00756165456280141,"AZ",2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
"148",1.17392595107708,0.211044878715169,"AZ",2023-03-26,0,1,1,1,1,0,0,0,1,0,1,0
"149",2.12385918614004,0.22873528914808,"AZ",2023-03-27,1,1,0,1,0,0,1,0,1,0,0,0
"150",2.05058047092837,0.0950072999111438,"AZ",2023-03-28,0,1,0,1,0,1,0,0,0,1,0,1
"151",0.687251749405829,0.0114469630263526,"AZ",2023-03-29,1,1,1,1,1,1,0,0,1,0,1,1
"152",1.89549889242478,0.457713584914463,"AZ",2023-03-30,1,0,1,1,0,0,1,0,0,0,0,0
"153",0.0393841577971854,0.014935485402533,"AZ",2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
"154",1.0335468847343,0.604586950483322,"AZ",2023-04-01,1,1,1,1,1,0,1,0,1,1,1,0
"155",0.732462402399388,0.303617962118438,"AZ",2023-04-02,1,1,1,0,1,1,1,0,1,0,1,1
"156",0.913501809002686,0.107013950796804,"AZ",2023-04-03,1,1,1,1,1,1,1,0,1,0,1,1
"157",2.15252652980595,0.350076002335307,"AZ",2023-04-04,1,1,0,0,0,0,1,0,0,0,0,0
"158",1.40595338493021,0.17184333512707,"AZ",2023-04-05,1,1,1,1,1,0,1,0,0,0,1,0
"159",0.304211964606134,0.0386876431820123,"AZ",2023-04-06,1,1,1,1,1,1,1,0,0,1,1,0
"160",0.771538890842905,0.0459097427792994,"AZ",2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
"161",1.1037689573103,0.21082434215201,"AZ",2023-04-08,1,1,0,1,1,1,1,1,1,1,1,1
"162",1.67720819853201,0.282081421813205,"AZ",2023-04-09,1,1,1,0,1,1,1,0,0,0,1,1
"163",2.98146719912728,0.297134028559827,"AZ",2023-04-10,1,1,0,0,1,1,1,0,0,0,1,1
"164",3.57589017973043,0.450014034569485,"AZ",2023-04-11,0,1,0,0,0,1,0,0,0,1,0,1
"165",0.251607249006847,0.108078860214875,"AZ",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1
"166",1.29271597247499,0.127581467453034,"AZ",2023-04-13,1,0,0,1,1,1,1,0,1,0,1,1
"167",0.991711257645357,0.619653740778309,"AZ",2023-04-14,1,1,1,1,1,0,1,0,1,1,1,0
"168",1.95498804885225,0.175885226485247,"AZ",2023-04-15,1,0,0,1,1,1,1,1,1,1,1,1
"169",1.57732544674711,0.111869412708773,"CA",2023-03-05,1,1,1,1,1,1,0,0,0,1,0,0
"170",6.09909162311341,0.347206373640635,"CA",2023-03-06,1,0,1,1,1,0,1,0,1,0,1,0
"171",10.9514017351842,0.367536437740355,"CA",2023-03-07,0,0,1,1,0,0,0,0,0,0,0,0
"172",21.9803930499009,0.371161923368891,"CA",2023-03-08,0,0,1,0,0,0,0,0,0,0,0,0
"173",3.42647241779622,0.18187881130802,"CA",2023-03-09,1,0,1,1,0,1,1,0,0,0,0,0
"174",8.51976929300872,0.260355631085444,"CA",2023-03-10,1,0,1,0,0,0,0,1,0,0,1,1
"175",2.23553412968871,0.175419943638596,"CA",2023-03-11,1,1,1,1,1,0,0,0,1,0,0,0
"176",8.39577575408496,0.302398776993507,"CA",2023-03-12,1,0,1,0,0,0,1,0,1,0,0,0
"177",10.8069339511236,0.344037329028417,"CA",2023-03-13,0,0,1,0,0,0,0,0,1,0,0,0
"178",8.29487831961305,0.27062872681743,"CA",2023-03-14,1,0,1,1,0,0,0,0,0,1,0,0
"179",9.3482580969667,0.268777530558874,"CA",2023-03-15,0,0,1,1,0,0,0,0,0,0,0,0
"180",3.829331626206,0.19717627481938,"CA",2023-03-16,1,0,1,1,0,1,0,0,0,0,0,0
"181",8.88456354707922,0.311247773944978,"CA",2023-03-17,0,0,1,0,0,0,0,0,0,0,0,0
"182",3.65287329318304,0.268380273058817,"CA",2023-03-18,0,0,1,1,0,1,0,0,0,1,0,0
"183",7.32191773159047,0.353115587769456,"CA",2023-03-19,0,0,1,1,0,0,0,0,1,0,0,0
"184",1.43085861240264,0.122848730315528,"CA",2023-03-20,1,1,0,1,0,1,0,0,0,1,0,1
"185",2.28639897765308,0.180571488116529,"CA",2023-03-21,1,0,0,1,0,1,0,0,0,0,1,0
"186",6.88799104825754,0.249594636342159,"CA",2023-03-22,1,0,1,0,0,0,0,0,1,0,0,0
"187",7.34390483653917,0.277640172815504,"CA",2023-03-23,0,0,1,0,0,1,0,0,1,0,0,1
"188",6.19450761026617,0.27136044013533,"CA",2023-03-24,0,0,0,0,0,1,0,0,0,0,0,0
"189",9.69455406556131,0.479345875692158,"CA",2023-03-25,0,0,0,1,0,0,0,0,0,1,0,0
"190",6.78116991487522,0.352284843339067,"CA",2023-03-26,1,0,0,1,0,0,1,0,0,0,0,0
"191",2.54732669928268,0.195012701958639,"CA",2023-03-27,0,1,1,1,0,1,0,0,0,1,0,1
"192",1.4797500850865,0.103413489437194,"CA",2023-03-28,1,1,1,1,1,1,1,1,0,1,1,0
"193",9.02414377364564,0.407461855251222,"CA",2023-03-29,0,0,1,0,0,0,0,0,0,0,0,0
"194",1.97267576161599,0.142188425568099,"CA",2023-03-30,0,1,0,1,1,1,0,0,0,1,1,1
"195",2.78296280710662,0.239669792056245,"CA",2023-03-31,0,1,1,1,0,0,0,0,0,0,0,0
"196",7.27992098450603,0.407875585830058,"CA",2023-04-01,0,0,0,0,0,1,0,0,0,0,0,1
"197",5.47233210707242,0.341257068882555,"CA",2023-04-02,0,0,0,0,0,1,0,0,0,0,0,0
"198",6.80774218943015,0.317983734520534,"CA",2023-04-03,0,0,0,1,0,1,0,0,0,0,0,1
"199",4.52259433238841,0.16916298093828,"CA",2023-04-04,0,0,0,1,0,1,0,0,0,0,0,1
"200",7.57048894483902,0.332634177771256,"CA",2023-04-05,0,1,0,0,0,1,0,0,0,0,0,1
"201",10.3579133452795,0.41533969602073,"CA",2023-04-06,0,0,0,0,0,1,0,0,0,0,0,1
"202",7.43024269566695,0.302496842579532,"CA",2023-04-07,0,1,0,0,0,1,0,0,0,0,0,1
"203",2.45322356774082,0.262226471050157,"CA",2023-04-08,1,1,1,1,0,1,1,0,0,0,0,0
"204",1.82650500488499,0.174254878564693,"CA",2023-04-09,1,0,0,1,1,1,1,0,0,0,1,1
"205",16.014164718389,0.403341093982517,"CA",2023-04-10,1,1,0,0,0,0,1,0,0,0,0,0
"206",17.6296351219458,0.259213093812063,"CA",2023-04-11,0,0,0,0,0,1,0,0,0,0,0,0
"207",12.0610444907841,0.44276180680648,"CA",2023-04-12,0,1,0,0,0,0,0,0,0,0,0,0
"208",14.5097719415761,0.334498184366841,"CA",2023-04-13,0,0,0,0,0,1,0,0,0,0,0,1
"209",19.4193755913188,0.244211862729766,"CA",2023-04-14,1,0,0,1,0,1,1,0,0,0,0,0
"210",10.1978857037313,0.361883846371576,"CA",2023-04-15,0,0,0,0,0,0,0,0,1,0,0,0
"211",0.186014425605392,0.0110128633112369,"CO",2023-03-05,1,1,1,1,1,1,1,0,1,1,1,0
"212",1.40214329195631,0.453851938075054,"CO",2023-03-06,1,0,1,1,0,1,1,0,1,0,0,0
"213",0.406366072260531,0.14315157846282,"CO",2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.460689103978811,0.167802002585518,"CO",2023-03-08,1,1,1,1,1,1,1,0,1,1,1,0
"215",0.111602621275044,0.00805698799489955,"CO",2023-03-09,1,1,1,1,1,1,1,0,1,0,1,1
"216",0.0704387447455065,0.00753620162052043,"CO",2023-03-10,1,1,1,1,1,1,1,0,1,0,1,1
"217",0.00432944510956894,0.00708874770168243,"CO",2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
"218",0.0174345884474108,0.00670940013463376,"CO",2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
"219",0.0156056630929362,0.00639389399025404,"CO",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"220",0.0831748498100301,0.00613892705744629,"CO",2023-03-14,1,1,1,1,1,1,1,0,0,1,1,1
"221",0.467180895746395,0.00594218099278461,"CO",2023-03-15,1,1,1,1,1,1,1,0,1,0,1,0
"222",0.313725518611229,0.00580236550357956,"CO",2023-03-16,1,1,1,1,1,1,1,0,1,1,0,0
"223",0.915785040405159,0.368632735267624,"CO",2023-03-17,1,1,1,1,1,0,1,0,1,1,1,0
"224",1.18030544313144,0.914601840918902,"CO",2023-03-18,1,0,1,1,1,0,1,0,1,1,1,0
"225",0.874411901937156,0.309107595700327,"CO",2023-03-19,1,1,1,1,1,0,1,0,1,1,1,0
"226",0.363629753339292,0.00582753918458514,"CO",2023-03-20,1,1,1,1,1,1,1,0,1,1,1,0
"227",0.803729276730589,0.23459807938523,"CO",2023-03-21,1,1,0,1,1,1,1,0,0,1,1,1
"228",4.78400744178062,1.0182487367827,"CO",2023-03-22,0,0,1,0,1,0,0,0,1,0,1,1
"229",0.724146243381248,0.23225571181578,"CO",2023-03-23,1,1,1,0,1,1,1,1,1,1,1,1
"230",0.139060556567286,0.00700975740354862,"CO",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"231",0.00505783580125127,0.00756165456280141,"CO",2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
"232",0.868321481645772,0.365482935294106,"CO",2023-03-26,1,1,1,0,1,1,1,0,1,0,1,1
"233",0.172408018028341,0.00910705767193406,"CO",2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
"234",0.133188036438663,0.0101588467207265,"CO",2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
"235",0.201779163553743,0.0114469630263526,"CO",2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
"236",0.170021263940999,0.0130196577235649,"CO",2023-03-30,1,1,1,1,1,1,1,0,1,0,1,1
"237",NA,NA,"CO",2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",0.0129484403542631,0.0172650787094384,"CO",2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
"239",NA,NA,"CO",2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.731713834061074,0.304025112196207,"CO",2023-04-03,1,1,1,0,1,1,1,0,1,0,1,1
"241",0.0700218933602894,0.0276653709559164,"CO",2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
"242",0.0230348377416192,0.0326675398525772,"CO",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
"243",0.555170540065789,0.0386876431820123,"CO",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
"244",NA,NA,"CO",2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",0.0416208707673595,0.0545415739160681,"CO",2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
"246",0.0484812631798096,0.0648140168845063,"CO",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1
"247",0.0565280393495358,0.07697919139798,"CO",2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1
"248",1.04926173916177,0.398137080408091,"CO",2023-04-11,0,1,1,1,1,1,0,0,1,1,1,1
"249",0.469571957739364,0.108078860214875,"CO",2023-04-12,1,1,1,1,1,1,1,0,1,0,1,1
