...1,es_score,brier_score,location,target_date,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_50_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI,X22B_95_CI
1100,NA,NA,MT,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,0.378530438439832,0.268826122469519,MT,2023-01-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1103,NA,NA,MT,2023-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,0.631796613762483,0.4426571788122235,MT,2023-01-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1111,NA,NA,MT,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,0.0707858010657063,0.050695973325738,MT,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1118,NA,NA,MT,2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,1.16157046121733,0.819614677974525,MT,2023-02-03,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1120,NA,NA,MT,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,0.013085463510714,0.0097194247908863,MT,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1130,NA,NA,MT,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,2.4021887747353,0.84965633641612,MT,2023-02-16,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1133,NA,NA,MT,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,3.33315672965535,0.2946651592879465,NC,2023-01-08,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1136,12.6178968537764,0.3145503490176535,NC,2023-01-09,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0
1137,3.83497942662041,0.2982518256751335,NC,2023-01-10,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
1138,16.9227964899574,0.2741631472446585,NC,2023-01-11,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
1139,8.14261190986497,0.3440630524122585,NC,2023-01-12,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
1140,2.17666540857312,0.310478847961168,NC,2023-01-13,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
1141,2.70795334598599,0.271683088394808,NC,2023-01-14,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0
1142,2.84362932703549,0.3253425264641435,NC,2023-01-15,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0
1143,3.41123164686418,0.3272053551691315,NC,2023-01-16,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1144,6.02057700910336,0.3061632893224065,NC,2023-01-17,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1145,10.7751106824486,0.367027185110208,NC,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1146,4.97186665906385,0.342634608146316,NC,2023-01-19,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
1147,4.6454974744648,0.309364618064891,NC,2023-01-20,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0
1148,8.83321883498101,0.3273926252487735,NC,2023-01-21,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
1149,2.70795316024484,0.284153051029366,NC,2023-01-22,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0
1150,8.78348513402026,0.331706090779434,NC,2023-01-23,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1151,7.79948218024304,0.303541556246361,NC,2023-01-24,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
1152,4.62249968638619,0.2980076825288675,NC,2023-01-25,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
1153,5.53187704297011,0.292931828366058,NC,2023-01-26,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1
1154,4.34420879555252,0.285588403399665,NC,2023-01-27,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0
1155,7.75666959562759,0.345162200192436,NC,2023-01-28,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1156,1.3220479815989301,0.2374479505447115,NC,2023-01-29,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
1157,15.9656480163375,0.3375365341501435,NC,2023-01-30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1158,6.90897511062881,0.2777333287178785,NC,2023-01-31,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1159,14.7462634833695,0.322549247970606,NC,2023-02-01,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1160,14.6365582930764,0.325030616133988,NC,2023-02-02,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1161,7.57062106465982,0.2834972046691005,NC,2023-02-03,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1162,2.70330322352516,0.229684756446369,NC,2023-02-04,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
1163,3.47338198477296,0.232818937320968,NC,2023-02-05,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
1164,16.7555698494685,0.2960168169167375,NC,2023-02-06,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
1165,14.6757865007326,0.262397125302898,NC,2023-02-07,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1166,5.26166769019401,0.2143752884870775,NC,2023-02-08,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1167,4.07098033551824,0.2021313196505025,NC,2023-02-09,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1168,8.37394439138433,0.308410412166826,NC,2023-02-10,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
1169,7.89158705218702,0.241837959610926,NC,2023-02-11,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1170,6.29552117474684,0.2559089780546155,NC,2023-02-12,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
1171,4.31234747633071,0.1842777439286025,NC,2023-02-13,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
1172,5.83859481913776,0.2618314028467105,NC,2023-02-14,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
1173,9.12545901110436,0.21891000945041,NC,2023-02-15,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1174,7.13552269258671,0.20239263149794,NC,2023-02-16,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
1175,3.53819687543335,0.180630860854274,NC,2023-02-17,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1176,0.666645353904265,0.0911411350445315,NC,2023-02-18,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1177,NA,NA,ND,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.297317319886978,0.2728018599161815,ND,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1179,0.744462618783523,0.304881033614997,ND,2023-01-10,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1180,0.249695073787973,0.1718549855003785,ND,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1181,1.13374485584387,0.18548021984711,ND,2023-01-12,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1182,0.279984148323542,0.200141228452659,ND,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1183,NA,NA,ND,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,0.849159136919272,0.25198540310028,ND,2023-01-16,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1186,2.09081763915541,0.268826122469519,ND,2023-01-17,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
1187,1.19734400435099,0.3746192853209035,ND,2023-01-18,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1188,0.220381555574719,0.255586782141463,ND,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1189,0.6141342152008,0.281683096801565,ND,2023-01-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1190,NA,NA,ND,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.220603866437826,0.1544320195149275,ND,2023-01-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1192,1.43391440962859,0.3322779581852865,ND,2023-01-23,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1193,1.92424438369205,0.42211432096067,ND,2023-01-24,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
1194,0.46385536131712,0.1141868741894775,ND,2023-01-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1195,0.3274046884285,0.2843214176400655,ND,2023-01-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1196,0.135023326698872,0.091872781257804,ND,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1197,NA,NA,ND,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,2.10146835645818,0.435276375253684,ND,2023-01-30,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1200,0.473981504398323,0.0574062762031745,ND,2023-01-31,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1201,0.0733786767788073,0.050695973325738,ND,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1202,0.285769843865109,0.160659544746082,ND,2023-02-02,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1203,0.0558369273255045,0.03924957560523955,ND,2023-02-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1204,NA,NA,ND,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.128684313278921,0.02630082931048065,ND,2023-02-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1207,1.26172691282082,0.302585439368034,ND,2023-02-07,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1208,0.103352780071716,0.01994649299650095,ND,2023-02-08,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1209,0.613474968113543,0.26349040172609,ND,2023-02-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1210,0.0200100753552378,0.0150263112868596,ND,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1211,NA,NA,ND,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,1.15716682837983,0.455459974509003,ND,2023-02-13,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0
1214,0.0936586983924581,0.0083845811320441,ND,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1215,0.697902949475219,0.2150331324585235,ND,2023-02-15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1216,0.73215713461727,0.2170786737682635,ND,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1217,NA,NA,ND,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,1.99564019425705,0.4567483124442335,NE,2023-01-08,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0
1220,2.40471453669101,0.3767060189157825,NE,2023-01-09,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1221,2.84571593630984,0.3102365538613005,NE,2023-01-10,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1222,4.11849566709769,0.3997173826511035,NE,2023-01-11,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1223,1.08586594892311,0.2897363795768165,NE,2023-01-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1224,0.840577756472466,0.299465801738463,NE,2023-01-13,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1225,1.86894974502543,0.4407802348225045,NE,2023-01-14,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1226,1.33823768332768,0.232530866347062,NE,2023-01-15,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1227,4.94583269586348,0.3158998827193575,NE,2023-01-16,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1228,2.78161723890207,0.337079179750524,NE,2023-01-17,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1229,2.81602464716496,0.2785832703433685,NE,2023-01-18,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
1230,1.88357720788425,0.354402031151373,NE,2023-01-19,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1
1231,5.36325523717539,0.349859983639924,NE,2023-01-20,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
1232,2.38302583300134,0.3319623531407575,NE,2023-01-21,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
1233,0.930266886937311,0.351546871333441,NE,2023-01-22,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1234,2.8031799737636,0.4518151768413025,NE,2023-01-23,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
1235,2.08947709438298,0.3895926947863685,NE,2023-01-24,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1236,3.36891840531844,0.4984887777521385,NE,2023-01-25,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
1237,2.61377892062359,0.535356726824815,NE,2023-01-26,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1238,1.44530850106052,0.2906735703277225,NE,2023-01-27,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
1239,0.989112063948865,0.3116433700661185,NE,2023-01-28,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1240,2.10192958334036,0.61442160975971,NE,2023-01-29,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1241,2.82881543107328,0.39385559519501,NE,2023-01-30,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
1242,0.793586284323875,0.207064336165239,NE,2023-01-31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1243,1.11279284465575,0.1740263010467615,NE,2023-02-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1244,0.560470177523052,0.334659420734635,NE,2023-02-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1245,0.949795267509131,0.221130979355242,NE,2023-02-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1246,2.36148298275311,0.4410277473771755,NE,2023-02-04,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1
1247,1.0923022826583,0.2921707395271755,NE,2023-02-05,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1248,2.6926625096596,0.3089696648791135,NE,2023-02-06,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1249,7.34190251535595,0.4911026103470115,NE,2023-02-07,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
1250,2.02240336890329,0.2690280602606275,NE,2023-02-08,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1251,2.25253903917002,0.333823061402201,NE,2023-02-09,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1252,0.656619699818436,0.152569269272954,NE,2023-02-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1253,0.873808681319981,0.1499116836077305,NE,2023-02-11,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
1254,0.362978953259591,0.124011038610991,NE,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1255,6.51711175378469,0.3769231893879395,NE,2023-02-13,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1256,3.63189379869402,0.3356531828374375,NE,2023-02-14,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1257,3.68118475090267,0.320301693327239,NE,2023-02-15,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1258,1.00242290972759,0.187999398219362,NE,2023-02-16,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1259,0.673169604861819,0.1763145611895775,NE,2023-02-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1260,0.0064727847553913,0.004595838299441865,NE,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1261,1.18338200719185,0.554225679544065,NH,2023-01-08,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1262,2.7402179245513,0.4006267357684075,NH,2023-01-09,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
1263,0.883179778422906,0.418640501204719,NH,2023-01-10,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1264,0.508781091451645,0.3573251680874975,NH,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1265,2.17461877645967,0.3441989734868055,NH,2023-01-12,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1266,3.13240496751876,0.3770303830330135,NH,2023-01-13,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
1267,0.22179861748167,0.256170548190707,NH,2023-01-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1268,NA,NA,NH,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,0.878859154265494,0.255535721344358,NH,2023-01-16,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1270,0.783650395521739,0.2460267909499215,NH,2023-01-17,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1271,1.19012389513301,0.3746192853209035,NH,2023-01-18,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
1272,1.54570201257944,0.2202213335726685,NH,2023-01-19,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1273,0.268960579886272,0.185682842047201,NH,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1274,0.83727857699047,0.348271995018996,NH,2023-01-21,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1275,1.34183545719191,0.378671605676475,NH,2023-01-22,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
1276,1.36106089820019,0.1401132236945775,NH,2023-01-23,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1277,0.613982683012696,0.185232121878534,NH,2023-01-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1278,1.63611799260674,0.3039096431364415,NH,2023-01-25,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1279,0.333644313431795,0.2843214176400655,NH,2023-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1280,NA,NA,NH,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,0.352947984136907,0.0820320800648595,NH,2023-01-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1282,NA,NA,NH,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,0.518271599067394,0.064836942184076,NH,2023-01-30,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1284,0.0811981464034442,0.0574062762031745,NH,2023-01-31,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1285,1.36432470154439,0.419032761191386,NH,2023-02-01,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
1286,0.730031681078016,0.202841332864519,NH,2023-02-02,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1287,0.057865121704077,0.03924957560523955,NH,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1288,NA,NA,NH,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,0.141677617290765,0.0301170217731956,NH,2023-02-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1290,NA,NA,NH,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,1.01080238371412,0.722076442170785,NH,2023-02-07,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1292,1.23973138613614,0.22701914097752,NH,2023-02-08,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
1293,NA,NA,NH,2023-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,0.0221763959714586,0.0150263112868596,NH,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1295,NA,NA,NH,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2023-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,2.35725755295744,0.82655608539553,NH,2023-02-14,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1299,0.0377169990299417,0.00722504113117875,NH,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,0.00887287487004594,0.0062194528856445,NH,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1301,NA,NA,NH,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,0.00748431514511071,0.004595838299441865,NH,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1303,53.2717325166088,0.3767132334558825,NJ,2023-01-08,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
1304,95.1290682650125,0.3715780289956605,NJ,2023-01-09,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
1305,41.6838034896076,0.3643122184209175,NJ,2023-01-10,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
1306,0.907653202603159,0.28313709505265,NJ,2023-01-11,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
1307,4.31691614730193,0.3180533889373075,NJ,2023-01-12,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
1308,44.1976773275862,0.342304390695692,NJ,2023-01-13,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1
1309,28.2410630552096,0.324581835320998,NJ,2023-01-14,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1310,30.4221095858037,0.30294454115095,NJ,2023-01-15,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1311,70.2450057794364,0.2912297853468635,NJ,2023-01-16,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1312,36.8258433545367,0.2579203673229475,NJ,2023-01-17,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
1313,35.2831645133582,0.2501029349994935,NJ,2023-01-18,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
1314,3.06885398000356,0.3001937475381425,NJ,2023-01-19,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1315,34.0326594915837,0.2344036000338215,NJ,2023-01-20,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
1316,21.4111293735801,0.2110256450163855,NJ,2023-01-21,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
1317,31.5196639219682,0.2139303245027545,NJ,2023-01-22,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1
1318,57.5607581918045,0.2248459448278995,NJ,2023-01-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
