...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
520,1.67834433413475,0.399439118332091,IA,2024-07-08,1,1,0,0,1,1,0,0,0,0,1,0
521,1.54231746405813,0.3483553293845085,IA,2024-07-09,1,0,1,1,1,1,1,0,0,0,1,1
522,1.21958737391859,0.4087747853508975,IA,2024-07-10,1,1,0,1,1,1,1,0,0,0,1,0
523,1.17526920403691,0.421439882956052,IA,2024-07-11,1,0,1,1,1,0,0,0,0,0,1,0
524,1.84288734570974,0.422843719191732,IA,2024-07-12,1,0,1,1,1,0,0,1,1,0,1,0
525,0.604155442160405,0.419710518707108,IA,2024-07-13,1,1,0,1,1,1,1,1,0,1,1,0
526,2.86771449409643,0.3595372596542865,IA,2024-07-14,1,0,1,0,1,1,0,0,0,0,1,1
527,1.43351571149085,0.3968726842714985,IA,2024-07-15,0,1,1,1,1,1,0,0,0,0,1,0
528,1.24955690779444,0.381575547950974,IA,2024-07-16,1,1,1,1,1,1,0,1,0,1,1,0
529,1.08764193777609,0.330913114945671,IA,2024-07-17,1,0,1,1,1,1,1,0,1,0,1,1
530,0.978119044622248,0.3787858457772755,IA,2024-07-18,1,1,1,1,1,1,1,0,1,0,1,1
531,1.72115115413389,0.332250573748425,IA,2024-07-19,1,0,1,1,1,1,0,0,0,1,1,1
532,0.704646394436212,0.3899599440490125,IA,2024-07-20,1,1,1,1,1,1,0,0,0,0,1,1
533,1.60463747362741,0.3806823985167425,IA,2024-07-21,1,0,1,1,1,1,0,0,0,0,1,0
534,2.9731780460274,0.3757255820504335,IA,2024-07-22,1,0,1,0,1,1,0,0,0,0,1,0
535,1.6578294916048,0.3892644373672265,IA,2024-07-23,1,1,1,0,1,1,0,0,0,0,1,1
536,1.38169603834347,0.4423234708858775,IA,2024-07-24,0,1,1,1,1,1,0,0,0,1,1,1
537,4.5086483791802,0.439391733456135,IA,2024-07-25,0,1,0,0,1,0,0,0,0,0,1,0
538,1.41323765336978,0.4268673781054975,IA,2024-07-26,1,1,0,1,1,1,0,1,0,0,0,1
539,2.00217789519293,0.407522908338548,IA,2024-07-27,1,0,1,1,1,0,1,0,0,0,1,0
540,3.58108031712922,0.473345749678535,IA,2024-07-28,0,1,0,1,0,0,0,0,0,0,0,0
541,2.95352892302353,0.349771565886055,IA,2024-07-29,0,0,1,1,1,1,0,0,1,0,0,0
542,2.24136350897208,0.3555373068784145,IA,2024-07-30,1,1,0,0,1,0,1,1,0,0,1,0
543,2.95571214904594,0.456103155274317,IA,2024-07-31,1,1,0,1,1,0,0,0,0,0,1,0
544,2.84557585961906,0.465649080398114,IA,2024-08-01,1,1,0,1,1,0,0,0,0,0,1,0
545,2.42396281939654,0.51354385100749,IA,2024-08-02,1,1,0,1,1,0,1,0,1,0,1,0
546,0.794726475409665,0.56549594716167,IA,2024-08-03,1,1,1,1,1,0,1,0,1,1,1,0
547,NA,NA,ID,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.907958741802572,0.369967806987146,IL,2024-06-23,1,1,1,1,1,1,1,1,1,0,1,0
590,2.99922346739272,0.414827452000154,IL,2024-06-24,1,1,1,0,1,1,0,1,0,0,1,0
591,1.37329705920306,0.394783403857063,IL,2024-06-25,1,1,0,1,1,1,0,0,0,0,0,1
592,2.53166486180956,0.4114412827268125,IL,2024-06-26,1,1,1,0,1,0,1,0,1,0,1,0
593,1.52912006999665,0.388513568092249,IL,2024-06-27,1,1,1,1,1,0,0,0,1,0,1,0
594,2.56777606012231,0.413020769973723,IL,2024-06-28,1,0,0,1,1,1,1,0,0,1,0,0
595,1.2473100496548,0.3694832905289225,IL,2024-06-29,1,1,1,1,1,1,0,0,1,0,1,0
596,1.34805085945262,0.360573638963272,IL,2024-06-30,1,0,1,1,1,1,1,0,1,0,1,0
597,3.45396563293213,0.422222931267564,IL,2024-07-01,1,0,0,1,1,1,0,0,0,0,1,0
598,0.719389810274867,0.3914038956523645,IL,2024-07-02,1,1,1,1,1,1,0,0,1,0,1,0
599,0.568095636727887,0.3639805652247565,IL,2024-07-03,1,1,1,1,1,1,0,0,1,1,1,1
600,1.52460918851968,0.4176581174214655,IL,2024-07-04,1,1,1,0,1,1,0,0,1,0,1,0
601,1.51526490588953,0.3891155131665625,IL,2024-07-05,0,1,1,1,1,1,0,1,0,0,1,0
602,1.09583508329157,0.391104364002278,IL,2024-07-06,1,1,1,1,1,1,0,0,1,0,1,0
603,2.69725682056484,0.382564239369093,IL,2024-07-07,0,0,1,1,1,0,0,0,0,1,1,0
604,2.26628388626108,0.376095752776978,IL,2024-07-08,1,0,0,1,1,1,0,0,0,1,0,0
605,3.86204517315727,0.413098813164771,IL,2024-07-09,1,0,1,1,0,0,0,0,0,0,0,0
606,2.05795236613929,0.401465362747199,IL,2024-07-10,1,1,1,1,1,0,1,1,0,0,0,0
607,2.36497412959832,0.408194478939783,IL,2024-07-11,1,0,1,1,0,1,0,0,0,1,0,0
608,1.75880328878726,0.4182248424327185,IL,2024-07-12,1,1,1,0,0,1,0,0,0,0,0,0
609,1.74331958671148,0.386238011450614,IL,2024-07-13,1,0,1,1,1,1,0,0,0,0,1,0
610,2.45528518739318,0.3966524562155865,IL,2024-07-14,0,1,1,1,1,0,0,0,0,1,1,0
611,4.92090165845042,0.4182243755785325,IL,2024-07-15,0,0,0,0,1,1,0,0,0,0,1,0
612,1.51091104316871,0.3991750964560315,IL,2024-07-16,0,1,1,1,1,1,0,0,0,0,1,1
613,3.14661690884062,0.407749908249975,IL,2024-07-17,1,0,0,0,1,1,0,0,0,0,1,1
614,0.773401383494754,0.4030496172551365,IL,2024-07-18,1,1,1,1,1,1,1,0,1,0,1,0
615,2.37918012578958,0.417150003037193,IL,2024-07-19,1,1,1,0,1,0,0,0,0,1,1,0
616,1.3562092925812,0.4326868991957915,IL,2024-07-20,1,1,1,1,1,0,1,1,0,0,1,0
617,1.71258417408432,0.4089556226392975,IL,2024-07-21,1,1,1,0,1,1,0,0,0,0,1,0
618,2.11433204834535,0.4115364035823135,IL,2024-07-22,1,0,1,0,0,1,0,0,0,0,0,0
619,3.13592847715685,0.4242526840738695,IL,2024-07-23,1,1,0,1,1,0,0,0,0,0,1,0
620,1.59590624492866,0.407580050698154,IL,2024-07-24,1,1,1,1,1,0,1,0,0,0,1,0
621,1.48871887019242,0.3971964654596845,IL,2024-07-25,0,1,1,0,1,1,0,1,0,0,1,0
622,2.26102653195877,0.421322632424255,IL,2024-07-26,0,0,1,1,1,0,0,0,1,0,1,0
623,4.15441786004731,0.4455784214595585,IL,2024-07-27,1,0,0,0,1,1,0,0,0,0,1,0
624,1.34511928058623,0.406408853812376,IL,2024-07-28,0,1,1,1,1,1,0,0,0,0,1,1
625,3.80024864945412,0.433221896904717,IL,2024-07-29,0,0,1,1,0,0,0,0,0,0,0,0
626,2.51419573984998,0.4112866991569745,IL,2024-07-30,0,1,0,1,1,0,0,0,0,0,1,1
627,3.09431087320314,0.418146835633089,IL,2024-07-31,0,0,1,1,1,0,0,0,0,0,1,0
628,1.41966112481598,0.386197490463814,IL,2024-08-01,1,1,1,0,1,1,0,0,0,0,1,0
629,4.45964041700345,0.477838111647179,IL,2024-08-02,1,1,0,0,0,0,0,0,0,0,0,0
630,1.48153629183334,0.4077261274367795,IL,2024-08-03,0,0,1,1,1,1,0,1,0,1,1,0
631,NA,NA,IN,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.552052137504463,0.3869316518340655,IN,2024-06-24,1,0,1,1,1,1,1,0,1,1,1,0
633,NA,NA,IN,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,IN,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.656386704771471,0.460251831829853,IN,2024-07-01,1,1,1,0,1,1,1,0,1,0,1,1
640,NA,NA,IN,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,NA,IN,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,IN,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.762193021740771,0.413215322290333,IN,2024-07-08,1,1,1,1,1,1,1,0,1,0,1,1
647,NA,NA,IN,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,IN,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,IN,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.480265737902378,0.3307480088291085,IN,2024-07-15,1,1,1,1,1,1,1,1,1,1,1,1
654,NA,NA,IN,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,NA,IN,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,IN,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.692658425933228,0.4904469420944475,IN,2024-07-22,1,1,1,1,1,0,0,1,1,1,1,0
661,NA,NA,IN,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,1.47943110485117,0.50287391409038,IN,2024-07-24,1,1,1,1,1,0,1,1,1,0,1,0
663,1.49319920067973,0.509083573782265,IN,2024-07-25,1,1,1,1,1,0,0,0,1,1,1,0
664,0.710499354798048,0.3989759602247015,IN,2024-07-26,1,1,1,1,1,1,1,0,1,0,1,1
665,NA,NA,IN,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.413883755290759,0.281060754632429,IN,2024-07-29,1,1,1,1,1,1,1,0,0,1,1,1
668,0.992313095328691,0.501566999996535,IN,2024-07-30,1,1,1,1,1,0,1,0,0,0,1,0
669,0.76675040375576,0.546517090150105,IN,2024-07-31,1,1,1,1,1,0,1,1,0,1,1,0
670,0.779101171685683,0.4035572420928745,IN,2024-08-01,1,1,1,1,1,0,0,1,0,1,1,0
671,0.763790950953381,0.425527278274836,IN,2024-08-02,1,1,1,1,1,1,0,0,1,0,1,1
672,NA,NA,IN,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.726661698844915,0.398053007746532,KS,2024-07-08,1,1,1,1,1,1,1,0,1,0,1,1
689,NA,NA,KS,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.47285474968684,0.338596507365795,KS,2024-07-23,1,1,1,1,1,1,0,0,1,1,1,1
704,NA,NA,KS,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.635940839424431,0.4596032850887565,KS,2024-07-29,1,1,1,0,1,1,1,1,0,0,1,1
710,NA,NA,KS,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,0.773360961203442,0.546517090150105,KS,2024-07-31,1,1,1,1,1,0,1,0,1,1,1,0
712,NA,NA,KS,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,KY,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,NA,NA,KY,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,NA,KY,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.522036557764792,0.36990207058711,KY,2024-07-01,0,1,1,1,1,1,0,1,1,1,1,0
724,0.513022558513991,0.3616684758674565,KY,2024-07-02,1,1,1,1,1,0,1,1,1,0,1,0
725,NA,NA,KY,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,2.02870547151303,0.4346587896911875,KY,2024-07-08,1,1,1,0,1,1,1,0,1,0,1,0
731,0.480804369421975,0.336810901818396,KY,2024-07-09,1,1,1,1,1,1,1,0,0,1,1,1
732,NA,NA,KY,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,0.629251453778596,0.4419991103610755,KY,2024-07-11,1,1,1,0,1,1,0,1,1,0,1,1
734,NA,NA,KY,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.57460571847415,0.403647504004235,KY,2024-07-15,1,1,0,1,1,1,1,0,0,1,1,1
738,NA,NA,KY,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,KY,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,KY,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,0.777384439398467,0.417629709794558,KY,2024-07-23,1,1,1,1,1,0,0,0,0,1,1,0
746,0.476319770894299,0.326036757407171,KY,2024-07-24,1,1,1,1,1,1,0,1,0,1,1,1
747,0.624987529139415,0.449009067257183,KY,2024-07-25,1,1,1,0,1,1,1,0,1,0,1,1
748,0.822108746330383,0.430986586826818,KY,2024-07-26,1,1,1,1,1,0,0,0,1,0,1,0
749,NA,NA,KY,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.487858197889038,0.357654395401641,KY,2024-07-29,1,1,1,1,1,1,1,0,0,1,1,1
752,0.8668185432421,0.61657053227404,KY,2024-07-30,1,1,1,1,0,1,0,1,1,1,0,1
753,0.670415929510251,0.48019011624219,KY,2024-07-31,0,1,1,1,1,1,0,1,0,1,1,1
754,NA,NA,KY,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.513351019834953,0.354210940083477,LA,2024-06-23,1,1,1,1,1,1,0,1,1,1,0,1
758,1.0349579546109,0.3607041853425605,LA,2024-06-24,1,0,1,1,1,1,1,0,1,1,1,0
759,1.05008629625397,0.387621759928551,LA,2024-06-25,1,1,1,1,1,1,1,0,0,1,1,0
760,1.84367476726086,0.4196932210582445,LA,2024-06-26,0,0,1,0,1,1,0,0,1,0,1,0
761,6.06646174543553,0.425648636020673,LA,2024-06-27,1,1,1,0,1,0,0,0,0,0,1,0
762,0.637122546164658,0.368872066877835,LA,2024-06-28,1,1,1,1,1,1,1,1,1,1,1,1
763,0.784065269397364,0.4156369924009815,LA,2024-06-29,1,1,1,1,1,1,1,1,0,0,1,1
764,0.811946172286647,0.409138636864376,LA,2024-06-30,1,1,1,1,1,1,1,1,1,0,1,0
765,7.73366911429062,0.4331167382182925,LA,2024-07-01,0,0,1,0,1,0,0,0,1,0,1,0
766,1.65895781741769,0.3934457936600175,LA,2024-07-02,1,1,1,0,1,1,0,0,0,0,1,0
767,0.835106199447809,0.3770341771126535,LA,2024-07-03,1,1,1,1,1,1,1,0,1,0,1,0
768,0.52835030008406,0.3733541446536535,LA,2024-07-04,0,1,1,1,1,1,0,0,1,1,1,1
769,2.13477428002384,0.369974309730143,LA,2024-07-05,1,0,1,1,1,1,0,0,0,0,1,0
770,1.31355749265838,0.394575119931838,LA,2024-07-06,1,1,1,0,1,1,0,0,1,0,1,1
771,1.11610913021623,0.376823224697376,LA,2024-07-07,1,1,1,1,1,0,0,1,1,1,1,0
772,1.97930626674755,0.410562336743099,LA,2024-07-08,1,0,1,1,1,1,0,0,0,1,1,0
773,1.37190101196707,0.3881523371905625,LA,2024-07-09,0,1,1,1,1,0,1,0,1,0,1,0
774,1.90673704742151,0.389859830344855,LA,2024-07-10,0,1,0,1,1,1,0,1,0,0,1,0
775,2.0467603952882,0.4010794635811945,LA,2024-07-11,1,1,1,0,1,0,1,1,0,0,1,0
776,0.829434955597959,0.397086198711523,LA,2024-07-12,1,1,1,1,1,1,1,0,0,0,1,1
777,2.11786459342659,0.4304879928169075,LA,2024-07-13,1,0,1,0,1,1,1,0,0,0,1,0
778,1.89900689004787,0.4257807289699115,LA,2024-07-14,1,0,1,0,1,1,1,0,0,0,0,1
779,3.05068517364536,0.4169013236410915,LA,2024-07-15,0,0,0,0,1,1,0,0,0,0,1,0
