...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
479,0.92432662053685,0.290553356963157,HI,2023-04-04,1,1,0,1,1,1,1,1,0,0,1,1,1,1
480,0.533722731339454,0.127834370468078,HI,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,0,1,1
481,0.968703007814173,0.2292317527824375,HI,2023-04-06,1,1,1,0,1,1,1,1,0,1,0,1,1,1
482,0.184078078085061,0.011399470986778,HI,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,1.95140532418626,0.8461229754705,HI,2023-04-08,1,0,1,1,0,1,0,1,0,1,1,0,1,0
484,NA,NA,HI,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,0.237087540576572,0.01565279503311365,HI,2023-04-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1
486,0.258204485699279,0.0174901976586833,HI,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487,0.178325945886116,0.01958663813105545,HI,2023-04-12,1,1,1,1,1,1,1,1,0,0,1,0,1,1
488,0.0976765400283574,0.0219771008325028,HI,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,NA,NA,HI,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,0.125593884275262,0.02780002460697815,HI,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
491,0.0387674969120664,0.0313229044644435,HI,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,NA,NA,HI,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,0.312052853578172,0.0398492997331776,HI,2023-04-18,1,1,1,1,1,1,1,1,0,1,1,0,1,1
494,1.34587273561316,0.404232211539715,HI,2023-04-19,1,0,1,0,1,1,1,1,0,1,0,0,1,1
495,0.590206668814319,0.0507402360568785,HI,2023-04-20,1,1,1,1,1,1,1,1,0,0,1,0,1,1
496,0.935313708260477,0.300229771195217,HI,2023-04-21,1,1,1,1,1,0,1,1,0,1,1,1,0,1
497,NA,NA,HI,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0.776489489306514,0.2366009618226995,HI,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
501,0.972202181565932,0.3171967332351725,HI,2023-04-26,1,1,1,0,1,1,1,1,0,0,0,0,1,1
502,2.85750680915152,0.1150355651146715,HI,2023-04-27,1,0,0,1,1,1,1,1,0,0,1,1,1,1
503,0.90643673069734,0.258681938038544,HI,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
504,0.928484123339784,0.353955682608352,HI,2023-04-29,1,1,1,1,1,0,1,1,0,0,1,1,0,1
505,NA,NA,IA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,1.77571576719989,0.139569611727655,IA,2023-03-20,1,0,0,1,1,1,1,1,0,0,1,0,1,1
507,4.36850680791372,0.283307051477045,IA,2023-03-21,0,0,1,1,0,1,1,0,0,1,1,0,1,0
508,0.773283925110737,0.094891914380681,IA,2023-03-22,1,1,0,1,1,1,1,1,0,0,1,1,1,1
509,2.01813482052761,0.2500641189205425,IA,2023-03-23,1,0,1,1,1,0,0,0,1,1,1,0,0,0
510,2.18372333227093,0.2466330817994885,IA,2023-03-24,1,0,1,1,0,1,0,1,0,1,1,0,1,0
511,0.878124456726612,0.2242902761856515,IA,2023-03-25,1,1,1,1,0,1,1,1,0,1,1,0,1,1
512,1.1013645300898,0.4429640384302965,IA,2023-03-26,1,0,1,1,0,1,1,1,0,1,1,0,1,1
513,0.866939321797345,0.0878801738772205,IA,2023-03-27,1,1,1,1,1,0,1,1,0,1,1,1,0,1
514,0.622609733577409,0.0050627734610632,IA,2023-03-28,1,1,1,1,1,1,1,1,0,1,1,0,1,1
515,0.201300975450215,0.0053757955800332,IA,2023-03-29,1,1,1,1,1,1,1,1,0,0,1,1,1,1
516,0.926575592054291,0.156368325070641,IA,2023-03-30,1,1,1,0,1,1,1,1,0,1,1,0,1,1
517,0.415981660960086,0.00615720089135915,IA,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,0.00869104942726229,0.00663848667746625,IA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,0.0407685466033033,0.00719059453330005,IA,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520,2.74228547498298,0.447212740221929,IA,2023-04-03,0,0,0,1,1,1,1,0,0,0,1,1,1,1
521,0.949164360604104,0.0714397891111185,IA,2023-04-04,1,1,1,1,1,1,0,1,0,1,0,0,1,0
522,0.232339103765691,0.00937370041379725,IA,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,0,1,1
523,0.247471824374723,0.01031916933788355,IA,2023-04-06,1,1,1,1,1,1,1,1,0,0,1,1,1,1
524,0.257307852979245,0.011399470986778,IA,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
525,0.125844846511591,0.0126335963314898,IA,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
526,0.0646546188271772,0.01404318357256625,IA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
527,0.587591308769415,0.0945867966774765,IA,2023-04-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1
528,0.608574007094261,0.0174901976586833,IA,2023-04-11,1,1,1,1,1,1,1,1,0,0,1,0,1,1
529,0.483266706339322,0.126367623718813,IA,2023-04-12,1,1,1,1,1,1,1,1,0,0,1,1,1,1
530,1.33205390694805,0.2387935622344775,IA,2023-04-13,1,1,1,1,0,1,1,1,1,0,1,0,1,1
531,0.776259023813026,0.02470053381140615,IA,2023-04-14,1,1,1,1,1,1,1,1,0,1,1,0,1,1
532,0.125162617946502,0.02780002460697815,IA,2023-04-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
533,0.134207647949816,0.0313229044644435,IA,2023-04-16,1,1,1,1,1,1,1,1,0,1,1,0,1,1
534,1.04840711361458,0.1471199281757835,IA,2023-04-17,0,1,1,1,1,1,1,0,0,0,1,0,1,1
535,0.66568734519941,0.1557722254810555,IA,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,0,1,1
536,0.735714986258379,0.0449681231295188,IA,2023-04-19,1,1,1,1,1,1,1,1,0,0,1,1,1,1
537,0.787446792087113,0.383527632128339,IA,2023-04-20,1,1,1,1,0,1,1,1,0,1,1,0,1,1
538,0.229924558873939,0.057231412931029,IA,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,0.991717557509464,0.697482322665945,IA,2023-04-22,1,1,1,1,0,1,1,1,0,1,1,0,1,1
540,0.939251480650467,0.3048201473320435,IA,2023-04-23,0,1,1,1,1,1,1,0,1,0,1,1,1,1
541,1.41635813576023,0.2809852453281265,IA,2023-04-24,1,1,0,1,0,1,1,1,0,1,1,0,1,1
542,1.54450755658396,0.3814594598873195,IA,2023-04-25,1,1,1,1,0,1,1,1,1,0,1,0,1,1
543,0.963113708008213,0.15651484217811,IA,2023-04-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
544,0.135564249239608,0.1150355651146715,IA,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545,2.17999492787019,0.3944434073066545,IA,2023-04-28,1,0,1,1,0,1,1,1,0,0,1,0,1,1
546,0.779071962837204,0.3934055622156225,IA,2023-04-29,1,1,1,1,0,1,1,1,1,0,1,0,1,1
547,0.00619211992641926,0.003879206192829845,ID,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,NA,NA,ID,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,0.0225164767432579,0.0039316397368019,ID,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,NA,NA,ID,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,0.00587935245649158,0.00456675060996616,ID,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,NA,NA,ID,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0.00817906169239573,0.0050627734610632,ID,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,0.0280554288489339,0.0053757955800332,ID,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,0.0080222254092014,0.00573862370214195,ID,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,NA,NA,ID,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.0103473904906675,0.00782294761953335,ID,2023-04-03,1,1,1,1,1,1,1,1,0,0,1,1,1,1
563,NA,NA,ID,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,0.0134497649179863,0.00937370041379725,ID,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565,0.0143299431532457,0.01031916933788355,ID,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,NA,NA,ID,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.0276811232545304,0.01958663813105545,ID,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,0.0284080997352873,0.0219771008325028,ID,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,NA,NA,ID,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,0.0439675460347516,0.035320756364023403,ID,2023-04-17,1,1,1,1,1,1,1,1,0,1,1,0,1,1
577,0.0543009358264688,0.0398492997331776,ID,2023-04-18,1,1,1,1,1,1,1,1,0,0,1,1,1,1
578,NA,NA,ID,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,0.0894182485828809,0.072642315699359,ID,2023-04-23,1,1,1,1,1,1,1,1,0,0,1,1,1,1
583,NA,NA,ID,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,0.111143015481193,0.091742463758079,ID,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,NA,NA,ID,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.884798681117448,0.003879206192829845,IL,2023-03-19,1,0,1,1,1,1,1,1,0,1,1,0,1,1
590,1.88721778827686,0.056813659039034,IL,2023-03-20,1,1,1,1,0,1,0,0,0,0,0,0,1,0
591,3.0079578512011,0.111628342232059,IL,2023-03-21,1,0,1,1,0,0,0,0,0,1,1,1,0,0
592,1.90527590712045,0.1363401289732315,IL,2023-03-22,1,0,1,0,1,1,1,1,0,0,0,1,1,0
593,0.885677020512654,0.07270644000585,IL,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,1.48163772453218,0.0042191476075937,IL,2023-03-24,1,0,1,1,1,1,1,1,1,1,1,1,1,1
595,1.77043658378282,0.00437593984029121,IL,2023-03-25,1,0,1,1,1,1,1,1,0,0,1,0,1,1
596,1.52003542283772,0.1164062845659825,IL,2023-03-26,0,1,1,0,1,1,1,0,0,1,0,0,1,0
597,1.52711222808365,0.12358461970299,IL,2023-03-27,1,0,0,1,1,1,1,1,0,0,1,0,1,0
598,2.56417606683068,0.1522777093483695,IL,2023-03-28,1,0,1,1,0,1,0,1,0,0,1,0,1,0
599,2.62190787835762,0.17607680741679901,IL,2023-03-29,1,0,0,0,1,1,1,0,0,0,0,0,1,1
600,1.16789540743852,0.1332784474802065,IL,2023-03-30,0,1,1,1,1,1,1,0,0,0,1,1,1,1
601,1.10316559178991,0.117354228939921,IL,2023-03-31,1,1,1,1,1,0,1,1,0,1,1,0,0,1
602,0.823390041777274,0.0523683678425565,IL,2023-04-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
603,0.917553084882391,0.1068969118097265,IL,2023-04-02,1,1,1,1,0,1,1,1,0,1,1,0,1,1
604,0.904786984164575,0.110621440982764,IL,2023-04-03,1,1,1,1,1,1,1,1,0,0,1,0,1,1
605,1.18689373261931,0.115639246587442,IL,2023-04-04,1,1,1,0,1,1,1,1,0,0,0,0,1,0
606,1.37112891281112,0.1504999443715855,IL,2023-04-05,0,1,1,1,1,1,1,0,0,0,1,0,1,1
607,0.815411840355852,0.08755435990195,IL,2023-04-06,1,1,1,1,1,1,1,1,0,0,1,1,1,1
608,1.89237728446346,0.1690349117423275,IL,2023-04-07,1,1,1,1,0,1,0,1,0,1,1,0,1,0
609,0.942112940160651,0.1237655135500245,IL,2023-04-08,1,1,1,1,1,1,0,1,1,1,1,0,1,0
610,0.515671386425863,0.01404318357256625,IL,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,2.57068247578302,0.161980838622898,IL,2023-04-10,0,1,0,1,1,0,0,0,0,0,1,0,0,0
612,2.66090824214004,0.171158521461354,IL,2023-04-11,0,1,1,1,1,0,1,0,0,0,1,1,0,1
613,0.948436258286817,0.1792791146180105,IL,2023-04-12,1,1,1,1,1,1,1,1,0,0,1,0,1,1
614,1.25442108029659,0.121070850824091,IL,2023-04-13,1,1,0,1,1,0,1,1,0,0,1,0,0,0
615,1.65263330222851,0.198379632297703,IL,2023-04-14,0,1,1,1,1,0,1,0,0,0,1,0,0,0
616,1.69494698645864,0.187440100776773,IL,2023-04-15,1,1,1,1,1,1,0,1,0,0,1,1,1,0
617,0.724173030690776,0.121676316481525,IL,2023-04-16,1,1,1,1,1,1,1,1,1,0,1,0,1,1
618,5.59007318579398,0.0729183493485555,IL,2023-04-17,1,0,0,1,0,1,0,0,0,0,0,0,1,0
619,1.67750537313468,0.139720572524945,IL,2023-04-18,1,1,1,1,0,1,1,1,0,0,1,0,1,1
620,2.12413431166292,0.166453162342715,IL,2023-04-19,0,1,0,1,1,0,1,0,1,0,1,1,0,1
621,0.533391730422357,0.2274544433386875,IL,2023-04-20,1,1,1,1,1,1,1,1,0,0,1,0,1,1
622,2.12721251372313,0.210478453476646,IL,2023-04-21,1,1,0,1,0,1,0,1,0,0,1,0,1,0
623,1.6672075970928,0.15875056802189,IL,2023-04-22,0,1,1,1,1,1,1,0,0,0,1,0,1,1
624,1.33725358562066,0.236673829837227,IL,2023-04-23,0,1,0,1,1,1,1,0,0,1,1,1,1,1
625,6.77433455025166,0.120549464040201,IL,2023-04-24,0,0,0,1,0,1,1,0,0,0,1,0,1,1
626,2.83014982876947,0.2416559583175185,IL,2023-04-25,0,1,0,1,0,0,1,0,0,1,1,0,0,1
627,2.06098335224855,0.2050274722430985,IL,2023-04-26,1,0,0,1,1,1,1,1,0,0,1,0,1,1
628,3.9429210675819,0.300228376648075,IL,2023-04-27,0,1,0,0,1,1,1,0,0,0,0,1,1,1
629,3.94646212010859,0.225983672672669,IL,2023-04-28,1,0,0,0,1,1,1,1,0,0,1,0,1,1
630,2.43225903357457,0.2666994686473125,IL,2023-04-29,0,1,0,1,1,1,1,0,0,1,1,0,1,1
631,0.0732549009115515,0.003879206192829845,IN,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,1.71901467785391,0.3617549251272435,IN,2023-03-20,1,0,1,1,0,1,0,1,0,1,1,0,1,1
633,0.883183535210415,0.11858074020475,IN,2023-03-21,0,1,1,1,1,1,1,0,1,1,1,0,1,1
634,0.115971471886156,0.003998635829325,IN,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,1.14986951700817,0.166500820136113,IN,2023-03-23,1,0,1,1,1,1,0,1,0,1,1,0,1,0
636,3.27421537318183,0.334876188733585,IN,2023-03-24,1,0,1,0,1,0,0,1,0,1,0,1,0,0
637,0.123211448720904,0.00437593984029121,IN,2023-03-25,1,1,1,1,1,1,1,1,0,1,1,0,1,1
638,0.120349704240791,0.00456675060996616,IN,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,0.987153438005064,0.1869052154057685,IN,2023-03-27,1,1,1,0,1,1,1,1,0,1,0,1,1,1
640,0.883575457203817,0.154953471600413,IN,2023-03-28,1,1,1,1,1,1,0,1,0,0,1,1,1,1
641,1.07268287812592,0.304641833395949,IN,2023-03-29,1,0,1,1,1,1,0,1,0,1,1,1,1,0
642,NA,NA,IN,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,1.08921802530423,0.3064513044020875,IN,2023-03-31,1,1,1,0,1,1,1,1,0,1,0,1,1,1
644,0.118212042647028,0.00663848667746625,IN,2023-04-01,1,1,1,1,1,1,1,1,0,1,1,0,1,1
645,1.23805960185527,0.86913058602506,IN,2023-04-02,1,0,0,1,1,1,1,1,0,0,1,1,1,1
646,0.90447083537395,0.1353857365713205,IN,2023-04-03,1,1,1,1,1,0,1,1,0,1,1,1,0,1
647,0.0834468353346995,0.00854645377951855,IN,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,1.05993457889758,0.3039092965577635,IN,2023-04-05,1,1,1,1,1,0,1,1,0,1,1,1,0,1
649,0.0145065501427637,0.01031916933788355,IN,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,0.0578762471553428,0.011399470986778,IN,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,0.278997899994034,0.0126335963314898,IN,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652,1.22935800235623,0.86781431265786,IN,2023-04-09,1,0,1,1,1,1,0,1,0,1,1,1,1,0
653,0.343393150138197,0.01565279503311365,IN,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,0.16829268129402,0.0174901976586833,IN,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,0.0251411957000257,0.01958663813105545,IN,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,0.693989244459552,0.2654085788241805,IN,2023-04-13,1,1,0,1,1,1,1,1,0,0,1,1,1,1
657,0.48245904107564,0.02470053381140615,IN,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,0.369591310270598,0.02780002460697815,IN,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
659,NA,NA,IN,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.644970326052755,0.153573335964893,IN,2023-04-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1
661,1.47539189194595,0.0398492997331776,IN,2023-04-18,1,0,1,1,1,1,1,1,1,1,1,1,1,1
662,0.343507936032085,0.0449681231295188,IN,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,0.455231528281385,0.2412151223334585,IN,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,0.630420776961364,0.057231412931029,IN,2023-04-21,1,1,1,1,1,1,1,1,0,0,1,1,1,1
665,0.0862343305956476,0.06450930655278,IN,2023-04-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
666,NA,NA,IN,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.354008738071903,0.1934709105791055,IN,2023-04-24,1,1,1,1,1,1,1,1,0,0,1,0,1,1
668,0.959275993607067,0.312594086101111,IN,2023-04-25,1,1,1,1,1,0,1,1,0,1,1,1,0,1
669,0.960425721934647,0.21493211544114,IN,2023-04-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1
670,1.40041019443871,0.1150355651146715,IN,2023-04-27,1,0,0,1,1,1,1,1,1,1,1,1,1,1
671,0.159112771809442,0.1283866961152065,IN,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,NA,NA,IN,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.109666644430287,0.00389202746635032,KS,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675,0.00587938074081779,0.0039316397368019,KS,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,0.00588595683366561,0.003998635829325,KS,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,0.0227928734742258,0.00409400217850433,KS,2023-03-23,1,1,1,1,1,1,1,1,0,1,1,0,1,1
678,0.00619637670990296,0.0042191476075937,KS,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,0.867894686381037,0.2242902761856515,KS,2023-03-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1
680,0.00675156866845715,0.00456675060996616,KS,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
681,0.0853069887822462,0.00479451033824277,KS,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,NA,NA,KS,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,0.0258525940544963,0.0053757955800332,KS,2023-03-29,1,1,1,1,1,1,1,1,0,1,1,0,1,1
684,0.029592053820809,0.00573862370214195,KS,2023-03-30,1,1,1,1,1,1,1,1,0,1,1,0,1,1
685,NA,NA,KS,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.0140872216798258,0.01031916933788355,KS,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,0.0555597075286499,0.011399470986778,KS,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,0.0168566619525783,0.0126335963314898,KS,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694,NA,NA,KS,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,0.0321528241074381,0.02470053381140615,KS,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700,NA,NA,KS,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.10702212444119,0.0816982018649325,KS,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,0.114047753569739,0.091742463758079,KS,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,0.367665558020839,0.1028364945337275,KS,2023-04-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
712,NA,NA,KS,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,0.163990125682933,0.1283866961152065,KS,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
714,NA,NA,KS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,1.28055485265327,0.902139449087405,KY,2023-03-19,1,0,1,1,1,1,0,1,0,1,1,1,1,0
716,0.00494031465406253,0.00389202746635032,KY,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,0.0210061666332857,0.0039316397368019,KY,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,0.0783736168718716,0.003998635829325,KY,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
