...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
527,0.0589459944939694,0.00561954319852865,IA,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
528,0.05174031370911,0.004868582790016985,IA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,1.13384487734451,0.310156604939031,IA,2024-01-17,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
530,0.0640313050319065,0.00364642013194417,IA,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
531,0.0358398267386144,0.00315273329738869,IA,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
532,0.0303877919535877,0.002724391303643185,IA,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
533,0.0121361849142124,0.002353090870631965,IA,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
534,3.46780842278737,0.39418488774866,IA,2024-01-22,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
535,2.93317747135051,0.350263747907611,IA,2024-01-23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
536,1.60716019387159,0.1721044433793375,IA,2024-01-24,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
537,0.787092423392224,0.104866012701422,IA,2024-01-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
538,0.00569435836054753,0.001124806772690085,IA,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,NA,NA,IA,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,0.0745703670105841,8.35794153747455e-4,IA,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
541,0.0306649747551093,7.20306707080975e-4,IA,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
542,1.23236469410512,0.2418259393151805,IA,2024-01-30,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
543,6.5090593611636e-4,5.3486312101576e-4,IA,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
544,0.00647263360594021,4.60868250288505e-4,IA,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545,1.19884471818233,0.1395854302842785,IA,2024-02-02,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
546,0.00196995199096485,3.42176385806425e-4,IA,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,NA,NA,ID,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,0.0412129832809899,0.02878121498519325,ID,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
558,NA,NA,ID,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.0173719589452047,0.01302700006847535,ID,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
564,NA,NA,ID,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,3.40589375012895,0.333504627008619,IL,2023-12-24,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
590,1.14458345175898,0.299540982156114,IL,2023-12-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
591,6.4520856277235,0.3271876832412675,IL,2023-12-26,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
592,3.16177650367619,0.2524995171669045,IL,2023-12-27,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
593,2.11867657824266,0.2723370155540535,IL,2023-12-28,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
594,0.987226733587139,0.192915325431348,IL,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
595,2.6060149148068,0.2403419364277275,IL,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
596,4.4922855681917,0.3353814334364295,IL,2023-12-31,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0
597,2.5884197737265,0.2736241792138045,IL,2024-01-01,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
598,11.8913036657329,0.3367336359166895,IL,2024-01-02,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
599,4.08471128916865,0.241882674878149,IL,2024-01-03,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0
600,2.63398184743832,0.330284622061493,IL,2024-01-04,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
601,3.17768424659925,0.266121505465554,IL,2024-01-05,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
602,1.83098125583009,0.2324783127844055,IL,2024-01-06,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0
603,1.01529243825903,0.061313718667659,IL,2024-01-07,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
604,2.67468236161702,0.206473071732466,IL,2024-01-08,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
605,2.15418314304893,0.2855223001355365,IL,2024-01-09,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1
606,1.15717074275818,0.065189359721565,IL,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
607,5.53508169618932,0.2434543945331295,IL,2024-01-11,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
608,5.09050428264764,0.3028968567387945,IL,2024-01-12,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0
609,4.25930661710478,0.352212291028094,IL,2024-01-13,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
610,1.49376197720272,0.296366709751624,IL,2024-01-14,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
611,2.42613121691585,0.333070193829619,IL,2024-01-15,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
612,4.12494370043694,0.330301859335289,IL,2024-01-16,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1
613,0.865720644783909,0.065403193907244,IL,2024-01-17,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
614,4.45877897137237,0.4124930444376885,IL,2024-01-18,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
615,0.52992372468076,0.0844205000526915,IL,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,0.958923817763932,0.228091917094167,IL,2024-01-20,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
617,1.79864831645569,0.3099715645697065,IL,2024-01-21,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0
618,1.16647838920732,0.1112503219974895,IL,2024-01-22,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0
619,1.38078729901444,0.091928066505385,IL,2024-01-23,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
620,0.997436651168096,0.0737026931753975,IL,2024-01-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
621,0.180904779194202,0.00130449439122272,IL,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,0.786849116306487,0.04878898014761995,IL,2024-01-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
623,1.01705420025329,0.1072567689467755,IL,2024-01-27,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
624,1.02137644632028,0.088384122670304,IL,2024-01-28,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
625,0.943963069434263,0.0575835028134255,IL,2024-01-29,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
626,2.45330539879847,0.1526656675175545,IL,2024-01-30,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1
627,0.104237796561795,5.3486312101576e-4,IL,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
628,0.938918489528762,0.04907712127768185,IL,2024-02-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
629,2.27644171656239,0.122186890005746,IL,2024-02-02,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
630,3.12690983775279,0.4172957291928335,IL,2024-02-03,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
631,0.733375119161493,0.517810955192985,IN,2023-12-24,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
632,0.754597147293411,0.5377103169056,IN,2023-12-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
633,0.317691149296813,0.073942150012744,IN,2023-12-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
634,0.38951132255657,0.236641496898535,IN,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,0.813656665980015,0.2866604491126105,IN,2023-12-28,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
636,NA,NA,IN,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.183820991142513,0.04172865209140315,IN,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,0.0506261584488445,0.0369475751802349,IN,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
640,0.908399406870064,0.2208138048977385,IN,2024-01-02,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
641,0.448499834949967,0.1982529299397825,IN,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
642,0.750851572182262,0.3742633289440165,IN,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
643,0.0322177223634442,0.0222456207313326,IN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,NA,NA,IN,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,1.09043250677274,0.76912820982641,IN,2024-01-07,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
646,0.894584452192733,0.399046061945826,IN,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
647,1.23634765389384,0.8714526977649,IN,2024-01-09,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
648,0.0561579453777684,0.01135526803791625,IN,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,2.3352342754736,0.82142526135816,IN,2024-01-11,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
650,NA,NA,IN,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,0.036766372450113,0.0074679666756921,IN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652,0.0323960445506015,0.00648104831085435,IN,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
653,0.0291996307972639,0.00561954319852865,IN,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,NA,NA,IN,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,NA,IN,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,IN,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.00320231690409532,0.002031508829036,IN,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,NA,NA,IN,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,1.22522008550006,0.318089248688196,IN,2024-01-24,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
663,0.00172429403220269,0.00130449439122272,IN,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,1.3551200264195,0.957805648495375,IN,2024-01-26,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
665,NA,NA,IN,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.00433108691244916,7.20306707080975e-4,IN,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668,NA,NA,IN,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,0.00599916054040407,5.3486312101576e-4,IN,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,0.00250117296821341,4.60868250288505e-4,IN,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,NA,NA,IN,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.863972485848373,0.235132741033105,KS,2023-12-26,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
676,0.0955122220863792,0.066291333775755,KS,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,0.0841873271635538,0.0592719502646435,KS,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,NA,NA,KS,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.287903886833691,0.0326433617336804,KS,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,0.391124884093389,0.1417623582882525,KS,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684,NA,NA,KS,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,1.16693083974729,0.820159984677605,KS,2024-01-05,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
686,0.0280119219449689,0.0195056278839411,KS,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687,NA,NA,KS,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.0213153661786132,0.0149250437845384,KS,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,NA,NA,KS,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,1.08242680574445,0.43872925349165,KS,2024-01-10,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
691,1.1077937352971,0.4452176679274865,KS,2024-01-11,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
692,NA,NA,KS,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,0.00812486902838989,0.00648104831085435,KS,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,NA,NA,KS,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,1.10258710221759,0.442837428244115,KS,2024-01-17,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
698,NA,NA,KS,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.0235765486893095,0.002031508829036,KS,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
703,0.00227832633600862,0.001753202293677775,KS,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,0.0018146905633026,0.00151251560801107,KS,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,0.00190981056762812,0.00130449439122272,KS,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
706,NA,NA,KS,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.0145817789545949,7.20306707080975e-4,KS,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
710,0.00339157036323945,6.2071740065572e-4,KS,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,1.29603984011338,0.3229444051047325,KS,2024-01-31,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
712,0.00505719003066442,4.60868250288505e-4,KS,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,0.00199348886126498,3.97108056016185e-4,KS,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
714,NA,NA,KS,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,0.841971586750875,0.3949204937859985,KY,2023-12-26,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
718,1.04733328584555,0.3218165784599255,KY,2023-12-27,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
719,NA,NA,KY,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,0.814063739586276,0.285672712391258,KY,2023-12-29,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
721,NA,NA,KY,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,2.20598500838885,0.79713204848495,KY,2024-01-02,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
725,0.872644496112986,0.2884210694790735,KY,2024-01-03,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
726,1.49100275558895,0.52363567241199,KY,2024-01-04,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0
727,1.01226072579686,0.4252153843870115,KY,2024-01-05,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
728,NA,NA,KY,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
