...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
1649,NA,NA,PR,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,NA,NA,PR,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,PR,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,PR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,PR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,NA,NA,PR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,NA,NA,PR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,NA,NA,PR,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,NA,NA,PR,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,NA,NA,PR,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,NA,NA,PR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,PR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,NA,NA,PR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,NA,NA,PR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,NA,NA,PR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,NA,NA,PR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,PR,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,PR,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,NA,NA,PR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,NA,NA,PR,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,PR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,PR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,PR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,PR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,PR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,PR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,NA,NA,PR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,NA,NA,PR,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,NA,NA,PR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,PR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,0.128112616542958,0.091218695683041,RI,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1682,NA,NA,RI,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,2.77708040938626,0.410946470087361,RI,2023-12-26,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
1684,1.55722773794119,0.3182991306442455,RI,2023-12-27,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
1685,2.40611775478577,0.149615996370649,RI,2023-12-28,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0
1686,2.27350194402191,0.10678019452448,RI,2023-12-29,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
1687,0.44410768702334,0.1450509894738625,RI,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1688,NA,NA,RI,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,RI,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,3.17179432511593,0.0326433617336804,RI,2024-01-02,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1691,2.18739834440588,0.2547435015913125,RI,2024-01-03,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0
1692,1.2948917022373,0.3044759788765865,RI,2024-01-04,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0
1693,0.216892458939835,0.0222456207313326,RI,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1694,0.413996622318394,0.0195056278839411,RI,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1695,0.0247929173232482,0.01707531297023705,RI,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1696,0.963711963613905,0.081728699116936,RI,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1697,1.79165332961325,0.04204677907241215,RI,2024-01-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
1698,2.42168104073634,0.01135526803791625,RI,2024-01-10,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
1699,2.42299852236225,0.2902561742546645,RI,2024-01-11,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1
1700,4.90245609583869,0.320999670864214,RI,2024-01-12,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0
1701,0.0387793015381485,0.0074679666756921,RI,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1702,0.109374928551065,0.00648104831085435,RI,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1703,0.0272469095243321,0.00561954319852865,RI,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1704,0.335054707391661,0.004868582790016985,RI,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1705,0.431863454636221,0.0716952391638845,RI,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1706,0.525850607603362,0.00364642013194417,RI,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1707,0.0148990692242692,0.00315273329738869,RI,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1708,0.0541895650826314,0.002724391303643185,RI,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1709,0.011871456257967,0.002353090870631965,RI,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1710,0.3647185743482,0.002031508829036,RI,2024-01-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1711,0.143269772039105,0.001753202293677775,RI,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1712,0.0600147150115137,0.00151251560801107,RI,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1713,0.256151728652391,0.00130449439122272,RI,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1714,0.201279139722254,0.001124806772690085,RI,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1715,0.0203213420159345,9.69671710649715e-4,RI,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1716,0.0505879976810136,8.35794153747455e-4,RI,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1717,0.0792531349637962,7.20306707080975e-4,RI,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1718,0.118441292360897,6.2071740065572e-4,RI,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1719,0.0391707068994659,5.3486312101576e-4,RI,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1720,0.0784578782647302,4.60868250288505e-4,RI,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1721,0.0176591394938834,3.97108056016185e-4,RI,2024-02-02,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1722,0.00790209855432518,3.42176385806425e-4,RI,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1723,NA,NA,SC,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,NA,NA,SC,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,3.04554192990677,0.72454110072189,SC,2023-12-26,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0
1726,1.08543994887143,0.280633604840711,SC,2023-12-27,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0
1727,2.00321328113697,0.401285862335698,SC,2023-12-28,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0
1728,3.14991363545055,0.752809886064725,SC,2023-12-29,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
1729,NA,NA,SC,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,NA,NA,SC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,0.0476942250357915,0.0369475751802349,SC,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1732,0.693358311641227,0.3611039390148375,SC,2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1733,3.55456893709058,0.645815046874565,SC,2024-01-03,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0
1734,3.87582426289957,0.473281348746314,SC,2024-01-04,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
1735,0.889614867055443,0.225969178909478,SC,2024-01-05,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1736,NA,NA,SC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,2.16732904093852,0.76912820982641,SC,2024-01-07,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1738,0.410502640360045,0.1109552983248605,SC,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1739,0.0164703836589031,0.01302700006847535,SC,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1740,2.71663139545239,0.62402051415659,SC,2024-01-10,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0
1741,0.965662129317839,0.415655571488673,SC,2024-01-11,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1742,0.988856954697341,0.4207539884577915,SC,2024-01-12,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1743,NA,NA,SC,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,SC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,1.22463810703931,0.86374461655135,SC,2024-01-15,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
1746,0.0558645693179752,0.004868582790016985,SC,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1747,NA,NA,SC,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,1.03344538018763,0.1883661375976425,SC,2024-01-18,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1749,1.23144130768875,0.466675647599369,SC,2024-01-19,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
1750,NA,NA,SC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,SC,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,0.0259162868787919,0.002031508829036,SC,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1753,0.0095479857948636,0.001753202293677775,SC,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1754,1.35125684751585,0.951242714848565,SC,2024-01-24,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
1755,0.948830016026923,0.1566467718565215,SC,2024-01-25,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1756,0.0233396786453084,0.001124806772690085,SC,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1757,NA,NA,SC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,1.3383132296007,0.94658467406209,SC,2024-01-28,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1759,0.0143814006754933,7.20306707080975e-4,SC,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1760,0.00733163467466419,6.2071740065572e-4,SC,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1761,0.00318685789629855,5.3486312101576e-4,SC,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762,0.0020368182297817,4.60868250288505e-4,SC,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1763,1.31165634302591,0.325108694065934,SC,2024-02-02,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1764,NA,NA,SC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,1.53783590900245,0.70575917027721,SD,2023-12-24,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0
1766,NA,NA,SD,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,1.34173761573744,0.502075286447115,SD,2023-12-26,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
1768,0.904492915144407,0.359411711566169,SD,2023-12-27,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1769,2.31363158076157,0.57838486728827,SD,2023-12-28,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
1770,1.20713344658379,0.473448912460466,SD,2023-12-29,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
1771,NA,NA,SD,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,1.13907431180337,0.382795854191371,SD,2024-01-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
1774,0.912986458532562,0.2695450019526105,SD,2024-01-02,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
1775,0.131356174036685,0.02878121498519325,SD,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1776,0.9939135788788,0.4207195358707585,SD,2024-01-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1777,NA,NA,SD,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,NA,NA,SD,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,SD,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,NA,SD,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,NA,NA,SD,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,NA,NA,SD,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,NA,NA,SD,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,SD,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,NA,NA,SD,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,0.00578375162040722,0.004868582790016985,SD,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1789,2.44680469261732,0.61477168821016,SD,2024-01-17,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
1790,NA,NA,SD,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,0.00427605854734885,0.00315273329738869,SD,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1792,NA,NA,SD,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,0.026497437444013,0.002353090870631965,SD,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1794,NA,NA,SD,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,SD,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,SD,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,NA,NA,SD,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,NA,NA,SD,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,SD,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,SD,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,1.37308637936192,0.970711904880085,SD,2024-01-31,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
1804,1.33809937846197,0.486623398524222,SD,2024-02-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
1805,NA,NA,SD,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,0.794981641403673,0.3468440449817285,TN,2023-12-24,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
1808,1.04641043022567,0.4424716006022875,TN,2023-12-25,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
1809,4.88495041818086,0.463821566423781,TN,2023-12-26,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
1810,4.24248862398446,0.4051762390487875,TN,2023-12-27,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0
1811,1.0741566009332,0.3280927011733015,TN,2023-12-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
1812,0.917413781077342,0.1154542703652425,TN,2023-12-29,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
1813,1.83341623815958,0.55004242438273,TN,2023-12-30,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
1814,1.54040686642476,0.4497669453556085,TN,2023-12-31,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
1815,0.836220011435178,0.2662321075548195,TN,2024-01-01,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
1816,4.3055181516897,0.4425904047314535,TN,2024-01-02,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0
1817,3.92547564524716,0.4443905358778625,TN,2024-01-03,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0
1818,1.00216331106075,0.2737580767433255,TN,2024-01-04,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
1819,0.205478581566434,0.0222456207313326,TN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1820,0.183465571459596,0.0195056278839411,TN,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1821,2.33044670469939,0.483872721830259,TN,2024-01-07,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0
1822,2.68453129877132,0.4168652984176735,TN,2024-01-08,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0
1823,0.296682591514971,0.01302700006847535,TN,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1824,3.08457230960428,0.373045822181162,TN,2024-01-10,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
1825,2.75599718628479,0.86109453349163,TN,2024-01-11,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0
1826,0.011450434638836,0.0085968195055659,TN,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1827,0.0107520535575298,0.0074679666756921,TN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1828,0.0306458339892308,0.00648104831085435,TN,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1829,3.13826151054218,0.87882127821477,TN,2024-01-15,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
1830,1.19841239373889,0.4606903957597355,TN,2024-01-16,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1831,0.0765354219586499,0.0042148411492971,TN,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1832,0.0187868624103304,0.00364642013194417,TN,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1833,0.848139809028593,0.1819418201590545,TN,2024-01-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1834,0.00340676975773324,0.002724391303643185,TN,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1835,0.994602933253782,0.22947469691355,TN,2024-01-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1836,NA,NA,TN,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,0.0210311500191409,0.001753202293677775,TN,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1838,1.06703154758783,0.23320776716902,TN,2024-01-24,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
1839,0.055863830179806,0.00130449439122272,TN,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1840,0.0208985514061972,0.001124806772690085,TN,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1841,0.00520032580364363,9.69671710649715e-4,TN,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1842,0.00468350884660407,8.35794153747455e-4,TN,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1843,1.28286357965558,0.322510089891408,TN,2024-01-29,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
1844,0.0126716077680459,6.2071740065572e-4,TN,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1845,0.0248881494051668,5.3486312101576e-4,TN,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1846,0.00270369884979769,4.60868250288505e-4,TN,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1847,4.5862945964679e-4,3.97108056016185e-4,TN,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1848,0.00428682319143205,3.42176385806425e-4,TN,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
