"","es_score","brier_score","location","target_date","X21L_50_CI","X22A_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","other_50_CI","X22B_50_CI","X21L_95_CI","X22A_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","other_95_CI","X22B_95_CI"
"68",1.63683300389763,0.65327554070023,"AL",2022-12-01,1,1,1,0,1,1,0,1,1,1,0,1,1,0
"69",1.1075414726655,0.664932483807521,"AL",2022-12-02,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"70",NA,NA,"AL",2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",1.61280607010825,0.602239387829951,"AL",2022-12-04,1,1,1,0,1,1,0,1,0,1,1,1,1,0
"72",1.9525314187335,0.699354638555488,"AL",2022-12-05,1,1,1,0,1,1,0,1,1,1,0,0,1,0
"73",1.82702401423457,0.75877202753792,"AL",2022-12-06,1,1,0,0,1,1,1,1,1,0,0,0,1,1
"74",0.506127822511383,0.50339511109977,"AL",2022-12-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"75",2.17361929553956,0.732001916073004,"AL",2022-12-08,1,1,1,0,1,1,0,1,1,1,0,1,1,0
"76",0.899758766176104,0.455720471753278,"AL",2022-12-09,1,1,1,1,1,0,1,1,1,1,0,0,0,1
"77",0.450306030216993,0.252460919269339,"AL",2022-12-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"78",2.18704712781939,1.19875853349833,"AL",2022-12-11,1,0,0,0,1,1,1,1,0,0,0,1,1,0
"79",1.90878907937759,0.959210745376434,"AL",2022-12-12,1,1,0,0,0,1,1,1,1,0,0,0,1,0
"80",0.031976245399004,0.041586015170267,"AL",2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81",1.68911661310183,0.788850920435368,"AL",2022-12-14,1,1,1,0,1,1,0,1,1,1,0,0,1,0
"82",2.45699261216146,0.688342431965822,"AL",2022-12-15,1,1,1,0,1,1,0,1,1,1,0,1,1,0
"83",0.975558802627428,0.595132596395135,"AL",2022-12-16,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"84",0.0746609592853367,0.0315485653132741,"AL",2022-12-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"85",1.03905398650049,1.00465963692719,"AR",2022-11-06,1,0,1,1,1,1,0,1,0,1,1,1,1,0
"86",1.1021267083064,0.362637129618522,"AR",2022-11-07,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"87",2.60131729627916,0.659181535206788,"AR",2022-11-08,1,0,1,0,1,1,1,1,0,0,0,1,1,1
"88",1.09829702554563,0.456914975181366,"AR",2022-11-09,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"89",3.51912984609179,0.444844847246998,"AR",2022-11-10,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"90",0.828772203699572,0.474818944999128,"AR",2022-11-11,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"91",0.364077458668762,0.50599811452178,"AR",2022-11-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"92",NA,NA,"AR",2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1.39259461137768,0.659146556689402,"AR",2022-11-14,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"94",0.76690085832317,0.779803971057517,"AR",2022-11-15,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"95",0.463088643210526,0.641258393085189,"AR",2022-11-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"96",2.52427623787795,0.558267405824052,"AR",2022-11-17,1,1,1,0,1,1,0,1,1,1,0,1,1,0
"97",2.06358818822983,0.869441058870066,"AR",2022-11-18,1,0,1,0,1,1,0,1,0,1,0,1,1,1
"98",1.18400394447743,1.087120798136,"AR",2022-11-19,1,1,1,0,1,0,1,1,1,0,0,1,0,0
"99",0.301149217087552,0.457969347836597,"AR",2022-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100",5.06555558397739,0.774787666313434,"AR",2022-11-21,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"101",1.54896519075056,0.441842601651489,"AR",2022-11-22,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"102",1.16412627314832,0.645480446569838,"AR",2022-11-23,1,1,1,1,1,0,1,1,0,1,0,0,0,1
"103",1.05926038015961,0.874013158877322,"AR",2022-11-24,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"104",1.37437766978068,0.193655462936177,"AR",2022-11-25,1,1,1,0,1,1,0,1,0,1,0,0,1,1
"105",2.52330261966558,1.46845322570451,"AR",2022-11-26,1,1,0,0,1,0,1,1,1,0,0,1,0,0
"106",1.06429895360327,0.890202089904428,"AR",2022-11-27,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"107",10.3859645667501,0.805399961797222,"AR",2022-11-28,1,1,1,0,1,1,0,1,0,1,0,1,1,0
"108",5.69720884848657,0.794538026248507,"AR",2022-11-29,1,1,1,0,1,1,0,1,1,1,0,0,1,0
"109",2.30551320007932,0.654663567554038,"AR",2022-11-30,1,0,1,0,1,1,0,1,0,1,0,1,1,0
"110",5.00964445776601,0.799476166535119,"AR",2022-12-01,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"111",0.782958436850016,0.384195488501586,"AR",2022-12-02,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"112",1.22414548297734,0.95596712126377,"AR",2022-12-03,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"113",0.609174732679483,0.688022639644096,"AR",2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"114",6.0647349489142,0.85306407721372,"AR",2022-12-05,1,1,0,0,1,1,0,1,1,0,0,0,1,0
"115",6.42769144268381,0.788067631365447,"AR",2022-12-06,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"116",4.89357454853947,0.659499713320702,"AR",2022-12-07,1,1,1,0,1,1,0,1,1,0,0,0,1,0
"117",6.97582012278085,0.892672011188419,"AR",2022-12-08,1,1,0,0,1,1,0,1,0,0,0,1,1,0
"118",1.76378645472037,0.541764884579191,"AR",2022-12-09,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"119",1.30386942758065,0.612368308926816,"AR",2022-12-10,1,1,1,0,1,1,0,1,1,1,0,1,1,0
"120",0.973250862150791,0.548084676536381,"AR",2022-12-11,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"121",13.9718975781564,0.816942988350353,"AR",2022-12-12,1,1,0,0,0,1,0,1,0,0,0,0,1,0
"122",3.82536967225878,0.638346880829409,"AR",2022-12-13,1,0,0,0,1,1,0,1,0,0,0,1,1,0
"123",11.3354162157992,0.704078126043721,"AR",2022-12-14,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"124",0.788719940968884,0.322232033437423,"AR",2022-12-15,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"125",5.75868644671969,1.14675474221405,"AR",2022-12-16,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"126",1.02961311177559,0.555228629629167,"AR",2022-12-17,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"127",4.30090622726411,0.520063018194081,"AZ",2022-11-06,1,1,1,0,1,1,0,1,1,1,0,1,1,0
"128",5.0453975046937,0.557344950698679,"AZ",2022-11-07,1,0,1,1,0,1,1,0,0,0,0,0,1,0
"129",1.95473124352715,0.593782978583471,"AZ",2022-11-08,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"130",4.75793532577478,0.623033556021099,"AZ",2022-11-09,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"131",3.13258208623775,0.623729461452823,"AZ",2022-11-10,1,1,0,1,1,1,0,1,0,0,0,0,1,0
"132",10.0755608060819,0.711542610038224,"AZ",2022-11-11,1,1,0,0,0,1,0,1,0,0,0,0,1,0
"133",5.70185711270293,0.550274089437588,"AZ",2022-11-12,1,0,1,0,1,1,0,0,0,0,0,0,1,0
"134",2.55030925982063,0.624593937820645,"AZ",2022-11-13,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"135",3.08846466891592,0.5592844256904,"AZ",2022-11-14,1,1,1,1,0,1,1,1,0,0,1,0,1,0
"136",3.80349481831941,0.570418422701157,"AZ",2022-11-15,1,0,1,1,1,1,0,1,1,0,0,0,1,0
"137",2.37146204647541,0.605779903612877,"AZ",2022-11-16,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"138",8.94577625821794,0.582996400856832,"AZ",2022-11-17,1,0,1,0,1,1,0,0,0,0,0,0,1,0
"139",4.99830365349965,0.580147239906602,"AZ",2022-11-18,1,1,1,0,1,1,0,1,0,0,0,0,1,0
"140",1.87778333313211,0.472881576017463,"AZ",2022-11-19,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"141",6.624359575707,0.638869830247685,"AZ",2022-11-20,1,1,1,0,1,1,0,1,0,0,0,0,1,0
"142",6.78411758241301,0.557180349175825,"AZ",2022-11-21,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"143",31.001423849593,0.706881113754041,"AZ",2022-11-22,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"144",13.079106135558,0.616889276124602,"AZ",2022-11-23,1,0,1,0,0,1,0,1,0,0,0,0,1,0
"145",1.51103461616228,0.65716537821474,"AZ",2022-11-24,0,1,1,1,1,1,1,0,1,1,0,1,1,0
"146",8.09139572321571,0.552086798580698,"AZ",2022-11-25,1,0,1,0,1,1,0,1,0,1,0,0,1,0
"147",10.849228648161,0.658033764517522,"AZ",2022-11-26,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"148",10.0313930427024,0.578512544114462,"AZ",2022-11-27,1,0,1,0,1,1,0,1,0,0,0,1,1,0
"149",12.419236785128,0.547977146910421,"AZ",2022-11-28,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"150",17.3445944640714,0.670651156453841,"AZ",2022-11-29,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"151",11.6752886659972,0.635906027315882,"AZ",2022-11-30,1,1,1,0,1,1,0,1,0,0,0,0,1,0
"152",19.4165166142459,0.769818812857726,"AZ",2022-12-01,1,1,0,0,1,0,0,1,0,0,0,1,0,0
"153",15.8853283148401,0.72983483903932,"AZ",2022-12-02,1,1,0,0,1,0,0,1,1,0,0,1,0,0
"154",3.57216566661543,0.56522311044478,"AZ",2022-12-03,0,1,0,0,1,1,0,0,1,1,0,0,1,0
"155",10.0154308844918,0.642506468491516,"AZ",2022-12-04,1,1,0,0,1,1,0,1,1,0,0,0,1,0
"156",29.7385412160924,0.696314854474338,"AZ",2022-12-05,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"157",10.7330148157436,0.611696170733209,"AZ",2022-12-06,1,1,0,0,1,1,0,1,0,0,0,0,1,0
"158",14.5058621317322,0.562915404613641,"AZ",2022-12-07,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"159",2.45674785652738,0.480744551936992,"AZ",2022-12-08,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"160",8.46955807669268,0.58543418789551,"AZ",2022-12-09,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"161",5.22423488760764,0.646404747427337,"AZ",2022-12-10,1,1,0,0,0,1,0,1,0,0,0,1,1,0
"162",3.32575352297429,0.42934780761057,"AZ",2022-12-11,1,1,1,0,1,0,0,1,1,1,0,0,0,0
"163",14.1218486004089,0.640762201555185,"AZ",2022-12-12,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"164",14.7610504706168,0.611790241718076,"AZ",2022-12-13,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"165",8.95082166258655,0.508347637900891,"AZ",2022-12-14,1,1,0,0,1,1,0,1,1,1,0,0,1,0
"166",10.7016656538667,0.574539665885629,"AZ",2022-12-15,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"167",5.21920296812067,0.507171626260604,"AZ",2022-12-16,0,1,1,0,1,1,0,0,1,0,0,0,1,0
"168",4.92096678926031,0.670351299855526,"AZ",2022-12-17,1,1,0,0,1,1,0,1,1,0,0,1,1,0
"169",11.2703028599843,0.628140549522602,"CA",2022-11-06,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"170",13.6254976294724,0.616522931808408,"CA",2022-11-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"171",10.8346758536162,0.622170052734223,"CA",2022-11-08,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"172",10.1548662515928,0.591642798798856,"CA",2022-11-09,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"173",16.0177310631169,0.632865389444819,"CA",2022-11-10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"174",13.0135598315174,0.636781558005532,"CA",2022-11-11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"175",13.9417437124209,0.642967595308084,"CA",2022-11-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"176",10.7388074345183,0.619177129690194,"CA",2022-11-13,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"177",13.6293096969389,0.624947421275574,"CA",2022-11-14,0,0,0,1,1,1,0,0,0,0,0,0,1,0
"178",11.1163498938856,0.621690089160461,"CA",2022-11-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"179",16.3398638116728,0.627023476475347,"CA",2022-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",16.7475286367316,0.617840865988303,"CA",2022-11-17,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"181",20.9380017775192,0.617588524304224,"CA",2022-11-18,0,0,1,0,1,1,0,0,0,0,0,1,1,0
"182",19.7214854288131,0.632033010758458,"CA",2022-11-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"183",12.8020727066236,0.577208122808251,"CA",2022-11-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"184",21.5648646250055,0.628663895847832,"CA",2022-11-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"185",15.2217854192731,0.587513637944226,"CA",2022-11-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"186",16.4763813513253,0.598340397396138,"CA",2022-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",1.1388490386037,0.536045397968313,"CA",2022-11-24,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"188",12.3588674096922,0.548478364861524,"CA",2022-11-25,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"189",18.895215029655,0.544999441558964,"CA",2022-11-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"190",49.8437159313242,0.613686047943587,"CA",2022-11-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"191",29.7388718934091,0.552090292472149,"CA",2022-11-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"192",21.5600890506209,0.54283719177882,"CA",2022-11-29,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"193",18.4324139596943,0.529708675258671,"CA",2022-11-30,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"194",28.1308230958952,0.546095170854822,"CA",2022-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"195",67.0729022864904,0.599288332889206,"CA",2022-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",65.9570313928032,0.59957550925034,"CA",2022-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",32.080488313004,0.565588000910066,"CA",2022-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",64.8515305981457,0.535607316916399,"CA",2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",24.2070804251,0.498940008212995,"CA",2022-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",65.5151190235131,0.546632945997457,"CA",2022-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",44.3771398792972,0.483147393651472,"CA",2022-12-08,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"202",25.761071897629,0.445256565689446,"CA",2022-12-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"203",80.1634151906134,0.585298302756,"CA",2022-12-10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"204",50.7386284042253,0.511546044462078,"CA",2022-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",31.565272931259,0.469994185217344,"CA",2022-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",52.4552539176509,0.513419345711352,"CA",2022-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",61.9052719286809,0.604312262056037,"CA",2022-12-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"208",46.3854938347267,0.4663778014337,"CA",2022-12-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"209",31.2854425388011,0.491038192788547,"CA",2022-12-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"210",36.6983757752899,0.547993969168953,"CA",2022-12-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"211",3.30246671407471,0.676434519665519,"CO",2022-11-06,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"212",3.2896608431975,0.550971096531691,"CO",2022-11-07,1,0,1,0,1,1,1,1,0,1,0,1,1,0
"213",2.35023680754577,0.607278463763301,"CO",2022-11-08,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"214",2.37007683684655,0.518091796824403,"CO",2022-11-09,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"215",1.65662471393263,0.603406783183854,"CO",2022-11-10,1,1,1,1,1,0,1,1,1,0,0,1,0,0
"216",1.285015554824,0.677458060298739,"CO",2022-11-11,1,0,1,1,1,1,1,1,0,1,0,1,1,0
"217",3.06554633915378,0.611588178445644,"CO",2022-11-12,1,0,1,0,1,1,0,1,0,1,0,1,1,0
"218",1.17215355661539,0.681665708379874,"CO",2022-11-13,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"219",1.95749275781713,0.598402509203034,"CO",2022-11-14,1,0,1,1,1,1,1,1,0,1,0,1,1,0
"220",2.06464092979401,0.661776263540695,"CO",2022-11-15,0,1,1,1,1,1,1,0,1,1,0,1,1,0
"221",1.59292331518832,0.636436222728361,"CO",2022-11-16,1,0,1,1,1,0,1,1,1,1,0,1,0,1
"222",1.79907928138206,0.515211095242597,"CO",2022-11-17,1,1,1,1,1,1,0,0,0,1,0,1,1,0
"223",3.76406238576779,0.672636996643108,"CO",2022-11-18,1,1,1,0,1,1,0,1,0,1,0,1,1,0
"224",0.789195699398582,0.461292617644646,"CO",2022-11-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"225",1.35826515846575,0.292671151896744,"CO",2022-11-20,1,1,1,0,1,1,0,1,0,0,0,1,1,1
"226",2.50746870992185,0.607183691386273,"CO",2022-11-21,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"227",1.16772173813983,0.581700616214648,"CO",2022-11-22,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"228",5.88794970775467,0.337908677166455,"CO",2022-11-23,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"229",0.146065789024121,0.210882462222599,"CO",2022-11-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"230",3.04890999905644,0.328101353114224,"CO",2022-11-25,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"231",2.21623869206488,0.802925442027673,"CO",2022-11-26,1,1,1,0,0,1,1,1,1,1,0,0,1,0
"232",0.760867222385823,0.470930038363571,"CO",2022-11-27,1,1,0,1,1,1,1,1,1,1,0,1,1,0
"233",4.64154229627531,0.613651458482384,"CO",2022-11-28,1,1,1,0,1,1,0,1,1,1,0,0,1,0
