...1,es_score,brier_score,location,target_date,X21L_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
533,1.90328550018293,0.206429821368284,IA,2023-02-12,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
534,1.83653825747351,0.2187278614530665,IA,2023-02-13,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
535,1.79288262700268,0.1458865704413445,IA,2023-02-14,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
536,2.31460436171985,0.2089928635376855,IA,2023-02-15,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1
537,3.22615095652294,0.3969258514969865,IA,2023-02-16,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1
538,3.5795396484494,0.308139235478126,IA,2023-02-17,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
539,2.92683755701847,0.324591807549855,IA,2023-02-18,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
540,0.504140140883051,0.127112636166462,IA,2023-02-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
541,1.59754261870668,0.1470867634733125,IA,2023-02-20,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1
542,3.1195890518712,0.1899539202662745,IA,2023-02-21,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
543,0.969607876418629,0.088567159435919,IA,2023-02-22,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
544,2.74285485458427,0.1639304243482375,IA,2023-02-23,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1
545,1.26230991391397,0.4716827222931365,IA,2023-02-24,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
546,2.92568518786883,0.3954843859745145,IA,2023-02-25,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
547,0.959279896544773,0.68288568304722,ID,2023-01-15,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
548,0.961551547790402,0.68404813416763,ID,2023-01-16,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
549,2.5031351988638,0.304758726262307,ID,2023-01-17,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
550,0.377244635467763,0.269762910771771,ID,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,0.423655744614933,0.2882753046194945,ID,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
552,0.222640343483012,0.255721489655186,ID,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,0.694862248171697,0.187779041633914,ID,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,0.239424361944717,0.172372719691746,ID,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,0.249668534011959,0.263413824724385,ID,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
556,0.550928657850734,0.3906067980692255,ID,2023-01-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
557,0.391906328735088,0.201244066200152,ID,2023-01-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
558,NA,NA,ID,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.10797144358419,0.0778844461478345,ID,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,0.76084879151013,0.545445569176655,ID,2023-01-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
564,NA,NA,ID,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.308541837672614,0.03386465157361685,ID,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,1.49682717141091,0.518180043531105,ID,2023-02-07,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
571,0.127947453498962,0.0261987578230222,ID,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,0.0307264624587986,0.02298332082063415,ID,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,0.0283990346333798,0.0201300259514667,ID,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,0.0241650630795205,0.017604194101129952,ID,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
575,NA,NA,ID,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,1.13725776838269,0.810131795523285,ID,2023-02-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
579,NA,NA,ID,2023-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,0.00805226331027717,0.00576104301105785,ID,2023-02-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
583,1.01914755574517,0.158643609959147,ID,2023-02-20,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
584,0.828119788542722,0.221753082804372,ID,2023-02-21,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
585,2.21036095305021,0.4431864891497635,ID,2023-02-22,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
586,1.09933502846135,0.190670165736672,ID,2023-02-23,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
587,0.00374978725967272,0.00278423800896287,ID,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,NA,NA,ID,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,4.4842555261571,0.3330858665632425,IL,2023-01-15,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0
590,7.66010409718641,0.38233593637389,IL,2023-01-16,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
591,11.6065222337179,0.3391693799600475,IL,2023-01-17,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
592,4.47589547824277,0.350286477264747,IL,2023-01-18,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
593,0.982589921509948,0.3087789197369425,IL,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
594,13.5541265206827,0.3409282161939435,IL,2023-01-20,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
595,10.0791451734828,0.410306042985728,IL,2023-01-21,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
596,3.13016632420633,0.331434893238541,IL,2023-01-22,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
597,14.2172427484364,0.338576764580888,IL,2023-01-23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
598,7.47132449372662,0.3571140379131075,IL,2023-01-24,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
599,2.30341147798805,0.2948974993253725,IL,2023-01-25,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
600,11.1460014710005,0.34165464756154,IL,2023-01-26,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
601,10.5634419096198,0.3554552606475875,IL,2023-01-27,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
602,7.52762235091743,0.408980594841474,IL,2023-01-28,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
603,5.5551184282167,0.331845293468753,IL,2023-01-29,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
604,11.4304873682232,0.2995444534615635,IL,2023-01-30,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
605,5.95370928154659,0.2912582464791135,IL,2023-01-31,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
606,11.0806331473462,0.320413015937189,IL,2023-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
607,3.78618458080214,0.2731305624611075,IL,2023-02-02,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
608,2.73597928032567,0.251701646152531,IL,2023-02-03,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
609,1.55592450422851,0.21202909842279,IL,2023-02-04,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
610,3.03478502469093,0.1283945717434215,IL,2023-02-05,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
611,8.82366182185431,0.2641664978664555,IL,2023-02-06,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
612,12.3973005155441,0.279113140029209,IL,2023-02-07,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
613,14.7904989810931,0.313958822219365,IL,2023-02-08,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
614,17.2850547367275,0.3373911355964685,IL,2023-02-09,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
615,3.51077459736174,0.1760591473857405,IL,2023-02-10,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
616,1.32240919145665,0.154288584233294,IL,2023-02-11,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
617,2.97699032876409,0.1718809700548085,IL,2023-02-12,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
618,8.38542188014348,0.190895697634714,IL,2023-02-13,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
619,2.4983030469685,0.15026928262249,IL,2023-02-14,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
620,12.2415124350974,0.2169971394209535,IL,2023-02-15,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
621,9.89516719649294,0.2408597970637385,IL,2023-02-16,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
622,5.28925397199132,0.1641706337263785,IL,2023-02-17,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
623,3.37925405523999,0.1507783514582435,IL,2023-02-18,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1
624,3.92244040712413,0.1509574131093195,IL,2023-02-19,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
625,4.35703524478884,0.1334323877655885,IL,2023-02-20,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
626,4.6775175369219,0.121613063527467,IL,2023-02-21,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
627,4.84937634406033,0.122299783616421,IL,2023-02-22,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
628,1.69109735711728,0.0921142210648125,IL,2023-02-23,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1
629,3.70818881568422,0.151754073285606,IL,2023-02-24,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
630,2.19200075556303,0.120171192311352,IL,2023-02-25,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
631,1.10718402502959,0.2403899955267435,IN,2023-01-15,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
632,1.38897206986817,0.316150781288752,IN,2023-01-16,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
633,3.69512107112364,0.3233605431142955,IN,2023-01-17,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0
634,2.92805582907455,0.4177614262208155,IN,2023-01-18,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0
635,3.50323951110704,0.302788652291249,IN,2023-01-19,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1
636,2.72944102375385,0.401111543337788,IN,2023-01-20,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
637,2.78578221667639,0.322474171933512,IN,2023-01-21,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
638,0.878149878218162,0.284612251636704,IN,2023-01-22,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
639,7.062206440495,0.3369371563971335,IN,2023-01-23,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0
640,2.83030971175249,0.3269105148720725,IN,2023-01-24,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
641,1.67768373037866,0.3862493486266365,IN,2023-01-25,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
642,3.78223728335037,0.32177944265045,IN,2023-01-26,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
643,1.25218103330613,0.3034205822538305,IN,2023-01-27,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
644,2.12812878570596,0.234259108649043,IN,2023-01-28,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
645,2.17912393355325,0.285207615859153,IN,2023-01-29,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
646,2.62112421038929,0.303420562361008,IN,2023-01-30,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
647,1.37780914873512,0.276384092826756,IN,2023-01-31,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
648,3.38910388568658,0.2977562946119065,IN,2023-02-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
649,3.37635810167384,0.321790089934914,IN,2023-02-02,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
650,1.70271989501715,0.3193748842030155,IN,2023-02-03,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
651,1.1544383392991,0.3364457269784975,IN,2023-02-04,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
652,5.05668774071228,0.411166308628105,IN,2023-02-05,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
653,2.17376826201896,0.2144421789081575,IN,2023-02-06,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
654,5.47883763325282,0.30472234821945,IN,2023-02-07,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
655,1.24289010767661,0.1730400076972955,IN,2023-02-08,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
656,0.886744360815577,0.154094217094986,IN,2023-02-09,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
657,2.03890541602673,0.2262499606826905,IN,2023-02-10,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
658,0.532954124938499,0.140367135485183,IN,2023-02-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
659,2.53502783253767,0.2723694913084305,IN,2023-02-12,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
660,2.65082110566801,0.196778784420558,IN,2023-02-13,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
661,0.550412769251655,0.116413850410481,IN,2023-02-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
662,2.17357255142227,0.2353822406481255,IN,2023-02-15,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0
663,0.925966790269518,0.11976832165388,IN,2023-02-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
664,2.43945382204562,0.2190463223294285,IN,2023-02-17,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
665,3.09006123927834,0.4257782488517365,IN,2023-02-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
666,3.9188891601568,0.297117873588877,IN,2023-02-19,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
667,4.00045988002791,0.261287238513585,IN,2023-02-20,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
668,0.858906387354782,0.1066392666121915,IN,2023-02-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
669,1.99677348501028,0.150216511165916,IN,2023-02-22,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
670,1.1822791793647,0.1248704645351615,IN,2023-02-23,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
671,0.763219338337879,0.1520251805903415,IN,2023-02-24,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
672,3.2893002395548,0.340986208486828,IN,2023-02-25,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
673,0.976657463432178,0.2932475734740685,KS,2023-01-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
674,0.329170623301862,0.235205566493091,KS,2023-01-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
675,0.893265378078982,0.253390806395589,KS,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
676,1.45064681505899,0.263432778737055,KS,2023-01-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
677,0.970454893628228,0.369228870949563,KS,2023-01-19,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
678,1.65561863500899,0.3075361367774835,KS,2023-01-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
679,1.5077423391985,0.68916560410526,KS,2023-01-21,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
680,1.11833056581953,0.523095197818755,KS,2023-01-22,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
681,0.700175101754947,0.2516710406965035,KS,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
682,0.438162118863146,0.205559920523362,KS,2023-01-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
683,0.824157234407604,0.3185851741955465,KS,2023-01-25,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
684,0.557002689120855,0.276590852934615,KS,2023-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,1.68248062566807,0.3694147199095715,KS,2023-01-27,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
686,1.05561577089426,0.746212766703895,KS,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
687,0.121479601406334,0.0868819383817075,KS,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
688,0.332620178274293,0.0778844461478345,KS,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,1.46508369938516,0.4007719703154985,KS,2023-01-31,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
690,NA,NA,KS,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,1.10908958987372,0.782901419859455,KS,2023-02-02,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
692,0.978413428260334,0.4206911228526145,KS,2023-02-03,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
693,0.190941550452772,0.0434407361589348,KS,2023-02-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
694,0.0540438742352149,0.0383935511382961,KS,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,0.624189081192097,0.3511191137774085,KS,2023-02-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
696,0.909571554961913,0.2488425225503945,KS,2023-02-07,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
697,0.391339715301681,0.195840372778324,KS,2023-02-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
698,0.341816670024171,0.162775150302079,KS,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
699,1.61411264550601,0.5401720294396,KS,2023-02-10,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
700,1.09650269356356,0.4440647283022475,KS,2023-02-11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
701,2.16898394707685,0.76923131720318,KS,2023-02-12,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
702,0.416085792619204,0.0134071840720131,KS,2023-02-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
703,0.987679942612628,0.2304282232564515,KS,2023-02-14,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
704,0.92619663889654,0.410145709839231,KS,2023-02-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
705,0.555846343339994,0.171539949250169,KS,2023-02-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
706,0.507298594660606,0.1453823769451085,KS,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
707,1.07646578351866,0.234399142223182,KS,2023-02-18,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
708,0.109024393470625,0.00576104301105785,KS,2023-02-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
709,0.807028252067081,0.21997446547477,KS,2023-02-20,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
710,0.0499265786132264,0.0043158744413646,KS,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,NA,NA,KS,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,2.236025480248,0.446956198158243,KS,2023-02-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
713,0.00422202145101047,0.00278423800896287,KS,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
714,0.00311148197150901,0.002402996694297325,KS,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,0.49900428738861,0.2488472079983155,KY,2023-01-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
716,1.05302867768305,0.3290872638523645,KY,2023-01-16,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
717,1.21802683504127,0.349499554814743,KY,2023-01-17,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
718,2.13773988781412,0.517550836615265,KY,2023-01-18,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
719,1.67833017600128,0.2880014808779355,KY,2023-01-19,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1
720,0.648865457426219,0.2384499406144205,KY,2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
721,0.83536344622351,0.34864168358662,KY,2023-01-21,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
722,0.295130595016745,0.230924048451677,KY,2023-01-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
723,5.06976633045691,0.4419599480810535,KY,2023-01-23,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0
724,3.87141753063458,0.3024892373331,KY,2023-01-24,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
725,1.09215390961872,0.2845225425463445,KY,2023-01-25,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
726,1.17727387311898,0.308184180199506,KY,2023-01-26,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
727,1.27674324503904,0.282020748324134,KY,2023-01-27,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
728,0.496600688631756,0.2496406016915275,KY,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,0.427342027428136,0.205311104712009,KY,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,1.32245100412888,0.283723304668458,KY,2023-01-30,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
731,2.19059212086331,0.345636535806157,KY,2023-01-31,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
732,1.45365688804184,0.314588460905046,KY,2023-02-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
733,1.17702102380123,0.055255946132668,KY,2023-02-02,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
734,4.69017341094212,0.422440977359051,KY,2023-02-03,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
735,0.58721055900788,0.3364457269784975,KY,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,0.344335216157944,0.0383935511382961,KY,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,4.2271266551955,0.340980458847325,KY,2023-02-06,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
738,0.640810331480508,0.1940851515109225,KY,2023-02-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
739,2.05017948004497,0.2523875777634245,KY,2023-02-08,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
740,1.76824774611103,0.340701646381629,KY,2023-02-09,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
741,1.16436448881633,0.2595592652393705,KY,2023-02-10,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
742,0.386216277411403,0.164919723761994,KY,2023-02-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
743,NA,NA,KY,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,2.07822622077039,0.270127424559976,KY,2023-02-13,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
745,1.00423866844719,0.186237860169962,KY,2023-02-14,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
746,0.0533529334396785,0.0101596241551776,KY,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,0.653817468309757,0.2122176566472535,KY,2023-02-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
748,0.0725148957025311,0.00766503510947865,KY,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,1.00606374907606,0.4257782488517365,KY,2023-02-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
750,1.04165709123598,0.4304916190549715,KY,2023-02-19,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
751,0.41957933310866,0.10053768344918,KY,2023-02-20,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
752,3.76174961669581,0.397204131688713,KY,2023-02-21,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
753,0.104660846585824,0.003731522173992365,KY,2023-02-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
754,1.1956133085658,0.315634130975489,KY,2023-02-23,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
755,0.0832079302396936,0.00278423800896287,KY,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,0.00369082869700367,0.002402996694297325,KY,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,2.55059994408309,0.3649914683789255,LA,2023-01-15,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
758,3.28106392690608,0.2442655491457165,LA,2023-01-16,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
