...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X22E_95_CI
1642,0.00626457008719283,0.00405154409338309,PR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1643,NA,NA,PR,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,NA,NA,PR,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,NA,NA,PR,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,NA,NA,PR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,NA,NA,PR,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,NA,NA,PR,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,NA,NA,PR,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,NA,NA,PR,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,PR,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,PR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,PR,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,NA,NA,PR,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,NA,NA,PR,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,NA,NA,PR,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,NA,NA,PR,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,NA,NA,PR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,NA,NA,PR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,PR,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,NA,NA,PR,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,NA,NA,PR,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,NA,NA,PR,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,NA,NA,PR,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,PR,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,PR,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,0.149360814695198,0.0329064679267255,PR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1670,NA,NA,PR,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,PR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,PR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,PR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,PR,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,PR,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,PR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,NA,NA,PR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,NA,NA,PR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,0.195335999585414,0.129679711300238,PR,2023-04-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1680,NA,NA,PR,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,0.254751018216043,0.00438334434212824,RI,2023-03-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1682,0.110036679927496,0.004240230037677005,RI,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1683,0.95610267159223,0.1568817217328605,RI,2023-03-14,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1684,0.112158302739745,0.00405154409338309,RI,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1685,0.0495035240925958,0.00400401065984823,RI,2023-03-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1686,0.0443343855033843,0.00398712858291758,RI,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1687,0.0436660139066978,0.004001073662193295,RI,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1688,NA,NA,RI,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,0.114627455292958,0.004124738174178825,RI,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1690,0.117912291055291,0.004237541696251065,RI,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1691,0.0462088238343671,0.004387469266720115,RI,2023-03-22,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1692,0.00606236583235077,0.004577819835820255,RI,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1693,0.873642784533107,0.1185571478562995,RI,2023-03-24,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1694,0.00674557240251082,0.00509753147370335,RI,2023-03-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1695,NA,NA,RI,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,0.0311771399794116,0.00584333556810815,RI,2023-03-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1697,0.110504281871327,0.0063214865485405,RI,2023-03-28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1698,0.124333849544704,0.00688414566948335,RI,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1699,0.315061697858146,0.0075447214668456,RI,2023-03-30,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1700,NA,NA,RI,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,0.0121748796769308,0.00922638747910015,RI,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1702,0.0491906965982279,0.01028870541558275,RI,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1703,1.28063796275638,0.2516630273813975,RI,2023-04-03,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1
1704,1.11395082994425,0.444279442010722,RI,2023-04-04,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1705,0.0700822977455829,0.01469167313412645,RI,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1706,0.906569141029831,0.2265358278111695,RI,2023-04-06,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1707,0.0236956148813212,0.01901449512776855,RI,2023-04-07,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1708,0.0293159258458117,0.0217360029897763,RI,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1709,NA,NA,RI,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,NA,NA,RI,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,0.0475215212829614,0.0329064679267255,RI,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1712,NA,NA,RI,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,0.0613036122666935,0.043647890183905,RI,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1714,0.0740860946797783,0.0502809305131745,RI,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1715,0.0845114507831195,0.057890248791752,RI,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1716,0.295520594005893,0.0665803613962305,RI,2023-04-16,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1717,0.110132390187166,0.076455433787308,RI,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1718,1.880834816839,0.422498252151605,RI,2023-04-18,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
1719,NA,NA,RI,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1720,0.158631811920696,0.1141545062325275,RI,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1721,NA,NA,RI,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,NA,NA,RI,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,0.0222664006398723,0.00438334434212824,SC,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724,0.298205658853901,0.004240230037677,SC,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1725,0.107051483847085,0.004130030973628685,SC,2023-03-14,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1726,0.0728576466375571,0.00405154409338309,SC,2023-03-15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1727,0.929793188972662,0.135247597573359,SC,2023-03-16,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1728,0.94827631818298,0.1565231941012965,SC,2023-03-17,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1729,0.0201697517689022,0.004001073662193295,SC,2023-03-18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1730,2.16735928268763,0.3092551180729945,SC,2023-03-19,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1731,0.105412672680821,0.004124738174178825,SC,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1732,0.194694646487781,0.004237541696251065,SC,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1733,0.11698028583241,0.004387469266720115,SC,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1734,2.40860351239919,0.3890679142769565,SC,2023-03-23,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1735,1.10038964844838,0.442745862316214,SC,2023-03-24,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1736,0.0263931954712993,0.00509753147370335,SC,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1737,0.0544626250022026,0.005438468250729,SC,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1738,0.674583250288487,0.00584333556810815,SC,2023-03-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1739,1.60887141474141,0.221084358518036,SC,2023-03-28,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1740,0.226863672937217,0.00688414566948335,SC,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1741,1.29852107508502,0.224705027523778,SC,2023-03-30,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
1742,1.25792206162811,0.88663766703385,SC,2023-03-31,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1743,0.0942152049732398,0.00922638747910015,SC,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1744,NA,NA,SC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,0.363026342380778,0.0115323658634498,SC,2023-04-03,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
1746,0.847111980520653,0.283142820477286,SC,2023-04-04,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1747,0.742634582646508,0.275332867901192,SC,2023-04-05,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1748,NA,NA,SC,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,0.634032991259622,0.130441757426667,SC,2023-04-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1750,0.634875057277263,0.264099568915854,SC,2023-04-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1751,0.0343060915331307,0.02491092028666485,SC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1752,0.917856145195556,0.161167569976377,SC,2023-04-10,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
1753,0.975626997265964,0.0329064679267255,SC,2023-04-11,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1754,0.6937483592084,0.037888967875498,SC,2023-04-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1755,2.82623403478655,0.3680250954439335,SC,2023-04-13,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
1756,1.58129714446354,0.70501773251737,SC,2023-04-14,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1757,0.0835950121113385,0.057890248791752,SC,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1758,0.29346951380967,0.0665803613962305,SC,2023-04-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1759,0.585260273189126,0.076455433787308,SC,2023-04-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1760,0.831350098122002,0.389276253855096,SC,2023-04-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1761,1.87981847684581,0.4238616574103075,SC,2023-04-19,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
1762,1.76360247299633,0.1942020117653135,SC,2023-04-20,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1
1763,0.509421657139873,0.129679711300238,SC,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1764,0.956131227942349,0.146776403130594,SC,2023-04-22,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1765,NA,NA,SD,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,NA,NA,SD,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,NA,NA,SD,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,NA,NA,SD,2023-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,NA,NA,SD,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,NA,SD,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,NA,NA,SD,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,SD,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,NA,NA,SD,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,NA,NA,SD,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,NA,NA,SD,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,NA,NA,SD,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,SD,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,NA,SD,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,NA,NA,SD,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,NA,NA,SD,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,NA,NA,SD,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,SD,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,NA,NA,SD,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,NA,NA,SD,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,NA,NA,SD,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,NA,SD,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,NA,NA,SD,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,SD,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,SD,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,NA,NA,SD,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,SD,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,SD,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,1.13257740026493,0.79631767564113,SD,2023-04-13,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
1798,NA,NA,SD,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,SD,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,SD,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,NA,NA,SD,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,SD,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,SD,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,1.11136541290281,0.3081341080518665,TN,2023-03-12,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1808,0.114608049257511,0.004240230037677005,TN,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1809,0.00578707502167572,0.004130030973628685,TN,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1810,0.0415359601850747,0.00405154409338309,TN,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1811,2.27847146159907,0.371486054017678,TN,2023-03-16,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1
1812,0.154181562679042,0.00398712858291758,TN,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1813,1.60561775778258,0.262903089907888,TN,2023-03-18,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1814,0.906467354156742,0.1347590126484885,TN,2023-03-19,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1815,0.523999537461041,0.072322611177937,TN,2023-03-20,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1816,1.12613100245777,0.126368239674055,TN,2023-03-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
1817,2.67819375032744,0.1845725199546815,TN,2023-03-22,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
1818,4.43038654175064,0.2143371204155955,TN,2023-03-23,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0
1819,1.87279766709584,0.194017286144795,TN,2023-03-24,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0
1820,0.0920672612630382,0.00509753147370335,TN,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1821,0.0286397385966628,0.005438468250729,TN,2023-03-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1822,0.863962603976224,0.154504011369538,TN,2023-03-27,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1823,0.00836887743571263,0.0063214865485405,TN,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1824,0.96751449450753,0.2945992641535445,TN,2023-03-29,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1825,0.036330131783326,0.0075447214668456,TN,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1826,0.0112718053243624,0.00831916654903705,TN,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1827,0.0909696773798567,0.00922638747910015,TN,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1828,0.0141152372489144,0.01028870541558275,TN,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1829,0.0571548934571047,0.0115323658634498,TN,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1830,0.907361353330306,0.185024436935196,TN,2023-04-04,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1831,1.68585365732447,0.438734672314231,TN,2023-04-05,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0
1832,0.915893164657648,0.2265728877981335,TN,2023-04-06,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1833,0.278679621729753,0.01901449512776855,TN,2023-04-07,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1834,1.04355151677062,0.43201595005374,TN,2023-04-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1835,NA,NA,TN,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,0.0388114223853308,0.02860868774380235,TN,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1837,0.438208530298735,0.0329064679267255,TN,2023-04-11,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1838,1.08146632445622,0.037888967875498,TN,2023-04-12,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1839,0.0583586822305026,0.043647890183905,TN,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1840,0.864934314295008,0.0502809305131745,TN,2023-04-14,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1841,0.758932515117446,0.27858412471213,TN,2023-04-15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1842,0.295045902850811,0.0665803613962305,TN,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1843,1.15559888334098,0.076455433787308,TN,2023-04-17,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1844,0.666228767603627,0.2925540724046025,TN,2023-04-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1845,NA,NA,TN,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,0.469745203786048,0.1141545062325275,TN,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1847,0.903281573421681,0.129679711300238,TN,2023-04-21,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1848,0.944059706371346,0.3184403862890295,TN,2023-04-22,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1849,2.05792773810421,0.148930779041947,TX,2023-03-12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
1850,0.969504303613067,0.0852064517686855,TX,2023-03-13,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
1851,1.55369498211408,0.1286989940252585,TX,2023-03-14,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1852,2.78708540068876,0.1237262782261745,TX,2023-03-15,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0
1853,1.2174723478102,0.084185838943793,TX,2023-03-16,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
1854,4.83593061507678,0.223755757251518,TX,2023-03-17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1855,0.81146240302557,0.004001073662193295,TX,2023-03-18,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1856,1.95134301439433,0.163499274224432,TX,2023-03-19,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1857,1.75360573751042,0.114198247633049,TX,2023-03-20,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
