...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X22E_95_CI
543,1.36644791983849,0.1001551681447275,IA,2023-04-19,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
544,0.840275387799403,0.3943207755972795,IA,2023-04-20,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
545,0.518327705268388,0.129679711300238,IA,2023-04-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
546,0.945092817231279,0.6617683526059,IA,2023-04-22,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
547,NA,NA,ID,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.0218395703576685,0.004240230037677,ID,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,0.765502224248721,0.1522280686257715,ID,2023-03-14,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
550,NA,NA,ID,2023-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,0.0198181083199926,0.00400401065984823,ID,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,0.0203181754229209,0.00398712858291758,ID,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,NA,NA,ID,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,0.0052136114236688,0.00404653101207752,ID,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,NA,NA,ID,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0.0215685748025448,0.004237541696251065,ID,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,NA,NA,ID,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,0.00652825020501077,0.005438468250729,ID,2023-03-26,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
562,NA,NA,ID,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.00859338383800265,0.0063214865485405,ID,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
564,0.0364181153445425,0.00688414566948335,ID,2023-03-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
565,0.00984578308164999,0.0075447214668456,ID,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,NA,NA,ID,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.0166248157799742,0.0115323658634498,ID,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,NA,NA,ID,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.0210371338041114,0.01469167313412645,ID,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,0.0237447305181418,0.0166845662905735,ID,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,NA,NA,ID,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,0.0538223235306987,0.037888967875498,ID,2023-04-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
579,0.0603658896794165,0.043647890183905,ID,2023-04-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
580,NA,NA,ID,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,0.106351433661447,0.076455433787308,ID,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,0.130490871224545,0.087615997313408,ID,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
585,NA,NA,ID,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2.0223473418295,0.127123864804153,IL,2023-03-12,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0
590,0.932954761575181,0.0757837783440215,IL,2023-03-13,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
591,2.01861652053377,0.004130030973628685,IL,2023-03-14,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
592,1.62312237350098,0.02886690437991445,IL,2023-03-15,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1
593,0.972573154254425,0.0327806292179852,IL,2023-03-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
594,1.34061560395767,0.105069976827704,IL,2023-03-17,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
595,1.65885071042011,0.1477514856513995,IL,2023-03-18,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
596,0.884280265189551,0.00404653101207752,IL,2023-03-19,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
597,1.93358044254634,0.05696130151732,IL,2023-03-20,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0
598,2.97652535509666,0.1115834595121465,IL,2023-03-21,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
599,1.84317682600762,0.136024693461194,IL,2023-03-22,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0
600,0.877653326730544,0.072668842766002,IL,2023-03-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
601,1.5456546028871,0.00481277452111505,IL,2023-03-24,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
602,1.90235944420113,0.00509753147370335,IL,2023-03-25,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
603,1.51566443186521,0.116260523458741,IL,2023-03-26,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
604,1.31637711480226,0.1228649909983095,IL,2023-03-27,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
605,2.37476990705202,0.1515013036658255,IL,2023-03-28,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
606,2.38838827593379,0.1742607839633285,IL,2023-03-29,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
607,1.03532895355117,0.1322329820394095,IL,2023-03-30,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
608,1.00226598184937,0.11665545644911,IL,2023-03-31,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
609,0.852911940773477,0.053178203661842,IL,2023-04-01,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
610,1.05437987161922,0.1076153492586525,IL,2023-04-02,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
611,0.803502331916997,0.1103346148318745,IL,2023-04-03,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
612,1.45522750548997,0.1163272990996365,IL,2023-04-04,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
613,1.45367951359218,0.151091851840362,IL,2023-04-05,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
614,1.51038713219067,0.0900290419235105,IL,2023-04-06,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
615,2.07736563643002,0.169988580613098,IL,2023-04-07,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
616,1.25277583966273,0.127659413966355,IL,2023-04-08,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
617,0.807753268744351,0.02491092028666485,IL,2023-04-09,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
618,3.42582457370172,0.166401435390484,IL,2023-04-10,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
619,2.94513689811274,0.174577939609156,IL,2023-04-11,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
620,0.980401153734338,0.179175101002951,IL,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
621,2.14552586249731,0.1342471830026725,IL,2023-04-13,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
622,1.56452010240597,0.1989362469453415,IL,2023-04-14,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
623,2.44321770213272,0.197130451978127,IL,2023-04-15,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
624,1.37930187421318,0.146996659748933,IL,2023-04-16,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
625,9.95385604841046,0.1066926969247485,IL,2023-04-17,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
626,3.27083104549262,0.1550351752930235,IL,2023-04-18,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
627,4.80049051700855,0.1980508946903905,IL,2023-04-19,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
628,0.881175370546741,0.242202796079232,IL,2023-04-20,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
629,4.94222428821411,0.249112481833192,IL,2023-04-21,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0
630,3.52903853481146,0.210295400978168,IL,2023-04-22,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
631,1.35890749653687,0.14014073862725351,IN,2023-03-12,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
632,0.524393957331065,0.0675040729266215,IN,2023-03-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
633,2.34259992088947,0.4605952105236105,IN,2023-03-14,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
634,0.243828592592295,0.00405154409338309,IN,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,0.189850705206475,0.00400401065984823,IN,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,0.150268623558637,0.00398712858291758,IN,2023-03-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
637,1.00170839524872,0.1871680914268195,IN,2023-03-18,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
638,0.0722144081576462,0.00404653101207752,IN,2023-03-19,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
639,1.70859306985872,0.3610835233506295,IN,2023-03-20,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
640,0.880590477395144,0.118527062457316,IN,2023-03-21,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
641,0.117290116410536,0.004387469266720115,IN,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,1.14158414342553,0.1661295871555055,IN,2023-03-23,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
643,3.23287777683438,0.3335301919886465,IN,2023-03-24,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
644,0.133363188013342,0.00509753147370335,IN,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645,0.138872218065456,0.005438468250729,IN,2023-03-26,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
646,0.962799198014905,0.1861420255912995,IN,2023-03-27,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
647,0.860383188437265,0.154542159437034,IN,2023-03-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
648,1.04242837419755,0.3022800683841385,IN,2023-03-29,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
649,NA,NA,IN,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,1.05454461646921,0.3033892420314555,IN,2023-03-31,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
651,0.154293346589666,0.00922638747910015,IN,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652,1.17808478456251,0.833939973695475,IN,2023-04-02,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
653,0.889759236177882,0.135800143149904,IN,2023-04-03,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
654,0.129047771127773,0.0129880922545506,IN,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,0.989737137457523,0.2974788108826505,IN,2023-04-05,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
656,0.0244580881226174,0.0166845662905735,IN,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
657,0.0921622687675311,0.01901449512776855,IN,2023-04-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
658,0.4495371921278,0.0217360029897763,IN,2023-04-08,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
659,1.18055489237093,0.834654699702885,IN,2023-04-09,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
660,0.547166153917066,0.02860868774380235,IN,2023-04-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
661,0.283234946338848,0.0329064679267255,IN,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,0.0532440798892008,0.037888967875498,IN,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,0.436238836884976,0.2435906572810335,IN,2023-04-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
664,0.852631348054687,0.0502809305131745,IN,2023-04-14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,0.6860282652432,0.057890248791752,IN,2023-04-15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
666,NA,NA,IN,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,1.12491893109269,0.1804101831328785,IN,2023-04-17,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
668,2.59701205577576,0.087615997313408,IN,2023-04-18,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
669,0.7206103187549,0.1001551681447275,IN,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,0.277695217653067,0.2261563362983375,IN,2023-04-20,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
671,1.25883351958597,0.129679711300238,IN,2023-04-21,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
672,0.21323275907799,0.146776403130594,IN,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673,1.0107893183294,0.2985243652932335,KS,2023-03-12,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
674,1.29883139919895,0.916653968256575,KS,2023-03-13,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
675,0.0205274839353969,0.004130030973628685,KS,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,0.0456490403420075,0.00405154409338309,KS,2023-03-15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
677,0.00530349883734356,0.00400401065984823,KS,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,0.00490935751917015,0.00398712858291758,KS,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,0.0448154084271263,0.004001073662193295,KS,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680,NA,NA,KS,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.116815831143997,0.004124738174178825,KS,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,0.00507189308340741,0.004237541696251065,KS,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,0.0054671516305153,0.004387469266720115,KS,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684,0.0240289892963611,0.004577819835820255,KS,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,0.00657189283550762,0.004812774521115045,KS,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686,0.871487692127913,0.2231677293071195,KS,2023-03-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
687,0.00762925788652706,0.005438468250729,KS,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
688,0.102626343010945,0.00584333556810815,KS,2023-03-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
689,NA,NA,KS,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,0.0333135942770728,0.00688414566948335,KS,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
691,0.0361744068460259,0.0075447214668456,KS,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,NA,NA,KS,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,0.0236948087792059,0.0166845662905735,KS,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,0.0922983806202943,0.01901449512776855,KS,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700,0.03000384174851,0.0217360029897763,KS,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,NA,NA,KS,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,0.0681428621872571,0.0502809305131745,KS,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
707,NA,NA,KS,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,2.81205441907265,0.681531437664895,KY,2023-03-12,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
716,0.878025751000199,0.182859381705482,KY,2023-03-13,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
717,0.00607092182446139,0.004130030973628685,KY,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,0.00645519193240514,0.00405154409338309,KY,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,1.15017048810638,0.4506372084492465,KY,2023-03-16,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0
720,1.90303133667194,0.4565169082049245,KY,2023-03-17,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
721,0.0468280132321247,0.004001073662193295,KY,2023-03-18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
722,1.27051001898577,0.901581967725715,KY,2023-03-19,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
723,0.00556676883333813,0.004124738174178825,KY,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,0.0240046648255891,0.004237541696251065,KY,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,0.0804136440804263,0.004387469266720115,KY,2023-03-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
726,NA,NA,KY,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,1.04782702219854,0.2323015211914835,KY,2023-03-24,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
728,1.26769365509794,0.900945132192505,KY,2023-03-25,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
729,0.00792686498771976,0.005438468250729,KY,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,0.260221005914967,0.00584333556810815,KY,2023-03-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
731,0.0312152865327028,0.0063214865485405,KY,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,0.00880336626744088,0.00688414566948335,KY,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,0.00937172455465088,0.0075447214668456,KY,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,0.0106253400218525,0.00831916654903705,KY,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,0.0462193587343172,0.00922638747910015,KY,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,NA,NA,KY,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.0583885393700729,0.0115323658634498,KY,2023-04-03,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
738,0.0700691233963689,0.0129880922545506,KY,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
739,NA,NA,KY,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,0.0244912514306679,0.0166845662905735,KY,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,NA,NA,KY,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,0.0318471277032921,0.0217360029897763,KY,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,0.0358538068537552,0.02491092028666485,KY,2023-04-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
744,0.0411899174632742,0.02860868774380235,KY,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,0.0465983933799287,0.0329064679267255,KY,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,NA,NA,KY,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,0.19893919614897,0.043647890183905,KY,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,NA,NA,KY,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,0.0934662934823676,0.0665803613962305,KY,2023-04-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
751,0.870840391458426,0.076455433787308,KY,2023-04-17,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
752,NA,NA,KY,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,KY,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.0059628334827263,0.00438334434212824,LA,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,2.16877563453292,0.916953998630355,LA,2023-03-13,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1
759,NA,NA,LA,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,2.23784827241139,0.449607177688409,LA,2023-03-15,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0
761,1.12596122669442,0.308976082849927,LA,2023-03-16,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
762,NA,NA,LA,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,0.0451720268250866,0.004001073662193295,LA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
