...1,es_score,brier_score,location,target_date,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
299,NA,NA,DC,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
307,1.5871718797325e-4,1.09755072160705e-4,DC,2024-02-23,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
328,9.98434775658415e-6,7.5572883945247e-6,DC,2024-03-15,1,1,1,1,1,1,1,1
329,NA,NA,DC,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
330,4.28506710022699e-6,5.90991907633955e-6,DC,2024-03-17,1,1,1,1,1,1,1,1
331,NA,NA,DC,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
337,7.1209895683842e-4,5.3108027915252e-4,DE,2024-02-11,1,1,1,1,1,1,1,1
338,NA,NA,DE,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
339,0.0142843053243261,4.0801470849131e-4,DE,2024-02-13,1,1,1,1,1,1,1,1
340,1.22818316014819,0.2411033787674015,DE,2024-02-14,1,0,1,0,1,0,1,0
341,2.54079894140809,0.322104782717158,DE,2024-02-15,1,0,1,0,1,0,1,0
342,NA,NA,DE,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
343,0.00812700998207684,2.40965144533435e-4,DE,2024-02-17,1,1,1,1,1,1,1,1
344,0.00123036651155588,2.112868547379e-4,DE,2024-02-18,1,1,1,1,1,1,1,1
345,3.2616007453588e-4,1.8528717798681e-4,DE,2024-02-19,1,1,1,1,1,1,1,1
346,0.00201217654329087,1.62510003519615e-4,DE,2024-02-20,1,1,1,1,1,1,1,1
347,9.5465072544522e-4,1.4255540542406e-4,DE,2024-02-21,1,1,1,1,1,1,1,1
348,0.00182275071053446,1.2507282762053e-4,DE,2024-02-22,1,1,1,1,1,1,1,1
349,6.2307445851664e-4,1.09755072160705e-4,DE,2024-02-23,1,1,1,1,1,1,1,1
350,1.5645444628814e-4,9.633300086748e-5,DE,2024-02-24,1,1,1,1,1,1,1,1
351,5.7356368415373e-4,8.4570869489615e-5,DE,2024-02-25,1,1,1,1,1,1,1,1
352,4.7125838643959e-4,7.426222194733e-5,DE,2024-02-26,1,1,1,1,1,1,1,1
353,0.00143802762887965,6.5226279924735e-5,DE,2024-02-27,1,1,1,1,1,1,1,1
354,0.00297500352015292,5.730477005222e-5,DE,2024-02-28,1,1,1,1,1,1,1,1
355,6.22536808954962e-5,5.0359137254195e-5,DE,2024-02-29,1,1,1,1,1,1,1,1
356,4.01495229557097e-5,4.42680985551063e-5,DE,2024-03-01,1,1,1,1,1,1,1,1
357,5.91989796065017e-5,3.89254967835755e-5,DE,2024-03-02,1,1,1,1,1,1,1,1
358,8.19819600504472e-5,3.423841823418245e-5,DE,2024-03-03,1,1,1,1,1,1,1,1
359,NA,NA,DE,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
360,3.3934054502255e-4,2.651569624122625e-5,DE,2024-03-05,1,1,1,1,1,1,1,1
361,3.81554818385168e-5,2.33465864453104e-5,DE,2024-03-06,1,1,1,1,1,1,1,1
362,4.8127239840642e-4,2.05636906690884e-5,DE,2024-03-07,1,1,1,1,1,1,1,1
363,NA,NA,DE,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,NA,DE,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
369,NA,NA,DE,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,DE,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
373,8.83883477683246e-6,5.2299426253028e-6,DE,2024-03-18,1,1,1,1,1,1,1,1
374,8.95197186182462e-6,4.63044106741524e-6,DE,2024-03-19,1,1,1,1,1,1,1,1
375,NA,NA,DE,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
377,1.74938217468662e-5,3.22324642034166e-6,DE,2024-03-22,1,1,1,1,1,1,1,1
378,4.4689148618938e-6,2.859518262747435e-6,DE,2024-03-23,1,1,1,1,1,1,1,1
379,NA,NA,FL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
380,1.00825225482618,0.120177547585354,FL,2024-02-12,1,0,1,0,1,0,1,0
381,0.702237736395154,0.05376509554324,FL,2024-02-13,1,1,1,1,1,0,1,0
382,0.0903224860440832,3.57644872432915e-4,FL,2024-02-14,1,1,1,1,1,0,0,1
383,0.147384907048415,3.1351025343843e-4,FL,2024-02-15,1,1,1,1,1,1,1,1
384,0.0356023188887947,2.74842061182865e-4,FL,2024-02-16,1,1,1,1,1,1,1,1
385,0.00144874822851215,2.40965144533435e-4,FL,2024-02-17,1,1,1,1,1,1,1,1
386,NA,NA,FL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
387,0.839431683568376,0.0488597339258876,FL,2024-02-19,1,1,1,0,1,0,1,0
388,1.02919081677563,0.04695678953698085,FL,2024-02-20,1,1,0,1,1,0,0,1
389,0.0304859816451071,1.4255540542406e-4,FL,2024-02-21,1,1,1,1,1,0,1,0
390,4.48000165033753,0.196101299365081,FL,2024-02-22,1,0,0,0,1,0,0,0
391,0.00521776014903592,1.09755072160705e-4,FL,2024-02-23,1,1,1,1,1,0,1,0
392,5.5912253289028e-4,9.633300086748e-5,FL,2024-02-24,1,1,1,1,1,1,1,1
393,1.3893017237814,0.982309344024845,FL,2024-02-25,1,0,1,0,1,0,1,0
394,1.25644472862629,0.0988633156290925,FL,2024-02-26,1,0,0,1,1,0,0,1
395,4.67796237141274,0.394669540487399,FL,2024-02-27,1,0,0,0,1,0,0,0
396,6.2336032032105e-4,5.730477005222e-5,FL,2024-02-28,1,1,1,1,1,1,1,1
397,0.00339153175972422,5.0359137254195e-5,FL,2024-02-29,1,1,1,1,1,1,1,1
398,6.9953015509866e-4,4.42680985551063e-5,FL,2024-03-01,1,1,1,1,1,1,1,1
399,NA,NA,FL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,FL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
401,7.3262159841774e-4,3.012554248224215e-5,FL,2024-03-04,1,1,1,1,1,1,1,1
402,1.36879652287289,0.3300932141407085,FL,2024-03-05,1,0,1,0,1,0,1,0
403,2.1136640139351e-4,2.33465864453104e-5,FL,2024-03-06,1,1,1,1,1,1,1,1
404,1.1151073919284e-4,2.05636906690884e-5,FL,2024-03-07,1,1,1,1,1,1,1,1
405,2.8378643405742e-4,1.81192855982136e-5,FL,2024-03-08,1,1,1,1,1,1,1,1
406,NA,NA,FL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,FL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
408,1.5286234385453e-4,1.24246383517707e-5,FL,2024-03-11,1,1,1,1,1,1,1,1
409,1.67725728329382e-5,1.096531770177355e-5,FL,2024-03-12,1,1,1,1,1,1,1,1
410,1.0692868725645e-4,9.68154184048435e-6,FL,2024-03-13,1,1,1,1,1,1,1,1
411,2.41152718744947,0.398010534796815,FL,2024-03-14,1,0,0,0,1,0,0,0
412,4.22290975904821e-5,7.5572883945247e-6,FL,2024-03-15,1,1,1,1,1,1,1,1
413,NA,NA,FL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,FL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,FL,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
416,NA,NA,FL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
417,1.7300257666931e-4,4.10167626879967e-6,FL,2024-03-20,1,1,1,1,1,1,1,1
418,9.58412529446055e-5,3.635108334030065e-6,FL,2024-03-21,1,1,1,1,1,1,1,1
419,NA,NA,FL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
420,2.34759451115665e-6,2.859518262747435e-6,FL,2024-03-23,1,1,1,1,1,1,1,1
421,0.0183852250224585,5.3108027915252e-4,GA,2024-02-11,1,1,1,1,1,0,1,0
422,0.0738154436924531,4.65494743656585e-4,GA,2024-02-12,1,1,1,1,1,1,1,1
423,1.77107029651486,0.129339845164055,GA,2024-02-13,1,0,0,0,1,0,0,1
424,1.94735332546843,0.1765479143837045,GA,2024-02-14,1,0,0,0,1,0,0,0
425,0.110329575039872,3.1351025343843e-4,GA,2024-02-15,1,1,1,1,1,1,1,1
426,1.36821884012655,0.967885264303355,GA,2024-02-16,1,0,1,0,1,0,1,0
427,4.2210032282867e-4,2.40965144533435e-4,GA,2024-02-17,1,1,1,1,1,1,1,1
428,0.00437483911316441,2.112868547379e-4,GA,2024-02-18,1,1,1,1,1,1,1,1
429,1.99479260003063,0.1398349446061955,GA,2024-02-19,1,0,0,0,1,0,1,0
430,1.13991451984457,0.1085180698531755,GA,2024-02-20,1,0,1,0,1,0,1,0
431,0.0395714331191298,1.4255540542406e-4,GA,2024-02-21,1,1,1,1,1,1,1,1
432,0.0158857307452145,1.2507282762053e-4,GA,2024-02-22,1,1,1,1,1,1,1,1
433,0.00155579867200449,1.09755072160705e-4,GA,2024-02-23,1,1,1,1,1,1,1,1
434,0.00148306639195363,9.633300086748e-5,GA,2024-02-24,1,1,1,1,1,1,1,1
435,3.3512618854931e-4,8.4570869489615e-5,GA,2024-02-25,1,1,1,1,1,1,1,1
436,1.28274509025381,0.1639688674663,GA,2024-02-26,1,0,1,0,1,0,1,0
437,0.00154877475753016,6.5226279924735e-5,GA,2024-02-27,1,1,1,1,1,1,1,1
438,7.09935206908621e-5,5.730477005222e-5,GA,2024-02-28,1,1,1,1,1,1,1,1
439,3.073179221812e-4,5.0359137254195e-5,GA,2024-02-29,1,1,1,1,1,1,1,1
440,0.00233491615193003,4.42680985551063e-5,GA,2024-03-01,1,1,1,1,1,1,1,1
441,0.00246103818012834,3.89254967835755e-5,GA,2024-03-02,1,1,1,1,1,1,1,1
442,1.3748893990393,0.330529003932253,GA,2024-03-03,1,0,0,1,1,0,0,1
443,1.33599384957169,0.1979367954331915,GA,2024-03-04,1,0,1,0,1,0,1,0
444,1.6404712973901e-4,2.651569624122625e-5,GA,2024-03-05,1,1,1,1,1,1,1,1
445,4.54245395347785e-5,2.33465864453104e-5,GA,2024-03-06,1,1,1,1,1,1,1,1
446,0.00308659434766501,2.05636906690884e-5,GA,2024-03-07,1,1,1,1,1,1,1,1
447,0.00139836856585427,1.81192855982136e-5,GA,2024-03-08,1,1,1,1,1,0,1,0
448,1.38833643817235,0.3308362482515965,GA,2024-03-09,1,0,1,0,1,0,1,0
449,7.90121115809908e-5,1.408405326096365e-5,GA,2024-03-10,1,1,1,1,1,1,1,1
450,6.1956527552218e-4,1.24246383517707e-5,GA,2024-03-11,1,1,1,1,1,1,1,1
451,1.76918116398085e-5,1.096531770177355e-5,GA,2024-03-12,1,1,1,1,1,1,1,1
452,2.4268947332283e-4,9.68154184048435e-6,GA,2024-03-13,1,1,1,1,1,1,1,1
453,1.10732921967368e-5,8.55180993031045e-6,GA,2024-03-14,1,1,1,1,1,1,1,1
454,6.16597114248352e-6,7.5572883945247e-6,GA,2024-03-15,1,1,1,1,1,1,1,1
455,NA,NA,GA,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,GA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,GA,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
458,NA,NA,GA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
459,3.27249017646868e-5,4.10167626879967e-6,GA,2024-03-20,1,1,1,1,1,1,1,1
460,7.22663131713219e-6,3.635108334030065e-6,GA,2024-03-21,1,1,1,1,1,1,1,1
461,NA,NA,GA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,GA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,HI,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
478,3.6830363882035e-4,7.426222194733e-5,HI,2024-02-26,1,1,1,1,1,1,1,1
479,NA,NA,HI,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
505,0.930418869656303,0.1066175497430075,IA,2024-02-11,1,0,1,0,1,0,1,0
506,0.0688361160141625,4.65494743656585e-4,IA,2024-02-12,1,1,1,1,1,1,1,1
507,0.0481969539316357,4.0801470849131e-4,IA,2024-02-13,1,1,1,1,1,1,1,1
508,0.0229061695611504,3.57644872432915e-4,IA,2024-02-14,1,1,1,1,1,1,1,1
509,2.08714157689176,0.2430572302087515,IA,2024-02-15,1,0,0,0,1,0,0,0
510,0.00167187394338805,2.74842061182865e-4,IA,2024-02-16,1,1,1,1,1,1,1,1
511,1.32883194686844,0.4850922000876765,IA,2024-02-17,1,0,1,0,1,0,1,0
512,0.00285222392062209,2.112868547379e-4,IA,2024-02-18,1,1,1,1,1,1,1,1
513,1.14285950860548,0.1218714040477385,IA,2024-02-19,1,0,1,0,1,0,1,0
514,0.0079339702946582,1.62510003519615e-4,IA,2024-02-20,1,1,1,1,1,1,1,1
515,0.00773573967767766,1.4255540542406e-4,IA,2024-02-21,1,1,1,1,1,1,1,1
516,1.25068185486894,0.123204644366549,IA,2024-02-22,1,0,0,1,1,0,0,1
517,0.00592449108138492,1.09755072160705e-4,IA,2024-02-23,1,1,1,1,1,1,1,1
518,1.5277749101189e-4,9.633300086748e-5,IA,2024-02-24,1,1,1,1,1,1,1,1
519,1.3452904706528,0.3274928285879415,IA,2024-02-25,1,0,1,0,1,0,1,0
520,0.00327119346127161,7.426222194733e-5,IA,2024-02-26,1,1,1,1,1,1,1,1
521,2.64749793024551,0.2461742336278185,IA,2024-02-27,1,0,1,0,1,0,1,0
522,1.34585758747408,0.3285355743621545,IA,2024-02-28,1,0,1,0,1,0,1,0
523,1.34697611840557,0.1980209761903325,IA,2024-02-29,1,0,0,1,1,0,0,1
524,2.6608428219566e-4,4.42680985551063e-5,IA,2024-03-01,1,1,1,1,1,1,1,1
525,5.08975460038925e-5,3.89254967835755e-5,IA,2024-03-02,1,1,1,1,1,1,1,1
526,0.00115723223474611,3.423841823418245e-5,IA,2024-03-03,1,1,1,1,1,1,1,1
527,1.31319845849264,0.110248416528169,IA,2024-03-04,1,0,0,1,1,0,0,1
528,0.00179544319665005,2.651569624122625e-5,IA,2024-03-05,1,1,1,1,1,1,1,1
529,0.00208617271823167,2.33465864453104e-5,IA,2024-03-06,1,1,1,1,1,1,1,1
530,3.9578113807629e-4,2.05636906690884e-5,IA,2024-03-07,1,1,1,1,1,1,1,1
531,1.3378460278446e-4,1.81192855982136e-5,IA,2024-03-08,1,1,1,1,1,1,1,1
532,8.732768731343e-5,1.597159657189515e-5,IA,2024-03-09,1,1,1,1,1,1,1,1
533,1.136037752623e-4,1.408405326096365e-5,IA,2024-03-10,1,1,1,1,1,1,1,1
534,1.38805280350027,0.3311400732845355,IA,2024-03-11,1,0,1,0,1,0,1,0
535,2.3796971643405e-4,1.096531770177355e-5,IA,2024-03-12,1,1,1,1,1,1,1,1
536,2.4590149786133e-4,9.68154184048435e-6,IA,2024-03-13,1,1,1,1,1,1,1,1
537,1.1416946068726e-4,8.55180993031045e-6,IA,2024-03-14,1,1,1,1,1,1,1,1
538,NA,NA,IA,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
539,1.72392632998399e-5,6.6814773810868e-6,IA,2024-03-16,1,1,1,1,1,1,1,1
540,5.33158513925207e-6,5.90991907633955e-6,IA,2024-03-17,1,1,1,1,1,1,1,1
541,3.27673281715589e-5,5.2299426253028e-6,IA,2024-03-18,1,1,1,1,1,1,1,1
542,2.42254782778272e-5,4.63044106741524e-6,IA,2024-03-19,1,1,1,1,1,1,1,1
543,2.3433518688676e-5,4.10167626879967e-6,IA,2024-03-20,1,1,1,1,1,1,1,1
544,7.03288403136361e-5,3.635108334030065e-6,IA,2024-03-21,1,1,1,1,1,1,1,1
545,NA,NA,IA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
546,1.40348785558923,0.4984735041419585,IA,2024-03-23,1,0,1,0,1,0,1,0
547,NA,NA,ID,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
561,1.2774591086604e-4,8.4570869489615e-5,ID,2024-02-25,1,1,1,1,1,1,1,1
562,NA,NA,ID,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
589,1.08316694157424,0.159660784474935,IL,2024-02-11,1,0,1,0,1,0,1,0
590,0.868333833697899,0.080273529971455,IL,2024-02-12,1,0,1,0,1,1,1,1
591,0.0823967427805556,4.0801470849131e-4,IL,2024-02-13,1,1,1,1,1,1,1,1
592,0.102101794110477,3.57644872432915e-4,IL,2024-02-14,1,1,1,1,1,1,1,1
593,2.90089620035138,0.153330540623631,IL,2024-02-15,1,0,0,0,1,0,0,0
594,3.59751383675234,0.1937969265096175,IL,2024-02-16,1,0,1,0,1,0,0,0
595,0.0334374937936866,2.40965144533435e-4,IL,2024-02-17,1,1,1,1,1,1,1,1
596,2.17051886949156,0.2442266330208465,IL,2024-02-18,1,0,0,0,1,0,0,0
597,0.990758911392585,0.0428638206143742,IL,2024-02-19,1,1,0,1,1,1,0,0
598,0.0391000667770054,1.62510003519615e-4,IL,2024-02-20,1,1,1,1,1,1,1,1
599,0.977520117834935,0.0611925561738065,IL,2024-02-21,1,0,1,0,1,0,1,0
600,3.58913817986681,0.1335290709384285,IL,2024-02-22,1,0,1,0,1,0,1,0
601,0.0230008469972041,1.09755072160705e-4,IL,2024-02-23,1,1,1,1,1,1,1,1
602,1.2894467239808,0.14100553592975,IL,2024-02-24,1,0,0,1,1,0,0,1
603,0.00855532701327795,8.4570869489615e-5,IL,2024-02-25,1,1,1,1,1,1,1,1
604,0.0719948296132923,7.426222194733e-5,IL,2024-02-26,1,1,1,1,1,1,1,1
605,0.00326704589318486,6.5226279924735e-5,IL,2024-02-27,1,1,1,1,1,1,1,1
606,0.00181025742102264,5.730477005222e-5,IL,2024-02-28,1,1,1,1,1,1,1,1
607,1.31237983127169,0.123781994795428,IL,2024-02-29,1,0,0,1,1,0,0,1
