...1,es_score,brier_score,location,target_date,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
917,NA,NA,ME,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
925,1.13107071061866,0.1914867253140915,MI,2024-02-11,1,0,1,0,1,1,0,0
926,0.381650256508725,0.0256680321840139,MI,2024-02-12,1,1,1,1,1,1,1,1
927,3.93721145605952,0.104238009846381,MI,2024-02-13,1,0,1,0,1,0,1,0
928,5.29003174529643,0.117794588235832,MI,2024-02-14,1,0,1,0,1,0,1,0
929,3.82450638247948,0.133854799716363,MI,2024-02-15,1,0,0,0,1,0,0,0
930,0.588545043080948,0.0348323571412605,MI,2024-02-16,1,1,1,1,1,0,1,0
931,0.859561588511505,0.0608473695124265,MI,2024-02-17,1,1,1,0,1,0,1,0
932,1.24145755553668,0.140277524346277,MI,2024-02-18,1,0,0,1,1,0,0,1
933,0.109492409515029,1.8528717798681e-4,MI,2024-02-19,1,1,1,1,1,0,1,0
934,4.04298031446413,0.1451906513997855,MI,2024-02-20,1,0,0,0,1,0,0,0
935,0.720094577718098,0.03270255581522795,MI,2024-02-21,1,1,1,1,1,1,1,1
936,0.115484644492,1.2507282762053e-4,MI,2024-02-22,1,1,1,1,1,1,1,1
937,0.928554825627642,0.0490944876512465,MI,2024-02-23,1,0,1,0,1,1,1,1
938,0.00127976216221471,9.633300086748e-5,MI,2024-02-24,1,1,1,1,1,1,1,1
939,3.95990284706099,0.267964054457314,MI,2024-02-25,1,0,1,0,1,0,1,0
940,2.14373006503659,0.0635173352197615,MI,2024-02-26,1,0,1,0,1,0,1,0
941,2.34900441946728,0.0856683592704965,MI,2024-02-27,1,0,1,0,1,0,1,0
942,3.63158825236615,0.0954219636838885,MI,2024-02-28,1,0,1,0,1,0,1,0
943,0.972492770986796,0.03658252593854385,MI,2024-02-29,1,0,1,0,1,0,1,0
944,1.12439083909259,0.0581172891910125,MI,2024-03-01,1,0,1,0,1,0,1,0
945,1.22495417083286,0.082377037685281,MI,2024-03-02,1,0,1,0,1,0,1,0
946,0.00159116802209296,3.423841823418245e-5,MI,2024-03-03,1,1,1,1,1,1,1,1
947,3.38453045723803,0.129205400228494,MI,2024-03-04,1,0,0,0,1,0,0,0
948,2.53610513505486,0.0943312866803745,MI,2024-03-05,1,0,1,0,1,0,1,0
949,0.0100268594656489,2.33465864453104e-5,MI,2024-03-06,1,1,1,1,1,1,1,1
950,3.97143178300672,0.135212331640186,MI,2024-03-07,1,0,1,0,1,0,1,0
951,1.28878834221474,0.0901955064312865,MI,2024-03-08,1,0,1,0,1,0,1,0
952,1.32593083018635,0.124073575342206,MI,2024-03-09,1,0,1,0,1,0,1,0
953,1.38692696222541,0.330993195861916,MI,2024-03-10,1,0,1,0,1,0,1,0
954,4.11675527498176,0.2292546429318635,MI,2024-03-11,1,0,1,0,1,0,1,0
955,1.34165048626807,0.099502483159373,MI,2024-03-12,1,0,0,1,1,1,0,0
956,1.2855772461399,0.062146523004593,MI,2024-03-13,1,0,1,0,1,0,1,0
957,0.00224749344749801,8.55180993031045e-6,MI,2024-03-14,1,1,1,1,1,1,1,1
958,2.1854708908904e-4,7.5572883945247e-6,MI,2024-03-15,1,1,1,1,1,1,1,1
959,5.67523901406491e-5,6.6814773810868e-6,MI,2024-03-16,1,1,1,1,1,1,1,1
960,2.9061795329757e-4,5.90991907633955e-6,MI,2024-03-17,1,1,1,1,1,1,1,1
961,2.72053355185711,0.117157209256061,MI,2024-03-18,1,0,1,0,1,0,1,0
962,3.6280951737421,0.14946299432926,MI,2024-03-19,1,0,0,0,1,0,0,0
963,3.63652972619588,0.166102967901757,MI,2024-03-20,1,0,0,0,1,0,0,0
964,4.77241119973556,0.1733463250650085,MI,2024-03-21,1,0,0,0,1,0,0,0
965,0.00137518219071234,3.22324642034166e-6,MI,2024-03-22,1,1,1,1,1,1,1,1
966,1.39758627168267,0.249310949847356,MI,2024-03-23,1,0,0,1,1,0,0,1
967,0.945127319788836,0.1066175497430075,MN,2024-02-11,1,0,1,0,1,0,1,0
968,1.78242454920881,0.09167467786114,MN,2024-02-12,1,0,1,0,1,0,1,0
969,2.67786400101469,0.131971874338443,MN,2024-02-13,1,0,0,0,0,0,0,0
970,0.0225000598019624,3.57644872432915e-4,MN,2024-02-14,1,1,1,1,1,1,1,1
971,3.63339886479614,0.223092083497552,MN,2024-02-15,1,0,1,0,1,0,1,0
972,0.946726101665811,0.0809090439146975,MN,2024-02-16,1,0,1,0,1,1,1,1
973,1.13253855621469,0.138769889414003,MN,2024-02-17,1,0,1,0,1,0,1,0
974,0.0189214711381951,2.112868547379e-4,MN,2024-02-18,1,1,1,1,1,1,1,1
975,0.0380153188117162,1.8528717798681e-4,MN,2024-02-19,1,1,1,1,1,1,1,1
976,2.31030160035256,0.1220625148343825,MN,2024-02-20,1,0,1,0,1,0,1,0
977,0.0614414308206574,1.4255540542406e-4,MN,2024-02-21,1,1,1,1,1,1,1,1
978,0.0516356393479031,1.2507282762053e-4,MN,2024-02-22,1,1,1,1,1,1,1,1
979,0.970066138334204,0.0516726314711985,MN,2024-02-23,1,0,1,0,1,0,1,0
980,0.00137278218278727,9.633300086748e-5,MN,2024-02-24,1,1,1,1,1,1,1,1
981,1.08361393612535,0.06556622241318,MN,2024-02-25,1,0,1,0,1,0,1,0
982,0.0227678766884057,7.426222194733e-5,MN,2024-02-26,1,1,1,1,1,0,1,0
983,0.0309780652578479,6.5226279924735e-5,MN,2024-02-27,1,1,1,1,1,1,1,1
984,0.0192803372770194,5.730477005222e-5,MN,2024-02-28,1,1,1,1,1,1,1,1
985,0.00369986779889886,5.0359137254195e-5,MN,2024-02-29,1,1,1,1,1,0,1,0
986,0.0085389451860316,4.42680985551063e-5,MN,2024-03-01,1,1,1,1,1,0,0,1
987,1.2688878844783,0.1098230750814465,MN,2024-03-02,1,0,1,0,1,0,1,0
988,1.31956698159534,0.123969775485991,MN,2024-03-03,1,0,0,1,1,0,0,1
989,0.00729823087188615,3.012554248224215e-5,MN,2024-03-04,1,1,1,1,1,1,1,1
990,2.1945028232934,0.104374754500762,MN,2024-03-05,1,0,0,0,1,0,0,0
991,1.19269859472145,0.0521719499306965,MN,2024-03-06,1,0,1,0,1,0,1,0
992,1.20928545770444,0.0550986913738055,MN,2024-03-07,1,0,1,0,1,0,1,0
993,2.70054453044529,0.1803728935769745,MN,2024-03-08,1,0,1,0,1,0,1,0
994,0.00149714937144748,1.597159657189515e-5,MN,2024-03-09,1,1,1,1,1,1,1,1
995,7.7644177253894e-4,1.408405326096365e-5,MN,2024-03-10,1,1,1,1,1,1,1,1
996,0.00365190330630689,1.24246383517707e-5,MN,2024-03-11,1,1,1,1,1,1,1,1
997,1.28583931852196,0.0662642779922805,MN,2024-03-12,1,0,1,0,1,0,1,0
998,6.6110397854739e-4,9.68154184048435e-6,MN,2024-03-13,1,1,1,1,1,1,1,1
999,6.0365006329082e-4,8.55180993031045e-6,MN,2024-03-14,1,1,1,1,1,1,1,1
1000,1.4172572050965e-4,7.5572883945247e-6,MN,2024-03-15,1,1,1,1,1,1,1,1
1001,0.0013392379348376,6.6814773810868e-6,MN,2024-03-16,1,1,1,1,1,1,1,1
1002,7.58301310655862e-5,5.90991907633955e-6,MN,2024-03-17,1,1,1,1,1,1,1,1
1003,1.4754876314952e-4,5.2299426253028e-6,MN,2024-03-18,1,1,1,1,1,1,1,1
1004,4.20145017573259,0.3737135317789335,MN,2024-03-19,1,0,0,1,1,0,0,1
1005,2.2604789610446e-4,4.10167626879967e-6,MN,2024-03-20,1,1,1,1,1,1,1,1
1006,4.8418573183912e-4,3.635108334030065e-6,MN,2024-03-21,1,1,1,1,1,1,1,1
1007,1.39563206895574,0.2491884136333675,MN,2024-03-22,1,0,1,0,1,0,1,0
1008,1.39050145771521,0.142464625420602,MN,2024-03-23,1,0,0,1,1,0,0,1
1009,NA,NA,MO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1010,7.273441790248e-4,4.65494743656585e-4,MO,2024-02-12,1,1,1,1,1,1,1,1
1011,NA,NA,MO,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
1012,1.38277584944135,0.97771873277915,MO,2024-02-14,0,0,1,1,0,0,1,1
1013,5.0624603008473e-4,3.1351025343843e-4,MO,2024-02-15,1,1,1,1,1,1,1,1
1014,4.4273369881719e-4,2.74842061182865e-4,MO,2024-02-16,1,1,1,1,1,1,1,1
1015,NA,NA,MO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1016,NA,NA,MO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1017,NA,NA,MO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
1018,NA,NA,MO,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
1019,2.6274673814545e-4,1.4255540542406e-4,MO,2024-02-21,1,1,1,1,1,1,1,1
1020,6.251248225591e-4,1.2507282762053e-4,MO,2024-02-22,1,1,1,1,1,1,1,1
1021,NA,NA,MO,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
1022,NA,NA,MO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
1023,NA,NA,MO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1024,NA,NA,MO,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
1025,NA,NA,MO,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
1026,1.0210621901735e-4,5.730477005222e-5,MO,2024-02-28,1,1,1,1,1,1,1,1
1027,1.37616622537201,0.4932346109546645,MO,2024-02-29,1,0,1,0,1,0,1,0
1028,7.5731136119115e-5,4.42680985551063e-5,MO,2024-03-01,1,1,1,1,1,1,1,1
1029,NA,NA,MO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1030,NA,NA,MO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1031,NA,NA,MO,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
1032,3.50583541426502e-5,2.651569624122625e-5,MO,2024-03-05,1,1,1,1,1,1,1,1
1033,1.48775266622164e-5,2.33465864453104e-5,MO,2024-03-06,1,1,1,1,1,1,1,1
1034,NA,NA,MO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1035,2.69690525859902e-5,1.81192855982136e-5,MO,2024-03-08,1,1,1,1,1,1,1,1
1036,NA,NA,MO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1037,NA,NA,MO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1038,1.82150706578973e-5,1.24246383517707e-5,MO,2024-03-11,1,1,1,1,1,1,1,1
1039,NA,NA,MO,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
1040,NA,NA,MO,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1041,NA,NA,MO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
1042,NA,NA,MO,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1043,NA,NA,MO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1044,NA,NA,MO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1045,NA,NA,MO,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
1046,NA,NA,MO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
1047,NA,NA,MO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
1048,NA,NA,MO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1049,NA,NA,MO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1050,NA,NA,MO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1051,NA,NA,MS,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1052,0.0218768719278786,4.65494743656585e-4,MS,2024-02-12,1,1,1,1,1,0,1,0
1053,5.1352923004581e-4,4.0801470849131e-4,MS,2024-02-13,1,1,1,1,1,1,1,1
1054,NA,NA,MS,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
1055,0.0014651666435803,3.1351025343843e-4,MS,2024-02-15,1,1,1,1,1,1,1,1
1056,0.00158566637526787,2.74842061182865e-4,MS,2024-02-16,1,1,1,1,1,1,1,1
1057,NA,NA,MS,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1058,NA,NA,MS,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1059,1.37378968190692,0.973674222136,MS,2024-02-19,1,0,1,0,1,0,1,0
1060,0.00107370180814633,1.62510003519615e-4,MS,2024-02-20,1,1,1,1,1,1,1,1
1061,9.1325691311171e-4,1.4255540542406e-4,MS,2024-02-21,1,1,1,1,1,1,1,1
1062,NA,NA,MS,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
1063,1.5645444628814e-4,1.09755072160705e-4,MS,2024-02-23,1,1,1,1,1,1,1,1
1064,NA,NA,MS,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,MS,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1066,0.00471474984547637,7.426222194733e-5,MS,2024-02-26,1,1,1,1,1,1,1,1
1067,1.0731052492699e-4,6.5226279924735e-5,MS,2024-02-27,1,1,1,1,1,1,1,1
1068,NA,NA,MS,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
1069,6.13627263511829e-5,5.0359137254195e-5,MS,2024-02-29,1,1,1,1,1,1,1,1
1070,NA,NA,MS,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
1071,NA,NA,MS,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,NA,MS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1073,2.0053629947941e-4,3.012554248224215e-5,MS,2024-03-04,1,1,1,1,1,1,1,1
1074,1.3349342809384e-4,2.651569624122625e-5,MS,2024-03-05,1,1,1,1,1,1,1,1
1075,2.80442670654899,0.99286485997622,MS,2024-03-06,1,0,0,1,1,0,0,1
1076,NA,NA,MS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1077,NA,NA,MS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
1078,NA,NA,MS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1079,NA,NA,MS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1080,7.92383857509751e-5,1.24246383517707e-5,MS,2024-03-11,1,1,1,1,1,1,1,1
1081,6.4841691706001e-5,1.096531770177355e-5,MS,2024-03-12,1,1,1,1,1,1,1,1
1082,NA,NA,MS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1083,1.4006758899103,0.497285570136309,MS,2024-03-14,1,0,1,0,1,0,1,0
1084,NA,NA,MS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1085,NA,NA,MS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1087,8.85297691245648e-6,5.2299426253028e-6,MS,2024-03-18,1,1,1,1,1,1,1,1
1088,4.7093311689346004e-06,4.63044106741524e-6,MS,2024-03-19,1,1,1,1,1,1,1,1
1089,5.30330086800489e-6,4.10167626879967e-6,MS,2024-03-20,1,1,1,1,1,1,1,1
1090,1.59240446954969e-5,3.635108334030065e-6,MS,2024-03-21,1,1,1,1,1,1,1,1
1091,NA,NA,MS,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1092,NA,NA,MS,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1135,7.7709621231736e-4,5.3108027915252e-4,NC,2024-02-11,1,1,1,1,1,1,1,1
1136,0.8102413542949,0.074134450338547,NC,2024-02-12,1,1,1,0,1,1,1,1
1137,1.10486422948197,0.160479257212738,NC,2024-02-13,1,0,1,0,1,0,1,0
1138,4.9179276742095e-4,3.57644872432915e-4,NC,2024-02-14,1,1,1,1,1,1,1,1
1139,0.00352457580878533,3.1351025343843e-4,NC,2024-02-15,1,1,1,1,1,1,1,1
1140,0.00944375005108479,2.74842061182865e-4,NC,2024-02-16,1,1,1,1,1,1,1,1
1141,NA,NA,NC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1142,3.7328167054494e-4,2.112868547379e-4,NC,2024-02-18,1,1,1,1,1,1,1,1
1143,0.0116691413236094,1.8528717798681e-4,NC,2024-02-19,1,1,1,1,1,0,1,0
1144,0.022896080282494,1.62510003519615e-4,NC,2024-02-20,1,1,1,1,1,1,1,1
1145,1.17413541390835,0.1222425569421885,NC,2024-02-21,1,0,1,0,1,1,1,1
1146,0.0232056599596059,1.2507282762053e-4,NC,2024-02-22,1,1,1,1,1,0,0,1
1147,0.007913351327764,1.09755072160705e-4,NC,2024-02-23,1,1,1,1,1,0,1,0
1148,1.2364469154956e-4,9.633300086748e-5,NC,2024-02-24,1,1,1,1,1,1,1,1
1149,NA,NA,NC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1150,2.61541093229988,0.179690722962211,NC,2024-02-26,1,0,0,1,1,0,0,1
1151,1.2853073642415,0.1641378978451875,NC,2024-02-27,1,0,1,0,1,0,1,0
1152,0.00565178402316881,5.730477005222e-5,NC,2024-02-28,1,1,1,1,1,1,1,1
1153,0.00275619229658228,5.0359137254195e-5,NC,2024-02-29,1,1,1,1,1,1,1,1
1154,1.33872406801102,0.1651160314801015,NC,2024-03-01,1,0,0,1,1,0,0,1
1155,NA,NA,NC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1156,NA,NA,NC,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1157,1.3506270169191,0.247413462905869,NC,2024-03-04,1,0,1,0,1,0,1,0
1158,3.33047293252717e-5,2.651569624122625e-5,NC,2024-03-05,1,1,1,1,1,1,1,1
1159,2.38012142149005e-5,2.33465864453104e-5,NC,2024-03-06,1,1,1,1,1,1,1,1
1160,2.78882914015515e-5,2.05636906690884e-5,NC,2024-03-07,1,1,1,1,1,1,1,1
1161,NA,NA,NC,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
1162,NA,NA,NC,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1163,NA,NA,NC,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1164,3.0708015287441e-4,1.24246383517707e-5,NC,2024-03-11,1,1,1,1,1,1,1,1
1165,8.4569971178240708e-06,1.096531770177355e-5,NC,2024-03-12,1,1,1,1,1,1,1,1
1166,1.4127570001788e-4,9.68154184048435e-6,NC,2024-03-13,1,1,1,1,1,1,1,1
1167,2.1899097040004e-4,8.55180993031045e-6,NC,2024-03-14,1,1,1,1,1,1,1,1
1168,1.1159559200369e-4,7.5572883945247e-6,NC,2024-03-15,1,1,1,1,1,1,1,1
1169,NA,NA,NC,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1170,NA,NA,NC,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1171,9.21642976852571e-5,5.2299426253028e-6,NC,2024-03-18,1,1,1,1,1,1,1,1
1172,NA,NA,NC,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
1173,5.21844805426337e-6,4.10167626879967e-6,NC,2024-03-20,1,1,1,1,1,1,1,1
1174,NA,NA,NC,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1175,NA,NA,NC,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1176,NA,NA,NC,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1177,NA,NA,ND,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1178,NA,NA,ND,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
1179,NA,NA,ND,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
1180,NA,NA,ND,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
1181,NA,NA,ND,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
1182,NA,NA,ND,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,NA,ND,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
1186,1.37686422461782,0.975362548650425,ND,2024-02-20,1,0,1,0,1,0,1,0
1187,NA,NA,ND,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
1188,NA,NA,ND,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,ND,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1192,NA,NA,ND,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
1193,NA,NA,ND,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
1194,NA,NA,ND,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,NA,ND,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
1196,NA,NA,ND,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,ND,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,NA,ND,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,ND,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
1202,NA,NA,ND,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1203,NA,NA,ND,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1206,NA,NA,ND,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
1207,NA,NA,ND,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
1208,NA,NA,ND,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,NA,ND,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,ND,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,ND,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,ND,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
