"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23G_50_CI","X23H_50_CI","X24A_50_CI","other_50_CI","X23F_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23G_95_CI","X23H_95_CI","X24A_95_CI","other_95_CI","X23F_95_CI"
"1060",NA,NA,"MS",2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",0.789713201425336,1.12644818333145,"MS",2023-11-08,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
"1062",NA,NA,"MS",2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",NA,NA,"MS",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",NA,NA,"MS",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065",NA,NA,"MS",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066",0.766390981345136,1.09852768714993,"MS",2023-11-13,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"1067",NA,NA,"MS",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",0.586183710477627,0.685632953037444,"MS",2023-11-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"1069",1.29080468515139,0.699938302177526,"MS",2023-11-16,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0
"1070",1.26460599592658,1.21412927810369,"MS",2023-11-17,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"1071",NA,NA,"MS",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",NA,NA,"MS",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1.71901821105378,1.06111471236851,"MS",2023-11-20,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
"1074",NA,NA,"MS",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",0.330523233799246,0.467566265054222,"MS",2023-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1076",NA,NA,"MS",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077",0.871745111699677,1.2385304441468,"MS",2023-11-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"1078",NA,NA,"MS",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",NA,NA,"MS",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080",2.89011791093451,0.960354655033334,"MS",2023-11-27,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1
"1081",1.69018267039059,1.18609943945484,"MS",2023-11-28,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"1082",1.97804335738362,0.842812349097964,"MS",2023-11-29,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0
"1083",0.547414817944053,0.769111281296599,"MS",2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1084",NA,NA,"MS",2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085",NA,NA,"MS",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",NA,NA,"MS",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087",0.937958811816483,0.847071490074577,"MS",2023-12-04,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"1088",2.40998987059106,1.03600649643581,"MS",2023-12-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
"1089",0.783378924733757,1.09175122310541,"MS",2023-12-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"1090",1.66097006471625,1.05117375166215,"MS",2023-12-07,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0
"1091",0.865756420881039,0.79369620711194,"MS",2023-12-08,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"1092",NA,NA,"MS",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",NA,NA,"MT",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094",NA,NA,"MT",2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095",NA,NA,"MT",2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",NA,NA,"MT",2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097",NA,NA,"MT",2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098",NA,NA,"MT",2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",NA,NA,"MT",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",NA,NA,"MT",2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",NA,NA,"MT",2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102",NA,NA,"MT",2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",NA,NA,"MT",2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",NA,NA,"MT",2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",NA,NA,"MT",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",NA,NA,"MT",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",NA,NA,"MT",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",NA,NA,"MT",2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",NA,NA,"MT",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",NA,NA,"MT",2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",NA,NA,"MT",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",NA,NA,"MT",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",0.738002114869455,1.03510319124172,"MT",2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"1114",NA,NA,"MT",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",NA,NA,"MT",2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",NA,NA,"MT",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",NA,NA,"MT",2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",NA,NA,"MT",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119",0.435320361995496,0.616896561958371,"MT",2023-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1120",NA,NA,"MT",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",NA,NA,"MT",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",NA,NA,"MT",2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",NA,NA,"MT",2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",NA,NA,"MT",2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",NA,NA,"MT",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",NA,NA,"MT",2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",NA,NA,"MT",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128",NA,NA,"MT",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",NA,NA,"MT",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",NA,NA,"MT",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131",NA,NA,"MT",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",NA,NA,"MT",2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",NA,NA,"MT",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",NA,NA,"MT",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135",NA,NA,"NC",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",3.49170020139306,0.781741420017113,"NC",2023-10-30,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
"1137",1.55692085128041,0.74296131507433,"NC",2023-10-31,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0
"1138",1.05012170356743,0.726219510600794,"NC",2023-11-01,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"1139",1.87718606395804,0.801489998088373,"NC",2023-11-02,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0
"1140",3.19415481458796,1.04674661784534,"NC",2023-11-03,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1
"1141",0.740581529435104,0.757976783727508,"NC",2023-11-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"1142",0.22524021003143,0.318319529534024,"NC",2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1143",0.917943257928154,0.628508593260916,"NC",2023-11-06,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
"1144",0.719754267465307,0.596938936358257,"NC",2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1145",1.56105583760954,0.632282936026621,"NC",2023-11-08,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"1146",2.1940222006886,0.926647356043529,"NC",2023-11-09,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
"1147",2.29334040396786,0.724165333211703,"NC",2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
"1148",0.777576986333883,1.10992782296538,"NC",2023-11-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"1149",0.713691712979995,1.00595154080804,"NC",2023-11-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"1150",2.64723643466845,0.816574345237256,"NC",2023-11-13,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
"1151",1.15246296226945,0.561040179238246,"NC",2023-11-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
"1152",1.17080801773744,0.917689328949257,"NC",2023-11-15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"1153",0.835556130996747,0.822937899737066,"NC",2023-11-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0
"1154",2.59153822786512,0.803884565010903,"NC",2023-11-17,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"1155",0.274813133076789,0.387925590784266,"NC",2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"1156",NA,NA,"NC",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157",1.84532653047436,0.606652401258722,"NC",2023-11-20,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0
"1158",2.50234184192071,0.770657248859642,"NC",2023-11-21,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
"1159",0.826009927706322,0.467566265054222,"NC",2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
"1160",0.356681051099429,0.494449010639605,"NC",2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"1161",1.73014464727217,0.806869438173,"NC",2023-11-24,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
"1162",0.773388114050215,1.08893616033555,"NC",2023-11-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"1163",NA,NA,"NC",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",4.45295345361051,0.961931075981563,"NC",2023-11-27,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
"1165",2.46596375372952,0.842349349127773,"NC",2023-11-28,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
"1166",2.18558606868928,0.926656545506243,"NC",2023-11-29,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
"1167",2.75581100443011,0.886350703696575,"NC",2023-11-30,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0
"1168",1.75000329893244,0.823353418626632,"NC",2023-12-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"1169",1.63162994423181,1.00480130774962,"NC",2023-12-02,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0
"1170",NA,NA,"NC",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",7.15955994970653,1.07887884670662,"NC",2023-12-04,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"1172",3.86701977477333,1.07112460375836,"NC",2023-12-05,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
"1173",6.30377615915098,1.25640529802754,"NC",2023-12-06,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0
"1174",2.68377626149643,0.950643375086052,"NC",2023-12-07,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0
"1175",3.33712893631131,0.904797269001327,"NC",2023-12-08,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
"1176",NA,NA,"NC",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",NA,NA,"ND",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",NA,NA,"ND",2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",0.237039842319729,0.326140463268679,"ND",2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1180",0.230494762950756,0.323840941769823,"ND",2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1181",1.70604229400331,1.0505747075615,"ND",2023-11-02,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0
"1182",0.844434484019518,1.20516359341005,"ND",2023-11-03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1183",NA,NA,"ND",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184",0.222690100127272,0.318319529534024,"ND",2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1185",3.64115706911198,1.16255568412854,"ND",2023-11-06,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
"1186",1.28695932576223,0.95145588704579,"ND",2023-11-07,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"1187",1.134218414384,1.09897845600323,"ND",2023-11-08,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
"1188",0.794948987739766,1.1271883746433,"ND",2023-11-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"1189",NA,NA,"ND",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190",NA,NA,"ND",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191",NA,NA,"ND",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",0.240141608674354,0.336961533439921,"ND",2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1193",1.94734888443242,0.889258336191567,"ND",2023-11-14,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
"1194",4.1409213202752,0.91997009081265,"ND",2023-11-15,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
"1195",0.919302007798011,0.644432227187964,"ND",2023-11-16,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"1196",1.46145641119932,1.11866485322569,"ND",2023-11-17,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
"1197",NA,NA,"ND",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198",0.763918780495866,1.07901650688225,"ND",2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"1199",1.21836965425646,0.840682140331697,"ND",2023-11-20,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
"1200",0.791585856367228,0.443639652266605,"ND",2023-11-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
"1201",0.753481163151028,1.06808586806339,"ND",2023-11-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"1202",NA,NA,"ND",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203",NA,NA,"ND",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204",NA,NA,"ND",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205",NA,NA,"ND",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206",NA,NA,"ND",2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207",0.89235011835786,1.26446020272554,"ND",2023-11-28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"1208",2.62010322422871,1.02890025920935,"ND",2023-11-29,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0
"1209",1.33150703736535,1.257071612006,"ND",2023-11-30,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
"1210",0.940571449165124,1.32061371646328,"ND",2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"1211",1.33391009818777,0.871693893777562,"ND",2023-12-02,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
"1212",0.872530184006657,1.24703535560462,"ND",2023-12-03,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"1213",1.47947117535764,1.3622361364673,"ND",2023-12-04,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1
"1214",NA,NA,"ND",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",NA,NA,"ND",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216",0.810119143476588,1.1472173558772,"ND",2023-12-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"1217",0.849362961730261,1.20197336459996,"ND",2023-12-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"1218",NA,NA,"ND",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219",NA,NA,"NE",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",NA,NA,"NE",2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221",NA,NA,"NE",2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",NA,NA,"NE",2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223",NA,NA,"NE",2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",NA,NA,"NE",2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",NA,NA,"NE",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",NA,NA,"NE",2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",NA,NA,"NE",2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",NA,NA,"NE",2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",NA,NA,"NE",2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230",NA,NA,"NE",2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",NA,NA,"NE",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",NA,NA,"NE",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",NA,NA,"NE",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",NA,NA,"NE",2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",NA,NA,"NE",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",NA,NA,"NE",2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",NA,NA,"NE",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238",NA,NA,"NE",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",NA,NA,"NE",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
